,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anthony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crying of Lot 49,"Pynchon, Thomas",0060931671,9780060931674,0060931671,152        pp,3.69,"86,783",1966,"Apr 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Oct 2021,"Oct 16, 2021","Oct 01, 2021",,Paperback,view,/book/show/411.The_Crying_of_Lot_49
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",,,B08WRH53MY,576        pp,4.23,"259,040","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2021",,Kindle Edition,view,/book/show/57139780-the-lincoln-highway
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Names,"Saramago, José",0156010593,9780156010597,0156010593,245        pp,3.91,"21,747",1997,"Oct 05, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/2528.All_the_Names
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Pioneers!,"Cather, Willa",0241338352,9780241338353,0241338352,192        pp,3.89,"53,764",1913,"Aug 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have wanted to read Cather for a long time I thought O Pioneers! will be a good place to start.A quick read and just as enjoyable.,Notes are private!,0,3,1,"Nov 23, 2021","Nov 25, 2021","Aug 26, 2021",,Paperback,view (with text),/book/show/38355636-o-pioneers
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Embassytown,"Miéville, China*",033053307X,9780330533072,B09L76K58M,405        pp,3.89,"31,959","May 17, 2011","Jan 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/11955654-embassytown
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oscar and Lucinda,"Carey, Peter",0571153046,9780571153046,0571153046,516        pp,3.73,"21,157",1988,"Jun 19, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2021",,Paperback,view,/book/show/1118205.Oscar_and_Lucinda
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Satantango,"Krasznahorkai, László",0811220893,9780811220897,0811220893,288        pp,4.14,"8,185",1985,"Dec 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In that case, I’ll miss the thing by waiting for it.—Franz Kafka",Notes are private!,0,10,1,"Aug 29, 2021","Sep 22, 2021","Aug 26, 2021",,Paperback,view (with text),/book/show/17574845-satantango
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ruba'iyat of Omar Khayyam,"Khayyám, Omar",0140443843,9780140443844,B00B7JNMIK,116        pp,4.17,"22,696",1120,"Jan 01, 1982",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 02, 2021","Oct 10, 2021","Aug 23, 2021",,Paperback,view,/book/show/1028019.The_Ruba_iyat_of_Omar_Khayyam
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanishing Point,"Markson, David",1593760108,9781593760106,1593760108,191        pp,3.89,"1,409","Jan 01, 2004","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/114550.Vanishing_Point
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Late Mattia Pascal,"Pirandello, Luigi",1590171152,9781590171158,1590171152,272        pp,4.01,"29,492",1904,"Nov 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/12116.The_Late_Mattia_Pascal
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Night All Blood is Black,"Diop, David",1782275878,,B08GFC64D6,192        pp,3.82,"23,235","Aug 16, 2018","Nov 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Temporary madness, in war, is bravery’s sister.",Notes are private!,0,4,1,"Aug 21, 2021","Aug 23, 2021","Aug 21, 2021",,Kindle Edition,view (with text),/book/show/55964767-at-night-all-blood-is-black
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Country,"Mitchell, Julian",0906399319,9780906399316,0906399319,95        pp,4.05,251,Mar 1982,"Jan 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2021",,Paperback,view,/book/show/1108613.Another_Country
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Acts,Han Kang,1846275970,9781846275975,1846275970,224        pp,4.22,"32,054","May 19, 2014","Nov 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2021",,Paperback,view,/book/show/31937963-human-acts
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0767902890,9780767902892,0767902890,246        pp,4.14,"313,515","Mar 28, 1990","Dec 29, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 27, 2021","Aug 18, 2021","Aug 18, 2021",,Paperback,view,/book/show/133518.The_Things_They_Carried
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write a Thesis,"Eco, Umberto",,,,229        pp,3.93,"4,129",1977,"Mar 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/23461426-how-to-write-a-thesis
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220697,9780735220690,0735220697,325        pp,4.24,"1,226,908","May 09, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/39961982-eleanor-oliphant-is-completely-fine
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",1849010331,9781849010337,1849010331,349        pp,3.69,"226,754","Jun 08, 2010","Mar 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/10471574-a-visit-from-the-goon-squad
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Against the Day,"Pynchon, Thomas",159420120X,9781594201202,159420120X,"1,085        pp",4.03,"9,545","Nov 21, 2006","Nov 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/409.Against_the_Day
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mason & Dixon,"Pynchon, Thomas",0312423209,9780312423209,0312423209,773        pp,4.11,"11,318",Aug 1997,"Jan 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/413.Mason_Dixon
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,J R,"Gaddis, William",1564784339,9781564784339,1564784339,726        pp,4.31,"3,389","Oct 12, 1975","Feb 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/11721654-j-r
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unvanquished,"Faulkner, William",061355776X,9780613557764,061355776X,272        pp,3.77,"6,166",1938,"Oct 29, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/1059483.The_Unvanquished
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Are We Doing Here?: Essays,"Robinson, Marilynne",1250310385,9781250310385,1250310385,336        pp,3.82,921,"Feb 20, 2018","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/39863257-what-are-we-doing-here
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door Into Summer,"Heinlein, Robert A.",0345413997,9780345413994,0345413997,304        pp,4.02,"26,512",1957,"Jun 17, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Paperback,view,/book/show/348.The_Door_Into_Summer
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184600,9780399184604,0399184600,184        pp,3.73,"39,583","Oct 02, 2014","Mar 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Aug 18, 2021","Aug 19, 2021","Aug 18, 2021",,Paperback,view,/book/show/37702744-fever-dream
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw,"James, Henry",0141441356,9780141441351,0141441356,134        pp,3.39,"155,977",1898,"Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2021",,Paperback,view,/book/show/10882679-the-turn-of-the-screw
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Lost to the Water,"Nguyen, Eric",0593317955,9780593317952,0593317955,304        pp,3.77,"10,535","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2021",,Hardcover,view,/book/show/55120657-things-we-lost-to-the-water
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",1526633094,9781526633095,1526633094,256        pp,3.17,"148,484","Oct 06, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2021",,Paperback,view,/book/show/55670684-leave-the-world-behind
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recognitions,"Gaddis, William",1564786919,9781564786913,1564786919,956        pp,4.20,"5,682",1955,"Feb 07, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 06, 2021","Dec 20, 2021","Aug 06, 2021",,Paperback,view,/book/show/11786836-the-recognitions
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Human Condition,"Arendt, Hannah",0226025985,9780226025988,0226025985,349        pp,4.21,"8,152",1958,"Dec 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/127227.The_Human_Condition
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Bees,"Kidd, Sue Monk*",0142001740,9780142001745,0142001740,302        pp,4.09,"1,291,136","Nov 08, 2001","Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/37435.The_Secret_Life_of_Bees
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essential Rumi,Rumi,0062509594,9780062509598,0062509594,416        pp,4.39,"47,388",1273,"May 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/304079.The_Essential_Rumi
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Traveler's Wife,"Niffenegger, Audrey*",0965818675,9780965818674,0965818675,537        pp,3.99,"1,784,943",2003,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/14050.The_Time_Traveler_s_Wife
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cosmos,"Sagan, Carl",0375508325,9780375508325,0375508325,384        pp,4.39,"146,273",1980,"May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Mass Market Paperback,view,/book/show/55030.Cosmos
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Decline and Fall of the Roman Empire,"Gibbon, Edward",1579125220,9781579125226,1579125220,704        pp,4.02,"14,637",Feb 1776,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Hardcover,view,/book/show/19404.The_Decline_and_Fall_of_the_Roman_Empire
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Capital: A Critique of Political Economy, Volume 1","Marx, Karl",0140445684,9780140445688,0140445684,"1,152        pp",4.28,"12,111","Sep 14, 1867","May 05, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/325785.Capital
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0142437263,9780142437261,0142437263,279        pp,3.43,"865,230","Mar 16, 1850","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/12296.The_Scarlet_Letter
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gulag Archipelago 1918–1956,"Solzhenitsyn, Aleksandr",0060007761,9780060007768,0060007761,512        pp,4.32,"30,397",1973,"Feb 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/70561.The_Gulag_Archipelago_1918_1956
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0099595524,9780099595526,0099595524,208        pp,4.07,"459,954",1928,"Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,this book... o god!,Notes are private!,0,32,1,"Jun 19, 2022","Jun 22, 2022","Aug 06, 2021",,Paperback,view (with text),/book/show/19186475-all-quiet-on-the-western-front
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Tom Sawyer,"Twain, Mark",,9780143039563,0143039563,244        pp,3.92,"936,140",Jun 1876,"Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/24583.The_Adventures_of_Tom_Sawyer
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hero With a Thousand Faces,"Campbell, Joseph",0691017840,9780691017846,0691017840,416        pp,4.14,"41,443","Jun 10, 1949","Mar 01, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/588138.The_Hero_With_a_Thousand_Faces
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone with the Wind,"Mitchell, Margaret",,,0446675539,"1,037        pp",4.31,"1,207,851","Jun 30, 1936","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Mass Market Paperback,view,/book/show/18405.Gone_with_the_Wind
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Merchant of Venice,"Shakespeare, William",0743477561,9780743477567,B00735ZIY8,247        pp,3.78,"188,058",1596,Apr 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Mass Market Paperback,view,/book/show/24128.The_Merchant_of_Venice
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man and His Symbols,"Jung, Carl",0440351839,9780440351832,0440351839,415        pp,4.19,"28,807",1964,"Sep 01, 1968",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Mass Market Paperback,view,/book/show/123632.Man_and_His_Symbols
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arabian Nights,Anonymous,0812972147,9780812972146,0812972147,"1,049        pp",4.03,"77,215",800,"Jun 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Mass Market Paperback,view,/book/show/93101.The_Arabian_Nights
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pilgrim's Progress,"Bunyan, John",,,,324        pp,4.05,"138,357","Feb 18, 1678","Feb 10, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/29797.The_Pilgrim_s_Progress
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice in Wonderland,"Carruth, Jane",0517223627,9780517223628,0517223627,96        pp,4.03,"389,747",1865,"Sep 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Hardcover,view,/book/show/13023.Alice_in_Wonderland
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",0140186522,9780140186529,0140186522,166        pp,3.43,"512,997",1899,"May 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Apr 02, 2023","Apr 06, 2023","Aug 06, 2021",,Paperback,view,/book/show/152192.Heart_of_Darkness
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beowulf,Unknown,0393320979,9780393320978,0393320979,256        pp,3.48,"311,085",1000,"Feb 17, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/52357.Beowulf
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Civil Disobedience and Other Essays,"Thoreau, Henry David",1420925229,9781420925227,1420925229,188        pp,4.06,"17,121",1866,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/16900.Civil_Disobedience_and_Other_Essays
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Epic of Gilgamesh,Anonymous,0141026286,9780141026282,0141026286,120        pp,3.71,"94,537",-1200,"May 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/19351.The_Epic_of_Gilgamesh
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Utopia,"More, Thomas",0140449108,9780140449105,0140449108,113        pp,3.55,"75,025",1516,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/18414.Utopia
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad / The Odyssey,Homer,0147712556,9780147712554,0147712556,"1,556        pp",4.06,"75,944",-800,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/1375.The_Iliad_The_Odyssey
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas Shrugged,"Rand, Ayn",0452011876,9780452011878,0452011876,"1,168        pp",3.69,"390,125","Oct 10, 1957","Aug 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/662.Atlas_Shrugged
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Relativity: The Special and the General Theory,"Einstein, Albert",0143039822,9780143039822,0143039822,130        pp,4.20,"21,506",1916,"Jul 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/15852.Relativity
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don Quixote,"Cervantes Saavedra, Miguel de",,,0142437239,"1,023        pp",3.90,"270,660",1605,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/3836.Don_Quixote
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters from a Stoic,Seneca,0140442103,9780140442106,0140442103,254        pp,4.35,"41,501",65,"Aug 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/97411.Letters_from_a_Stoic
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Discourse on Method and Meditations on First Philosophy,"Descartes, René",0872204200,9780872204201,0872204200,103        pp,3.76,"33,402",1637,"Jun 15, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/31862.Discourse_on_Method_and_Meditations_on_First_Philosophy
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Western Philosophy,"Russell, Bertrand",0671201581,9780671201586,0671201581,906        pp,4.12,"39,158",1945,"Jan 30, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2021",,Paperback,view,/book/show/243685.A_History_of_Western_Philosophy
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Man is Hard to Find,"O'Connor, Flannery",,,B01IRAMHH8,325        pp,4.18,"45,720",1955,"Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2021",,Kindle Edition,view,/book/show/31318746-a-good-man-is-hard-to-find
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nazi Literature in the Americas,"Bolaño, Roberto",0811217949,9780811217941,0811217949,240        pp,3.90,"6,482","Feb 13, 1996","May 29, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Paperback,view,/book/show/5085626-nazi-literature-in-the-americas
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Swim-Two-Birds,"O'Brien, Flann",,,,228        pp,3.86,"13,376","Mar 13, 1939",2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 25, 2021","Jul 30, 2021","Jul 30, 2021",,Paperback,view,/book/show/10741023-at-swim-two-birds
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,English Passengers,"Kneale, Matthew",0140285210,9780140285215,0140285210,462        pp,4.07,"7,175","Mar 14, 2000","Apr 26, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2021",,Paperback,view,/book/show/14258.English_Passengers
