,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Canadian Jen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Hidden Books,"Martin, Madeline*",1335455027,9781335455024,1335455027,416        pp,4.15,"14,098","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2023",,Paperback,view,/book/show/62054146-the-keeper-of-hidden-books
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Water,"Boyne, John*",0857529811,9780857529817,0857529811,176        pp,4.34,"5,837","Nov 02, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Hardcover,view,/book/show/195100472-water
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last List of Mabel Beaumont,"Pearson, Laura",1785136054,9781785136054,B0C492MN2Q,314        pp,4.04,"36,837","Aug 04, 2023","Aug 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Kindle Edition,view,/book/show/148516779-the-last-list-of-mabel-beaumont
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,102","Sep 19, 2023","Sep 19, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let's address the elephant in the room OR should I say the CAT on the cover? Two thumbs down for that, Mason. Not a great way to start. I wasn't goingLet's address the elephant in the room OR should I say the CAT on the cover? Two thumbs down for that, Mason. Not a great way to start. I wasn't going to read this but having read my trusted GR friend's s, I thought, I must give it a go. It was ok at the start...nature, apple orchards, an isolated cabin in the woods.How the land carried one to some. But, this read as several short stories - which I'm not fond of. Mid point, I was wondering if it would pick up. My mind was beginning to wander..uh oh.Mason's writing is terrific..but, it's not The Winter Soldier Do check out some other s as they are glowing. It just didn't glow for me.2.5⭐️...more",Notes are private!,39,170,1,"Oct 16, 2023","Oct 19, 2023","Aug 01, 2023",,Hardcover,view (with text),/book/show/71872930-north-woods
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Town Sins,"Jaworowski, Ken",1250881676,9781250881670,1250881676,272        pp,3.92,"1,682","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"They may be small town sins but they have huge, heavy impacts.Drugs, theft, infidelity; moral compasses flipped over….people desperate; unhinged. LossThey may be small town sins but they have huge, heavy impacts.Drugs, theft, infidelity; moral compasses flipped over….people desperate; unhinged. Loss; grief; fear.People doing the right thing for the wrong reasons or doing the wrong thing for the right ones.Deeply flawed characters but ones with hope in their broken hearts.Several triggers here. This is a gritty good debut!4.25⭐️...more",Notes are private!,1,94,1,"Oct 02, 2023","Oct 04, 2023","Jul 29, 2023",,Hardcover,view (with text),/book/show/61796658-small-town-sins
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Kidnapping of Nora W,"Green, Cate*",0008562512,,B0B2L7N3LV,371        pp,4.18,396,"Jul 20, 2023","Jul 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,0,not set,not set,"Jul 27, 2023",,Kindle Edition,view,/book/show/61341654-the-curious-kidnapping-of-nora-w
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Armor of Light        (Kingsbridge #4),"Follett, Ken*",,,B0BSKR92NY,928        pp,4.25,"32,103","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Kindle Edition,view,/book/show/78089220-the-armor-of-light
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Agent,"Rimmer, Kelly*",1525826689,9781525826689,1525826689,368        pp,4.14,"10,965","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2023",,Paperback,view,/book/show/62197599-the-paris-agent
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Term of Endearment,"McMurtry, Larry",,9781447274698,1447274695,326        pp,4.14,"25,357",1975,1975,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,0,not set,not set,"Jul 20, 2023",,,view,/book/show/32485437-term-of-endearment
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"223,183","Feb 06, 2024","Feb 06, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Women was divine. Hannah’s writing has matured much like a fine wine. Each of her stories becoming richer, more complex, multi-layered.The Women iThe Women was divine. Hannah’s writing has matured much like a fine wine. Each of her stories becoming richer, more complex, multi-layered.The Women is a tribute to the many unsung female nurses who served in the Vietnam War. Frankie, 20, has graduated nursing school and has enlisted. Although green, her nursing skills sharpen during her 2 tours. However when she returns home, the welcome isn’t a warm one.The brevity and courage these veterans had. Not only fighting for their lives over seas, but fighting for their own recognition at home amid a storm of protests and division. The sacrifices made. The lies told.Hannah masterly develops a character from a young naive girl, to a professional combat nurse, to a veteran returning home experiencing many of the symptoms men did- except many unaware women even served. Grief, PTSD, shame, addiction and healing.5⭐️ Hannah, you knocked it out of the park....more",Notes are private!,117,217,2,"Feb 19, 2024Feb 19, 2024","Feb 21, 2024not set","Jul 19, 2023",,Hardcover,view (with text),/book/show/127305853-the-women
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Die Beautiful,"Jackson, Buzzy*",0593187210,9780593187210,0593187210,448        pp,4.37,"1,189","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 19, 2023",,Hardcover,view,/book/show/61897929-to-die-beautiful
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women of the Post,"Sanders, Joshunda*",0778334074,9780778334071,0778334074,368        pp,4.03,709,"Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/62325784-women-of-the-post
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juno Loves Legs,"Geary, Karl",1646221133,9781646221134,1646221133,304        pp,4.19,"3,807","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Juno doesn’t have a leg fetish. Legs is a dude. Two misfits growing up in Dublin in the ‘80’s, in poverty.The sanctimonious Catholic nuns and priests.Juno doesn’t have a leg fetish. Legs is a dude. Two misfits growing up in Dublin in the ‘80’s, in poverty.The sanctimonious Catholic nuns and priests. Beating children when they weren’t compliant. The twisted control these hypocrites had over the community.Juno. A sassy one. Despite the hardships and losses she suffers. She’s fearful but Brave. Legs, another outcast but bound to Juno. Both just searching for a place to belong. The two separate for a number of years because of their shenanigans before finding each other again. This is a love story about friendship. The unconditional kind. The writing lyrical and rich.The characters so much depth. 4.25⭐️Note: this is a coming of age story but def not YA....more",Notes are private!,2,153,1,"Jul 12, 2023","Jul 15, 2023","Jul 12, 2023",,Hardcover,view (with text),/book/show/58090794-juno-loves-legs
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Foot of the Cherry Tree,"Parker, Alli",1460763521,9781460763520,B0BTMV76K7,336        pp,4.32,"1,701","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,0,not set,not set,"Jul 11, 2023",,Kindle Edition,view,/book/show/95585293-at-the-foot-of-the-cherry-tree
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeward: A Novel,"Jackson-Brown, Angela*",1400241111,9781400241118,B0BYYY2NX1,397        pp,4.04,356,"Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 25, 2023",,Kindle Edition,view,/book/show/123266568-homeward
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing","Hardin, Lara Love*",1982197668,9781982197667,B0BPDNW33W,319        pp,4.48,"27,517","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mama Mia. What a memoir.How does a successful woman, wife and mother, spiral out of control? Drugs will do that to you. Addiction will pin you down anMama Mia. What a memoir.How does a successful woman, wife and mother, spiral out of control? Drugs will do that to you. Addiction will pin you down and keep you there. At the cost of losing your children. Losing yourself.Lara Love addicted to heroin and opiates until she gets charged with 32 felonies. She flips her hustle into healing in jail. Her empathy, compassion and education moving her up through the ranks. She acquires the title, Mama Love, and the respect from the inmates.But returning to the real world is like clawing your way out of a deep, dark hole. Fighting the cycle of addiction. Including those who you surround yourself with. Fighting the stigma of being a felon. Even old neighbours can hold a grudge for years.However, hope and perseverance can light the way- even when three steps back are required to move one forward.A stunning story of addiction, recovery and forgiveness.4⭐️And now I must search out The Sun Does Shine: How I Found Life and Freedom on Death Row as she co-authored this one....more",Notes are private!,3,140,1,"Sep 13, 2023","Sep 17, 2023","Jun 20, 2023",,Kindle Edition,view (with text),/book/show/64631561-the-many-lives-of-mama-love
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Doors,Tan Twan Eng,1639731938,9781639731930,1639731938,320        pp,4.16,"8,872","May 04, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Jun 16, 2023",,Hardcover,view,/book/show/65215270-the-house-of-doors
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Daughter,"Harmel, Kristin*",,,B0BDHNX9P1,380        pp,4.27,"36,914","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2023",,Kindle Edition,view,/book/show/62350801-the-paris-daughter
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbreakable Heart of Oliva Denaro,"Ardone, Viola",0063276879,9780063276871,0063276879,352        pp,4.40,"7,620","Sep 25, 2021","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Give me a story set in Italy, I’m in.Give me a story of a strong female character who defied acceptable norms during the 60’s, I’m in.Give me a story Give me a story set in Italy, I’m in.Give me a story of a strong female character who defied acceptable norms during the 60’s, I’m in.Give me a story of a relationship with a father and a daughter and the powerful bond that exists, I’m so in. Oliva was brought up to believe a woman has no rights in a small town in Sicily. Her place in the world is to be beside her husband: to obey and not question. Arranged marriages. A man can take what he wants, when he wants known as ‘fuitina’. The word NO non existent in a female’s vocabulary. Young women were thought of being incapable of making their own choices.Old country, old values, old ways. This is a true story of a girl (Franca Viola) who broke the traditional barriers at the high cost of bringing shame to her family, her neighbours, her town. The laws not changing until 1981. The mental anguish caused by being a voice. And the healing that can take years to mend. Yet, we see still see the costs women endure of this narrow minded thinking and the inequalities that exist be it in another country, another state, another race, another religion. Some evolving; others reverting.The story’s last few chapters were a little muddled as they changed POV – a slight detractor.4.5⭐️...more",Notes are private!,0,130,1,"Jun 04, 2023","Jun 08, 2023","Jun 04, 2023",,Paperback,view (with text),/book/show/62119790-the-unbreakable-heart-of-oliva-denaro
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"42,987","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2023",,Hardcover,view,/book/show/58214328-what-my-bones-know
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flags on the Bayou,"Burke, James Lee",0802161693,9780802161703,B0BNS4KQYB,310        pp,4.01,"3,939","Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"JLB is legendary when it comes to delivering a southern gritty narrative.This takes place during the civil war in 1863, Louisiana. We have a slave whoJLB is legendary when it comes to delivering a southern gritty narrative.This takes place during the civil war in 1863, Louisiana. We have a slave who is being hunted down because some say she’s a witch and a murderess. A nephew who has a crush on her and is disfigured by initiating a dual for her. A colonel who is cross eyed and quirky, and a local Constable trying to upright the law that has gone sideways.The structure: sharp. The war -with poverty, violence, stench and disease contrasting the flawed characters boasting of sarcasm and humour as well as tenderness and compassion.Themes of good vs evil; slavery vs freedom. The blurring of the war between the Blue Bellies and Grey backs.A minor negative was the entire cast of characters. There were sidekicks who made it confusing as to who was thinking what when- so much so, I would have to flip back and check.But Overall, another fine story delivered by JLB. 4⭐️...more",Notes are private!,76,103,1,"Aug 23, 2023","Aug 27, 2023","Jun 03, 2023",,Hardcover,view (with text),/book/show/63910381-flags-on-the-bayou
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Her Secrets,"Shemilt, Jane",,,,unknown,3.72,"1,670","Aug 17, 2023","Aug 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2023",,Kindle Edition,view,/book/show/61249723-all-her-secrets
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Deception,"Turnbull, Bryn*",0778333418,9780778333418,,464        pp,4.09,"1,653","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Paperback,view,/book/show/61987501-the-paris-deception
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After That Night        (Will Trent #11),"Slaughter, Karin*",000849939X,9780008499396,000849939X,432        pp,4.30,"39,292","Aug 22, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Hardcover,view,/book/show/123194893-after-that-night
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Garden of Evening Mists,Tan Twan Eng,1905802498,9781905802494,1905802498,448        pp,4.14,"25,822","Nov 01, 2011","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Hardcover,view,/book/show/12031532-the-garden-of-evening-mists
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The View from Half Dome,"Caugherty, Jill*",1685131808,9781685131807,1685131808,286        pp,4.14,454,unknown,"Apr 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Paperback,view,/book/show/68451787-the-view-from-half-dome
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chenneville,"Jiles, Paulette*",0063252686,9780063252684,0063252686,307        pp,4.16,"3,969","Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chenneville is a man on a mission. Recovering from a head injury during the civil war, he wakes to find his sister, her husband and their wee baby, haChenneville is a man on a mission. Recovering from a head injury during the civil war, he wakes to find his sister, her husband and their wee baby, have been murdered.His recovery takes longer than anticipated but he takes the year to become stronger and to take the law into his own hands.His character is hardened by war and grief. His relentlessness keeps him moving on. Whether it be on foot, on horse or on stage; whether snow or rain. But vengeance comes at a cost.Jiles takes us on a western journey through tribal territories, the old west, the flat lands and the mountains; in a country riddled with strife.Another beautifully crafted story and character by Jiles.4.5⭐️...more",Notes are private!,5,107,1,"Oct 07, 2023","Oct 11, 2023","May 12, 2023",,Hardcover,view (with text),/book/show/112975135-chenneville
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,082","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This title: intense. It oozes a violent visceral feeling. The story: as intense.Charon county, Virginia. Bigotry. Bias. Brutality.Some grisly, sadistiThis title: intense. It oozes a violent visceral feeling. The story: as intense.Charon county, Virginia. Bigotry. Bias. Brutality.Some grisly, sadistic murders involving children. 3 perpetrators; 2 dead. The hunt is on for the serial killer. Titus, the black sheriff, is chasing demons. Both in the past and the present. Good vs evil. Black vs white.Cosby, you haven’t lost your “Razor”sharp edge.4+ ⭐️...more",Notes are private!,4,159,1,"Jun 18, 2023","Jun 21, 2023","May 08, 2023",,Hardcover,view (with text),/book/show/61884832-all-the-sinners-bleed
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvage This World,"Smith, Michael Farris*",0316413631,9780316413633,0316413631,272        pp,3.72,685,"Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is how you do it. MFS delivers another solid southern noir thriller.Right from the get go there is a flurry of activity. People chasing people; aThis is how you do it. MFS delivers another solid southern noir thriller.Right from the get go there is a flurry of activity. People chasing people; a girl; a child.A prophet.Climate change has brought numerous hurricanes to Mississippi and Louisiana, levelling out towns. People have left. Those who remain are survivor scavengers. It’s a lawless country with evil lurking. A hunt for keys that appear to belong to some ancient tomb. For grit lit chasers, run no more. I couldn’t put this one down.4⭐️...more",Notes are private!,0,123,1,"May 06, 2023","May 07, 2023","May 06, 2023",,Hardcover,view (with text),/book/show/61918564-salvage-this-world
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Rhodes,"Silver, Kimber*",,9798986083643,B0B814Q87M,298        pp,4.46,112,"Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 05, 2023",,Paperback,view,/book/show/61834399-broken-rhodes
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,236","Mar 14, 2023","Mar 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So, here I sit in a bit of a conundrum. On the onset, given all the shining star s this one had, I thought I would feel the same glow. I didn’t.So, here I sit in a bit of a conundrum. On the onset, given all the shining star s this one had, I thought I would feel the same glow. I didn’t. It wasn’t until I started the dreaded skim that it picked up -three quarters through. Napolatino, you took too long to get leverage. My expectations were sky high. This was my first with you and I felt a bit like a parachuter plummeting down -Until I got to page 300…. This is a story about sisters. 4 of them. What pulls them together and what threatens to pull them apart.There were some eye rolling moments: ‘contented in every cell of her body’. Ok I get it. Do you need to point this out more than once? Less telling more showing please.Also the time period seemed off. This read as though it took place in the 60’s rather than the 80’s.Perhaps it didn’t stand a chance on the heels of my last one that shook me. Or maybe I just had built this author up too much given all the hype.It could just be another case of it’s me, not you…It wouldn’t be the first time. If you’re up for a nice but slow story, then I can recommend. Do look to other s as they sparkle.3.5...more",Notes are private!,26,286,1,"Apr 30, 2023","May 05, 2023","Apr 30, 2023",,Kindle Edition,view (with text),/book/show/61771675-hello-beautiful
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Child 44        (Leo Demidov, #1)","Smith, Tom Rob",0446402397,9780446402392,0446402397,509        pp,4.10,"85,358","Mar 03, 2008","Apr 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Mass Market Paperback,view,/book/show/2161733.Child_44
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The German Wife,"Rimmer, Kelly*",1525811436,9781525811432,1525811436,464        pp,4.38,"30,821","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/58939848-the-german-wife
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo of Old Books,"Davis, Barbara*",1542038154,9781542038157,B0B9RNFT4S,431        pp,4.31,"72,271","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 20, 2023",,Kindle Edition,view,/book/show/62060274-the-echo-of-old-books
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty,"Massie, Robert K.",0345438310,9780345438317,0345438310,640        pp,4.22,"28,704","Jun 30, 1967","Feb 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 19, 2023",,Paperback,view,/book/show/133486.Nicholas_and_Alexandra
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outback        (DS Walker, #1)","Wolf, Patricia",,,B0B938CHB6,292        pp,4.19,"17,377","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 17, 2023",,Kindle Edition,view,/book/show/61930362-outback
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Game        (Detective Zoe Mayer #1),"Rowell, Simon*",192233071X,9781922330710,192233071X,288        pp,4.04,"1,159","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,Paperback,view,/book/show/57641312-the-long-game
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Card        (Detective Zoe Mayer #2),"Rowell, Simon*",1922458724,9781922458728,1922458724,307        pp,4.09,522,"Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,Paperback,view,/book/show/63050833-wild-card
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolution,"McDermott, Alice",0374610487,9780374610487,0374610487,324        pp,3.88,"12,753","Oct 31, 2023","Oct 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McDermott’s writing is lush and vivid. I was in Vietnam with the heat, the bugs and witnessing the startling beauty paralleled with the sadness of povMcDermott’s writing is lush and vivid. I was in Vietnam with the heat, the bugs and witnessing the startling beauty paralleled with the sadness of poverty and disease. This is a story that takes place in Saigon, just before the war erupts in 1963. American women who work together to be ‘help meets’ for their husband’s blossoming careers. Their naïveté in thinking the small acts they committed were helping a greater cause. McDermott masterly takes us through a characterization of quiet expansiveness while bringing us on a journey to a place in time where a country, in its own greed, failed to recognize it didn’t belong.5⭐️...more",Notes are private!,96,167,1,"Nov 12, 2023","Nov 19, 2023","Apr 17, 2023",,Hardcover,view (with text),/book/show/101404407-absolution
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ducks: Two Years in the Oil Sands,"Beaton, Kate",1770462899,9781770462892,1770462899,430        pp,4.42,"26,351","Sep 13, 2022","Sep 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first graphic novel and likely my last.This is a story of a girl who leaves Nova Scotia to get employment to repay her student loans. She heads to My first graphic novel and likely my last.This is a story of a girl who leaves Nova Scotia to get employment to repay her student loans. She heads to Alberta and its Oil Sands in 2005.This is where the money is at. Primarily for men, however.The author does disclose that this is her story. Two years of her life subjected to misogynist behaviour. Assault, harassment; questioning her own identity. The loneliness from being isolated. The environmental erosion happening. Toxic in more ways than one.I can honestly say this format did not appeal to me. However, I think there are a number of important messages here that Beaton shares. And they are disturbing ones.3.5⭐️...more",Notes are private!,0,97,1,"Jul 23, 2023","Jul 24, 2023","Apr 16, 2023",,Hardcover,view (with text),/book/show/59069071-ducks
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Waltz with Traitors,"Sowards, A.L.*",152442112X,9781524421120,152442112X,328        pp,4.24,492,Mar 2023,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/120899243-a-waltz-with-traitors
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Souls,"Pin, Cecile",1250863465,9781250863461,1250863465,240        pp,4.16,"9,412","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This title evokes feelings of loneliness. Of constantly being on the search for something that can measure the losses one has suffered.The quest for tThis title evokes feelings of loneliness. Of constantly being on the search for something that can measure the losses one has suffered.The quest for the American dream comes at a cost. For Anh and her 2 brothers a journey to America becomes a harrowing experience landing them in England. Not the dream they had envisioned with their parents.The discrimination refugees experienced. The hardships to make ends meet. The suffering endured and the survivor’s guilt.This isn’t just Vietnamese history. It’s American history. It’s England’s history. It’s Canadian history.As good as the story was, it unfortunately fell flat for me. I just wasn’t able to connect with Anh.3.75⭐️...more",Notes are private!,0,105,1,"May 14, 2023","May 17, 2023","Apr 14, 2023",,Hardcover,view (with text),/book/show/60741794-wandering-souls
