,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,switterbug (Betsey)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in Green,"Miller, Derek B.*",0544706250,9780544706255,0544706250,336        pp,4.08,"2,988","Jan 03, 2017","Jan 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""It has been said that the US army was designed by geniuses to be run by idiots.""It isn’t every writer that accomplishes what this author did: grip me""It has been said that the US army was designed by geniuses to be run by idiots.""It isn’t every writer that accomplishes what this author did: grip me from the first to last pages. Miller’s cinematic and CATCH-22-esque story is suspenseful, and the prose is lucid and muscular. The thrilling plot threads, the robust characters, and the enduring themes develop with a fluent and resonant rhythm, keeping me fastened to the book at every turn. I wanted to call in sick rather than ever put it down! I kept turning the pages, eyes glued, caught up in the excitement of the novel.Although this takes place in Iraq in 1991, during the early days of the Iraq civil war, and 22 years later, when Muslim anti-sentiment has been entrenched worldwide (and middle east regions and their people are lumped together in many people’s minds), this isn’t a war or political novel. It is about individuals caught up in the torrent of ignorance, collective hatred and prejudice, fueled by war and conflict, and inflamed by misinformation and aggression. On top of that, it is a prismatic scrutiny and ironic double-back on media. And the fact of bureaucracy makes a sinister contribution. However, the reader witnesses the small but significant acts of kindness and humanity, which are both organic and startling, but not sentimental or syrupy.Derek Miller tells a powerful story that enlightens without pandering or condescending to readers. He doesn’t press any political agenda but does underscore the potency of rhetoric on groups and individuals. Moreover, deception and withholding of information is also demonstrated as insidious and dangerous. Hobbes Arwood, a young American soldier in his early 20s, and Thomas Benton, a 40-something war correspondent working a rank and file job for the Times, meet for the first time near the peace-keeping demarcation line at Checkpoint Zulu, near the Kuwait border, in 1991. As Hobbes naïvely asks, “When is this war gonna end?” his wake-up call begins when Benton responds, “It did. The war is over. This is the peace.” In the meantime, Hobbes’ terrific one-liners and sideways dialogue, infused with pop culture, add a droll flavor to the text. “I have this theory that everything you truly need to know…deep down and for the duration, can be learned from Ferris Bueller’s Day Off …To me, the army is Principal Ed Rooney, and you need to be Ferris.” For their brief but critical time together, Benton is now Ferris to Arwood. But serious events cloud their rapport. They witness a young girl—the eponymous girl in green-- executed by a tyrannical Baathist colonel. The subsequent but insanely risky rescue by Hobbes of a young boy is not enough to offset the hollowed-out despair left by the young girl’s death. There are also incongruous scenes of levity mixed with dread that point to the absurdity of giving aid for self-aggrandizement, the lack of humanity in a humanitarian effort. Miller’s talent demonstrates that, rather than these scenes possessing an air of writer impropriety, they emphasize the vulgarity and solecism that belong to the perpetrators. The author expresses folly and unseemliness with empathy and black humor. A spectacle, depicting frozen chickens being dropped for food aid, left me almost speechless with horror and dark mirth.The chance for Hobbes’s and Benton’s redemption come 22 years later when a YouTube video in Iraq goes viral across the globe, showing what looks like the very same girl in green in a queue with Kurd refugees. A mortar is dropped on the crowd, causing an explosion and widespread death. The date: 2013. How can the girl that died reappear? Is it her, a doppelgänger, a trick? “I don’t know. A coincidence. An echo. A midday moon in a blue sky.” What follows is the meat of the story, when Benton and Hobbes connect again in Iraq, and attempt to find and save the girl. But, nothing is easy and all goes awry. The riveting events that unfold are on point and inclusive, connecting all the themes to the plot of the story, and kept me in a buzzed state of anticipation on every page. In addition, the weight of all the red tape and competing or allied institutions and NGOs were, I suspect, purposely confusing at times, in order to highlight the burden of ""cooperation.""Miller never loses sight of the individual, and there were several that we rooted for. All the characters were finely drawn and nuanced, and family bonds, both dear and broken, those by blood and others by choice, were the heart of the novel. You’ll find it pumping on every page....more",Notes are private!,0,26,1,"Jan 13, 2017","Jan 14, 2017","Jan 24, 2017",,Hardcover,view (with text),/book/show/28114442-the-girl-in-green
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women in the Castle,"Shattuck, Jessica*",0062563661,9780062563668,0062563661,356        pp,3.85,"62,778","Mar 28, 2017","Mar 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This superb novel starts in 1938, in a grand old crumbling German castle owned by a Countess who is not on the side of the Nazis. In fact, she is poliThis superb novel starts in 1938, in a grand old crumbling German castle owned by a Countess who is not on the side of the Nazis. In fact, she is politically incorrect for her time and place. Her nephew, Albrecht Lingenfels, was part of a resistance group that attempted and failed to assassinate Hitler, and was executed for his ""crime,"" along with many others. His widow, Marianne, is a cultured, pragmatic and plain looking wife, mother, and activist, and has promised to take care of her fellow widows of resistors after the war. For Marianne, there is right and wrong, and she never had a problem choosing her politics, even if it wasn't popular during the war to be a German woman that was outraged by Hitler and his policies. Her best friend and almost-once lover, Connie Flederman, was also executed for his part in the resistance, and left behind a very young widow, Benita, and five-year-old son, Martin.During the post-War period, when most of the action takes place, Marianne finds Martin and Benita, separated from each other, and brings them to the now ruined castle. With help from the American military, she locates a woman she didn't know before, Ania Grabanek, who has suffered severe deprivation and mistreatment. Marianne brings her and her children to the castle, also. All three women are attempting to build a future and amend the past. The story, while not filled with dazzling plot points or pulse-pounding pacing, takes its time to develop the characters, so that the truly searing (and often quotidian) events affect us organically.The women have their own crosses to bear, and this is when it departs from typical Holocaust literature. As often as I've read WW II literature about the enemies of Germany, I've not read much about the ambivalence of native Germans or those that adopted Germany as their home. Hindsight is 20/20, but at the time of the war, most Germans were ripe for the propaganda machine. Many who were struggling wanted nothing more than to see the country united and flush. Sound familiar? There is definitely a kindred spark that relates to America in 2016. What will we say in 50 years when we look back at our current leader? Many everyday Germans had no idea that Hitler was the embodiment of evil, or that his cruelties, including genocide, were happening around them. They just wanted to be safe and secure again.As the timeline alternates, we become installed in the lives of these women, and how their pasts led them to their present circumstances. The narrative is gritty, realistic, and vivid. Nobody is all virtuous; in fact, there's enough moral ambiguity to go around. Mistakes are made that cause irreparable tragedies, and each woman has blind spots that burden their lives. It wasn't a flashy page-turner, but I was fully installed in the story. Shattuck has evolved since her splendid The Hazards of Good Breeding, which was a story restricted to an elite, privileged family in Boston. In The Women in the Castle, Shattuck raises the bar by writing about European women of varied classes and backgrounds, with a nuanced portrayal of each character.The novel spans about 50 years, but the chapters that are set in the 1990s seemed more like an epilogue to me. If you are expecting ""feminine literature,"" you may be surprised. The author writes with an assured and confident style that transcends the niche of gender writing. This rich tapestry of historically relevant events takes a fresh perspective and should be required reading for all literature lovers, and anyone who is interested in the lesser known history--and its shadows--of modern times....more",Notes are private!,0,20,1,not set,"Oct 25, 2016","Dec 08, 2016",,Hardcover,view (with text),/book/show/30653967-the-women-in-the-castle
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ill Will,"Chaon, Dan*",0345476042,9780345476043,0345476042,496        pp,3.36,"10,835","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chaon is the master of circumspect dread, icy humor, and cold menace, keeping the reader off-kilter through much of the story. There was more overhangChaon is the master of circumspect dread, icy humor, and cold menace, keeping the reader off-kilter through much of the story. There was more overhanging doom in this book than in AWAIT YOUR REPLY, perhaps because it was denser and longer. Moreover, the frigid temperatures added to the bleak storyline. And bleak it is, saturated with ill will, from the first line to the last. Don’t expect Chaon to give you hope; this is a novel of evil and despair. There were times I just wanted to escape from the pages into something a bit less disturbing, but Chaon kept pulling me in to his relentless and eerie terror. Dustin Tillman is a middle age psychologist in Cleveland with ISSUES—not uncommon for the metaphor to fit--“the cobbler without shoes” in the psychiatric field. As a child, his adopted older brother, Rusty, abused him with harrowing regularity. Rusty, who was convicted of murdering Dustin’s parents, aunt and uncle, is being released now, 30 years later, exonerated by DNA evidence. Dustin is fearful of just about any scenario the reader can think of. In the meantime, an ex-cop patient, Aquil, who came to Dustin to help quit smoking, is trying to pull Dustin into a rogue investigation. Aquil believes that a supposedly random series of drunk drowning deaths of college boys is the work of a satanic serial killer, and the pattern is becoming quite compelling to Dustin, who once did intense research on satanic cults. Although Dustin is an ineffective father to his two teenage boys (too meek and aloof, especially since his wife died of cancer), he is alternately trying to repair the missteps while concurrently dragging his high school son gradually into his side investigation.He pulled off what he intended, although I thought it could have been trimmed for excess (it was repetitive at times, and dragged a bit in the middle). And, in some ways, the denouement had an element of cheese; I did not figure it out because I didn’t think he would go where he did, although I considered it. I won’t give spoilers, so suffice it to say he kept things tense and suspenseful, although I wasn’t fully satisfied by the climax. However, Chaon’s polished, purposefully disjointed plot with alternating timelines, moody, atmospheric setting and understated prose held me in its grip. He fit the pieces in a tight and warped puzzle and left the gaps in just the right places to arouse, provoke, and unnerve me. A great read for those spooky, freezing nights at home.3.75...more",Notes are private!,0,32,1,Oct 2016,Oct 2016,"Dec 08, 2016",,Hardcover,view (with text),/book/show/30687788-ill-will
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savage Theories,"Oloixarac, Pola",1616957360,9781616957360,B01EE09ZL6,305        pp,2.88,882,2008,"Jan 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read numerous novels that took place during or subsequent to the Dirty War in Argentina--the tragedy of the Disappeared, and the drama of state-sI’ve read numerous novels that took place during or subsequent to the Dirty War in Argentina--the tragedy of the Disappeared, and the drama of state-sponsored terrorism that affected human values and morale, not to mention the physical danger inherent to anyone who didn’t capitulate. So I wasn’t expecting this sui generis author that wrote of the sons and daughters of the survivors, mostly in Buenos Aires, using satire, but with poignancy. Oloixarac’s unconventional and picaresque novel centers on these adult children, as well as former members of the resistance, academics, former guerillas, anthropologists, philosophers and others whom are psychically lost, confused, and concerned with issues of predator and prey.The two main characters, Pabst (Pablo) and Kamtchowsky (female) are a wild but celebrated intellectual couple, self-described as unattractive, even jealous of their finer looking peers. They are exhibitionists, and Pabst is obsessed with onanism, public and private. Kamtchowsky is the daughter of a Polish engineer, and inherited his gift for abstract thought. Together, this odd couple did their own fieldwork, so to speak, openly studying the mating rituals and sexual proclivities of their peers and captivating them by flaunting their sexual performance art at parties, museum openings, and academic soirees.The author almost surreally juxtaposes factual historical figures and social theories with fictional ones, creating a wholly original, exuberantly playful and yet tender story—a love story, primarily. That is what keeps this book engaging. On a lesser author, the text would be pornographic, vulgar, reprehensible. But Oloixarac does it with a larger-than-life heart, and, through jaunts of madness and juxtapositions of reality and fallacy, she pierces the jugular of human behaviors.The narrator is Rosa Ostreech, who is writing a thesis on violence in culture, zeroing in on how we as humans evolved from prey to predator. Ancient cultures from all over the world are included to illuminate the effect of our upbringing on the human condition. Included are also the most pedigreed philosophies of those like Wittgenstein, Althusser, and Rousseau, and novelists whose minds search the erudite beyond, such as Nabokov and Bolaño, but in contexts like you've never heard before!The author is exceptionally talented in not taking an authorial stance, on not judging the nature of her characters, which, to me, speaks highly of her skills. She demonstrates, without arbitration, how aggression, human herding and alienation has culturally evolved from antiquity to contemporary times, and allows her modern characters to show the cruelest and most private actions/behaviors/feelings/beliefs. And yet it underscores their vulnerabilities. The story penetrates how we evolved emotionally, politically, and socially. At times, I admit to being appalled by what I read, and yet, and yet…there is a poignant gentleness and tenderness searing through the frequently lurid, tawdry text.The omniscient narrator is periodically subsumed or even forgotten as other characters emerge and take center stage. But she comes back, the stunning Rose describing her irresistible self, and the paradox of her attraction to a hideously ugly former guerrilla, who yet has an exquisite aesthetic within his obscenity.“His mouth was still pressed tight against my hand. Then something fluttered beneath his preputial eyelid: it was passion, rumpled and lethal, capable of blowing the human heart to pieces…Collazo was (is) a horrible man, but that doesn’t make him any less attractive to my eyes. The little beast of hatred I carry inside quivers every time it hears his name.”I read this book (almost) twice. Going back over large parts of the text made it more coherent for me. Hordes of names and works of art, philosophy, or science, in English and Spanish, streamed from the book and often broke my concentration, as I tried to make sense of it all while turning the pages. But, as I re-read much of the novel, I realized that the best way to appreciate it is just to slide in and let it boil over on your tongue, your head, and your heart.Oloixarac covers everything from the customs of ancient tribes to the sweeping changes marked by the digital age, with post-modern prose and inserts of poems, songs, letters, photos and sketches. Of supreme importance is syntax, lexicon--the structure of words themselves. It is highly entertaining and irreverent, too. I loved the small but significant segment on the tide of sexual dominance being usurped by the rise of nerds—the oppressed classes--via technology, who commandeered and triumphed over the dominant factions of the swaggering, lucky few. So insouciant and yet so biting.At the end, the superb translator, Roy Kesey, addresses the readers with pearls of insight regarding the book and author. He also informs that reading it in Spanish allows the many meanings to expand. Some of the included poems and prose IS in un-translated Spanish, which makes sense in light of what Kesey says about the limiting English translation. However, he hits on the ongoing displacement that readers may feel due to the abrupt shifts in voice, time, events, characters, and even point of view. Yet, the displacement I experienced when reading also signals the internal displacement of the characters. Read it for the sensory thrill. This is a novel of transgressions and hilarious, mighty, weighty, and trivial ideas. Highbrow and lowbrow, visceral and cerebral, absurd and wise....more",Notes are private!,0,20,1,Oct 2016,Oct 2016,"Nov 01, 2016",,Kindle Edition,view (with text),/book/show/30834157-savage-theories
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Take You There,"Lamb, Wally*",0062656295,9780062656292,,272        pp,3.27,"10,261","Nov 22, 2016","Nov 22, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my first dip into Wally Lamb, and unfortunately, I’m staring at his earlier works, unread on my shelf, hoping that they contain the gems my frThis is my first dip into Wally Lamb, and unfortunately, I’m staring at his earlier works, unread on my shelf, hoping that they contain the gems my friends talked about. Because this latest book of his did nothing to urge me on further. He checked all the PC boxes on feminism, family, dysfunction, loss, and other topical issues, so blatantly that I almost thought it was going to be satirical, but no, it was taking itself seriously. On the other hand, he writes with compassion, and the pages flow smoothly, even though the content has much to be desired. What kept me going was the smooth writing, and the tenderness he evokes. I wanted to care about the characters, too, and the events, but they were too wafer-thin to relate to. There are aspects of this domestic drama that have wide appeal and significance: dysfunctional family, mental health problems, grief, secrets, communication breakdowns, and regret. But, redemption was advertised too transparently, and at every turn, so any tension that was attempted lost steam before it even got going. This is a book that thinks for you, and with a sweeping and reductive grasp of legitimacy.The first half of the book read like a YA novel, the way it simplistically raised emotional, psychological, and family issues like a paint-by-number set. Lamb then engaged in some deeper issues—particularly one mental health disease that I know quite a bit about (and have worked with patients with this problem)—and I was shocked at how easily the author dispensed with it. (I don’t want to give spoilers about what it covers). And then there was the largely reliable narrator trying to show how unreliable he thought he was. It was twee in the most banal way, with a dearth of organic material.Lamb took no risks, and the exposition sections were stilted with what read like borrowed enactments, and read like a Wikipedia research reconstruction. I even felt insulted on occasion that the author was so lazy about drawing us in, with stale buzzwords and overused truisms, sketching cut-out characters and boilerplate scenes. Felix’s dialogue with his daughter added nothing to the story, and there didn’t seem to be any family problems under the surface. As a youth, we saw the drama unfold with his parents and sisters, but in a hackneyed way. As an adult, we know he is divorced with an adult daughter who is too facilely healthy and balanced. The scenes with his ex were trite, as their issues were too shallow. The problems they DID have, such as Felix not appreciating feminism (really?), dwindled out to bromides.It’s a short book, and if topics like the history of The Miss Rheingold competition appeal to you (he made it appealing, on a fact-by-fact basis, but not as a novel insertion) then you may enjoy it. It had its moments. But the feminist angle was just too antiquated. He is in version 1.0, i.e. he is bringing up basics that have been covered for the past 40 years, but he added nothing new to the table.By the end, I saw what Lamb set out to do—to reveal how the past presses on the present, and how it affects our future. Too, he attempted to bring up the age-old Venus and Mars arguments between men and women. Felix, the film professor, was able to enter the past by seeing scenes from his life on film, brought to him by former feminists that were in the film industry before women’s employment and professional rights were part of the mainstream. They were powerful women in media, nevertheless, before being quashed one way or another. But, it didn’t resonate as poignant to this story of Felix’s relationships.There was just nothing fresh or invigorating to this novel. I kept thinking of the movie with Albert Brooks and Meryl Streep, “Defending Your Life,” but without the droll humor. It was a corny book, and perhaps it was partially autobiographical. ?? It seems possible, because the author was trying too hard to make a statement via platitudes. It is difficult, I have heard, for some fiction writers to stand back from a quasi-fictional memoir about their own histories. It appeared that he wrestled with how to advance truth-in-fact vs. truth-in-fiction.I think that Lamb could have continued to draft this book and go deeper into the characters and story, rather than the surface narrative that he wrote, and the juvenile dialogue. Perhaps if this had been written and published in the early 60s, he would have been ahead of the curve. But, as it stands, I think it could have merit for younger readers in the YA sector, but for those of us who are seasoned readers and mortals, it just didn’t take me anywhere....more",Notes are private!,0,79,1,"Oct 18, 2016","Oct 19, 2016","Oct 28, 2016",,ebook,view (with text),/book/show/30363103-i-ll-take-you-there
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idaho,"Ruskovich, Emily",0812994043,9780812994049,0812994043,320        pp,3.51,"24,295",1950,"Jan 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Ann has lived it so many times that it feels like something she has seen and not imagined, something unchangeable even by truth.”A family is torn apa“Ann has lived it so many times that it feels like something she has seen and not imagined, something unchangeable even by truth.”A family is torn apart by a swift, violent act, one which shimmers in and out of focus throughout the novel, and is in fact at the center of the story, but only accessed through flawed or fractured memories that are often imagined or revised, lacking strict facts, but opening a door to revelation. Ruskovich demonstrates the complex nature of memories--how they can be emotionally accurate and transformative. Powerful memories experienced by one person are transmitted through love and empathy to another, so that the truth of the memory isn’t found on facts, but rather compassion, mercy, and transcendence.This elegiac, non-linear narrative of people haunted and crippled by their past is further complicated by one character’s battle with early dementia, which advances the theme in literal and metaphorical ways. Moreover, the landscape of the mind is achingly nuanced and juxtaposed with the startling clarity of the Idaho backdrop. “The buzz of the flies. The sound of someone running, the halfhearted clucks of bored crows in the mountain woods: All of it reduces to a crackling static and a darkness.” The wellspring of memories—both real and allusive, tainted or tilted, has an active voice, nigh an independent life that twists through the Idaho terrain and the various and shifting perspectives of the central characters.To reveal the plot or events of this predominantly character-driven story would be to cheat the reader of the discovery process. This novel isn’t a traditional mystery or thriller. The storytelling is meant to demonstrate the redemptive power of unconditional love and the sublime moments of grace through even the most savage of losses. Ruskovich’s haunting prose evokes terrifying and heartfelt moments of what it means to be human, with alternating timelines and figurative speech underscoring the narrative. Her language is restrained yet keenly aware, and the storytelling is both psychologically and metaphysically electrifying.""On a sunny fall day, she lay next to him on the ground, and as he dozed she felt his old life, his memories, radiate off his skin. She felt everything leave him but her. She shed her own life, too, to match him. They lay there together like a point in time."" I highly recommend this debut novel for lovers of literature. Sure to make my top ten of the year....more",Notes are private!,0,14,1,not set,"Oct 12, 2016","Oct 10, 2016",,Hardcover,view (with text),/book/show/30152610-idaho
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Animators,"Whitaker, Kayla Rae*",,,,369        pp,3.97,"12,080","Jan 31, 2017","Jan 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some novels engage the reader with a riveting plot, and some are based on character. In this radiant novel about friendship, partnerships, artistry, lSome novels engage the reader with a riveting plot, and some are based on character. In this radiant novel about friendship, partnerships, artistry, love, and family, Kayla Rae Whitaker engages the reader with a character-driven narrative that directs and guides the plot. The author underscores the power of choices that define the future and redeem the past. Whitaker’s debut features two women animators trying to advance their careers while dealing (or escaping) the issues that cloud and propel them. Kentucky-born Sharon Kisses meets rural Floridian Mel Vaught in a college sketch class. Sharon is a full-figured hetero with a string of failed relationships; Mel is a wiry lesbian with expressive confidence and independence. They forge a deep friendship and successful film partnership, becoming cult favorites of animators and audiences alike.THE ANIMATORS follows the duo in New York and elsewhere through thick and thin, as it were, but unlike my cliché, this is an original and witty, piercing and gritty tale of life on the edge. There are disturbing issues of child exploitation that was integral to Sharon’s story, so if this bothers you, please take note. It is written with sensitivity rather than exploitation or shock value, and doesn’t supersede or stereotype the book. It was also something that happened at a hairline remove from Sharon’s circumstances, yet still caused pain and confusion in her childhood.What engaged me was the value of individuality and the nuanced quality of the characters. The alliance of Sharon and Mel is nailed with finesse and legitimacy, and their relationships with family and romance were handled with authenticity. Their connection was often captured in the smallest moments, such as Sharon leaning over a storyboard and Mel draped on a chair, chewing her cuticles, while talking a scene for their animation. Here’s a moment, during creation of their film, Nashville Combat, inspired by the essence of Mel’s mother and her parade of boyfriends:“…my hand reaches out and starts to draw. The form takes shape and moves across the page, just stop-motion pencil and paper, cool and rudimentary…Brett with the nasty stache…Dale, the creepy professional clogger; Alan in snakeskin boots, who bloodied Mel’s mom’s nose for refusing to change the channel…, Red Line Dickie,…who nurtured Mel’s talents as a young, petty shoplifter.”I’m sharing just some of the basic information here. The narrative contains a breadth of events and experiences, including witty ripostes and Sharon’s “white trash” family, well thought out and fresh. In fact, there were many provocative moments that stopped me cold and made me gasp, from small to epic, that occur to Sharon and Mel. It is told from Sharon’s pov, but you inhabit all the primary and secondary characters, as they are drawn with care, intense and specific, awkward and tense and immediate and true. Even breezy, droll scenes are telling.“It’s the uncut scene.’November Rain’ is playing in the bar. Fuckin love this song, man, [Mel said]… It’s sadness porn. Skanky, melodramatic sadness porn.”If you want a story to tie up in a tight and conclusive bow, look elsewhere. Whitaker is smart subtle, and on point. Life is a work in progress, and so are her characters. Stories doesn’t end on the last page.""I spent years trying to outrun myself,  Mel says. Trying to make enough noise to drown myself out. It makes me ashamed to admit this. But it’s okay if you work to catch up to the things that have happened to you. The people who deserve to experience you, undiluted and honest. Your genuine self, given to them.""  That is this novel--undiluted and honest. The author gives her readers a compassionate, exuberant, captivating and credible story, so alive that the characters could walk off the pages and look into your eyes, with soul, purpose, and animation....more",Notes are private!,0,9,1,"Oct 02, 2016","Oct 07, 2016","Oct 02, 2016",,Hardcover,view (with text),/book/show/30090925-the-animators
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trespasser        (Dublin Murder Squad, #6)","French, Tana*",1444755625,9781444755626,1444755625,609        pp,3.98,"86,970","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What makes Irish writer Tana French so engaging to me is that she combines crime fiction with literary fiction to = mainstream appeal with thematic puWhat makes Irish writer Tana French so engaging to me is that she combines crime fiction with literary fiction to = mainstream appeal with thematic purpose. I admit, her first two books, IN THE WOODS and The LIKENESS are still my favorites, mainly because of the haunting, elegiac atmospherics that bump up against contemporary issues and pop culture. This one, her latest with Antoinette Conway and Stephen Moran as partnered detectives, concerns a young woman, Aislinn Murray, killed in her apartment, not far from where Conway lives. The new beau, Rory, is a prime suspect. Conway suspects that if she doesn't solve this one, she is out of the Murder squad. It's her first big case as lead detective, but, for the most part, she has been razzed and dumped on--the only female on the Dublin Murder Squad, and she's also forceful and assertive, something that doesn't go over well with some of the other detectives. She feels that this case could set things right for her. Conway's worries about her job is part of the book's suspense.As French often does, the question of family and relationships factor in to the motif and the murder case at hand, although at a remove that is handled with care. In the prologue, Conway is remembering how her mother spun quite some yarns about Antoinette’s absent father (an Egyptian prince! A Brazilian guitarist!), so that she never learned the truth about him. This recalled the theme about fathers in THE LIKENESS, and the pain that a daughter suffers in the fallout. In THE TRESPASSER, French explores this, and also casts characters that are willing to mold their lives around the fantasies of others.Tana Fans (including myself) do not want a  with a blow-by-blow of what happens—the anticipation and coming into it cold bring the warmth to our viscera as the pages turn and we get deeper and more fully into the story. In this, we are thoroughly in Conway’s head, and her thoughts, feelings, and actions are all happening NOW and in the present or immediate past. Usually, it works, but it also has some limiting features, such as weighing it down with exposition. I missed the atmospherics that French has done so well in the past. And there was no opportunity to infer because Conway generally beat me to the punch. Too, we know that Conway is a reliable narrator; she may have a few momentary thinking errors, or doubts, but we are privy to those. The tension, essentially, isn’t commanding. But we care about Conway, and her partnership with Moran, and we come to care about the victim, through other characters.If you are a Tana French aficionado, this is a must-read. If this is your first visit to the author, go back and read IN THE WOODS, also, for a memorable and eerie murder mystery. THE TRESPASSER may not be French’s best effort, but the provocative theme will register and resonate with anyone who is inclined to live inside the stories of others. The sense of possibility that both salvages and traps you--the frenzy for the story and all its prospects. How hard it is to beat the fantasy, to make yourself into a revision. It's lonely, exciting, impossible, and defining.Thank you to the publisher for sending me a finished, hardback copy!...more",Notes are private!,0,20,1,"Sep 17, 2016","Sep 26, 2016","Sep 17, 2016",,Hardcover,view (with text),/book/show/28273664-the-trespasser
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelter in Place,"Maksik, Alexander",1609453646,9781609453640,,400        pp,3.58,805,"Sep 13, 2016","Sep 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first page begins thus:“In the summer of 1991 my mother beat a man to death with a twenty-two ounce Estwing framing hammer and I fell in love withThe first page begins thus:“In the summer of 1991 my mother beat a man to death with a twenty-two ounce Estwing framing hammer and I fell in love with Tess Wolff. Now, many years later, they have both disappeared and I am alone here on this pretty clearing in the woods. Alone, save for the tar and the bird and the other thing, for which I have no name.”Every once in a while I read a novel that refuses to be pinned down, with a unique formation of voice, character, story, and themes. SHELTER IN PLACE is just such a novel. Softly spoken, narrated by the protagonist, “Joe, Joey, Joseph,” but turbulent in thought; undisguised in action, but complicated in meaning; transparently frank, but inscrutably murky. “I’m not going to tell you everything. You should know that from the start. I won’t answer all of your questions. This is not every single thing. It is only one version. Please remember that. Also, there will be no continuous rhythm. We the erratic keep terrible time.”It is the grunge era in Seattle, where music strives for authenticity, singing from an angst-filled heart and tortured soul. That’s a good way to describe Joey. His mother, Anne-Marie, with untreated bipolar disorder, is now in prison for life. Joey was twenty at the time, and discovering the hereditary menace of bipolar disorder overcoming him, also. It arrived suddenly, a physical force, “thick tar inching through my body…creeping tar, blue-black bird, talons.” As time went on, Joey developed battle plans to deal with the onslaught, but its dark wings still spread, unannounced. Tess was the only person who knew about it. She was his shelter, like their home in the clearing in the woods, and their inseparable lives.Joey’s family hangs in a precarious balance. His father, who was once aloof, has made loving overtures to Joey and Tess. His sister, Claire, has disappeared from their lives, into a posh part of London, with her London husband and their upscale, London life. His mother’s act of violence betrayed Joey, and he pities her, and loves her, but doesn’t accept what she’s done. However, she has become a heroine for didactic feminists.When Tess is enticed and magnetized by Anne-Marie’s charisma, Joey’s tranquility becomes unmoored. He feels ambivalent, equivocal, weakened by Tess’s newfound cause. The tender empathy is pierced with uncertainty, shaken with vigilante bias. And Stuart, Tess and Joey’s friend, a guard at Anne-Marie’s prison, is caught in the middle of Tess’s heightened activism. The delicate bonds of love and loyalty are fraught with commotion that threatens their stability.By turns generous, ethereal, and merciless, Maksik’s new novel mines the highs and lows of constancy and the fidelity to those we love. It is told in recursive prose at intervals, like a ballad. The cost of devotion is immeasurable and absolute; the price of life is humanity, the champion of mortality. Thank you to Europa for sending me a copy....more",Notes are private!,0,9,1,not set,"Aug 27, 2016","Sep 12, 2016",,Paperback,view (with text),/book/show/28364324-shelter-in-place
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonglow,"Chabon, Michael",0062225553,9780062225559,0062225553,430        pp,3.80,"33,497","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2016","Oct 02, 2016","Sep 12, 2016",,Hardcover,view,/book/show/26795307-moonglow
