,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mari's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piccola osteria senza parole,"Cuomo, Massimo",8866324361,9788866324362,8866324361,248        pp,3.81,167,"Jan 29, 2014","Jan 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non è una notte da dormire. È una notte di rane e nuvole, di pensieri. Scovazze scivola verso l’alba di un nuovo giorno senza che nessuno se ne accorgNon è una notte da dormire. È una notte di rane e nuvole, di pensieri. Scovazze scivola verso l’alba di un nuovo giorno senza che nessuno se ne accorga. Potrebbe staccarsi e cadere. Un punto sul confine del nulla che d’inverno sparisce nella nebbia e d’estate nel granturco. Ci arrivi per caso, a Scovazze, per errore. O per una specie di missione, come quella di Tempesta.Un immaginario paesino del Nordest italiano, Scovazze. I mondiali di calcio del 1994 negli Stati Uniti e il Punto Gilda, il bar del paese dove un bel giorno, a causa di un guasto alla macchina, entra Salvatore Maria Tempesta. Da queste parti uno straniero lo riconosci al volo. Anche perché non ne passano mai. L’ultimo, mi hanno detto, risale a una mattinata di novembre di un paio d’anni fa. Tempesta (un nome non scelto a caso!) è un teròne, uno straniero quindi, per gli avventori del bar che ammazzano la noia giocando a carte o all’unica slot machine della zona (la Sopravvissuta), bestemmiando, bevendo e ammirando le generose forme della Gilda, la proprietaria del bar. C’è Bepo Basso con il suo dialetto stretto, i fratelli Sorgòn sempre incollati al tavolo delle carte, Malattia che sbava dietro alla Gilda, e poi Borìn, l’Avvocato e Carnera, l’unico che darà una mano e un po’ di confidenza allo straniero. Non sono dei simpaticoni, parlano poco e guardano con ostilità Tempesta, si convincono che porti jella alla Nazionale italiana, però sono attratti dal cilindro che ha in mano: il Paroliere. Ben presto il gioco sostituirà le carte e le parole prenderanno il posto dei mugugni. Tempesta intanto svela il suo mistero: è alla ricerca di un campanile ritratto in una foto che ha con sé, un campanile come ce ne sono tanti nei dintorni, ma quello ha qualcosa di speciale…….Il punto di forza di Piccola osteria senza parole di Massimo Cuomo sono i personaggi. Spassosi a volte, fastidiosi molto spesso, ma autentici e schietti. Diffidenti, tradizionalisti, poco o per nulla predisposti alla socializzazione. I capitoli sono brevi ed essenziali, quasi a voler rafforzare la sinteticità dei dialoghi tra i protagonisti e la loro semplicità. Il dialetto rende ancora più autentiche queste pagine dando risalto alla diffidenza nei confronti dei meridionali. È stata per me una vera scoperta questo romanzo. Di solito sono i romanzoni ad intrigarmi, saghe familiari con trame che si intrecciano e personaggi complessi. Qui invece è tutto molto semplice, è stato un po’ come tornare bambina e ritrovarmi in vacanza al paese di mia nonna. Una quotidianità rassicurante, giornate che si ripetono nei gesti di sempre. Le storie che Cuomo racconta in realtà sono tante perché ogni personaggio ha nel libro il suo momento di notorietà però i paragrafi non sono mai troppo lunghi, poche parole, come recita il titolo, ma quelle necessarie, perché le parole non bisogna sprecarle ma saperle usare. ...more",Notes are private!,0,1,1,"Jul 05, 2018","Jul 09, 2018","Jul 19, 2018",,Paperback,view (with text),/book/show/19342613-piccola-osteria-senza-parole
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sette vite e un grande amore. Memorie di un gatto,"Divani, Lena",8866323888,9788866323884,8866323888,160        pp,3.87,406,2012,"Sep 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sette vite e un grande amore, della scrittrice greca Lena Divani, è la storia di Zucchero, un gatto bianco dal pelo d’Angora (ereditato dal padre), glSette vite e un grande amore, della scrittrice greca Lena Divani, è la storia di Zucchero, un gatto bianco dal pelo d’Angora (ereditato dal padre), gli occhi di colori diversi, uno verde e uno azzurro, nato nel giardino di madame Tuttapanna. La vita del randagio non fa per lui e, soprattutto, è desideroso di diventare, nella sua settima e (ahimè!) ultima vita, un gatto celebre come quello dello scrittore William Burroughs o della poetessa Sylvia Plath. Per realizzare il suo obiettivo però dovrà farsi adottare dall’umano giusto, e così, quando un bel giorno appare Madamigella, figlia di madame Tuttapanna, una scrittrice lunatica e scostante, sfodera tutto il fascino di cui dispone per farsi notare. La donna in realtà non sembra troppo interessata ad occuparsi di lui, ma i gatti la sanno lunga e Zucchero riuscirà a farsi adottare da lei e dal suo compagno Ziggy.Qui iniziano le sue avventure, sarà lui stesso a raccontarci della convivenza non facile con Madamigella, di tutti i tentativi fatti per far breccia nel suo cuore, farsi amare e diventare finalmente protagonista di un suo romanzo. Alla fine ci riuscirà, perché ""Si sa che quando si desidera molto qualcosa, di solito si riesce ad ottenerla"" e i gatti sanno come addomesticare un umano.Lena Divani ha scritto un romanzo divertente, ma anche molto toccante e commovente. Non è facile dar voce ad un gatto e renderlo così reale. Non aspettatevi però una storiellina leggera e superficiale. Zucchero è spiritoso sì, ma vanitoso, buffo e ammaliatore come solo un gatto sa essere. Vi conquisterà con le sue MIAO (Massime Infallibili e Assolutamente Oggettive) e vi trascinerà nel meraviglioso e misterioso universo felino. I suoi occhi sono in grado di scandagliare l’animo della sua umana, peccato che lei sia non sia in grado di comprendere e ricambiare il suo amore incondizionato. Tanto ho amato Zucchero quanto ho detestato Madamigella. Il suo essere così refrattaria all’amore, persa dietro a relazioni fallimentari, viaggi, lavoro. Zucchero per lei è una certezza, sempre lì ad aspettare che torni a casa, a desiderare che lei apra la porta dello studio o che lo accolga sul suo letto. È una vigliacca e lo sarà fino alla fine. In ogni comportamento di Zucchero ho rivisto il mio Attila e gli undici, meravigliosi, anni della nostra convivenza. Ho avuto la fortuna di essere scelta da una creatura meravigliosa, intelligente in modo esagerato e con una straordinaria capacità di comprendere al volo le persone a cui dare confidenza e quelle da ignorare. A differenza di Madamigella io il mio gattone l’ho amato da subito, per questo ho odiato lei e la sua aridità.Sapevo che leggere questo libro mi avrebbe anche fatto star male e così è stato, ma certi momenti restano, purtroppo, indelebili nella mente e non è certo ritrovare in un libro la stessa brutta esperienza che ho vissuto io ad accrescere il mio dolore.Dopo Attila sono arrivati Atena, Luna, Whisky, Pinturicchio, Ciretta, Settete e Zoppetto. Li amo tutti, ma lui rimarrà per sempre il mio grande amore.""Coloro che ci amano sono altrettante stelle cadenti che ci illuminano per un istante, ci modificano e poi svaniscono"" ...more",Notes are private!,0,0,1,"Jul 09, 2018","Jul 10, 2018","Jul 18, 2018",,Paperback,view (with text),/book/show/18284661-sette-vite-e-un-grande-amore-memorie-di-un-gatto
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Zuppa Campbell il pettirosso e la bambina,"Flagg, Fannie",8817028487,9788817028486,8817028487,235        pp,3.94,"28,472",2004,"Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mr Zuppa Campbell, il pettirosso e la bambina è, come ogni storia di Fannie Flagg, un balsamo per l’anima, l’antidoto perfetto contro le turbolenze deMr Zuppa Campbell, il pettirosso e la bambina è, come ogni storia di Fannie Flagg, un balsamo per l’anima, l’antidoto perfetto contro le turbolenze della vita! Oswald P. Campbell è un uomo di mezz'età, ex alcolista e con un enfisema polmonare che, a detta del suo medico, non gli consentirà di vivere a lungo. Per questo, il dottore, gli consiglia di trasferirsi a Lost River, uno sperduto paesino nell'estremo Sud dell’Alabama. Poco convinto di poter resistere in quel buco, Oswald parte per Lost River e, incredulo, troverà ad attenderlo una cittadina dove i rami erano così lunghi che s'incontravano sopra la strada, formando una cortina d'ombra che si stendeva a perdita d'occhio in entrambe le direzionie persone allegre e ospitali che con entusiasmo lo accolgono nelle loro case e nelle loro semplici vite. A Lost River Oswald ritroverà se stesso, scoprirà di avere talento per la pittura, si perderà ad ammirare tramonti inimmaginabili e soprattutto sentirà di appartenere ad una comunità. Per la prima volta in vita sua proverà la sensazione di far parte di una famiglia.La semplicità con cui Fannie Flagg scrive i suoi romanzi è la caratteristica che subito colpisce chi la legge. Qualcuno potrà considerarle storielle leggere e con il lieto fine troppo scontato ma per me non è così. Non sono mai letture impegnative, è vero, ma i personaggi sono sempre ben caratterizzati, ed hanno quella patina di famiglia americana d'altri tempi che mi piace tantissimo. In ogni storia poi c'è sempre uno spunto di riflessione su una tematica sociale, l'omosessualità, l'emancipazione femminile o, come in questo caso la disabilità, ma ogni argomento è affrontato con delicatezza e rispetto, mai con la presunzione di voler insegnare qualcosa o imporre un pensiero.Dopo una lettura faticosa o in un periodo particolarmente difficile i romanzi di Fannie Flagg sono la scelta migliore per riacquistare il buon umore e soprattutto tornare a credere che tutto sia possibile se lo si desidera veramente....more",Notes are private!,0,1,1,"Jul 15, 2018","Jul 17, 2018","Jul 18, 2018",,Paperback,view (with text),/book/show/9692880-mr-zuppa-campbell-il-pettirosso-e-la-bambina
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Per quieto vivere,"Smeriglio, Massimiliano",8893252805,9788893252805,8893252805,222        pp,3.33,12,unknown,"Nov 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"C'è un condominio a Roma che ne ha di storie da raccontare. Una risale al 1944, le altre sono dei giorni nostri.La prima storia ce la racconta una donC'è un condominio a Roma che ne ha di storie da raccontare. Una risale al 1944, le altre sono dei giorni nostri.La prima storia ce la racconta una donna, la portiera del palazzo, ed ha il sapore della guerra e la crudeltà del fascismo.Le altre storie sono raccontate da suo nipote, portiere nello stesso palazzo, che forte della sua posizione entra nelle case e nelle vite dei condomini intento a trovare i colpevoli della morte di sua nonna. Osserva tutti, sa chi entra e chi esce, chi si ama e chi si ignora, chi sta male e chi soffre, ma non lo fa per empatia, è indifferente alle loro sorti. La sua è una curiosità morbosa, dettata da un unico scopo: la vendetta.La prima cosa che mi ha attratta verso il libro di Massimiliano Smeriglio, Per quieto vivere, è stata la copertina. La facciata di un palazzo, alcune persiane aperte altre chiuse, panni stesi, fiori sui davanzali. Ho pensato subito che ci avrei trovato storie di vita quotidiana, e così è stato in effetti, ma non solo. Mi sono resa conto che l'odio e il disprezzo che il portiere dimostra per il prossimo esistono tutt'oggi, sotto altre vesti forse, ma sempre di razzismo e intolleranza si tratta! Ho riflettuto molto su quante vite può racchiudere un condominio e che effetto può fare guardarlo da fuori e rendersi conto di quanto ogni giorno combattono estenuanti battaglie per sopravvivere.La seconda è l'umanità con cui l'autore racconta le storie di malattia, solitudine, paura dei vari protagonisti, dedicando un capitolo ad ognuno di loro e soprattutto dando voce a tutti con l'uso della prima persona. Ho avuto il piacere di assistere alla presentazione del romanzo e di sentire dalla sua voce come è nata l'idea di questo libro, ambientato a Garbatella, il quartiere dove lui stesso vive ed ispirato ad una storia vera.Per quieto vivere si lasciano andare tante cose, ma prima o poi la vita va affrontata!...more",Notes are private!,0,0,1,"Jun 14, 2018","Jun 18, 2018","Jun 19, 2018",,Paperback,view (with text),/book/show/36581460-per-quieto-vivere
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il matrimonio di mia sorella,"Pennati, Cinzia",8809835786,9788809835788,8809835786,272        pp,3.33,112,unknown,"Apr 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chiudere un libro e sospirare! Si, è questo che ho fatto dopo aver terminato, anzi divorato, Il matrimonio di mia sorella di Cinzia Pennati.Un titolo Chiudere un libro e sospirare! Si, è questo che ho fatto dopo aver terminato, anzi divorato, Il matrimonio di mia sorella di Cinzia Pennati.Un titolo che può trarre in inganno e far pensare ad una stucchevole vicenda familiare e invece è una storia che rapisce, coinvolge e impone delle riflessioni.La protagonista principale, e voce narrante del romanzo, è Agnese, sorella della sposa. E' lei che raccontandosi ci presenta mano a mano tutti gli altri personaggi della storia, per lo più donne.Così conosciamo Celeste, la sposa, Ines, la mamma, Norma, la nonna, la cugina Fiamma e infine il personaggio che più ho amato, la zia Rosa. Un universo femminile che fa sperare in un romanzo corale, allegro, pieno di confidenze e complicità, ma non sempre le famiglie sono porti sicuri dove approdare...al contrario, a volte non si vede l'ora di fuggire lontano!Celeste si sposa, e Agnese subisce questo evento come una punizione, dover passare del tempo con sua madre e sua nonna è un'agonia, mentre intorno a lei fervono i preparativi e sua sorella è circondata da parrucchieri e truccatori lei si perde nei suoi pensieri.Sarebbe più opportuno dire che si perde nelle sue insoddisfazioni, perché Agnese è una donna insoddisfatta. Di suo marito Luca, da cui non si sente amata abbastanza, della sua pancetta, della vita familiare che la opprime, del suo rapporto con sua madre che la considera un disastro. Tirando le somme della propria vita si rende conto che quello che ha non le basta, che forse non è quello che voleva....Ma non è l'unica in famiglia ad essere sopraffatta da angosce e rimpianti. Tutte loro si sono perse un po' per strada...in virtù di cosa? Di compiacere gli altri? Di sentirsi realizzate? Moglie e madri devote...così vorrebbe la società...Mi sono trovata a riflettere insieme ad Agnese. E' stato inevitabile, più o meno siamo coetanee ed è normale chiedersi a questo punto della strada in che direzione sta andando la nostra vita. Mi è piaciuto molto anche il confronto tra diverse generazioni. La convinzione di essere completamente diversi dalla propria madre o il proprio padre e poi all'improvviso rendersi conto di somigliargli fin troppo. E' impossibile leggere questo libro e non sentirsi vicine ad una qualsiasi di queste donne. Su tutte la mia preferita è zia Rosa, ho adorato la sua saggezza e il suo coraggio, il suo ”bastarsi”, perché il segreto forse sta tutto qui, in noi stesse è racchiuso il segreto della felicità.Non è mai troppo tardi per vivere la vita che vogliamo!Mi sa che siamo noi l'unica costante delle nostre esistenze. Siamo l'unico posto in cui possiamo ritornare, sempre....more",Notes are private!,0,1,1,"May 30, 2018","Jun 02, 2018","Jun 19, 2018",,Paperback,view (with text),/book/show/39317821-il-matrimonio-di-mia-sorella
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il prodigio,"Donoghue, Emma*",8854513962,9788854513969,8854513962,304        pp,3.64,"86,234","Sep 20, 2016","Feb 09, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elisabeth, Lib, Wright è un'infermiera inglese di trent'anni che decide di accettare un incarico ad Athlon, Irlanda pur non avendo la più pallida ideaElisabeth, Lib, Wright è un'infermiera inglese di trent'anni che decide di accettare un incarico ad Athlon, Irlanda pur non avendo la più pallida idea di cosa andrà a fare. Dopo aver studiato con la famosa Florence Nightingale e aver prestato servizio nella guerra di Crimea, il lavoro in ospedale le va troppo stretto.Certo non immagina che il suo compito sarà quello di sorvegliare Anna O'Donnel, una bambina di appena 11 anni che da quattro mesi (precisamente dal giorno del suo compleanno) ha smesso di mangiare.In Paese non si spiegano come sia possibile, iniziano a considerarla una santa, ogni giorno è un viavai di visitatori curiosi e pellegrini. Siamo in Irlanda, nella seconda metà dell'Ottocento. Superstizione e Sacre Scritture vanno a braccetto. La sera, prima si prega e poi si lascia un piattino di latte a terra per le fate. E' normale che in un paesino così una bambina come Anna susciti un misto di curiosità e devozione. Lib non crede neanche un attimo alla “santità” della bambina, ed è decisa a smascherarla, deve solo riuscire a capire dove nasconde il cibo che sicuramente mangia di nascosto.La verità è, però, molto diversa da quella sospettata da Lib. Se Anna, all'inizio sembra non risentire del lungo digiuno, ad un certo punto inizia a deperire e la morte sembra ormai vicina e inevitabile...Sarò sincera, questo libro non mi ha entusiasmata. Nella prima parte, l'autrice si dilunga un po' troppo sul digiuno di Anna, sulla sua spiritualità, l'ottusità della sua famiglia. Verso la metà del libro, e il lento dipanarsi del mistero che avvolge la protagonista, però succede qualcosa, Anna e Lib iniziano a cambiare, per motivi diversi ovviamente, e questo vederle sotto una luce diversa le fa risultare più simpatiche o forse è il contrasto con gli altri paesani, così omertosi e bigotti a farle apparire, ad un certo punto, diverse. Questo però non basta a riscattare la storia, perché la prima parte de Il prodigio di Emma Donoghue, è estenuante, complice sicuramente anche l'ambiente. Il cielo grigio, l'umidità perenne, le strade fangose, la stanza di Anna così piccola e soffocante. Per molti aspetti mi ha ricordato La lettera scarlatta di Hawthorne, altro libro che non ho amato molto. Forse non mi appassionano le storie intrise di fanatismo religioso e superstizione o forse sono i paesaggi così cupi ad intristirmi, so solo che l'ho letto con un senso di claustrofobia e non vedevo l'ora di finirlo per passare ad altro....more",Notes are private!,0,0,1,"Jun 02, 2018","Jun 10, 2018","Jun 18, 2018",,Paperback,view (with text),/book/show/34453686-il-prodigio
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cranford: Il paese delle nobili signore,"Gaskell, Elizabeth",886192848X,9788861928480,886192848X,183        pp,3.84,"44,048",1853,Feb 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In Cranford, Elizabeth Gaskell racconta in maniera ironica e divertente la vita quotidiana in un villaggio inglese di metà Ottocento, abitato quasi esIn Cranford, Elizabeth Gaskell racconta in maniera ironica e divertente la vita quotidiana in un villaggio inglese di metà Ottocento, abitato quasi esclusivamente da donne, descrivendo abitudini e usanze della borghesia dell'epoca.In questa cittadina, lontana dalla mondanità londinese, vive un gruppetto di attempate signore, Mary Smith, che è anche la voce narrante del romanzo e le sue amiche Matty e Deborah Jenkyns, Miss Pole, Mrs Jamieson e altre simpatiche ed eccentriche protagoniste, perlopiù vedove o zitelle, che passano il tempo a sorseggiare tè e a giocare a préférence. Quello che conta per loro è soprattutto mantenere una certa forma di decoro per salvare le apparenze. E' vietato parlare di povertà o di denaro a Cranford, ciò che è sconveniente si fa finta di non vederlo ”La povertà è reale e comune quanto la morte, eppure la gente non ne parlava mai a voce alta”. Nel romanzo non ci sono grandi avvenimenti, avventure o emozionanti storie d'amore ma semplici scene di vita domestica, episodi legati ad una cuffietta per capelli o al cerimoniale delle visite, alla generosità verso il prossimo e all'amicizia.Leggendo il libro ho sorriso spesso immaginando la quotidianità di queste donne, seguendo le loro frivole conversazioni e vederle impegnate a non fare...niente! Analizzando però la storia con distacco e cancellando dalla mia mente l'immagine bucolica della campagna inglese ammetto che la tranquillità delle giornate di queste simpatiche donnine un po' mi inquieta e mi fa mancare l'aria, ma per le abitanti di Cranford non sembra essere un problema, al contrario apprezzano l'immobilità della loro vita e dimostrano una solidarietà e una lealtà l'una con l'altra sorprendenti. Da tanto desideravo leggere questo libro e conoscere finalmente Elizabeth Gaskell e la delicatezza e l'eleganza della sua scrittura mi hanno piacevolmente colpita....more",Notes are private!,0,0,2,"May 12, 2018not set","May 18, 2018not set","May 18, 2018",,Paperback,view (with text),/book/show/25375266-cranford
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shotgun Lovesongs,"Butler, Nickolas*",8831719041,9788831719049,8831719041,317        pp,3.79,"18,205","Mar 11, 2014","Sep 17, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quanto amo i libri ambientati nella provincia americana! Bruce Springsteen in sottofondo, tante pagine da sfogliare e una storia che piano piano prendQuanto amo i libri ambientati nella provincia americana! Bruce Springsteen in sottofondo, tante pagine da sfogliare e una storia che piano piano prende forma trascinandomi lontano, a Little Wing, immaginario paesino del Wisconsin.Protagonisti del romanzo sono quattro amici: Kip, Ronny, Lee ed Henry. Questi uomini, questi uomini che si conoscono da tutta la vita. Questi uomini che sono nati tutti nello stesso ospedale, tirati fuori dalla stessa ostetrica. Questi uomini che sono cresciuti insieme, che hanno mangiato lo stesso cibo, cantato negli stessi cori, frequentato le stesse ragazze, respirato la stessa aria. Si girano attorno con un linguaggio tutto loro e il loro sistema di segnali invisibili, come animali selvaggi. Qualche volta si accontentano di stare solo in reciproca compagnia, a passeggiare nella foresta o a fissare il televisore, o a girare le bistecche sul barbecue. [...] Sono loro che alternandosi nella narrazione si raccontano. Amici da sempre, la vita, come spesso accade, per un po' li divide, Kip trova fortuna a Chicago, Ronny diventa una stella dei rodeo, Lee è un famoso cantautore mentre Henry è l'unico che resta in paese rilevando l'azienda agricola di famiglia. L'occasione per ritrovarsi è il matrimonio di Kip che nel frattempo è tornato a Little Wing. Ronny è costretto ad abbandonare i rodeo a causa di un incidente ed Henry non se la passa bene economicamente. Unica voce femminile all'interno del romanzo è Beth, la moglie di Henry.Una storia di uomini e proprio per questo molto intrigante perché le dinamiche dell'amicizia maschile sono totalmente diverse da quella femminile. E' un rapporto fatto di poche parole e molta competizione, di cameratismo e forte rivalità e soprattutto tante sbronze!La trama non è straordinariamente originale, come riportato in copertina, la letteratura americana è piena di romanzi ambientati in paesini di provincia dove tutti si conoscono, si coltiva la terra, si guida un pick-up e la vita pur scorrendo lentamente sembra così bella e affascinante. Nonostante qualche “furberia” e sdolcinatura di troppo lo stile di Butler mi piace, ho apprezzato l'atmosfera che sa creare e la capacità di avermi trascinato dentro i luoghi che descrive. Come esordio non c'è male!...more",Notes are private!,0,0,1,"Apr 26, 2018","May 06, 2018","Apr 26, 2018",,Hardcover,view (with text),/book/show/23299367-shotgun-lovesongs
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutta la vita che vuoi,"Galiano, Enrico",8811672325,9788811672326,8811672325,416        pp,4.12,"1,078",unknown,"Apr 19, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tutta la vita che vuoi. Un titolo impegnativo! Quanti sanno veramente cosa vogliono dalla propria vita? O meglio, quanti adolescenti sanno cosa voglioTutta la vita che vuoi. Un titolo impegnativo! Quanti sanno veramente cosa vogliono dalla propria vita? O meglio, quanti adolescenti sanno cosa vogliono dalla vita? Perché i protagonisti del libro di Enrico Galiano sono adolescenti: Giorgio, Filippo Maria e Clo. Il primo, è il figlio sbagliato di un noto avvocato. Quello balbuziente, quello svogliato e soprattutto, quello che sopravvive alla morte del fratello che invece era il figlio perfetto. Il secondo, con un nome troppo ingombrante, è dislessico, segretamente innamorato di una ragazza che neanche lo nota, abbandonato dalla madre quando aveva pochi mesi e il migliore (e anche unico) amico di Giorgio. E poi c’è Clo, che non ama essere chiamata con il suo vero nome, Claudia. È una cleptomane, un ossimoro, come lei stessa si definisce, con una gran voglia di fuggire.Un sabato in cui le cose si stanno mettendo male per tutti e tre si incontrano e le loro vite cambieranno totalmente.Non conoscevo Enrico Galiano. Il libro l'ho scoperto partecipando ad un blog tour e letto per una challenge. In molte recensioni è presentato come un capolavoro; mi piacerebbe capire più o meno qual è l'età media delle persone che lo hanno letto, perché io non riesco a definirlo tale. La trama incuriosisce, un po' per i capitoli brevi che spostano velocemente la narrazione da un personaggio all'altro invogliando il lettore ad andare avanti per vedere cosa succederà, un po' perché pur presentando i personaggi principali come degli sfigati è impossibile non interessarsi ai loro tormenti. Il colpo di grazia l'autore lo sferra poi alla fine, anzi dopo la fine! Quella particolarità è la cosa che più mi è piaciuta e che mi ha fatto riflettere perché descrive sensazioni più vicine alla mia età. [...]c'è quel momento, in una vita e in un anno, in cui le foglie diventano rosse. Quel giorno in cui la giovinezza si sfiora con la vecchiaia, quando ancora non è inverno e però non è più estate.[...]Se avessi avuto sedici anni sicuramente avrei gridato al capolavoro anche io ma oggi non riesco a sentirmi vicina a Giorgio, Filippo Maria e Clo, ho fatto il tifo per loro e una parte di me è curiosa di sapere che fine anno fatto ma non c'è stata empatia....more",Notes are private!,0,1,1,"May 07, 2018","May 11, 2018","Apr 26, 2018",,Hardcover,view (with text),/book/show/39710101-tutta-la-vita-che-vuoi
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sembrava una felicità,"Offill, Jenny*",8899253013,9788899253011,8899253013,159        pp,3.76,"54,481","Jan 28, 2014",Mar 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pensieri e parole è il titolo di una bellissima canzone di Lucio Battisti, ma è anche la definizione più semplice che mi viene in mente per riassumerePensieri e parole è il titolo di una bellissima canzone di Lucio Battisti, ma è anche la definizione più semplice che mi viene in mente per riassumere Sembrava una felicità, il particolare libro di Jenny Offill, dichiarato Libro dell'anno nel 2014 dal The New York Times Book Review, The Observer e The Guardian. Un successone insomma...decretato anche dal passaparola di chi lo ha letto.Protagonista di questa storia è una donna in carriera che un bel giorno contravvenendo a tutte le sue convinzioni di realizzazione e indipendenza si sposa e mette al mondo una bambina. Da quel giorno cesserà di essere una donna senza nome e diventerà una Moglie. Questo libro è in realtà un susseguirsi di pensieri, i suoi, citazioni importanti, domande che si pone e risposte che cerca di darsi. La sua vita prende forma attraverso questi pensieri sconnessi, che vanno dalla paura per quello che potrebbe succedere alla figlia ai suoi studenti del corso di scrittura, dalla presunta felicità che crede di aver raggiunto al dolore per il tradimento del marito. Fondamentalmente è una storia qualunque, molte donne possono riconoscersi in lei e condividere gli stessi sentimenti. Non ci viene raccontato nulla di nuovo, quello che rende il testo unico è la prosa della Offill, essenziale ma elegante e ricercata. E' come guardare un film aumentando la velocità. Ogni capitolo è una scena che cambia repentinamente e si fa fatica a non perdere il filo narrativo. Alcuni pensieri sembrano messi un po' a caso e la scelta di alcune citazioni non l'ho capita, questo mi ha lasciata perplessa, mi è sembrato uno sfoggio di stile inutile, nel complesso però è un narrare originale, diverso dai soliti romanzi. Sono curiosa di leggere altro di questa autrice per capire se è veramente così brava e poetica nella scelta delle parole o se con questo libro ha voluto stupire......Una volta tanto il titolo dell'edizione italiana è più bello e azzeccato dell'originale!...more",Notes are private!,0,1,1,"Apr 16, 2018","Apr 17, 2018","Apr 16, 2018",,Paperback,view (with text),/book/show/24747041-sembrava-una-felicit
