,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kasia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play Dirty,"Brown, Sandra*",1439166331,9781439166338,1439166331,404        pp,4.04,"18,846","Aug 14, 2007","Jun 16, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2023",Jul 2023,"Jul 28, 2023",,Paperback,view,/book/show/6738742-play-dirty
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Low Pressure,"Brown, Sandra*",,9781444738889,B008Y15HHS,481        pp,3.91,"23,420","Sep 18, 2012","Sep 13, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 02, 2023","Jul 28, 2023",,Kindle Edition,view,/book/show/19397155-low-pressure
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thick as Thieves,"Brown, Sandra*",1538751941,9781538751947,1538751941,384        pp,4.00,"25,428","Aug 25, 2020","Aug 25, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2023","Jul 29, 2023","Jul 28, 2023",,Hardcover,view,/book/show/50358519-thick-as-thieves
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One True Loves,"Reid, Taylor Jenkins*",,,B0176M3XWQ,352        pp,4.05,"490,363","Jun 07, 2016","Jun 07, 2016",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 21, 2023","Jul 21, 2023",,Kindle Edition,view,/book/show/27189194-one-true-loves
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Kinds of Lucky        (The Shadow Age #1),"Harrison, Kim*",0593437470,9780593437476,0593437470,452        pp,4.04,"1,220","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/57427858-three-kinds-of-lucky
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of Nowhere,"Brown, Sandra*",1538742942,9781538742945,,417        pp,4.19,"15,231","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Hardcover,view,/book/show/64005123-out-of-nowhere
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke Screen,"Brown, Sandra*",1416563067,9781416563068,1416563067,398        pp,4.06,"19,065","Aug 12, 2008","Aug 12, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 10, 2023","Jul 11, 2023",,Hardcover,view,/book/show/2306910.Smoke_Screen
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",0593438531,9780593438534,0593438531,320        pp,4.22,"512,430","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/58014893-every-summer-after
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Always Be My Duchess        (Taming of the Dukes, #1)","Howard, Amalie*",153873771X,9781538737712,153873771X,355        pp,3.66,"6,202","Jul 12, 2022","Jul 12, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2023","Oct 13, 2023","Jun 30, 2023",,Paperback,view,/book/show/59530699-always-be-my-duchess
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lady for a Duke,"Hall, Alexis*",1538753758,9781538753750,1538753758,460        pp,4.08,"13,613","May 24, 2022","May 24, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 29, 2023","Jun 30, 2023",,Paperback,view,/book/show/57007967-a-lady-for-a-duke
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reputation,"Croucher, Lex*",1250832837,9781250832832,1250832837,336        pp,3.69,"11,105","Jul 08, 2021","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/57693354-reputation
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Half a Soul        (Regency Faerie Tales, #1)","Atwater, Olivia*",0316462705,9780316462709,0316462705,304        pp,4.11,"34,943","Mar 29, 2020","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/59522062-half-a-soul
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Fall for Your Fiancée        (The Merriwell Sisters, #1)","Heath, Virginia*",1250787769,9781250787767,1250787769,359        pp,3.56,"14,668","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2023","Sep 04, 2023","Jun 30, 2023",,Paperback,view,/book/show/56268954-never-fall-for-your-fianc-e
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Love and to Loathe        (The Regency Vows, #2)","Waters, Martha*",198216087X,9781982160876,198216087X,384        pp,3.51,"16,247","Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 12, 2023","Jun 30, 2023",,Paperback,view,/book/show/54303829-to-love-and-to-loathe
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Fortune-Hunting        (A Lady's Guide, #1)","Irwin, Sophie",0593491343,9780593491348,0593491343,325        pp,3.92,"34,632","May 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 06, 2023","Sep 06, 2023","Jun 30, 2023",,Hardcover,view,/book/show/59656358-a-lady-s-guide-to-fortune-hunting
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Rogue of One's Own        (A League of Extraordinary Women, #2)","Dunmore, Evie*",1984805703,9781984805706,1984805703,448        pp,4.02,"40,133","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/49202118-a-rogue-of-one-s-own
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil's Web        (Web, #3)","Balogh, Mary",0440243076,9780440243076,B00BG7BUCI,464        pp,3.64,"2,911","Aug 07, 1990","Dec 26, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 30, 2023","Jun 30, 2023",,Paperback,view,/book/show/1271864.The_Devil_s_Web
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Watermelon        (Walsh Family, #1)","Keyes, Marian",,,,520        pp,3.77,"86,443",Sep 1995,2005,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 29, 2023","Jun 29, 2023",,Paperback,view,/book/show/18310117-watermelon
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hero in the Highlands        (No Ordinary Hero, #1)","Enoch, Suzanne",1250095417,9781250095411,1250095417,370        pp,3.67,"1,778","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 29, 2023","Jun 29, 2023",,Mass Market Paperback,view,/book/show/28220851-hero-in-the-highlands
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reinventing Your Life: The Breakthrough Program to End Negative Behavior...and Feel Great Again,"Young, Jeffrey E.",0452272041,9780452272040,0452272041,365        pp,4.18,"7,423","May 01, 1993","May 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Paperback,view,/book/show/43866.Reinventing_Your_Life
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,474","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drop City,"Boyle, T. Coraghessan*",0142003808,9780142003800,0142003808,497        pp,3.82,"14,710","Feb 24, 2003","Jan 27, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2023",not set,"May 10, 2023",,Paperback,view,/book/show/24724.Drop_City
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Need,"Phillips, Helen*",1982113162,9781982113162,1982113162,272        pp,3.16,"15,182","Jul 09, 2019","Jul 09, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 28, 2023","May 08, 2023",,Hardcover,view,/book/show/42201850-the-need
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fix Her Up        (Hot & Hammered, #1)","Bailey, Tessa*",0062872842,9780062872845,,400        pp,3.61,"153,425","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2023","May 08, 2023","May 08, 2023",,ebook,view,/book/show/39854434-fix-her-up
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reluctant Countess        (Would-Be Wallflowers, #2)","James, Eloisa*",0349434387,9780349434384,0349434387,368        pp,3.80,"4,081","Nov 29, 2022","Nov 29, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 07, 2023","May 08, 2023",,Paperback,view,/book/show/64148073-the-reluctant-countess
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Last Duchess        (The Wildes of Lindow Castle, #0)","James, Eloisa*",0063036355,9780063036352,,432        pp,3.93,"4,670","Oct 27, 2020","Oct 27, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2023","Apr 10, 2023","Apr 27, 2023",,ebook,view,/book/show/52934866-my-last-duchess
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,861","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2023",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Duke Has His Day,"Enoch, Suzanne",1250842549,9781250842541,1250842549,320        pp,3.90,"2,078","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2023",,Paperback,view,/book/show/65214306-every-duke-has-his-day
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking On Air        (Valance Family, #1)","Anderson, Catherine*",0451418336,9780451418333,0451418336,432        pp,4.17,"1,787","Feb 04, 2014","Feb 04, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 08, 2023","Feb 10, 2023",,Mass Market Paperback,view,/book/show/18210693-walking-on-air
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Bad Man        (Sutton Family, #1)","O'Connell, Ellen*",,,,316        pp,4.11,"3,542","Sep 28, 2012","Sep 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 08, 2023","Feb 10, 2023","Feb 08, 2023",,Kindle Edition,view,/book/show/16048967-beautiful-bad-man
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not That Duke        (Would-Be Wallflowers, #3)","James, Eloisa*",0063139626,9780063139626,0063139626,384        pp,3.99,"4,587","Jul 25, 2023","Jul 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 15, 2023","Feb 06, 2023",,Mass Market Paperback,view,/book/show/63135522-not-that-duke
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Skies        (Kendrick/Coulter/Harrigan, #4)","Anderson, Catherine*",0451210751,9780451210753,0451210751,407        pp,4.15,"5,139",2004,"Jan 06, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2023","Feb 06, 2023","Feb 06, 2023",,Mass Market Paperback,view,/book/show/89354.Blue_Skies
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucky Penny        (Coulter Historicals, #4)","Anderson, Catherine*",0451236033,9780451236036,0451236033,413        pp,4.07,"2,856","Jan 01, 2012","Feb 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 03, 2023","Feb 06, 2023",,Mass Market Paperback,view,/book/show/11086624-lucky-penny
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brzechwa dzieciom,"Brzechwa, Jan",8310079109,9788310079107,8310079109,128        pp,4.31,526,1953,1984,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2022,"Feb 06, 2023",,Hardcover,view,/book/show/6751636-brzechwa-dzieciom
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pamiętnik Czarnego Noska,"Porazińska, Janina",,,,112        pp,3.51,76,1964,1964,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 18, 2022","Feb 06, 2023",,Hardcover,view,/book/show/37537938-pami-tnik-czarnego-noska
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rany Julek! O tym, jak Julian Tuwim został poetą","Frączek, Agnieszka",8376722190,9788376722191,8376722190,80        pp,3.51,80,2017,2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2023,"Feb 06, 2023",,Hardcover,view,/book/show/35568837-rany-julek-o-tym-jak-julian-tuwim-zosta-poet
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luke's Eyes        (Eyes of Silver Revisited, #2)","O'Connell, Ellen*",,,,113        pp,3.80,770,"Apr 28, 2017",2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 29, 2023","Feb 06, 2023",,Kindle Edition,view,/book/show/20411376-luke-s-eyes
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Light        (Sutton Family, #2)","O'Connell, Ellen*",,,,307        pp,3.89,"1,166",Jun 2013,Jun 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 29, 2023","Feb 06, 2023",,Kindle Edition,view,/book/show/18074943-into-the-light
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe in Another Life,"Reid, Taylor Jenkins*",,,1476776881,342        pp,3.80,"254,616","Jul 07, 2015","Jul 07, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 03, 2023","Jan 24, 2023",,Paperback,view,/book/show/23492661-maybe-in-another-life
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After I Do,"Reid, Taylor Jenkins*",,,,334        pp,3.95,"202,985","Jul 01, 2014","Jul 01, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2023","Jan 24, 2023",,Paperback,view,/book/show/18775359-after-i-do
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Comanche Heart        (Comanche, #2)","Anderson, Catherine*",,,B0024CEZQ2,448        pp,4.04,"4,392","Jan 09, 2009","Jul 02, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2023","Jan 16, 2023","Jan 12, 2023",,Kindle Edition,view,/book/show/8201243-comanche-heart
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,563","Mar 05, 2019","Mar 05, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 28, 2023","Jan 10, 2023",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,"Egan, Timothy*",,,B004H1UOSG,353        pp,4.05,"55,526","Dec 14, 2005",Jul 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Kindle Edition,view,/book/show/40961608-the-worst-hard-time
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them","Egan, Timothy*",0735225265,9780735225268,0735225265,432        pp,4.40,"23,878","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/61423989-a-fever-in-the-heartland
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,388","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2023","Jan 11, 2023","Jan 01, 2023",,Hardcover,view,/book/show/60435878-carrie-soto-is-back
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"844,822","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"783,593","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/61718053-happy-place
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Act of Oblivion,"Harris, Robert*",0735282129,9780735282124,0735282129,480        pp,4.08,"14,582","Sep 01, 2022","Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/60607207-act-of-oblivion
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,"Duke, Annie*",0735216363,,B074DG9LQF,288        pp,3.83,"18,314","Feb 02, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Kindle Edition,view,/book/show/36146637-thinking-in-bets
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Kind,"Casey, Jane*",0008404933,9780008404932,0008404933,480        pp,3.90,"5,096","May 27, 2021","May 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/56196740-the-killing-kind
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Forgotten        (Andrea Oliver, #2)","Slaughter, Karin*",0062858114,9780062858115,0062858114,400        pp,4.02,"90,405","Jun 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2023","Jul 28, 2023","Jan 01, 2023",,Hardcover,view,/book/show/59445976-girl-forgotten
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Promise of Jenny Jones,"Osborne, Maggie",0446604410,9780446604413,0446604410,384        pp,4.15,"3,547","Apr 01, 1997","Apr 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 12, 2023","Jan 01, 2023",,Mass Market Paperback,view,/book/show/731539.The_Promise_of_Jenny_Jones
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Texan's Wager        (Wife Lottery, #1)","Thomas, Jodi*",0515134007,9780515134001,0515134007,336        pp,3.90,"7,119","Oct 29, 2002","Oct 29, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2023","Feb 23, 2023","Jan 01, 2023",,Mass Market Paperback,view,/book/show/242344.The_Texan_s_Wager
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Lining,"Osborne, Maggie",044900516X,9780449005163,044900516X,352        pp,4.13,"8,047",2000,"Jan 04, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2023","Feb 10, 2023","Jan 01, 2023",,Mass Market Paperback,view,/book/show/467409.Silver_Lining
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic Hour,"Hannah, Kristin*",,,B000FCKPJE,416        pp,4.16,"132,610",2006,Jan 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 26, 2023","Jan 01, 2023",,Kindle Edition,view,/book/show/43801615-magic-hour
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,327","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 21, 2023","Jan 01, 2023",,Hardcover,view,/book/show/58690308-book-lovers
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something in the Heir,"Enoch, Suzanne",1250842522,9781250842527,1250842522,352        pp,3.53,"4,459","Sep 20, 2022","Sep 20, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2022","Jan 01, 2023",,Paperback,view,/book/show/59808317-something-in-the-heir
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shades Of Twilight,"Howard, Linda",,,B002XQAB26,386        pp,4.11,"10,490",Jul 1996,Aug 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 27, 2022","Jan 01, 2023",,Kindle Edition,view,/book/show/52542100-shades-of-twilight
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cutting Edge,"Howard, Linda",155166478X,9781551664781,155166478X,251        pp,3.48,"3,172",1985,1985,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 27, 2022","Jan 01, 2023",,Paperback,view,/book/show/420756.The_Cutting_Edge
