,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NerwSlowa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watchmen,"Moore, Alan*",6067105446,9786067105445,6067105446,448        pp,4.38,"558,067",1987,Apr 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A birthday gift from last year, received after unending complaints about my lack of knowledge on how to start reading comic books.I do admit to havingA birthday gift from last year, received after unending complaints about my lack of knowledge on how to start reading comic books.I do admit to having quite some trouble reading this comic. The plot is dense, the characters - distinct, with different storylines slowly merging from completely loose to tightly entwined. Therefore, Alan Moore's work requires attention to details and a clear mind allowing the reader to fully embrace each page. This also means that, in case you don't complain about an excessive amount of free time, you might not fully enjoy reading this book or have a hard time immersing yourself into the plot. However, I also have to clearly say that such a 'mind-free' time has come for me now, during the national quarantine, thanks to which I was finally able to finish it, and I had quite a great time reading it.I really like how each character represents a different attitude to the world - from being indifferent to the human problems to seeing them as an ultimate sense of life.A must-read classic....more",Notes are private!,0,0,1,"Nov 10, 2019","Apr 18, 2020","Nov 10, 2019",,Hardcover,view (with text),/book/show/41155908-watchmen
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pomówmy szczerze,"Barnes, Julian",8381392144,9788381392143,8381392144,320        pp,3.71,"6,194",1991,"Sep 18, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Opowiedziana z (co najmniej) trzech różnych perspektyw historia pewnego małżeństwa. Poza jak zwykle wybitnym stylem Barnesa zachwycić może tutaj jego Opowiedziana z (co najmniej) trzech różnych perspektyw historia pewnego małżeństwa. Poza jak zwykle wybitnym stylem Barnesa zachwycić może tutaj jego dar spostrzegawczości i obserwacji, i tego, jak doskonale pokazuje stopniowe otwieranie się na rozmówcę wypowiadających się osób. Jak zwykle z Barnesem, jestem zdecydowanie za mało mądra, żeby właściwie tę książkę ocenić czy w twórczy sposób skomentować. Mogę napisać jedynie, że jestem zachwycona, i że chciałabym jak najwięcej właśnie takich książek w swoim życiu. Trzeba się na nich skupić - dlatego czytanie takiej krótkiej w sumie książki zajęło mi praktycznie dwa miesiące, bo nie chciałam jej ""marnować"" na dzień, gdy byłam zmęczona - ale warto, bo obrazy z niej się wyłaniające (dotyczące czy to poszczególnych sytuacji, czy też ""typu"" bohaterów) potrafią zostać w pamięci na długo....more",Notes are private!,0,0,1,"Nov 04, 2019","Jan 04, 2020","Nov 10, 2019",,Hardcover,view (with text),/book/show/51012266-pom-wmy-szczerze
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,847","Oct 03, 2019","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well-written, page-turning, feminist and simply amazing <3 I've read many of Jojo Moyes's books and I actually think this one might be the best. The uWell-written, page-turning, feminist and simply amazing <3 I've read many of Jojo Moyes's books and I actually think this one might be the best. The unwelcoming terrain of Kentucky, the characters with their good and bad sides and the grasping tale about the power of womanhood, stories, books and love make this book a must-read of 2019.Thank you, Reese Witherspoon, for giving me one of the best girl-ish and feminist novels this year. Again. <3(11/12 read in English in 2019)...more",Notes are private!,0,1,1,"Nov 03, 2019","Nov 22, 2019","Nov 10, 2019",,Hardcover,view (with text),/book/show/43925876-the-giver-of-stars
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokuta,"Kańtoch, Anna",8380498909,9788380498907,8380498909,352        pp,3.78,412,"Jul 31, 2019","Jul 31, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anna Kańtoch bardzo wysoko ustawiła poprzeczkę swoją ""Wiarą"", zrozumiale więc, iż rzeczą niezwykle trudną jest do tego progu dorównać.Czy udaje się toAnna Kańtoch bardzo wysoko ustawiła poprzeczkę swoją ""Wiarą"", zrozumiale więc, iż rzeczą niezwykle trudną jest do tego progu dorównać.Czy udaje się to w ""Pokucie"" - chyba nie do końca. Ale mimo że nie jest to kryminał genialny i olśniewający, to jest to kryminał bardzo dobry. Przyznaję, że mam słabość do tych PRL-owych scenerii (prawdopodobnie dlatego, że sama ich nie doświadczyłam, więc traktuję je z bardzo dużym romantyzmem), historii osadzonych w kontekście historyczno-kulturowym i w sumie sympatycznych, ze zrozumiałymi problemami bohaterów. (Aczkolwiek wciąż czekam na postać policjanta, który nie ma problemów osobistych). Podobało mi się <3 (I bardzo doceniam zakończenie, które, mimo że mogło wykorzystać pewien bardzo oklepany w kryminałach motyw, bardzo zgrabnie go ominęło i zrobiło coś niby prostego, ale zaskakującego). ...more",Notes are private!,0,2,1,"Nov 10, 2019","Dec 11, 2019","Nov 10, 2019",,Paperback,view (with text),/book/show/45484352-pokuta
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pozwól mi wrócić,"Paris, B.A.*",8381254655,9788381254656,8381254655,320        pp,3.51,"110,954","Mar 08, 2018","Feb 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mocno przekombinowane, ale zakończenie, choć mało prawdopodobne, dostarcza uciechy. Czyta się błyskawicznie. Zdecydowanie lepsze niż ""Na skraju załamaMocno przekombinowane, ale zakończenie, choć mało prawdopodobne, dostarcza uciechy. Czyta się błyskawicznie. Zdecydowanie lepsze niż ""Na skraju załamania"", ale mniej spostrzegawcze niż ""Za zamkniętymi drzwiami"". Ogólnie: dobre na niedzielę. Oprócz korekty. Za korektę ktoś powinien mieć potrącone z pensji, bo brakuje mnóstwa przecinków. MNÓSTWA. (Adnotacja: gdy sprawdziłam na okładce, to podana jest tylko pani redaktorka. Czyżby oznaczało to, że nie było korekty? Halo, halo, wydawnictwo Albatros, bardzo nie podobają mi się takie praktyki).Aczkolwiek wciąż szukam i będę szukać powieści, która jednocześnie mnie wciągnie + będzie napisana dobrym językiem + nie będzie poruszać przykrych tematów....more",Notes are private!,0,0,1,"Nov 02, 2019","Nov 02, 2019","Nov 02, 2019",,Paperback,view (with text),/book/show/43173413-pozw-l-mi-wr-ci
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zniknięcie Annie Thorne,"Tudor, C.J.*",8380156781,9788380156784,8380156781,416        pp,3.61,"33,855","Feb 21, 2019","Jul 17, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kolejny ""szybki kryminał"" na jesienno-zimowe popołudnie. Poprzednia książka C.J. Tudor, mimo że podobała mi się i fabularnie, i literacko (jak na krymKolejny ""szybki kryminał"" na jesienno-zimowe popołudnie. Poprzednia książka C.J. Tudor, mimo że podobała mi się i fabularnie, i literacko (jak na kryminał), zdecydowanie za dużo (i zbyt topornie) czerpała z Kinga. Podczas lektury ""Kredziarza"", mimo że nigdy horrorów Kinga nie czytałam i czytać nie będę, byłam w stanie wypunktować wszystkie ""odniesienia"" (albo raczej: zrzynanie) do Króla. ""Zniknięcie Annie Thorne"" jest bardziej oryginalne, ma początek, stopniowe odkrywanie tajemnicy i rozwiązanie (oraz zamykanie wątków). Czyta się niesamowicie szybko (aczkolwiek nie jest to poziom ""wciągnięcia"" z ""Pacjentki"" Michaelidesa). Jako prosta rozrywka - jak najbardziej polecam.SPOILER!!!!!!!!!!!!!!!!!!!!Zdecydowanie wolę kryminały ""standardowe"" niż z paranormal activity - to również rzutuje na moją ocenę....more",Notes are private!,0,0,1,"Oct 30, 2019",Nov 2019,"Nov 02, 2019",,Paperback,view (with text),/book/show/45721043-znikni-cie-annie-thorne
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pacjentka,"Michaelides, Alex*",8328061473,9788328061477,8328061473,352        pp,4.18,"2,166,787",2018,"Mar 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Najnowszy kryminalno-thrillerowaty hit musiał znaleźć się pod moim bacznym spojrzeniem - miałam wolne popołudnie i ogromną potrzebę przeczytania czegoNajnowszy kryminalno-thrillerowaty hit musiał znaleźć się pod moim bacznym spojrzeniem - miałam wolne popołudnie i ogromną potrzebę przeczytania czegoś lekkiego i wciągającego.I, jakby nie patrzeć, dostałam właśnie to, czego chciałam. 350 stron przeczytałam w niecałe 4 godziny (ach, ta interlinia i marginesy! i ta lekkość pisania!), nie mogąc się od tej książki oderwać, dopóki nie poznam zakończenia. A o to chyba chodzi w thrillerach, czyż nie?Jeżeli jednak miałabym oceniać tę książkę jako Dzieło, moja ocena byłaby nieco inna (i, niestety, nieco mniej pochlebna). Wiele fałszywych tropów końcowo nieco się rozmywa, jakby autor nie miał pomysłu na ich dokończenie, podczas gdy jeden, który miał być tylko lekką, wręcz niezauważalną sugestią*, dla osoby mającej wiedzę o tym, jak działa terapia i jakie wymogi stawiane są terapeutom, jest po prostu wyjawieniem zakończenia (a przynajmniej: osoby mordercy). Bardzo jednak cieszy mnie to, że widać, iż autor w bardzo dobry sposób wykorzystał swoją wiedzę (prawdopodobnie) nabytą w praktykach w szpitalu psychiatrycznym. Fragmenty o terapii, działaniu na drugą osobę i pomocy w różnych traumach są naprawdę udane, i może nieco ""podprogowo"" zmienią czytelnikom spojrzenie na terapię z ""to tylko dla świrów"" na ""kurczę, a może skoro gdy boli mnie głowa, to idę do lekarza, to jak boli mnie dusza, to też byłoby dobrze poprosić o pomoc"". Jako czytadło: bardzo okej, i wielu osobom po prostu będzie się podobać jako czołówka kryminałów z tego roku. Dla mnie: coś idealnego właśnie na wolny wieczór, gdy bardzo chciałabym coś poczytać, ale nie jestem w stanie się za bardzo skupić.OSTRZEŻENIE: jeżeli chcecie iść spać, nie czytajcie tej książki - po prostu nie da się jej odłożyć. * - SPOILER: znaleźć go można po ok. 100 albo 150 stronach powieści...more",Notes are private!,0,1,1,"Oct 28, 2019","Oct 28, 2019","Nov 01, 2019",,Paperback,view (with text),/book/show/43683806-pacjentka
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Factfulness. Dlaczego świat jest lepszy, niż myślimy, czyli jak stereotypy zastąpić realną wiedzą","Rosling, Hans",8380084993,9788380084995,8380084993,368        pp,4.36,"182,910","Apr 03, 2018",2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Słyszałam o tej książce wiele dobrego już z rok przed jej przeczytaniem. Po lekturze stwierdzam, że wszystkie peany były uzasadnione - jest to książkaSłyszałam o tej książce wiele dobrego już z rok przed jej przeczytaniem. Po lekturze stwierdzam, że wszystkie peany były uzasadnione - jest to książka, która ma szansę zupełnie zmienić Wasze postrzeganie świata i odbiór newsów oraz informacji medialnych, a także jakichś dłuższych wywodów argumentacyjnych. Jeżeli jesteście typem człowieka, który jak ja rozkłada każdą wypowiedź na czynniki pierwsze, a od znajomych wciąż słyszy wyrzuty, że czepia się słówek, to jest to książka dla Was.Jeżeli lubicie dyskusje, argumentowanie, wymianę poglądów, to jest to książka dla Was.Jeżeli jesteście studentami, kandydatami albo absolwentami jakiegokolwiek humanistycznego kierunku, to jest to książka dla Was.Jeżeli czasem czytacie albo słuchacie czy oglądacie wiadomości, to jest to książka dla Was.Jestem absolutnie zachwycona. I nie, wcaaaaaaaaaaaaaaaale nie nawijam o tej książce całemu swojemu otoczeniu od miesiąca. W OGÓLE....more",Notes are private!,0,1,1,"Oct 15, 2019","Nov 18, 2019","Oct 15, 2019",,Hardcover,view (with text),/book/show/42486404-factfulness-dlaczego-wiat-jest-lepszy-ni-my-limy-czyli-jak-stereoty
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opowiadania bizarne,"Tokarczuk, Olga",,,,256        pp,3.84,"5,047",2008,"Apr 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tak, czytałam Tokarczuk przed Noblem.Nie, nie przeczytałam wszystkich 14 książek. Przeczytałam 2 (i obiema byłam zresztą zachwycona). Tak, teraz nadraTak, czytałam Tokarczuk przed Noblem.Nie, nie przeczytałam wszystkich 14 książek. Przeczytałam 2 (i obiema byłam zresztą zachwycona). Tak, teraz nadrabiam. BO TAK. BO MOGĘ. BO CHCĘ. (Aczkolwiek muszę to rozłożyć jakoś rozsądnie w czasie, bo moje zamówienie - zamówione parę godzin po wiadomości o Noblu - przyjdzie do mnie najwcześniej w połowie listopada :D).I cieszę się tak bardzo i tak mocno z tego Nobla (mimo że sama nie miałam w nim oczywiście najmniejszego udziału), i rozpiera mnie jakaś taka duma. I cieszę się, że ludzie po prostu kupują i pożyczają jej książki, dzięki czemu Autorka zarobi, i dzięki czemu może chociaż jednej osobie podpasuje ten - jednak trudny - styl pisania. Albo może ktoś wejdzie do księgarni i ""przy okazji"" kupi sobie inną książkę, która będzie prostsza i nawet spodoba mu się bardziej, ale dzięki niej zacznie czytać. Wszystko, co sprawi, że naród będzie czytał prozę, jest w moim przekonaniu dobre. Co do samych ""Opowiadań..."": nieważne, co teraz napiszę, będzie powiedziane, że subiektywne, stronnicze i zakłócone przez werdykt. Przyznaję jednak, że jestem zachwycona - atmosferą niepokoju i dziwności, językiem, stylem, emocjonalnym poruszeniem. Polecam każdemu....more",Notes are private!,0,1,1,"Oct 10, 2019","Oct 15, 2019","Oct 14, 2019",,Hardcover,view (with text),/book/show/39215270-opowiadania-bizarne
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wschód – Zachód        (Opowieści z Meekhańskiego Pogranicza, #2)","Wegner, Robert M.",8361187162,9788361187165,B004ZKNHOC,688        pp,4.40,"1,971",2010,"Sep 07, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recenzja krótka: WSPANIAŁE!Recenzja długa:Przyznaję się, że mimo iż fantastyka/fantasy były moją miłością za czasów podstawówki i gimnazjum, ostatnio Recenzja krótka: WSPANIAŁE!Recenzja długa:Przyznaję się, że mimo iż fantastyka/fantasy były moją miłością za czasów podstawówki i gimnazjum, ostatnio prymat w moich lekturach wiodły jednak inne gatunki - szeroko pojęta literatura piękna, kryminały, powieści obyczajowe, a ostatnio także komiksy czy też powieści graficzne. Elementy fantastyczne pojawiały się raczej na zasadzie wyjątku, gdy oglądałam jakiś serial albo film z takimi wątkami (#Marvel4Ever), w lekturach - raczej rzadko. Ostatnim momentem, kiedy rzeczywiście tak bardzo potrzebowałam po fantastykę sięgnąć, była jesień, kiedy za oknem zaczynała się robić plucha, szarość i brud. Saga Wegnera była mi polecana wielokrotnie przez osoby, którym naprawdę bardzo co do gustu literackiego ufam. Trudno było mi się wkręcić w początek pierwszego tomu, jednak potem się zachwyciłam, od razu sięgnęłam więc po drugi i... znowu zostawał on gdzieś w tle (właśnie zauważyłam, że czytałam go przez całe pół roku! Z czego większość przez ostatni tydzień). Zapewniam jednak, że nie jest to spowodowane samą prozą, bo ta jest znakomita, a jedynie moją sytuacją życiową i natłokiem obowiązków.Wegner i tutaj wykorzystuje formę z tomu pierwszego, dzieląc książkę na dwie części (a każdą z nich: na cztery opowiadania mające wspólnego bohatera). Zabieg taki jest wspaniały, ponieważ pozwoli - mam nadzieję - na połączenie całej czwórki bohaterów w kolejnych tomach, w prawdopodobnie przedziwny i zaskakujący sposób. Jest tutaj walka, są miecze, jest lojalność, waleczność, dbanie o swój ród, klan czy hordę, pewna prostota heroizmu danej historii, ale łącząca się z wyrafinowaniem opowiadającego. Tak bardzo, bardzo, bardzo potrzebowałam takiej właśnie Opowieści - i, jak się wydaje ze względu na niezbyt sprzyjające okoliczności życiowe, wielu z nas również może jej potrzebować.Jeżeli lubicie poznawać światy, w których brzęk miecza łączy się ze szczękiem stali, a w tle szaleje nikomu nieznana magia, bardzo, bardzo polecam Wam tę historię. Autor wciąga w kreowany przez siebie świat, budując go przez osobne, wyraziste opowiadania, sprawiając, że nie będziecie w stanie o tej historii zapomnieć. A o to chyba chodzi.Polecam tak bardzo....more",Notes are private!,0,0,1,"Oct 05, 2019","Mar 20, 2020","Oct 06, 2019",,Paperback,view (with text),/book/show/9561015-wsch-d-zach-d
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Split the Difference: Negotiating as if Your Life Depended on It,"Voss, Chris*",,,,274        pp,4.36,"158,334","May 17, 2016","Mar 23, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finished. After almost a year.Okay, to be honest, it's a very good book, based on the vast experience of the author, who had been working as an FBI hoFinished. After almost a year.Okay, to be honest, it's a very good book, based on the vast experience of the author, who had been working as an FBI hostage negotiator for many years. It has all the knowledge - mostly very surprising and different than what is being taught in the usual corporate e-learnings - about negotiations. However, this is surely a book that 1) requires focus (hence a very long read-time of mine) 2) is aimed mostly at the people who are supposed to negotiate/will negotiate/maybe can negotiate/are intrerested in the negotiation process. And yes, I do understand Voss's view on negotiation - that everything in life is a negotiation, as this hated YouTube advertisement that shows up every day says - but I do not think this will be interesting for everyone....more",Notes are private!,0,0,1,"Aug 20, 2019","Jun 20, 2020","Sep 28, 2019",,Paperback,view (with text),/book/show/30736658-never-split-the-difference
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wyrok        (Chyłka i Zordon, #10)","Mróz, Remigiusz*",8366381935,9788366381933,8366381935,537        pp,3.67,"2,072","Sep 18, 2019","Sep 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tak dobrze mi się czyta, a tak bardzo jest to przesadzone i karykaturalne, jak film akcji na sterydach. (I to nie taki samoświadomy, jak często bywająTak dobrze mi się czyta, a tak bardzo jest to przesadzone i karykaturalne, jak film akcji na sterydach. (I to nie taki samoświadomy, jak często bywają te z Dwaynem Johnsonem, tylko - mimo wielości żartów - traktujący się bardzo serio).Zagęszczenie pościgów, wybuchów, porwań, morderstw, knowań, intryg i (dość tym razem oczywistych) ""zmieniających wszystko rozwiązań fabularnych"" to ok. 500 razy tyle, ile w ciągu roku zdarza się w najbardziej niebezpiecznych rejonach świata. Wrzucane znikąd teksty, odzywki, jakaś tam wiedza na temat postępowania karnego - to wszystko tutaj jest w ilościach hurtowych i przekraczających jakiekolwiek granice rozsądku.I choć widzę te wszystkie wady, to i tak spoko się czyta :D...more",Notes are private!,0,2,1,"Sep 28, 2019","Sep 30, 2019","Sep 28, 2019",,Paperback,view (with text),/book/show/52288183-wyrok
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Północ - Południe        (Opowieści z Meekhańskiego Pogranicza, #1)","Wegner, Robert M.",8361187081,9788361187080,8361187081,576        pp,4.36,"2,836","Jun 15, 2009","Jun 15, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Halo, halo, miłośnicy fantastyki! Bardzo proszę zamówić tę książkę w kolejnym zamówieniu. Opisy marketingowe (coś o epickiej opowieści zachwycającej nHalo, halo, miłośnicy fantastyki! Bardzo proszę zamówić tę książkę w kolejnym zamówieniu. Opisy marketingowe (coś o epickiej opowieści zachwycającej niespotykanym w polskiej literaturze rozmachem i poświęceniu, honorze, męstwie i lojalności) nie oddają sprawiedliwości temu, jak świetne jest dzieło Wegnera. Osiem opowiadań - z czego każda z czwórek ma w swoim obrębie wspólną klamrę - zapowiada serię wybitną, pomysłową, zaskakującą i emocjonalną. Jedyne, do czego mogłabym się przyczepić: ktoś chyba nie do końca przyłożył się do korekty. Dla mnie 5 gwiazdek i polecenia czytania wszystkim, którzy (tak jak ja) poszukują czegoś z mieczami, stalą, krwią, potem i zapadającymi w pamięć historiami....more",Notes are private!,0,0,1,"Sep 18, 2019","Sep 28, 2019","Sep 21, 2019",,Paperback,view (with text),/book/show/6473945-p-noc---po-udnie
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemizja,"Ferlut, Nathalie",8366140741,9788366140745,8366140741,102        pp,3.85,501,"Aug 17, 2017","Apr 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo feministyczna historia o pierwszej malarce Europy, w punkt (aczkolwiek czasem łopatologicznie) podkreślająca nierówność i niesprawiedliwość, a Bardzo feministyczna historia o pierwszej malarce Europy, w punkt (aczkolwiek czasem łopatologicznie) podkreślająca nierówność i niesprawiedliwość, a jednocześnie będąca opowieścią o trudnej rodzicielskiej miłości i rzeczach być może najtrudniejszych. Dobry prezent dla wszystkich (nie tylko, ale zwłaszcza) młodych kobiet oraz osób zainteresowanych biografiami artystów.Osobiście nie do końca doceniam styl rysowania komiksów, ale jest to kwestia zupełnie obiektywna; rzecz, za którą odbieram całą jedną gwiazdkę to, oprócz wspomnianej już niekiedy łopatologii, strasznie mały i cieniutki druk, który sprawia, że nawet osoba z odpowiednio dobranymi okularami przez całe 92 strony komiksu musi nieziemsko się wysilać, aby być w stanie cokolwiek przeczytać, a obrazy bez tekstu wita z westchnieniem ulgi. ...more",Notes are private!,0,0,1,"Sep 20, 2019","Sep 21, 2019","Sep 21, 2019",,Hardcover,view (with text),/book/show/44558447-artemizja
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paper Girls, Volume 1","Vaughan, Brian K.*",1632156741,9781632156747,1632156741,144        pp,3.89,"101,589","Mar 30, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was... okay, I guess? I read it in Polish, the translator's work was amazing, using a real-life teenag language. I would like to know, what happeneIt was... okay, I guess? I read it in Polish, the translator's work was amazing, using a real-life teenag language. I would like to know, what happened next, if I had the chance, enough money, time and so on, but it didn't hook me up as much as the amazing 'Giant Days'. I also think that even though I appreciate the drawings, the -a-little-gore-esthetics might be too much for me....more",Notes are private!,0,1,1,"Sep 14, 2019","Sep 14, 2019","Sep 15, 2019",,Paperback,view (with text),/book/show/28204534-paper-girls-volume-1
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miś zwany Paddington        (Paddington # 1),"Bond, Michael",8324012109,9788324012107,8324012109,143        pp,4.23,"82,683","Oct 13, 1958",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ładny początek ładnej i zabawnej serii dla dzieci.,Notes are private!,0,0,1,"Sep 13, 2019","Sep 14, 2019","Sep 15, 2019",,Hardcover,view (with text),/book/show/7856932-mi-zwany-paddington
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Dressmaker,"Wang, Jen*",162672363X,9781626723634,162672363X,277        pp,4.35,"108,609","Feb 13, 2018","Feb 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amazingly-drawn and well-written - maybe short and a bit naive, but if you consider it a modern fairytale, it all fits. Such a beautiful story <3 I amAmazingly-drawn and well-written - maybe short and a bit naive, but if you consider it a modern fairytale, it all fits. Such a beautiful story <3 I am so glad that I actually started reading comic books.(10/12 read in English in 2019)...more",Notes are private!,0,0,1,"Aug 26, 2019","Aug 26, 2019","Aug 28, 2019",,Paperback,view (with text),/book/show/34506912-the-prince-and-the-dressmaker
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giant Days #53,"Allison, John*",1684155703,9781684155705,B07VGZDF7H,30        pp,4.24,245,"Aug 07, 2019","Aug 07, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,<3I don't want this to finish. But I know this is the only way. Eh.A comic-reader's life is hard.<3I don't want this to finish. But I know this is the only way. Eh.A comic-reader's life is hard....more,Notes are private!,0,0,1,"Aug 25, 2019","Aug 25, 2019","Aug 25, 2019",,Kindle Edition,view (with text),/book/show/50089728-giant-days-53
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kolor pawich piór,"Moyes, Jojo*",,,,528        pp,3.46,"23,977","Feb 28, 2005",2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, so maybe I am not romantic enough to fully grasp the 'amazingness' of this particular book, but I think it is one of the worst Jojo Moyes' worksOkay, so maybe I am not romantic enough to fully grasp the 'amazingness' of this particular book, but I think it is one of the worst Jojo Moyes' works. I mean: it is a real page-turner (as always), the mixture of the past and the present is also okay.But the heroin is neither a 'troubled woman', nor is she somebody the reader could feel sympathy for. She seems spoilt and unconnected to her feelings, and it really seems like she should go to therapy and work so many things out first instead of just going on with her life, and not wait for her family and everybody else to work things out for her. Some of the plot lines are not really necessary, they don't bring anything new to our understanding of the story - i.e. the political situation in Argentina.There is also one disturbing event in the middle of the book that is not totally solved in the end, which causes me to not think about this book as a 'light summer read' (which I really needed right now). I also just absolutely hate (and I am writing this as a woman who most probably wants to be a wife and a mother one day) how books always tell us that 'a good woman' is a woman with children. Well, maybe somebody just does NOT want them. Why can't I have a heroine who just does NOT want children and is not a lesbian, and who is happy without them? Eh. The other books (at least some of them) were just better....more",Notes are private!,0,0,1,"Aug 14, 2019","Aug 17, 2019","Aug 17, 2019",,Paperback,view (with text),/book/show/52051984-kolor-pawich-pi-r
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,001,946","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is exceptionally amazing.I love the story, the characters, their development, thoughts and lives. I am absolutely astonished by how well-wriThis book is exceptionally amazing.I love the story, the characters, their development, thoughts and lives. I am absolutely astonished by how well-written and on-the-point this book is, and how amazingly it describes fame, love, mistakes and redemption. I think this book might be the best book of 2019 for me so far.If you are just a little bit interested by the description of its book - just read it. You will not regret it, because the story of the seven husbands of Evelyn Hugo, her life and of one journalist who interviews her is something that will stay with you for a long, long time.I am absolutely stunned. Can't wait to read 'Daisy Jones & The Six' - I'll be completely okay with ith being even half as good as 'Seven Husbands...'....more",Notes are private!,0,0,1,Aug 2019,"Aug 25, 2019","Aug 05, 2019",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giant Days #52,"Allison, John*",1641447370,9781641447379,B07T9GFNJ1,29        pp,4.20,223,unknown,"Jul 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What am I gonna do until issue 53 :O And I really don't want to think what I will do after the finale of the series. It has been an amazing and beautiWhat am I gonna do until issue 53 :O And I really don't want to think what I will do after the finale of the series. It has been an amazing and beautiful experience <3...more,Notes are private!,0,0,1,"Jul 23, 2019","Jul 23, 2019","Jul 27, 2019",,Kindle Edition,view (with text),/book/show/52504576-giant-days-52
