,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christopher's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Onion Girl        (Newford, #8)","Lint, Charles de*",0765303817,9780765303813,0765303817,512        pp,4.16,"7,837",2001,"Aug 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/543343.The_Onion_Girl
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Enchanter        (Wayfarer Redemption, #2)","Douglass, Sara",0765341964,9780765341969,0765341964,669        pp,4.02,"12,156",1996,"Apr 15, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/209497.Enchanter
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spirit Gate        (Crossroads, #1)","Elliott, Kate*",0765310554,9780765310552,0765310554,445        pp,3.59,"3,948","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/210197.Spirit_Gate
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince of Dogs        (Crown of Stars, #2)","Elliot, Kate",1857237234,9781857237238,1857237234,612        pp,3.92,"7,234",1998,"Apr 15, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/202061.Prince_of_Dogs
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lent,"Walton, Jo*",0765379066,9780765379061,0765379066,382        pp,3.98,"1,986","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/41554680-lent
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among Others,"Walton, Jo*",076532153X,9780765321534,076532153X,304        pp,3.70,"24,552","Jan 18, 2011","Jan 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/8706185-among-others
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dragons of Autumn Twilight        (Dragonlance: Chronicles, #1)","Weis, Margaret",0786915749,9780786915743,0786915749,444        pp,4.01,"117,215","Nov 12, 1984","Feb 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/259836.Dragons_of_Autumn_Twilight
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining Court        (The Sun Sword, #3)","West, Michelle",0886778379,9780886778378,0886778379,737        pp,4.20,"1,678","Aug 01, 1999","Aug 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/175599.The_Shining_Court
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Uncrowned King        (The Sun Sword, #2)","West, Michelle",0886778018,9780886778019,0886778018,687        pp,4.15,"2,239","Sep 01, 1998","Sep 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/153218.The_Uncrowned_King
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Broken Crown        (The Sun Sword, #1)","West, Michelle",0886777402,9780886777401,0886777402,764        pp,3.94,"3,153","Jul 01, 1997","Jul 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/153220.The_Broken_Crown
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Lung Captain        (Tales of the Ketty Jay, #2)","Wooding, Chris",0575085185,9780575085183,0575085185,442        pp,4.25,"5,466","Jul 01, 2010","Jul 29, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/7492383-the-black-lung-captain
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Iron Jackal        (Tales of the Ketty Jay, #3)","Wooding, Chris",0575098066,9780575098060,0575098066,480        pp,4.30,"4,063","Oct 20, 2011","Oct 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/9931820-the-iron-jackal
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ace of Skulls        (Tales of the Ketty Jay, #4)","Wooding, Chris",0575098112,9780575098114,0575098112,492        pp,4.43,"3,203","Sep 19, 2013","Sep 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/15763857-the-ace-of-skulls
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bird King,"Wilson, G. Willow*",080212903X,9780802129031,080212903X,403        pp,3.74,"9,080","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/40642333-the-bird-king
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Retribution Falls        (Tales of the Ketty Jay, #1)","Wooding, Chris",0575085150,9780575085152,0575085150,380        pp,3.96,"10,085","Jun 18, 2009","Jun 18, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/6285903-retribution-falls
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magicians' Guild        (Black Magician Trilogy, #1)","Canavan, Trudi",006057528X,9780060575281,006057528X,370        pp,3.95,"84,433","Oct 24, 2001","Feb 27, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 23, 2019","Nov 24, 2019","Aug 31, 2019",,Mass Market Paperback,view,/book/show/670394.The_Magicians_Guild
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fortress in the Eye of Time        (Fortress, #1)","Cherryh, C.J.*",0061056898,9780061056895,0061056898,773        pp,3.87,"4,003",May 1995,"Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/57017.Fortress_in_the_Eye_of_Time
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Invisible Library        (The Invisible Library, #1)","Cogman, Genevieve*",1447256239,9781447256236,1447256239,329        pp,3.74,"58,857","Dec 15, 2014","Jan 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/21416690-the-invisible-library
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Burning Page        (The Invisible Library, #3)","Cogman, Genevieve*",1447256271,9781447256274,1447256271,358        pp,4.05,"19,339","Dec 13, 2016","Dec 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/29345916-the-burning-page
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memory        (Vorkosigan Saga, #10)","Bujold, Lois McMaster*",2290052302,9782290052303,2290052302,509        pp,4.43,"18,660","Aug 01, 1996",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/61880.Memory
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,810",Jun 1979,"Feb 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/60931.Kindred
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Red Knight        (The Traitor Son Cycle, #1)","Cameron, Miles*",0575113294,9780575113299,0575113294,650        pp,4.10,"17,508","Sep 01, 2012","Oct 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/13616278-the-red-knight
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fell Sword        (The Traitor Son Cycle, #2)","Cameron, Miles*",1407247190,9781407247199,1407247190,606        pp,4.25,"10,070","Dec 19, 2013","Jan 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/17737893-the-fell-sword
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dragon and Phoenix        (Dragonlord, #2)","Bertin, Joanne",0812545427,9780812545425,0812545427,695        pp,3.97,"2,018","Nov 01, 1999","Nov 15, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/253155.Dragon_and_Phoenix
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Voyage of the Basilisk        (The Memoirs of Lady Trent, #3)","Brennan, Marie*",,,B00NDZNSL2,370        pp,4.19,"9,176","Mar 27, 2015","Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Kindle Edition,view,/book/show/21893608-the-voyage-of-the-basilisk
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Green Rider        (Green Rider, #1)","Britain, Kristen",0886778581,9780886778583,0886778581,471        pp,4.08,"38,106","Nov 01, 1998","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/147843.Green_Rider
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising Saga, #1)","Brown, Pierce*",,,,382        pp,4.27,"433,145","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/15839976-red-rising
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sharing Knife / Beguilement and Legacy,"Bujold, Lois McMaster*",0739484907,9780739484906,0739484907,485        pp,4.08,665,2006,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/3733663-the-sharing-knife-beguilement-and-legacy
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City Stained Red        (Bring Down Heaven, #1)","Sykes, Sam",0575132175,9780575132177,0575132175,646        pp,3.68,"2,356","Apr 17, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/18516090-the-city-stained-red
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avaryan Rising        (Avaryan Rising, #1-3)","Tarr, Judith*",0312863888,9780312863883,0312863888,864        pp,3.85,239,1988,"Oct 15, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/371433.Avaryan_Rising
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tiger and the Wolf        (Echoes of the Fall, #1)","Tchaikovsky, Adrian*",0230770061,9780230770065,0230770061,590        pp,3.96,"4,609","Feb 11, 2016","Apr 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/26863058-the-tiger-and-the-wolf
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Way of Kings        (The Stormlight Archive, #1)","Sanderson, Brandon*",0765326353,9780765326355,0765326353,"1,007        pp",4.66,"493,641","Aug 31, 2010","Aug 31, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2019","Sep 23, 2019","Aug 31, 2019",,Hardcover,view,/book/show/7235533-the-way-of-kings
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lord Valentine's Castle        (Lord Valentine, #1)","Silverberg, Robert",0061054879,9780061054877,0061054879,506        pp,3.89,"9,548",Nov 1980,"Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/252838.Lord_Valentine_s_Castle
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorcerers of Majipoor        (Lord Prestimion, #1)","Silverberg, Robert",0061057800,9780061057809,0061057800,611        pp,3.57,594,1982,Aug 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/252971.Sorcerers_of_Majipoor
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Theft of Swords        (The Riyria Revelations, #1-2)","Sullivan, Michael J.*",0316187747,9780316187749,0316187747,691        pp,4.23,"68,567","Nov 23, 2011","Nov 23, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/10790290-theft-of-swords
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Iron Tree        (The Crowthistle Chronicles, #1)","Dart-Thornton, Cecilia*",0765350548,9780765350541,0765350548,448        pp,3.46,"1,377","Jan 01, 2004","Feb 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/434880.The_Iron_Tree
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Melancholy of Mechagirl,"Valente, Catherynne M.*",1421556138,9781421556130,1421556138,219        pp,4.01,"1,056","Jul 14, 2013","Jul 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/16146055-the-melancholy-of-mechagirl
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Strange Bird: A Borne Story        (Borne, #1.5)","VanderMeer, Jeff*",,,B073TSB1TW,96        pp,4.14,"6,824","Aug 01, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Kindle Edition,view,/book/show/35654201-the-strange-bird
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Borne        (Borne, #1)","VanderMeer, Jeff*",0374115249,9780374115241,0374115249,323        pp,3.94,"36,205","Apr 25, 2017","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/31451186-borne
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Martian Race        (Adventures of Viktor & Julia, #1)","Benford, Gregory",0446608904,9780446608909,0446608904,464        pp,3.71,925,1999,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/40363.The_Martian_Race
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of Ancients        (The Bridge of D'Arnath, #4)","Berg, Carol*",0451460421,9780451460424,0451460421,531        pp,3.92,"1,481","Sep 01, 2005","Sep 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/437785.Daughter_of_Ancients
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Guardians of the Keep        (The Bridge of D'Arnath, #2)","Berg, Carol*",0451460006,9780451460004,0451460006,528        pp,3.87,"1,921","Sep 07, 2004","Sep 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/437787.Guardians_of_the_Keep
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thieves' World: Turning Points,"Abbey, Lynn*",,,,368        pp,3.89,387,Nov 2002,"Dec 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/20523347-thieves-world
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hidden Queen        (Anghara Kir Hama, #1)","Alexander, Alma*",0060765704,9780060765705,0060765704,389        pp,3.77,436,Oct 2001,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/1445829.The_Hidden_Queen
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds in the Sky        (All the Birds in the Sky, #1)","Anders, Charlie Jane*",0765379945,9780765379948,0765379945,313        pp,3.59,"46,157","Jan 26, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/25372801-all-the-birds-in-the-sky
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Pale Horse        (Incarnations of Immortality #1),"Anthony, Piers",0345338588,9780345338587,0345338588,325        pp,4.13,"39,861","Oct 01, 1983","Sep 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/76658.On_a_Pale_Horse
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clan of the Cave Bear        (Earth's Children, #1)","Auel, Jean M.",,,B00466HQ2Y,516        pp,4.09,"267,072","May 04, 1980","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Kindle Edition,view,/book/show/40611463-the-clan-of-the-cave-bear
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Windup Girl,"Bacigalupi, Paolo*",1597801577,9781597801577,1597801577,359        pp,3.75,"74,911",Sep 2009,"Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/6597651-the-windup-girl
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stone Mad        (Karen Memory, #2)","Bear, Elizabeth*",1250163838,9781250163837,1250163838,192        pp,3.62,910,"Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/34405622-stone-mad
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winds of Khalakovo        (Lays of Anuskaya, #1)","Beaulieu, Bradley P.*",,,,449        pp,3.31,"1,617","Jan 01, 2011","Mar 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/9601072-the-winds-of-khalakovo
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Of Sand and Malice Made        (The Song of the Shattered Sands, #0.5)","Beaulieu, Bradley P.*",0756412102,,B0191WS00O,227        pp,3.79,"1,029","Sep 06, 2016","Sep 06, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 25, 2019","Nov 30, 2019","Aug 31, 2019",,Kindle Edition,view,/book/show/28169745-of-sand-and-malice-made
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empire of Silence        (Sun Eater, #1)","Ruocchio, Christopher*",0756413028,,B07693PKH7,753        pp,4.06,"12,207","Jul 03, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Kindle Edition,view,/book/show/36454667-empire-of-silence
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The One Kingdom        (The Swans' War, #1)","Russell, Sean",0380792273,9780380792276,0380792273,517        pp,3.72,"1,804",2001,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/618180.The_One_Kingdom
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Red Wolf Conspiracy        (The Chathrand Voyage, #1)","Redick, Robert V.S.*",0575081775,9780575081772,0575081775,560        pp,3.70,"6,284","Jan 01, 2008","Feb 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/2408602.The_Red_Wolf_Conspiracy
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sparrow        (The Sparrow, #1)","Russell, Mary Doria*",0449912558,9780449912553,0449912558,419        pp,4.14,"75,550","Sep 09, 1996","Sep 08, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/334176.The_Sparrow
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritance & Other Stories,"Hobb, Robin*",0061561649,9780061561641,0061561649,374        pp,3.98,"4,985",2011,"May 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/9551603-the-inheritance-other-stories
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady of the Forest,"Roberson, Jennifer*",0821748912,9780821748916,0821748912,608        pp,3.86,"3,027","Sep 01, 1992","Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Paperback,view,/book/show/662639.Lady_of_the_Forest
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Renegade's Magic        (Soldier Son, #3)","Hobb, Robin*",006147312X,9780061473128,006147312X,691        pp,3.54,"16,093",2007,"Nov 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Mass Market Paperback,view,/book/show/1593623.Renegade_s_Magic
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forest Mage        (Soldier Son, #2)","Hobb, Robin*",0060757639,9780060757632,0060757639,718        pp,3.44,"18,397",2006,"Aug 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 10, 2020","May 10, 2020","Aug 31, 2019",,Hardcover,view,/book/show/45106.Forest_Mage
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shaman's Crossing        (Soldier Son, #1)","Hobb, Robin*",0060758287,9780060758288,0060758287,591        pp,3.51,"23,721",2005,"Aug 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 25, 2020","Apr 25, 2020","Aug 31, 2019",,Mass Market Paperback,view,/book/show/45110.Shaman_s_Crossing
