,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michael's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the River: A Journey Beneath the Surface,"Laing, Olivia*",1847677924,9781847677921,1847677924,279        pp,3.78,"2,288","May 05, 2011",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Outside the Downs had disappeared, obliterated by a swelling wall of thunderheads. The cloud was growing as I watched, banking up into headwalls and 'Outside the Downs had disappeared, obliterated by a swelling wall of thunderheads. The cloud was growing as I watched, banking up into headwalls and cornices and deep ice-blue gullies. It looked like the aftermath of an explosion, like the world beyond the hills had been bombed to smithereens. But that's how we go, is it not, between nothing and nothing, along this strip of life, where the ragworts nod in the repeating breeze? Like a little strip of pavement above an abyss, Virginia Woolf once said. And if she's right, then the only home we'll ever have is here. This is it, this spoiled earth. We crossed the river then and pulled away, and in the empty fields the lark still spilled its praise.'...more",Notes are private!,0,2,1,not set,not set,"Mar 08, 2013",,Hardcover,view (with text),/book/show/9711556-to-the-river
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Searches and Seizures,"Elkin, Stanley",0879232536,9780879232535,0879232536,320        pp,4.05,146,1973,"Sep 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/430579.Searches_and_Seizures
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brigitta, with Abdias, Limestone & the Forest Path","Stifter, Adalbert",0946162379,9780946162376,0946162379,248        pp,3.83,70,1844,"Dec 31, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/1278787.Brigitta_with_Abdias_Limestone_the_Forest_Path
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bachelors,"Stifter, Adalbert",1901285707,9781901285703,1901285707,160        pp,3.65,234,1845,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/3091050-the-bachelors
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Summer,"Stifter, Adalbert",3906763730,9783906763736,3906763730,479        pp,3.84,308,1857,"Nov 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/443160.Indian_Summer
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Crystal,"Stifter, Adalbert",159017285X,9781590172858,159017285X,76        pp,3.70,"1,713",1853,"Sep 16, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2013",,Paperback,view,/book/show/2871400-rock-crystal
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poésies,"Valéry, Paul",,,,211        pp,3.98,207,1949,1966,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2013",not set,"Feb 17, 2013",,Paperback,view,/book/show/17380571-po-sies
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pinocchio - Folio Society Edition,"Collodi, Carlo",,,,216        pp,3.85,"80,662",Feb 1883,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 05, 2013","Feb 17, 2013",,Folio Society Slipcase Edition,view,/book/show/17380542-pinocchio---folio-society-edition
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"On the Banks of Plum Creek        (Little House, #4)","Wilder, Laura Ingalls",0060885408,9780060885403,0060885408,384        pp,4.22,"101,452",1937,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2013","Feb 22, 2013","Feb 17, 2013",,Paperback,view,/book/show/7882.On_the_Banks_of_Plum_Creek
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House on the Prairie        (Little House, #3)","Wilder, Laura Ingalls",,,,335        pp,4.21,"290,689",1935,1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Paperback,view,/book/show/77767.Little_House_on_the_Prairie
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House in the Big Woods        (Little House, #1)","Wilder, Laura Ingalls",0060885378,9780060885373,0060885378,224        pp,4.20,"269,082",1932,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Paperback,view,/book/show/8337.Little_House_in_the_Big_Woods
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Arab Melancholia,"Taïa, Abdellah",158435111X,9781584351115,,144        pp,3.60,772,2008,Apr 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Paperback,view,/book/show/13560325-an-arab-melancholia
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Herodotus: The Persian Wars, Books III-IV",Herodotus,0674991311,9780674991316,0674991311,421        pp,4.34,71,-450,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Hardcover,view,/book/show/16678.Herodotus
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Persian Wars Vol III, books 5-7",Herodotus,0674991338,9780674991330,0674991338,592        pp,4.31,36,-430,"Jan 01, 1922",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Hardcover,view,/book/show/260857.The_Persian_Wars_Vol_III_books_5_7
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Persian Wars Vol IV, books 8-9",Herodotus,0674991346,9780674991347,0674991346,432        pp,4.27,62,unknown,"Jan 01, 1925",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Hardcover,view,/book/show/268699.The_Persian_Wars_Vol_IV_books_8_9
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Herodotus: The Persian Wars, Books I-II",Herodotus,0674991303,9780674991309,0674991303,505        pp,4.25,348,-430,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 17, 2013",,Hardcover,view,/book/show/531529.Herodotus
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Promise to Be Good: The Letters of Arthur Rimbaud,"Rimbaud, Arthur",0812970152,9780812970159,0812970152,416        pp,4.24,292,1997,"Nov 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2013",,Paperback,view,/book/show/128458.I_Promise_to_Be_Good
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bridge on the Drina        (Bosnian Trilogy, #1)","Andrić, Ivo",0226020452,9780226020457,0226020452,314        pp,4.33,"21,642",1945,1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2013",,Paperback,view,/book/show/3140.The_Bridge_on_the_Drina
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Appointment,"Müller, Herta",080506012X,9780805060126,080506012X,208        pp,3.39,"3,817",1997,"Sep 13, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A stunningly beautiful, stunningly bleak novel. Significant and substantial.",Notes are private!,0,0,1,"Jan 22, 2013","Feb 03, 2013","Jan 22, 2013",,Hardcover,view (with text),/book/show/2050213.The_Appointment
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Nearly Everything,"Bryson, Bill",076790818X,9780767908184,076790818X,544        pp,4.21,"386,067",2003,"Sep 14, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 22, 2013",not set,"Jan 22, 2013",,Paperback,view,/book/show/21.A_Short_History_of_Nearly_Everything
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo","Reiss, Tom",030738246X,9780307382467,030738246X,414        pp,4.01,"19,815","Sep 18, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 22, 2013",,Hardcover,view,/book/show/13330922-the-black-count
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with a Donkey in the Cevennes,"Stevenson, Robert Louis",,,,136        pp,3.62,"2,546",1879,1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderful book, here published with illustrations that fit the mood perfectly.",Notes are private!,0,0,1,not set,not set,"Jan 16, 2013",,Hardcover,view (with text),/book/show/17255205-travels-with-a-donkey-in-the-cevennes
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,"Taleb, Nassim Nicholas*",0812975219,9780812975215,0812975219,368        pp,4.08,"64,517",2001,"Aug 23, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A better title for this book would be ""Fooled by Probability,"" or ""Fooled by Luck,"" as very little (almost none, in fact) of this book is about true rA better title for this book would be ""Fooled by Probability,"" or ""Fooled by Luck,"" as very little (almost none, in fact) of this book is about true randomness. (Taleb avoids the long-standing question--arising from both physics and mathematics--of whether there is such a thing as randomness at all.) It is, rather, a book partly about extremely complex systems and low-frequency (rare) events, both of which present huge obstacles when it comes to forecasting. It is also about the all-too-human tendency toward overconfidence--we often think we know more than we do know. We are often more optimistic than may be warranted by the facts, and this optimism may simply be part of our inherited cognitive 'toolox,' as it were. (On the other hand, others may be too pessimistic than is warranted, which also presents problems, of course.)Markets are not random (""random walk"" theory notwithstanding), but they are extremely complex, needless to say. Markets can be analyzed into vast numbers of transactions, none of which is truly random. (Even transactions executed by a computer are determined by a program, which is itself determined by its human authors.)As with many authors (and philosophers), Taleb is well aware of how extreme propositions tend to attract much more attention than do moderate ones (or obviously ambivalent ones). For this reason, I think, Taleb tends to overstate the case wherever possible, only to back down and moderate his position elsewhere in the book. For instance, Taleb will in one place mock all attempts to forecast markets through the use of models (no matter how sophisticated), while in another place in the book he will give a certain amount of credit to the use of models (as he should). Taleb likes to compare not only the markets but life itself to a Roulette wheel, though surely he knows that such a comparison breaks almost as soon as one begins to give it any serious thought. (As any biologist or paleontologist can demonstrate readily, nature exhibits a high degree of order and predictability.)Taleb, being an avid collector and auto-didact, cobbles together little insights from various disciplines, such as mathematics, game theory, evolutionary biology, and evolutionary psychology. None of the theoretical information is new, exactly, but Taleb, like Malcolm Gladwell, combines existing theories with a certain elan.One may appreciate, too, Taleb's brief forays into Proust, Rimbaud, and Cavafy, though it is difficult to shake the impression that Taleb's use of these authors is not terribly deep or compelling; on the contrary, Taleb's literary references feel gratuitous and decontextualized, giving rise to a suspicion that they may be part of an effort to create an aura of erudition. (In my own experience, truly well-read people tend not to go round boasting of their reading, the way Taleb does again and again. Some variation of Queen Gertrude's line, 'The lady doth protest too much, methinks,' begins to rise up in the reader's mind, slowly but surely. There is something vaguely arriviste about Taleb's literary name-dropping, perhaps not unlike the showy talk of wine vintages and hand-tailoring that Taleb so hates to hear among newly-enriched, vulgar traders.)Near the end of the book, Taleb turns to the philosophy of Stoicism, a philosophical heritage from which Taleb feels we can learn much of use today. It is hard to object to this, but this book is not a particularly Stoical text. The Stoics believed in viewing all people as impartially as possible--whereas Taleb relishes mocking people, both particular people and whole classes of people. Not only is this not Stoical, but it seems childish and transparently resentful, and makes the author seem silly and tedious, like an angry boy settling some scores with other boys in the school courtyard.Indeed, this is a highly attitudinal book, in which the author arrogantly displays, peacock-like, his colorful biases. Unless one enjoys Taleb's now-famous personality, one is likely to find in this book a few interesting signals, buried in an awful lot of blustery noise.Regarding the markets, here is what the investor and analyst Kenneth Fisher has written, perhaps with less drama than Taleb, but more measured and, perhaps, more sensible: ""You can’t develop a portfolio strategy around endless possibilities. You wouldn’t even get out of bed if you considered everything that could possibly happen..... you can use history as one tool for shaping reasonable probabilities. Then, you look at the world of economic, sentiment and political drivers to determine what’s most likely to happen—while always knowing you can be and will be wrong a lot.""...more",Notes are private!,0,0,1,"Jan 12, 2013","Jan 16, 2013","Jan 12, 2013",,Paperback,view (with text),/book/show/38315.Fooled_by_Randomness
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NW,"Smith, Zadie",0241144140,9780241144145,0241144140,296        pp,3.48,"41,594","Sep 04, 2012","Sep 04, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent for the first three-quarters; melodramatic and trite for the last quarter. Alas.,Notes are private!,0,0,1,not set,not set,"Jan 12, 2013",,Hardcover,view (with text),/book/show/13537891-nw
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue and Red Things,"Solomon, Laura*",1933254327,9781933254326,1933254327,68        pp,4.41,44,Jan 2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2012",,Paperback,view,/book/show/1728052.Blue_and_Red_Things
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hermit,"Solomon, Laura*",1933254785,9781933254784,1933254785,88        pp,4.55,56,"Jun 01, 2011","Jun 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2012",,Paperback,view,/book/show/11437831-the-hermit
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amulet,"Bolaño, Roberto",0811216640,9780811216647,0811216640,192        pp,3.83,"8,708",1999,"Jan 29, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'The vanity of writing, the vanity of destruction. I thought, Because I wrote, I endured. I thought, Because I destroyed what I had written, they will'The vanity of writing, the vanity of destruction. I thought, Because I wrote, I endured. I thought, Because I destroyed what I had written, they will find me, they will hit me, they will rape me, they will kill me. I thought, The two things are connected, writing and destroying, hiding and being found.'--Auxilio Lacouture, the narrator of Amulet ...more",Notes are private!,0,2,1,not set,"Feb 12, 2013","Dec 11, 2012",,Hardcover,view (with text),/book/show/63029.Amulet
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quick Question: New Poems,"Ashbery, John",0062225952,9780062225955,0062225952,128        pp,3.66,172,"Oct 16, 2012","Dec 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2012",,Hardcover,view,/book/show/13624696-quick-question
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sewn in the Sweatshops of Marx: Beuys, Warhol, Klein, Duchamp","Duve, Thierry de",0226922383,9780226922386,0226922383,81        pp,3.56,43,"Oct 08, 2012","Oct 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2012",,Paperback,view,/book/show/13593289-sewn-in-the-sweatshops-of-marx
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phantoms on the Bookshelves,"Bonnet, Jacques",1906694583,9781906694586,1906694583,133        pp,3.63,968,2008,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2012",not set,"Dec 11, 2012",,Hardcover,view,/book/show/9527900-phantoms-on-the-bookshelves
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vertigo,"Sebald, W.G.",0811214850,9780811214858,0811214850,263        pp,4.00,"5,373",1990,"Oct 18, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2012","Jan 22, 2013","Dec 11, 2012",,Paperback,view,/book/show/730376.Vertigo
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Histories,"Strassler, Robert B.",,,,"1,024        pp",4.00,"51,630",-430,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2012",not set,"Dec 11, 2012",,Hardcover,view,/book/show/12614189-the-histories
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Second Sight,"Thelen, Albert Vigoleis",1903385067,9781903385067,1903385067,816        pp,4.21,222,1953,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2012",,Paperback,view,/book/show/9729017-the-island-of-second-sight
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open City,"Cole, Teju",1400068096,9781400068098,1400068096,259        pp,3.50,"16,225","Feb 08, 2011","Feb 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautiful book: serious, elegant, absorbing.The influence of Sebald is perhaps too strong, particularly in the book's opening and closing. (Though iA beautiful book: serious, elegant, absorbing.The influence of Sebald is perhaps too strong, particularly in the book's opening and closing. (Though it is hard to blame Cole for an obvious admiration of Sebald's style and tone.)Sometimes, it seems that Cole is setting out to touch on a few important social issues, such as racism, Islam and Islamophobia, sexism, and the treatment of the mentally ill--and on occasion these issues are 'addressed' too lightly, too quickly, and even a bit predictably.One section, toward the end, sounds a rather false and melodramatic note--but it does not shake the pleasure one takes from this book, overall....more",Notes are private!,0,0,1,not set,not set,"Dec 03, 2012",,Hardcover,view (with text),/book/show/8526694-open-city
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,067","Aug 04, 2011","Aug 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a bad novel, exactly, but a disappointing one. The first half is promising--thoughtful and thought-provoking. The second half descends into a rathNot a bad novel, exactly, but a disappointing one. The first half is promising--thoughtful and thought-provoking. The second half descends into a rather dull sort of mystery story. The narrator's deep thoughts begin to become repetitive and feel less deep. The twist at the end does not ring true....more",Notes are private!,0,0,1,not set,not set,"Dec 03, 2012",,Hardcover,view (with text),/book/show/10746542-the-sense-of-an-ending
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little History of the World,"Gombrich, E.H.",0300108834,9780300108835,0300108834,284        pp,4.11,"27,864",1936,"Oct 13, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 16, 2012",,Hardcover,view,/book/show/61505.A_Little_History_of_the_World
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 1","Maspero, Gaston",,,,440        pp,3.90,29,1887,1904,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 06, 2012",,Hardcover,view,/book/show/16133292-the-history-of-egypt-chald-a-syria-babylonia-and-assyria-volume-1
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving the Atocha Station,"Lerner, Ben",,,,181        pp,3.79,"16,505","Aug 23, 2011","Aug 23, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Feels a bit fraudulent, a bit faux... which is, I suppose, only a propos. Also feels slightly derivative, like a small, charming moon weakly reflectinFeels a bit fraudulent, a bit faux... which is, I suppose, only a propos. Also feels slightly derivative, like a small, charming moon weakly reflecting the lights of Bernhard, Sebald, Geoff Dyer, etc. Lerner's poetry is better, less goofy-confessional than this novel is.Notwithstanding the poet-narrator's embarrassment by poetry, there are two or three nice, poetic passages in the novel......more",Notes are private!,0,0,1,not set,not set,"Oct 24, 2012",,Paperback,view (with text),/book/show/11100788-leaving-the-atocha-station
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nada,"Laforet, Carmen",1843433028,9781843433026,1843433028,244        pp,3.83,"28,606",1944,"Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2012",,Hardcover,view,/book/show/62779.Nada
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greed,"Jelinek, Elfriede",1583227571,9781583227572,1583227571,336        pp,3.37,490,"Sep 12, 2000","Apr 03, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Powerful, grim, beautiful, chilling novel-length prose poem. Jelinek has a lot to say, on a lot of subjects, and she goes about saying it in a strikinPowerful, grim, beautiful, chilling novel-length prose poem. Jelinek has a lot to say, on a lot of subjects, and she goes about saying it in a striking and original style. Sui generis....more",Notes are private!,0,2,1,"Oct 08, 2012","Oct 24, 2012","Oct 08, 2012",,Hardcover,view (with text),/book/show/301830.Greed
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Blind Spot: Tales from the New Century,"Kluge, Alexander",0811217361,9780811217361,0811217361,336        pp,3.96,81,"Sep 15, 2003","Sep 17, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2012",,Paperback,view,/book/show/1777785.The_Devil_s_Blind_Spot
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ancient Greece: A History in Eleven Cities,"Cartledge, Paul Anthony",0199233381,9780199233380,0199233381,283        pp,3.40,696,"Nov 01, 2009","Feb 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2012",,Hardcover,view,/book/show/7117015-ancient-greece
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Greeks: Crucible of Civilization,"Cartledge, Paul Anthony",1575000938,9781575000930,1575000938,280        pp,3.61,62,"Jan 01, 2000","Feb 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An excellent introductory-level overview, using biographies of notable figures as a means of approaching Greek culture, from Homer to Alexander. ElegaAn excellent introductory-level overview, using biographies of notable figures as a means of approaching Greek culture, from Homer to Alexander. Elegantly written and not without humor....more",Notes are private!,0,1,1,"Sep 26, 2012","Oct 08, 2012","Sep 26, 2012",,Hardcover,view (with text),/book/show/2597818-the-greeks
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parallel Stories,"Nádas, Péter",0374229767,9780374229764,0374229767,"1,133        pp",3.79,495,2005,"Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2012",,Hardcover,view,/book/show/10821772-parallel-stories
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atheism in Christianity: The Religion of the Exodus and the Kingdom,"Bloch, Ernst",1844673944,9781844673940,1844673944,288        pp,3.99,73,1968,"Jun 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2012",,Paperback,view,/book/show/6105759-atheism-in-christianity
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World of Odysseus,"Finley, Moses I.",,,,193        pp,3.90,"1,013",1954,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An elegantly-written and rigorously-considered sociological examination of the worlds depicted in the Iliad and the Odyssey. Though written more than An elegantly-written and rigorously-considered sociological examination of the worlds depicted in the Iliad and the Odyssey. Though written more than half a century ago, this concise book remains required reading for anyone interested in the ancient world....more",Notes are private!,0,0,1,not set,"Sep 26, 2012","Sep 18, 2012",,Hardcover,view (with text),/book/show/16033456-the-world-of-odysseus
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sailing the Wine-Dark Sea: Why the Greeks Matter,"Cahill, Thomas",0385495544,9780385495547,0385495544,304        pp,3.75,"3,218",2003,"Jul 27, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An lively, entertaining introduction to the Greeks, from the Homeric epics to the birth of Christianity.",Notes are private!,0,0,1,not set,not set,"Sep 18, 2012",,Paperback,view (with text),/book/show/27200.Sailing_the_Wine_Dark_Sea
