,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,L.K.'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is This Anything?,"Seinfeld, Jerry",1982112697,9781982112691,1982112697,480        pp,3.72,"22,866","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2020",,Hardcover,view,/book/show/50722115-is-this-anything
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Man's Watch,"Dibianca, Kay*",,,B08JQKWSTQ,330        pp,4.32,96,unknown,"Sep 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kay DiBianca shows off her mastery of cozy mysteries with this second novel in the Watch series. DiBianca dials up the suspense in the first chapter wKay DiBianca shows off her mastery of cozy mysteries with this second novel in the Watch series. DiBianca dials up the suspense in the first chapter when Kathryn Frazier and Cece Goldman happen across a body, and she keeps you guessing and turning pages until the very end. Dead Man's Watch is an engaging and immersive read, but my favorite aspect is the spirituality of the characters. They go to the Scriptures and prayer in times of trouble or confusion, and they value their relationships. These are a few of the qualities that elevate Dead Man's Watch from a great mystery to a truly memorable tale....more",Notes are private!,0,6,1,"Sep 15, 2020","Sep 25, 2020","Sep 25, 2020",,Kindle Edition,view (with text),/book/show/55448049-dead-man-s-watch
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neil Gaiman Reader: Selected Fiction,"Gaiman, Neil*",006303185X,9780063031852,006303185X,752        pp,4.48,"1,836","Oct 06, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2020",,Hardcover,view,/book/show/50358085-the-neil-gaiman-reader
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Closed and Common Orbit        (Wayfarers, #2)","Chambers, Becky*",1473621445,9781473621442,1473621445,365        pp,4.37,"71,594","Oct 20, 2016","Oct 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2020","Nov 30, 2020","Aug 22, 2020",,Hardcover,view,/book/show/29475447-a-closed-and-common-orbit
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,691","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2020",,Hardcover,view,/book/show/24612118-fates-and-furies
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Than Zero,"Ellis, Bret Easton",,,0679781498,208        pp,3.60,"86,331",May 1985,"Jun 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2020",,Paperback,view,/book/show/9915.Less_Than_Zero
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hieroglyphics,"McCorkle, Jill",1616209720,9781616209728,1616209720,320        pp,3.34,"1,558","Jun 09, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2020",,Hardcover,view,/book/show/53040917-hieroglyphics
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hannah Coulter,"Berry, Wendell",1593760787,9781593760786,1593760787,190        pp,4.38,"17,143",2004,"Sep 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2020",,Paperback,view,/book/show/146198.Hannah_Coulter
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop of the Broken Hearted,"Hillman, Robert",0525535934,,B07GD6CL7B,304        pp,3.58,"7,535",2018,"Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2020",,Kindle Edition,view,/book/show/41440942-the-bookshop-of-the-broken-hearted
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kept Animals,"Milliken, Kate*",1501188585,9781501188589,1501188585,368        pp,3.71,912,"Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2020",,Hardcover,view,/book/show/50175172-kept-animals
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People to Be Loved: Why Homosexuality Is Not Just an Issue,"Sprinkle, Preston M.",,,B010RBUQYG,219        pp,4.35,"2,262","Dec 08, 2015","Dec 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really feel that anything I write here won't do justice to this book, so I'll just say this. Thank you, Pastor Sprinkle for the insights and enlightI really feel that anything I write here won't do justice to this book, so I'll just say this. Thank you, Pastor Sprinkle for the insights and enlightenment. I recommend People to Be Loved for all who call themselves Christian, especially all who are members of a local church. And I especially, especially, especially recommend it to those who are called to lead other believers in learning how to love. After all, God is love. And I'll even go as far as recommending this book to those who have been hurt by Christians. You might decide that every individual, no matter how they identify, deserves to be seen for who they are, rather than for who you think they are....more",Notes are private!,0,2,1,"Jul 26, 2020","Aug 18, 2020","Jul 26, 2020",,Kindle Edition,view (with text),/book/show/27427679-people-to-be-loved
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Fanshawe's Fortune        (Brides of Mayfair, Book 2)","Burkard, Linore Rose*",,,B08CBS54Y1,303        pp,4.41,88,"Aug 20, 2020","Sep 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Linore Rose Burkard has brought it again in her second installment in the Brides of Mayfair series.Miss Frances Fanshawe is a kind-hearted, innocent, Linore Rose Burkard has brought it again in her second installment in the Brides of Mayfair series.Miss Frances Fanshawe is a kind-hearted, innocent, young gentlewoman who's great expectations have suddenly turned sour. At a time when Miss Fanshawe should be coming out to society, the death of her mother leaves her stranded and penniless, with a future as obscure as her mother's murky past.Then Miss Fanshawe stumbles, quite literally, into the path of the wealthy, socially elite Arundells. The young rogue Edward, who brings Frannie home after almost running her down with his carriage. His older brother, Sebastian, a stuffed shirt of a businessman who has no patience for Edward's foolishness. And their mother, Mrs. Arundell, who takes to sweet Frannie instantly and irreversibly.Thus Burkard's tale is off and running with Frannie's future hanging in the balance. Readers of Burkard know she immerses you in the Regency. She writes with relaxed panache, and the comic moments, of which there are plenty, will make you laugh out loud.Burkard's work is so cinematic that I think the Hallmark Channel ought to snap up The Brides of Mayfair series for a line of clean and sweet Regency films. Are you listening, Hallmark? You are missing out!...more",Notes are private!,0,4,1,"Jun 20, 2020","Jul 20, 2020","Jul 25, 2020",,Kindle Edition,view (with text),/book/show/54593789-miss-fanshawe-s-fortune
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Years in Tibet,"Harrer, Heinrich",0874778883,9780874778885,B002ANFPPA,330        pp,4.10,"24,424",1953,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2020",,Paperback,view,/book/show/270032.Seven_Years_in_Tibet
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Way to a Small, Angry Planet        (Wayfarers, #1)","Chambers, Becky*",,,B00ZP64F28,423        pp,4.18,"147,616","Jul 29, 2014","Aug 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Straight up sci fi. I loved it!Ms. Chambers drew me into her multi-species galaxy and I didn't come out again until reading the last word, at which poStraight up sci fi. I loved it!Ms. Chambers drew me into her multi-species galaxy and I didn't come out again until reading the last word, at which point I was ready to dive into Wayfarer 2, which I did. This is the kind of writing, much like The Hunger Games, in which the reality of the novel is so vivid, the characters so natural in their manners, prejudices, fears, and speech, that you believe. As another er said, this is the kind of reading that made me a reader in the first place. Complete escape. I looked forward to getting back to the book when I was otherwise occupied.Thank you, Ms. Chambers, for persevering to the finish line of writing this, your debut novel. You gave us a jewel.Now, can someone please tell me how long a standard is?!?...more",Notes are private!,0,3,1,"Jul 19, 2020","Aug 21, 2020","Jul 18, 2020",,Kindle Edition,view (with text),/book/show/26042767-the-long-way-to-a-small-angry-planet
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cry of Angels: A Novel,"Fields, Jeff",0820328480,9780820328485,0820328480,392        pp,4.43,204,May 1974,"Sep 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2020",,Paperback,view,/book/show/727281.A_Cry_of_Angels
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tall Woman,"Dykeman, Wilma",0030309654,9780030309656,0030309654,315        pp,4.33,926,Mar 1962,"Jan 01, 1962",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2020",,Hardcover,view,/book/show/1146301.The_Tall_Woman
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going to Meet the Man,"Baldwin, James",0679761799,9780679761792,0679761799,249        pp,4.37,"7,117",1965,"Apr 25, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2020",,Paperback,view,/book/show/38469.Going_to_Meet_the_Man
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sonny's Blues,"Baldwin, James",3125765005,9783125765009,3125765005,88        pp,4.30,"7,830","Jan 01, 1957","Nov 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2020",,Paperback,view,/book/show/157455.Sonny_s_Blues
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Staying on the Vine,"Castelnero, Gordon",1633571610,9781633571617,1633571610,219        pp,4.00,3,unknown,"Apr 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2020",,Paperback,view,/book/show/43335254-staying-on-the-vine
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven's Coast: A Memoir,"Doty, Mark",0060928050,9780060928056,0060928050,305        pp,4.36,"1,071","Mar 01, 1996","Apr 14, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Paperback,view,/book/show/106274.Heaven_s_Coast
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Description: World into Word,"Doty, Mark",1555975631,9781555975630,1555975631,128        pp,3.98,897,"Jul 20, 2010","Jul 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Paperback,view,/book/show/7844710-the-art-of-description
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Mystery: The Search for Questions,"Casey, Maud",1555977944,9781555977948,1555977944,160        pp,3.99,143,"Jan 02, 2018","Jan 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Art of..."" series from Graywolf Press are among my very favorite craft books, and I was keen to read what Maud Casey has to say about the Art of ""The Art of..."" series from Graywolf Press are among my very favorite craft books, and I was keen to read what Maud Casey has to say about the Art of Mystery. The subtitle lets the reader know right away that this isn't a book about writing genre mysteries. It is a book about searching in the dark through fiction. It's a craft book about, to quote Maud Casey's mother, writer Jane Barnes, ""inchoate reaching in heartfelt darkness."" Isn't that lovely? I've highlighted enough passages - too many, probably - to give you an idea of the tone of The Art of Mystery. If you're a writer, read it. If you're a reader, read it. I think you'll find your time was well invested....more",Notes are private!,0,3,1,"Jun 10, 2020","Aug 06, 2020","Jun 06, 2020",,Paperback,view (with text),/book/show/36480033-the-art-of-mystery
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"Owens, Candace",1982133295,9781982133290,,240        pp,4.42,"13,741","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2020",,ebook,view,/book/show/50930292-blackout
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Tavistock's Mistake        (The Brides of Mayfair, Book 1)","Burkard, Linore Rose*",,,,283        pp,4.27,148,"Jun 08, 2020","Jun 08, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Regency romances aren't a genre I typically read, but that doesn't matter. What matters is the quality of Burkard’s writing and storytelling in this nRegency romances aren't a genre I typically read, but that doesn't matter. What matters is the quality of Burkard’s writing and storytelling in this novel. Both are excellent. The writing is clean, the descriptions put me in each scene, and the characters are delightful.Margaret Tavistock is a terribly busy girl, who's scheming quickly gets her into a jam in which her years-at-sea betrothed, Captain Gabriel Rempeare, thinks she's actually a notoriously sketchy mystery woman named Lady X, who is pretending to be Miss Tavistock. Whew! I can barely keep it straight writing this , but Burkhard pulls off this crazy Shakespearean-style comedy beautifully. She kept me immersed in the ruse, turning pages to find out what happens next. Every character is a delight: Miss Margaret Tavistock, Captain Gabriel Rempeare, Mrs. Filbert, Roddy, all are wonderful. The “off stage” characters, such as the Duke and Lady X, are equally engaging. Burkard makes us (and Miss Tavistock) wait until the very last minute, but, boy, is the wait worth it! Marvelous storytelling!Burkard commands the Regency period, and I can’t imagine there are many (any?) romance novels—of any sort—that are more FUN than this one. Burkard makes you believe in the magic, and isn’t that what romance is all about?...more",Notes are private!,0,6,1,May 2020,"May 21, 2020","May 21, 2020",,Kindle Edition,view (with text),/book/show/53303839-miss-tavistock-s-mistake
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,860","Oct 03, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2020",,Hardcover,view,/book/show/43925876-the-giver-of-stars
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inland,"Obreht, Téa*",0812992865,9780812992861,0812992865,374        pp,3.43,"12,996","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2020",,Hardcover,view,/book/show/43064559-inland
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Firm Place to Stand,"Altebaumer, Lori*",1543991092,,B0822ZZ2JQ,324        pp,4.63,43,unknown,"Jan 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Right when it seems you've found a nice, quiet place to stop and catch your breath, you haven't. Maribel Montgomery almost makes it to the Pool of SilRight when it seems you've found a nice, quiet place to stop and catch your breath, you haven't. Maribel Montgomery almost makes it to the Pool of Siloam Camp - where she can lick her professional wounds - when her car breaks down. Well, the 1967 Ford Falcon burns up, actually. And that's in the first couple of paragraphs. That car is reminiscent of Cortés's ships burning on the shore of the New World. There's no turning back now, Maribel.The waters at the Pool of Siloam Camp are troubled indeed, but not in a good way. Soon poor, beleaguered Maribel discovers the body of a woman who died under suspicious circumstances. Then another girl goes missing. Have Maribel's troubles followed her to this peaceful, out-of-the-way place? Some people wonder about Maribel and others are in her corner, like the sheriff, who just can’t ""see her being part of whatever it was that had his peaceful county humming with menace.""Lori Altebaumer spins a satisfying, suspenseful mystery with a dash of romance. A Firm Place to Stand is truly Christian fiction, not just nice fiction written by a Christian author. I think the author's inclusion of Christian dynamics and beliefs woven through this novel was my favorite aspect. Let me put that a different way. I loved that Altebaumer wrote about the Holy Spirit at work in the lives of these characters, Maribel and others.I also loved Altebaumer's writing. I'm a sucker for a well-turned, original phrase, and I highlighted some of my favorites here on Goodreads.If you're a fan of mysteries, and especially if you're a fan of Christian fiction, do yourself a favor and add this author to your short list. I'm looking forward to Lori Altebaumer's next one! ...more",Notes are private!,0,3,1,"Jun 17, 2020","Jul 17, 2020","Apr 20, 2020",,Kindle Edition,view (with text),/book/show/50655376-a-firm-place-to-stand
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,895","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2020",,Hardcover,view,/book/show/32148570-before-we-were-yours
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,934","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to write this, my first book  of the new year, before the afterglow of reading Station Eleven fades. First of all, Ms. Mandel's writingI wanted to write this, my first book  of the new year, before the afterglow of reading Station Eleven fades. First of all, Ms. Mandel's writing is beautiful. Instinctive is the word that comes to mind. The interior monologues of the characters appear as thoughts do, sometimes fragmented, sometimes having little or nothing to do with the exterior dialogue they're having. The post-apocalyptic world of Station Eleven is vivid and, at times, terrifying. But it is also hopeful.I'll admit I had a little bit of a hard time engaging with the opening scenes, and there was a danger that Station Eleven would languish on my ""Currently Reading"" list while I started other books. (Bad habit.) For some reason, I thought the novel was science fiction, and I think my interest was dampened when I realized it's about a pandemic that wipes out most of the world's population. I wasn't much in the mood for this premise at the end of 2020. Nevertheless, I returned to the book after putting it down for a few days and was hooked within a few chapters. From that point on, I read every spare moment. I'd say my interest was spurred on in equal parts by the author's writing style, the characters themselves, and the pre- and post-pandemic worlds depicted. This novel switches back and forth in time effectively, adding layer upon layer to the reader's understanding of the characters and the worlds they came from and are thrust into. Had Station Eleven been set in the first few years after an imagined Georgia Flu pandemic killed just about everyone, I think the book would have been straight-up dystopian. The world was pretty dark in those first few years. But by setting the novel primarily in Year Twenty post-pandemic, the author was able to offer hope.This one goes on my favorites list. Highly recommended, even in the times we're in. After all, it isn't such a bad thing to be reminded how much worse it could be. I can't wait to read more of Emily St. John Mandel's work....more",Notes are private!,0,5,1,"Nov 24, 2020","Jan 02, 2021","Apr 17, 2020",,Hardcover,view (with text),/book/show/20170404-station-eleven
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bird Boys        (Delpha Wade and Tom Phelan Mystery Series, #2)","Sandlin, Lisa",1947627139,9781947627130,1947627139,306        pp,3.90,558,"Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2020",,Paperback,view,/book/show/43417719-the-bird-boys
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valentine,"Wetmore, Elizabeth*",0062913263,9780062913265,0062913263,320        pp,3.77,"41,430","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2020",,Hardcover,view,/book/show/52377380-valentine
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Portable Dorothy Parker,"Parker, Dorothy",0143039539,9780143039532,0143039539,626        pp,4.34,"11,818",May 1944,"Mar 28, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It's Dorothy Parker - what more needs to be said?It's Dorothy Parker - what more needs to be said?...more,Notes are private!,0,2,1,"Mar 30, 2020","Jan 31, 2021","Apr 03, 2020",,Paperback,view (with text),/book/show/44450.The_Portable_Dorothy_Parker
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whomp!,"Hall, Sherry*",1388219336,9781388219338,1388219336,280        pp,5.00,6,unknown,"Jul 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2020",,Paperback,view,/book/show/40913188-whomp
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of You and Me,"Lenhardt, Melissa*",1525832204,9781525832208,1525832204,352        pp,3.73,"1,870","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2020",,Hardcover,view,/book/show/45734768-the-secret-of-you-and-me
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Thieves,"Benioff, David",0670018708,9780670018703,0670018708,258        pp,4.29,"149,819","May 15, 2008","May 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book for a class on fiction writing with Writing Workshops Dallas. I'm so glad the instructor, Blake Kimsey, recommended it because I mighI read this book for a class on fiction writing with Writing Workshops Dallas. I'm so glad the instructor, Blake Kimsey, recommended it because I might not have found this novel otherwise. It was a quick and compelling read, and the story immersed me in the people of St. Petersburg and the Russian countryside during World War II. I had no idea. This book is at times dark and at times brutal, but I am certain it's not as brutal than actual events. Highly recommend for a quick, well-researched, moving read....more",Notes are private!,0,2,1,"Feb 08, 2020","Mar 16, 2020","Mar 08, 2020",,Hardcover,view (with text),/book/show/1971304.City_of_Thieves
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like a Beggar,"Bass, Ellen",155659464X,9781556594649,155659464X,70        pp,4.46,555,"Mar 25, 2014","Mar 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2020",,Paperback,view,/book/show/18406158-like-a-beggar
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B07BHVQS7R,unknown,4.11,"132,521","May 29, 2018","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 21, 2020","Feb 29, 2020",,Audible Audio,view,/book/show/40821160-calypso
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699776,9780062699770,0062699776,352        pp,4.26,"149,536","Mar 05, 2019","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2020",,Paperback,view,/book/show/46206693-a-woman-is-no-man
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak, Memory","Nabokov, Vladimir",,,,255        pp,4.08,"16,449",1966,Oct 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2020",,Paperback,view,/book/show/30594.Speak_Memory
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiography of a Face,"Grealy, Lucy",0060569662,9780060569662,0060569662,236        pp,3.97,"28,466","Jan 01, 1994","Mar 18, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2020",,Paperback,view,/book/show/534255.Autobiography_of_a_Face
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mendocino Fire,"Tallent, Elizabeth",0062410342,9780062410344,0062410342,272        pp,3.71,227,"Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2020",,Hardcover,view,/book/show/24903934-mendocino-fire
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scratched: A Memoir of Perfectionism,"Tallent, Elizabeth",0062410377,9780062410375,0062410377,240        pp,3.13,238,"Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2020",,Hardcover,view,/book/show/46178699-scratched
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonderbook: The Illustrated Guide to Creating Imaginative Fiction,"VanderMeer, Jeff*",1419704427,9781419704420,1419704427,332        pp,4.34,"3,897","Oct 15, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Paperback,view,/book/show/15842650-wonderbook
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,211",1965,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2020",,Paperback,view,/book/show/166997.Stoner
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fractured Tide,"Lutz, Leslie*",0310770106,9780310770107,0310770106,336        pp,3.71,940,"May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2020",,Hardcover,view,/book/show/48855952-fractured-tide
