,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lavinia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olycka,"Norén, Lars",,9789189015517,,unknown,3.32,65,Sep 2021,Apr 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,,view,/book/show/58897999-olycka
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Addio fantasmi,"Terranova, Nadia",8806237454,9788806237455,8806237454,208        pp,3.61,"2,959","Sep 25, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2022",,Paperback,view,/book/show/41562151-addio-fantasmi
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mare non bagna Napoli,"Ortese, Anna Maria",8845910547,9788845910548,8845910547,176        pp,3.59,"2,313",1953,"May 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2022",,Paperback,view,/book/show/6668343-il-mare-non-bagna-napoli
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bränn alla mina brev,"Schulman, Alex",9188745147,9789188745149,9188745147,274        pp,3.98,"11,770",2018,"Nov 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2022,"Dec 10, 2022","Nov 25, 2022",,Hardcover,view,/book/show/42446498-br-nn-alla-mina-brev
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dublă expunere,"Gamarţ, Roxana",6067191849,9786067191844,6067191849,160        pp,4.22,9,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O antologie inedită, din 2014, în care Roxana Gamarț a invitat 10 scriitori să scrie proze scurte pornind de la lucrări ale artiștilor vizuali contempO antologie inedită, din 2014, în care Roxana Gamarț a invitat 10 scriitori să scrie proze scurte pornind de la lucrări ale artiștilor vizuali contemporani, pe care și le-au ales fiecare după cum au rezonat.Am descoperit cîteva voci noi, mi-am amintit de preferați mai vechi pe care nu i-am citit de mult, și am aflat și de niște artiști pe care nu-i cunoșteam. Dar mă tem că e o carte care a trecut neobservată de către majoritatea cititorilor și mă întreb de ce.Un volum foarte bun, calitativ atît în privința conținutului, cît și ca obiect (eu nu am mai citit proză românească pe hîrtie de o așa calitate). Îl recomand cu drag și cred că e timpul pentru unul nou, cu voci proaspete....more",Notes are private!,0,6,1,"Nov 24, 2022","Nov 30, 2022","Nov 24, 2022",,Paperback,view (with text),/book/show/23700529-dubl-expunere
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Den stora skrivboken; Beviset; Den tredje lögnen,"Kristóf, Ágota",9146235213,9789146235217,9146235213,432        pp,4.41,"29,011",1991,"Jan 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Acum că am terminat ”Trilogia gemenilor,” și după ce am citit ”Hier” anul trecut, sînt absolut convinsă că tot ce scrie Agota Kristof are ca punct de Acum că am terminat ”Trilogia gemenilor,” și după ce am citit ”Hier” anul trecut, sînt absolut convinsă că tot ce scrie Agota Kristof are ca punct de pornire războiul și efectele lui dezastruoase asupra istoriei și condiției umane: groaza, tristețea, singurătatea, dezrădăcinarea, nevoia fiecăruia de iubire, de a fi înțeles și de a-și spune povestea, lucruri pe care le-a trăit și la care a revenit într-o formă sau alta în toate cărțile ei....more",Notes are private!,0,6,1,"Nov 16, 2022","Nov 21, 2022","Nov 16, 2022",,Hardcover,view (with text),/book/show/43173195-den-stora-skrivboken-beviset-den-tredje-l-gnen
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Geografia uitării,Ion Pleșa*,,9786069904633,,162        pp,4.82,11,"Jun 01, 2022","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Roman sau volum de povestiri? Ficțiune sau auto-ficțiune? N-am găsit (dar nici n-am căutat, recunosc) răspunsul. Pe Ion Pleșa l-am mai citit în iocan Roman sau volum de povestiri? Ficțiune sau auto-ficțiune? N-am găsit (dar nici n-am căutat, recunosc) răspunsul. Pe Ion Pleșa l-am mai citit în iocan și Kiwi, și deși e parte a unei generații relativ tinere (sau noi, mai degrabă) de scriitori, mi se pare că stilul lui e diferit de vocile recente pe care le-am mai citit: cizelat și oarecum poetic, chiar nostalgic, dacă mă uit la portretul delicat pe care-l face părinților, partea mea preferată din volum: bătrînețea și boala, acompaniate de fragililtatea și neputința cu care vin la pachet, dar și întoarcerea în timp și spațiu, în Ungaria natală a mamei și satul bunicului patern....more",Notes are private!,0,11,1,"Nov 09, 2022","Nov 16, 2022","Nov 09, 2022",,Paperback,view (with text),/book/show/61252089-geografia-uit-rii
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra at the Wedding,"Baker, Dorothy",1590171128,9781590171127,1590171128,256        pp,3.94,"5,365",1962,"Sep 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2022",,Paperback,view,/book/show/902010.Cassandra_at_the_Wedding
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dickens and Prince: A Particular Kind of Genius,"Hornby, Nick",0593541820,9780593541821,0593541820,192        pp,3.65,"2,643","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Hardcover,view,/book/show/60621165-dickens-and-prince
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flicka, 1983","Ullmann, Linn",,9789100198329,,257        pp,3.72,"3,200","Nov 19, 2021","Oct 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2022",,Hardcover,view,/book/show/63184742-flicka-1983
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femeile lui Lazăr,"Stepnova, Marina",6065887668,9786065887664,6065887668,400        pp,4.34,"3,192",2011,2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dragă Marina Stepnova,Despre ”Femeile lui Lazăr” știam deja de mulți ani, făcuse un pic de vîlvă în colțul meu de internet (cîtă vîlvă poate face o caDragă Marina Stepnova,Despre ”Femeile lui Lazăr” știam deja de mulți ani, făcuse un pic de vîlvă în colțul meu de internet (cîtă vîlvă poate face o carte, mă rog) și am avut cu ea sentimentul ăla pe care îl ai uneori cu anumite cărți, că o să îmi placă, încă dinainte de a o fi citit. Dar, tot cum se întîmplă uneori cînd știi sigur că o să îți placă o carte, nu știam cît de mult o să îmi placă romanul tău, dragă Marina, cît de confortabil urma să fie să mă scufund în scrisul și poveștile tale pentru cîteva zile. Și nu intenționat am pus scrisul înaintea poveștilor, pentru că scrisul, stilul, felul în care frazele curg și se leagă (felicită-ți și traducătoarea Antoaneta Olteanu cu ocazia asta) mi-au plăcut aproape mai mult decît poveștile în sine. Umor discret, dar fabulos, amestecat cu cinism și doar un strop de sentimentalism, peste care se presară din plin realism sovietic, sună aproape ca una dintre rețetele Elenei Molohoveț din ”Dar pentru tinerele gospodine”, din care citește și gătește cu sîrg și patimă balerina Lidocika.Ce fascinează la poveștile din jurul lui Lazăr Lindt (acest fir roșu al romanului, geniu al științei sovietice, evreu care se dezice de neamul lui și care nesocotește orice formă de autoritate) e în primul rînd amploarea lor. Istoria romanului se întinde pe parcursul a aproape 100 de ani și mi-a plăcut enorm, dragă Marina, cum ai ales să spui de fapt povestea unei țări (ce țară, un întreg imperiu, de fapt!) reducînd-o la viețile cîtorva femei: Marusia, Galina, Lidocika. Prin ele trăiește cititorul nu doar istoria complicată a Rusiei, ci și micile drame individuale: război, foame, comunism înfloritor, regimul crîncen din faimoasa școală de balet sovietică, dar și parvenitismul sau îmbogățirea post-comunistă.Minunată scriitura ta, sper să ne mai întîlnim.L.P.S.1 Da, ca aproape toată lumea, nu m-am dat nici eu în vînt după final, bine că farmecul cărții stă în altceva, nu în detalii din astea.P.S. 2 Oare de ce nu le-o fi plăcut cartea unora care-au citit-o în engleză? N-or fi rezonat cu spațiul sovietic? Cum sună dulcele ”cincinal” în engleză? Pariez că nu la fel de bine....more",Notes are private!,0,16,1,Nov 2022,"Nov 08, 2022","Nov 01, 2022",,Paperback,view (with text),/book/show/23573241-femeile-lui-laz-r
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consider the Lobster and Other Essays,"Wallace, David Foster",0316156116,9780316156110,0316156116,343        pp,4.19,"49,701","Dec 13, 2005","Dec 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2022","Nov 29, 2022","Oct 31, 2022",,Hardcover,view,/book/show/6751.Consider_the_Lobster_and_Other_Essays
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cum am devenit huligan,"Sebastian, Mihail",9735013118,9789735013110,,120        pp,4.06,214,1935,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2022","Oct 27, 2022","Oct 24, 2022",,Paperback,view,/book/show/13543764-cum-am-devenit-huligan
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Time: Lectures on Proust in a Soviet Prison Camp,"Czapski, Józef",,,B079R6BPG5,107        pp,4.07,678,1948,"Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"După cum spune și titlul, cartea conține o serie de mini-conferințe despre Proust și opera lui, ținute de către Czapski (pictor și scriitor polonez) îDupă cum spune și titlul, cartea conține o serie de mini-conferințe despre Proust și opera lui, ținute de către Czapski (pictor și scriitor polonez) într-un lagăr sovietic, în 194-1941. Pentru a-și omorî cumva timpul, dar și pentru a nu se tîmpi cu desăvîrșire, prizonierii polonezi din lagărul de concentrare de la Griazowietz încep să își țină unii altora conferințe pe diferite teme: artă, literatură, arhitectură etc., după interesul și priceperea fiecăruia. Czapski, un tip cult, educat și trăit atît în Rusia cît și în Franța, vorbitor de mai multe limbi străine, avînd atunci în jur de 40 de ani, era nu doar foarte versat în artă, dar și în opera proustiană, pe care o citise și răscitise, așa încît era capabil să recite pasaje întregi pe de rost. A ajuns la Paris cu cîțiva ani după moartea lui Proust, dar a ajuns să îi cunoască pe mulți dintre apropiații lui și apucase să citească mult din tot ce se scrisese despre Proust pînă atunci.Ce impresionează la cărticica asta:- evident, faptul că există. S-au păstrat din lagăr notițele și diagramele lui Czapski pe care le-a făcut înainte de a ține discursurile (notițele sînt în poloneză, dar conferințele au fost direct în franceză). Ulterior, doi dintre colegii de lagăr au transcris aceste discursuri, pe care Czapski le-a dictat din nou, după notițe. - în zilele noastre, la 100 de ani de la moartea lui Proust, știm, pentru că s-a scris enorm despre el și munca lui, o mulțime de lucruri, interpretări și puneri în context. Însă în 1940, la nici 20 de ani de la moartea lui, faptul că Czapski reușește să sintetizeze atît de bine munca lui Proust, să îi ofere un foarte larg context cultural (atinge multe aspecte, de la literatură și filozofie, la pictură și muzică) e un lucru remarcabil. Bineînțeles, în lagăr nu a avut acces la nici o carte, așa că tot ce spune e din memorie, și își cere el însuși scuze pentru micile inexactități, care sînt oricum explicate de traducător.Cartea e o mică bijuterie a rezistenței prin artă, un exemplu perfect al memoriei involuntare pe care Proust însuși a promovat-o intens.Cred că poate funcționa perfect și ca introducere în opera lui (urăsc să folosesc cuvîntul ăsta cu reminiscențe triste de la orele de română, dar în contextul ăsta mi se pare că se potrivește perfect)....more",Notes are private!,0,19,1,"Nov 12, 2022","Nov 13, 2022","Oct 22, 2022",,Kindle Edition,view (with text),/book/show/40378238-lost-time
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",1783784261,9781783784264,B0B27CTD5Q,433        pp,3.83,"30,744","Mar 02, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2022",,ebook,view,/book/show/61399435-birnam-wood
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opium and Other Stories,"Csáth, Géza",0140066896,9780140066890,0140066896,205        pp,3.96,535,"Jan 01, 1908","May 26, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2022",,Paperback,view,/book/show/338906.Opium_and_Other_Stories
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fingersmith,"Waters, Sarah",1860498833,9781860498831,1860498833,548        pp,4.02,"106,210","Oct 01, 2002","Jun 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Expectations fulfilled: eventful, twisted and (too) long, as any Victorian novel. Had no idea this was a retelling of The Woman in White.",Notes are private!,0,1,1,"Oct 19, 2022","Oct 30, 2022","Oct 19, 2022",,Paperback,view (with text),/book/show/17187000-fingersmith
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De două mii de ani...,"Sebastian, Mihail",973501310X,9789735013103,,249        pp,4.05,"1,574",1934,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un roman-document necesar și încă atît de relevant.Am regăsit în el, dincolo de problema antisemitismului, care e văzută din mai multe unghiuri, și asUn roman-document necesar și încă atît de relevant.Am regăsit în el, dincolo de problema antisemitismului, care e văzută din mai multe unghiuri, și asta e edificator, același ton confesiv pe care-l folosește în jurnal (e practic aceeași voce, dacă îmi amintesc bine, deși am citit jurnalul de mulți ani) și teme predilecte, de care s-a folosit în Femei sau Accidentul....more",Notes are private!,0,26,1,"Oct 18, 2022","Oct 24, 2022","Oct 18, 2022",,Paperback,view (with text),/book/show/15786504-de-dou-mii-de-ani
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kvinna sedd bakifrån,"Wung-Sung, Jesper",,9789146238645,,379        pp,3.70,"1,142",unknown,"Sep 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interior with Young Woman Seen from the Back, reproduced on the cover, is only one of the many paintings to which Ida Hammershøi (né Ilsted, sister toInterior with Young Woman Seen from the Back, reproduced on the cover, is only one of the many paintings to which Ida Hammershøi (né Ilsted, sister to Danish painter Peter Ilsted), Vilhelm Hammershøi's wife, served as model. She is often seen from behind and not much has been known about her. In this novel Wung-Sung turns things around and puts the spotlight on her, making Ida the central character, while her famous husband remains a quiet character in the background. She's fragile but determined, and in the endless hours of posing for Vilhelm she muses about art and life, often from a window, precisely as she does in many of her husband's paintings of silent interiors in muted tones....more",Notes are private!,0,8,1,"Nov 08, 2022","Nov 23, 2022","Oct 16, 2022",,Hardcover,view (with text),/book/show/62617776-kvinna-sedd-bakifr-n
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Black,"Mantel, Hilary",1554688973,9781554688975,1554688973,451        pp,3.43,"9,018",2005,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Still trying to wrap my head around this book. Equally brilliant and disturbing, I guess I just read a ghost story in the right season without even inStill trying to wrap my head around this book. Equally brilliant and disturbing, I guess I just read a ghost story in the right season without even intending to. As disturbing as all the ghosts from her past were, I found Alison’s relationship with Colette to be the most disturbing and toxic of all....more",Notes are private!,0,3,1,"Oct 07, 2022","Oct 16, 2022","Oct 07, 2022",,,view (with text),/book/show/10271975-beyond-black
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Triumph Street, Bucharest","Hoenig, Dov",191254587X,9781912545872,191254587X,298        pp,3.67,12,"Aug 16, 2018","Oct 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2022,"Oct 09, 2022","Oct 07, 2022",,Paperback,view,/book/show/62899936-triumph-street-bucharest
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broderier,"Satrapi, Marjane",9170372020,9789170372025,,136        pp,3.92,"27,507",2003,"Mar 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Yes to women gossip and yes to Iranian women having their voices heard.,Notes are private!,0,23,1,"Sep 28, 2022","Sep 29, 2022","Sep 29, 2022",,Hardcover,view (with text),/book/show/13571862-broderier
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wreath For the Enemy,"Frankau, Pamela",,,,unknown,3.91,183,1952,1964,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,mass market,view,/book/show/971807.A_Wreath_For_the_Enemy
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,En vinter i Stockholm,"Pleijel, Agneta",9119728921,9789119728920,9119728921,205        pp,3.61,422,1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2022","Oct 14, 2022","Sep 24, 2022",,Hardcover,view,/book/show/3369764-en-vinter-i-stockholm
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oranges Are Not the Only Fruit,"Winterson, Jeanette",,,,176        pp,3.73,"79,685","Mar 21, 1985","Aug 20, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2022","Sep 24, 2022","Sep 21, 2022",,Paperback,view,/book/show/15055.Oranges_Are_Not_the_Only_Fruit
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Than Zero,"Ellis, Bret Easton",0330519042,9780330519045,0330519042,208        pp,3.60,"86,335",May 1985,"May 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm sure it shocked and disturbed when it first came out in 1985 (while Ellis was barely 21), but I guess the shock value decreases over time. HoweverI'm sure it shocked and disturbed when it first came out in 1985 (while Ellis was barely 21), but I guess the shock value decreases over time. However, I agree it manages to capture the zeitgeist, and, more importantly, the shallowness and the emptiness of the young and the privileged in LA....more",Notes are private!,0,13,1,"Sep 16, 2022","Sep 19, 2022","Sep 16, 2022",,Paperback,view (with text),/book/show/8473290-less-than-zero
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",0241980445,9780241980446,0241980445,300        pp,4.47,"341,228","Jun 07, 2016","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To put it mildly, this was a bit of a letdown. A book with so much potential and a very sensitive topic, which starts wonderfully but ends up being ovTo put it mildly, this was a bit of a letdown. A book with so much potential and a very sensitive topic, which starts wonderfully but ends up being overwritten. ...more",Notes are private!,0,8,1,"Sep 13, 2022","Sep 16, 2022","Sep 13, 2022",,Paperback,view (with text),/book/show/34962698-homegoing
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Told by an Idiot,"Macaulay, Rose",1844082024,9781844082025,1844082024,336        pp,3.95,137,Oct 1923,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So happy to have discovered Macaulay's witty yet sensitive book, only to realise how little our world has changed in the past 150 years. Brilliant, brSo happy to have discovered Macaulay's witty yet sensitive book, only to realise how little our world has changed in the past 150 years. Brilliant, brilliant writer....more",Notes are private!,0,9,1,"Sep 05, 2022","Sep 13, 2022","Sep 05, 2022",,Paperback,view (with text),/book/show/1528644.Told_by_an_Idiot
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoo Station: The Story of Christiane F.,"Felscherinow, Christiane V.",1936976226,9781936976225,1936976226,368        pp,4.33,"61,289",1978,"Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was such an emotional rollercoaster, I’m torn between Christiane’s perspective and her mom’s. And it’s not just a story of heroine addiction (welThis was such an emotional rollercoaster, I’m torn between Christiane’s perspective and her mom’s. And it’s not just a story of heroine addiction (well, it is, and it punches you in the gut), but West Berlin in the 70s is so vividly depicted that it somehow turns into a character itself. Nothing against the TV series, really, (watched 3 episodes) but it’s way too glamorous and far from Christiane’s real story. ...more",Notes are private!,0,20,1,Sep 2022,"Sep 04, 2022","Sep 01, 2022",,Paperback,view (with text),/book/show/13435894-zoo-station
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vânători-culegători,"Manolescu, Maria",9734679449,,,272        pp,3.89,46,Sep 2019,Sep 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Am ascultat-o pe MM într-o emisiune și mi-a plăcut cum vorbește și cum gîndește, iar dacă se întîmplă să faci parte din aceeași generație cu ea, poți Am ascultat-o pe MM într-o emisiune și mi-a plăcut cum vorbește și cum gîndește, iar dacă se întîmplă să faci parte din aceeași generație cu ea, poți găsi relativ ușor și niște repere culturale comune. Cît de mult din Maria se regăsește în personajul Petra, n-aș ști să spun, dar ambele sînt preocupate de scris—Petra cochetează cu dramaturgia și își visează piesele jucate (Maria însăși scrie și teatru).Mi-a plăcut și scrisul ei dinamic, curgător, contemporan, cu mici amendamente, cum ar fi repetarea la infinit a adjectivului „troglodită” atașat mamei (gîndit probabil ca un device stilistic, dar care devine insuportabil). Și, deși pare că e romanul unei generații, sau poate nu neapărat al generației, ci al mișcării post-Colectiv, #unitirezistam etc.—unde simt că literatura și arta în general trebuie să puncteze—mă recunosc înfrîntă de clișeul corporatiștilor și creativilor publicitari care-și petrec vacanțele fumînd iarbă pe plajele din Vamă sau de la 2 Mai. Dar poate că de fapt clișeul ăsta se pupă foarte bine cu mișcarea. Nu știu. It's not you, it's me, Maria.Mi-am amintit acum de romanul Mariei Orban, Oameni mari, cu care l-aș compara, oarecum, ambele protagoniste trec prin crize sentimentale și meditează asupra condiției lor de fiice, partenere, posibile mame etc....more",Notes are private!,0,8,1,"Aug 27, 2022","Aug 30, 2022","Aug 27, 2022",,Paperback,view (with text),/book/show/49458282-v-n-tori-culeg-tori
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of Dirt Island,"Ryan, Donal",0857525212,9780857525215,0857525212,256        pp,4.10,"8,776","Aug 18, 2022","Aug 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Hardcover,view,/book/show/59651122-the-queen-of-dirt-island
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Numele trandafirului,"Eco, Umberto",9736815374,,,520        pp,4.14,"364,634",1980,2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aflu că mai există întîrziați, ca mine, care încă n-au ajuns la această carte. Dacă ajută la ceva: da, e fix atît de bună precum se spune—de la subiecAflu că mai există întîrziați, ca mine, care încă n-au ajuns la această carte. Dacă ajută la ceva: da, e fix atît de bună precum se spune—de la subiect și minuțiozitatea cercetării la stil și spumoșenia personajelor—și e posibil să fi devenit una dintre preferatele mele din toate timpurile....more",Notes are private!,0,37,1,"Aug 19, 2022","Aug 27, 2022","Aug 19, 2022",,Hardcover,view (with text),/book/show/6961761-numele-trandafirului
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haven,"Donoghue, Emma*",0316413933,9780316413930,0316413933,272        pp,3.42,"9,267","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Hardcover,view,/book/show/59801788-haven
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burning of the World: A Memoir of 1914,"Zombory-Moldován, Béla",1590178092,9781590178096,1590178092,184        pp,3.85,466,"Aug 05, 2014","Aug 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2022",,Paperback,view,/book/show/20342656-the-burning-of-the-world
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sommarboken,"Jansson, Tove",9100379034,9789100379032,9100379034,159        pp,4.03,"39,198",1972,1972,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 11, 2022","Aug 18, 2022","Aug 11, 2022",,Paperback,view,/book/show/1865256.Sommarboken
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solenoid,"Cărtărescu, Mircea",973506023X,9789735060237,,864        pp,4.29,"3,570",Nov 2015,Apr 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cu siguranță romanul ăsta n-ar fi funcționat dacă avea doar un plan realist, așa că îmbinarea de realism și oniric (de care m-am recunoscut înfrîntă, Cu siguranță romanul ăsta n-ar fi funcționat dacă avea doar un plan realist, așa că îmbinarea de realism și oniric (de care m-am recunoscut înfrîntă, ocazional, ca cineva care nu-l gustă, ba chiar îl evită), cu elementele SF (sau doar F?), bănuiesc că e în favoarea lui. Mare și ambițios, și la propriu, și la figurat....more",Notes are private!,0,21,1,"Jul 30, 2022","Aug 13, 2022","Jul 30, 2022",,ebook,view (with text),/book/show/40176993-solenoid
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caín,"Saramago, José",6071103169,9786071103161,6071103169,189        pp,3.97,"28,995","Oct 18, 2009","Jan 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,17,1,"Jul 30, 2022","Jul 31, 2022","Jul 30, 2022",,Paperback,view (with text),/book/show/7086348-ca-n
