,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fernando's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Homem que Passeava Livros,"Henn, Carsten",9892354575,9789892354576,9892354575,200        pp,4.15,"15,485",2020,Jun 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Paperback,view,/book/show/61201989-o-homem-que-passeava-livros
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Professor de Desejo,"Roth, Philip",9722071114,9789722071116,9722071114,304        pp,3.68,"3,732",1977,Oct 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Feb 02, 2023","Feb 12, 2023","Dec 26, 2022",,Paperback,view,/book/show/55664574-o-professor-de-desejo
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pequenas Coisas como Estas,"Keegan, Claire",,9789897832864,,96        pp,4.19,"153,400","Nov 05, 2021",Oct 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Pequenas Coisas como estas"" é um livro pequeno, mas evocativo, que honra as pequenas coisas que fazem a diferença na nossa vida. É ao mesmo tempo uma""Pequenas Coisas como estas"" é um livro pequeno, mas evocativo, que honra as pequenas coisas que fazem a diferença na nossa vida. É ao mesmo tempo uma celebração da compaixão que devemos ter para com todos aqueles que sofreram e, ainda sofrem, as maiores atrocidades cometidas em nome da religião....more",Notes are private!,0,13,1,"Jan 11, 2023","Jan 11, 2023","Dec 26, 2022",,,view (with text),/book/show/63208995-pequenas-coisas-como-estas
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verdades Ocultas,"Hjorth, Michael",,9789897844591,,472        pp,4.21,"3,710","Jul 05, 2021","Nov 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 21, 2022","Dec 26, 2022","Dec 21, 2022",,Capa mole,view,/book/show/59543907-verdades-ocultas
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Um Deus Desconhecido,"Steinbeck, John",849618000X,9788496180000,,256        pp,3.94,"12,837",1933,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2022",,Hardcover,view,/book/show/6630486-a-um-deus-desconhecido
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Conde de Monte Cristo I,"Dumas, Alexandre",9896417482,9789896417482,9896417482,584        pp,4.53,"2,331",1844,Nov 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Jan 02, 2023","Jan 11, 2023","Dec 16, 2022",,Paperback,view,/book/show/36646061-o-conde-de-monte-cristo-i
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lições,"McEwan, Ian*",,9789897851698,,656        pp,4.01,"23,371","Sep 13, 2022",Sep 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ian McEwan constrói um romance inesquecível sobre o quotidiano de um homem aparentemente banal, mas que centraliza as principais questões deste últimoIan McEwan constrói um romance inesquecível sobre o quotidiano de um homem aparentemente banal, mas que centraliza as principais questões deste último século. A qualidade da escrita é inegável e os temas que aborda são motivo de reflexão....more",Notes are private!,0,10,1,"Dec 15, 2022","Dec 21, 2022","Dec 15, 2022",,Paperback,view (with text),/book/show/62872753-li-es
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home,"Morrison, Toni",,,B0060AY85C,148        pp,3.82,"25,210","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2022",,Kindle Edition,view,/book/show/12993086-home
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Histórias de Loucura Normal,"Bukowski, Charles",989672170X,9789896721701,989672170X,360        pp,3.87,"28,118",1967,Oct 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Este livro é uma coleção de contos fortes e provocantes que certamente não deixarão ninguém indiferente. Se é um fã de Bukowski ou simplesmente gosta Este livro é uma coleção de contos fortes e provocantes que certamente não deixarão ninguém indiferente. Se é um fã de Bukowski ou simplesmente gosta de literatura realista e sem filtros, este livro pode ser uma ótima opção de leitura....more",Notes are private!,0,7,1,"Dec 11, 2022","Dec 14, 2022","Dec 11, 2022",,Paperback,view (with text),/book/show/22035609-hist-rias-de-loucura-normal
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Um Bom Homem É Difícil de Encontrar,"O'Connor, Flannery",9896415374,9789896415372,9896415374,228        pp,4.18,"45,721",1955,Jun 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Coletânea de contos da escritora norte-americana Flannery O’Connor, publicada em 1955. Os contos retratam o Sul dos Estados Unidos, com personagens grColetânea de contos da escritora norte-americana Flannery O’Connor, publicada em 1955. Os contos retratam o Sul dos Estados Unidos, com personagens grotescos, situações trágicas e humor negro. O conto que dá título ao livro é considerado um dos mais famosos e impactantes da autora, ao narrar o encontro de uma família com um assassino em fuga....more",Notes are private!,0,5,1,"Dec 20, 2023","Dec 21, 2023","Dec 07, 2022",,Paperback,view (with text),/book/show/31831485-um-bom-homem-dif-cil-de-encontrar
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (O Passageiro, #2)","McCarthy, Cormac",,9789897833151,,208        pp,3.88,"16,975","Dec 06, 2022","Dec 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 27, 2022","Dec 28, 2022","Dec 07, 2022",,Paperback,view,/book/show/63903503-stella-maris
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mentiras Consentidas,"Hjorth, Michael",9896658765,9789896658762,9896658765,528        pp,4.01,"4,342","Oct 31, 2018","Sep 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Dec 08, 2022","Dec 04, 2022",,Paperback,view,/book/show/52660796-mentiras-consentidas
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",9722025821,9789722025829,9722025821,528        pp,4.03,"639,178","Sep 04, 2002",Mar 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2022",,Paperback,view,/book/show/8480763-middlesex
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Meu Nome é Lucy Barton        (Amgash #1),"Strout, Elizabeth*",9896651175,9789896651176,9896651175,176        pp,3.58,"161,439","Jan 12, 2016","Sep 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Nov 15, 2022","Nov 16, 2022","Nov 15, 2022",,Paperback,view,/book/show/31937833-o-meu-nome-lucy-barton
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O Passageiro        (O Passageiro, #1)","McCarthy, Cormac",9897832858,9789897832857,9897832858,424        pp,3.59,"28,966","Oct 25, 2022",Oct 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 16, 2022","Nov 21, 2022","Nov 14, 2022",,Paperback,view,/book/show/63070547-o-passageiro
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Inverno do Nosso Descontentamento,"Steinbeck, John",9723828995,9789723828993,B01MXJ0WM7,304        pp,4.00,"48,011",1961,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Como em todos os seus outros livros a qualidade de escrita deste autor é inegável.,Notes are private!,0,9,1,"Mar 24, 2024","Mar 28, 2024","Nov 08, 2022",,Paperback,view (with text),/book/show/25722538-o-inverno-do-nosso-descontentamento
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Família Netanyahu,"Cohen, Joshua",9722075764,9789722075763,B0C2L5DSGR,264        pp,3.81,"13,654","May 05, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2022",,Kindle Edition,view,/book/show/63208963-a-fam-lia-netanyahu
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Castigo dos Ignorantes        (Sebastian Bergman #5),"Hjorth, Michael",9896655553,9789896655556,9896655553,512        pp,4.19,"5,314","Sep 23, 2015","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 05, 2022","Nov 11, 2022","Nov 05, 2022",,Paperback,view,/book/show/41553772-o-castigo-dos-ignorantes
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Todas as Almas,"Marías, Javier",9722019716,9789722019712,9722019716,190        pp,3.65,"3,997",1989,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2022",,,view,/book/show/12230641-todas-as-almas
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mais Secreta Memória dos Homens,"Mbougar Sarr, Mohamed",9897228306,9789897228308,9897228306,440        pp,4.19,"9,535","Aug 19, 2021","Oct 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 30, 2022","Nov 05, 2022","Oct 30, 2022",,Paperback,view,/book/show/62679721-a-mais-secreta-mem-ria-dos-homens
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cisnes Selvagens,"Chang, Jung",9725642317,9789725642313,,518        pp,4.28,"112,973",1991,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2022",,Paperback,view,/book/show/7295389-cisnes-selvagens
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mil Sóis Resplandecentes,"Hosseini, Khaled*",,,,322        pp,4.43,"1,529,525",May 2007,"Feb 19, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Oct 24, 2022","Oct 30, 2022","Oct 24, 2022",,Paperback,view,/book/show/6304288-mil-s-is-resplandecentes
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Numa Terra Estranha,"Baldwin, James",8525000302,,,345        pp,4.30,"26,738",May 1962,1984,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Paperback,view,/book/show/17667396-numa-terra-estranha
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consentimento,"Springora, Vanessa",9897840494,9789897840494,9897840494,184        pp,4.29,"21,565","Jan 02, 2020",Sep 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 16, 2022","Oct 18, 2022","Oct 16, 2022",,Paperback,view,/book/show/55350524-consentimento
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tu Não és Como as Outras Mães,"Schrobsdorff, Angelika",9896655049,9789896655044,9896655049,568        pp,4.07,"2,146","Jan 01, 1994","Apr 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Oct 09, 2022","Oct 16, 2022","Oct 09, 2022",,Paperback,view,/book/show/39874349-tu-n-o-s-como-as-outras-m-es
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De Noite Todo o Sangue É Negro,"Diop, David",9897831630,9789897831638,,128        pp,3.82,"23,239","Aug 16, 2018",Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,Paperback,view,/book/show/58480944-de-noite-todo-o-sangue-negro
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",9897733043,9789897733048,B006L5UYPE,240        pp,3.97,"2,417,120","Oct 19, 1953",Jul 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Um clássico da literatura distópica. A obra oferece uma visão sombria de uma sociedade onde os livros são proibidos e a procura do conhecimento é reprUm clássico da literatura distópica. A obra oferece uma visão sombria de uma sociedade onde os livros são proibidos e a procura do conhecimento é reprimida pelo governo. Bradbury pinta um cenário onde a sociedade retratado no livro se tornou passiva, consumista e desinteressada do pensamento crítico.Apesar de ter sido escrito há décadas, muitos dos temas e preocupações abordamos no livro têm ressonância direta com as questões e desafios que enfrentamos nos dias de hoje.Imperdível!...more",Notes are private!,0,9,1,"Aug 16, 2023","Aug 17, 2023","Oct 07, 2022",,Mass Market Paperback,view (with text),/book/show/54260671-fahrenheit-451
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,158","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Hardcover,view,/book/show/60149573-our-missing-hearts
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Por Quem os Sinos Dobram,"Hemingway, Ernest",9723829487,9789723829488,9723829487,512        pp,3.98,"293,567",Oct 1940,Feb 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Dec 28, 2023","Jan 02, 2024","Oct 04, 2022",,Paperback,view,/book/show/36512778-por-quem-os-sinos-dobram
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Febre e Lança        (O teu rosto amanhã, #1)","Marías, Javier",9896653216,9789896653217,B075SJN3BY,416        pp,3.98,"3,265",2002,Sep 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Oct 02, 2022","Oct 09, 2022","Oct 02, 2022",,Paperback,view,/book/show/37912463-febre-e-lan-a
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vejam como dançamos,"Slimani, Leïla",,9789897847158,,344        pp,4.07,"3,425","Feb 03, 2022","Oct 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,15,1,"Nov 12, 2022","Nov 15, 2022","Oct 01, 2022",,Paperback,view,/book/show/62795562-vejam-como-dan-amos
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Coração é um Caçador Solitário,"McCullers, Carson",9722343394,9789722343398,9722343394,360        pp,3.99,"110,189","Jun 04, 1940",2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Considerado uma obra-prima da literatura do século XX.A história desenrola-se numa pequena cidade da Georgia durante a Grande Depressão. O enredo giraConsiderado uma obra-prima da literatura do século XX.A história desenrola-se numa pequena cidade da Georgia durante a Grande Depressão. O enredo gira em torno de um grupo de personagens diversos que, apesar das suas diferenças, estão todos conectados pela procura do significado da vida e pela solidão. O personagem central é John Singer, um surdo-mudo que se torna o receptor silencioso das confissões e problemas dos outros personagens....more",Notes are private!,0,12,1,"Nov 19, 2023","Nov 23, 2023","Sep 29, 2022",,Paperback,view (with text),/book/show/11205210-o-cora-o-um-ca-ador-solit-rio
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Pavilhão dos Cancerosos,"Solzhenitsyn, Aleksandr",,,,656        pp,4.25,"16,639",1967,1975,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2022",,Hardcover,view,/book/show/18622420-o-pavilh-o-dos-cancerosos
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Herança,"Hjorth, Vigdis",,,,344        pp,3.90,"16,041",2016,"Sep 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2022",,Paperback,view,/book/show/58949906-heran-a
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Véu Pintado,"Maugham, W. Somerset",,9789724137131,9724137139,288        pp,3.96,"46,051",Apr 1925,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Este livro oferece uma perspectiva rica sobre como as escolhas que fazemos no nosso percurso terreno podem ser complicadas, carregadas de dilemas moraEste livro oferece uma perspectiva rica sobre como as escolhas que fazemos no nosso percurso terreno podem ser complicadas, carregadas de dilemas morais e muitas vezes irreversíveis. Escolhas essas que determinam consequências e influenciam o curso das nossas vidas....more",Notes are private!,0,6,1,"Sep 23, 2023","Sep 24, 2023","Sep 13, 2022",,Paperback,view (with text),/book/show/6296119-o-v-u-pintado
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Sete Luas de Maali Almeida,"Karunatilaka, Shehan*",,9789897246920,,432        pp,3.93,"39,497","Aug 04, 2022","Sep 20, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,"Sep 25, 2023not set",Oct 2023not set,"Sep 07, 2022",,Paperback,view,/book/show/197869149-as-sete-luas-de-maali-almeida
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trees,"Everett, Percival",164445064X,9781644450642,164445064X,309        pp,4.07,"26,935","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2022",,Paperback,view,/book/show/56269278-the-trees
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glory,"Bulawayo, NoViolet",0525561137,9780525561132,0525561137,416        pp,3.71,"4,785","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2022",,Hardcover,view,/book/show/58491879-glory
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rei Branco        (Antonia Scott, #3)","Gómez-Jurado, Juan*",,9789897775994,,400        pp,4.26,"20,946","Nov 05, 2020","Aug 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 05, 2022","Sep 11, 2022","Sep 05, 2022",,Paperback,view,/book/show/61997616-rei-branco
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Menina Silenciosa        (Sebastian Bergman, #4)","Hjorth, Michael",9896653127,9789896653125,9896653127,562        pp,4.14,"6,509","Sep 01, 2014","Nov 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Oct 18, 2022","Oct 23, 2022","Sep 02, 2022",,Paperback,view,/book/show/36477136-a-menina-silenciosa
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O Homem Ausente        (Sebastian Bergman, #3)","Hjorth, Michael",9896651752,9789896651756,9896651752,591        pp,3.85,"6,970",2012,"Jan 04, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 27, 2022","Sep 02, 2022","Aug 27, 2022",,Paperback,view,/book/show/33595565-o-homem-ausente
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nada,"Laforet, Carmen",9728791909,9789728791902,B00VZ53STE,256        pp,3.83,"28,604",1944,Jun 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Um livro que devem acrescentar à vossa lista de leitura.,Notes are private!,0,5,1,"Apr 07, 2024","Apr 09, 2024","Aug 23, 2022",,Paperback,view (with text),/book/show/17339569-nada
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruido de fondo,"DeLillo, Don",8432228052,9788432228056,8432228052,432        pp,3.86,"115,123","Jan 21, 1985","Nov 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2022",,Paperback,view,/book/show/587921.Ruido_de_fondo
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Voyant d'Étampes,"Quentin, Abel",,9791032909294,B08YQFW866,384        pp,3.81,505,"Aug 18, 2021","Aug 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2022","Sep 05, 2022","Aug 21, 2022",,Paperback,view,/book/show/58346188-le-voyant-d-tampes
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sashenka,"Montefiore, Simon Sebag*",,9789897775918,,504        pp,4.06,"6,018",2008,Jul 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Sep 12, 2022","Sep 20, 2022","Aug 21, 2022",,Paperback,view,/book/show/61487575-sashenka
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Idade da Inocência,"Wharton, Edith",989724574X,9789897245749,989724574X,384        pp,3.97,"174,484",Oct 1920,Jun 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2022",,Paperback,view,/book/show/58235300-a-idade-da-inoc-ncia
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Leste do Paraíso,"Steinbeck, John",9723830639,9789723830637,9723830639,744        pp,4.41,"538,901",1952,Jun 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,"Aug 02, 2022","Aug 10, 2022","Aug 02, 2022",,Paperback,view,/book/show/40637252-a-leste-do-para-so
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mancha Humana,"Roth, Philip",9722060341,9789722060349,9722060341,408        pp,3.91,"41,201","May 10, 2000",Jul 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Philip Roth nunca me desilude, bem pelo contrário.",Notes are private!,0,6,1,"Aug 17, 2022","Aug 21, 2022","Aug 02, 2022",,Hardcover,view (with text),/book/show/40206545-a-mancha-humana
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Oeste Nada de Novo,"Remarque, Erich Maria",9897731687,9789897731686,9897731687,224        pp,4.07,"459,987",1928,Jul 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Uma geração destruída pela guerra, incluindo aqueles que sobreviveram aos bombardeamentos. Uma obra prima de Remarque.",Notes are private!,0,13,1,"Aug 14, 2022","Aug 17, 2022","Jul 31, 2022",,Paperback,view (with text),/book/show/52715725-a-oeste-nada-de-novo
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Velas Ardem Até ao Fim,"Márai, Sándor",9722020625,9789722020626,9722020625,154        pp,3.99,"33,644",1942,Dec 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O romance é uma reflexão profunda sobre amizade, solidão, lealdade, amor, morte e o sentido da vida. Através de diálogos intensos e emocionantes, os dO romance é uma reflexão profunda sobre amizade, solidão, lealdade, amor, morte e o sentido da vida. Através de diálogos intensos e emocionantes, os dois amigos discutem as suas vidas, os seus amores, as suas deceções e as suas perdas.A história é narrada na primeira pessoa pelo personagem Henrik, um nobre húngaro solitário que vive num castelo isolado nas montanhas. Henrik é um homem amargo e ressentido, que espera a visita de Konrad, seu antigo amigo de infância, com quem não se fala há mais de 40 anos. A visita de Konrad é a oportunidade para que os dois amigos discutam assuntos inacabados do passado e das escolhas que fizeram na vida....more",Notes are private!,0,12,1,"Feb 19, 2023","Feb 21, 2023","Jul 30, 2022",,Paperback,view (with text),/book/show/7662387-as-velas-ardem-at-ao-fim
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aniquilação,"Houellebecq, Michel",,,,648        pp,3.85,"7,719","Jan 07, 2022",May 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 30, 2022","Aug 02, 2022","Jul 30, 2022",,Paperback,view,/book/show/61120677-aniquila-o
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Domani e per sempre,"Meta, Ermal",8834609859,9788834609859,8834609859,546        pp,4.46,733,"May 19, 2022","May 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2022",,Paperback,view,/book/show/61128311-domani-e-per-sempre
