,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,gam s's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,337","May 05, 1927","Dec 27, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2024",,Paperback,view,/book/show/59716.To_the_Lighthouse
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,เงาสีขาว ภาพเหมือนในวัยระห่ำของศิลปิน,"Sangsuk, Saneh",,9786167474717,,744        pp,4.40,97,"Dec 23, 1993",Feb 2563,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2024",,Paperback,view,/book/show/58428386
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian by Night        (Sigrid Ødegård #1),"Miller, Derek B.*",1921844884,9781921844881,1921844884,303        pp,3.94,"15,871",2012,Jun 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Paperback,view,/book/show/15775210-norwegian-by-night
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American by Day        (Sigrid Ødegård #2),"Miller, Derek B.*",1328876659,9781328876652,1328876659,352        pp,4.22,"3,969","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/35721120-american-by-day
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild & True Relation,"Sherwood, Kim",0349015368,9780349015361,0349015368,528        pp,3.66,95,"Feb 02, 2023","Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Hardcover,view,/book/show/63246925-a-wild-true-relation
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ornithologist's Field Guide to Love        (Love's Academic, #1)","Holton, India*",0593547284,9780593547281,0593547284,384        pp,4.56,50,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/200555182-the-ornithologist-s-field-guide-to-love
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Sappho,"Schwartz, Selby Wynn",1324092319,9781324092315,1324092319,272        pp,3.51,"4,164","Jul 06, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Hardcover,view,/book/show/61089551-after-sappho
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If Not, Winter: Fragments of Sappho",Sappho,1844080811,9781844080816,1844080811,416        pp,4.44,"17,802",-550,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/150253.If_Not_Winter
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prague Cemetery,"Eco, Umberto",0547577532,9780547577531,0547577532,445        pp,3.49,"27,765","Oct 25, 2010","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Hardcover,view,/book/show/10314376-the-prague-cemetery
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Boy Shuffle,"Beatty, Paul",031228019X,9780312280192,031228019X,240        pp,4.10,"5,765","Jun 12, 1996","May 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/77789.The_White_Boy_Shuffle
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Train Was On Time,"Böll, Heinrich",0241370388,9780241370384,0241370388,108        pp,3.87,"3,235",1949,"Jan 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Paperback,view,/book/show/39864644-the-train-was-on-time
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Were Once a Family: A Story of Love, Death, and Child Removal in America","Asgarian, Roxanna",0374602298,9780374602291,0374602298,320        pp,4.34,"6,011","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Hardcover,view,/book/show/60784741-we-were-once-a-family
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Users,"Winnette, Colin*",1593767374,9781593767372,1593767374,288        pp,2.66,889,"Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/61538688-users
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gangland,"Hogan, Chuck",1538751755,9781538751756,1538751755,352        pp,4.12,"1,868","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/59656215-gangland
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spear,"Griffith, Nicola*",1250819326,9781250819321,1250819326,184        pp,4.09,"6,628","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/57693308-spear
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,8 Lives of a Century-Old Trickster,"Lee, Mirinae",0063240424,9780063240421,0063240424,304        pp,3.95,"1,036","May 04, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Hardcover,view,/book/show/62949047-8-lives-of-a-century-old-trickster
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Termush,"Holm, Sven",057137915X,9780571379156,057137915X,119        pp,3.34,"1,915",1967,"May 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/62678428-termush
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Table for Two,"Towles, Amor*",0593296370,9780593296370,0593296370,464        pp,4.37,752,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/195474144-table-for-two
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undiscovered,"Wiener, Gabriela",0063256681,9780063256682,0063256681,192        pp,3.96,"3,247",2021,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/70240502-undiscovered
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crooked Plow,"Junior, Itamar Vieira*",,,B0BGN2HC8F,236        pp,4.53,"19,509",Aug 2019,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Kindle Edition,view,/book/show/120855172-crooked-plow
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Valley,"Howard, Scott Alexander*",1668015471,9781668015476,1668015471,304        pp,3.93,"2,439","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/176450755-the-other-valley
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Family,"Frankel, Laurie*",1250236800,9781250236807,1250236800,400        pp,4.05,"7,340","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/127282881-family-family
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simpatia,"Branco, Castello",,,,137        pp,3.92,12,2016,May 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/40536600-simpatia
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simpatía,"Blanco Calderón, Rodrigo*",8420439371,9788420439372,8420439371,272        pp,3.60,168,2020,"May 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/51658555-simpat-a
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kairos,"Erpenbeck, Jenny",332860085X,9783328600855,332860085X,379        pp,3.52,"2,324","Jan 16, 2021","Jan 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/58877223-kairos
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of Rain,Tan Twan Eng,,,,447        pp,4.27,"15,478",2007,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/1219949.The_Gift_of_Rain
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Garden of Evening Mists,Tan Twan Eng,1905802498,9781905802494,1905802498,448        pp,4.14,"25,826","Nov 01, 2011","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/12031532-the-garden-of-evening-mists
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,494","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/158875813-prophet-song
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Souls of Black Folk,"Du Bois, W.E.B.",,,,288        pp,4.30,"42,355","Apr 18, 1903","Sep 26, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/318742.The_Souls_of_Black_Folk
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art of Prophecy        (War Arts, #1)","Chu, Wesley*",0593237633,9780593237632,0593237633,533        pp,4.10,"3,808","Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/58409712-the-art-of-prophecy
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silver Under Nightfall        (Reaper, #1)","Chupeco, Rin*",1982195711,9781982195717,1982195711,512        pp,4.02,"5,121","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/60321513-silver-under-nightfall
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anita de Monte Laughs Last,"Gonzalez, Xochitl*",1250786215,9781250786210,1250786215,342        pp,3.92,"7,358","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/127306192-anita-de-monte-laughs-last
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bound in Silence: An Unsolved Murder in a Small Texas Town,"Stephens, Christena",,9798987900208,B0C3TB145X,286        pp,4.33,3,unknown,"Feb 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/143365186-bound-in-silence
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blueprint,"Rashad, Rae Giana*",0063330091,9780063330092,0063330091,304        pp,3.94,349,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/199248447-the-blueprint
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hapless Milliner        (Miss Austen Investigates, #1)","Bull, Jessica*",145495180X,9781454951803,145495180X,336        pp,3.82,367,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/157658150-the-hapless-milliner
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The List of Suspicious Things,"Godfrey, Jennie*",1529153298,9781529153293,1529153298,464        pp,4.41,"2,140","Feb 15, 2024","Feb 15, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/157591205-the-list-of-suspicious-things
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ministry of Time,"Bradley, Kaliane",1668045141,9781668045145,1668045141,352        pp,4.00,790,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/199798179-the-ministry-of-time
