,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deborah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peace Like a River,"Enger, Leif",0802139256,9780802139252,B007CV7V5W,312        pp,4.01,"90,381","Aug 02, 2001","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2018",,Paperback,view,/book/show/227571.Peace_Like_a_River
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Lights Go Out,"Kubica, Mary*",0778330788,9780778330783,0778330788,332        pp,3.19,"26,582","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Hardcover,view,/book/show/36796312-when-the-lights-go-out
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Ballad,"Cash, Wiley*",0062313126,9780062313126,0062313126,396        pp,3.87,"7,722","Oct 03, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Paperback,view,/book/show/36341125-the-last-ballad
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purple Hibiscus,"Adichie, Chimamanda Ngozi",1616202416,9781616202415,1616202416,336        pp,4.18,"119,967","Oct 30, 2003","Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Paperback,view,/book/show/14569052-purple-hibiscus
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Stranger in the House,"Lapena, Shari*",0735221138,9780735221130,0735221138,336        pp,3.69,"143,030","Jul 27, 2017","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Paperback,view,/book/show/39835231-a-stranger-in-the-house
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298039,9780743298032,B001KSTPUM,448        pp,3.98,"313,080","Sep 12, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2018",,Paperback,view,/book/show/410428.The_Thirteenth_Tale
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Big Black Sun: A Personal History of L.A. Punk,"Doe, John",0306824086,9780306824081,0306824086,277        pp,4.10,"2,056","Apr 26, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Hardcover,view,/book/show/25898106-under-the-big-black-sun
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trace: Memory, History, Race and the American Landscape","Savoy, Lauret",1619025736,9781619025738,1619025736,225        pp,4.10,"1,148","Nov 10, 2015","Nov 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2018",,Hardcover,view,/book/show/24886834-trace
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intuitionist,"Whitehead, Colson*",,,,255        pp,3.63,"14,538","Jan 01, 1999","Jan 04, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2018",,Paperback,view,/book/show/16271.The_Intuitionist
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin at the End of the World,"Tremblay, Paul*",0062679104,9780062679109,0062679104,272        pp,3.32,"78,481","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2018",,Hardcover,view,/book/show/36381091-the-cabin-at-the-end-of-the-world
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories from a South African Childhood,"Noah, Trevor",,,,288        pp,4.49,"693,532","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2018",,Hardcover,view,/book/show/29780258-born-a-crime
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",0812983815,9780812983814,,166        pp,4.40,"333,005","Jul 14, 2015","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2018",,Paperback,view,/book/show/34020369-between-the-world-and-me
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Cabin 10,"Ware, Ruth*",1501132954,9781501132957,1501132954,340        pp,3.74,"617,157","Jun 30, 2016","Jul 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2018",,Paperback,view,/book/show/29883629-the-woman-in-cabin-10
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anatomy of Story: 22 Steps to Becoming a Master Storyteller,"Truby, John",0865479518,9780865479517,0865479518,445        pp,4.27,"6,405",2007,"Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2018",,Hardcover,view,/book/show/1383168.The_Anatomy_of_Story
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robin,"Itzkoff, Dave",,,B076B17NZP,527        pp,4.11,"16,790","May 15, 2018","May 15, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know three stars seems stingy when this book had so many glowing five star s, but here was my one problem with this incredibly comprehensive, I know three stars seems stingy when this book had so many glowing five star s, but here was my one problem with this incredibly comprehensive, thoughtful, well-researched biography: it had no spark. Robin Williams was an entertainer who, on both his best and worst days, was always interesting, always unpredictable, and always had the spark of something about him - the spark of genius, experimentation, manic energy, humanity, lust for approval, individuality, maybe even, at times, yes, a bit of insanity - but always a spark. This book, though thorough to a fault, is overly long and written like a textbook, plodding, straight-forward, lacking any of the characteristics of its subject matter. Dave Itzkoff can be commended for giving fans of Robin Williams vast knowledge of the details of his life, but for those of us looking for a book that captured the essence of the man himself and made the reader enjoy the journey, they will need to wait for a biography with a bit less detail and a lot more spark....more",Notes are private!,0,24,1,"Aug 18, 2018","Sep 03, 2018","May 16, 2018",,Kindle Edition,view (with text),/book/show/36609155-robin
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",1501126075,9781501126079,1501126075,320        pp,4.01,"135,224","Sep 05, 2017","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2018",,Paperback,view,/book/show/36664344-sing-unburied-sing
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,609","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/36692478-there-there
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosted,"Walsh, Rosie",0525522778,9780525522775,0525522778,337        pp,3.75,"94,683","May 01, 2018","Jul 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/36464087-ghosted
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls' Night Out,"Fenton, Liz*",1503902560,9781503902565,1503902560,323        pp,3.53,"12,042","Jul 24, 2018","Jul 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Paperback,view,/book/show/37759098-girls-night-out
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River at Night,"Ferencik, Erica*",1501143204,9781501143205,1501143204,320        pp,3.50,"15,987","Jan 10, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Paperback,view,/book/show/29883631-the-river-at-night
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",161620804X,9781616208042,161620804X,338        pp,3.89,"47,125","May 02, 2017","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Paperback,view,/book/show/36011810-the-leavers
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Mrs. Westaway,"Ware, Ruth*",1501156217,9781501156212,1501156217,368        pp,3.81,"175,266","May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/36373481-the-death-of-mrs-westaway
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211221,9780735211223,0735211221,388        pp,3.59,"388,693","May 02, 2017","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2018",,Paperback,view,/book/show/39752700-into-the-water
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",,,B074M5TLLJ,433        pp,4.24,"1,052,698","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 13, 2021",not set,"May 02, 2018",,Kindle Edition,view,/book/show/50164163-circe
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widow's Watcher,"Maxwell, Eliza*",1503956059,9781503956056,B07656QX9K,283        pp,4.39,"9,269","May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2018",,Kindle Edition,view,/book/show/36434976-the-widow-s-watcher
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Warlight,"Ondaatje, Michael",0525521194,9780525521198,0525521194,285        pp,3.60,"44,609","May 08, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2018",,Hardcover,view,/book/show/36723246-warlight
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shah of Shahs,"Kapuściński, Ryszard",0679738010,9780679738015,0679738010,160        pp,4.23,"6,916",1982,"Feb 04, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2018",,Paperback,view,/book/show/59661.Shah_of_Shahs
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wind, Sand and Stars","Saint-Exupéry, Antoine de",0156027496,9780156027496,0156027496,229        pp,4.12,"18,434","Feb 06, 1939","Dec 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2018",,Paperback,view,/book/show/8837.Wind_Sand_and_Stars
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Benjamin Franklin's Dream America,"Ober, Damien Lincoln",,9780957121386,,250        pp,3.55,67,"Aug 15, 2014","Aug 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2018",,Paperback,view,/book/show/23445928-doctor-benjamin-franklin-s-dream-america
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mezzanine,"Baker, Nicholson*",0679725768,9780679725763,0679725768,135        pp,3.84,"8,882","Oct 15, 1988","Jan 16, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2018",,Paperback,view,/book/show/247000.The_Mezzanine
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Creature,"Burton, Tara Isabella*",0385543522,9780385543521,0385543522,273        pp,3.36,"11,732","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2018",,Hardcover,view,/book/show/34909789-social-creature
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcription,"Atkinson, Kate",031617663X,9780316176637,031617663X,343        pp,3.49,"55,722","Sep 06, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2018",,Hardcover,view,/book/show/37946414-transcription
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feather Thief,"Johnson, Kirk W.*",,,B074DGMF88,320        pp,4.01,"29,148","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2018",,Kindle Edition,view,/book/show/35901186-the-feather-thief
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lying in Wait,"Nugent, Liz*",1501167774,9781501167775,1501167774,320        pp,3.80,"28,644",2016,"Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 01, 2018",,Hardcover,view,/book/show/36373425-lying-in-wait
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,10 Secrets to a Bestseller: An Author's Guide to Self Publishing        (Self Publishing Bestseller Book 1),Tim McConnehey*,1630729043,9781630729042,B071ZN7VJ3,188        pp,3.73,51,unknown,"Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2018",,Kindle Edition,view,/book/show/36220766-10-secrets-to-a-bestseller
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macbeth,"Nesbø, Jo*",0553419056,9780553419054,0553419056,446        pp,3.44,"16,497",Apr 2018,"Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2018",,Hardcover,view,/book/show/35792226-macbeth
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,History of Wolves,"Fridlund, Emily",080212738X,9780802127389,080212738X,279        pp,3.41,"28,165","Jan 03, 2017","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2018",,Paperback,view,/book/show/34496941-history-of-wolves
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Difficult Women,"Gay, Roxane*",0802127371,9780802127372,0802127371,306        pp,3.96,"29,136","Jan 03, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2018",,Paperback,view,/book/show/34403045-difficult-women
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire and Fury: Inside the Trump White House,"Wolff, Michael",1408711400,9781408711408,1408711400,336        pp,3.44,"75,635","Jan 05, 2018","Jan 05, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With literally one chapter to go to finally finish this nauseating tome, I am doing what I should have done before cracking open the cover - setting iWith literally one chapter to go to finally finish this nauseating tome, I am doing what I should have done before cracking open the cover - setting it down and never, ever opening it again. These people are beyond horrible. Every single one of them. There is not one person in the current administration who seems to have a sole redeeming characteristic. I am both sickened and infuriated every time I read yet another vomit-inducing page about their petty power struggles, their blatant incompetence, their abysmal lack of morality and their stunning disregard for this country and its people. What also bothers me is how Wolff tries to conceal his fanboy delight in knowing them in a deceptive web of seeming disdain. His admiration of Bannon is apparent even as he pretends to be appalled. What a disgusting view of an administration that is ripping apart every good thing this country aspired to be - told by a writer ill-equipped to convey this twisted tale with any regard for the heft of the story he is telling or even a basic knowledge of sentence structure. If you have a strong sense of decency or even just a quick gag reflex, please avoid this scum wrapped in a sleeve at all costs. Every word leaves a film on your skin that is hard to scrub away....more",Notes are private!,0,2,1,"Jan 23, 2018","Jun 25, 2018","Jan 23, 2018",,Hardcover,view (with text),/book/show/37823908-fire-and-fury
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rules of Magic        (Practical Magic, #0.2)","Hoffman, Alice*",,,,369        pp,4.00,"111,904","Oct 10, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2017",,Kindle Edition,view,/book/show/34037113-the-rules-of-magic
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Buddhism Is True: The Science and Philosophy of Meditation and Enlightenment,"Wright, Robert",1508235406,9781508235408,1508235406,11        pp,4.01,"23,178","Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2017",,Audiobook,view,/book/show/32895535-why-buddhism-is-true
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"McNamara, Michelle",,,B071YRW9CB,352        pp,4.12,"237,846","Feb 27, 2018","Feb 27, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I was a college student, majoring in Anthropology and minoring in Sociology with a focus on Criminal Studies, I decided to do a cross-cultural stWhen I was a college student, majoring in Anthropology and minoring in Sociology with a focus on Criminal Studies, I decided to do a cross-cultural study of sexually sadistic serial crime as a final paper. The research for this paper meant that I had to read every textbook case I could get my hands on, (pages full of the most cruel and brutal acts ever perpetrated by sociopaths in any culture), in a fruitless attempt to explain human horror by virtue of its sheer volume and consistency throughout modern history. I don't think I succeeded in demonstrating anything other than the fact that serial murder is not just an American phenomenon and sexual sadists are everywhere in the world, something we could all probably have surmised with little or no research at all. But one thing did come of my immersion in deviance. I started to view personal protection in a very different way. I took more visible routes at safer times of day, I locked and double-checked every door and window, I scoped out my environment, held my keys between my fingers, trusted no one.Most women take these precautions as a matter of course. It is something that is merely a given from the time you are old enough to have incorporated beneficial habits into your routine. Brush your teeth, take your vitamins, grip your bag, walk with purpose, avoid that shortcut. Upgrading the advice to ""don't get killed"" is a natural progression. The semester I wrote that paper upped the ante for me. I looked at every experience differently, saw potential predators behind every shrub, scrutinized the motives of every flirtation, booby-trapped access points, sprinted to my car at night. I knew that a woman in the world only has so much power, but I was not going to be an easy victim. My research had taught me that. Eventually the semester ended, and although I was still given to excessive caution (and have been ever since), my heightened sense of fear lessened a bit. I relaxed into the mindset that most citizens of the world accept: ""I can only do so much, and otherwise, what happens, happens."" Life went on, as it does, for the next couple of decades. And then I picked up ""I'll Be Gone in the Dark"" by Michelle McNamara and met the predator known as the Golden State Killer. I haven't had an easy night's sleep since. There was never a doubt that I was going to read this book. I'm a huge Patton Oswalt fan, and a devotee of true crime stories, so whether this was good or not, it was going to be read. As it turns out, Michelle McNamara is a revelation. She is that rare writer who can obsess over staggering amounts of research, distill it all down into workable themes, synthesize those themes into something cohesive, and then write about it in a way that rivals the best novelists. Not only that, but she spearheaded some of this research herself, working closely with law enforcement agents who investigated the case of the Golden State Killer back when he was being called the East Area Rapist or the Original Night Stalker. (He only became known as the Golden State Killer when McNamara herself dubbed him as such in her true crime blog.) In fact, McNamara is as much a part of this story as anyone. In writing about a killer she became a force for propelling the case forward. She became the only person able to elicit interviews from several victims and their families, she became the mouthpiece for a collective of retired investigators and amateur sleuths all dedicated to capturing this elusive criminal, and, ironically, her untimely death highlighted a case that had long gone unpublicized, possibly leading to its eventual solution (GSK was apprehended last month, more than four decades after he first struck). McNamara obsessed over the case for years, spending every available minute tracking new leads or poring over historical data, visiting old crime scenes with retired detectives, writing in hotels, coffee shops, lobbies, never wanting anything other than to contribute to the capture of this man who haunted her every waking moment. But in so doing, she became as integral to this story as any other participant, even the investigators, the victims, and the killer himself. She is able to write effectively about the obsessions of a rapist and killer, and the obsessions of those who have sought justice for those crimes, because she is well acquainted with obsession and knows the toll it has sometimes taken on her own family and her quality of life.McNamara is a brilliantly engaging writer. By incorporating her own curious, upbeat, matter-of-fact personality into the pages, she elevates this material from what could have been a stark rendering of case after endless case of people brutalized in middle class homes throughout California into a deft rendering of the lives of the victims, a character study of those who have worked the case, and a fascinating look at the many techniques utilized to capture serial predators, all while never turning away from the details of the crimes themselves and the way they instilled terror in every home from Sacramento to Santa Barbara. The fear she chronicles was well warranted, as this particular killer's methods were precise and effective. He stalked, he learned, he devised a plan, he controlled the situations, violated hundreds of people in their own homes, and then slipped away as if he had never been there, rarely seen, never accurately described, leaving no usable evidence - a phantom in the night. McNamara wanted you to know that people like this exist, but also that they are human, they are not monsters with superpowers, but average people with perverse obsessions, and because they are human, they can be caught. They can be caught with research and investigation and hard work and with people pulling together to brainstorm and never giving up. That was her superpower, that was where she fed her obsessions. So, when I read in the news that the Golden State Killer had finally been caught, I was pleased, but not surprised. My first thought was of a woman I did not know who had spent a good portion of her life hoping for this one result. Michelle knew all along that this was possible, and told us so in the book that will now be her professional legacy. I just felt badly that she was not around to see it. My second thought was, ""Did I lock the front door?""...more",Notes are private!,0,5,1,"Apr 29, 2018","May 06, 2018","Sep 18, 2017",,Kindle Edition,view (with text),/book/show/35714058-i-ll-be-gone-in-the-dark
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Exit,"Adams, Taylor*",1912106760,,B073BVCHKG,287        pp,4.01,"159,322","Jun 25, 2017","Jun 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2017",,Kindle Edition,view,/book/show/35522836-no-exit
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid's Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,325        pp,4.14,"2,046,866",1985,"Feb 17, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 14, 2017","Oct 11, 2017","Aug 14, 2017",,Hardcover,view,/book/show/12961964-the-handmaid-s-tale
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Stranger,"Miranda, Megan*",,,,353        pp,3.69,"57,884","Apr 11, 2017","Apr 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not long ago, I took a chance on a suspense novel called ""All the Missing Girls."" The author was able to capture my attention on page one and lead me Not long ago, I took a chance on a suspense novel called ""All the Missing Girls."" The author was able to capture my attention on page one and lead me into the life of a protagonist who felt real and vulnerable, someone I worried about, someone who had made a few wrong turns and now was unsure of who she could trust and what secrets might have followed her from her past. The storyline appeared free of contrivance, unravelling in front of us, as if it were inevitable. There was a flow, a cadence to the book that just worked. The author of that book was Megan Miranda, and while ""All the Missing Girls"" succeeded on every level, her follow-up novel, ""The Perfect Stranger,"" only succeeds on most. Leah Stevens, a disgraced former journalist, decides to escape her failure by leaving the city and moving to western Pennsylvania with a former acquaintance. She takes a teaching job and tries to acclimate to her new life, but soon the mysterious murder of a local woman pulls her into a web of danger and deception, causing her to reassess everything in her life that she believes to be true. It is a compelling premise, populated with a host of sketchy and unreliable characters, filled with twists and turns in almost every chapter, some of which are wholly predictable and others that are truly surprising. Miranda has a way with dialogue. Conversations between her characters (or ones the protagonist has with herself) seem genuine and appropriate for the situations at hand. One of my biggest literary pet peeves is reading dialogue and thinking to myself ""No one talks like that. No one would respond that way. This doesn't feel real."" To date, I have not had that problem with Miranda. It is, perhaps, her greatest strength as an author. She also has an eye for the details that make a character or a scene feel fully realized and authentic. So, bearing that in mind, it was easier for me to forgive her when she took a few liberties with the plot and forced some scenarios that didn't seem quite believable. I don't want to give too much away, so I will just say, the problems I had with this book are common ones. The hackneyed twist of the character that may or may not really exist. This concept works occasionally, but lately has been done to death and if you're going to take it on, you better crush it. The even more unfortunate and commonplace device of two characters becoming romantically coupled under suspect circumstances in far too short a time period. I know how the real world works. Not like that. There were also characters that felt like stock characters, designed solely as red herrings. Yes, every mystery/suspense novel needs these characters, but I prefer them to seem like actual people rather than stock characters from Sketchy Potential Villains 101. I realize these criticisms seem to loom large and may make it seem as if ""The Perfect Stranger"" is unworthy of your time, but, in truth, it is a fairly well-written, interesting genre novel that is better than most, despite its shortcomings. The voice is clear, the descriptions are excellent, and despite its occasional contrivances, the story itself is a sinister little stew that holds your attention until the end. Miranda is obviously a very good writer. I think, in this case, she took on a plotline that outgrew her natural cadence and required a certain level of complexity that became difficult to contain. She made a valiant effort, and succeeded on many counts, but in order to be able to wrap all the plot developments up at the end in a nice big bow, Miranda sacrificed some credibility for closure. ...more",Notes are private!,0,1,1,not set,"Aug 07, 2017","Aug 06, 2017",,Kindle Edition,view (with text),/book/show/32190153-the-perfect-stranger
