,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Zinta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As If We Were Prey,"Delp, Michael",0814334776,9780814334775,0814334776,120        pp,3.87,23,"Mar 08, 2010","Mar 08, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reading for The Smoking Poet. Review pending.,Notes are private!,0,0,1,"Mar 20, 2010",not set,"Mar 20, 2010",,Paperback,view (with text),/book/show/7887296-as-if-we-were-prey
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imposter - How a Juvenile Criminal Succeeded in Business and Life,"Kreiling, Kip",0615320554,9780615320557,0615320554,312        pp,3.76,29,"Dec 01, 2009","Sep 30, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When the author contacted me about doing a  of his book, I very nearly said no. I get several  requests per week, so I have been forced toWhen the author contacted me about doing a  of his book, I very nearly said no. I get several  requests per week, so I have been forced to get choosier about the  copies I accept. But I took a closer look at the book description and changed my mind. We don’t have nearly enough books that talk honestly about the shortcomings of our juvenile justice system. Perhaps Kip Kreiling had something new and important to add? I was a little put off by the large print of the book when my copy arrived. It makes the book bulkier than it need be, and implies a readership it probably doesn’t have—the elderly? The very young? I started to read, and large print was forgotten, as I fell into the story. This was a heck of a story. One with which, unfortunately, I was all too familiar from my own experiences, raising my son as a single mother. Those preteen and teen years can be so very difficult for boys and young men growing up without good, strong male role models, and having a father present doesn’t in and of itself fill that gap. It depends on the type of father. But I could relate to young Kip’s mother painfully well, the heartbreak of watching a son struggle to find his place in a world that makes a molehill of a youthful mistake quickly turn into a mountain of trouble. What should be a “teaching moment” or a wake-up call often gets turned into a downward spiral by a juvenile justice system that is often predatory and punitive rather than caring and rehabilitative. With Kreiling’s misadventures with drug use; gangs or kids simply gone wild; with the idiocy of the current juvenile justice system—“They were turning me into a harder criminal than I already was.” (page 35)—and an educational system that has been broken for a long time; with a society in general that treats our youth as second or even last priority; a foster system that started as a good idea but is now more infamous for abuse cases than rescue stories; we are all in trouble. This cannot go on. I read with excitement, because Kreiling was telling a story that needs to be told. I’m glad to see he is an enthused marketer as well, doing everything he can to promote his book. Good. I have visions of this book being passed around juvenile delinquent homes and youth prisons, even adult prisons, with its basic message of hope: everyone can change. Indeed, perhaps that is the thought behind the large print, because those who languish in prison more often than not come from backgrounds of poverty and little to no education, so whatever can be done to make this easier to read is a good idea. A better idea: another round of editing that goes deep with cuts and brings the writing, which is not bad but not yet up to par, to the level this memoir deserves. Personally, my suggestion would be to lose the eight principles of change and to simply write his story, tell it like it was and how it is now. Write the memoir, skip the rest. Let the story tell its own lessons, rather than inserting an artificial listing of principles, or morals, at the finish of most chapters. After all, none of the lessons are particularly memorable, and certainly nothing we haven’t heard before. Principles of change such as (paraphrased)—change your environment and you will change yourself; don’t plan for failure; choose your friends carefully because you will mimic their behavior; get disciplined in pursuing your dreams, and so on, appear in countless variations in a thousand self-help books and many are already a part of the commonly known 12-step programs that, frankly, do it better. When Kreiling wrote about his own life, I was mesmerized. This was honest, raw, ugly, real. This was good and inspirational storytelling, with plenty of conflict and obstacles to be overcome, a hero that kept falling but still had something of integrity buried deep in him right from the start, keeping the reader interested and rooting for him to survive. One only had to look closely enough, and through caring eyes, to see the potential and root for it. While some of Kreiling’s intellectual explorations are mildly interesting, they, too, tended to distract from the meat of a great story. I had to think of one of the most powerful books I’ve ever read: Monster : The Autobiography of an L.A. Gang Member by Sanyika Shakur, who today works to end gang violence. Had Kreiling stuck to his memoir, his good message would surely have more power and less of a didactic tone. Instead, Kreiling veers into side stories about Abraham Lincoln and Ben Franklin and Ayn Rand and young Gisela, a brainwashed Communist who sees the light by spending time with a tour group of boys (including Kreiling) from the free West. These tour group boys understand that they will not change Gisela by preaching to her. They instinctively understand that she will learn in a more meaningful way simply my observing what freedom looks like in her peers from the free world. Kreiling would do well to apply the same wisdom to his book. Mind you, those side stories are interesting, and I could relate. I, too, traveled behind the Iron Curtain as a young woman. I, too, was drawn to Ayn Rand’s philosophy, and I even went through some of the same internal debates as Kreiling, wondering how and if Rand’s objectivism could fit with Christianity. I suspect if I ever met Kreiling, we’d have a heck of a lot to talk about and a great deal of experiences on which to compare notes. Yet crowding all these tangents into one book is just that, overcrowding, and dilutes from the purity of his message. This message is too important to miss. Kreiling has all the requirements to be the one to tell it. He has been to those darkest of places. He has hit despair, seen the insides of prisons, and he has known what it means to sink into and to beat an addiction and to relapse and have to beat it again. He knows what it means to betray and be betrayed. And there is no more powerful storyteller than he who knows and tells it from the heart. Kreiling has lots of heart. Or call it conscience. It is his heart and his conscience—and a keen intelligence that makes itself known even when still uneducated—that save him and save this book. Kreiling has led a remarkable life. Today a successful businessman, husband and father, he has proven that change is possible. He has shown that any addiction can be overcome. These are the makings of a great story. Cleaning away the frill and the fuss, this great story could really touch many hungry hearts and minds, those like his, despairing to keep hope alive.Four stars for message, three stars for execution. ~Zinta Aistars for The Smoking Poet, Spring 2010 Issue ...more",Notes are private!,0,1,1,not set,not set,"Mar 19, 2010",,Paperback,view (with text),/book/show/7478447-the-imposter---how-a-juvenile-criminal-succeeded-in-business-and-life
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ejo: Poems, Rwanda, 1991-1994","Burleson, Derick",0299170241,9780299170240,0299170241,80        pp,4.58,26,"Oct 06, 2000","Nov 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2010",,Paperback,view,/book/show/1822671.Ejo
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Facts About the Moon,"Laux, Dorianne*",0393329623,9780393329629,0393329623,104        pp,4.30,887,2005,"May 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No time lost, the opening poem immediately, stunningly, reminds me why Dorianne Laux still ranks among my top three favorite poets and keeps giving thNo time lost, the opening poem immediately, stunningly, reminds me why Dorianne Laux still ranks among my top three favorite poets and keeps giving the other two a really hard time. “The Life of Trees” swirls me back into memory, all senses remembering. Once again, I am lying in my bed in the dark of a backcountry night, shack on a dirt road, tree branch scratching along the glass pane of my window. … I want to sleepand dream the life of trees, beingsfrom the muted world who carenothing for Money, Politics, Power,Will or Right, who want little from the nightbut a few stars going dim, a white owllifting from their limbs, who want onlyto sink their roots into the wet ground …Because Laux understands and masters simplicity, and remaining simple in a complex world is one of the greatest arts of all. She speaks proletarian with the finesse of an intellectual, everything about these poems tapped into the blood of a common people in an uncommon world. She writes of the poor and homeless in “Democracy,” she makes us feel the highs and lows of everyday life, of angst, of growing pains, of loneliness and new connection. “Vacation Sex” is a poem that is good and earthy and real, by God, real, not that drivel written in bad romances, posed for fantasy and never in reality, and never meant to be. Laux captures the couple that we are, our neighbors, our friends, dumping luggage at the door on the return home from vacation, and leaping back into the comfort of known bed, known body, known joy.Nature, animals, earth, moon, connection with and between humans, these are the favorite things of Laux poetry. One of my favorites is “The Crossing,” in which the poet bride assesses the long-term value of a new husband by the way he treats an elk standing unmovable in the road. In the details, we are known.Title poem, and moonlit we come to understand the light and shadow side of love, none purer than a mother’s, none more anguished and tested than the mother’s of a bad-boy son. We don’t deserve the moon.Maybe we once did but not nowafter all we’ve done …… you want to slap her back to sanity, remind herof the truth: he was a leech, a fuckup,a little shit, and you almost dountil …I won’t finish that. Endings of poems, especially Laux’s, are such dynamite. They either blow up all in your face, a ruin, or, as Laux’s do, they blow up your heart, shatter it with rediscovered feeling, remembering, suddenly, what it feels like to be sensitive and raw and open and vulnerable to life: vacation sex, flashlights under sheets as a child reading at night, elk caught in headlights on the road, your heart “a blue cup fallen from someone’s hand.”~Zinta Aistars for The Smoking Poet, Spring 2010...more",Notes are private!,0,6,1,"Mar 07, 2010",not set,"Mar 07, 2010",,Paperback,view (with text),/book/show/515188.Facts_About_the_Moon
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",0812971833,9780812971835,0812971833,286        pp,3.85,"236,056","Mar 25, 2008","Sep 30, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review pending.,Notes are private!,0,1,1,not set,"Mar 11, 2010","Mar 07, 2010",,Paperback,view (with text),/book/show/5552635-olive-kitteridge
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cowboy & Wills,"Holloway, Monica",1416595031,9781416595038,1416595031,288        pp,4.21,700,"Sep 14, 2009","Oct 06, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To set the parameters of my : I know next to nothing about autism. My knowledge of this disorder is limited to the anecdotal, the various news iTo set the parameters of my : I know next to nothing about autism. My knowledge of this disorder is limited to the anecdotal, the various news items and studies that pass across our daily consciousness, this and that about autism being over diagnosed, that it may be caused by something in our food, or by various childhood vaccinations, and other such. I won’t claim to hold strong opinions on any of this, as it has not been an area of research or particular interest to me. I have a couple of casual acquaintances with autistic children, both highly functional, and that’s it—that’s all I’ve got. For this very reason—because I know so little about this diagnosis which children today alarmingly often seem to have attached to them—I took on reading Monica Holloway’s Cowboy & Wills: A Love Story with particular interest. I wondered if autism might be something like ADHD, another diagnosis that seems difficult to make. Indeed, my own son was diagnosed with it at one point in his childhood and early teen years, only to have the next doctor cry “balderdash!” and the next one reverse that and the next one reverse that again. I eventually agreed with the balderdash opinion. He does not, never did, have ADHD. Nor did he have any other number of diagnoses that various doctors with an alphabet soup of credentials behind their names make. He was a teenager growing up without a father in a single-parent home, and so he acted out his anger and confusion and fear of abandonment. He grew up, gained maturity and understanding, and stopped acting out. End of story. So is this epidemic of autism anything like that? I don’t know, don’t claim to know, but my curiosity was piqued. I was quickly drawn into Monica Holloway’s story about her young son, Wills. “Wills Price is exceptional. “If you happen to meet him walking down our street, you’d see a lanky boy in red baggy sweatpants. His thick black eyelashes frame enormous, cornflower blue eyes and he has freckles that march across the top of his tiny turned-up nose. When he lets loose with a belly laugh, his dimples deepen and he throws his head back while twisting the front of his shirt. He prefers wearing stripes—T-shirts, and turtlenecks mostly. He’s very particular about this. There have to be stripes.”As a mother, I was already smiling. My son is a big man now, with great heart and great shoulders, carrying his own world upon them, but how well I remember that sweet little face then, those moments of shining brightness, the up-turned nose and freckles, the childish chortle that would remind me, in my adult world, how to laugh. So Monica Holloway quickly became my friend. My distant alter ego, struggling with parenting and its myriad challenges. The particulars didn’t matter. What mattered to me as a reader was that I recognized a mother who loves her child with every fiber of her being, and would do anything but anything for him, even the toughest task of all—step back and let him occasionally take a fall on his own. I won’t say that all her parenting skills were perfect. Who am I to know? There is no manual, only heart required, lots of it and always open. Holloway has that. And in her self-effacing style of telling the story of Wills and his golden retriever pup, Cowboy, she was touchingly willing to put her own shortcomings out there for public scrutiny. Her writing style reminded me a little of the popular author Elizabeth Gilbert (Eat, Pray, Love and Committed), juxtaposing serious medical concerns (in Gilbert’s case, the seriousness of the pain of a marital breakup) with delicious moments of humor. After all, sometimes life hurts so much all you can do is laugh and get on with it. Using animals as therapy may not have initially been Holloway’s intent, but as most mothers do, she operates by instinct. When Wills has a particularly bad day—sobbing when his classroom of peers are too loud, too fast, too bustling with a confusion of activity, for instance—Holloway makes a detour to the pet store. She brings home guinea pigs, hamsters, fish, rabbits, hermit crabs, turtles, in short, a menagerie of critters to soothe and amuse her son. And it works. Any pet owner will tell you, and the medical profession, too, that our pets can relax rattled nerves, lower blood pressure, and alleviate a sense of isolation. It is not unusual to hear about animals opening up humans to functionality when other humans fail to do so. Buying the boy a puppy seems a natural progression on the animal chain of pets. While I may question Holloway’s decision to be very close-mouthed with others about her son’s autistic spectrum disorder, and by doing so isolating herself and her family from social support and no doubt other avenues of help and advice, I will not judge her for it. I have not raised her son; she has not raised mine. Every individual is different, and if I have learned to trust anything, it is a mother’s loving instinct on raising her child. I trust that instinct even over medical professionals. I have had reason to do so. Perhaps she does, too. Wills, after all, is highly functioning, and really quite bright. The words that come out of this babe’s mouth gave me quite a few occasions for my own belly laugh in reading about his young life. There is no quibble with the boy’s high level of intelligence and wit!So there is Cowboy, the other great personality in this story, the furry charmer. Cowboy is actually a girl dog, and she arrives with a medical issue of her own—canine lupus. Another thing I did not know: dogs, too, can get lupus. When Holloway first brought the puppy home from a pet store, even as she knew that buying dogs from pet stores isn’t always a good idea (puppy mill sources), she did not know about the lupus, only that the pup seemed infected with something. Cowboy did live about two and a half years, and charmed years they were. The Holloway family falls in love with her and she with them, but no one more so than Wills. The photographs alone in the book are enough to make one’s heart toasty warm: the boy and the dog curled up together in deep sleep, romping in play, snuggling. Where humans have fallen short in easing the boy’s discomfort in adjusting to the world around him, the dog nudges him beyond his comfort zone and inspires him to go beyond his earlier limits. The Holloways spend a great deal of time and money on their son, and it is a blessing that they apparently are able to do so—maxing out credit cards, dipping into and emptying accounts, while taking Wills to a laundry list of specialists and therapists, even hiring someone to “shadow” him in school while he adjusts, a school they actually hired a headhunter to locate after Wills was rejected at a dozen others because of his disability. Not all parents have such means, but lucky are those who have them to use. We all do whatever we can for our children, and then some. Nothing can carry us through like the unconditional love of a good mother. Love carries us through even when we have to deal with a very painful loss: Cowboy eventually succumbs to his lupus. Still a young dog, she dies, and having gone through that, too—the loss of a much loved pet that stayed true when not all humans would or do—I understand the grief the entire Holloway family feels. Yet the wonders Cowboy was able to accomplish for Wills live on. He is much more social, much more comfortable in his daily routine, because of those two plus years with Cowboy as constant companion. This is a tender love story—between mother and son, between boy and dog. It tugs at the heart in all the right ways and by all the right strings, with laughter and tears, surprise and delight, frustration and grief. Whatever the particulars of how any one family chooses to deal with their problems, one thing rings true. Everyone needs a safe place in life in order to thrive. A place where we know ourselves loved for who we are, and are always encouraged to be more. ~Zinta Aistars for The Smoking Poet, Spring 2010 Issue...more",Notes are private!,0,3,1,"Feb 27, 2010","Mar 06, 2010","Feb 27, 2010",,Hardcover,view (with text),/book/show/6290336-cowboy-wills
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storm Tide,"Piercy, Marge",0449001571,9780449001578,0449001571,320        pp,3.40,167,"May 19, 1998","Dec 07, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read many Marge Piercy books, novels and poetry (and, in general, lean more toward the latter), and reread several as I prepared to do an interviI’ve read many Marge Piercy books, novels and poetry (and, in general, lean more toward the latter), and reread several as I prepared to do an interview with the author for the spring 2010 issue of The Smoking Poet.Piercy collaborated with her husband, writer Ira Wood. I was most intrigued as I settled in for a good Sunday read. Would I be able to distinguish the two? Would their styles mesh or would the seams show? The novel opens with a chapter called, ""David."" It is written in first person, and the character is a young man, a baseball player who didn’t quite make it in the big leagues, and so seems a bit confused at this point about who he is, what are his other talents, how might he make himself useful in life. I assumed (correctly) that this was Wood writing. I had never read his work before, but by end of the first page, I determined I would. He opens:“When the winter was over and my nightmares had passed, when someone else’s mistakes had become the subject of local gossip, I set out for the island. I made my way in increments, although the town was all of eighteen miles square. To the bluff overlooking the tidal flats. Down the broken black road to the water’s edge. To the bridge where her car was found, overturned like a turtle and buried in mud.”Introduced to David Greene, we then move to chapters titled ""Judith,"" and these are written by Piercy. Interestingly, these are not in first, but in third person, giving the reader perhaps more intimacy with David, more distance from Judith. And the story does seem to revolve more around David. David is attracted to the older Judith Silver, a very strong and independent, intellectual woman, a lawyer married to Gordon Stone. Immediate comparisons come to mind to the autobiography I had just read by Piercy, Sleeping with Cats, in which we learn that she was married when she met Wood, that her then husband condoned, even at times encouraged her affair with Wood, who seem to have more confused feelings on the issue. In my  of the autobiography, I pointed out that every work by an author is to some degree autobiographical, and so we see the similarities here, too. In fact, I found it especially interesting reading the two books side by side.Back to the story: it is a weaving of several threads, coming together in this small Cape Cod town, where everyone knows everyone’s business. We meet Johnny Lynch, a powerful local politician, corrupt and yet at times benevolent (if with ulterior motives), entrenched in his place of leadership and not about to let go. Opposing his views on the town’s welfare, Judith Silver and Gordon Stone nudge David into position to run for town selectman. Adding intrigue and complexity to this scenario is the evolving affair between Judith and David, the quickly spreading cancer that ravages Gordon’s body, the arrival of the pinup style young woman, Crystal, who plays sweet and sexy, but is deep-down damaged, if not occasionally malevolent, using her feminine wiles to manipulate David. Crystal is driven by her need to have a man in her life, and she aims for David to fill that need. She has a young son, Laramie, whom she uses unabashedly to pull on David's heart strings and tie him down with guilt trips and parental obligations. Whether because of his youth, or simply that he is too easily seduced and led around by his anatomy, David becomes perfectly entrenched in Crystal’s honey-sweet trap. Seeing this Achilles’ “heel” in his new political opponent, Johnny Lynch uses Crystal against David to the very end, and to disastrous results for all, even the young boy. The book is a fast reader, a true page turner. The contrasts between characters are especially fascinating: Judith, the sharp and smart, mature woman—and Crystal, the loopy pinup girl with nothing to offer but her body (and riddled with jealousy over the older woman); David, the young baseball player turned politician with good intentions but capable of the most ghastly mistakes—and Gordon, the dying man who has been there, done that, and is ready to pass his wife along almost like so much property as he nears his final days. Indeed, that can be the most puzzling part. While Judith professes open relationships, she quickly enough withdraws her favor from David when he grows too involved with Crystal. She explains it away as somehow different when David protests that she, after all, is a married woman, but it is not convincing and difficult to follow her logic. Everybody wants to be first to someone, including Judith. And then there’s Johnny, an old letch when it all comes down to it, using Crystal at first for political strategies to spy on his opponent, but then deteriorating to being just one more horny old toad who wants a piece of that. Here, tragedy truly unfolds. Not one of my favorite Piercy books, but all in all, in the top few. I enjoyed the interwoven stories and characters, the collaboration between two writers—including the interview with the two at end of the book. Their work blended seamlessly, two masters crafting their work into one, a shared success. ~Zinta Aistars for The Smoking Poet, Spring 2010 Issue...more",Notes are private!,0,0,1,"Feb 08, 2010","Feb 27, 2010","Feb 08, 2010",,Paperback,view (with text),/book/show/169695.Storm_Tide
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Piercy, Marge",0688171060,9780688171063,0688171060,320        pp,3.64,"1,017",1999,"Sep 15, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read in preparation for author interview with Marge Piercy, spring 2010 issue of The Smoking Poet. Review pending.",Notes are private!,0,0,1,"Feb 03, 2010","Feb 08, 2010","Feb 03, 2010",,Hardcover,view (with text),/book/show/881830.Three_Women
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping with Cats,"Piercy, Marge",0060936045,9780060936044,0060936045,368        pp,3.94,536,"Dec 24, 2001","Dec 24, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An honest writer will admit that everything that he or she writes, down to a grocery list, is in some form autobiography, revealing the author's senseAn honest writer will admit that everything that he or she writes, down to a grocery list, is in some form autobiography, revealing the author's sense of life, core values, interests. The art of literary expression, like any art, is a self-portrait, and the higher the level of quality, the truer we have been to ourselves. When a book reads flat or false, suspect a lie. When Marge Piercy writes—and she writes like nobody’s business, having to date published 17 novels and 17 collections of poetry—she comes to life on the page. Piercy is the perfect illustration of a writer’s words shaping the self-portrait, because it makes no difference what genre or style she chooses, she rings true. Poetry or prose, fiction, nonfiction, science fiction, no doubt even that grocery list, show facets of the author. Reading this memoir, Sleeping with Cats, confirms that accuracy, adding layers of understanding to her creative work, for here we see her characters at their birthing place, in the lifelines of Piercy herself. Piercy was born in the mid 1930s in Detroit, Michigan. Her ethnic background is Jewish and Lithuanian, but it is the former that roots most deeply in her. Her father was a hard-hearted man, an often abusive husband and father, never letting her forget he would have much preferred a son. Their relationship moved between cool and cold, their most successful conversations “about the Tigers and the weather.” In his entire lifetime, Piercy's father never read any of his daughter's books.Her mother was a submissive woman who made a career of repressing dreams while trying, as emotionally battered women do, to please the husband that would not be pleased. Yet she knew her feminine powers and used them like weapons or tools of survival, while they were not enough to save her own dwindling spirit (and perhaps contributed to its brokenness). She seemed to resent the unbreakable spirit in her daughter, who observed as a girl her mother, an incurable flirt, around other men: “Half the men we dealt with were convinced she was crazy about them, but she mostly felt contempt. They were marks. She had a job to do and she did it. She was obsessed with my father, not with any of these men about whom she had a rich vocabulary of Yiddish insults which she muttered to me after each encounter.”It was a tough childhood of gangs and early sex, with boys as well as other girls, of a pregnancy at age 17 that Piercy had to abort herself, nearly bleeding to death in the process. She never would have children, never wanted them. She learned about life through the hardest knocks, losing a young girlfriend turned prostitute to a heroin overdose (“I understood why she had let her pimp get her hooked: it numbed her.”), and having her fingers broken by her angry father, and always knowing herself different, an outsider—yet somehow never really doubting her own worth. She made being different work for her. These were the makings of a young woman who would become one of America’s strongest feminist voices. Piercy is educated at University of Michigan in Ann Arbor, Michigan. She wins scholarships. She earns top grades. She is self-sufficient in all things. Piercy is smart and she knows it, and she uses her mind with equal prowess to using her sexuality, enjoying both, lavishing easily in the pleasures each provide. Swearing to never marry (“Marriage… seemed to me a kind of death for a woman, in which she lost not only her will and her power but even her name. I was determined never to marry…”), she marries early, and marries three times. Piercy makes no saint of herself here, nor does she demonize her husbands or lovers. They come to one another with faults, give love best they know how, leave with a few scars left behind but also gifts and valuable lessons. Piercy’s second marriage is open, like it or not, at her husband’s insistence. She comes to accept her husband’s affairs, focusing on her own interests and literary pursuits. Eventually, she takes a lover of her own. It is the 60s, a time of hippies and communal living and making love not war, and Piercy embraces this period of exploration. It works for her. Never becoming a mother, she becomes instead something of a communal mother, the woman at the center of the group, cooking and caring and cleaning for all, maintaining a kind of sanity and order to things. There is something about Piercy that is both rule breaker and order maker, the center of the storm and the anchor in chaos. Her husband’s affairs work only when the other women show her due respect and, preferably, friendship—often a closer one with Piercy than with her husband, the shared lover. Writing and cats are the thread that binds a life that moves from Detroit to Chicago to New York to San Francisco to Paris to Cape Cod, with a few detours between. Piercy is determined to succeed at her art, and she maintains a disciplined pace at creating novels and other works even when nothing sells, or when it does and gets no notice. Piercy has a steely will and the persistence to carry it through. Her marriages succeed, it seems, when they give her the solid ground on which to set up her writing desk. Her second husband gives her five years to succeed, and she sets to work with determination. If it takes her longer than that, no matter, she shrugs off rejection and keeps writing. Piercy meets her third husband while married to her second, and while one relationship unravels, the third takes on strength. Ira Wood is also a writer, and the two in some ways seem very different, including their 14 year difference (he is the younger), but are soul mates in the ways that matter. Of her relationship choices, Piercy writes: “I do not love primarily with my eyes. I have had lovers who were gorgeous and lovers who were plain, who were skinny and neurasthenic, who were bulky and overweight. I have cared far more for how each of them treated me than for my eyes’ pleasure.” Piercy speaks for most women in this, with women choosing partners who bring substance to a relationship as of primary importance, and she finds this in her third marriage, a partner with whom she can talk and talk and talk endlessly, argue and debate and discuss, and enjoy a companionship rich in all aspects of intimacy. Memory is faulty and relative, Piercy writes in her memoir, but hers always rings sound with a story that does not show its heroine in always the kindest light. What gives her voice such strength, after all, is that she is honest in her portrayal of self, and so, of all her characters, admitting to faults and mistakes, not shying away from moments of truth. We see the outsider, we see the survivor, we see the woman who will never be ashamed or apologetic of her appetite for life. At the conclusion of each chapter is one of Piercy’s poems, adding another layer of insight to her experience. Many times, these poetic interludes are our chance to look the deepest into Piercy’s psyche and heart. And if we ever doubt that this woman of determination and smarts and steely survival skills lacks a more conventional feminine softness, we can be assured it is there. We see it for those allowed into her closest circle—her cats. She loves fully her felines, her heart breaks at their loss, and she nurtures and nourishes and pampers like a true earth mother. Her observations of their personality quirks and antics and changing moods are often the most delightful sections of her writing. She loves and is loved unconditionally by her cats, and as living things do, here is where she comes most alive. Concluding her memoir, for those who have already read some of Piercy’s works, and understanding her background gives a reader much greater understanding of the characters in her many, many books. We see the faces of Piercy, of her husbands and lovers, her parents, her friends, and yes, her cats. They appear in all her books, and so we see, this memoir is only one of her many memoirs, each one a stunningly honest and open look at what makes a woman a woman, how she expresses herself in freedom, how she loves and lets go and lives to love again—her men, her cats, her work, her homes, her world. ~Zinta Aistars for The Smoking Poet, Spring 2010 Issue...more",Notes are private!,0,9,1,"Jan 28, 2010","Feb 03, 2010","Jan 10, 2010",,Paperback,view (with text),/book/show/157540.Sleeping_with_Cats
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Longings of Women,"Piercy, Marge",0449223493,9780449223499,0449223493,448        pp,3.91,"1,103",1994,"May 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/937628.The_Longings_of_Women
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex Wars: A Novel of Gilded Age New York,"Piercy, Marge",0060789875,9780060789879,0060789875,432        pp,3.78,"1,641","Nov 22, 2005","Nov 21, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read in preparation for author interview in The Smoking Poet Spring 2010 issue. Review pending.,Notes are private!,0,0,1,not set,"Jan 28, 2010","Dec 30, 2009",,Paperback,view (with text),/book/show/129635.Sex_Wars
