,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Radu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life on the Mississippi,"Twain, Mark",0451528174,9780451528179,0451528174,384        pp,3.87,"14,755",1883,Nov 2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,not set,not set,"Feb 21, 2024",,Mass Market Paperback,view,/book/show/99152.Life_on_the_Mississippi
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prinț și cerșetor,"Twain, Mark",,,,250        pp,4.82,11,1881,"Jun 30, 1956",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Hardcover,view,/book/show/57536157-prin-i-cer-etor
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Războinicii vol.2,"Martin, George R.R.",,,,476        pp,3.83,166,2010,May 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/24227469-r-zboinicii-vol-2
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Războinicii vol.1,"Martin, George R.R.",,,,432        pp,3.76,437,Mar 2010,May 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/24226802-r-zboinicii-vol-1
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primul secol după Béatrice,"Maalouf, Amin*",,9736817067,,unknown,3.50,"3,118","Mar 18, 1992",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/49703948-primul-secol-dup-b-atrice
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalingrad: Cum a triumfat Armata Rosie,"Jones, Michael",9731358080,9789731358086,9731358080,398        pp,4.22,265,"Apr 19, 2007",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/36426040-stalingrad
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pălăvrăgeală pe Nil,"Mahfouz, Naguib",9734616579,9789734616572,9734616579,200        pp,3.77,"9,355",1966,Jan 2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/20775103-p-l-vr-geal-pe-nil
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Copiii pierduți,"Straub, Peter",9737333039,9789737333032,9737333039,240        pp,3.49,"5,489",2003,Jan 2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/22475913-copiii-pierdu-i
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Restauratia,"Tremain, Rose",9735760630,,,416        pp,3.98,"6,226",1989,Sep 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/19504047-restauratia
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haita,"Brussolo, Serge",9735698625,9789735698621,B004ZKMVOE,256        pp,3.78,120,"Mar 31, 1990",Jun 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/16110188-haita
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tentația inocenței,"Bruckner, Pascal",,,,275        pp,4.01,266,"Feb 15, 1995",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/35523750-tenta-ia-inocen-ei
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Furnica Electrică,"Dick, Philip K.",9735698684,9789735698683,,394        pp,3.84,"22,603",1956,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/13432670-furnica-electric
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pantalonii cavalerului von Bredow,"Alexis, Willibald",,,,328        pp,3.08,13,1846,1976,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/15741714-pantalonii-cavalerului-von-bredow
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Epic: Legende fantasy,"Adams, John Joseph*",9737078829,9789737078827,9737078829,760        pp,3.71,"2,161",2010,May 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/24379819-epic
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poarta magică din Roma. Studiu istoric,"Bornia, Pietro",,9789731432205,,108        pp,3.40,5,unknown,"Aug 22, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/28165477-poarta-magic-din-roma-studiu-istoric
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notre-Dame de Paris,"Hugo, Victor",,9789735760823,,592        pp,4.02,"201,140","Mar 16, 1831","Jan 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/13608504-notre-dame-de-paris
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Procesul,"Kafka, Franz",9734677683,9789734677689,9734677683,304        pp,3.96,"325,622","Apr 26, 1925",Feb 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 21, 2024",,Mass Market Paperback,view,/book/show/43891952-procesul
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drumul prin poartă        (Saga Heechee, #5)","Pohl, Frederik",6067582414,9786067582413,6067582414,315        pp,3.82,"1,690","Nov 14, 1990","May 21, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/25442548-drumul-prin-poart
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Consemnările Heechee        (Saga Heechee, #4)","Pohl, Frederik",606579483X,9786065794832,606579483X,496        pp,3.74,"4,267","Mar 12, 1987",Mar 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/18688538-consemn-rile-heechee
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Întâlnire cu Heechee        (Saga Heechee, #3)","Pohl, Frederik",6068073211,9786068073217,6068073211,488        pp,3.84,"7,406",1984,"Jun 26, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/17263258-nt-lnire-cu-heechee
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dincolo de orizontul albastru        (Saga Heechee, #2)","Pohl, Frederik",,9789731433028,,464        pp,3.95,"13,359",1980,Jan 2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/17263230-dincolo-de-orizontul-albastru
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poarta        (Saga Heechee, #1)","Pohl, Frederik",,9789731433011,,400        pp,4.06,"44,837",1977,Nov 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/13447470-poarta
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Despre dragoste şi alte întâmplări,"Purcaru, Alina",,9781602570795,,500        pp,3.65,20,"Jan 01, 2008",2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/23499807-despre-dragoste-i-alte-nt-mpl-ri
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citindu-l pe Turgheniev,"Trevor, William",,9781602570559,,240        pp,3.91,476,1991,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/16060806-citindu-l-pe-turgheniev
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Factorul inaltare        (The Pandora Sequence, #3)","Herbert, Frank",9735698056,9789735698058,,464        pp,3.74,"1,626","Jan 01, 1988",Mar 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/12569247-factorul-inaltare
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Efectul Lazăr        (The Pandora Sequence, #2)","Herbert, Frank",9735698064,9789735698065,,528        pp,3.77,"3,781",1983,Mar 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/12569335-efectul-laz-r
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Incidentul Iisus        (The Pandora Sequence, #1)","Herbert, Frank",9735698072,9789735698072,,528        pp,3.73,"5,580","Apr 01, 1979",Mar 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/6396792-incidentul-iisus
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spaţiul probabilistic        (Probability, #3)","Kress, Nancy*",,,,431        pp,3.72,675,2002,2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/25514772-spa-iul-probabilistic
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Soarele probabilistic        (Probability, #2)","Kress, Nancy*",9738465613,,,416        pp,3.76,771,2001,2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/25514736-soarele-probabilistic
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luna probabilistică        (Probability, #1)","Kress, Nancy*",9738372135,,,414        pp,3.62,"1,507",Jul 2000,2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/25514715-luna-probabilistic
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sărmane creaturi,"Gray, Alasdair",9734620835,9789734620838,9734620835,295        pp,4.00,"20,435",1992,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/20763354-s-rmane-creaturi
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capul retezat,"Murdoch, Iris",,9789734607976,,320        pp,3.74,"5,816",1961,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18739998-capul-retezat
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trenul de noapte. Proză fantastică,"Tudorii, Angela",,,,366        pp,4.14,14,1987,1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18591762-trenul-de-noapte-proz-fantastic
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Şobolanul,"Zaniewski, Andrzej",9735698749,,,240        pp,3.68,426,1990,Sep 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12357596-obolanul
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frăţia Inelului        (Stăpânul inelelor #1),"Tolkien, J.R.R.",606539582X,9786065395824,,576        pp,4.39,"2,808,312","Jul 29, 1954","Dec 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/12477359-fr-ia-inelului
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cele două turnuri        (Stapanul inelelor, #2)","Tolkien, J.R.R.",6065395838,9786065395831,,443        pp,4.48,"968,719","Nov 11, 1954","Dec 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/12477399-cele-dou-turnuri
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Întoarcerea regelui        (Stapanul Inelelor, #3)","Tolkien, J.R.R.",6065395846,9786065395848,,604        pp,4.56,"903,743","Oct 20, 1955","Dec 16, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/12477414-ntoarcerea-regelui
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alb.Fantastica Urmarire        (Trilogia Cercului, #3)","Dekker, Ted*",6068134059,9786068134055,6068134059,325        pp,4.28,"31,608",2004,Jan 2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17557746-alb-fantastica-urmarire
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rosu.Imposibila Salvare        (Trilogia Cercului.#2),"Dekker, Ted*",6068073858,9786068073859,6068073858,576        pp,4.28,"28,178",2004,Nov 2009,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17557756-rosu-imposibila-salvare
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Negru.Matca Raului        (Trilogia Cercului, #1)","Dekker, Ted*",6068073424,9786068073422,6068073424,600        pp,4.18,"34,760","Dec 25, 2003",2009,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17557733-negru-matca-raului
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Elantris        (Elantris, #1)","Sanderson, Brandon*",6068673030,9786068673035,6068673030,744        pp,4.18,"270,524",May 2005,Feb 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/29666444-elantris
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citadela autocratului        (Cartea Soarelui Nou #4),"Wolfe, Gene",9731023623,9789731023625,9731023623,416        pp,4.23,"9,166",Jan 1983,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17787353-citadela-autocratului
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spada Lictorului        (Cartea Soarelui Nou #3),"Wolfe, Gene",9731022813,9789731022819,9731022813,400        pp,4.20,"10,796",Jan 1982,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17787346-spada-lictorului
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gheara Conciliatorului        (Cartea Soarelui Nou #2),"Wolfe, Gene",9731022236,9789731022239,9731022236,416        pp,3.99,"14,740",1981,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17787335-gheara-conciliatorului
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Labirintul Magic        (Lumea Fluviului, #4)","Farmer, Philip José",,9789735699369,,576        pp,3.70,"4,752",1980,Nov 2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17572504-labirintul-magic
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zeii Lumii Fluviului        (Lumea Fluviului, #5)","Farmer, Philip José",973143223X,9789731432236,973143223X,512        pp,3.61,"3,884","Oct 10, 1983","Sep 20, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/15786367-zeii-lumii-fluviului
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Planul misterios        (Lumea Fluviului, #3)","Farmer, Philip José",9735698498,9789735698492,,624        pp,3.72,"6,060",1977,Jun 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18372161-planul-misterios
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vasul miraculos        (Lumea Fluviului, #2)","Farmer, Philip José",9735698501,9789735698508,,320        pp,3.88,"10,691",1971,Jun 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18372143-vasul-miraculos
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fluviul vietii        (Lumea Fluviului, #1)","Farmer, Philip José",973569848X,9789735698485,B004ZKO0HU,288        pp,3.94,"32,199",1971,Jun 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/18372113-fluviul-vietii
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Răzbunarea asasinului        (Farseer Trilogy, #3)","Hobb, Robin*",6065791830,9786065791831,6065791830,880        pp,4.20,"158,343",Mar 1997,"Jul 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12667137-r-zbunarea-asasinului
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Asasinul Regal        (Farseer Trilogy, #2)","Hobb, Robin*",606579015X,9786065790155,606579015X,"1,008        pp",4.26,"198,246",Mar 1996,Oct 2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12766295-asasinul-regal
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ucenicul asasinului        (Farseer Trilogy, #1)","Hobb, Robin*",6068073777,9786068073774,6068073777,448        pp,4.18,"326,353",May 1995,Jun 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/12768824-ucenicul-asasinului
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Puterea salvatoare        (Cronicile lui Thomas Covenant, Necredinciosul #3)","Donaldson, Stephen R.",,9786065793620,6065793620,744        pp,4.03,"24,839",Oct 1978,May 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17338941-puterea-salvatoare
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Războiul uriaşilor        (Cronicile lui Thomas Covenant, Necredinciosul #2)","Donaldson, Stephen R.",,9786065792029,6065792020,764        pp,4.02,"27,436",Sep 1978,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/16114154-r-zboiul-uria-ilor
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blestemul Nobilului Foul        (Cronicile lui Thomas Covenant, Necredinciosul #1)","Donaldson, Stephen R.",,9786068073668,,704        pp,3.72,"47,932",Jun 1977,Oct 2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/16104720-blestemul-nobilului-foul
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lumea Noua        (The Age of Discovery #3),"Stackpole, Michael A.*",6065794260,9786065794269,6065794260,632        pp,3.68,784,2007,Nov 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/19173404-lumea-noua
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlasul Secret        (The Age of Discovery #1),"Stackpole, Michael A.*",9731432035,9789731432038,9731432035,768        pp,3.54,"1,404","Jan 01, 2005",Jul 2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/15752592-atlasul-secret
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hărțile prevestitoare        (The Age of Discovery #2),"Stackpole, Michael A.*",,9789731433165,,672        pp,3.67,968,"Jan 01, 2006",Feb 2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/17258960-h-r-ile-prevestitoare
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Timpul Dezarticulat,"Dick, Philip K.",9735698080,9789735698089,B004ZKP1YQ,272        pp,3.87,"14,638","Apr 22, 1959",Mar 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/11351627-timpul-dezarticulat
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Răbdarea timpului,"Brunner, John",9735698757,9789735698751,B004ZKNJBI,192        pp,3.47,256,1965,Sep 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/13432511-r-bdarea-timpului
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuga vanatorului,"Martin, George R.R.",6065793612,9786065793613,6065793612,432        pp,3.66,"3,325",Sep 2007,May 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/15328662-fuga-vanatorului
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scara lui Schild,"Egan, Greg",,9789731430881,,428        pp,3.94,"3,747",2002,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Paperback,view,/book/show/15711497-scara-lui-schild
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Hitler's Germany: Everyday Life in the Third Reich,"Engelmann, Bernt",0394524497,9780394524498,0394524497,335        pp,3.97,89,"Dec 12, 1986","Dec 12, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/1645362.In_Hitler_s_Germany
