,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose the Time War,"El-Mohtar, Amal*",1534430997,9781534430990,1534430997,201        pp,3.91,"205,670","Jul 16, 2019","Mar 17, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A short novel that nevertheless feels neverending.A short novel that nevertheless feels neverending....more,Notes are private!,0,0,1,"May 08, 2022","May 18, 2022","May 08, 2022",,Paperback,view (with text),/book/show/53870787-this-is-how-you-lose-the-time-war
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Mungo,"Stuart, Douglas*",0802159559,9780802159557,0802159559,390        pp,4.39,"57,159","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2022",,Hardcover,view,/book/show/58891551-young-mungo
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Young Wan        (Agnes Browne, #0.5)","O'Carroll, Brendan",0452284848,9780452284845,0452284848,224        pp,4.24,"1,726",2003,"Jan 27, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wee bit of magic there on the streets of Dublin. Think Derry Girls, but farther south. Droll to hilarious; tenderhearted and kind.A wee bit of magic there on the streets of Dublin. Think Derry Girls, but farther south. Droll to hilarious; tenderhearted and kind....more",Notes are private!,0,0,1,"Apr 04, 2022","Apr 08, 2022","Apr 04, 2022",,Paperback,view (with text),/book/show/165162.The_Young_Wan
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Fell from the Sky,"Durrow, Heidi W.*",1616200154,9781616200152,1616200154,272        pp,3.61,"32,248",Jan 2010,"Jan 11, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The title should be taken literally. But told figuratively. It's also a well-told and written story.The title should be taken literally. But told figuratively. It's also a well-told and written story....more,Notes are private!,0,1,1,"Mar 25, 2022","Apr 03, 2022","Mar 25, 2022",,Paperback,view (with text),/book/show/7968304-the-girl-who-fell-from-the-sky
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501161938,9781501161933,1501161938,385        pp,4.42,"3,002,785","Jun 13, 2017","May 29, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A biography of Hollywood's biggest fictional star, told in exquisite detail by the legend herself.A biography of Hollywood's biggest fictional star, told in exquisite detail by the legend herself....more",Notes are private!,0,1,1,"Mar 18, 2022","Mar 25, 2022","Mar 18, 2022",,Paperback,view (with text),/book/show/33160963-the-seven-husbands-of-evelyn-hugo
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alternative Ulster Noir,"Maltman, Simon*",,,B09SHVMCQ9,114        pp,4.22,32,unknown,"Feb 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seven authors from Northern Ireland each write a dark short story inspired by music from a Northern Ireland artist. It's unique, contains lots of weirSeven authors from Northern Ireland each write a dark short story inspired by music from a Northern Ireland artist. It's unique, contains lots of weird stuff, and is chock-a-block full of original writing and dark interpretations....more",Notes are private!,0,1,1,"Jul 19, 2022","Jul 20, 2022","Mar 17, 2022",,Kindle Edition,view (with text),/book/show/60423615-alternative-ulster-noir
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone to Amerikay,"McCulloch, Derek*",1401223516,9781401223519,1401223516,144        pp,3.56,264,"Apr 01, 2012","Apr 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2022",,Hardcover,view,/book/show/12702090-gone-to-amerikay
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",1635577802,9781635577808,1635577802,245        pp,4.23,"280,868","Sep 15, 2020","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, there is a story in here, and it's a wonderful one, so it's worth your while to get to it. But what keeps you going in this magical place are th Yes, there is a story in here, and it's a wonderful one, so it's worth your while to get to it. But what keeps you going in this magical place are the descriptions. The fantastical, detailed discoveries behind every door, in every chamber and hall, filled with statues that delight and compel and charm....more",Notes are private!,0,0,1,"Sep 23, 2022","Oct 03, 2022","Feb 10, 2022",,Paperback,view (with text),/book/show/56268907-piranesi
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora,"Stokes-Chapman, Susan*",1787302881,9781787302884,1787302881,432        pp,3.68,"12,847","Jan 17, 2022","Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/55676326-pandora
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twin Crowns        (Twin Crowns, #1)","Doyle, Catherine*",0063116138,9780063116139,0063116138,480        pp,3.96,"22,197","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/58733682-twin-crowns
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three-Body Problem        (Remembrance of Earth’s Past, #1)","Liu, Cixin*",0765382032,9780765382030,0765382032,416        pp,4.09,"332,519",May 2006,"Jan 12, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am not sure I am smart enough to read this science-fiction novel.I am not sure I am smart enough to read this science-fiction novel....more,Notes are private!,0,0,1,"Feb 02, 2022","Feb 23, 2022","Feb 02, 2022",,Paperback,view (with text),/book/show/25597060-the-three-body-problem
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfamiliar Fishes,"Vowell, Sarah",1594487871,9781594487873,1594487871,238        pp,3.64,"14,967","Feb 04, 2011","Mar 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With her trademark caustic wit and satirical asides, Vowell tells how Pilgrims and Puritans sparked the Hawaiian revolution.With her trademark caustic wit and satirical asides, Vowell tells how Pilgrims and Puritans sparked the Hawaiian revolution....more",Notes are private!,0,0,1,"Aug 07, 2023","Aug 14, 2023","Jan 23, 2022",,Hardcover,view (with text),/book/show/8857310-unfamiliar-fishes
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kingdoms,"Pulley, Natasha",1635576083,9781635576085,1635576083,448        pp,4.04,"9,117","May 25, 2021","May 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Delightfully confusing,Notes are private!,0,0,1,"Jan 20, 2022","Jan 31, 2022","Jan 20, 2022",,Hardcover,view (with text),/book/show/54680112-the-kingdoms
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parting Glass,"Guadagnino, Gina Marie*",1501198424,9781501198427,1501198424,336        pp,3.48,469,"Mar 05, 2019","Apr 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful debut novel of Irish immigration, love and loss, heartbreak, and high living among poverty and destitution set in early 19th Century New YA wonderful debut novel of Irish immigration, love and loss, heartbreak, and high living among poverty and destitution set in early 19th Century New York City. ...more",Notes are private!,0,0,1,"Jan 15, 2022","Jan 20, 2022","Jan 15, 2022",,Paperback,view (with text),/book/show/40752583-the-parting-glass
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrong Kind of Blood        (Ed Loy, #1)","Hughes, Declan",0060825472,9780060825478,0060825472,352        pp,3.68,853,"Jan 01, 2006","Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2022",,Paperback,view,/book/show/478076.The_Wrong_Kind_of_Blood
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Big Girl, Small Town","Gallen, Michelle*",1643750895,9781643750897,1643750895,320        pp,3.36,"6,146","Feb 20, 2020","Dec 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Intriguing if repetitive book about life in small-town Northern Ireland after The Troubles.Intriguing if repetitive book about life in small-town Northern Ireland after The Troubles....more,Notes are private!,0,0,1,"Apr 29, 2022","May 06, 2022","Jan 10, 2022",,Paperback,view (with text),/book/show/49150937-big-girl-small-town
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trespasses,"Kennedy, Louise",0593540891,9780593540893,0593540891,304        pp,4.02,"33,135","Apr 14, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The romance, although important to the overall story, tends to drag it down. But the ending is well done, making up for any flaws along the way. The romance, although important to the overall story, tends to drag it down. But the ending is well done, making up for any flaws along the way. ...more",Notes are private!,0,0,1,"May 16, 2023","May 20, 2023","Jan 10, 2022",,Hardcover,view (with text),/book/show/60417483-trespasses
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Parchment of Leaves,"House, Silas*",1949467252,9781949467253,1949467252,306        pp,4.21,"4,657","Aug 16, 2002","Jul 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A stunning work of art; a phenomenal achievementA stunning work of art; a phenomenal achievement...more,Notes are private!,0,0,1,"Jan 08, 2022","Jan 14, 2022","Jan 08, 2022",,Paperback,view (with text),/book/show/54103321-a-parchment-of-leaves
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Gathering of Shadows        (Shades of Magic, #2)","Schwab, V.E.*",0765376482,9780765376480,0765376482,509        pp,4.22,"196,260","Feb 23, 2016","Jan 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2022","Apr 28, 2022","Jan 08, 2022",,Paperback,view,/book/show/29939337-a-gathering-of-shadows
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darker Shade of Magic        (Shades of Magic, #1)","Schwab, V.E.*",0765376466,9780765376466,0765376466,413        pp,4.06,"361,667","Feb 24, 2015","Jan 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Here's your best bet to enjoy this book. Trust the writer and hang on for the ride.Here's your best bet to enjoy this book. Trust the writer and hang on for the ride....more,Notes are private!,0,0,1,Jan 2022,"Jan 08, 2022","Jan 01, 2022",,Paperback,view (with text),/book/show/25667118-a-darker-shade-of-magic
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Sun Here,"House, Silas*",0763664510,9780763664510,0763664510,304        pp,3.97,"3,234","Feb 14, 2012","Aug 06, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Two strong writers have put together a pleasant read from the fictional correspondence between dissimilar yet emotionally  connected youngsters. Two strong writers have put together a pleasant read from the fictional correspondence between dissimilar yet emotionally  connected youngsters....more,Notes are private!,0,0,1,"Dec 30, 2021","Dec 31, 2021","Dec 30, 2021",,Paperback,view (with text),/book/show/17262312-same-sun-here
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book Woman's Daughter        (The Book Woman of Troublesome Creek, #2)","Richardson, Kim Michele*",1728242592,9781728242590,1728242592,336        pp,4.23,"64,183","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent. I love reading about strong, determined Kentucky women. Just like the ones in my family. It may be better than its prequel.Excellent. I love reading about strong, determined Kentucky women. Just like the ones in my family. It may be better than its prequel....more",Notes are private!,0,1,1,"May 29, 2022","Jun 05, 2022","Dec 16, 2021",,Paperback,view (with text),/book/show/58803339-the-book-woman-s-daughter
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",059331476X,9780593314760,059331476X,336        pp,4.06,"401,204","Aug 02, 2016","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Remarkable,Notes are private!,0,0,1,"Dec 13, 2021","Dec 18, 2021","Dec 13, 2021",,Paperback,view (with text),/book/show/57070659-the-underground-railroad
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Apollo Murders        (Apollo Murders, #1)","Hadfield, Chris",0316264539,9780316264532,0316264539,480        pp,3.93,"15,463","Oct 12, 2021","Oct 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you interpret U.S.-Soviet relations in space as satire, you've got a fun book.When you interpret U.S.-Soviet relations in space as satire, you've got a fun book....more",Notes are private!,0,0,1,"Jul 20, 2022","Jul 25, 2022","Dec 03, 2021",,Hardcover,view (with text),/book/show/57007683-the-apollo-murders
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New York, My Village","Akpan, Uwem",0393881423,9780393881424,0393881423,416        pp,3.37,651,"Nov 02, 2021","Nov 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An overwhelming novel about, well, many things, including war and justice.An overwhelming novel about, well, many things, including war and justice....more",Notes are private!,0,0,1,"Nov 26, 2021","Dec 12, 2021","Nov 26, 2021",,Hardcover,view (with text),/book/show/56783758-new-york-my-village
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Bone a Prayer,"Blooms, Ashley*",1728216214,9781728216218,1728216214,352        pp,3.54,"1,733","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2021",,Paperback,view,/book/show/53074297-every-bone-a-prayer
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Steeples,"Baume, Sara",0358629233,9780358629238,0358629233,181        pp,3.53,"2,074",2022,"Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The writing is some of the best out of Ireland these days. The book is comforting and calming. It's a very Irish book. The writing is some of the best out of Ireland these days. The book is comforting and calming. It's a very Irish book. ...more,Notes are private!,0,1,1,"Jul 13, 2022","Jul 18, 2022","Nov 19, 2021",,Hardcover,view (with text),/book/show/58311997-seven-steeples
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Smart Baseball: The Story Behind the Old Stats That Are Ruining the Game, the New Ones That Are Running It, and the Right Way to Think About Baseball","Law, Keith",0062490230,9780062490230,0062490230,320        pp,3.96,"2,780","Apr 25, 2017","Mar 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Baseball is like physics. The concepts are getting more esoterical, and the math is getting harder. Baseball is like physics. The concepts are getting more esoterical, and the math is getting harder. ...more",Notes are private!,0,0,1,"Nov 16, 2021","Nov 21, 2021","Nov 16, 2021",,Paperback,view (with text),/book/show/35565290-smart-baseball
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once There Were Wolves,"McConaghy, Charlotte*",1250244145,9781250244147,1250244145,258        pp,4.11,"85,498","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,McConaghy's writing soars in this tale about returning wolves to the Scottish HighlandsMcConaghy's writing soars in this tale about returning wolves to the Scottish Highlands...more,Notes are private!,0,1,1,"Nov 14, 2021","Nov 26, 2021","Nov 14, 2021",,Hardcover,view (with text),/book/show/54860573-once-there-were-wolves
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Even Immortality Lasts Forever: Mostly True Stories,"McClanahan, Ed",1640092609,9781640092600,1640092609,272        pp,3.83,29,"Feb 18, 2020","Feb 18, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McClanahan's latest is a memoir in the best sense of the term -- self effacing, short, sweet, and funny as hell.McClanahan's latest is a memoir in the best sense of the term -- self effacing, short, sweet, and funny as hell....more",Notes are private!,0,0,1,"Nov 13, 2021","Nov 14, 2021","Nov 13, 2021",,Hardcover,view (with text),/book/show/50250031-not-even-immortality-lasts-forever
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,114","Sep 21, 2021","Sep 21, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit overdone in the middle, but worth it in the end A bit overdone in the middle, but worth it in the end...more",Notes are private!,0,0,1,"Oct 27, 2021","Nov 02, 2021","Oct 27, 2021",,Hardcover,view (with text),/book/show/53205888-under-the-whispering-door
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Modern Fae's Guide to Surviving Humanity,"Palmatier, Joshua*",0756407192,9780756407193,0756407192,309        pp,3.65,260,"Mar 06, 2012","Mar 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2021",,Mass Market Paperback,view,/book/show/11210965-the-modern-fae-s-guide-to-surviving-humanity
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307387895,9780307387899,B004KFYUTI,287        pp,3.99,"904,443","Sep 26, 2006","Apr 07, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 15, 2021",,Paperback,view,/book/show/350540.The_Road
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Days Without End        (Days Without End #1),"Barry, Sebastian",0525427368,9780525427360,0525427368,259        pp,3.97,"24,464","Oct 20, 2016","Jan 24, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At one point in reading this painful novel, I was thinking of putting it aside forever. But I ploughed through, and eventually, it was worth it. But bAt one point in reading this painful novel, I was thinking of putting it aside forever. But I ploughed through, and eventually, it was worth it. But beware this is a depressing, violent, and traumatic book....more",Notes are private!,0,0,1,"Oct 12, 2021","Oct 20, 2021","Oct 12, 2021",,Hardcover,view (with text),/book/show/30212107-days-without-end
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,618","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started out great, slowed in the middle, but a great finish",Notes are private!,0,0,1,"Apr 09, 2022","Apr 14, 2022","Oct 08, 2021",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Migrations,"McConaghy, Charlotte*",1250774543,9781250774545,1250774543,256        pp,4.14,"73,133","Aug 04, 2020","Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is more than a good read. It's a great read.This is more than a good read. It's a great read....more,Notes are private!,0,0,1,"Oct 07, 2021","Oct 12, 2021","Oct 07, 2021",,Paperback,view (with text),/book/show/52796735-migrations
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravel Heart,"Gurnah, Abdulrazak",163286813X,9781632868138,163286813X,272        pp,3.99,"2,873","May 04, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2021",,Hardcover,view,/book/show/31450637-gravel-heart
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradise,"Gurnah, Abdulrazak",,,,256        pp,3.60,"9,772",1994,"May 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2021",,Paperback,view,/book/show/765618.Paradise
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Heart a Doorway        (Wayward Children, #1)","McGuire, Seanan*",0765385503,9780765385505,0765385503,176        pp,3.82,"110,715","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A tale of children and acceptance that's a credit to McGuire's imagination, her kindess, and above all, her outstanding writing.A tale of children and acceptance that's a credit to McGuire's imagination, her kindess, and above all, her outstanding writing....more",Notes are private!,0,0,1,"Sep 30, 2021","Oct 02, 2021","Sep 30, 2021",,Hardcover,view (with text),/book/show/25526296-every-heart-a-doorway
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",0307744434,9780307744432,B00A2M10TG,516        pp,4.02,"975,010","Sep 13, 2011","Jul 03, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 23, 2021","Sep 30, 2021","Sep 27, 2021",,Paperback,view,/book/show/13330943-the-night-circus
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Barracoon: The Story of the Last ""Black Cargo""","Hurston, Zora Neale",0060921706,9780060921705,0060921706,193        pp,4.04,"29,693","Apr 24, 2018","May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2021",,Paperback,view,/book/show/2590136-barracoon
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Many Ways to Lose: The Amazin’ True Story of the New York Mets—the Best Worst Team in Sports,"Gordon, Devin",0062940023,9780062940025,0062940023,400        pp,4.35,622,unknown,"Mar 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mets' fans will love this book. Others will not, nor will they understand it.Mets' fans will love this book. Others will not, nor will they understand it....more",Notes are private!,0,1,1,"Sep 15, 2021","Sep 22, 2021","Sep 15, 2021",,Hardcover,view (with text),/book/show/53066646-so-many-ways-to-lose
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Storm Keepers' Battle        (Storm Keeper, #3)","Doyle, Catherine*",,,,352        pp,4.32,584,"Mar 04, 2021","Mar 04, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 28, 2022",Sep 2022,"Sep 13, 2021",,Paperback,view,/book/show/56498063-the-storm-keepers-battle
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Summers,"King, Stephen*",1982173610,9781982173616,1982173610,515        pp,4.21,"154,426","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 09, 2021","Aug 16, 2021","Sep 09, 2021",,Hardcover,view,/book/show/56852407-billy-summers
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,134","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2021",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City We Became        (Great Cities, #1)","Jemisin, N.K.*",0316509884,9780316509886,0316509884,443        pp,3.87,"69,340","Mar 24, 2020","Jul 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2021","Aug 21, 2021","Aug 07, 2021",,Paperback,view,/book/show/50308712-the-city-we-became
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl A,"Dean, Abigail*",,,,352        pp,3.63,"76,331","Feb 02, 2021","Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well written but depressing.,Notes are private!,0,0,1,"Jul 28, 2021","Aug 06, 2021","Aug 06, 2021",,Hardcover,view (with text),/book/show/55271524-girl-a
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,907","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Marvelous, marvelous, marvelous.",Notes are private!,0,0,1,"Jul 21, 2021","Jul 27, 2021","Jul 21, 2021",,Kindle Edition,view (with text),/book/show/50623864-the-invisible-life-of-addie-larue
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Translations,"Friel, Brian",0571117422,9780571117420,0571117422,91        pp,3.84,"9,010",1981,"Mar 16, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2022","Nov 18, 2022","Jul 10, 2021",,Paperback,view,/book/show/859500.Translations
