,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pursuit of Love        (Radlett & Montdore, #1)","Mitford, Nancy",0140007113,9780140007114,0140007113,192        pp,3.95,"19,600",1945,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2010",,Paperback,view,/book/show/835458.The_Pursuit_of_Love
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underneath,"Appelt, Kathi*",1416950583,9781416950585,1416950583,313        pp,3.98,"11,057","May 06, 2008","May 06, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2010",,Hardcover,view,/book/show/2768169-the-underneath
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0618706410,9780618706419,B09L75M3SB,233        pp,4.14,"313,501","Mar 28, 1990","Oct 13, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My expectations for this book were way too high. At my local bookstore, favorites of the employees are marked with a special bookmark filled with signMy expectations for this book were way too high. At my local bookstore, favorites of the employees are marked with a special bookmark filled with signatures of all who loved the book. This had at least ten signatures on it. In addition, a trusted friend on Goodreads hinted that it was one of her favorite books, reminding her of a book we had both read and loved, City of Thieves. With that kind of fanfare, it's no wonder all I could say after I finished reading, ""Well, that was disappointing."" The Things They Carried by Tim O'Brien is part fiction, part non-fiction, part personal memoir and part Intro to Writing about the Vietnam War. O'Brien served in Vietnam and claims the story as his as well as those he served with but by the book's end, I wasn't sure how much of the story was true and how much he thought would make an interesting book. He spends the first chapter outlining his characters, detailing what gear the soldiers were required to carry as well as the few individual tokens each chose to bring along and for what reasons and I suppose by leading with a chapter like that, I expected to form a connection of sorts with these men. Most are reintroduced during various later chapters, but I was never sure who was who or what happened when to which soldier, mostly due to the author being unclear about what was the truth. For instance, in once chapter, a character is home after the war, driving around a lake in his truck wishing he could tell someone, his father, his old girlfriend, a stranger at a restaurant, about how he didn't earn the Silver Star because he couldn't save his friend from drowning in a sinkhole of sewage because it smelled too bad only to be told in another chapter that none of it actually happened. He hadn't actually let his friend die. Or he hadn't actually almost earned the Silver Star. Or that particular character wasn't actually a real person. The truth comes from that it could have and probably did happen. To someone. At some time. Somewhere. O'Brien uses an entire chapter to boast about this method of writing and what he considers the most honest way to tell the truth about what happens during a war where there is no such thing as truth. He explains that much of what he writes actually happened but is probably not true and the stuff that he makes up probably happened. Wait. So you're telling me....what the...?While the quirky mixture of fiction and memoir and how-to-be-a-writer is probably what makes it such a darling of reading circles, I found the combination of short stories, modern day confessions and whole chapters explaining why he included the chapters preceding them all tinged with a certain self-importance. I felt he was trying to expose war as it really is, like he was the first one to figure out that war is hell and morally ambiguous. It's his version of the truth. Even if he had to make some of it up to prove it. I get that the war probably traumatized him for life. I don't see how becoming friends with people, only to see them blown to bits or drowned in a sludge of sewage could be anything but traumatizing. Furthermore, I see how this book might be considered intelligent, even artsy. The writing is unusual for a war story in that its circular and poetic, tangled up without any sense of chronology. But, for a book about a group of men who served together in Vietnam and what they carried and why, I should care more about these men and what happened to them. The writing, however pretty, shouldn't get in the way of that. The unpredictable and incongruent format O'Brien uses prevented me from forming any real intimacies with any of the characters, real or not. Unfortunately, I think that's exactly what the author was hoping to do with this book. I think he wanted me to care about these individuals and their varied backgrounds, the reasons they served and the manner in which some died. More importantly, he seemed to want me to understand that war isn't really about valiance or honor by sharing stories about heroes who were neither valiant nor honorable. On a certain level, both of those things happened. I saw the gritty reality, the heartbreak and the inhumanity. But, I believe I needed to really know these men and not just their caricatures as O'Brien painted them, for that to happen and so I'm left disappointed and wondering if I missed some different and greater purpose of the book that other readers noticed....more",Notes are private!,0,24,1,not set,Oct 2010,"Dec 13, 2010",,Paperback,view (with text),/book/show/6910629-the-things-they-carried
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corelli’s Mandolin,"de Bernières, Louis",067976397X,9780679763970,067976397X,437        pp,4.02,"86,739",1994,"Aug 29, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wasn't Nicolage Cage in a movie adaptation of this book? If so, I cannot think of a more poorly chosen actor to portray Captain Corelli, an Italian ofWasn't Nicolage Cage in a movie adaptation of this book? If so, I cannot think of a more poorly chosen actor to portray Captain Corelli, an Italian officer in command of invading and later keeping the peace on the Greek island of Cephalonia. This captain was charming, quick witted, musical and, I'm assuming, handsome. Afterall, famed beauty Pegalia couldn't even resist his charms. This is an odd book but I liked it. World War II seems to have an endless influence on authors and this is yet another story of another people in another place that gave me yet another perspective on the great war. This doesn't feel historical, really, because of the quirkiness of the characters and narration, which almost took on a fantasy tone, but maybe that how the Greeks really are. I really am a romantic because my favorite part of the story, by far, was the romance between Corelli and Pegalia. The story offers much more - description of music (it is part of the title), wisdom from Pegalia's father, Dr. Iannis, folklore, Greek history and geography, Italian history, notes on friendship and, yes, the cruelties of war. It also has one of my favorite quotes about love. I've quoted it before, back in December (can you believe how far behind in book s I am????) when I actually read this book, but I'm going to post it again. I love it.""Love is a temporary madness, it erupts like volcanoes and then subsides. And when it subsides you have to make a decision. You have to work out whether your roots have so entwined together that it is inconceivable that you should ever part. Because this is what love is. Love is not breathlessness, it is not excitement, it is not the promulgation of promises of eternal passion, it is not the desire to mate every second minute of the day or lying awake at night imagining that he is kissing every cranny of your body...No, don't blush, I am telling you some truths. That is just being 'in love', which any fool can do. Love itself is what is left over when being in love has burned away, and this is both an art and a fortunate accident. Your mother and I had it, we had roots that grew towards each other underground, and when all the pretty blossom had fallen from our branches we found that we were one tree and not two.""I'm so glad I read this. I'm even more glad that I didn't have Nicolas Cage in my head when I did so....more",Notes are private!,0,2,1,not set,Dec 2010,"Dec 10, 2010",,Paperback,view (with text),/book/show/3388.Corelli_s_Mandolin
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sun Going Down,"Todd, Jack",1416550488,9781416550488,1416550488,467        pp,4.07,303,2008,"May 06, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2011,"Dec 08, 2010",,Hardcover,view,/book/show/1655625.Sun_Going_Down
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 19th Wife,"Ebershoff, David*",1400063973,9781400063970,1400063973,514        pp,3.65,"59,581","Aug 05, 2008","Aug 05, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was interesting to read two novels dealing with polygamy so close together. I read David Ebershoff's The 19th Wife first, and as much as I didn't lIt was interesting to read two novels dealing with polygamy so close together. I read David Ebershoff's The 19th Wife first, and as much as I didn't like it, I had to admit that it was well written. Weaving a modern day murder mystery in with the history of Eliza Ann Young, the nineteenth wife of Brigham Young, was well done and interestingly paced. However, after reading The Lonely Polygamist, I decided I could justify my dislike of this book because the former handled the subject matter so much more honestly. The news portrays real life polygamist leaders as the very scum of society. Warren Jeffs, an actual religious leader of a polygamist community or church or theology, made headlines a few years ago by becoming a fugitive after trying to force a young teen to become his umpteenth wife. The government swooped in and the whole thing quickly unraveled into a huge mess. The answer of what to do with the children, the women, and others who had committed no crime, was never answered. The government and news media were much more concerned with handing down the moral verdict that what these people do is bad, bad, bad. Maybe it is. It's not something I would ever want to do. But Ebershoff didn't just tell a story, he tried to sell his side of things, and as a result, The 19th Wife felt caricatur-ish and biased. His descriptions implied everyone who lives or lived this lifestyle is selfish, violent, vain and a sexual misogynist. I even felt like their teeth might be rotting in their very mouths. Blech. Likewise, when fictionalizing actual historical figures, he took quite a bit of liberty with their motives and desires. Maybe all historical fiction authors do this, and maybe I should squirm more often than I do, but the way he portrayed Brigham Young and other early leaders of the LDS church felt vindictive. To just make up letters and journal entries that seemingly support his version of history, and explain in the author's notes afterward that, while completely fabricated, they have the ""flavor"" of things he's read in his research doesn't sit well with me. I realize that's the influence of my own bias, but how is that right? For me, there are more important things than a well written book. Sure, Ebershoff is a fine author and knows his way around adjectives, narration and settings, but in my opinion, he cared too much about being right and too little about being honest....more",Notes are private!,0,1,1,not set,Nov 2010,"Nov 30, 2010",,Hardcover,view (with text),/book/show/2586771-the-19th-wife
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0312429983,9780312429980,0312429983,604        pp,3.90,"210,292","Apr 30, 2009","Aug 31, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I needed a good semester in English History to really enjoy this book. Hilary Mantel, who clearly knows her Henry VIIIth stuff, does not dumb I think I needed a good semester in English History to really enjoy this book. Hilary Mantel, who clearly knows her Henry VIIIth stuff, does not dumb down her vast field of knowledge so that someone like me, whose grasp of this tumultuous time in both religious freedom, women's rights and the UKs monarchy is limited to once reading a Phillipa Gregory novel and knowing all the words to the ""I'm Henry the eighth I am!"" song doesn't have to do a head scratch or two. First of all, it seems like everyone is named Thomas. The pronouns alone and my confusion about who ""he"" was at any given point in the novel was enough to prevent me from loving the book. By the end, I could see that this book is a big deal. It's the kind of book that makes a period of history feel very real and not so long, long ago. If only those pronouns hadn't tripped me up so much, I could have loved this one. ...more",Notes are private!,0,1,1,not set,Jan 2011,"Nov 28, 2010",,Paperback,view (with text),/book/show/7826803-wolf-hall
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Driving on the Rim,"McGuane, Thomas",1400041554,9781400041558,1400041554,306        pp,3.58,898,2010,"Oct 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Hardcover,view,/book/show/8037963-driving-on-the-rim
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come Again No More,"Todd, Jack",1416598499,9781416598497,1416598499,356        pp,3.74,123,"Sep 07, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2010",,Hardcover,view,/book/show/8458655-come-again-no-more
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Side of the Bridge,"Lawson, Mary",0385340370,9780385340373,0385340370,296        pp,4.16,"10,163","Sep 26, 2006","Oct 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this because Mary Lawson wrote Crow Lake and it haunted me. I was not disappointed with her second book, The Other Side of the Bridge, althoughI read this because Mary Lawson wrote Crow Lake and it haunted me. I was not disappointed with her second book, The Other Side of the Bridge, although I think Crow Lake is the better book. The Other Side of the Bridge takes the classic story of two brothers - one bad...one good - and meshes the lessons taken from both The Prodigal Son and Cain and Abel. Throw in a woman to make it a love triangle but keep it subdued and approachable by setting it in a farming community in Canada and, voila, you have great literature! I want Mary Lawson to write more books!...more",Notes are private!,0,1,1,not set,Jan 2011,"Nov 25, 2010",,Hardcover,view (with text),/book/show/129783.The_Other_Side_of_the_Bridge
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nocturnes: Five Stories of Music and Nightfall,"Ishiguro, Kazuo*",0307397874,9780307397874,0307397874,221        pp,3.51,"27,971","May 05, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think Kazuo Ishiguro is a beautiful author. This is five short stories that center around music and nighttime and while the idea is beautiful and thI think Kazuo Ishiguro is a beautiful author. This is five short stories that center around music and nighttime and while the idea is beautiful and the writing is beautiful, the book is just OK. Maybe its my reaction to short stories. I just kept waiting for something...more...bigger...purposeful to happen. Or to be realized. Or to wonder. Very descriptive but ultimately unsatisfying to me....more",Notes are private!,0,0,1,not set,Jan 2011,"Nov 22, 2010",,Hardcover,view (with text),/book/show/4772110-nocturnes
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unbroken: A World War II Story of Survival, Resilience and Redemption","Hillenbrand, Laura",1400064163,9781400064168,1400064163,475        pp,4.38,"934,699","Nov 16, 2010","Nov 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For some reason (pride, previous disappointment, too many spoilers), I struggle to read books that have already been read and adored by the masses. WhFor some reason (pride, previous disappointment, too many spoilers), I struggle to read books that have already been read and adored by the masses. When Unbroken was released, I was well aware it was the current book du jour but all the buzz was positive and so I bought it with as much anticipation as others, figuring I’d beat most to the punch and before my curious apathy towards popular books could set in.As more and more read, finished and gushed about this book, the further and further down my “to-read” list it went. If the current novel I was reading hadn’t been so horribly boring, Unbroken might never have been read. Thankfully, for my own enlightenment and spirit, the dust was shucked off and one more fan of Louis Zamperini’s story of enduring the unendurable was made.This book can be easily compartmentalized into four separate sections: the pre-war character development of Louis Zamperini, his struggle to survive on a life raft in the Pacific Ocean, the atrocities and depravities he witnessed and suffered as a prisoner of war and post war life. Even though I felt each of these four segments of the book had its own start, middle and end, Hillenbrand does a fantastic job of creating a whole story, never failing to tie the narratives together or jolting the reader out of Zamperini’s point of view. This feat alone is astounding when considering the vast amount of data Hillenbrand includes. She meticulously details his family life and childhood starting with his Italian heritage and rebellious youth in Torrance, California, the statistics and races of the 1936 Summer Olympics, all kinds of facts and figures from the US military, Japanese war history, the post war religious revival and interviews with a war criminal known as “the bird.” It’s a lot of information! Nevertheless, she weaves each well-researched nugget effortlessly into an incredible story about a man’s indomitable spirit and ability to survive unimaginable horrors, both physically and emotionally.At times, I didn’t love it. Early on, I felt strongly that I was listening to the memoir of an old man recalling past events of his life with those infamous “I walked to school uphill in snow both ways!” kind of glasses. Louis’s childhood scraps seemed a little too extreme, from jumping out of a two story building and walking down the street at the age of two, to beating up every kid in the neighborhood. Frankly, I didn’t like young Louis very much. His delinquent behavior wasn’t at all endearing to me. I understood early on that Hillenbrand was including this information to support his later ability to survive but it seemed forced....planned even.Even when the author wrote about Zamperini, Phil and Mac's 47 days spent on a life raft, I thought, “How is there this much detail? These men were starving, delirious and sun stroked!” and yet it never feels foggy or hallucinatory. The days seem definite instead of blending into each other. Daily moods and chronicles of events are almost perfectly recalled. I don’t know how this part of his story was researched but when I read it, I was a bit skeptical because it’s all so incredible. Sharks leaping out of the water at him! Albatrosses caught with bare hands! Japanese zeros shooting from the sky at them!And then I thought, “Give it a rest, Lucy! This man spent 47 days on a life raft in the Pacific Ocean and survived to tell the tale! He can remember whatever the heck he wants to remember.” I’m not saying that I don’t believe him. I do. What I realized later is that combined with his fame earned from his Olympic glory and being erroneously labeled killed in action, he had more opportunities than most to have his experience recounted and recorded. He also proves throughout his later life to be exactly the kind of man to punch an attacking shark in the face. He’s really something.Like most other readers, the degradation he suffered as a POW was hard to read. At my core, I believe in the goodness of people. War seems to make people forget who they are and some of the guards at his prison camp don’t seem human at all. I traveled to Thailand a few years ago and spent some time seeing what has become known as the Death Railway, including some museums that contained pictures of the POWs forced to build it. Because of this, I could visualize the bony bodies, filth and cruelty described by Hillenbrand and lived by Zamperini. It should be unimaginable. I thought Hillenbrand did an incredible job to not only write about the conditions and events but to also draw conclusions about what happens to men who are treated as less than human. She writes, “Dignity is as essential to human life as water, food and oxygen. The stubborn retention of it even in the face of extreme physical hardship can hold a man’s soul in his body long past the point at which the body should have surrendered it. The loss of it can carry a man off as surely as thirst, hunger, exposure, and asphyxiation, and with greater cruelty....degradation could be as lethal as a bullet.”It felt unexpected when Zamperini, who had thus far seemed almost Indiana Jones-esque in his ability to survive anything, faltered from this very degradation once the war was over. To me, the psychological injuries and Zamperini’s very honest battle with his war demons, were the crux of this book. More heroic than any of the many brave and remarkable accomplishments of his existence was how he dealt with his PTSD. Because, contrary to the title of the book, he WAS broken. And then he was not.I must also mention Hillenbrand’s own incredible story. As lots of ers mention, she became a success with the publication of her Seabiscuit memoir. I thought it fascinating that she first discovered Zamperini and became curious about who this man was while looking through old newspapers for articles about Seabiscuit. Because those articles were invariably in the sports section, she noticed stories about an up and coming runner named Louis Zamperini. She called him and an amazing friendship was born.Hillenbrand and Zamperini have never met. Hillenbrand suffers from Chronic Fatigue Syndrome and thus rarely leaves her home in New York. She has to strategically plan her days to have the reserves of energy to research, interview and write. Even with the popularity and demand of both her books, she has been unable to go on book tours to promote them. Lovingly, Zamperini offered to go in her stead.I think there is a level of understanding between the two of them that makes this book what it is. Without a doubt, Zamperini’s story is remarkable and awe inspiring. But, quietly and without any sharks or bombs, so is Hillenbrands. She understands struggle. She gets the power of mental fortitude. She lives her daily life as a prisoner inside a diseased body. I think she was able to tap into Louis’s struggle and write about it with his perspective because she is a survivor. She chooses to be unbroken.It’s all quite incredible. Read this book (if you haven’t already, obviously:))....more",Notes are private!,0,12,1,"Jan 23, 2012","Feb 07, 2012","Nov 21, 2010",,Hardcover,view (with text),/book/show/8664353-unbroken
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crooked Letter, Crooked Letter: A Novel","Franklin, Tom*",1441763430,9781441763433,1441763430,10        pp,3.83,"44,840","Oct 05, 2010","Oct 05, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The south has a pretty solid grip on fascinating literature. I've lived in the Rocky Mountain west my entire life and I'm drawn to books about the souThe south has a pretty solid grip on fascinating literature. I've lived in the Rocky Mountain west my entire life and I'm drawn to books about the south and all of its flavors and dysfunction. I should have liked this book. Not much happens. It's much more about stereotypes and prejudices and how, when race is involved, those universal human frailties take an even nastier course. But, I didn't like it. I kept waiting for something to be learned or gleamed or appreciated or forgiven but it just all...happens. Like I expected it would. Not really a mystery, although the author purposely keeps the reader in the dark about details surrounding a homicide, but I did wonder ""whodunit"" and when I knew...I figured. I guess my complaint is that there is nothing really new or special about this small little Mississippi town and its inhabitants. ...more",Notes are private!,0,1,1,"Nov 19, 2010","Mar 31, 2011","Nov 19, 2010",,Audio CD,view (with text),/book/show/8712915-crooked-letter-crooked-letter
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slammerkin,"Donoghue, Emma*",0156007479,9780156007474,0156007479,410        pp,3.74,"16,557","Jun 07, 2001","May 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2010",,Paperback,view,/book/show/44543.Slammerkin
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Faithful Place        (Dublin Murder Squad, #3)","French, Tana*",0670021873,9780670021871,0670021873,400        pp,3.99,"120,839","Jul 13, 2010","Jul 13, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read both of French's previous novels, Into The Woods and The Likeness, and quite enjoy how she takes a character from the periphery in an earlieI've read both of French's previous novels, Into The Woods and The Likeness, and quite enjoy how she takes a character from the periphery in an earlier novel and pushes him or her to the center the crime/conflict/relationship in the next novel. In Faithful Place, detective Frank Mackey's past gets stirred up when the suitcase of his former girlfriend, Rosie, is discovered in the chimney of an abandoned house they used to meet in during a renovation. Heartbroken, he left their hometown and most of the relationships with his very dysfunctional family behind. Frank, whose whole life changed the night he assumed she bailed on their plans to run away together, has since been married, become a father, and, later, divorced. Now, he's determined to face his painful past and discover if something else might have happened that night. Maybe she didn't runaway to the big city without him. Maybe something much darker happened. Maybe Rosie never left town at all. French's skill, in my opinion, is to allow the mystery of the crime to take a backseat to the development of her main character. The clues are still unfolding and the whodunit pushes the plot along, but the breakdown of her protagonists - their fears, prejudices, motives and skewed perspective - make it a much more interesting mystery to read. In this particular case, I listened to the audio instead of reading and the addition of a Scottish accent in my head made it even more engaging. You don't have to start with The Likeness to understand the storyline of Faithful Place, but I think having read it beforehand and the additional glimpse it gives into who Frank Mackey is, made Faithful Place a more interesting book....more",Notes are private!,0,2,1,"Oct 30, 2010",Dec 2010,"Oct 30, 2010",,Hardcover,view (with text),/book/show/7093952-faithful-place
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elephant's Journey,"Saramago, José",,,,unknown,3.67,"17,883",2008,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2010",,,view,/book/show/9565647-the-elephant-s-journey
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NurtureShock: New Thinking About Children,"Bronson, Po",0446504122,9780446504126,0446504122,336        pp,4.03,"26,196","Sep 03, 2008","Sep 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think it'd be safe to say that I tend to believe things written in parenting books I read when they ""ring true."" In other words, I like reading bookI think it'd be safe to say that I tend to believe things written in parenting books I read when they ""ring true."" In other words, I like reading books that confirm what I already believe, whether or not I already know it. Nurtureshock is not that kind of book. In almost every chapter, there is a finding that doesn't make sense until the authors break down the data that shows that it does. It's a troubling book because it makes a very good case against ""instinctive"" parenting. Instead, what Po Bronson and Ashely Merryman state is that some of our best intentions produce the worst results in our kids due to our wishful thinking, bias, fads, our own personal history and old psychology. For instance, showing your kids episodes of Arthur and Clifford can increase cruel behavior and aggression. Praising your child for being smart may be harmful to his academic performance (even if he is really smart). Assuming children are ""color-blind"" and not talking about race may cause children to become racist. DVDs like Baby Einstein and other videos that claim to speed up language development or produce multi-lingualism can actually delay normal speech skills. Other chapters cover why less sleep is a significant contributor to childhood obesity and ADHD, why kids lie, why gifted and talented programs are flawed, why siblings really fight, why teen rebellion is a sign of respect (gah!) and why I wish there was a Tools preschool program in my area.I enjoyed reading this because it was eye-opening, relevant and also because whatever parenting myth was being challenged, the data supporting any new claim was thoroughly explained. It helps that Bronson and Merryman didn't back away from using all of the scientific jargon that usually causes my eyes to glaze over. Most of the time, the opposite happened and the empirical evidence presented was surprisingly accessible while the flow between narrative and research was smooth and convincing.It isn't often that I claim that something or someone changed the way I think. But Nurtureshock did just that. The ""shock"" in the title is no lie. This shocked me. In a really good and, I hope, empowering way....more",Notes are private!,0,6,1,not set,"Oct 16, 2010","Oct 03, 2010",,Hardcover,view (with text),/book/show/6496815-nurtureshock
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mysterious Benedict Society        (The Mysterious Benedict Society, #1)","Stewart, Trenton Lee*",0316057770,9780316057776,0316057770,486        pp,4.20,"161,224","Mar 07, 2007","Mar 07, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not enjoy this. I don't think I was meant to. This was written for young readers and it felt like it. Lots of stupid silly stuff that prolonged I did not enjoy this. I don't think I was meant to. This was written for young readers and it felt like it. Lots of stupid silly stuff that prolonged an already tedious plot for the last 3/4ths of the book. I enjoyed the beginning, when the characters were being selected for the society and revealed their gifts and abilities while taking the ""test"" but after that, snore. But, my son did. And, as it was written for his age, that redeems the book. ...more",Notes are private!,0,0,1,"Sep 21, 2010",Jan 2011,"Sep 21, 2010",,Hardcover,view (with text),/book/show/83369.The_Mysterious_Benedict_Society
