,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Seven Killings,"James, Marlon",159448600X,9781594486005,159448600X,688        pp,3.89,"34,865","Oct 02, 2014","Oct 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Beauty has infinite range but so does wretchedness”. Marlon James wants you to imagine the “unending vortex of ugly”. Blood red, dirt brown, clay bro“Beauty has infinite range but so does wretchedness”. Marlon James wants you to imagine the “unending vortex of ugly”. Blood red, dirt brown, clay brown and shit brown. Zinc shining like nickel or rusted the color of Jamaican dirt, riddled with bullets. Sweet like baby powder on women’s breasts, or Old Spice and leather mixed with the raw smell of slaughtered goat. The scent of pimento in goat’s head soup. Detergent, cocoa butter, fermenting pee and aging shit running down the side of the road. Again pimento but in jerk chicken. Cordite from a recently fired gun, “the iron in blood congealed from street kill, still there after the body has been removed.” If this wasn’t enough for you, and M. James thinks it wasn’t, think about the sound of wretchedness: the smooth, sexy and brutal sound of Reggae. From this soup of dirt, blood, gunshots, pimento, and rhythm comes a story about slum life, one-night stands, drug lords, journalists, music, fucking hell and shit. I think Marlon James is a writer who likes to joke. But he only tells you the blackest of black jokes. Like a capable rigger, he will lure you in with his skills and then he’ll tie you up and drag you down the darkest pit of hell you could ever imagine. He’ll “smile like he and the devil have a secret” and watch you try to get untangled. Just wait until he tells you about the Electric Boogie. You will never be innocent again. The book is repulsive. It is “a vision of hell that twists and turns on itself and grooves to its own soundtrack.” It is horrifying, disgusting and sick. There is a lot of sex, swearing, violence and brutal death. It will give you nightmares. It will also make you laugh. And then it’ll make you feel guilty for laughing. This book comes with every trigger warning you can think of. Even its trigger warnings should have trigger warnings. I certainly give it 5/5....more",Notes are private!,0,13,1,"Apr 24, 2022","May 11, 2022","Apr 24, 2022",,Hardcover,view (with text),/book/show/20893314-a-brief-history-of-seven-killings
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tar Baby,"Morrison, Toni",1400033446,9781400033447,1400033446,305        pp,3.98,"21,670","Mar 12, 1981","Jun 08, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Apr 09, 2022","Apr 24, 2022","Apr 09, 2022",,Paperback,view,/book/show/11359.Tar_Baby
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trees,"Everett, Percival",164445064X,9781644450642,164445064X,309        pp,4.07,"26,923","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 02, 2022","Apr 08, 2022","Apr 02, 2022",,Paperback,view,/book/show/56269278-the-trees
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It As It Lays,"Didion, Joan",0374529949,9780374529949,0374529949,231        pp,3.92,"67,099",1970,"Nov 15, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“There was silence. Something real was happening: this was, as it were, her life. If she could keep that in mind she would be able to play it through,“There was silence. Something real was happening: this was, as it were, her life. If she could keep that in mind she would be able to play it through, do the right thing, whatever that meant.”The thing is, Maria is hardly ever thinking of her life as it is happening. Her mind is pulled insistently, regretfully, towards the things that have already been: her pointless career as an actress, her dysfunctional marriage, her suicidal friend, her abortion. Henri Bergson would say that her mind is “like a song which lags behind its accompaniment.”If you can’t deal, you get out of the game, her friend BZ tells her. And, in many ways, Maria can’t deal. This novel is her long slide into despair. But she stays in the game, she plays it as it lays. She drifts numbly from Hollywood to Las Vegas. She goes to New York to see the plays. She is anesthetized to both pleasure and pain. You sense that at any moment you’ll catch her in the middle of an overdose, but somehow she keeps on living. She says that she does it for her young daughter Kate, the one with an aberrant chemical in her brain.In his  for TIME Richard Lacayo wrote that “Didion’s mordant lucidity is like L.A. sunlight, a thing so bright sometimes it hurts.” When Maria tells you that she knows what “nothing” means, you believe her. But, at the same time, I agree with Sarah Kerr, who (brutally, perhaps) noted that this novel will give you plenty of reasons to suspect that it is no more than “an ephemeral form of survival kitsch” covered in “sophisticated maquillage”....more",Notes are private!,0,7,1,"Mar 25, 2022","Mar 28, 2022","Mar 25, 2022",,Paperback,view (with text),/book/show/428.Play_It_As_It_Lays
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,847","Feb 11, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 05, 2022","Mar 25, 2022","Mar 05, 2022",,Hardcover,view,/book/show/52741293-shuggie-bain
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Net,"Murdoch, Iris",0140014454,9780140014457,0140014454,252        pp,3.77,"15,060",1954,"Oct 27, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“If one has good reasons for an action one should not be deterred from doing it because one may also have bad reasons.”With such a life philosophy it’“If one has good reasons for an action one should not be deterred from doing it because one may also have bad reasons.”With such a life philosophy it’s not surprising that Jake Donoghue entangles himself into “a bizarre erotic comedy of errors”, as Kiernan Ryan tersely describes the gist of the novel. Jake is compulsive, restless, penniless, and in love. Like Salinger’s Holden Caulfield and his angsty trip around NY, Jake takes us on an existential trip in London & Paris. He tries to find out what he thinks, what love is, and where his life is heading. He is successful at avoiding jobs, and not so successful at translating trashy French novels. Jake comes to realize that words are unreliable. Language conforms to a subjective “net”, while the real world slips “under the net”. This, by the way, is Murdoch’s sly reference to Wittgenstein, who used the net metaphor to argue that truth cannot be fully expressed in words. Language, the philosopher explained, blurs the truth. On this view, Jake’s life – or any life for that matter – can only be lived, not explained. And Jake, like all of us, searches for the deeper meaning of his life. Language gets in his way. In his conversations with the woman he loves, Anna, (who loves Hugo), Hugo (who loves Sadie), Sadie (who loves Jake), and Finn (who loves drinking), Jake notices that language is vulnerable. Everyone distorts, exaggerates, and tries to manipulate others. Jake gets closest to truth when he falls into a silent, dreamy, unlucrative reflection which he enjoys more than anything in the world. He finds peace in the company of the inscrutable Mrs. Tinckham and her wordless cats. He finds comfort by taking the fabulous - and also wordless - hound, Mr. Mars, for his daily walk. Truth is in actions, not language. But Jake loves literature, and obviously you cannot have literature without words. For a long time, he hides behind other people’s words by translating smut. But, if you’re patient with Jake, you’ll see that eventually he finds his own words, which he then uses to tell us about the maze of misconceptions in which his selfish, ego-centered ways had landed him....more",Notes are private!,0,7,1,"Feb 24, 2022","Mar 04, 2022","Feb 24, 2022",,Paperback,view (with text),/book/show/11324.Under_the_Net
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War of the Poor,"Vuillard, Éric",1635420091,,B084787VST,112        pp,3.37,"2,600","Jan 04, 2019","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 12, 2022","Feb 13, 2022","Feb 12, 2022",,Kindle Edition,view,/book/show/54765614-the-war-of-the-poor
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,505","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 26, 2022","Feb 12, 2022","Jan 26, 2022",,Hardcover,view,/book/show/55881796-crossroads
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Worsted,"Lutz, Garielle",0996494928,9780996494922,0996494928,215        pp,4.40,65,unknown,"Apr 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Worsted is a collection of stories that mischievously fails to explain what life is about. Life, with its drama, sadness, humor, intimacies, and absurWorsted is a collection of stories that mischievously fails to explain what life is about. Life, with its drama, sadness, humor, intimacies, and absurdities is told in tangential fragments. Each sentence is rich with rhymes, almost-rhymes and alliterations. You don’t read Lutz for the plot (there isn’t any) or the characters (left as unfinished sketches). You read Lutz for the language, word-choices, rhythms and sounds which fizz, tinkle and bong on the page. In the essay “The Sentence is a Lonely Place” Lutz writes that the sentence is like a theater where writing attains its ultimacy. Lutz produces “narratives of steep verbal topography, narratives in which the sentence is a complete, portable solitude, a minute immediacy of consummated language - the sort of sentence that, even when liberated from its receiving context, impresses itself upon the eye and the ear as a totality, an omnitude, unto itself.”Some examples:“My life reeks of other people, least of all me. As a boy, I’d been daughterish, dawdling — hardly the type to stay put in the lineage. Of my parents’ bedroom I remember mostly a bedside table that opened only from the back.”“It was mostly students who dropped by, students in curricular dishevelment…Once in a while he would get a student on the lookout for herself in everyone she met. There were never enough of these.”“It was as if we could look all the way through her, back to when she’d been babysat. But we could picture the babysitters only partway, only about as far up as just above the knees. Anything further up on those girls must have long ago been crossed out or cut off. Their breasts, their arms and faces, were as much as zilch to us. Their voices might as well have been smoke. But why is it that there’s never enough to people? Why must my own life remain to be seen?”“(One morning alone, I was taken for a Lisa, a Cindy, an Andrea.) It was a good thing because it got me thinking that I might possibly have the markings in me of some other person completely. One hand may wash the other, I mean, and both hands may wash the face, but the shoe is always on the other foot.”The language is glorious and the humor devastating....more",Notes are private!,0,9,1,"Jan 15, 2022","Jan 19, 2022","Jan 15, 2022",,Paperback,view (with text),/book/show/57638295-worsted
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Empty Canvas,"Moravia, Alberto",1013818822,9781013818820,1013818822,328        pp,3.86,"4,473",1960,"Sep 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the spring of 1957 Dino, a thirty five year old unsuccessful painter, took a knife and dramatically slashed his last picture, deciding never to paiIn the spring of 1957 Dino, a thirty five year old unsuccessful painter, took a knife and dramatically slashed his last picture, deciding never to paint again. He started painting in his twenties to escape boredom. He kept on being bored, so ten years later he figured he might as well stop painting. For as long as he could remember he suffered from an extreme case of boredom. For Dino boredom wasn’t just ordinary boredom that you or I may experience. His boredom had been elevated to philosophical heights. Dino’s boredom was existential.As a young boy, when he was living with his very rich mother on the Via Appia, he found everything insufficient and lacking. Reality felt like a too short blanket upon a sleeping man during winter: “he pulls it down over his feet and his chest gets cold, then he pulls it up on his chest and his feet get cold.” He wished to escape his boredom by moving to a studio in Via Margutta, where he could paint all day and live on a modest allowance from his mother. He hoped that by pretending to himself and others that he was poor he’ll be cured of boredom. Unfortunately he wasn’t, because Dino couldn’t forget that he was, in fact, rich. His boredom resulted from the reality of his wealth, and his artistic sterility resulted from boredom.At this point in his privileged, pampered-by-mommy, selfish, and miserable existence, he met Cecilia, a young woman posing as a model for painters. They began an affair. Unsurprisingly, Dino’s boredom became incarnate in the person of his mistress. He planned to break up with her. But, before that, he needed to utterly possess, dominate and master her. And Cecilia, in a seemingly oblivious way, resisted all his efforts to control her. Before he realized what was happening, Dino’s boredom evaporated. Instead, he began to experience corrosive jealousy, sexual obsession, frenzied desire, emotional suffering, intrusive but highly analytical thoughts, and an all-consuming ambition to understand and possess Cecilia so that he could finally disentangle himself from her and return to a peaceful life of boredom.Do you think he succeeded? Pick up the book to find out. I promise you won’t be bored.Rating: 4.5/5...more",Notes are private!,0,7,1,"Jan 09, 2022","Jan 15, 2022","Jan 09, 2022",,Hardcover,view (with text),/book/show/59158660-the-empty-canvas
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, See You Tomorrow","Maxwell, William",,9781860464188,1860464181,135        pp,3.91,"12,281",1980,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 02, 2021","Dec 08, 2021","Dec 02, 2021",,Paperback,view,/book/show/14276.So_Long_See_You_Tomorrow
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Detail,"Shibli, Adania",191309717X,9781913097172,191309717X,112        pp,4.19,"18,573","Jun 19, 2017","May 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 26, 2021","Dec 02, 2021","Nov 26, 2021",,Paperback,view,/book/show/52045757-minor-detail
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of Girls and Women,"Munro, Alice",0375707492,9780375707490,0375707492,277        pp,3.96,"13,988",1971,"Feb 13, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 19, 2021","Nov 26, 2021","Nov 19, 2021",,Paperback,view,/book/show/14285.Lives_of_Girls_and_Women
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,161","May 02, 2019","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Evaristo writes about intersectional experiences of black womanhood in Britain. She mixes class, race, ethnicity, disability, sexuality and trans idenEvaristo writes about intersectional experiences of black womanhood in Britain. She mixes class, race, ethnicity, disability, sexuality and trans identities. Every character has a hyphenated identity: Amma is a middle-aged-polyamorous-lesbian-slut-socialist-and-theatre-maker; Dominique is a lesbian-feminist-music-festival-producer-abuse-survivor-and-transexclusionary; Morgan is a trans-non-binary-social-media-influencer-and-school-dropout. And these are just three of the messy and flawed humans we get to meet. There are: radical feminists, moderate feminists, anti-feminists, homophobics, transphobics, monogamous, non-monogamous, kinky, vanilla, rich, and poor. All of them try to find a place to fit in. They form communities, friendships, and families and try to make it in a society that views them as “other”. They open up, become vulnerable, argue, start feeling like the “other” in small or big ways, and inevitably fallouts happen. The problem isn’t that sometimes people do not fit well into each other’s lives. The problem is that when people form a community some of them can abuse their position of power and privilege and make others feel unsafe and unwanted. Some are gatekeepers to their communities and have the power to invite people in, keep people out, put pressure on some members to become less visible, push members out, and advance some narratives, while silencing others. Communities, friendships and families are complicated, togetherness comes at a cost and fallouts are never simple. But Evaristo nudges the reader towards empathy. Even those who mess up from a position of privilege are portrayed as weak, rather than evil, and weakness is hard to judge because we all have our moments.The story structure is unconventional. It’s a hybrid, not quite prose, not quite poetry. It has no capitalization, the whole thing is one long sentence. The lines run-on, like thoughts, and there’s a messiness and disruption of expectations, similar to the disruption of community achieved by the characters. There was much I loved about this novel.Rating: 4/5 (too many characters, too little space to fully develop all of their stories)....more",Notes are private!,0,11,1,"Oct 31, 2021","Nov 12, 2021","Oct 31, 2021",,Kindle Edition,view (with text),/book/show/41081373-girl-woman-other
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Night in Chile,"Bolaño, Roberto",0811215474,9780811215473,0811215474,118        pp,3.89,"13,019",Nov 2000,"Dec 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At Night in Chile is the feverish confession of a dying priest. His memories, presented in stream of consciousness, are riddled with guilt. Father UrrAt Night in Chile is the feverish confession of a dying priest. His memories, presented in stream of consciousness, are riddled with guilt. Father Urrutia was a literary critic wishing to be acknowledged by a group of highbrow scholars, a mediocre poet in love with the idea of culture, and an amateur politician who lacked a political ideology. He kept silent while scenes of torture took place in dire basements (“one must be very careful with one’s silences. I am responsible in every way”). He was accompanied by fear and hate (Mr. Raef and Mr. Etah – isn’t that clever!). He went whichever way he judged to be more profitable for him. He mingled with wealthy aristocrats and beautiful women who loved art and literature. During times of great social turmoil his main concern was how to preserve church buildings from pigeon shit. For a while, Urrutia was at peace with himself. His conscience was quiet, the horrors he saw were dulled by routine. “And then the storm of shit begins”. And this time it’s not pigeon shit.On his deathbed, haunted by Dante’s Sordello (“Sordel, Sordello, which Sordello?”), Urrutia is afraid he’ll run out of time to confess and burn. But, confess what? “Sometimes at night, I would sit on a chair in the dark and ask myself what difference there was between fascist and rebel. Just a pair of words. Two words, that’s all. And sometimes either one will do!” Urrutia was neither fascist nor rebel. He was a passive observer of events and that was his sin. He wonders if he should have risked everything for a lost cause. Why would a priest go out on the streets and protest against the crimes he sees around him? What is the cost of rebellion? What is the cost of compliance?“Was it the voice of a demon? It did not take me long to discover that it was my own voice, the voice of my superego guiding my dream like a pilot with nerves of steel, it was the super-I driving a refrigerated truck down the middle of a road engulfed in flames, while the id groaned and rambled on in a vaguely Mycenaean jargon. My ego, of course, was sleeping. Sleeping and toiling.”...more",Notes are private!,0,5,1,"Oct 27, 2021","Oct 31, 2021","Oct 27, 2021",,Paperback,view (with text),/book/show/63031.By_Night_in_Chile
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0345808002,9780345808004,0345808002,321        pp,4.00,"28,789","Apr 15, 2014","Apr 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 16, 2021","Oct 27, 2021","Oct 16, 2021",,Hardcover,view,/book/show/18339630-all-my-puny-sorrows
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kink: Stories,"Kwon, R.O.*",198211021X,9781982110215,198211021X,288        pp,3.12,"4,808","Feb 09, 2021","Feb 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Who knows why we take pleasure in such things, it’s best not to look into it too closely”, Garth Greenwell writes in one of the stories about a man’s“Who knows why we take pleasure in such things, it’s best not to look into it too closely”, Garth Greenwell writes in one of the stories about a man’s experience with humiliation and crushing vulnerability. And yet, Kink Stories aims to do exactly that: examine what torments people as they search for intimacy.An exploration of kink is in many ways an exploration of psychology. It is also an interrogation of the cultural narratives about gender, race, class and power. This is not a book about sex, although parts of it are sexy. It’s unlikely that it will shock or tantalize an adult reader. What this anthology does well is provide examples of problematic and complex relationships that use kink as a tool in communicating desire.Kink Stories is for the kinksters with imperfect relationships. I think it’s comforting to find that you are not alone in second-guessing yourself and your desires. There is fellowship to be found in reading about others who question the emotional dynamics of kink. There’s the woman who cannot get enough of things she does not need. Her desires are insatiable because needs, like fire, cannot be met. They only grow when fed. Then, there is the person who feels the tension between his rich shame and his defiant pleasure, not knowing which will win. There’s the woman willing to trust and fall in love only because another person was willing to use a crop, whip and knotted red rope on her. Or the husband who hopes that his wife’s desires are like a short trip into a foreign land, but from which they both come back to a cosy, normal life in which they take care of each other, without an expectation of kink. Or the person who was relieved when they no longer looked like themselves – or, rather, when they looked exactly like themselves for the first time. Or the couple who invited a third lover into their lives, only to push him away after he fell in love with both of them.The stories do not dig too deeply into any type of kink, and, inevitably perhaps, some work better than others. The strength of the book is that it opens up space between a wide range of binaries and invites compassionate reflection on non-normative desires....more",Notes are private!,0,5,1,"Oct 03, 2021","Oct 11, 2021","Oct 03, 2021",,Paperback,view (with text),/book/show/54304256-kink
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,788","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 02, 2021","Sep 10, 2021","Sep 02, 2021",,Hardcover,view,/book/show/50202953-piranesi
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Night All Blood is Black,"Diop, David",0374266972,9780374266974,0374266972,145        pp,3.82,"23,235","Aug 16, 2018","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"J. J. Stevens wrote that appreciation for At Night All Blood Is Black will depend on whether you agree with the Shakespearean idea that in a mad worldJ. J. Stevens wrote that appreciation for At Night All Blood Is Black will depend on whether you agree with the Shakespearean idea that in a mad world, the madman is best equipped to diagnose our deepest illnesses. David Diop takes two absurd illnesses of our times - war and racism – and tells the tale of a Senegalese soldier’s descent into madness while fighting for the French during World War I.Deciding who exactly is the enemy for this soldier is complicated. The Germans clearly are, but then so are the French and more generally all colonizers. Alfa Ndiaye is also an enemy of himself, hating his humanity, his inner voice of duty, and his innocent sense of morality. When reality has lost all sense of reason, he embraces brutality, revenge, twisted justifications, and an absurd sense of devotion to a more-than-brother who took too long to die. He understands that on the battlefield everyone needs to embrace madness in order to survive. Some become madmen of rage, others become madmen of pain, others madmen of fury. But it is expected that these are all temporary states of madness that are striped off after the fighting ends. Continuous madmen are not tolerated: “madness, after the captain blows the whistle to retreat, is taboo.” Up to a point, brutality and rage are the things that make up a war hero, but after that point is passed the soldier becomes a bloodthirsty savage, a madman, someone to avoid and lock away.At Night All Blood is Black is the confession, and also the testimony, of an experience of war, where race and colonialism are added to the mix. Alfa Ndiaye, tells us in his own unreliable voice, how he turned into a madman with an obsessive sense of purpose. Once he abandoned norms of civility all that is left is a heart wrenching howl of innocence destroyed. Some readers may find this novel hard to digest. You get no moral clarity, no heroes and no villains. Instead you get ambiguity, stories hidden beneath other stories, and plenty of inscrutable violence. If you can stomach that, I suggest you give this book a try. I’m glad I did....more",Notes are private!,0,14,1,"Jul 17, 2021","Jul 20, 2021","Jul 17, 2021",,Hardcover,view (with text),/book/show/50403480-at-night-all-blood-is-black
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consent,"Lyon, Annabel",0345811453,9780345811455,0345811453,224        pp,3.50,"3,770","Sep 29, 2020","Jan 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Decisions would have to be made.”“In grammar, this is called the passive voice,” she would say. “We cannot tell who is making these decisions. It is “Decisions would have to be made.”“In grammar, this is called the passive voice,” she would say. “We cannot tell who is making these decisions. It is vague, it avoids accountability.”Half of the characters in Consent have to make decisions that directly affect other characters who, for different reasons, cannot say what should happen to their bodies. It’s a story about four women, two pair of sisters, and their knotty relationships. The cause of almost all of their problems turns out to be a man. The forms of consent explored are wide, covering issues such as: the ability of people with mental disabilities to consent to sex & marriage, medical decisions for people with locked-in syndrome who still have consciousness, accountability when drunk or drugged, consent when caring for dependent family members, power imbalances in professor/student and photographer/model relationships, bdsm, and informed consent for practices with irreversible consequences. I love books with moral ambiguities. But I don’t love when a character’s irrationality and compulsiveness are linked to her bdsm practices. Or when a man’s abusive behaviour is connected with his kinky desires. Or when each time kink is mentioned it’s tied with some form of pathology. I’ve rolled my eyes on more occasions than Sara (one of the four sisters) acted on one of her unhinged obsessions.In the late 19th century, Krafft-Ebing, Freud, and others used to conflate bdsm practices with violence, insanity, childhood trauma, addictions and compulsions. They did it so often, and with such zeal, that you’d imagine it was their favourite kink. But researchers today assure us that kinksters are no more likely to be mentally disturbed, have addictions, compulsions, or seek riskier experiences than a typical vanilla person. Violence and unhinged behaviours are not caused by kinkiness. A quick search on Google scholar tells us that what sets kinksters apart from non-kinksters are their curiosity, lower neuroticism, higher secure attachment, & less sensitivity to rejection. All of that is still correlation, not causation btw. I wish Lyon would have learned more about bdsm before writing this novel. I would have given her all the stars. ...more",Notes are private!,0,3,1,"Jul 13, 2021","Jul 17, 2021","Jul 13, 2021",,Hardcover,view (with text),/book/show/52539553-consent
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,329","Sep 16, 1987","Jun 08, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 04, 2021","Jul 13, 2021","Jul 04, 2021",,Paperback,view,/book/show/6149.Beloved
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,,216        pp,4.11,"252,633","Jun 01, 1970","Sep 06, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 25, 2021","Jun 29, 2021","Jun 25, 2021",,Paperback,view,/book/show/11337.The_Bluest_Eye
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,750","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Luster by Raven Leilani is a novel that plays on ambivalence and ambiguities. Edie, a young black woman, is an artist with an avoidant attachment to pLuster by Raven Leilani is a novel that plays on ambivalence and ambiguities. Edie, a young black woman, is an artist with an avoidant attachment to painting. She works a low paying job at an all-white publishing house where she is both hypervisible and invisible. She is anxiously attached to Eric, a middle aged white man in an open marriage. From a distance he seems intriguing, self-aware, and capable of engaging in quality conversation. But, in his most honest form he’s a self-absorbed dude, unaware of his privileges. He basically wants some sex on the side, but won’t commit or assume responsibility for his actions. He is lonely and aware of becoming irrelevant. His body is deteriorating and he’s angry at how much he has failed in life. He occasionally and irresponsibly engages in light sexual power-play and emotional domination. The power imbalance is like a potent drug for Eddie. She reluctantly desires that place of limbo between his emotional disinterest and sexual expertise. She risks getting hurt by engaging seriously with someone who engages theoretically.His wife, Rebecca, is efficient, reserved and calm. She is also vulnerable and insecure about her marriage. She begrudgingly agrees to her husband going on dates, as long as these remain casual. She has a list of ever changing rules, which her husband predictably breaks. They have an adopted teenage daughter, Akila. She is one of the only black kids in the neighborhood and no one knows how to help her do her hair. Eventually, the plot moves Edie into their home. Here her connection with Eric becomes less interesting. As the relationship progresses his interests are reduced to receiving nudes and having sex. In contrast, the kinship between the women grows in complexity and nuance. Sometimes they show compassion and care for each other. Other times, they are cynical and cruel. At all times, they acknowledge and honor the unquenchable human desire to be seen and affirmed by at least another pair of eyes.Leilani’s writing is an artistic feat. She has achieved an unapologetic, funny and sharp portrayal of a young black woman navigating sexual politics, racism, couple privilege, corporate life, and art. ...more",Notes are private!,0,3,1,"Jun 11, 2021","Jun 17, 2021","Jun 11, 2021",,Hardcover,view (with text),/book/show/51541496-luster
