,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eric's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stargirl: The Lost Children,"Johns, Geoff",1779518463,9781779518460,1779518463,184        pp,3.96,152,"Oct 24, 2023","Oct 24, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love anything connected to the Golden Age of comics and the Justice Society of America. The trade of this series isn’t out yet, but I read it in theI love anything connected to the Golden Age of comics and the Justice Society of America. The trade of this series isn’t out yet, but I read it in the six individual issues. Stargirl is tasked with rescuing a number of time-lost superhero sidekicks from the forties. Some of them were actually characters from DC’s stable back then, and some, like Golden Age Flash Jay Garrick’s daughter, Judy, are continuity implants — characters who were “erased from history”.Fun stuff, and many new retro-Golden Age characters are introduced or reintroduced. ...more",Notes are private!,0,0,1,"Jun 18, 2023","Jun 18, 2023","Jun 18, 2023",,Paperback,view (with text),/book/show/125395183-stargirl
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Darkest Prayer,"Cosby, S.A.*",1250867630,9781250867636,1250867630,288        pp,4.00,"8,948","Jan 01, 2019","Dec 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good crime thriller from Cosby. He consistently creates characters in these non-series books that you want to read about again. In this book, tA very good crime thriller from Cosby. He consistently creates characters in these non-series books that you want to read about again. In this book, the protagonist is Nathan Waymaker, a former Marine, former Sheriff’s deputy, and murderer. He has an impetuous nature and an anger management problem. And listen — he’s not even the most interesting character. Nathan’s friend, Skunk, is the real badass.The only thing keeping this book from a five star rating is the inept sexual banter between Nathan and his friend (with benefits) Lisa, who is a porn star (yeah, I know).But count me among Cosby’s constant readers. I’ll keep picking up what he’s putting down....more",Notes are private!,0,2,1,"Jun 13, 2023","Jul 09, 2023","Jun 13, 2023",,Paperback,view (with text),/book/show/60827561-my-darkest-prayer
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,152","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not as good as Blacktop Wasteland or Razorblade Tears in my view. Where those books were all action, this one is more of a detective story where TitusNot as good as Blacktop Wasteland or Razorblade Tears in my view. Where those books were all action, this one is more of a detective story where Titus Crown, the Black sheriff of a backward Virginia county, hunts a serial killer. Titus keep arriving too late to stop murder after murder, until the final climactic scene. SPOILER WARNING:If you’re one of those mystery readers who tries to guess who the killer is based on the characters you’ve been introduced to (and there are many) and clues dropped, you can forget it. The culprit, although mentioned, doesn’t really appear in the story until he’s unmasked. He’s mentioned, and his name contains a clue, but that’s about it. This mystery doesn’t contain that type of guessing game.Titus Crown, though, is one of Cosby’s best characters, and Cosby does a great job at setting up the town, local personalities, and relationships. I’d like to see Titus, his father and brother, erstwhile girlfriends Darlene and Kelly, and Charon County again. I’d like to see Titus and crew star in a series.This book is more introspective and political than Cosby’s other books. Don’t get me wrong, the political soapbox isn’t one I disagree with. It’s just that, given the freight-train action of his earlier books, the weight of the politics camouflages what this book really is (and what I came here for— I ain’t lyin’): a violent crime thriller. Oh, you’ll get your violence. Until the fight at the end though, most of the violence is encountered in the grisly aftermath, rather than as it is happening. So what you have is a whodunnit (where you really can’t play the game, because the killer doesn’t come from an array of potential suspects) the introspection and politics characteristic of a literary novel, and the climax of a crime thriller. It’s a mixed bag. That doesn’t mean I won’t snap up Cosby’s next book. I will. But I hope in the next one he presents a more focused work....more",Notes are private!,0,2,1,"Jun 13, 2023","Jul 04, 2023","Jun 13, 2023",,Hardcover,view (with text),/book/show/61884832-all-the-sinners-bleed
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,500","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard boiled crime at its best.Ike and Buddy Lee are unlikely allies. Black and White. Fathers of gay sons who married and were subsequently murdered. Hard boiled crime at its best.Ike and Buddy Lee are unlikely allies. Black and White. Fathers of gay sons who married and were subsequently murdered. Their homophobia got in the way of having a healthy relationship with their boys, and now their regret and anger pushes them to get revenge. Ike and Buddy are no ordinary bereaved fathers. Both have violent, criminal pasts, but in recent years have been walking the straight and narrow. But when they decide to recross that line to get vengeance, there’s no going back.This book is not for people who can’t handle violence and raw language.Cosby writes such propulsive page-turners that I’m disappointed he only has four books out so far. I think I’m addicted....more",Notes are private!,0,3,1,"Jun 04, 2023","Jun 12, 2023","Jun 04, 2023",,Hardcover,view (with text),/book/show/54860585-razorblade-tears
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primary Target        (Quarry #5),"Collins, Max Allan*",0881500984,9780881500981,0881500984,190        pp,3.97,527,"Jun 01, 1988","Jan 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bite-sized hard boiled crime from Collins. Three stars means it’s good, as I would expect from Collins, but not something I would go back and reread.",Notes are private!,0,0,1,"Jun 03, 2023","Jun 10, 2023","Jun 03, 2023",,Hardcover,view (with text),/book/show/1255688.Primary_Target
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Leviathan Wakes        (The Expanse, #1)","Corey, James S.A.*",1841499889,9781841499888,1841499889,592        pp,4.30,"267,306","Jun 02, 2011","Jun 02, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pretty good first outing. I think the plot could have been tighter. The book seemed overlong to me, but I enjoyed the give and take between cynical A pretty good first outing. I think the plot could have been tighter. The book seemed overlong to me, but I enjoyed the give and take between cynical noir detective Miller and stalwart space captain Holden. I’ll probably continue with this series, but not right away....more",Notes are private!,0,0,1,"May 23, 2023","Jun 26, 2023","May 23, 2023",,Paperback,view (with text),/book/show/8855321-leviathan-wakes
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Antiracist,"Kendi, Ibram X.*",0525509283,9780525509288,0525509283,305        pp,4.38,"114,458","Aug 13, 2019","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A clear-eyed and instructive book.Kendi’s logic and precision of language are impeccable. His capacity for self-criticism is both instructive and endeA clear-eyed and instructive book.Kendi’s logic and precision of language are impeccable. His capacity for self-criticism is both instructive and endearing. He has made substantial revisions to the earlier editions of this book in order to fine tune the precision of language.Kendi’s definitions focus on racist policies and ideas rather than racist individuals. And he sets out his thesis that these policies and ideas don’t come from hatred and ignorance, but rather that hatred and ignorance follow the policies, which are promulgated due to self-interest by groups and individuals. That the self-interest really doesn’t apply to benefit all members of the group, but only to certain privileged members, a small percentage. The rest of the members of the supposedly benefitted group are actually harmed by racist policies.Race is a construct, or a “mirage”. It has no biological basis in science. There is no “Black gene”, “White gene”, or “Asian gene”. But since racism is based on this “mirage”, we must act as though it is real so long as racist ideas are prevalent and powerful.Kendi has been demonized in a lot of sectors, but rather than being fed a few of his sentences out of context and joining the haters, read his books and find out for yourself what he’s actually saying. I hope that you do, and that you come to agree with him.An important book for our time....more",Notes are private!,0,4,1,"May 23, 2023","May 29, 2023","May 23, 2023",,Hardcover,view (with text),/book/show/40265832-how-to-be-an-antiracist
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The General and Julia,"Clinch, Jon*",1668009781,9781668009789,B0BTZ9176S,269        pp,3.88,760,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2023",,Hardcover,view,/book/show/101144733-the-general-and-julia
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomie,"Ito, Junji",1421590565,9781421590561,1421590565,750        pp,4.14,"30,034",1987,"Dec 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2023","May 27, 2023","May 17, 2023",,Hardcover,view,/book/show/29632242-tomie
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Method: How the Twentieth Century Learned to Act,"Butler, Isaac",1635574773,9781635574777,1635574773,512        pp,4.26,741,"Feb 01, 2022","Feb 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 13, 2023","May 21, 2023","May 13, 2023",,Hardcover,view,/book/show/57693266-the-method
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,123","Apr 18, 2017","Apr 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 13, 2023","May 13, 2023","May 13, 2023",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ducks, Newburyport","Ellmann, Lucy",191029697X,9781910296974,,"1,022        pp",3.96,"5,205","Jul 04, 2019","Jul 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Paperback,view,/book/show/43412920-ducks-newburyport
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Midnight Tides        (The Malazan Book of the Fallen, #5)","Erikson, Steven*",0765348829,9780765348821,0765348829,932        pp,4.41,"41,711","Jan 01, 2004","Aug 28, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five down, five to go.Many questions remain.",Notes are private!,0,0,1,"Apr 29, 2023","May 17, 2023","Apr 29, 2023",,Mass Market Paperback,view (with text),/book/show/1277613.Midnight_Tides
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Chains        (Malazan Book of the Fallen, #4)","Erikson, Steven*",0765348810,9780765348814,0765348810,"1,015        pp",4.34,"48,304","Dec 02, 2002",Mar 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So. A few mysteries are resolved. Some are just beginning to be understood. And new undergirding mysteries are introduced.After a long passage where wSo. A few mysteries are resolved. Some are just beginning to be understood. And new undergirding mysteries are introduced.After a long passage where we are introduced to a “new” character, the story breaks into parts, and we follow several groups and pairs and individuals through various adventures. Having read several Erikson novels up to this point, we should predict that these stories will all converge on a single location.Some characters that only got brief play in previous books are becoming some of the most interesting. And a couple of new characters get major p.o.v. action.I’m excited to find out where all this is going....more",Notes are private!,0,0,1,"Apr 15, 2023","Apr 29, 2023","Apr 15, 2023",,Mass Market Paperback,view (with text),/book/show/55398.House_of_Chains
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories of Ice        (Malazan Book of the Fallen, #3)","Erikson, Steven*",0765348802,9780765348807,0765348802,925        pp,4.46,"58,460","Dec 06, 2001","Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The ending of the third book in the series was as satisfying as any ending to a long epic I’ve ever read. All or most of the characters seem to have hThe ending of the third book in the series was as satisfying as any ending to a long epic I’ve ever read. All or most of the characters seem to have had their storylines resolved. If I didn’t know there was still a war going on in the Seven Cities, that the Crippled God was still up to his machinations, and that Kalam, Fiddler, Icarium, Mappo, Crokus, and Apsalar still had stories to play out, I could very well have accepted this as the ending of the series.A lot of the elements reminded me of various comics I’ve read — in a good way! The “spit in the eye of death”, but jokey camaraderie among the Bridgeburners reminds me of the old Sgt. Fury & his Howling Commandos comics of the 60s. The sudden, silent appearances of Blend, which never failed to startle Picker, reminded me of the similar interplay between Batman and Commissioner Gordon. The magic of the this world, which often involves characters entering each other’s consciousness and achieving a sort of empathetic mind-meld, reminds me of the writerly tricks often used by Chris Claremont in his old X-Men comics. And the long finale of the book, in which some characters meet, and others make farewells, while all the while all that has gone before is remembered and deeply felt, reminds me of “The Wake”, the last book of Neil Gaiman’s Sandman series. The Malazan universe, by book three, contains many characters with disparate personalities and power sets, which seem to correspond with what you might see in a superhero universe.I wonder if Erikson was ever a reader of these comics, as the use of these tropes seem to be influenced by them....more",Notes are private!,0,3,1,Apr 2023,"Apr 15, 2023","Apr 01, 2023",,Mass Market Paperback,view (with text),/book/show/175983.Memories_of_Ice
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deadhouse Gates        (Malazan Book of the Fallen, #2)","Erikson, Steven*",0765310023,9780765310026,0765310023,604        pp,4.27,"73,506","Sep 01, 2000","Feb 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The tale splits into four different stories, which merge into two at then. Some readers are thrown when, after Book 1, the scene is shifted to a new cThe tale splits into four different stories, which merge into two at then. Some readers are thrown when, after Book 1, the scene is shifted to a new continent and some new characters. But book two has a narrower character p.o.v. focus, which helps. Kalam gets a chance to shine, as does Duiker, the soldier/historian and Mappo, the emo Trell. Some mysteries are resolved and some new ones pop up, which is the way an epic series like this should work.The military plot, involving a long retreat and movement of refugees, which I thought would not appeal to me, ended up being the part that most affected me. Kudos to Erikson for that.I loved the book....more",Notes are private!,0,1,1,"Mar 19, 2023","Mar 31, 2023","Mar 19, 2023",,Hardcover,view (with text),/book/show/55401.Deadhouse_Gates
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Providence Compendium by Alan Moore and Jacen Burrows Hardcover,"Moore, Alan*",1592913385,9781592913381,1592913385,480        pp,4.18,173,unknown,"Jan 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2023",,Hardcover,view,/book/show/61094736-providence-compendium-by-alan-moore-and-jacen-burrows-hardcover
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gardens of the Moon        (Malazan Book of the Fallen, #1)","Erikson, Steven*",0765348780,9780765348784,0765348780,666        pp,3.92,"119,338","Apr 01, 1999","Jan 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everybody says this first volume of Malazan is a head-scratcher and things don’t come together until the second or third book. This was partially trueEverybody says this first volume of Malazan is a head-scratcher and things don’t come together until the second or third book. This was partially true for me. Here are my spoiler-free thoughts:1. The first couple chapters are slow and lugubrious.2. The middle 560 pages or so of this 657 page novel are exciting and intriguing. Most of the motivations are known and understood, although it’s obvious that there are some clandestine actions and manipulations going on behind the scene.3. The last 50 pages or so are very fast paced and exciting.4. There are a LOT of characters. So many that many of the main characters seem interchangeable. They never get the space to develop. But what they are all doing is interesting enough to keep you turning pages. 5. There aren’t so much heroes and villains as just people with opposing motivations.6. The last 50 pages introduce a lot of new concepts and characters. Seemingly out of nowhere. But I trust in the reputation of the series that this is all relevant stuff.I’m jumping right into Book 2....more",Notes are private!,0,3,1,"Mar 03, 2023","Mar 19, 2023","Mar 03, 2023",,Mass Market Paperback,view (with text),/book/show/55399.Gardens_of_the_Moon
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Mutual Friend,"Dickens, Charles",0375761144,9780375761140,0375761144,801        pp,4.09,"29,534",Nov 1865,"Sep 10, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book contains several intertwined stories, as does the best of Dickens. And some of his best characters are here: Jenny Wren, the doll’s dressmakThis book contains several intertwined stories, as does the best of Dickens. And some of his best characters are here: Jenny Wren, the doll’s dressmaker, Eugene Wrayburn, the witty and indolent barrister, Bradley Headstone, the insanely jealous schoolmaster, and Simon Wegg, the one-legged blackmailer, to name a few.The most interesting characters are the villains: Headstone, Wegg, the Lammles, Rogue Riderhood, and Fascination Fledgeby.A positive portrayal of a Jewish man appears, Mr. Riah. Maybe Dickens felt bad about his creation of Fagin and wanted to balance the scales.Nicodemus Boffin (the Golden Dustman) was also entertaining, but his turnaround at the end seemed unbelievable and unearned. Still, that wasn’t a deal-breaker. This book is still prime Dickens....more",Notes are private!,0,3,1,"Feb 27, 2023","Apr 08, 2023","Feb 27, 2023",,Paperback,view (with text),/book/show/31244.Our_Mutual_Friend
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury Pictures Presents,"Marra, Anthony*",0451495209,9780451495204,0451495209,416        pp,3.68,"10,978","Jul 19, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are entertaining anecdotes galore here about the motion picture industry, wartime Italy and Germany, a clandestine project in Utah, etc. But whaThere are entertaining anecdotes galore here about the motion picture industry, wartime Italy and Germany, a clandestine project in Utah, etc. But what the book lacks is a through-line. There are many stories, but no one story carries the book. It seems like tons of research in search of a story.I found the part about the young man who escapes from Italy to be the most interesting....more",Notes are private!,0,2,1,"Feb 23, 2023","May 28, 2023","Feb 23, 2023",,Hardcover,view (with text),/book/show/59109471-mercury-pictures-presents
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captain Blood,"Sabatini, Rafael",0142180106,9780142180105,0142180106,331        pp,4.18,"16,591",1922,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good old fashioned fun.,Notes are private!,0,4,1,"Feb 14, 2023","Feb 26, 2023","Feb 14, 2023",,Paperback,view (with text),/book/show/772474.Captain_Blood
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At This Evening's Performance.,"Jackson, Nagle",0822200740,9780822200741,0822200740,72        pp,3.00,1,unknown,"Oct 01, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s a very funny play, a play-within-a-play farce. But the play within the play is a Shakespeare-esque piece, rather than a bawdy modern farce such aIt’s a very funny play, a play-within-a-play farce. But the play within the play is a Shakespeare-esque piece, rather than a bawdy modern farce such as in “Noises Off” Whether it comes off well will depend on whether the actors are believable as being experienced in classical theater. It’s better attempted by seasoned actors who have some Shakespeare under their belt, in my view....more",Notes are private!,0,1,1,Feb 2023,Feb 2023,"Feb 01, 2023",,Paperback,view (with text),/book/show/81524346-at-this-evening-s-performance
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The McCartney Legacy, Volume 1: 1969-73","Kozinn, Allan",0063000709,9780063000704,0063000709,720        pp,4.46,407,unknown,"Dec 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everything you ever wanted to know about Paul McCartney’s day-to-day life from 1969, when the Beatles split up, to December, 1973, following the releaEverything you ever wanted to know about Paul McCartney’s day-to-day life from 1969, when the Beatles split up, to December, 1973, following the release of Band on the Run.You feel like you’re there for every moment. The back and forth argument between Paul and the other Beatles regarding their management by Alan Klein, the lawsuits over the dissolution of the partnership and song publishing rights, the recording of McCartney (the first solo album), various singles, the recruiting of session drummer Denny Seiwell, former Moody Blue Denny Laine, and blues guitarist Henry McCullough, the formation of Wings and the making of their first Wings albums, touring, a TV special, family life on the farm, the smoking of lots and lots of “herbal jazz cigarettes”, and the truncated trip to Lagos, Nigeria to record Band on the Run, which yielded some tracks, but not a complete album, as anticipated.With Wings, there’s a tension between Paul’s wanting to be part of a band, and his tendency to be a control freak and a cheapskate, which eventually led to Seiwell and McCullough leaving. Laine stayed on, and it seemed like he may have done so out of lack of direction and ambition.Although it’s easy to see why Band on the Run was, then, and now, critically lauded, it’s a mystery why the critics savaged Ram, which is recognized now as a truly great LP....more",Notes are private!,0,1,1,"Jan 24, 2023","Jun 23, 2023","Jan 24, 2023",,Hardcover,view (with text),/book/show/60409964-the-mccartney-legacy-volume-1
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #42,"Lapham, David",,,B07JPM9JKT,32        pp,4.05,19,unknown,"Aug 26, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 22, 2023","Jan 22, 2023","Jan 22, 2023",,Kindle Edition,view,/book/show/55136619-stray-bullets
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #41,"Lapham, David",,,B07HYJ9XRK,32        pp,4.06,18,unknown,"Jun 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2023","Jan 21, 2023","Jan 21, 2023",,Kindle Edition,view,/book/show/46150052-stray-bullets
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #40,"Lapham, David",,,B07GX5VBN4,32        pp,3.83,23,unknown,"Nov 28, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2023","Jan 21, 2023","Jan 21, 2023",,Kindle Edition,view,/book/show/42974579-stray-bullets
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #39,"Lapham, David",,,B07GLL585J,32        pp,3.74,23,unknown,"Oct 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2023","Jan 20, 2023","Jan 20, 2023",,Kindle Edition,view,/book/show/42375068-stray-bullets
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #38,"Lapham, David",,,B07GL4XZ8K,31        pp,3.67,21,unknown,"Sep 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2023","Jan 20, 2023","Jan 20, 2023",,Kindle Edition,view,/book/show/41715442-stray-bullets
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #37,"Lapham, David",,,B07CV1JGJR,32        pp,3.91,22,unknown,"Aug 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2023","Jan 15, 2023","Jan 15, 2023",,Kindle Edition,view,/book/show/41019151-stray-bullets
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #36,"Lapham, David",,,B07BX2ZG9T,31        pp,4.10,21,unknown,"Jun 27, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 13, 2023","Jan 14, 2023","Jan 13, 2023",,Kindle Edition,view,/book/show/40652884-stray-bullets
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #35,"Lapham, David",,,B0798XN225,32        pp,3.83,23,unknown,"May 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2023","Jan 13, 2023","Jan 11, 2023",,Kindle Edition,view,/book/show/40238769-stray-bullets
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #34,"Lapham, David",,,B078J321Y5,31        pp,3.95,21,unknown,"May 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2023","Jan 11, 2023","Jan 10, 2023",,Kindle Edition,view,/book/show/40033999-stray-bullets
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stray Bullets: Sunshine & Roses #33,"Lapham, David",,,B077XNNY78,32        pp,3.87,23,unknown,"Mar 21, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2023","Jan 10, 2023","Jan 08, 2023",,Kindle Edition,view,/book/show/39335616-stray-bullets
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bands of Mourning        (Mistborn, #6)","Sanderson, Brandon*",,,B00R697BC8,448        pp,4.42,"136,657","Jan 26, 2016","Jan 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2023","Apr 08, 2023","Jan 04, 2023",,Kindle Edition,view,/book/show/18739426-the-bands-of-mourning
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stray Bullets: Sunshine & Roses, Part 4: The Salad Days","Lapham, David",1534310460,9781534310469,1534310460,248        pp,4.27,140,unknown,"Apr 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2023","Jan 08, 2023","Jan 02, 2023",,Paperback,view,/book/show/41546155-stray-bullets
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Uncanny X-Men Omnibus, Vol. 1","Claremont, Chris",0785121013,9780785121015,0785121013,848        pp,4.39,"2,019","Mar 10, 1980","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2023","Jan 02, 2023","Jan 02, 2023",,Hardcover,view,/book/show/598918.The_Uncanny_X_Men_Omnibus_Vol_1
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Oliver Twist,"Dickens, Charles",,,,446        pp,3.88,"388,666",1838,1956,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 02, 2023","Feb 13, 2023","Jan 02, 2023",,Hardcover,view,/book/show/26060922-the-adventures-of-oliver-twist
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stray Bullets: Sunshine & Roses, Part 3: The Queen of Palm Court","Lapham, David",1534309861,9781534309869,1534309861,248        pp,4.38,160,unknown,"Nov 27, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Paperback,view,/book/show/40277725-stray-bullets
