,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Melissa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,355,836","Nov 06, 1939","May 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 23, 2021","Sep 23, 2021",,Paperback,view,/book/show/16299.And_Then_There_Were_None
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Stars,"Dow, Alechia*",,,,400        pp,3.73,"5,043","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 19, 2021","Sep 22, 2021",,,view,/book/show/42185079-the-sound-of-stars
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You are Eating an Orange. You are Naked.,Sheung-King*,1771666412,9781771666411,1771666412,195        pp,3.83,"1,243","Oct 27, 2020","Oct 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating book, imo.",Notes are private!,0,1,1,not set,"Sep 16, 2021","Sep 16, 2021",,Paperback,view (with text),/book/show/54750338-you-are-eating-an-orange-you-are-naked
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thanks, But This Isn't for Us: The Compassionate Guide to Understanding What's Wrong with Your Writing and Leaving the Rejection Pile for Good","Morrell, Jessica Page",1585427217,9781585427215,1585427217,368        pp,4.08,370,2009,"Aug 20, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good bunch of advice that I agree with so strongly, I had already long ago adopted all her suggestions. That’s why this needed one more chapter thatA good bunch of advice that I agree with so strongly, I had already long ago adopted all her suggestions. That’s why this needed one more chapter that said “Even after you’ve done all this, you’ll probably still get rejected over and over because people’s tastes are just different.” I have never tried to query an agent, I’ve only ever submitted short stories to literary magazines and short story contests. I make it to the final round of contests, occasionally shortlist, but have never won. That’s why the “be tough” chapter is so important. I guess I was kinda hoping for a little secret sauce—why are my stories, with all their clean, evocative prose, strong clear-cut characters, and plots that resolve satisfyingly always rejected? I suspect that literary magazines don’t want stories with resolutions or endings. Maybe it’s because I’m a reader of novels, but personally, I hate that. I get very frustrated reading the often-pointless short stories that make it. But of course I also find stories I think are wonderful, especially in places like The New Yorker or the other best-of-the-best publications. There’s a story that was in Granta that I’m obsessed with and that makes me think I’ll never be good enough. So okay, maybe I’ll never get into Granta, but it would be nice to get a story into a small pub or two. ...more",Notes are private!,0,0,1,not set,"Sep 15, 2021","Sep 15, 2021",,Paperback,view (with text),/book/show/5945430-thanks-but-this-isn-t-for-us
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twittering Machine,"Seymour, Richard",1999683382,9781999683382,1999683382,250        pp,4.01,683,"Aug 29, 2019","Aug 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 07, 2021","Sep 15, 2021",,Paperback,view,/book/show/45319864-the-twittering-machine
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",,,,455        pp,3.95,"779,685","Jan 02, 2018","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 27, 2021","Aug 27, 2021",,Kindle Edition,view,/book/show/40389527-the-woman-in-the-window
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Southern Book Club's Guide to Slaying Vampires,"Hendrix, Grady*",,,,410        pp,3.80,"217,289","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Aug 20, 2021not set","Aug 20, 2021",,Kindle Edition,view,/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Don't Talk About When We Talk About Fat,"Gordon, Aubrey",0807041300,9780807041307,0807041300,197        pp,4.42,"15,103","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Terrific book about fat justice. The author co-hosts the wonderful podcast Maintenance Phase. Having listened to every episode of it, none of this wasTerrific book about fat justice. The author co-hosts the wonderful podcast Maintenance Phase. Having listened to every episode of it, none of this was unfamiliar to me at all, but I still was glad to read it. I’m here for justice for fat people & agree 100% with this book. ...more",Notes are private!,0,7,1,not set,"Aug 17, 2021","Aug 17, 2021",,Hardcover,view (with text),/book/show/52011076-what-we-don-t-talk-about-when-we-talk-about-fat
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Precious,Sapphire*,,,,180        pp,3.87,"54,900","Jun 11, 1996",1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 10, 2021","Aug 10, 2021",,Paperback,view,/book/show/8554667-precious
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Things: A Memoir,"Biden, Hunter",1982151110,9781982151119,1982151110,272        pp,3.88,"7,612","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Want to cry and cry and cry? Read this book! I cried through at least half this book. Joe Biden seems like such a good, kind man. Hunter is smart and Want to cry and cry and cry? Read this book! I cried through at least half this book. Joe Biden seems like such a good, kind man. Hunter is smart and flawed, my favorite kind of person, tbh. When you compare a biography of this man’s life to any biography a ghost writer might put together for he-who-must-not-be-named’s kids and you see the difference between a family lead by a man driven to serve others and a family lead by a man driven to serve only himself. The Bidens are a true all-American family, with a lot of unwavering love and kindness....more",Notes are private!,0,1,1,not set,"Aug 07, 2021","Aug 09, 2021",,Hardcover,view (with text),/book/show/50542126-beautiful-things
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Malorie        (Bird Box, #2)","Malerman, Josh*",,,,301        pp,3.80,"23,109","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What ever happened to bird boxes? Do they not use them anymore?,Notes are private!,0,0,1,not set,"Aug 06, 2021","Aug 06, 2021",,Kindle Edition,view (with text),/book/show/44510181-malorie
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Lord Bird,"McBride, James*",1594486344,9781594486340,1594486344,417        pp,3.93,"33,444",2013,"Aug 20, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great book by the US’s greatest living author. As usual, McBride wrote a hilarious, insightful, playful, and unique book. I think this was the last A great book by the US’s greatest living author. As usual, McBride wrote a hilarious, insightful, playful, and unique book. I think this was the last book of his I read (that is, I believe I’ve read the rest, and now I need to wait for him to write and release another) and I’d say it’s the best one along with Deacon King Kong. But maybe it’s only because I read Deacon King Kong first, so you know how that goes. The book that wins you over feels super special. Both are incredibly recognizably McBride. His style is very much his, I can’t think of another writer who writes like him. He makes complicated books filled with disparate characters really easy to follow and hella enjoyable.I got a trial month of Showtime to watch the TV version of this and it’s pretty good, but the book, man. The book....more",Notes are private!,0,3,1,not set,"Aug 03, 2021","Aug 05, 2021",,Hardcover,view (with text),/book/show/16171272-the-good-lord-bird
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,891","Feb 16, 2021","Feb 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is transcendently brilliant. I’ll definitely reread it. It’s achingly good, and captures this moment in time so impressively. I want to eat This book is transcendently brilliant. I’ll definitely reread it. It’s achingly good, and captures this moment in time so impressively. I want to eat this book right up. It is perfect....more",Notes are private!,0,1,1,not set,Jan 2021,"Aug 01, 2021",,Hardcover,view (with text),/book/show/53733106-no-one-is-talking-about-this
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,899","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not realize what genre this was supposed to be, I just had it as a library reservation and didn’t remember why and read it when I got it. AnywayI did not realize what genre this was supposed to be, I just had it as a library reservation and didn’t remember why and read it when I got it. Anyway, although I suppose it’s a creepy horror novel (no gore), it’s also very stylishly written. Some excellent prose in these pages. I took it for a straight literary novel for the longest time. When the creepy horror began, I was surprised & impressed. It’s like an Ira Levin book.I wanted a little more out of the epilogue, BUT as I’ve said many time, when a novel leaves readers wishing there has been more of it, that’s the sign of a successful book. ...more",Notes are private!,0,1,1,not set,"Jul 28, 2021","Jul 28, 2021",,Hardcover,view (with text),/book/show/55711688-the-other-black-girl
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean of Life: The Fate of Man and the Sea,"Roberts, Callum",067002354X,9780670023547,067002354X,416        pp,4.28,893,"May 24, 2012","May 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Much like A Brief History of the Sea but with further updates. That book was formative for me, it influenced my life in some significant ways. This onMuch like A Brief History of the Sea but with further updates. That book was formative for me, it influenced my life in some significant ways. This one would likely do the same for some people if they read it. It doesn’t seem to be widely-read, however. Shame. The world is doomed....more",Notes are private!,0,0,1,not set,"Jul 23, 2021","Jul 27, 2021",,Hardcover,view (with text),/book/show/13542563-the-ocean-of-life
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Feathers, Bright Flames","Mayse, Adrienne*",,,B0994XQCPP,98        pp,4.83,6,unknown,"Jul 10, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 15, 2021","Jul 15, 2021",,Kindle Edition,view,/book/show/58542841-blue-feathers-bright-flames
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Excuse Me While I Ugly Cry,"Goffney, Joya*",0063024810,9780063024816,,368        pp,4.08,"23,215","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 09, 2021not set","Jul 09, 2021",,ebook,view,/book/show/53401676-excuse-me-while-i-ugly-cry
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You'll Never Believe What Happened to Lacey: Crazy Stories about Racism,"Ruffin, Amber",1538719363,9781538719367,1538719363,215        pp,4.43,"20,698","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I mean, this book is perfect. Hilarious and horrifying—the perfect spoonful of sugar to help the medicine go down. It’s really helpful to teach white I mean, this book is perfect. Hilarious and horrifying—the perfect spoonful of sugar to help the medicine go down. It’s really helpful to teach white people how not to be casually racist. And it will make you a fan of Amber Ruffin for life. Here’s a rare suggestion from me: I recommend both reading the print version and listening to the audio version. The audio has bonuses in the form of Amber’s hilarious delivery of her jokes, plus her explanations of what is in the pictures for audiobook listeners. While the printed book has the pictures. So get both! This is the only book like this one and it’s such a great idea. I will be seeking out Amber Ruffin’s work in all media from now on....more",Notes are private!,0,3,1,not set,"Jun 28, 2021","Jul 02, 2021",,Hardcover,view (with text),/book/show/54817546-you-ll-never-believe-what-happened-to-lacey
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Too Fat, Too Slutty, Too Loud: The Rise and Reign of the Unruly Woman","Petersen, Anne Helen",0399576851,9780399576850,0399576851,234        pp,3.79,"8,952","Jun 20, 2017","Jun 20, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 26, 2021","Jun 26, 2021",,Hardcover,view,/book/show/33257571-too-fat-too-slutty-too-loud
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bedwetter: Stories of Courage, Redemption, and Pee","Silverman, Sarah",,,,240        pp,3.53,"39,580","Apr 10, 2010","Apr 20, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 24, 2021","Jun 24, 2021",,Hardcover,view,/book/show/7897478-the-bedwetter
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tsar of Love and Techno,"Marra, Anthony*",0770436439,9780770436438,0770436439,332        pp,4.27,"17,313","Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 24, 2021","Jun 24, 2021",,Hardcover,view,/book/show/23995336-the-tsar-of-love-and-techno
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ugly Cry,"Henderson, Danielle",0525559353,9780525559351,0525559353,290        pp,4.27,"6,651","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I fell in love with Danielle Henderson (and her grandmother!) by listening to her podcast I Saw What You Did, and I reserved her book the second I heaI fell in love with Danielle Henderson (and her grandmother!) by listening to her podcast I Saw What You Did, and I reserved her book the second I heard about it. She’s so funny, relatable, and smart, and I can’t imagine anyone reading this book or hearing her podcast and not wishing she was your best friend. This book, despite having some heavy topics, is a quick & enjoyable read. I love how she points out both the ways her mother & grandmother failed her and the ways they served her. The grandmother is one of those true life characters who, if she hadn’t raised a granddaughter who happened to become a writer, the world would have missed out on meeting and it would have been a shame. I also really want to plug her podcast, I Saw What You Did. The author and the cohost Millie pick really interesting movies and talk about them in a way that makes me desperate to see each one. I’ve watched tons of films it would have never occurred to me to watch because of it. But they also talk about some of my favorite films, which makes me think, WOW THESE WOMEN ARE SO COOL. It’s just a very enjoyable listen and one of my three favorite podcasts along with You’re Wrong About and Couple’s Therapy....more",Notes are private!,0,0,1,not set,"Jun 22, 2021","Jun 21, 2021",,Hardcover,view (with text),/book/show/55746188-the-ugly-cry
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antkind,"Kaufman, Charlie",,,,720        pp,3.71,"5,289","Jul 07, 2020","Feb 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked the first 500 pages give or take. It was funny and interesting, imo. I didn’t care for the last 200 pages. But I’m also a very boring pI really liked the first 500 pages give or take. It was funny and interesting, imo. I didn’t care for the last 200 pages. But I’m also a very boring person when it comes to story structure, I think. ...more",Notes are private!,0,0,1,not set,"Jun 21, 2021","Jun 21, 2021",,Kindle Edition,view (with text),/book/show/45013049-antkind
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How I Write: Secrets of a Bestselling Author,"Evanovich, Janet*",0312354282,9780312354282,0312354282,240        pp,3.77,"2,351","Sep 19, 2006","Sep 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My aunt really likes her books. I read One For the Money years and years ago. It was fun. This book is a tiny bit outdated re: self publishing and theMy aunt really likes her books. I read One For the Money years and years ago. It was fun. This book is a tiny bit outdated re: self publishing and the internet, but overall, it’s a decent book. Nothing groundbreaking, but I find this sort of encouraging “keep writing” style of how-to-write books very comforting. Janet Evanovitch is cute, she reminds me of Philly. New Jersey is basically Philly. ...more",Notes are private!,0,0,1,not set,"Jun 13, 2021","Jun 16, 2021",,Paperback,view (with text),/book/show/40327.How_I_Write
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kim Jiyoung, Born 1982","Cho, Nam-Joo",1631496700,9781631496707,1631496700,163        pp,4.17,"142,909","Oct 14, 2016","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A painfully familiar tale for women, not only in Korea but likely everywhere, certainly where I live (the US). A quick and straightforward read that'sA painfully familiar tale for women, not only in Korea but likely everywhere, certainly where I live (the US). A quick and straightforward read that's almost completely free of poetic language, yet still reads like a work of modern art....more",Notes are private!,0,1,1,not set,"Jun 10, 2021","Jun 11, 2021",,Hardcover,view (with text),/book/show/46041199-kim-jiyoung-born-1982
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet Child,"Burley, John*",,,B01M1MK7W9,306        pp,3.53,732,"Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 04, 2021","Jun 04, 2021",,Kindle Edition,view,/book/show/33296135-the-quiet-child
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"While Justice Sleeps        (Avery Keene, #1)","Abrams, Stacey",0385546572,9780385546577,0385546572,367        pp,3.96,"40,579","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t into this, but, you know, respect. It’s not my genre. Stacey is still the coolest.",Notes are private!,0,2,1,not set,"Jun 03, 2021","Jun 03, 2021",,Hardcover,view (with text),/book/show/55671327-while-justice-sleeps
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,731","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 27, 2021","May 27, 2021",,Hardcover,view,/book/show/43890641-hamnet
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,506","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"May 20, 2021","May 20, 2021",,Hardcover,view,/book/show/51791252-the-vanishing-half
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Buck,"Askaripour, Mateo*",,,,388        pp,3.71,"26,787","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book, even though it kept tricking me about where it was going. Was it structurally perfect? No, but idgaf. I couldn’t put it downI really liked this book, even though it kept tricking me about where it was going. Was it structurally perfect? No, but idgaf. I couldn’t put it down. ...more",Notes are private!,0,0,1,not set,"May 17, 2021","May 17, 2021",,Hardcover,view (with text),/book/show/53091994-black-buck
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Manual for Cleaning Women: Selected Stories,"Berlin, Lucia",0374202397,9780374202392,0374202397,406        pp,4.20,"30,699",Apr 2015,"Aug 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"May 13, 2021","May 14, 2021",,Hardcover,view,/book/show/22929586-a-manual-for-cleaning-women
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absence of Mercy,"Burley, John*",0062227378,9780062227379,0062227378,334        pp,3.58,"2,176","Jan 01, 2013","Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 05, 2021","May 05, 2021",,Paperback,view,/book/show/17349207-the-absence-of-mercy
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jews Don't Count,"Baddiel, David",0008399476,9780008399474,0008399476,144        pp,4.22,"11,216","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 04, 2021","May 04, 2021",,Hardcover,view,/book/show/52710961-jews-don-t-count
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of X,"Etter, Sarah Rose*",1937512819,9781937512811,1937512819,284        pp,4.06,"3,090","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 03, 2021","May 04, 2021",,Paperback,view,/book/show/43465812-the-book-of-x
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar Surfing: How to manage type 1 diabetes in a modern world,"Ponder, Stephen W.",0996253912,9780996253918,B017EIX9HG,276        pp,4.31,325,2015,"Oct 30, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just got my first pump and continuous glucose monitor (CGM) after 30 years on multiple daily injections (MDI) and someone recommended this book to mI just got my first pump and continuous glucose monitor (CGM) after 30 years on multiple daily injections (MDI) and someone recommended this book to me, so I read it. It’s excellent, but mostly I say that because it agrees with the method I figured out for myself entirely on my own for the last 20 years. My method has long been to test often and treat accordingly. I’ve long micro-bolused, long stacked insulin for high carb/fat meals, long been able to feel very small blood sugar changes and tested repeatedly to watch trends. I’ve long believed that carb counting is not effective, and that insulin needs are not based strictly on carb counts. I’ve long learned to dose for foods I enjoy eating by experimenting and figuring it out for next time. I can eat an Impossible Whopper from Burger King without going high if I want! So I took to this pump/CGM lifestyle very well. I definitely glance at the CGM 25 times per day or more, like this author does as well. So, I’m happy to have my methods echoed back to me, which makes me feel good about myself. And there are a few new things I got from this book. One is the idea of having a phantom high sugar. I forget what he calls it. I believe that having treated phantom highs have caused many lows in my life. I never realized it until this book explained it. As a type 1 diabetic of 30+ years, I recommend this book to other people with type 1 diabetes & their caretakers. It is smart. It’s really the way to manage diabetes. If you understand The lessons in this book, you can eat the food you want to eat. I did this without a pump or CGM for years and kept an a1c of 5.5, though likely with too frequent of low. Now I have a pump & CGM and barely ever go low and if I do it’s like 68 for a couple minutes, since the CGM alerts me I’m dropping before that, so it never has the chance to sit low. But it also rarely goes above 120, though it may go as high as 180 sometimes. So I suspect that my a1c will be just as low of not lower now that I have the pump & CGM, even without the lows. And I don’t eat low carb and never will. ...more",Notes are private!,0,1,1,not set,"Apr 30, 2021","Apr 30, 2021",,Kindle Edition,view (with text),/book/show/27418180-sugar-surfing
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls Are All So Nice Here,"Flynn, Laurie Elizabeth*",1982144629,9781982144623,1982144629,320        pp,3.56,"18,863","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 24, 2021","Apr 26, 2021",,Hardcover,view,/book/show/54304089-the-girls-are-all-so-nice-here
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voting Booth,"Colbert, Brandy*",1368053297,9781368053297,1368053297,293        pp,3.86,"5,531","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book name-dropped Janet Weiss from Quasi/Sleater-Kinney and that’s cool as hell.,Notes are private!,0,0,1,not set,"Apr 16, 2021","Apr 18, 2021",,Hardcover,view (with text),/book/show/48717633-the-voting-booth
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Are Now Less Dumb: How to Conquer Mob Mentality, How to Buy Happiness, and All the Other Ways to Outsmart Yourself","McRaney, David",1592408052,9781592408054,1592408052,320        pp,3.94,"4,452","Jul 30, 2013","Jul 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You know, in the part about how being presented with information that disproves beliefs only makes people believe their beliefs more, the examples werYou know, in the part about how being presented with information that disproves beliefs only makes people believe their beliefs more, the examples were all conservatives doing that. The first was about people being given an article that said WMD had been found in Iraq, though they hadn't, and then a second article that corrected the first. Yet the conservatives still wrongly believed WMD had been found in Iraq. Then it was about conservatives insisting Barack Obama wasn't born in the US, even after being presented with irrefutable evidence that he was. So, are we SURE this is a fallacy EVERYONE engages in, or might some types of people be more susceptible to it than others? Because I've believed stuff, then read something that changed my mind about it quite often. The closest examples this book gives to people on the left doing the same thing was that it says that liberals were more likely to believe that Monica Lewinsky was a liar than conservatives were. But I don't think that's true. At some point, it was clear she told the truth. There was the blue dress and everything. People on the left may not have thought this was a wrongdoing worthy of impeaching the president, but they didn't hold to claiming she didn't tell the truth because that would be, well, stupid. It would involve ignoring the facts that were plain in front of our faces.And then it also gave some example about how the evidence about the effects of spanking children was mixed. I'm really not sure what the point of that bit was. I can see people on either side of that debate learning that studies have shown that spanking will get a kid to do what you want them to do if they're under the age of 7 and not changing their mind as a result. As far as I'm concerned, that's reasonable. I wouldn't say that evidence proves much either way.I'm just saying, this phenomenon of not being moved by facts is mostly an aspect of right wing brains. People on the left are greatly swayed by facts for the most part. There are exceptions, of course. Like, how many of you fucking imbeciles still refuse to go vegan or even mostly vegan despite the overwhelming evidence that it's essential for the survival of the planet? Too many. However, let's be honest--there are way more leftist vegans than right wing ones. And there's a reason for that.Okay, I'm done....more",Notes are private!,0,0,1,not set,"Apr 13, 2021","Apr 13, 2021",,Hardcover,view (with text),/book/show/16101143-you-are-now-less-dumb
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday's Not Coming,"Jackson, Tiffany D.*",0062422693,9780062422699,,448        pp,4.25,"51,542","May 22, 2018","May 22, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I stayed up all night to read this in one day. It’s very good and also very sad.,Notes are private!,0,3,1,not set,"Apr 11, 2021","Apr 11, 2021",,ebook,view (with text),/book/show/35068534-monday-s-not-coming
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,261","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Definitely a must-read.,Notes are private!,0,3,1,not set,"Apr 10, 2021","Apr 10, 2021",,Hardcover,view (with text),/book/show/48890225-detransition-baby
