,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Alex's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burning Bright,"Steinbeck, John",014303944X,9780143039440,014303944X,93        pp,3.45,"2,669",1950,"Nov 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I ain't gonna lie I'm not entirely sure what John was goin for here Always try to read a new Steinbeck every summer. Burning Bright has the emotive chI ain't gonna lie I'm not entirely sure what John was goin for here Always try to read a new Steinbeck every summer. Burning Bright has the emotive characters, it has the stunning one liners, it has flashes of the breathtaking, simple descriptions of setting that we've come to expect from the goat. I guess the attempt to clang together the forms of the play and the novella make the scenes feel a little static. It's not quite one thing or the other. The dialogue isn't quite compelling enough to sustain the whole thing, and the settings aren't quite rich enough to get fully absorbed in.A lot of that comes down to the changes in the setting. So what's happening here is the same plot is carrying on chronologically, but for some reason all the characters keep changing jobs in between. It's like one story told in three parallel universes, one at the circus, one at a farm, one on a boat. And I just dont know... why. Lmao. Is it something to do with the play's concluding message that every kind of person has a responsibility to raise every child? Or was Steinbeck just fuckin about? I respect it. I just dont know what it's adding. Fair play though it was fun. Some pretty wild gymnastics to get to its weirdly moral dismount. Friend Ed definitely entering the list of favourite Steinbeck characters. 'It is so easy a thing to give - only great men have the courage and courtesy and, yes, the generosity to receive'...more",Notes are private!,0,1,1,"Jul 07, 2023","Jul 15, 2023","Jul 07, 2023",,Paperback,view (with text),/book/show/287241.Burning_Bright
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Time of Gifts        (Trilogy, #1)","Fermor, Patrick Leigh",1590171659,9781590171653,1590171659,321        pp,4.06,"8,350",1977,"Oct 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Paperback,view,/book/show/253984.A_Time_of_Gifts
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1473616344,9781473616349,1473616344,294        pp,4.38,"1,031,669","Aug 27, 2012",Mar 2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** 2.5A better title for this would be 'And Then Everyone Clapped'. I've never seen so many extremely straightforward and overly-conven**spoiler alert** 2.5A better title for this would be 'And Then Everyone Clapped'. I've never seen so many extremely straightforward and overly-convenient plot resolutions in one book before. But that's just one of my issues with A Man Called Ove. The others are:The plot structure feels so much like watching every mid hollywood film ever, in that the trajectory of the story is so obvious from the start that reading it just feels like going through the motions. As soon as the cat rocks up I'm like '...yep'. Like, yeah it's light, it's cosy, but I'm actively SIGHING every time a by-the-numbers plotbeat is hit. Sometimes a layer of predictability in a story is a good thing but... mate. We are in Skim City.Why do we keep driving to the hospital?Any social issue that's raised feels like cultural boxticking. The style! FUCK! Backman is obsessed with utterly useless similes. I've read the words 'as if' so many times this week I think I now have diahorrea. Hold on let me turn to literally a random page.... 'Ove stares back at it [the cat] with a suspicion normally reserved for a cat that has rung his doorbell with a bible in its paws, like a jehovah's witness'... like.... okay??? I'm not joking there's at least two of these every page and none of them made me laugh. And THAT'S THE THING with this book lads;::;;:: at its core there's actually a really important and meaningful story here about masculinity and loneliness, and a really valuable emotional reshaping of the miserable bastard down the road. Objectively, there are heartwarming moments here. Some stunning chapters that exhibit a real wonderful tenderness. But these moments are just getting smothered by so much BULLSHIT. Stop fuCKing around!!! Stand up for your work!! A million people are buying this and you're emBARRASSING yourself!!!!God the dialogue when there's like five characters in the room. Nightmarish. Didnt happen of the year award goes to 300 people rocking up to Ove's funeral. Dude knew like ten people.Do not get me wrong (do not). Love kindness, me. Really rate that shit. But writers like Ronan Hession are doing this sorta thing with infinite more nuance and intrigue. You know what fuck it maybe this is just 2 stars. Fuck the .5 I'm rattled now. It's so irritating that any time it's good feels like a trick. Don't disrespect me like this, Fredrick Backman. I'll sue you. I don't care anymore....more",Notes are private!,0,2,1,"Jun 14, 2023",Jul 2023,"Jun 14, 2023",,Paperback,view (with text),/book/show/25409228-a-man-called-ove
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven Boys        (The Raven Cycle, #1)","Stiefvater, Maggie*",0545424925,9780545424929,0545424925,409        pp,4.05,"367,459","Sep 18, 2012","Sep 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/17675462-the-raven-boys
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Among the Savages,"Jackson, Shirley",0140267670,9780140267679,0140267670,256        pp,3.98,"8,188",1953,"Oct 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/131191.Life_Among_the_Savages
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kick the Latch,"Scanlan, Kathryn",,,,144        pp,4.13,"2,233","Sep 06, 2022","Sep 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fucks. Fucks and chugs and bangs. Not gonna shut up about this for a while. Just a bunch of quickfire vignettes about working at race courses, adaptedFucks. Fucks and chugs and bangs. Not gonna shut up about this for a while. Just a bunch of quickfire vignettes about working at race courses, adapted from transcriptions of interviews with a horse trainer who has SEEN IT ALL.Stunning punchiness to the writing. You can scran this whole gal's life in one sitting and feel all the bumps, jolts, joy and pain (and PAIN!!!) along the way.Mate that chapter where she just lists the people who live by the track.... MATEThis is literature. What a great little thing has been made here....more",Notes are private!,0,2,1,"Jun 04, 2023","Jun 04, 2023","Jun 04, 2023",,Paperback,view (with text),/book/show/59070107-kick-the-latch
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Alice,"Evans, Diana*",1784744263,9781784744267,1784744263,352        pp,3.48,812,"Apr 06, 2023","Apr 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Hardcover,view,/book/show/58949781-a-house-for-alice
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Moon,"Keane, Mary Beth*",1982172606,9781982172602,1982172606,304        pp,3.41,"22,851","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2023",,Hardcover,view,/book/show/60913577-the-half-moon
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Retrospective,"Vásquez, Juan Gabriel",0593539613,9780593539613,0593539613,448        pp,4.38,"2,825",2020,"May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2023",,Hardcover,view,/book/show/61190812-retrospective
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask Again, Yes","Keane, Mary Beth*",1982106980,9781982106980,1982106980,388        pp,3.94,"192,354","May 28, 2019","May 28, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yep. That is a Book.You guys know by now that for me good writing is all about empathy. Mary Beth Keane KNOWS her characters so well. There's such a lYep. That is a Book.You guys know by now that for me good writing is all about empathy. Mary Beth Keane KNOWS her characters so well. There's such a lovely awareness of why they do... bad things. Why anybody does bad things. No one's emotions are thrown to the curb or handled with anything less than upmost care. This is a novel about second chances, how we give them and how we take them. Any time Anne or George are on screen we are sOARING. They are perfect. Come up to me in the street and say their names and I will talk to you for half an hour. Gorgeous prose also.Only thing holding it back is that it's possibly a bit TOO bleak sometimes, to the point that it feels a little less believable. 90% of the time tho the strength of this is just how real and completely normal it all feels. Like this could've happened down the road. The tried and tested sad people in New York formula works yet again....more",Notes are private!,0,1,1,"Apr 12, 2023","May 16, 2023","Apr 12, 2023",,Hardcover,view (with text),/book/show/42201996-ask-again-yes
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Near to the Wild Heart,"Lispector, Clarice",014119734X,9780141197340,014119734X,194        pp,4.04,"9,922",Dec 1943,"Jan 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2023",,Paperback,view,/book/show/17573205-near-to-the-wild-heart
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In The Place of Fallen Leaves,"Pears, Tim",0747578362,9780747578369,0747578362,352        pp,3.82,487,"Oct 01, 1994",Jul 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Paperback,view,/book/show/126866.In_The_Place_of_Fallen_Leaves
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shropshire Lad,"Housman, A.E.",0486264688,9780486264684,0486264688,51        pp,4.02,"2,718",1896,"Jul 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love them good Shropshire boyhood vibes but every poem is kinda the same It's all like... 'there once was a lad from, idk, Buildwas. And boy he sure lLove them good Shropshire boyhood vibes but every poem is kinda the same It's all like... 'there once was a lad from, idk, Buildwas. And boy he sure loved fields. And now, guess what? He's fucking buried under one' but in an ABAB rhyme scheme Some stunning individual stanzas tho and some of the best examples I've read of storytelling poems that dont feel annoying Underlined a few potential epigraphs for my novel lol...more",Notes are private!,0,1,1,"Mar 25, 2023","Mar 30, 2023","Mar 25, 2023",,Paperback,view (with text),/book/show/752936.A_Shropshire_Lad
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last White Man,"Hamid, Mohsin",0593538811,9780593538814,0593538811,192        pp,3.45,"16,387","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Hardcover,view,/book/show/58885796-the-last-white-man
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jawbone,"Ojeda, Mónica",1838171622,9781838171629,1838171622,336        pp,3.72,"7,075","Mar 12, 2018",Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2023",,Paperback,view,/book/show/61903054-jawbone
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,981","Nov 02, 2021","Aug 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 - It's the strength of The Story that sustains this for sure. Romeo & Juliet type love story set around the troubles in Cyprus in 1974 and the aft3.5 - It's the strength of The Story that sustains this for sure. Romeo & Juliet type love story set around the troubles in Cyprus in 1974 and the aftermath of it. Stunning and very emotional engagement with the setting, brilliantly researched and brought to life. The significance of food was a winner for me. Definitely always looked forward to opening up the book.The dialogue... is bad. And the chapters told from the fig tree's perspective do feel quite preachy most of the time. And also I feel like it was doing a lot of cultural box-ticking like,,, 'yup we mentioned mental health okay good' BUT the exploration of inherited trauma and the way the fragments of the story come together make for a really compelling and rewarding read on the whole. Literally made me go out for Turkish food last week so the vibes are strong....more",Notes are private!,0,1,1,"Mar 19, 2023","Apr 12, 2023","Mar 19, 2023",,Hardcover,view (with text),/book/show/56587382-the-island-of-missing-trees
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0571368689,9780571368686,0571368689,116        pp,4.19,"153,377","Nov 05, 2021","Oct 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The vibes are deteriorating on the drive back from Wolves so gonna try n cheer myself up by having a little gush about this little book.Such a schooliThe vibes are deteriorating on the drive back from Wolves so gonna try n cheer myself up by having a little gush about this little book.Such a schooling in how to create vivid characters, description, sense of time and place in as few words as possible. The crows. The river. That scene where they pour the kettle on the frozen lock. Yes yes yes. I love this little Irish community.It's one of the best-presented stories about human kindness I've read in recent times. It earns its message and addresses the nuances and inner conflict surrounding a moral act, rather than just being like '......more",Notes are private!,0,1,1,"Mar 16, 2023","Mar 18, 2023","Mar 16, 2023",,Hardcover,view (with text),/book/show/56943582-small-things-like-these
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nineteen Claws and a Black Bird,"Bazterrica, Agustina",1782279016,9781782279013,1782279016,192        pp,3.16,"9,602","Aug 01, 2020","May 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/75577844-nineteen-claws-and-a-black-bird
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid of Black Conch,"Roffey, Monique*",1529115493,9781529115499,1529115493,272        pp,3.90,"16,605","Apr 02, 2020","Jun 10, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very skimmable, which is kinda a good and a bad thing. I can see why something like this won the Costa prize. It's '''literary''' in that it presents Very skimmable, which is kinda a good and a bad thing. I can see why something like this won the Costa prize. It's '''literary''' in that it presents themes of deeply entrenched colonialism and the objectification of women's bodies, but through the extremely palatable lens of a sexy fantasy mermaid romance. Like,,, it's gonna be on people's coffee tables. Definitely felt like this novel had been overly hacked-down to make it more digestible. And some of the writing felt a bit shortcutty. But I also liked that it was quick, so I cant have it both ways. I AM a big fan of the 'realistic' portrayal of the mermaid and all the piss and shit and scaley mess. Like, could you imagine actually being half person half fish that would be fucking disgusting....more",Notes are private!,1,6,1,"Mar 06, 2023","Mar 16, 2023","Mar 06, 2023",,Paperback,view (with text),/book/show/57961076-the-mermaid-of-black-conch
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Country,"Tremain, Rose",0671886096,9780671886097,0671886096,321        pp,3.98,"1,561",1992,"Jun 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Paperback,view,/book/show/209487.Sacred_Country
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loop,"Lozano, Brenda",1916465641,9781916465640,1916465641,185        pp,3.76,"1,250","Apr 12, 2014","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/43401527-loop
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Must I Go,"Li, Yiyun",0241978688,9780241978689,0241978688,368        pp,3.06,"1,777","Jul 28, 2020","Aug 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now THIS is a Vibes Novel. Never come across a book so well sustained by its style and narrative voice.Getting a character to annotate another charactNow THIS is a Vibes Novel. Never come across a book so well sustained by its style and narrative voice.Getting a character to annotate another character's memoir for two thirds of a novel is... so fascinating. I was sceptical that it could work for that long. But here we are. It's Li's level of observation and just like the chop of her sentences that make it absolutely bang. It's also refreshing to see a book develop characters with so few visuals. It's all voice voice voice here. The trade off is that some of the cast of this big, complicated family are cloudier than others, but the ones who shine we get to know in such a gradual and organic way. It just simmers along so nicely. Hits good emotional moments without knocking itself unbalanced. It's definitely not a book for everyone, but I could have happily hung out with it for a few more hundred pages....more",Notes are private!,0,5,1,"Feb 12, 2023","Mar 05, 2023","Feb 12, 2023",,Paperback,view (with text),/book/show/58410934-must-i-go
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223829,9781472223821,1472223829,389        pp,4.20,"255,731","Mar 31, 2020",Oct 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is such a good combination of brilliant research and brilliant imagination. For Maggie to piece together such a vivid and universal story about fThis is such a good combination of brilliant research and brilliant imagination. For Maggie to piece together such a vivid and universal story about family and grief around so few historical records is so impressive. The world she creates is so strong, oftentimes due to how well described everything is. It's such a stimulating novel, sensorily, and the aura that conjures makes the drifts into ideas of the supernatural work really well. This book is very much haunted. There were times when I did struggle a little bit with the style, but that's mainly because I'm a baby who needs less commas and more dialogue when I'm feelin sleepy. Another banger. 2023 stay winning tbh....more",Notes are private!,0,3,1,"Jan 26, 2023","Feb 12, 2023","Jan 26, 2023",,Paperback,view (with text),/book/show/59444219-hamnet
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forester's Daughter,"Keegan, Claire",0571351859,9780571351855,0571351859,67        pp,4.07,"2,231",unknown,"Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Banged this out real quick just for a switch-up in vibe REALLY great little story loved it stunning simplistic writing style altho that's the 3rd piecBanged this out real quick just for a switch-up in vibe REALLY great little story loved it stunning simplistic writing style altho that's the 3rd piece of media I've consumed already this year that features a house burning down??...more,Notes are private!,0,2,1,"Jan 23, 2023","Jan 23, 2023","Jan 23, 2023",,Paperback,view (with text),/book/show/41713581-the-forester-s-daughter
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sitting Pretty: The View from My Ordinary Resilient Disabled Body,"Taussig, Rebekah",0062936794,9780062936790,0062936794,256        pp,4.46,"7,474","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/52167161-sitting-pretty
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Briefly, A Delicious Life","Stevens, Nell",1982190949,9781982190941,1982190949,304        pp,3.77,"5,419","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,Hardcover,view,/book/show/59366260-briefly-a-delicious-life
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",152901929X,9781529019292,152901929X,433        pp,4.31,"151,860","Feb 11, 2020","Apr 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/57091322-shuggie-bain
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",0060959479,9780060959470,0060959479,238        pp,4.06,"86,212","Dec 22, 1999","Jan 30, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 (have a class on this next week so had to briefly put Jane Eyre down) - In its strongest passages, this is very nice, easy to read, and relatively2.5 (have a class on this next week so had to briefly put Jane Eyre down) - In its strongest passages, this is very nice, easy to read, and relatively cosy. In its weakest, it's too nice, too easy and too cosy. On the whole, I don't think it does any harm to reaffirm ourselves with the concepts central to being a kind and loving person. Like, I raised a few smiles. I underlined a few quotes. But I do think, for this to be a Really worthwhile read, it has to do more than that. It has to be more radical. It has its moments of daring, but on the whole this was much too heteronormative and much too Americocentric a focus to offer any insights all that new or challenging about love. Mostly, it's just a long-winded way of saying 'just be sound yano'....more",Notes are private!,0,1,1,"Jan 02, 2023","Jan 04, 2023","Jan 02, 2023",,Paperback,view (with text),/book/show/218042.All_About_Love
