,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sara Nelson's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Officer and a Spy,"Harris, Robert*",0091944554,9780091944551,0091944554,496        pp,4.21,"28,185","Sep 26, 2013","Sep 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Dec 04, 2013",not set,"Dec 04, 2013",,Hardcover,view,/book/show/17456932-an-officer-and-a-spy
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helter Skelter: The True Story of the Manson Murders,"Bugliosi, Vincent",0393322238,9780393322231,0393322238,689        pp,4.06,"145,887",1974,"Dec 17, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 20, 2013",,Paperback,view,/book/show/105992.Helter_Skelter
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,"Rule, Ann",0451203267,9780451203267,0451203267,548        pp,4.14,"100,355","Aug 01, 1980","Jun 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 20, 2013",,Paperback,view,/book/show/15654.The_Stranger_Beside_Me
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the White City,"Larson, Erik*",0739303406,9780739303405,0739303406,15        pp,4.00,"682,574","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 20, 2013",,Audio Cassette,view,/book/show/21996.The_Devil_in_the_White_City
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Executioner's Song,"Mailer, Norman",0375700811,9780375700811,0375700811,"1,056        pp",4.06,"21,717","Oct 30, 1979","Apr 28, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant!,Notes are private!,0,7,1,not set,not set,"Nov 20, 2013",,Paperback,view (with text),/book/show/12468.The_Executioner_s_Song
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatal Vision,"McGinniss, Joe",0451165667,9780451165664,0451165667,684        pp,4.12,"24,107",1983,"Aug 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the best true crime books of all time. I should re-read it, along with A Shot in the Heart, the Executioner's Song and The People Who Eat DarknOne of the best true crime books of all time. I should re-read it, along with A Shot in the Heart, the Executioner's Song and The People Who Eat Darkness. Also, all great true crime....more",Notes are private!,0,14,1,not set,not set,"Nov 20, 2013",,Mass Market Paperback,view (with text),/book/show/333907.Fatal_Vision
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,416","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of my very favorite novels of all time. Ostensibly about a group of strangers taken hostage in a South American embassy, this is a deeply moving sOne of my very favorite novels of all time. Ostensibly about a group of strangers taken hostage in a South American embassy, this is a deeply moving story about self discovery. ...more",Notes are private!,0,7,1,not set,not set,"Nov 14, 2013",,Paperback,view (with text),/book/show/5826.Bel_Canto
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,348","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"But for its lyrical, evocative scenes of life in the Calcutta neighborhood in which her heroes grow up, Jhumpa Lahiri’s The Lowland could be set anywhBut for its lyrical, evocative scenes of life in the Calcutta neighborhood in which her heroes grow up, Jhumpa Lahiri’s The Lowland could be set anywhere, in almost any time. At the center of this heartbreaking story are two very different brothers. Udayan, the younger by 15 months, is passionate, idealistic and ripe for involvement in the political rebellion in 1960s India (not all that different from his American counterparts of the same era.) Subhash is the “good brother,” the parent-pleaser, who goes off to study and teach in America. But when Udayan, inevitably, ends up a victim of his self-made political violence, Subhash steps in and marries his dead brother’s pregnant wife. His is the proverbial good deed that will never go unpunished; Subhash soon becomes a victim of his own goodness. As always, Lahiri’s prose is lyrical and rich and her story is steeped in history, but in this book (more perhaps than The Namesake, her other novel) the issues raised are more universal and the plot more linear. Competitive siblings, parental love, commitment to belief and family, these are the topics one of our most brilliant writers addresses in what is at once her most accessible, and most profound, book yet...more",Notes are private!,0,5,1,not set,not set,"Nov 13, 2013",,Hardcover,view (with text),/book/show/17262100-the-lowland
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,123","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's hard to articulate just how much--and why--The Goldfinch held such power for me as a reader. Always a sucker for a good boy-and-his-mom story, I It's hard to articulate just how much--and why--The Goldfinch held such power for me as a reader. Always a sucker for a good boy-and-his-mom story, I probably was taken in at first by the cruelly beautiful passages in which 13-year-old Theo Decker tells of the accident that killed his beloved mother and set his fate. But even when the scene shifts--first Theo goes to live with his schoolmate’s picture-perfect (except it isn’t) family on Park Avenue, then to Las Vegas with his father and his trashy wife, then back to a New York antiques shop--I remained mesmerized. Along with Boris, Theo’s Ukrainian high school sidekick, and Hobie, one of the most wonderfully eccentric characters in modern literature, Theo--strange, grieving, effete, alcoholic and often not close to honorable Theo--had taken root in my heart. Still, The Goldfinch is more than a 700-plus page turner about a tragic loss: it’s also a globe-spanning mystery about a painting that has gone missing, an examination of friendship, and a rumination on the nature of art and appearances. Most of all, it is a sometimes operatic, often unnerving and always moving chronicle of a certain kind of life. “Things would have turned out better if she had lived,” Theo said of his mother, fourteen years after she died. An understatement if ever there was one, but one that makes the selfish reader cry out: Oh, but then we wouldn’t have had this brilliant book!...more",Notes are private!,0,18,1,not set,not set,"Nov 13, 2013",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,308","Jan 01, 1959","Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Aug 07, 2013",,Paperback,view,/book/show/168642.In_Cold_Blood
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",0739326228,9780739326220,0739326228,434        pp,4.15,"2,000,887",1997,"Nov 15, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,fantastic and detailed.,Notes are private!,0,24,1,not set,not set,"Jun 29, 2012",,Hardcover,view (with text),/book/show/930.Memoirs_of_a_Geisha
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters Brothers,"deWitt, Patrick",0062041266,9780062041265,0062041266,328        pp,3.85,"97,271","Apr 26, 2011","Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,0,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/9850443-the-sisters-brothers
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freedom,"Franzen, Jonathan",0374158460,9780374158460,0374158460,562        pp,3.78,"168,415","Aug 31, 2010","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/7905092-freedom
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,169","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/2187.Middlesex
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Sister’s Keeper,"Picoult, Jodi*",0743454537,9780743454537,0743454537,423        pp,4.10,"1,218,172","Apr 06, 2004","Feb 01, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/10917.My_Sister_s_Keeper
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,207","May 19, 1942","Mar 28, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/49552.The_Stranger
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,677","Sep 20, 2001",Mar 2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/6867.Atonement
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,845","Aug 20, 2010",Sep 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/7937843-room
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Flew Over the Cuckoo’s Nest,"Kesey, Ken",,,,325        pp,4.20,"732,378",1962,"Feb 01, 1963",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Jun 29, 2012",,Mass Market Paperback,view,/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extremely Loud & Incredibly Close,"Foer, Jonathan Safran *",0618711651,9780618711659,0618711651,326        pp,3.97,"420,937",2005,"Apr 04, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/4588.Extremely_Loud_Incredibly_Close
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,618",Nov 1985,"Oct 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bridget Jones’s Diary        (Bridget Jones, #1)","Fielding, Helen*",014028009X,9780140280098,,288        pp,3.80,"983,041",1996,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/227443.Bridget_Jones_s_Diary
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiger's Wife,"Obreht, Téa*",0385343833,9780385343831,0385343833,338        pp,3.42,"99,562","Mar 08, 2011","Mar 08, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/8366402-the-tiger-s-wife
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat on a Hot Tin Roof,"Williams, Tennessee",0811216012,9780811216012,0811216012,208        pp,4.06,"60,851",1955,"Sep 17, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/72159.Cat_on_a_Hot_Tin_Roof
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of Virginia Woolf?,"Albee, Edward",0451218590,9780451218599,0451218590,272        pp,4.06,"69,660","Jan 01, 1962","Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/14940.Who_s_Afraid_of_Virginia_Woolf_
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,449","Apr 06, 1953","Jan 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/4009.Nine_Stories
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Streetcar Named Desire,"Williams, Tennessee",0822210894,9780822210894,0822210894,107        pp,3.98,"310,601",1947,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/12220.A_Streetcar_Named_Desire
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Also Rises,"Hemingway, Ernest",,,,189        pp,3.79,"444,843","Oct 22, 1926",1957,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/3876.The_Sun_Also_Rises
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,300","Apr 10, 1925",1925,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/4671.The_Great_Gatsby
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,566","Jul 16, 1951","Jan 30, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,890","Sep 13, 2011","Sep 13, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/9361589-the-night-circus
