,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lindsay's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Side,"Lewis, Michael",,,B002SAUCGC,352        pp,4.17,"96,157","Sep 17, 2006","Oct 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 16, 2013",,Kindle Edition,view,/book/show/20234883-the-blind-side
1817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Breaks of the Game,"Halberstam, David",0345296257,9780345296252,0345296257,362        pp,4.20,"12,494",1981,"Oct 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Paperback,view,/book/show/75406.The_Breaks_of_the_Game
1818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Game Was Ours,"Bird, Larry",0547225474,9780547225470,0547225474,340        pp,4.22,"15,205",2009,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Paperback,view,/book/show/6562380-when-the-game-was-ours
1819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys of Summer,"Kahn, Roger",,,,474        pp,4.12,"11,939","Jan 01, 1972","May 09, 1973",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Mass Market Paperback,view,/book/show/137787.The_Boys_of_Summer
1820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friday Night Lights,"Bissinger, H.G.",0306814250,9780306814259,0306814250,416        pp,4.14,"60,721",1988,"Sep 28, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 16, 2013",,Paperback,view,/book/show/85431.Friday_Night_Lights
1821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Basketball: The NBA According to The Sports Guy,"Simmons, Bill",034551176X,9780345511768,034551176X,736        pp,4.20,"35,936","May 05, 2009","Oct 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Hardcover,view,/book/show/4452257-the-book-of-basketball
1822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moneyball,"Lewis, Michael",0393324818,9780393324815,0393324818,317        pp,4.26,"131,538",2003,"Mar 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Paperback,view,/book/show/1301.Moneyball
1823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alchemyst        (The Secrets of the Immortal Nicholas Flamel, #1)","Scott, Michael*",0552562521,9780552562522,0552562521,390        pp,3.86,"160,081","May 22, 2007","Aug 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good book for teenagers who are interested in magic, mythology, and a little bit of adventure. There are both male an dfemale teenage narratThis is a good book for teenagers who are interested in magic, mythology, and a little bit of adventure. There are both male an dfemale teenage narrators, so I think it would easily appeal to both male and female readers. Although all the ""facts"" about various maythologies are not completely accurate, I really liek how so many elements are incorporated....more",Notes are private!,0,0,1,"Sep 16, 2013","Sep 27, 2013","Sep 16, 2013",,Paperback,view (with text),/book/show/17402605-the-alchemyst
1824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salinger,"Shields, David*",1471130371,9781471130373,1471130371,704        pp,3.75,"1,692","Sep 03, 2013","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2013",,Paperback,view,/book/show/18238043-salinger
1825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life As We Knew It        (Last Survivors, #1)","Pfeffer, Susan Beth",,,,337        pp,3.88,"128,349","Oct 01, 2006","Oct 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not a beautifully written book. In fact, it sounds as if it were written by an average 16 year-old, which I guess is about right because it's This is not a beautifully written book. In fact, it sounds as if it were written by an average 16 year-old, which I guess is about right because it's in the form of a pretty ordinary (and frankly somewhat personality-less) 16 year-old girl's diary entries. The best part of this novel isn't the writing, but the plot. Seriously, I kept wanting to know what would happen next after a meteor hits the moon, sending it out of its normal position, and leading to environmental mayhem on earth. ...more",Notes are private!,0,1,1,"Sep 13, 2013","Sep 16, 2013","Sep 13, 2013",,Paperback,view (with text),/book/show/213753.Life_As_We_Knew_It
1826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Birds,"Powers, Kevin",0316219363,9780316219365,0316219363,226        pp,3.74,"25,829","Sep 06, 2012","Sep 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2013",,Hardcover,view,/book/show/13366259-the-yellow-birds
1827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why We Love Dogs, Eat Pigs, and Wear Cows: An Introduction to Carnism","Joy, Melanie*",1573244619,9781573244619,1573244619,204        pp,4.10,"6,496","Nov 15, 2009","Nov 15, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/6532109-why-we-love-dogs-eat-pigs-and-wear-cows
1828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,"Blum, Deborah",1594202435,9781594202438,1594202435,319        pp,4.01,"34,957","Feb 18, 2010","Feb 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/7054123-the-poisoner-s-handbook
1829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phantoms in the Brain: Probing the Mysteries of the Human Mind,"Ramachandran, V.S.",0688172172,9780688172176,0688172172,352        pp,4.26,"19,585","Aug 19, 1998","Aug 18, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/31555.Phantoms_in_the_Brain
1830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Igniting a Passion for Reading,"Layne, Steven L.",1571103856,9781571103857,1571103856,188        pp,4.39,"1,230",2009,"Dec 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/6798354-igniting-a-passion-for-reading
1831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Androids Dream of Electric Sheep?,"Dick, Philip K.",,,,244        pp,4.09,"451,819",1968,Jun 1996,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2016","Jun 30, 2016","Sep 08, 2013",,Paperback,view,/book/show/7082.Do_Androids_Dream_of_Electric_Sheep_
1832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rash,"Hautman, Pete",0689868014,9780689868016,0689868014,256        pp,3.74,"3,508","Jun 01, 2006","Jun 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/44175.Rash
1833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Bones        (The Mortal Instruments, #1)","Clare, Cassandra*",1416914285,9781416914280,1416914285,485        pp,4.07,"2,000,259","Mar 27, 2007","Mar 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/256683.City_of_Bones
1834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somewhere In Time,"Matheson, Richard",0312868863,9780312868864,0312868863,316        pp,3.85,"8,025","Feb 24, 1975",Jan 1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/581126.Somewhere_In_Time
1835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Potential,"Schrag, Ariel*",094315104X,9780943151045,094315104X,224        pp,3.83,"1,690",2000,"Aug 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/391002.Potential
1836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Yellow-Lighted Bookshop: A Memoir, a History","Buzbee, Lewis*",1555974503,9781555974503,1555974503,216        pp,3.82,"2,745",2002,"May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/165518.The_Yellow_Lighted_Bookshop
1837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Child's Life and Other Stories,"Gloeckner, Phoebe",1583940286,9781583940280,1583940286,152        pp,4.11,"2,558",1998,"Sep 30, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/98800.A_Child_s_Life_and_Other_Stories
1838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Devil's Knot: The True Story of the West Memphis Three        (Justice Knot, #1)","Leveritt, Mara*",0743417607,9780743417600,0743417607,419        pp,4.15,"11,701","Oct 08, 2002","Oct 21, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/206899.Devil_s_Knot
1839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,116","Aug 12, 1986","Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 16, 2015","Aug 18, 2015","Sep 08, 2013",,Hardcover,view,/book/show/15196.Maus_I
1840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death and Life of Charlie St. Cloud,"Sherwood, Ben",0330488902,9780330488907,0330488902,273        pp,4.00,"55,513","Mar 04, 2004","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/263050.The_Death_and_Life_of_Charlie_St_Cloud
1841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the After        (In the After, #1)","Lunetta, Demitria*",0062105450,9780062105455,0062105450,455        pp,4.06,"13,201","Jun 25, 2013","Jun 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/12157407-in-the-after
1842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vicious        (Villains, #1)","Schwab, V.E.*",0765335344,9780765335340,0765335344,368        pp,4.21,"242,197","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/13638125-vicious
1843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caleb's Crossing,"Brooks, Geraldine*",0670021040,9780670021048,0670021040,306        pp,3.85,"67,808","May 01, 2011","May 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2013",,Hardcover,view,/book/show/9684523-caleb-s-crossing
1844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,611","Apr 18, 2013","Apr 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable mystery with some good characters and twists. If Rowling (er, Galbraith) writes another Cormoran Strike book, I'll read it. An enjoyable mystery with some good characters and twists. If Rowling (er, Galbraith) writes another Cormoran Strike book, I'll read it. ...more",Notes are private!,0,0,1,"Jul 13, 2014","Jul 16, 2014","Sep 08, 2013",,Hardcover,view (with text),/book/show/16160797-the-cuckoo-s-calling
1845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rattle Bag,"Heaney, Seamus",057111976X,9780571119769,057111976X,512        pp,4.27,"1,110",1982,"Jan 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2013",,Paperback,view,/book/show/574889.The_Rattle_Bag
1846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burial at Thebes: A Version of Sophocles' Antigone,"Heaney, Seamus",0374530076,9780374530075,0374530076,96        pp,3.94,"2,537",2004,"Nov 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2013",,Paperback,view,/book/show/130405.The_Burial_at_Thebes
1847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilgamesh,Anonymous,1299883052,9781299883055,1299883052,0        pp,3.71,"94,548",-1200,"Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2013",,ebook,view,/book/show/18611304-gilgamesh
1848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me In,"Ajvide Lindqvist, John",0312656491,9780312656492,0312656491,472        pp,4.04,"111,134",May 2004,"Jan 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2013","Aug 17, 2013","Aug 12, 2013",,Paperback,view,/book/show/7911377-let-me-in
1849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Class Matters,The New York Times,0805080554,9780805080551,0805080554,288        pp,3.70,"1,628","Sep 02, 2005","Sep 02, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2013","Aug 11, 2013","Aug 07, 2013",,Paperback,view,/book/show/51898.Class_Matters
1850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Running with Scissors,"Burroughs, Augusten*",031242227X,9780312422271,031242227X,336        pp,3.76,"390,624","Jul 10, 2002","Jun 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 03, 2013","Aug 07, 2013","Aug 03, 2013",,Paperback,view,/book/show/242006.Running_with_Scissors
1851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Medicine        (Love Medicine, #1)","Erdrich, Louise",0060786469,9780060786465,0060786469,367        pp,4.01,"26,606",1984,"Aug 02, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 30, 2013","Aug 02, 2013","Jul 30, 2013",,Paperback,view,/book/show/91440.Love_Medicine
1852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Funny Thing Happened on the Way to Heaven,or How I Made Peace with the Paranormal and Stigmatized Zealots and Cynics in the Process","Taylor, Corey",0306821648,9780306821646,0306821648,256        pp,3.92,"2,183","Jun 20, 2013","Jul 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2013",,Hardcover,view,/book/show/16043525-a-funny-thing-happened-on-the-way-to-heaven-or-how-i-made-peace-with-the
1853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Deadly Sins: Settling the Argument Between Born Bad and Damaged Good,"Taylor, Corey",0306819279,9780306819278,0306819279,256        pp,3.93,"4,646","Jan 01, 2011","Jul 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2013",,Hardcover,view,/book/show/10103230-seven-deadly-sins
1854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poor Things,"Gray, Alasdair",0747562288,9780747562283,0747562288,318        pp,4.00,"20,455",1992,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/72355.Poor_Things
1855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,English Passengers,"Kneale, Matthew",038549744X,9780385497442,038549744X,446        pp,4.07,"7,175","Mar 14, 2000","Jan 16, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/14257.English_Passengers
1856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Far Can You Go?,"Lodge, David",0140057463,9780140057461,0140057463,244        pp,3.75,"1,580",1980,"Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/267257.How_Far_Can_You_Go_
1857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Child in Time,"McEwan, Ian*",0385497520,9780385497527,0385497520,263        pp,3.58,"13,939",1987,"Nov 02, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2013",,Paperback,view,/book/show/6869.The_Child_in_Time
1858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog Stars,"Heller, Peter",0307959945,9780307959942,0307959945,336        pp,3.95,"64,432","Aug 07, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2013",,Hardcover,view,/book/show/13330761-the-dog-stars
1859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065254,9780062065254,0062065254,321        pp,3.98,"116,335","Oct 02, 2012","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2014","Feb 21, 2014","Jul 23, 2013",,Paperback,view,/book/show/16248070-the-round-house
1860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crashed        (Junior Bender, #1)","Hallinan, Timothy*",1616952741,9781616952747,1616952741,356        pp,3.77,"3,095","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2013",,Hardcover,view,/book/show/15849502-crashed
1861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fin & Lady,"Schine, Cathleen*",0374154902,9780374154905,0374154902,277        pp,3.54,"6,264","Jul 09, 2013","Jul 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2013",,Hardcover,view,/book/show/16059336-fin-lady
1862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgins,"Erens, Pamela*",1935639625,9781935639626,1935639625,281        pp,3.49,"1,816","Aug 06, 2013","Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2013",,Paperback,view,/book/show/17214288-the-virgins
1863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Fall Down,"McCormick, Patricia",0061730939,9780061730931,0061730939,216        pp,4.16,"11,793","May 08, 2012","May 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Because of the subject matter, a young person's experiences of the Cambodian genocide under Khmer Rouge (which is, of course, so painful and importantBecause of the subject matter, a young person's experiences of the Cambodian genocide under Khmer Rouge (which is, of course, so painful and important), I think it's hard to say that you ""like"" or ""don't like"" this novel, but I sure do wish I liked it more.Patricia McCormick novel is based on Arn Chorn-Pond's experiences as a young boy thrust into incredibly trying situations as he is separated from his family, witnesses countless deaths, is forced to become a member of Khmer Rouge himself, and must find a way to survive. The story stretches over about five years of Chorn-Pond's life, and he experiences more than most could imagine in that time.McCormick chose to write the novel from Chorn-Pond's perspective and in broken English with simple, fragmented sentences. For me, this is where the problem lies. The narrative style is completely matter-of-fact, devoid of much depth of emotion, and completely lacks any imagery, metaphor, or abstractions. Unfortunately, as a result, I had a very difficult time emotionally connecting with the novel, and this very short book became very difficult to read.Arn Chorn-Pond's story is essential for people to know; however, I think I would prefer to hear it in his true voice and in his words....more",Notes are private!,0,0,1,"Aug 26, 2013","Aug 30, 2013","Jul 09, 2013",,Hardcover,view (with text),/book/show/12924297-never-fall-down
1864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,491        pp,4.26,"748,501","May 10, 1990","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2013",,Mass Market Paperback,view,/book/show/12067.Good_Omens
1865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Mirth,"Wharton, Edith",1844082938,9781844082933,1844082938,351        pp,3.97,"97,912","Oct 14, 1905","Jan 19, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2014","Feb 08, 2014","Jul 06, 2013",,Paperback,view,/book/show/17728.The_House_of_Mirth
1866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cold Dish        (Walt Longmire, #1)","Johnson, Craig",0143036424,9780143036425,0143036424,354        pp,4.12,"41,207","Dec 29, 2004","Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2013",,Paperback,view,/book/show/109901.The_Cold_Dish
1867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Get Filthy Rich in Rising Asia,"Hamid, Mohsin",1594487294,9781594487293,1594487294,230        pp,3.81,"22,492","Mar 01, 2013","Mar 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2013",,Hardcover,view,/book/show/15815364-how-to-get-filthy-rich-in-rising-asia
1868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Notebook,"Lessing, Doris",006093140X,9780060931407,006093140X,640        pp,3.77,"23,017",1962,"Feb 03, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2013",,Paperback,view,/book/show/24100.The_Golden_Notebook
1869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Good Turn        (Jackson Brodie, #2)","Atkinson, Kate",0316012823,9780316012829,0316012823,418        pp,3.81,"43,921",Aug 2006,"Sep 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 if I could...I look forward to the next one.,Notes are private!,0,0,1,"Jul 20, 2013","Jul 23, 2013","Jun 09, 2013",,Paperback,view (with text),/book/show/501124.One_Good_Turn
1870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When Will There Be Good News?        (Jackson Brodie, #3)","Atkinson, Kate",0316154857,9780316154857,0316154857,388        pp,4.00,"47,328","Sep 24, 2008","Sep 24, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was yet another good read by Atkinson with plenty of twists, turns, coincidences, and engaging characters. I especially liked young Reggie, the sThis was yet another good read by Atkinson with plenty of twists, turns, coincidences, and engaging characters. I especially liked young Reggie, the strong, basically abandoned 16 year old girl who forms the book's center and pulls everyone together. I didn't find this one quite as gripping as the others of the Jackson Brodie series....more",Notes are private!,0,0,1,"Sep 28, 2013","Oct 13, 2013","Jun 09, 2013",,Hardcover,view (with text),/book/show/3289281-when-will-there-be-good-news
1871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revised Fundamentals of Caregiving,"Evison, Jonathan*",1616200391,9781616200398,1616200391,278        pp,3.78,"10,829","Aug 28, 2012","Aug 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2013",,Hardcover,view,/book/show/13604611-the-revised-fundamentals-of-caregiving
