,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Travis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Silence,"Barnes, S.A.*",1250819997,9781250819994,1250819997,343        pp,3.80,"25,436","Feb 08, 2022","Feb 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 22, 2022","Feb 22, 2022",,Hardcover,view,/book/show/57693184-dead-silence
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence is Death        (Hawthorne & Horowitz #2),"Horowitz, Anthony*",0062676830,9780062676832,0062676830,384        pp,3.97,"41,126",Nov 2018,"May 26, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 17, 2022","Feb 17, 2022",,Hardcover,view,/book/show/41716660-the-sentence-is-death
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,598","Nov 09, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 14, 2022","Feb 14, 2022",,Hardcover,view,/book/show/56816904-the-sentence
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accomplice,"Lutz, Lisa*",1984818260,9781984818263,1984818260,368        pp,3.77,"8,543","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 09, 2022not set","Feb 09, 2022",,Hardcover,view,/book/show/55573681-the-accomplice
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan Is Okay,"Wang, Weike",0525654836,9780525654834,0525654836,224        pp,3.68,"15,765","Jan 18, 2022","Jan 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is fiction that is so brilliant, so realistic, so deeply personal that it is incredible to think that the characters are not actual living, breatThis is fiction that is so brilliant, so realistic, so deeply personal that it is incredible to think that the characters are not actual living, breathing human beings. Weike Wang’s first novel, Chemistry, was phenomenal, and this one may be even better. I want to say that Weike Wang is one of the world’s best young writers, but that’s not quite right: she is one of the world’s best writers, regardless of age....more",Notes are private!,0,1,1,not set,"Feb 05, 2022","Feb 05, 2022",,Hardcover,view (with text),/book/show/55333768-joan-is-okay
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light Years From Home,"Chen, Mike*",0778311732,9780778311737,0778311732,340        pp,3.55,"2,445","Jan 25, 2022","Jan 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel serves up a family drama main course with a side of science fiction, and they blend together marvelously. Each time I picked this novel up This novel serves up a family drama main course with a side of science fiction, and they blend together marvelously. Each time I picked this novel up to continue reading, I was immediately engrossed and always reluctant to put it down to tend to the requirements of daily life. I loved this novel and cannot wait to see what Mike Chen does next....more",Notes are private!,0,0,1,not set,Feb 2022,"Feb 01, 2022",,Hardcover,view (with text),/book/show/57724261-light-years-from-home
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Needful Things,"King, Stephen*",1501147412,9781501147418,,802        pp,3.97,"252,311",Oct 1991,May 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 27, 2022","Jan 27, 2022",,Paperback,view,/book/show/59663979-needful-things
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0684830493,9780684830490,0684830493,96        pp,3.80,"1,148,197","Sep 01, 1952",1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 17, 2022","Jan 17, 2022",,Hardcover,view,/book/show/2165.The_Old_Man_and_the_Sea
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devotion of Suspect X        (Detective Galileo, #1)","Higashino, Keigo",1250002699,9781250002693,1250002699,320        pp,4.17,"61,179","Aug 29, 2005","Feb 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 12, 2022","Jan 12, 2022",,Paperback,view,/book/show/12011902-the-devotion-of-suspect-x
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Vow You Break,"Swanson, Peter*",0062980033,9780062980038,0062980033,308        pp,3.52,"51,521","Mar 23, 2021","Mar 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 10, 2022","Jan 10, 2022",,Hardcover,view,/book/show/54236119-every-vow-you-break
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sister Carrie        (Modern Library 100 Best Novels),"Dreiser, Theodore",0375753214,9780375753213,0375753214,659        pp,3.77,"40,148","Nov 08, 1900","Mar 02, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pessimistic and grim. Dickensian in its descriptions of the life of the poor but lacking the hope and joy that permeate Dickens’s novels. This novel iPessimistic and grim. Dickensian in its descriptions of the life of the poor but lacking the hope and joy that permeate Dickens’s novels. This novel is on the Modern Library’s 100 best novels of the 20th century, and, having finished it, I can now see why. It is an exceptional novel, and I will be visiting some of Dreiser’s other works in the future....more",Notes are private!,0,3,1,not set,"Jan 07, 2022","Jan 07, 2022",,Paperback,view (with text),/book/show/850080.Sister_Carrie
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wicked Deep,"Ernshaw, Shea*",1481497340,9781481497343,1481497340,310        pp,3.86,"41,000","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 02, 2022","Jan 02, 2022",,Hardcover,view,/book/show/35297394-the-wicked-deep
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House on Needless Street,"Ward, Catriona*",1250812623,9781250812629,1250812623,341        pp,3.86,"96,447","Mar 18, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 29, 2021","Dec 29, 2021",,Hardcover,view,/book/show/55511726-the-last-house-on-needless-street
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kind Worth Killing        (Henry Kimball/Lily Kintner, #1)","Swanson, Peter*",0062267523,9780062267528,0062267523,320        pp,4.00,"187,799","Feb 03, 2015","Feb 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Dec 21, 2021not set","Dec 21, 2021",,Hardcover,view,/book/show/21936809-the-kind-worth-killing
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Wild Places,"Ernshaw, Shea*",1797143719,9781797143712,1797143719,unknown,3.93,"58,708","Dec 07, 2021","Dec 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This novel is so creepy—shot through with a darkness that gets into your soul and makes you shudder. It is weird and eerie with a puzzle that you thinThis novel is so creepy—shot through with a darkness that gets into your soul and makes you shudder. It is weird and eerie with a puzzle that you think you can solve but with pieces that don’t quite fit together. I loved every word....more,Notes are private!,0,4,1,not set,"Dec 16, 2021","Dec 16, 2021",,Audio CD,view (with text),/book/show/59798738-a-history-of-wild-places
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",0143122355,9780143122357,0143122355,235        pp,3.82,"303,265","Oct 16, 1959","Oct 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2021","Dec 12, 2021",,Hardcover,view,/book/show/15808307-the-haunting-of-hill-house
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Day of Spring,"Tucker, Nancy*",0593191560,9780593191569,0593191560,352        pp,3.93,"21,936","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 08, 2021","Dec 08, 2021",,Hardcover,view,/book/show/55801220-the-first-day-of-spring
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Thing Between Us,"Moreno, Gus*",0374539235,9780374539238,0374539235,272        pp,3.75,"21,037","Oct 12, 2021","Oct 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Dec 05, 2021not set","Dec 05, 2021",,Paperback,view,/book/show/56269269-this-thing-between-us
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It,"King, Stephen*",1501182099,9781501182099,1501182099,"1,156        pp",4.24,"1,110,657","Sep 15, 1986",Jul 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"miscellaneous reflections:Richie Tozier is quite possibly the most annoying character in all of literature.The human bullies in this story, Beverly‘s miscellaneous reflections:Richie Tozier is quite possibly the most annoying character in all of literature.The human bullies in this story, Beverly‘s husband Tom and Henry and his friends, are more terrifying than It.The adolescent sex scene near the end is completely ridiculous and really serves no good narrative purpose. Yes, the novel tries to give it a purpose, but it’s not a very convincing one.The way that It is first defeated in 1958 and later killed in 1985 is through the sheer belief and desire of the members of the Losers Club. It is pure magic. It’s not the best explanation, but it’s not terrible either.This novel is extremely bloated. It feels as if there were no editors to tell Stephen King he needed to make some major cuts. My version of this book comes in at 1153 pages, and it would have still been a great story with 300 fewer pages or maybe even 400 or 500 fewer pages.As in most Stephen King novels, what makes this novel really good is the characters. Even though Richie is very annoying, most readers, I think, become invested in all of the main characters and also despise the villains. Because we readers care so much about the protagonists and hate the antagonists, we find ourselves very much enjoying this macabre tale.It’s interesting that in this novel, Stephen King hints that the members of the Losers Club are ultimately helped by the Other (also referred to as Another), and the Other is fairly clearly God. Thus, in the final analysis, this novel is very dualistic: we have an ultimate source of primitive evil, It, that is finally overcome by a power that transcends this universe and It, and that power is God.While I have outlined many shortcomings in the novel, it is, nonetheless, very entertaining. And, as is usually the case, the book is much better than either of the movie versions....more",Notes are private!,0,1,1,not set,Dec 2021,"Dec 01, 2021",,Hardcover,view (with text),/book/show/35012103-it
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Sad Is Untrue:,"Nayeri, Daniel",1646140001,9781646140008,1646140001,356        pp,4.33,"31,063","Aug 25, 2020","Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brilliant. Moving. Fascinating. Beautiful.This book is told from the perspective of a middle school boy, the author, as he reflects upon his experiencBrilliant. Moving. Fascinating. Beautiful.This book is told from the perspective of a middle school boy, the author, as he reflects upon his experiences as an immigrant learning his way in a new country and trying to hold on to his memories of his old country, but it’s so much more than the story of just one boy. It asks us to engage with a stranger and to walk a mile in the shoes of another. It is the universal story of humanity. It is at turns charming, funny, sad, enraging, and hopeful. It is a story of love. And it is beautiful....more",Notes are private!,0,0,1,not set,"Nov 10, 2021","Nov 10, 2021",,Hardcover,view (with text),/book/show/49089631-everything-sad-is-untrue
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Am Half-Sick of Shadows        (Flavia de Luce, #4)","Bradley, Alan*",0307879453,9780307879455,0307879453,unknown,4.09,"36,554","Nov 08, 2011","Nov 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 06, 2021","Nov 06, 2021",,Audio CD,view,/book/show/11301247-i-am-half-sick-of-shadows
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have No Idea: A Guide to the Unknown Universe,"Cham, Jorge",0735211515,9780735211513,0735211515,354        pp,4.28,"6,289","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 03, 2021","Nov 03, 2021",,Hardcover,view,/book/show/31625636-we-have-no-idea
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pillars of the Earth,"Follett, Ken*",045122213X,9780451222138,045122213X,"1,008        pp",4.34,"763,723",Oct 1989,"Oct 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an enthralling, endlessly entertaining, utterly magnificent, magisterial book this is! As I was reading this novel, I found myself exclaiming aloWhat an enthralling, endlessly entertaining, utterly magnificent, magisterial book this is! As I was reading this novel, I found myself exclaiming aloud on many occasions, “This book is sooooooo good!”Waleran Bigod, William Hamleigh, Alfred Builder: such perfect villains. They are not weak, paper villains. They are powerful, executing brilliantly evil schemes—often with nonchalant brutality. We readers truly fear them—but more so, we loathe them. And, oh, how we rejoice and luxuriate in their downfalls.Tom Builder, Ellen, Prior Philip, Aliena, Jack: our heroes are as good and virtuous as our villains are wicked. Though all of them have their flaws, they are ultimately good, kind, and decent. We love their virtue, their intelligence, and their courage and resolution in the face of the murder of loved ones, of debilitating poverty, of betrayal, and of relentlessly hateful enemies.While my copy of this novel was almost 1,000 pages long, reading this novel never felt like a slog. The pacing and subplots kept me fully engaged from the first page to the last. And because I fell so in love with our heroes, I was constantly worrying about them, lamenting their setbacks, and rejoicing in their triumphs. I could not turn the pages quickly enough.Ken Follett is a genius. I love The Pillars of the Earth. It is easily among the best novels that I have ever read. I picked up this novel because it is on numerous lists of the top 100 novels of the 20th century. I would go further: The Pillars of the Earth is one of the top 10 novels of the 20th century....more",Notes are private!,0,1,1,not set,"Oct 26, 2021","Oct 26, 2021",,Paperback,view (with text),/book/show/442117.The_Pillars_of_the_Earth
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cause: The American Revolution and its Discontents, 1773-1783","Ellis, Joseph J.",1631498983,9781631498985,1631498983,400        pp,4.36,"1,678","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 12, 2021","Oct 12, 2021",,Hardcover,view,/book/show/56769531-the-cause
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Heart Is a Chainsaw        (Indian Lake #1),"Jones, Stephen Graham*",1982137630,9781982137632,1982137630,405        pp,3.55,"36,819","Aug 31, 2021","Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 06, 2021","Oct 06, 2021",,Hardcover,view,/book/show/55711617-my-heart-is-a-chainsaw
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before She Knew Him,"Swanson, Peter*",0062838156,9780062838155,0062838156,320        pp,3.86,"58,983","Mar 05, 2019",Nov 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Oct 2021,"Oct 01, 2021",,Hardcover,view,/book/show/48693564-before-she-knew-him
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise, WV","Rufus, Rob*",1684426707,9781684426706,1684426707,320        pp,4.05,382,"Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 26, 2021","Sep 26, 2021",,Paperback,view,/book/show/56637738-paradise-wv
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nothing Man,"Howard, Catherine Ryan*",1538519739,9781538519738,1538519739,288        pp,4.14,"29,024","Aug 04, 2020","Aug 04, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Sep 20, 2021not set","Sep 20, 2021",,Hardcover,view,/book/show/51166217-the-nothing-man
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",,,0062073486,300        pp,4.28,"1,355,788","Nov 06, 1939","Mar 29, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Sep 08, 2021not set","Sep 08, 2021",,Mass Market Paperback,view,/book/show/9723667-and-then-there-were-none
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Banner of Heaven: A Story of Violent Faith,"Krakauer, Jon*",1400032806,9781400032808,B007E68IEI,399        pp,4.01,"207,146",Jul 2003,"Jul 10, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2021,"Sep 01, 2021",,Paperback,view,/book/show/1894.Under_the_Banner_of_Heaven
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling,"Newman, T.J.*",1982177888,9781982177881,1982177888,304        pp,3.87,"76,584","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you think the airline disaster sub-genre is clichéd and has nothing new to offer, think again. Falling presents a unique premise that serves up heaIf you think the airline disaster sub-genre is clichéd and has nothing new to offer, think again. Falling presents a unique premise that serves up heaping helpings of suspense and action as well as a lot of genuine heart and emotion—I was shocked that this novel so endeared me to the main characters and literally brought me to tears on several occasions. This novel is also surprisingly socially and geopolitically astute and nuanced. The author, T.J. Newman, is not afraid to honestly show the humanity and even the goodness that her antagonists possess. She is gifted both at storytelling and in depicting realistic characters. She is definitely a writer to watch, and this novel will undoubtedly show up on a ton of lists of the best novels of 2021.Falling is the perfect summer vacation thriller—but maybe don’t read it while on the flight to your vacation spot. Wait until you are safely off the plane!...more",Notes are private!,0,2,1,not set,"Aug 25, 2021","Aug 25, 2021",,Hardcover,view (with text),/book/show/56614951-falling
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shut Your Eyes Tight        (Dave Gurney, #2)","Verdon, John",0307717895,9780307717894,0307717895,509        pp,4.02,"13,991","Jul 12, 2011","Jul 12, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 23, 2021","Aug 23, 2021",,Hardcover,view,/book/show/9696745-shut-your-eyes-tight
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blacktop Wasteland,"Cosby, S.A.*",,,,285        pp,4.08,"39,802","Jul 14, 2020","Jul 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading and loving Razorblade Tears last month, I was compelled to read Mr. Cosby’s earlier novel, Blacktop Wasteland. It was even better than IAfter reading and loving Razorblade Tears last month, I was compelled to read Mr. Cosby’s earlier novel, Blacktop Wasteland. It was even better than I had hoped. This is crime fiction at its finest. And it’s more than just crime fiction: it’s a great character study with an unforgettable protagonist in Beauregard (Bug) Montage and great supporting cast of family, friends, frenemies, and flat-out nasty villains. Mr. Cosby is now on my list of writers whose new books must be read as soon as they are published. If you want some guaranteed good reads, get Blacktop Wasteland and Razorblade Tears into your hands as soon as possible....more",Notes are private!,0,3,1,not set,"Aug 16, 2021","Aug 16, 2021",,Hardcover,view (with text),/book/show/51182571-blacktop-wasteland
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Perfect Murders,"Swanson, Peter*",0062838202,9780062838209,0062838202,270        pp,3.64,"77,594",2019,"Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 11, 2021","Aug 11, 2021",,Hardcover,view,/book/show/52225186-eight-perfect-murders
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Your Own Good,"Downing, Samantha*",0593100972,9780593100974,0593100972,373        pp,3.80,"34,885","Jul 20, 2021","Jul 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 04, 2021","Aug 04, 2021",,Hardcover,view,/book/show/52379865-for-your-own-good
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Couple Found Slain: After a Family Murder,"Brottman, Mikita",1250757444,9781250757449,1250757444,256        pp,3.54,"1,876","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a sobering, revelatory examination of the problems with the mental health system and with psychiatric diagnoses and medications and is relatedThis is a sobering, revelatory examination of the problems with the mental health system and with psychiatric diagnoses and medications and is related through the story of one man who, suffering a mental illness, murdered his parents. While hits crime was horrific, this man’s trials and travails in a mental hospital are maddening and disheartening....more",Notes are private!,0,1,1,not set,"Jul 28, 2021","Jul 28, 2021",,Hardcover,view (with text),/book/show/55077549-couple-found-slain
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Landslide: The Final Days of the Trump Presidency,"Wolff, Michael",125083001X,9781250830012,125083001X,336        pp,3.88,"6,057","Jul 27, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 26, 2021not set","Jul 26, 2021",,Hardcover,view,/book/show/57748022-landslide
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,486","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Racism, homophobia, and transphobia collide in this novel that begins as a murder mystery and progresses as a revenge thriller. This novel is John WicRacism, homophobia, and transphobia collide in this novel that begins as a murder mystery and progresses as a revenge thriller. This novel is John Wick and Pulp Fiction infused with astute social commentary on the very real issues that black Americans, gay Americans, and trans Americans face on a daily basis. It is also a story of family, friendship, and love. Razorblade Tears is easily the best novel that I have read so far in 2021 and one of the best crime novels I have ever read. It is brutal and dark. It is full of fear and hate yet also love and hope. The action never slows, and it is the incarnation of entertainment. if you want to see just how good contemporary fiction can be, read this novel. There is no way that you will be disappointed....more",Notes are private!,0,4,1,not set,"Jul 22, 2021","Jul 22, 2021",,Hardcover,view (with text),/book/show/54860585-razorblade-tears
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone in This Room Will Someday Be Dead,"Austin, Emily*",1982167351,9781982167356,1982167351,256        pp,3.87,"58,865","Jul 06, 2021","Jul 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful book. It is nihilistic yet hopeful. It provides a bracingly honest, realistic portrait of mental illness. In its own unique and faThis is a beautiful book. It is nihilistic yet hopeful. It provides a bracingly honest, realistic portrait of mental illness. In its own unique and fascinating way, it’s also a murder mystery. This book made me literally weep tears of both sadness and joy. I adore this book!...more",Notes are private!,0,0,1,not set,"Jul 17, 2021","Jul 17, 2021",,Hardcover,view (with text),/book/show/55711706-everyone-in-this-room-will-someday-be-dead
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bath Haus,"Vernon, P.J.*",0385546734,9780385546737,0385546734,312        pp,3.76,"14,744","Jun 15, 2021","Jun 15, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 15, 2021","Jul 15, 2021",,Hardcover,view,/book/show/55654025-bath-haus
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Border,"Winslow, Don*",0062664484,9780062664488,0062664484,736        pp,4.46,"16,261","Feb 26, 2019","Feb 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 11, 2021","Jul 11, 2021",,Hardcover,view,/book/show/40222528-the-border
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fugitive Telemetry        (The Murderbot Diaries, #6)","Wells, Martha*",1250765374,9781250765376,1250765374,168        pp,4.32,"66,536","Apr 27, 2021","Apr 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 29, 2021","Jun 29, 2021",,Hardcover,view,/book/show/53205854-fugitive-telemetry
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows Your Mother Is a Witch,"Galchen, Rivka",0374280460,9780374280468,0374280460,275        pp,3.40,"10,426","Jun 08, 2021","Jun 08, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The renowned astronomer, Johannes Kepler, in the prime of his life, had to defend his mother, Katharina Kepler, from charges of witchcraft. This novelThe renowned astronomer, Johannes Kepler, in the prime of his life, had to defend his mother, Katharina Kepler, from charges of witchcraft. This novel is a fictionalized account of Katharina’s life in the small German village where she was accused and of her trial. Rivka Galchen brings Katharina, her famous son, and her family, friends, and accusers to fully realized, earthy life. Katharina is portrayed as a sharp, witty, no-nonsense woman who loves her family and friends and even her cow but who brooks no tolerance for fools. The novel is at turns hilarious and harrowing and is an engrossing read....more",Notes are private!,0,0,1,not set,"Jun 24, 2021","Jun 24, 2021",,Hardcover,view (with text),/book/show/54785536-everyone-knows-your-mother-is-a-witch
