,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sarah Jessica's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Would Be King,"Moore, Wayetu",1555978177,9781555978174,1555978177,312        pp,4.00,"6,895","Sep 11, 2018","Sep 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This beautiful novel dazzles and makes you want to lock yourself away and only read. Ms. Moore illuminates what it means to be of and from places thatThis beautiful novel dazzles and makes you want to lock yourself away and only read. Ms. Moore illuminates what it means to be of and from places that are both faraway and inescapably familiar. She took me away from the chaos of our world and it was hard to leave her's. A Book Club Central pick!...more,Notes are private!,0,314,1,not set,Jan 2018,"Nov 21, 2018",,Hardcover,view (with text),/book/show/37941786-she-would-be-king
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,824","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m so thrilled to add Becoming to my list! A powerful, surprising and moving book as well as refreshingly candid that I think will be deeply inspiratI’m so thrilled to add Becoming to my list! A powerful, surprising and moving book as well as refreshingly candid that I think will be deeply inspirational to many....more",Notes are private!,0,1950,1,not set,Nov 2018,"Nov 13, 2018",,Hardcover,view (with text),/book/show/38746485-becoming
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,180","Jul 26, 2011","Jul 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,Nov 2018,"Oct 29, 2018",,Hardcover,view,/book/show/10054335-rules-of-civility
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Child,"Adam, Claire*",0525572996,9780525572992,0525572996,281        pp,3.45,"8,219","Jan 15, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is my great pleasure to present Claire Adam’s debut novel Golden Child, the second book on the SJP for Hogarth list, coming January 2019. Golden ChIt is my great pleasure to present Claire Adam’s debut novel Golden Child, the second book on the SJP for Hogarth list, coming January 2019. Golden Child is a perfect example of the kind of book I have always loved best: it’s a story that brings otherwise faraway places into focus and allows us to see the world in a new way, illuminating with resounding empathy and humanity all the losses, loves, and profound truths of others’ lives. In Claire’s spare and elegant prose, the remote country of Trinidad is brought to life with a simmering lyricism and quiet and secretive agony, and the characters she’s crafted feel real, immediate, and thrillingly truthful. Golden Child is an important, unforgettable story, and I am honored to be able to share it with you....more",Notes are private!,0,614,1,not set,Jan 2018,"Sep 17, 2018",,Hardcover,view (with text),/book/show/40127349-golden-child
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mars Room,"Kushner, Rachel*",1476756554,9781476756554,1476756554,338        pp,3.45,"42,915","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Aug 31, 2018",,Hardcover,view,/book/show/36373648-the-mars-room
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sight,"Greengrass, Jessie",1473652375,9781473652378,1473652375,198        pp,3.40,"1,451","Feb 22, 2018","Feb 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2018",,Hardcover,view,/book/show/36212526-sight
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Favorites,"Walbert, Kate",1476799393,9781476799391,1476799393,160        pp,3.27,"3,081","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Aug 15, 2018",,Hardcover,view,/book/show/37706929-his-favorites
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"OK, Mr Field","Kilalea, Katharine*",0571340903,9780571340903,0571340903,0        pp,2.66,620,"Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 15, 2018",,Kindle Edition,view,/book/show/36209211-ok-mr-field
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chalk Man,"Tudor, C.J.*",1524760986,9781524760984,1524760986,280        pp,3.71,"105,544",2018,"Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,14,1,"Aug 15, 2018","Aug 15, 2018","Aug 15, 2018",,Hardcover,view,/book/show/35356382-the-chalk-man
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Antiques,"D'Agostino, Kris",1501138979,9781501138973,1501138979,304        pp,3.26,"1,511","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2018,"Aug 06, 2018",,Hardcover,view,/book/show/29430718-the-antiques
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dunbar,"St. Aubyn, Edward",1781090386,9781781090381,1781090386,244        pp,3.42,"3,012","Oct 03, 2017","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,From the Hogarth Shakespeare series. A wonderful read by Edward St. Aubyn!,Notes are private!,0,364,1,not set,Jul 2018,"Jul 26, 2018",,Hardcover,view (with text),/book/show/33797939-dunbar
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ladder to the Sky,"Boyne, John*",1984823019,9781984823014,1984823019,362        pp,4.21,"34,452","Aug 09, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,19,1,not set,not set,"Jun 28, 2018",,Hardcover,view,/book/show/40400269-a-ladder-to-the-sky
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Country,"Faye, Gaël",1524759872,9781524759872,1524759872,183        pp,4.22,"20,725","Aug 24, 2016","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,Jun 2018,"Jun 20, 2018",,Hardcover,view,/book/show/36750086-small-country
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","Salinger, J.D.",0316766941,9780316766944,0316766941,256        pp,4.11,"51,144",1955,"Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,Jun 2018,"Jun 13, 2018",,Paperback,view,/book/show/5114.Raise_High_the_Roof_Beam_Carpenters_Seymour
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Mulvaneys,"Oates, Joyce Carol",0452282829,9780452282827,0452282829,454        pp,3.75,"101,611",Sep 1996,"Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jun 12, 2018",,Paperback,view,/book/show/5204.We_Were_the_Mulvaneys
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Smiling Man        (Aidan Waits, #2)","Knox, Joseph*",147354209X,9781473542099,147354209X,400        pp,4.06,"2,294","Mar 08, 2018","Mar 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 12, 2018",,Kindle Edition,view,/book/show/34847044-the-smiling-man
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Dalcher, Christina*",0440000785,9780440000785,0440000785,336        pp,3.54,"80,082","Aug 21, 2018","Aug 21, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,281,1,not set,not set,"Jun 12, 2018",,Hardcover,view,/book/show/37796866-vox
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nutshell,"McEwan, Ian*",,,,208        pp,3.68,"52,941","Sep 01, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Jun 12, 2018",,Hardcover,view,/book/show/30008702-nutshell
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Teeth,"Smith, Zadie",0375703861,9780375703867,0375703861,448        pp,3.79,"157,505","Apr 01, 2000","Jun 12, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jun 12, 2018",,Paperback,view,/book/show/3711.White_Teeth
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asymmetry,"Halliday, Lisa",150116676X,9781501166761,150116676X,277        pp,3.43,"28,430","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was so happy to get my hands on this book. Enjoyed and glad I read it.,Notes are private!,-1,232,1,"Jun 13, 2018","Jun 29, 2018","Jun 12, 2018",,Hardcover,view (with text),/book/show/35297339-asymmetry
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children Act,"McEwan, Ian*",0385539703,9780385539708,0385539703,221        pp,3.73,"78,183",Sep 2014,"Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 12, 2018","Jun 13, 2018","Jun 12, 2018",,Hardcover,view,/book/show/21965107-the-children-act
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forever War,"Filkins, Dexter",0307266397,9780307266392,0307266397,342        pp,4.13,"10,958","Sep 16, 2008","Sep 16, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 12, 2018","Jun 13, 2018","Jun 12, 2018",,Hardcover,view,/book/show/2517439.The_Forever_War
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Tyranny: Twenty Lessons from the Twentieth Century,"Snyder, Timothy*",0804190119,9780804190114,0804190119,126        pp,4.19,"63,196","Feb 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some people say this book should be on your person at all times. It's so worth reading and provokes great conversation. Some people say this book should be on your person at all times. It's so worth reading and provokes great conversation. ...more,Notes are private!,0,648,1,"Jun 12, 2018","Jun 29, 2018","Jun 12, 2018",,Paperback,view (with text),/book/show/33917107-on-tyranny
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,444","Mar 01, 1980","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 12, 2018","Jun 13, 2018","Jun 12, 2018",,Paperback,view,/book/show/11741.Housekeeping
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swing Time,"Smith, Zadie",0241144159,9780241144152,0241144159,453        pp,3.56,"72,883","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Jun 10, 2018",,Hardcover,view,/book/show/28390369-swing-time
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,950","May 07, 2013","Feb 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,not setnot set,"Jun 10, 2018",,Paperback,view,/book/show/18428067-a-constellation-of-vital-phenomena
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Turning Back: Life, Loss, and Hope in Wartime Syria","Abouzeid, Rania*",0393609499,9780393609493,0393609499,378        pp,4.36,"1,010","Mar 05, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jun 10, 2018",,Hardcover,view,/book/show/35167730-no-turning-back
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Redemption of Galen Pike,"Davies, Carys*",1907773711,9781907773716,1907773711,134        pp,4.06,953,"Oct 15, 2014","Oct 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 06, 2018",,Paperback,view,/book/show/23598956-the-redemption-of-galen-pike
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,256",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ann Patchett is a sublime writer and this book is a wonderful read!,Notes are private!,0,145,2,not setnot set,not setnot set,"May 31, 2018",,Hardcover,view (with text),/book/show/28214365-commonwealth
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels in America: A Gay Fantasia on National Themes        (Angels in America, #1-2)","Kushner, Tony",1559363843,9781559363846,1559363843,333        pp,4.29,"21,493","May 01, 1993","Dec 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"May 25, 2018",,Paperback,view,/book/show/9828349-angels-in-america
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Place for Us,"Mirza, Fatima Farheen*",1524763551,9781524763558,1524763551,385        pp,4.17,"59,924","Jun 12, 2018","Jun 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is with tremendous excitement that I’m sharing Fatima Farheen Mirza’s novel, A Place for Us, the first book on the SJP for Hogarth list. When we fiIt is with tremendous excitement that I’m sharing Fatima Farheen Mirza’s novel, A Place for Us, the first book on the SJP for Hogarth list. When we first conceived of this imprint, and imagined the kinds of books we wanted to publish, I went back to my own bookshelves—to books I loved, books that expanded my horizons, and opened me up to other worlds. In A Place for Us, I found all this and more: an exquisitely tender-hearted story of a Muslim Indian American family caught between cultures, and a deeply moving story of identity and belonging....more",Notes are private!,2,729,1,not set,not set,"May 02, 2018",,Hardcover,view (with text),/book/show/36840397-a-place-for-us
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomy of a Miracle,"Miles, Jonathan*",0553447580,9780553447583,0553447580,352        pp,3.75,"2,600","Mar 13, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This wonderful book was our 4th selection for ALA Book Club Central! An astoundingly joyous and deeply humane novel by a great writer.,Notes are private!,0,42,1,not set,not set,"May 02, 2018",,Hardcover,view (with text),/book/show/33517093-anatomy-of-a-miracle
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Smiled Beads: A Story of War and What Comes After,"Wamariya, Clemantine*",0385687001,9780385687003,0385687001,275        pp,4.19,"23,029","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/36076501-the-girl-who-smiled-beads
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,141","May 25, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is incredible! Read it in one day.,Notes are private!,0,277,1,not set,not set,"May 02, 2018",,Kindle Edition,view (with text),/book/show/32187419-conversations-with-friends
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",1787330419,9781787330412,1787330419,289        pp,3.64,"395,075","Jul 10, 2018","Jul 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,17,1,not set,not set,"May 02, 2018",,Paperback,view,/book/show/36203391-my-year-of-rest-and-relaxation
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0735212171,9780735212176,0735212171,231        pp,3.75,"138,461","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An ALA Book Club Central pick! A deeply real and beautiful look at what it means to be an immigrant right now.,Notes are private!,0,32,1,not set,not set,"May 02, 2018",,Hardcover,view (with text),/book/show/30688435-exit-west
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",0735213186,9780735213180,0735213186,346        pp,3.71,"205,543","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/30288282-the-immortalists
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,443","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/28251002-the-nix
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Pastoral,"Roth, Philip",,,0099771810,432        pp,3.94,"80,035","May 12, 1997","Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"May 02, 2018",,Paperback,view,/book/show/11650.American_Pastoral
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Fall Apart,"Achebe, Chinua",0141023384,9780141023380,0141023384,197        pp,3.73,"371,916",1958,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"May 02, 2018",,Paperback,view,/book/show/239272.Things_Fall_Apart
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,952","Jul 16, 1951","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"May 02, 2018",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetbitter,"Danler, Stephanie*",1101875941,9781101875940,1101875941,356        pp,3.32,"73,429","May 24, 2016","May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/26192646-sweetbitter
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,706","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/24612118-fates-and-furies
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,445","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,22,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/29430012-a-gentleman-in-moscow
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,214","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/30555488-the-underground-railroad
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,737","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/20819685-the-bone-clocks
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay with Me,"Adebayo, Ayobami*",0451494601,9780451494603,0451494601,260        pp,4.06,"57,905","Mar 02, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An ALA Book Club Central pick! This novel is a fast-paced and wonderfully powerful and heartbreaking tale of love, loyalty and betrayal. Happy readingAn ALA Book Club Central pick! This novel is a fast-paced and wonderfully powerful and heartbreaking tale of love, loyalty and betrayal. Happy reading! ...more",Notes are private!,0,51,1,not set,not set,"May 02, 2018",,Hardcover,view (with text),/book/show/32969150-stay-with-me
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mothers,"Bennett, Brit*",0399184511,9780399184512,0399184511,288        pp,3.89,"119,152","Oct 11, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/28815371-the-mothers
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,242","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,not set,not set,"May 02, 2018",,Hardcover,view,/book/show/17333223-the-goldfinch
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Coming to Save Us,"Watts, Stephanie Powell*",0062472984,9780062472984,0062472984,371        pp,3.02,"6,318","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The first ALA Book Club Central selection! Visit bookclubcentral.org for more information.,Notes are private!,0,8,1,not set,not set,"May 02, 2018",,Hardcover,view (with text),/book/show/30653956-no-one-is-coming-to-save-us
