,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lee's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Open Season        (Joe Pickett, #1)","Box, C.J.",042518546X,9780425185469,042518546X,278        pp,4.00,"47,399","May 07, 2001","May 07, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2015",,Paperback,view,/book/show/244102.Open_Season
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Good Old Stuff,"MacDonald, John D.",0449127656,9780449127650,0449127656,342        pp,3.95,283,1984,"Jun 12, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 10, 2015","Feb 13, 2015","Feb 10, 2015",,Paperback,view,/book/show/1156465.More_Good_Old_Stuff
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Karen Memory        (Karen Memory, #1)","Bear, Elizabeth*",0765375249,9780765375247,0765375249,346        pp,3.71,"4,671","Feb 03, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2015",,Hardcover,view,/book/show/22238181-karen-memory
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",,,,353        pp,4.32,"341,667","Jul 06, 2007","Jan 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2015",,Kindle Edition,view,/book/show/8138845-still-alice
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smonk,"Franklin, Tom*",006084681X,9780060846817,006084681X,254        pp,3.65,"1,382","Jan 01, 2006","Aug 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2015",,Hardcover,view,/book/show/385530.Smonk
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hellboy, Vol. 1: Seed of Destruction","Mignola, Mike",,,B00A820Y6U,120        pp,4.15,"75,198","Jun 01, 1994","Feb 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 07, 2015",,Kindle Edition,view,/book/show/18857241-hellboy-vol-1
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"B.P.R.D. Hell on Earth, Vol. 1: New World","Mignola, Mike",1621150143,,B00A820V9K,144        pp,4.02,"1,285","Aug 17, 2011","Aug 16, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2015",,Kindle Edition,view,/book/show/19205696-b-p-r-d-hell-on-earth-vol-1
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,7th Sword,"Raffo, John",1631402471,9781631402470,1631402471,168        pp,3.06,34,"Apr 21, 2015","Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2015",,Paperback,view,/book/show/24821210-7th-sword
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making        (Fairyland, #1)","Valente, Catherynne M.*",1250010195,9781250010193,1250010195,247        pp,3.95,"40,186","May 10, 2011","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2015",,Paperback,view,/book/show/12510899-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",0451177096,9780451177094,0451177096,372        pp,3.92,"153,347",Nov 1992,"Jul 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Mass Market Paperback,view,/book/show/231761.Dolores_Claiborne
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poor, Poor Ophelia        (Krug and Kellog, #1)","Weston, Carolyn",,,B00P6NDJKE,210        pp,3.73,543,1972,"Feb 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Kindle Edition,view,/book/show/23591287-poor-poor-ophelia
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep,"Cutter, Nick*",1476717737,9781476717739,1476717737,394        pp,3.42,"30,110","Jan 13, 2015","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Hardcover,view,/book/show/21412284-the-deep
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bull Mountain        (Bull Mountain, #1)","Panowich, Brian*",039917396X,9780399173967,039917396X,290        pp,3.99,"11,924","Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 03, 2015","Sep 09, 2015","Feb 06, 2015",,Hardcover,view,/book/show/23398919-bull-mountain
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost Bride,"Choo, Yangsze*",0062227335,9780062227331,0062227335,354        pp,3.80,"33,159","Apr 06, 2013","Aug 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Paperback,view,/book/show/18813639-the-ghost-bride
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ravensbrück: Life and Death in Hitler's Concentration Camp for Women,"Helm, Sarah",038552059X,9780385520591,038552059X,768        pp,4.40,"4,558","Jan 15, 2015","Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Hardcover,view,/book/show/20890478-ravensbr-ck
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Masters of Blood and Bone,"Saunders, Craig*",1940544998,9781940544991,1940544998,320        pp,3.62,61,"Jan 01, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Paperback,view,/book/show/23864434-masters-of-blood-and-bone
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Walls Around Us,"Suma, Nova Ren*",1616203722,9781616203726,1616203722,319        pp,3.69,"10,315","Dec 23, 2014","Mar 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Hardcover,view,/book/show/18044277-the-walls-around-us
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Simple Art of Murder,"Chandler, Raymond",0394757653,9780394757650,0394757653,384        pp,4.13,"6,063",1944,"Sep 12, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2015",,Paperback,view,/book/show/2051.The_Simple_Art_of_Murder
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"World Gone By        (Coughlin, #3)","Lehane, Dennis*",0060004908,9780060004903,0060004908,309        pp,3.92,"11,233","Mar 10, 2015","Mar 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 28, 2015","Mar 29, 2015","Feb 06, 2015",,Hardcover,view,/book/show/18089877-world-gone-by
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,512","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2015",,Hardcover,view,/book/show/4703581-the-city-the-city
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,748","Aug 27, 2012","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2015",,Hardcover,view,/book/show/18774964-a-man-called-ove
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Andersonville,"Kantor, MacKinlay",0452269563,9780452269569,0452269563,766        pp,4.10,"8,121",1955,"Sep 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2015",,Paperback,view,/book/show/77239.Andersonville
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bombs Away: The Story of a Bomber Team,"Steinbeck, John",1101138866,9781101138861,,192        pp,3.09,575,1942,"Jul 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2015",,ebook,view,/book/show/9374144-bombs-away
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outlaw Album,"Woodrell, Daniel",0316057568,9780316057561,0316057568,167        pp,3.79,"2,309","Oct 05, 2011","Oct 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2015",,Hardcover,view,/book/show/10986337-the-outlaw-album
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Pony,"Steinbeck, John",,9780141962825,0141962828,95        pp,3.48,"55,302",1933,"Mar 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2015",,Paperback,view,/book/show/8732.The_Red_Pony
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Million Dollar Wound        (Nathan Heller, #3)","Collins, Max Allan*",0312532520,9780312532529,0312532520,335        pp,4.17,668,Feb 1986,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 02, 2015",,,view,/book/show/294654.The_Million_Dollar_Wound
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guts,"Palahniuk, Chuck*",,,,16        pp,3.88,"14,561",Mar 2004,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2015",,,view,/book/show/6395833-guts
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Detective        (Thomas Fool #1),"Unsworth, Simon Kurt*",0385539347,9780385539340,0385539347,304        pp,3.69,"2,065","Mar 03, 2015","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2015",,Hardcover,view,/book/show/22543948-the-devil-s-detective
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Singleton: A novel,"Cady, Jack",0914842633,9780914842637,0914842633,282        pp,4.00,10,unknown,"Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2015",,Hardcover,view,/book/show/1212404.Singleton
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Baltimore, Vol. 1: The Plague Ships","Mignola, Mike",1621151271,,B00A820VFY,144        pp,3.88,"2,711","Jun 28, 2011","Dec 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2015",,Kindle Edition,view,/book/show/19040555-baltimore-vol-1
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plaster City        (A Jimmy Veeder Fiasco, #2)","Shaw, Johnny*",1477817581,9781477817582,1477817581,337        pp,3.68,"2,521","Apr 15, 2014","May 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 02, 2015",,Paperback,view,/book/show/18640742-plaster-city
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See Eads City,"Husbands, Amberle L.*",0615523315,9780615523316,0615523315,246        pp,4.53,17,2011,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Perfect Paperback,view,/book/show/13244070-see-eads-city
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bitterroot        (Billy Bob Holland, #3)","Burke, James Lee",0743204832,9780743204835,0743204832,336        pp,3.99,"3,789","Jun 12, 2001","Jun 12, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun, smooth, and deep.",Notes are private!,0,5,1,Feb 2015,"Feb 10, 2015","Feb 01, 2015",,Hardcover,view (with text),/book/show/998149.Bitterroot
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beetlecreek,"Demby, William",,,,192        pp,3.76,37,1950,Jan 1967,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Paperback,view,/book/show/12988015-beetlecreek
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Hills of Africa,"Hemingway, Ernest",0099460955,9780099460954,0099460955,200        pp,3.54,"11,991","Oct 25, 1935","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Paperback,view,/book/show/10776.Green_Hills_of_Africa
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flashfire        (Parker, #19)","Westlake), Richard Stark (pseud",0446677906,9780446677905,0446677906,288        pp,4.04,"1,835",2000,"Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Paperback,view,/book/show/447236.Flashfire
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out On The Cutting Edge,"Block, Lawrence*",1409138658,9781409138655,B005LWR7EE,244        pp,4.07,"3,524",1989,"Oct 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Kindle Edition,view,/book/show/19837893-out-on-the-cutting-edge
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,551",1961,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Paperback,view,/book/show/5306.Travels_with_Charley
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Uncanny Valley: Tales from a Lost Town        (The Uncanny Chronicles, #1)","Miller, Gregory*",,,B00HQW3AHA,141        pp,3.92,"1,499","May 27, 2011","Jan 03, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 31, 2015",,Kindle Edition,view,/book/show/20525471-the-uncanny-valley
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War,"McDowell, Michael",0552126942,9780552126946,0552126942,187        pp,4.07,"10,898",Apr 1983,1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2015",,Paperback,view,/book/show/9396021-the-war
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House        (Blackwater, #3)","McDowell, Michael",0552126926,9780552126922,0552126926,173        pp,4.18,"12,509",Mar 1983,1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2015",,Paperback,view,/book/show/11774949-the-house
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Within These Walls,"Ahlborn, Ania*",1476783748,9781476783741,1476783748,447        pp,3.63,"6,578","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 31, 2015",,Paperback,view,/book/show/22609323-within-these-walls
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising, #1)","Brown, Pierce*",,,,416        pp,4.27,"433,233","Jan 28, 2014","Jul 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2015",,Paperback,view,/book/show/20766595-red-rising
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fortune        (Blackwater, #5)","McDowell, Michael",0380827840,9780380827848,0380827840,172        pp,4.07,"9,681",May 1983,"May 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 29, 2015",,Paperback,view,/book/show/467106.The_Fortune
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heraclix & Pomp,"Aguirre, Forrest*",1630230014,9781630230012,1630230014,280        pp,3.49,148,Sep 2014,Oct 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2015",,Hardcover,view,/book/show/20561761-heraclix-pomp
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Talented Mr. Ripley,"Highsmith, Patricia",0375708243,9780375708244,0375708243,290        pp,3.94,"90,516",1955,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2015",,Paperback,view,/book/show/5114321-the-talented-mr-ripley
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Immobility,"Evenson, Brian",0765330962,9780765330963,0765330962,256        pp,3.74,"1,661","Apr 01, 2012","Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 29, 2015",,Hardcover,view,/book/show/12139894-immobility
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Water's Edge,"Gruen, Sara*",0385523238,9780385523233,0385523238,348        pp,3.68,"82,034","Mar 31, 2015","Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2015",,Hardcover,view,/book/show/23209927-at-the-water-s-edge
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Silence        (Jack Lennon #4),"Neville, Stuart*",1846556953,9781846556951,1846556953,368        pp,3.86,"2,122","Jul 17, 2014","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2015",,Paperback,view,/book/show/18460050-the-final-silence
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the People Lights Have Gone Off,"Jones, Stephen Graham*",1940430259,9781940430256,1940430259,326        pp,3.68,"2,071","Aug 18, 2014","Sep 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2015",,Paperback,view,/book/show/21535331-after-the-people-lights-have-gone-off
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raymond Chandler: A Mysterious Something in the Light: A New Biography,"Williams, Tom*",1845135261,9781845135263,1845135261,400        pp,4.08,166,"Jan 01, 2012","Jul 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2015",,Hardcover,view,/book/show/15724138-raymond-chandler
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Like Trees, Walking","Howard, Ravi",0060529601,9780060529604,0060529601,272        pp,4.01,429,"Feb 20, 2007","Jan 22, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2015",,Paperback,view,/book/show/3303699-like-trees-walking
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Condominium,"MacDonald, John D.",0449235254,9780449235256,0449235254,478        pp,3.82,"1,573",Mar 1977,1980,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Could have used a lot of trimming, despite that it's still damn brilliant.Could have used a lot of trimming, despite that it's still damn brilliant....more",Notes are private!,0,6,1,"Jan 23, 2015","Jan 29, 2015","Jan 23, 2015",,Mass Market Paperback,view (with text),/book/show/1150197.Condominium
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,904","Jan 13, 2015","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2015",,Hardcover,view,/book/show/22557272-the-girl-on-the-train
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Screams: Three Novels of Suspense,"Bloch, Robert",0887330797,9780887330797,0887330797,457        pp,4.00,11,"Aug 01, 1989","Oct 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2015",,Hardcover,view,/book/show/472691.Screams
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Old Stuff,"MacDonald, John D.",0449125637,9780449125632,0449125637,330        pp,3.92,313,1982,"Sep 12, 1983",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love me some John D. MacDonald. Although I prefer his novels to his short fiction.,Notes are private!,0,3,1,"Jan 18, 2015","Jan 23, 2015","Jan 18, 2015",,Mass Market Paperback,view (with text),/book/show/3302023-the-good-old-stuff
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Enter, Night","Rowe, Michael*",1926851455,9781926851457,1926851455,407        pp,3.53,936,"Jan 01, 2011","Nov 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/11515975-enter-night
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barrier Island,"MacDonald, John D.",0449131793,9780449131794,0449131793,259        pp,3.67,667,1986,Jun 1987,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 16, 2015","Jan 18, 2015","Jan 16, 2015",,Paperback,view,/book/show/1680609.Barrier_Island
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memory Lane        (Cassandra Quinn #1),"Burke, Kealan Patrick",,,B00S4A6OUI,22        pp,4.24,45,"Jan 11, 2015","Jan 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2015",,Kindle Edition,view,/book/show/24457537-memory-lane
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Judge Me Not,"MacDonald, John D.",044903111X,,,158        pp,4.06,301,1951,1974,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2015","Jan 16, 2015","Jan 14, 2015",,Mass Market Paperback,view,/book/show/13627885-judge-me-not
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Executioners,"MacDonald, John D.",,,,160        pp,4.06,"14,052",1957,Apr 1969,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 14, 2015","Jan 16, 2015","Jan 14, 2015",,Paperback,view,/book/show/10831203-the-executioners
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",,,B00DPM7TIG,552        pp,4.32,"1,661,503","May 06, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2015",,Kindle Edition,view,/book/show/19398490-all-the-light-we-cannot-see
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bird Box        (Bird Box, #1)","Malerman, Josh*",,,,262        pp,4.04,"188,978","Mar 27, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2015",,Hardcover,view,/book/show/18498558-bird-box
