,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erica's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summerlost,"Condie, Ally*",0399187197,9780399187193,0399187197,249        pp,3.86,"7,562","Mar 29, 2016","Mar 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2020",,Hardcover,view,/book/show/17731927-summerlost
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reached        (Matched, #3)","Condie, Ally*",0525423664,9780525423669,0525423664,512        pp,3.54,"167,065","Nov 13, 2012","Nov 13, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 29, 2020",,Hardcover,view,/book/show/13125947-reached
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Movement Start: Over 100 movement activities and stories for children,"Meighan, Julie",,,B01AWOWG46,98        pp,4.44,9,unknown,"Feb 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2020",,Kindle Edition,view,/book/show/28944284-movement-start
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Fragility: Why It’s So Hard for White People to Talk About Racism,"DiAngelo, Robin",0807071161,9780807071168,,7        pp,4.17,"163,685","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2020",not set,"Jul 17, 2020",,Audiobook,view,/book/show/43708708-white-fragility
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soulprint,"Miranda, Megan*",0802737749,9780802737748,0802737749,368        pp,3.68,"2,004","Feb 03, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/22392926-soulprint
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eleven Minutes        (Fracture, #0.5)","Miranda, Megan*",,,,28        pp,3.77,"1,360","Jan 01, 2012",Jan 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,ebook,view,/book/show/13379936-eleven-minutes
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vengeance        (Fracture, #2)","Miranda, Megan*",,9781408842508,B00HXEF43O,353        pp,3.68,"2,307","Feb 04, 2014","Feb 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Kindle Edition,view,/book/show/15697915-vengeance
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come Find Me,"Miranda, Megan*",0525578293,9780525578291,0525578293,327        pp,3.72,"6,422","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/35065766-come-find-me
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl from Widow Hills,"Miranda, Megan*",1501165429,9781501165429,1501165429,325        pp,3.70,"54,376","Jun 23, 2020","Jun 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/52754102-the-girl-from-widow-hills
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hysteria,"Miranda, Megan*",0802723101,9780802723109,0802723101,336        pp,3.64,"5,996","Feb 05, 2013","Feb 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/14798443-hysteria
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragments of the Lost,"Miranda, Megan*",0399556729,9780399556722,0399556729,373        pp,3.70,"8,838","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/27797316-fragments-of-the-lost
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fracture        (Fracture, #1)","Miranda, Megan*",0802723098,9780802723093,0802723098,262        pp,3.72,"14,692","Jan 05, 2012","Jan 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/9548964-fracture
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Stranger,"Miranda, Megan*",1501107992,9781501107993,1501107992,339        pp,3.69,"57,886","Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/31443398-the-perfect-stranger
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Missing Girls,"Miranda, Megan*",,,,396        pp,3.74,"207,442","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Kindle Edition,view,/book/show/23212667-all-the-missing-girls
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House Guest,"Miranda, Megan*",1786492911,9781786492913,1786492911,336        pp,3.61,"127,107","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2020",,Paperback,view,/book/show/42190273-the-last-house-guest
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Safest Lies,"Miranda, Megan*",0553537512,9780553537512,0553537512,357        pp,3.84,"14,802","May 24, 2016","May 24, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 16, 2020",,Hardcover,view,/book/show/26192557-the-safest-lies
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scream All Night,"Milman, Derek*",,,B0716NVJNZ,400        pp,3.78,"1,476","Jul 24, 2018","Jul 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2020",,Kindle Edition,view,/book/show/32928987-scream-all-night
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Matched        (Matched, #1)","Condie, Ally*",0525423648,9780525423645,0525423648,369        pp,3.63,"779,264","Nov 30, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this book, but found it to be full of innocence that was a little boring for me. It is not the author or the books fault. I like a darker storI liked this book, but found it to be full of innocence that was a little boring for me. It is not the author or the books fault. I like a darker story. But the premise the story line was fulfilling even if the characters fell a little shy of that. I would give it 3.75 stars. So far, the next book is on a better path....more",Notes are private!,0,0,1,"Jun 29, 2020","Jul 06, 2020","Jul 08, 2020",,Hardcover,view (with text),/book/show/7735333-matched
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swipe Right for Murder,"Milman, Derek*",0316451061,9780316451062,0316451061,336        pp,3.54,"2,592","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 08, 2020","Jul 13, 2020","Jul 08, 2020",,Hardcover,view,/book/show/39678946-swipe-right-for-murder
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crossed        (Matched, #2)","Condie, Ally*",,,B0052RE4MQ,367        pp,3.52,"245,992","Nov 01, 2011","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2020","Jul 20, 2020","Jul 07, 2020",,Kindle Edition,view,/book/show/11480387-crossed
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swallows,"Lutz, Lisa*",1984818236,9781984818232,1984818236,399        pp,3.66,"8,512","Aug 13, 2019","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2020","Sep 03, 2020","Jun 26, 2020",,Hardcover,view,/book/show/43744294-the-swallows
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hidden Bodies        (You, #2)","Kepnes, Caroline*",1476785635,9781476785639,1476785635,448        pp,3.74,"79,641","Jan 14, 2016","Nov 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 24, 2020",,Paperback,view,/book/show/29430824-hidden-bodies
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hidden Bodies        (You, #2)","Kepnes, Caroline*",,,,448        pp,3.74,"79,641","Jan 14, 2016","Feb 23, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 17, 2020","Jun 29, 2020","Jun 17, 2020",,Kindle Edition,view,/book/show/23492288-hidden-bodies
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Key,"Ware, Ruth*",1501188771,9781501188770,1501188771,337        pp,3.92,"279,545","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 15, 2020",,Hardcover,view,/book/show/42080142-the-turn-of-the-key
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,330        pp,3.86,"142,185","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2020",,Hardcover,view,/book/show/36586697-queenie
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whisper Man,"North, Alex*",1250317991,9781250317995,1250317991,355        pp,4.03,"163,595","Jun 13, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2020",,Hardcover,view,/book/show/41940236-the-whisper-man
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chestnut Man,"Sveistrup, Søren",,,,528        pp,4.21,"69,960",2019,"Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2020",,Kindle Edition,view,/book/show/42269754-the-chestnut-man
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Let You Go,"Mackintosh, Clare*",0751554154,9780751554151,0751554154,371        pp,4.05,"133,819","Nov 06, 2014","Nov 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2021",not set,"Jun 15, 2020",,Paperback,view,/book/show/23125266-i-let-you-go
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Corners of the Night        (UNSUB, #3)","Gardiner, Meg*",1982627514,9781982627515,1982627514,341        pp,4.16,"5,364","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Hardcover,view,/book/show/38726283-the-dark-corners-of-the-night
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Black Nowhere        (UNSUB, #2)","Gardiner, Meg*",1101985550,9781101985557,1101985550,355        pp,4.15,"7,858","Jan 30, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Hardcover,view,/book/show/35157879-into-the-black-nowhere
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"UNSUB        (UNSUB, #1)","Gardiner, Meg*",1101985526,9781101985526,1101985526,367        pp,4.05,"13,397","Jun 27, 2017","Jun 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2020",,Hardcover,view,/book/show/32811580-unsub
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You        (You, #1)","Kepnes, Caroline*",1476785597,9781476785592,1476785597,424        pp,3.96,"246,590","Sep 25, 2014","Sep 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jun 2020,"Jun 09, 2020","Jun 10, 2020",,Hardcover,view,/book/show/20821614-you
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Child,"Saul, John",0553287303,9780553287301,0553287303,355        pp,3.93,"7,895",1990,"Nov 03, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Mass Market Paperback,view,/book/show/6561.Second_Child
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookseller,"Swanson, Cynthia*",0062333003,9780062333001,0062333003,339        pp,3.68,"20,675","Mar 03, 2015","Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2020","Jun 10, 2020","May 29, 2020",,Hardcover,view,/book/show/22635858-the-bookseller
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dry        (Aaron Falk, #1)","Harper, Jane*",,,,336        pp,4.06,"239,207","Nov 08, 2016","May 31, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2020,"May 29, 2020",,Kindle Edition,view,/book/show/27824826-the-dry
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Loved Tom Gordon,"King, Stephen*",1416524290,9781416524298,1416524290,264        pp,3.63,"162,276","Apr 06, 1999",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I read this one so many years ago when I was a kid and it is funny how different it is to me now as an adult. Stephen King writes characters better thI read this one so many years ago when I was a kid and it is funny how different it is to me now as an adult. Stephen King writes characters better than most authors I read. This one was no exception....more,Notes are private!,0,1,1,"May 10, 2020","May 16, 2020","May 10, 2020",,Mass Market Paperback,view (with text),/book/show/11564.The_Girl_Who_Loved_Tom_Gordon
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slay,"Morris, Brittney*",1534445420,9781534445420,1534445420,336        pp,4.21,"14,819","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2020","May 21, 2020","May 10, 2020",,Hardcover,view,/book/show/43723509-slay
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,957","Aug 26, 2014","Sep 09, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had high hopes for this book, but I couldn't finish it. It wasn't that the writing was bad or the story itself was bad, I just found it boring. I diI had high hopes for this book, but I couldn't finish it. It wasn't that the writing was bad or the story itself was bad, I just found it boring. I didn't want to pick it back up and kept forcing myself. Finally one day, half way through the book, I didn't. Life is too short to force yourself to finish a book that doesn't hold your interest....more",Notes are private!,0,0,1,"Mar 31, 2020","May 10, 2020","Mar 31, 2020",,Hardcover,view (with text),/book/show/20170404-station-eleven
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,950","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2020",,Hardcover,view,/book/show/27833670-dark-matter
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Our Wrong Todays,"Mastai, Elan*",,,,384        pp,3.75,"27,601","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just finished All Our Wrong Todays by Elan Mastai in audiobook format. Audiobooks have been my thing lately because I never have time to sit and reaI just finished All Our Wrong Todays by Elan Mastai in audiobook format. Audiobooks have been my thing lately because I never have time to sit and read. I especially love popping the baby in his carriage, popping my ear buds in my ears and listening during a long walk on a cool, but not cold, day. This story was an enjoyable book about time travel that made an attempt at answering some existential question on what might be, what couldn't be, and why. Some thought this book was pretentious and it does start out that way, if only because Tom the main character is pretentious. However give it time and it changes, as characters and stories should during the unfolding. And while there is quite a lot more exposition than dialogue, by a lot I mean this is mostly exposition, it worked for me because it was as if the book was written directly to the reader. Time travel is one of those precarious pursuits that we will never really understand. And while this story relies on a few tropes of how changing something changes everything, there are some surprises in it's pursuits of change and survival. And also I suppose I didn't expect it to go where it went. Overall I enjoyed this...more",Notes are private!,0,0,1,"Mar 25, 2020","Mar 31, 2020","Mar 25, 2020",,Kindle Edition,view (with text),/book/show/27405006-all-our-wrong-todays
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dig,"King, A.S.*",1101994916,9781101994917,1101994916,394        pp,4.16,"8,860","Mar 26, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2020",,Hardcover,view,/book/show/40714769-dig
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B07HJYTRMD,324        pp,4.32,"2,674,743","Dec 07, 2018","Dec 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,0,1,not set,Jan 2020,"Mar 25, 2020",,Kindle Edition,view (with text),/book/show/41957126-verity
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Neighborhood,"Fowler, Therese Anne*",1250237270,9781250237279,1250237270,311        pp,3.81,"54,702","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2020",,Hardcover,view,/book/show/44084930-a-good-neighborhood
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wanderers        (Wanderers, #1)","Wendig, Chuck*",,9780399182112,,845        pp,3.98,"26,176","Jul 02, 2019","Jul 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,1,1,"Mar 04, 2020","Mar 25, 2020","Mar 04, 2020",,ebook,view (with text),/book/show/32603079-wanderers
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gwendy's Button Box + ""The Music Room""","King, Stephen*",,,B06XQ4LD7R,3        pp,4.00,975,unknown,"May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gwendy, a 12-year-old girl subject to societies rules about women, starts her journey off losing weight in Gwendy's Button Box. She doesn't want to stGwendy, a 12-year-old girl subject to societies rules about women, starts her journey off losing weight in Gwendy's Button Box. She doesn't want to start middle school looking like the good year blimp as her nemesis and local mean boy calls her.I had no idea what to expect on Gwendy's journey. I didn't read any s in advance and I won't offer any spoilers here. I do know that I adored this story, but am left with so many questions. I'd love to see the button box show up again somewhere some day in someone else's story (eh...em...Mr. King and Mr. Chizmar). I liked everything about this story from the characters, even the ones I hated, to the setting and the plot that could have taken a much, much worse turn than it did. This is one of those stories I'll reread again and again. Now on to Gwendy's Magic Feather I fly......more",Notes are private!,0,0,1,"Feb 27, 2020","Feb 27, 2020","Feb 27, 2020",,Audible Audio,view (with text),/book/show/35120962-gwendy-s-button-box-the-music-room
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gwendy's Magic Feather        (The Button Box, #2)","Chizmar, Richard*",1587677318,9781587677311,1587677318,333        pp,3.78,"21,540","Nov 19, 2019","Nov 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2020",,Hardcover,view,/book/show/45428419-gwendy-s-magic-feather
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mist,"King, Stephen*",,,,176        pp,3.94,"154,992","Aug 29, 1980","Oct 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2020","Feb 25, 2020","Feb 23, 2020",,Paperback,view,/book/show/813214.The_Mist
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Full Throttle,"Hill, Joe*",0062200674,9780062200679,0062200674,480        pp,4.00,"16,876","Feb 03, 2012","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would give 4.5 stars if I could over 4. Why not 5? Mostly because there were two stories I felt the urge to skip. Not sure if it was the story itselI would give 4.5 stars if I could over 4. Why not 5? Mostly because there were two stories I felt the urge to skip. Not sure if it was the story itself, or the narrator reading the story, or a little of both. Maybe they just weren't my pot of coffee (I like it black with one sugar, so not too particular. Although straight coffee is a particular flavor in and of itself). But, never-the-less, I moved on without finishing them. Those two were All I Care About is You and The Devil on the Staircase. On the other side of the table, I liked all the others, and I loved Late Returns. Late returns was my favorite of the bunch. It had less of a horror story vibe and was instead a ghost story with some hope tied to it. There's a story about maniacal carousel horses, one with a war veteran, a fantasy with half human, half animal creatures, and a few others worth reading. All in all, Joe Hill writes a great short story. He drives you deep into the characters, not just a particular point in their life, but you feel like, in a short time, you've know them. They could be a friend, a neighbor, a co-worker. Maybe you went to school with them. But you know them and your eager to learn why their story matters. Happy reading....more",Notes are private!,0,0,1,not set,Jan 2020,"Feb 23, 2020",,Hardcover,view (with text),/book/show/43801817-full-throttle
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",,,,338        pp,4.28,"189,896","Jan 04, 2017",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Kindle Edition,view,/book/show/40409102-this-is-how-it-always-is
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bitter Falls        (Stillhouse Lake, #4)","Caine, Rachel",1542042348,9781542042345,B07NQDQ8JV,336        pp,4.29,"23,576","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/44066986-bitter-falls
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolfhunter River        (Stillhouse Lake, #3)","Caine, Rachel",1503957314,9781503957312,B0776S6YN6,330        pp,4.13,"31,684","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/36565384-wolfhunter-river
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Killman Creek        (Stillhouse Lake, #2)","Caine, Rachel",1542096413,9781542096416,B072C4XBZ9,343        pp,4.25,"61,144","Dec 12, 2017","Dec 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/35329101-killman-creek
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stillhouse Lake        (Stillhouse Lake, #1)","Caine, Rachel",1477821554,,B01MFGX5GI,301        pp,4.12,"152,723",Jul 2017,"Jul 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Kindle Edition,view,/book/show/33128934-stillhouse-lake
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unspeakable Things,"Lourey, Jess*",1978683715,9781978683716,1978683715,0        pp,3.82,"70,454","Jan 01, 2020","Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Audio CD,view,/book/show/44303987-unspeakable-things
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apartment Six,"James, Stuart*",,,,288        pp,3.84,"2,205","Jan 22, 2020","Jan 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2020",,Paperback,view,/book/show/50388969-apartment-six
