,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Celia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mamba Mentality: How I Play,"Bryant, Kobe",,,B07DC3WRKT,236        pp,4.27,"14,576",unknown,"Oct 23, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first part of the book was good. I learned how dedicated to becoming better and better Kobe Bryant was. I wish I had that kind of dedication!!My eThe first part of the book was good. I learned how dedicated to becoming better and better Kobe Bryant was. I wish I had that kind of dedication!!My eyes started to glaze over, though, when he continuously bragged about himself. I was also not into all of his descriptions of his opponents and teammates. I DO like basketball, but certainly do not understand it as a player. Too much technical stuff.He did not, in MHO, really explain the Mamba Mentality. Maybe I missed it, but did find this on Wikipedia:Bryant assigned himself the nickname of ""Black Mamba"", citing a desire for his basketball skills to mimic the eponymous snake's ability to ""strike with 99% accuracy at maximum speed, in rapid succession"".This book was written in 2018 after his retirement. 2 stars...more",Notes are private!,0,4,1,"Feb 02, 2023","Feb 25, 2023","Feb 02, 2023",,Kindle Edition,view (with text),/book/show/40242434-the-mamba-mentality
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Wallpaper,"Gilman, Charlotte Perkins",,,B0B431ZR4S,unknown,4.10,"201,584","Jan 10, 1892","Jun 16, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I originally read this short story in 2018. When I saw that audible has a free edition of this for listening, I had to go for it.I certainly was not dI originally read this short story in 2018. When I saw that audible has a free edition of this for listening, I had to go for it.I certainly was not disappointed in the impressive way that B. J. Harrison narrated this book.The story centers on a woman who is slowly going crazy because of the wall paper in her room. Just as good if not better than when I read it.Thank you Audible for puttin life into this story.5 stars ...more",Notes are private!,0,12,1,"Feb 03, 2023","Feb 08, 2023","Feb 01, 2023",,Audible Audio,view (with text),/book/show/61495352-the-yellow-wallpaper
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight of the Romanovs: A Family Saga,"Perry, John Curtis",0465024637,9780465024636,0465024637,448        pp,3.98,763,Feb 1999,"Feb 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Paperback,view,/book/show/108771.The_Flight_of_the_Romanovs
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good for You,"Pagán, Camille*",1542038022,9781542038027,B0B31457X2,256        pp,3.90,"12,962","Mar 01, 2023","Mar 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Kindle Edition,view,/book/show/62606254-good-for-you
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parade's end series,"Ford, Ford Madox",,,B0B5FHZRNF,"1,235        pp",3.87,"6,613",1928,"May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Kindle Edition,view,/book/show/61377665-parade-s-end-series
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quartet in Autumn,"Pym, Barbara",0330326481,9780330326483,0330326481,186        pp,3.90,"5,166","Sep 01, 1977","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/227002.Quartet_in_Autumn
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Eve,"Johnson, Sadeqa*",1982197366,9781982197360,1982197366,384        pp,4.26,"75,009","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Hardcover,view,/book/show/61273858-the-house-of-eve
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sister Mother Warrior,"Riley, Vanessa*",0063073544,9780063073548,0063073544,480        pp,3.92,689,"Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/59314696-sister-mother-warrior
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jacqueline in Paris,"Mah, Ann*",0062997017,9780062997012,0062997017,352        pp,3.69,"10,267","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/59949718-jacqueline-in-paris
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician,"Tóibín, Colm",1476785082,9781476785080,1476785082,498        pp,4.03,"15,417","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/56897459-the-magician
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix","Fleming, E.J.",0786401605,9780786401604,0786401605,281        pp,4.07,30,"Feb 01, 2000","Feb 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Paperback,view,/book/show/371968.Hollywood_Death_and_Scandal_Sites
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day Santa Stopped Believing in Harold,"Atkinson, Cale*",1770498249,9781770498242,1770498249,32        pp,4.04,614,"Oct 11, 2016","Oct 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/28588172-the-day-santa-stopped-believing-in-harold
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Cousin Rachel by Daphne du Maurier (Book Analysis): Detailed Summary, Analysis and Reading Guide","Summaries, Bright",2808017162,9782808017169,B07QBDB377,25        pp,3.60,5,unknown,"Apr 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2023",,Kindle Edition,view,/book/show/45725277-my-cousin-rachel-by-daphne-du-maurier-book-analysis
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Hour,"Greenwood, T.*",0758290586,9780758290588,B01GBAG2V8,305        pp,3.77,"1,592","Feb 28, 2017","Mar 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2023",,Kindle Edition,view,/book/show/32132514-the-golden-hour
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Place of Wonder,"O'Neal, Barbara*",1542037980,9781542037983,B09LCBWNT7,316        pp,4.27,"31,326","Jul 19, 2022","Jul 19, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Augustus Beauvais (Boo-vay), a famed chef, suddenly dies. He leaves behind four women who mourn him in different ways:Meadow Beauvais - who he divorceAugustus Beauvais (Boo-vay), a famed chef, suddenly dies. He leaves behind four women who mourn him in different ways:Meadow Beauvais - who he divorced 8 years before.Maya Beauvais- his daughter with his first wifeRory (Aurora) - Meadow's daughter from a previous liaisonNorah - his latest girlfriendAugustus was extremely charismatic, but a womanizer. I found nothing to mourn about him at all. But I did end up understanding why the four ladies felt the way they did.The book was an extremely slow starter for me. Would have given up if it had not been a book club selection. In the final analysis, the story did get better.Meeting to discuss 2/23. Will add in any relevant comments.3.5 stars...more",Notes are private!,0,6,1,"Feb 18, 2023","Feb 22, 2023","Jan 26, 2023",,Kindle Edition,view (with text),/book/show/59616468-this-place-of-wonder
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fireballer,"Stevens, Mark*",1662505620,9781662505621,B09TSQRZ53,400        pp,4.08,"3,067","Jan 01, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Kindle Edition,view,/book/show/63337062-the-fireballer
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448219,9780593448212,B0BR4YVRSD,336        pp,3.76,"47,044","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Kindle Edition,view,/book/show/56868434-happiness-falls
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Ringing Woman: A Blue Bell of Inspiration,"Purple, Nithin*",148286813X,,B0794SS9TT,86        pp,3.55,11,unknown,"Dec 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNFI am sure that the author had good intentions when he wrote this book. I could not get 'into it'. no ratingDNFI am sure that the author had good intentions when he wrote this book. I could not get 'into it'. no rating...more,Notes are private!,0,0,0,not set,not set,"Jan 25, 2023",,Kindle Edition,view (with text),/book/show/49798322-the-bell-ringing-woman
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Crafts Across Cultures: 12 Projects to Celebrate the Season,"Borgert-Spaniol, Megan",1666334480,9781666334487,1666334480,32        pp,3.00,7,unknown,"Jul 31, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was hoping for more than what this book contained.The crafts were simple minded, almost primitive. Nothing to get excited about. Now if I were a motI was hoping for more than what this book contained.The crafts were simple minded, almost primitive. Nothing to get excited about. Now if I were a mother with a small child, the crafts might have excited more.2 stars ...more",Notes are private!,0,6,1,"Jan 17, 2023","Jan 20, 2023","Jan 20, 2023",,Hardcover,view (with text),/book/show/60334136-winter-crafts-across-cultures
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independence,"Divakaruni, Chitra Banerjee*",0063142384,9780063142381,0063142384,288        pp,4.11,"8,106","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2023",,Hardcover,view,/book/show/60916169-independence
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 Magnificat Lenten Companion,Magnificat,,,B0BDVMTLTD,156        pp,4.75,73,unknown,"Sep 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a beautiful companion on my Lenten Journey. Every day started with a prayer and ended with a suggested penance.""Penance is any act or a This book was a beautiful companion on my Lenten Journey. Every day started with a prayer and ended with a suggested penance.""Penance is any act or a set of actions done out of repentance for sins committed"" (I found this definition while doing a google search. Doing penance is NOT a punishment, but an opportunity.On Ash Wednesday, the suggested penance was:""Offer your Ash Wednesday fasting for all who are ensnared by sin.""For those penances I chose to do, I found them a joy, not a burden.Beautiful book!!5 stars...more",Notes are private!,0,0,1,"Feb 22, 2023","Apr 11, 2023","Jan 12, 2023",,Kindle Edition,view (with text),/book/show/75355872-2023-magnificat-lenten-companion
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind Knows My Name,"Allende, Isabel*",0593598105,9780593598108,0593598105,260        pp,4.03,"33,257","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2023",,Hardcover,view,/book/show/62583516-the-wind-knows-my-name
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Doves,"Kelly, Martha Hall*",0593354885,9780593354889,0593354885,528        pp,4.19,"12,475","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2023",,Hardcover,view,/book/show/61058362-the-golden-doves
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Daughter        (The Raj Hotel #3),"MacLeod Trotter, Janet *",1908359609,9781908359605,B09FR8RPLT,362        pp,4.50,"1,995",unknown,"Nov 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/58989506-the-diamond-daughter
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,854","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/62919732-lady-tan-s-circle-of-women
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Circus Fire: A True Story of an American Tragedy,"O'Nan, Stewart*",,,B001NJUOF8,384        pp,3.95,"2,632","Jun 20, 2000","Dec 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Kindle Edition,view,/book/show/6620071-the-circus-fire
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brighter Flame,"Nolfi, Christine*",1542038855,9781542038850,B09RK5VJLX,301        pp,4.16,"2,173",unknown,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Kindle Edition,view,/book/show/61361969-a-brighter-flame
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kiss Before Dying,"Levin, Ira",0786711647,9780786711642,0786711647,304        pp,3.98,"12,384",Jun 1953,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2023",,Paperback,view,/book/show/12770.A_Kiss_Before_Dying
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrapped in Rain,"Martin, Charles*",1595541861,9781595541864,1595541861,374        pp,4.36,"13,670","Mar 01, 2005","Apr 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2023",,Paperback,view,/book/show/241386.Wrapped_in_Rain
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Lessons for the 21st Century,"Harari, Yuval Noah",0525512179,9780525512172,0525512179,372        pp,4.17,"157,321","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Hardcover,view,/book/show/38820046-21-lessons-for-the-21st-century
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",1984881078,9781984881076,1984881078,340        pp,3.64,"21,106","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this  and just had to share. (https://offtheshelf.com/2023/07/reade...)Mariel Prager is tired, and it’s no wonder why. Grappling with a I found this  and just had to share. (https://offtheshelf.com/2023/07/reade...)Mariel Prager is tired, and it’s no wonder why. Grappling with a family crisis and the pending failure of her beloved family restaurant, the Lakeside Supper Club, she yearns for a break. To top it all off, her mother, Florence, has never gotten over the fact that Mariel’s grandmother left the business to her, not to Florence, sparking further familial tension. Ned, Mariel’s husband, proposes a solution using an inheritance of his own, but, following a shattering tragedy, their familial victories and dreams hang by a thread. J. Ryan Stradal’s vivid narrative encapsulates a fading world of midwestern traditions, presenting lovable, flawed characters wrestling with love, legacy, and loss as they seek salvation through their crumbling enterprise.This is the author's second book. I read the first The Lager Queen of Minnesota and HAD to read the second. This second book takes place in Minnesota as well. I loved them both. Looking forward to number 3, J. Ryan Stradal!!4 stars ...more",Notes are private!,0,3,1,"Aug 10, 2023","Aug 20, 2023","Jan 04, 2023",,Hardcover,view (with text),/book/show/61653268-saturday-night-at-the-lakeside-supper-club
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ballad for Georg Henig,"Paskov, Viktor",0720607965,9780720607963,0720607965,208        pp,4.59,"4,054","Sep 15, 1987","Jun 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Hardcover,view,/book/show/3762137-a-ballad-for-georg-henig
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Midnight","Brooks-Dalton, Lily*",,,B017G7JXPM,272        pp,3.90,"20,762","Aug 09, 2016","Aug 09, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good Morning, Midnight follows 2 characters as they attempt to survive in an apocalyptic world. Augustine is an astronomer living in a remote researchGood Morning, Midnight follows 2 characters as they attempt to survive in an apocalyptic world. Augustine is an astronomer living in a remote research facility who refused to evacuate with the rest of the scientists. Left alone he soon discovers a child named Iris who has been left behind. All alone Augustine must learn to care for the child and ensure their survival. I did marvel at his ability to stop focusing on only himself and reach out to iris. This was the good part of the book.Sully is a Mission Specialist onboard the ship Aether as it returns from a research mission on Jupiter. With no contact with Earth below them, they question what has happened on Earth and if the team will ever get home. I found this part of the book not to my liking. there were 4 others on the ship and they had worse personalities than Augustine. So this book gets 3 stars because half of it was good and worth reading. The other half and the ending did not turn me on at all.3 stars...more",Notes are private!,0,5,1,"Mar 18, 2023","Mar 30, 2023","Dec 31, 2022",,Kindle Edition,view (with text),/book/show/28157660-good-morning-midnight
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Couple,"Hendricks, Greer*",1250835623,9781250835628,,unknown,3.99,"201,417","Mar 03, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Golden Couple is a thriller/mystery that engaged me almost to the very end. The final resolution was not satisfying for me and the 'bow' was too nThe Golden Couple is a thriller/mystery that engaged me almost to the very end. The final resolution was not satisfying for me and the 'bow' was too neatly tied.The Golden Couple are wealthy suburbanites Marissa and Matthew Bishop. Their marriage lacks intimacy and she strays. Enter Avery Chambers as their therapist. She has problems of her own. It seemed that many details were thrown in just to throw the reader off. In the end, I guess I felt insulted. But I am only subtracting one star because I was hanging in there wanting to know what happened to the very end.4 stars...more",Notes are private!,0,8,1,"Jan 18, 2023","Jan 25, 2023","Dec 31, 2022",,Audiobook,view (with text),/book/show/58603792-the-golden-couple
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lighter: Let Go of the Past, Connect with the Present, and Expand the Future","Pueblo, Yung*",,,B09WQPHZ7V,279        pp,4.07,"5,882",2022,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Kindle Edition,view,/book/show/60879797-lighter
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chaka: Zulu King: Book I - The Curse of Baleka,"Haggard, H. Rider",,,B000FA66LM,197        pp,3.78,18,"Mar 01, 2003",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Kindle Edition,view,/book/show/6352317-chaka
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls of Flight City,"Heath, Lorraine",0063078538,9780063078536,0063078538,384        pp,4.24,"2,755","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Paperback,view,/book/show/58536030-girls-of-flight-city
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Part of Your World        (Part of Your World, #1)","Jimenez, Abby*",1538704366,,B09BN2WNPP,401        pp,4.30,"244,524","Apr 19, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not an avid romance reader but after having finished this book, I must reconsider.The story was SOOOO good, so well-narrated (I listened to the aI am not an avid romance reader but after having finished this book, I must reconsider.The story was SOOOO good, so well-narrated (I listened to the audiobook) and so well concluded.Two people who are very different, meet by chance and fall in love. Will it last? How will the differences be resolved, that is, if they are.Loved the book. Thank you, Dear Elyse, for turning me on to this book.5 starsAnd, yes, Elyse, I laughed out loud too....more",Notes are private!,0,8,1,"Dec 28, 2022","Jan 11, 2023","Dec 28, 2022",,Kindle Edition,view (with text),/book/show/58706519-part-of-your-world
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaves of Grass,"Whitman, Walt",,,B07VF4HRQ2,"1,342        pp",4.12,"103,137","Jul 04, 1855","Jun 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Kindle Edition,view,/book/show/51009435-leaves-of-grass
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Properties of Thirst,"Wiggins, Marianne",1416571264,9781416571261,1416571264,544        pp,4.19,"3,647","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/59365040-properties-of-thirst
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls of Slender Means,"Spark, Muriel",081121379X,9780811213790,081121379X,140        pp,3.65,"7,341",1963,"Apr 17, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Paperback,view,/book/show/69517.The_Girls_of_Slender_Means
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Through a Darkening Glass,"Maxwell, R.S.",1662501072,9781662501074,B09NNHN5LY,325        pp,3.91,"5,324","Jan 01, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Kindle Edition,view,/book/show/59977013-through-a-darkening-glass
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life of Jesus,"Endō, Shūsaku",0809123193,9780809123193,0809123193,192        pp,3.87,513,1973,"Jan 01, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2022",,Paperback,view,/book/show/25204.A_Life_of_Jesus
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Stories,"Trevor, William",,,B074YM9P2Z,220        pp,3.96,"1,852","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2022",,Kindle Edition,view,/book/show/36208614-last-stories
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mystery in Provence        (Miss Ashford Investigates #1),"Conroy, Vivian",,9780008549244,B09V216PVK,314        pp,3.72,754,unknown,"Oct 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Kindle Edition,view,/book/show/61022123-mystery-in-provence
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,966","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Hardcover,view,/book/show/60526802-stella-maris
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm,"Anwar, Arif*",1501174509,9781501174506,1501174509,320        pp,3.99,"1,153","Mar 13, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Hardcover,view,/book/show/36373360-the-storm
