,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ralu's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Setea muntelui de sare        (Setea muntelui de sare, #1-3)","Sorescu, Marin",,,,194        pp,4.52,225,1974,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Un sfert de viata pierdem facand legaturi. Tot felul de legaturi intre idei, fluturi, intre lucruri si praf. Totul curge asa de repede si noi tot mai“Un sfert de viata pierdem facand legaturi. Tot felul de legaturi intre idei, fluturi, intre lucruri si praf. Totul curge asa de repede si noi tot mai facem legaturi intre subiect si predicat. Trebuie sa-i dam drumul vietii, asa cum ne vine exact, sa nu mai incercam sa facem legaturi care nu tin. De cand spun cuvinte fără sir, simt ca-mi recuperez ani frumosi din viata.” “o să inot pe burta o zi, doua, un an pana obosesc bine, apoi pe spate, apoi intr-o dunga. Apoi intr-un deget, apoi intr-un fir de par, apoi intr-un fir de suflet, apoi intr-o suflare, apoi intr-un geamat..Ies eu la liman.” “ca noi, oamenii, numai atat vrem: un exemplu de inviere. Apoi ne vom duce linistiti pe la casele noastre, sa murim bine, omeneste, pe la casele noastre.”...more",Notes are private!,0,6,1,"Jun 22, 2022","Jun 23, 2022","Jun 23, 2022",,Hardcover,view (with text),/book/show/44771218-setea-muntelui-de-sare
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teatru: Jocul ielelor / Suflete tari / Danton,"Petrescu, Camil",,,,unknown,3.76,141,1926,1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2022","Jun 22, 2022","Jun 23, 2022",,Paperback,view,/book/show/2728971-teatru
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matei Iliescu,"Petrescu, Radu",,,,488        pp,3.57,51,"Jan 01, 1970",1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,,view,/book/show/13541471-matei-iliescu
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prep,"Sittenfeld, Curtis*",081297235X,9780812972351,,420        pp,3.43,"69,757","Jan 17, 2005","Nov 22, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Paperback,view,/book/show/9844.Prep
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amintirile unei fete cuminti,"Beauvoir, Simone de",,,,unknown,4.12,"15,779","Jan 01, 1958",1965,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,,view,/book/show/8843679-amintirile-unei-fete-cuminti
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrul Colombre și alte cincizeci de povestiri,"Buzzati, Dino",9734642405,9789734642403,9734642405,324        pp,3.96,"2,142",1966,Nov 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jun 21, 2022",,Paperback,view,/book/show/20982527-monstrul-colombre-i-alte-cincizeci-de-povestiri
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edward. Jurnalul unui hamster. 1990-1990,"Elia, Miriam",9735037106,9789735037109,9735037106,92        pp,4.07,"1,855","Aug 30, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/16085359-edward-jurnalul-unui-hamster-1990-1990
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Declarație de iubire,"Liiceanu, Gabriel",,9789735020460,,176        pp,3.97,286,2001,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/4600355-declara-ie-de-iubire
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Didactica literaturii: reorientări,"Pamfil, Alina",6067103354,9786067103359,,320        pp,4.36,11,Jun 2016,Jun 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nu mă opresc de regulă asupra lecturilor obligatorii aici, în mare parte pentru că nu le citesc integral(oops). Acum însă pentru că am citit-o cap-coaNu mă opresc de regulă asupra lecturilor obligatorii aici, în mare parte pentru că nu le citesc integral(oops). Acum însă pentru că am citit-o cap-coadă și cu plăcere pe deasupra, o notez și in analele gr.Alina Pamfil propune un model didactic care să scoată elevul din impasul dialogului său cu literatura, un dialog precar (de cele mai multe ori) redus la o intelegere incompletă a operei sau un dialog fals, bazat pe reproducerea unor metadiscursuri (aflate la un singur google search distanță de el) și combinate la întâmplare. Cunoastem modelul, nu? Autoarea deplasează unghiul de abordare a literaturii dinspre teorii despre text (structuralism, stilistică, semiotică etc) spre teorii literare ale receptării/lecturii, cele care înscriu textul intr-un orizont al cititorului, dislocând astfel hegemonia modelului estetic și favorizând modelul dezvoltării personale. (vizat și de noua programă). Propune o didactica a lecturii centrata pe elevul-cititor și pe cartea de literatură, pe primatul textului, privilegiand discursul care transcrie intelegerea și interpretarea. Lectura literaturii, spune ea, are capacitatea de a aduce dimensiunea profunzimii, ideea liniei de sens, experientei uimirii si a visarii, precum si exercitiul interogatiei si al reflectiei (nu doar asupra conditiei umane in general, ci si asupra propriei existente, asupra valorilor, asupra proiectelor, a implinirilor, dar si asupra nerealizarilor proprii). Mi-nu-nat!, aș zice. Literatura e viata, iar orele de literatura ar trebui să intervină firesc, compensativ si curativ in cotidianul elevului. Pentru dezideratul asta și pentru maniera erudita de prezentare a capitolelor preliminare (accesibile tuturor) - extinderea intelegerii: dez-departarea si dez-marginirea, redimensionarea intelegerii, apropierea trecutului si intelegetea prezentului, formarea gustului estetic, carcterul lacunar al literaturii etc, cartea a fost de 5 stele. Retinerile personale viZeaza mai degraba gradul de aplicabilitate a modelului propus. Nu stiu, in primul rand, cati dintre profesori sunt capabili să elaboreze astfel de demersuri si, in al doilea rand, nici cati dintre elevi sunt capabili să se implice activ in toate etapele vizate si sa formuleze păreri/conexiuni/interpretări adecvate, indiferent de ghidajul profesorului. Am impresia că astfel de ore de literatura exceptionale pot fi realizate doar in clase “de elită” acolo unde elevii vin de acasă echipați corespunzător, cu un bagaj solid de lecturi si cunostinte....more",Notes are private!,0,6,1,"Jun 02, 2022","Jun 14, 2022","Jun 14, 2022",,Hardcover,view (with text),/book/show/30980837-didactica-literaturii
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nu sperați că veți scăpa de cărți,"Eco, Umberto",9735026783,9789735026783,9735026783,256        pp,4.06,"2,564","Oct 14, 2009",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Paperback,view,/book/show/13644408-nu-spera-i-c-ve-i-sc-pa-de-c-r-i
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Actul lecturii: o teorie a efectului estetic,"Iser, Wolfgang",,9789736978104,,270        pp,3.76,232,1976,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Paperback,view,/book/show/45152414-actul-lecturii
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Literatura în pericol,"Todorov, Tzvetan",9731244069,9789731244068,9731244069,113        pp,3.89,672,"Jan 01, 2007",Nov 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Paperback,view,/book/show/17427903-literatura-n-pericol
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O rochiță galbenă, ca o lămâie bine coaptă","Corcheș, Horia",9734688448,9789734688449,9734688448,224        pp,3.34,32,Feb 2022,Feb 2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Un început excelent, de 5 stele pentru mine, a facut să consider nepotrivit titlul volumului. Tânguirea acelui adult-copil, martor al numeroaselor 3.5Un început excelent, de 5 stele pentru mine, a facut să consider nepotrivit titlul volumului. Tânguirea acelui adult-copil, martor al numeroaselor morți din familie, mă va urmări o vreme, cu siguranță. A doua parte însă e cea care justifica titlul volumului de povestiri si în ea m-am pierdut nițel, în acele mici detalii voit erotice, aluzii, flirturi mai mult sau mai puțin explicite, în lumea unui el si-o ea, aceluiași el si aceleiași ea, chiar dacă sunt împletite toate intr-o sintaxă perfectă. ...more",Notes are private!,0,10,1,"Jun 13, 2022","Jun 23, 2022","Jun 13, 2022",,Paperback,view (with text),/book/show/60331696-o-rochi-galben-ca-o-l-m-ie-bine-coapt
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A citi, a reciti","Călinescu, Matei",97368ll75l,,,432        pp,4.08,40,1993,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Paperback,view,/book/show/13590334-a-citi-a-reciti
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Read?,"Edmundson, Mark",1582346089,9781582346083,1582346089,160        pp,3.69,641,2004,"Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2022",,Paperback,view,/book/show/821834.Why_Read_
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pliculețul Minervei,"Eco, Umberto",9735029286,9789735029289,9735029286,362        pp,3.99,352,2000,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2022",,Paperback,view,/book/show/16001886-plicule-ul-minervei
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noaptea,"Wiesel, Elie",6067107007,9786067107005,6067107007,225        pp,4.37,"1,244,748",1956,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2015","May 28, 2015","May 28, 2022",,Hardcover,view,/book/show/58357224-noaptea
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malina,"Bachmann, Ingeborg",0841911894,9780841911895,0841911894,244        pp,4.05,"4,173",1971,"Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eu am citit ediția în limba română apărută la Humanitas în 2007, dar există și o reeditare recentă, căreia i s-a ales ironic (sau probabil din alte coEu am citit ediția în limba română apărută la Humanitas în 2007, dar există și o reeditare recentă, căreia i s-a ales ironic (sau probabil din alte considerente) o copertă fucsia electrizant. Nu pot să nu zâmbesc, gândindu-mă la ce surpriză vor avea cei care o vor cumpăra ca pe o carte de vacanță. În acest sens, poate ar trebui menționat încă de la început că romanul se voia a fi parte a unei trilogii Todesarten, adicătelea Ways of Death, doar că Ingeborg săraca a murit prematur (intenționat sau nu) doi ani mai tarziu si nu a mai apucat să-și termine capodopera. Romanul e o înșiruire de morți treptate, forțate, ritmice, evident simbolice, atât la nivel existențial cât și textual, care se concretizează în jurul marii întrebări: Când ai încercat să trăiești?, intrebare pe care de altfel Malina i-o adresează naratoarei spre finalul cărții, urmată de o alta ”Ce-ai așteptat?”. Și adevărul e că nu personajul principal feminin care ne (și își) vorbește, ci angoasa și frica de moarte impun tonul romanului acestuia bizar și experimental, furându-i începutul și sfârșitul, lăsând cititorul împietrit într-un limbo atemporal. Or mie indeterminarea asta temporală anunțată încă de la început, tot acolo unde aflăm că suntem în Viena și îi cunoaștem pe Ivan și Malina -acest continuu ”astăzi”, de temut și el, câteva paragrafe mai târziu ”mi-e teamă însă că astăzi e pentru mine mult prea bulversant, prea fără măsură, prea acaparator, iar în starea asta de agitație patologică pentru mine va fi astăzi până-n ultima clipă”- mi-a părut fascinantă. Un roman scris în ‘71 vorbește despre o unitate de timp recognoscibilă și improbabilă în egală măsură.În a doua parte ne adâncim și mai mult în indeterminare, pierzându-ne și reperele geografice “Este un loc numit Pretutindeni și Nicăieri. Timpul nu mai este astăzi. De fapt timpul nu mai există, căci ar fi putut să fie ieri, ar fi putut să fie înainte, tot mereu, iar anumite lucruri nu vor fi niciodată. Pentru unitățile acestui timp, în care se strecoară și alte timpuri, nu există măsură, după cum nu există măsură nici pentru ne-timpurile în care pulsează ceea ce n-a fost niciodată în timp”(Pg. 143), iar în ultima parte ne întoarcem la un astăzi, de astă dată dezirabil, dar și amenințat cu finitudinea ”e-al sufletului frumos mâine, care niciodată nu mai vine…În cazul meu n-a fost defel un mâine, a fost frumosul astăzi al sufletului meu, al așteptării dintre șase și șapte seara, după orele de birou, al așteptării de după miezul nopții, în fața unui telefon, nu se poate ca astăzi să treacă. Nu poate fi adevărat.” (Pg 260)În fine, nu o mai lungesc pentru că oricum îmi lipsesc lecturile filozofice care să-mi traducă mai bine intenția autoarei, însă cert e că mi-a plăcut romanul, chiar dacă a fost o lectură obositoare. Nu-i ușor să înaintezi prin dezordinea apartamentului(al ei, nu al meu, desi…)la unison cu dezordinea interioară, prin dialoguri și scrisori eliptice, prin visele recurente în care tatăl e o brută, prin povestea cu prințesa Kagran decorată cu trimiteri la poeziile lui Celan la fel cum nu-i ușor să suporți amețelile, stările de nervozitate, de tensiune, relațiile disfuncționale cu bărbații reali sau imaginari, amintirile sau luările în posesie ale alter-egou-urilor și apoi uciderea lor. Ultima frază pe care am subliniat-o în text ”Am trăit în Ivan și mor în Malina” îmi pare cel mai bun rezumat al cărții ăsteia hipnotice. Nu, nu-i o carte pentru vacanța care ne bate la geam și nici una de citit pe nerăsuflate. Dacă însă îți reglezi corect așteptările, cred că poate fi o carte care lasă ecouri pe termen lung in conștiința ta, cititorule....more",Notes are private!,0,15,1,"May 23, 2022","Jun 06, 2022","May 23, 2022",,Paperback,view (with text),/book/show/265987.Malina
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patul lui Procust,"Petrescu, Camil",9739223419,,,296        pp,3.89,"6,555",1933,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mai bine să nu-ți recitești iubiții din adolescentă.,Notes are private!,0,11,1,"May 23, 2022","Jun 11, 2022","May 23, 2022",,paperback,view (with text),/book/show/4836504-patul-lui-procust
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strania bibliotecă,"Murakami, Haruki",9734688812,9789734688814,9734688812,104        pp,3.55,"61,405",2005,Mar 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Omul Oaie apare din nou, de astă dată într-o bibliotecă publică. Real, ireal? Rămâne să decidă copiii care o citesc.",Notes are private!,0,5,1,"May 22, 2022","May 22, 2022","May 22, 2022",,Paperback,view (with text),/book/show/60671425-strania-bibliotec
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cârtiţa de mansardă,"Coman, Teodora",6069319133,9786069319130,6069319133,86        pp,3.88,32,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Paperback,view,/book/show/17212554-c-rti-a-de-mansard
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,foloase necuvenite,"Coman, Teodora",,,,116        pp,3.79,29,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Paperback,view,/book/show/36303565-foloase-necuvenite
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucy,"Coman, Teodora",,9786060232544,,102        pp,4.06,34,unknown,Apr 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 14, 2022","Oct 14, 2022","May 18, 2022",,Paperback,view,/book/show/57675560-lucy
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Distanța dintre mine și cireș,"Peretti, Paola",,9786063340932,6063340939,208        pp,4.04,"4,410",2018,"Sep 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Paperback,view,/book/show/52706997-distan-a-dintre-mine-i-cire
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prieten cu umbra,"Torsan, Călin",9734684361,9789734684366,9734684361,280        pp,2.71,21,Apr 2021,Apr 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Paperback,view,/book/show/57809667-prieten-cu-umbra
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anotimpul albinelor,"Eagar, Lindsay*",6067886138,9786067886139,6067886138,304        pp,4.19,"6,496","Mar 03, 2016",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2022",,Hardcover,view,/book/show/49986946-anotimpul-albinelor
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Petersburg,"Bely, Andrei",0253202191,9780253202192,0253202191,384        pp,3.97,"5,333",1913,"Jan 22, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/184913.Petersburg
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romanul Oxfordului,"Marías, Javier",0978753275,,,224        pp,3.65,"3,997",1989,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/18040678-romanul-oxfordului
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oraşul minunilor,"Mendoza, Eduardo",,978973340490X,,374        pp,3.89,"4,801",1986,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/35017269-ora-ul-minunilor
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cartea cu jucării,"Arghezi, Tudor",9739552323,,,201        pp,3.62,219,1931,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Paperback,view,/book/show/6454584-cartea-cu-juc-rii
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harriet spionează,"Fitzhugh, Louise",6068044246,9786068044248,6068044246,246        pp,3.95,"99,429",1964,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Hardcover,view,/book/show/17455643-harriet-spioneaz
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trilogia New York-ului,"Auster, Paul",1602570280,9781602570283,1602570280,334        pp,3.87,"74,712",1987,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Un cititor îmi spunea că una dintre marile calități ale lui Auster e capacitatea lui de a se reinventa cu fiecare roman. Ei bine, mie Trilogia New 3.5Un cititor îmi spunea că una dintre marile calități ale lui Auster e capacitatea lui de a se reinventa cu fiecare roman. Ei bine, mie Trilogia New York-ului mi-a părut tot un soi de carte a iluziilor, singura pe care i-am citit-o, iluzii identitare de această dată. Toate neajunsurile subiective identificate acolo le-as putea reformula și aici, diferența e că, din fericire, in cazul romanului de față m-a prins subiectul din prima parte, fascinată fiind mereu de relația orașelor cu literatura. Fascinația însă s-a diminuat pana la final din pricina estetismului ăstuia manierist al autorului. E o scriitură atât de artificială încât nu-i lasă deloc vieții să se materializeze. Or un roman fără viață cum a fost acesta, bazat pe jocuri lingvistice, pe referințe literare, in extensie, pe rațional nu va putea fi niciodată de 5 stele pentru mine, deși ii pot oferi un rând de aplauze pentru rezultatul final. You’re a smart ass boy, and you know it, dar la a treia întâlnire nu mai ajung. M-am lămurit ce hram porți. Dar, desigur, gașca de fani rămâne la fel de numeroasă, fara ca eu sa fac parte din ea....more",Notes are private!,0,10,1,"May 07, 2022","May 22, 2022","May 07, 2022",,Paperback,view (with text),/book/show/7709437-trilogia-new-york-ului
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ionesco: elegii pentru noul rinocer,"Corobca, Liliana",9734680935,9789734680931,9734680935,216        pp,4.06,54,Mar 2020,Mar 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 23, 2022","May 08, 2022","Apr 23, 2022",,Paperback,view,/book/show/52423296-ionesco
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Huliganii,"Eliade, Mircea",,9789736759581,973675958X,432        pp,4.23,"1,403","Nov 29, 1935","Nov 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nu mi-a plăcut mai mult la relectură.,Notes are private!,0,4,1,"Apr 19, 2022","May 23, 2022","Apr 19, 2022",,Hardcover,view (with text),/book/show/6979071-huliganii
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sărmanul Dionis,"Eminescu, Mihai",,,,192        pp,3.88,"3,071",1872,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Să te întorci la proza lui Eminescu, la ani lumină distanță față de prima lectură, e o experiență mult mai interesantă decât m-aș fi așteptat. În virtSă te întorci la proza lui Eminescu, la ani lumină distanță față de prima lectură, e o experiență mult mai interesantă decât m-aș fi așteptat. În virtutea bagajului de lecturi ceva mai măricel, textul s-a așezat cu totul altfel în mintea mea și chiar mi-a plăcut jocul ‘nea poetului-național cu temporalitatea și cu spațialitatea. ...more",Notes are private!,0,16,1,"Apr 19, 2022","Apr 19, 2022","Apr 19, 2022",,Paperback,view (with text),/book/show/7492710-s-rmanul-dionis
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Numele celălalt. Septologie I-II,"Fosse, Jon",6069784502,9786069784501,6069784502,352        pp,4.10,"3,488",Sep 2019,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2022",,Paperback,view,/book/show/60218941-numele-cel-lalt-septologie-i-ii
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abraxas,"Stănescu, Bogdan-Alexandru",9734688006,9789734688005,9734688006,611        pp,4.49,221,Jan 2022,Jan 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Paperback,view,/book/show/60179041-abraxas
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trei inele: o poveste despre exil, narațiune și destin","Mendelsohn, Daniel",9734687999,9789734687992,9734687999,168        pp,3.92,608,"Sep 08, 2020",Jan 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2022",,Paperback,view,/book/show/60179050-trei-inele
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Downshifting,"Done, Alexandru",9734667777,9789734667772,9734667777,280        pp,3.13,47,May 2017,May 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2022",,Paperback,view,/book/show/35137089-downshifting
