,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,luce (cry baby)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Djinn Waits a Hundred Years,"Khan, Shubnum*",0593653459,9780593653456,0593653459,320        pp,3.91,"2,369","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/127464148-the-djinn-waits-a-hundred-years
626,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bullet Swallower,"James, Elizabeth Gonzalez*",1668009323,9781668009321,1668009323,272        pp,3.81,"5,070","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/123847255-the-bullet-swallower
627,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mister, Mister","Gunaratne, Guy*",0593701429,9780593701423,0593701429,384        pp,3.77,133,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/124019504-mister-mister
628,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0374239215,9780374239213,0374239215,563        pp,3.64,"48,803","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/23754479-purity
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Favorites,"Hennigan, Rosemary*",1525805096,9781525805097,,275        pp,3.31,879,"Nov 14, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/75339197-the-favorites
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House for Alice,"Evans, Diana*",1784744263,9781784744267,1784744263,352        pp,3.48,811,"Apr 06, 2023","Apr 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/58949781-a-house-for-alice
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Dead Bury the Dead,"Epstein, Allison*",0385549091,9780385549097,,368        pp,3.79,211,"Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/62646533-let-the-dead-bury-the-dead
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then She Fell,"Elliott, Alicia*",0593473086,9780593473085,0593473086,368        pp,3.97,"1,925","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/75500819-and-then-she-fell
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straw Dogs of the Universe,"Chun, Ye",,,,unknown,4.10,289,"Oct 17, 2023",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Kindle Edition,view,/book/show/57282806-straw-dogs-of-the-universe
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead in Long Beach, California","Blackburn, Venita",0374602824,9780374602826,0374602824,240        pp,3.26,408,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/127282888-dead-in-long-beach-california
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Houses,"Barrett, Colin",0802160948,9780802160942,0802160948,272        pp,3.91,575,"Jan 25, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/128714412-wild-houses
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Nearby Country Called Love,"Abdoh, Salar",0593653904,9780593653906,0593653904,256        pp,3.49,196,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/112974927-a-nearby-country-called-love
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hive and the Honey: Stories,"Yoon, Paul",1668020793,9781668020791,1668020793,160        pp,3.80,593,"Oct 10, 2023","Oct 10, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,by no means badly written but i found yoon's storytelling rather flat. the scenarios explored in these various stories had the potential to be compellby no means badly written but i found yoon's storytelling rather flat. the scenarios explored in these various stories had the potential to be compelling slice-of-life type of narratives but the execution struck me as stiff. short  to come....more,Notes are private!,0,5,1,Nov 2023,"Nov 05, 2023","Aug 28, 2023",,Hardcover,view (with text),/book/show/101145361-the-hive-and-the-honey
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Square of Sevens,"Shepherd-Robinson, Laura*",1668031124,9781668031124,1668031124,528        pp,4.16,"4,064","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/101146072-the-square-of-sevens
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Familia,"Rico, Lauren E.*",1496744640,9781496744647,,320        pp,4.14,"1,685","Dec 26, 2023","Dec 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/126423172-familia
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Watch,"Phillips, Jayne Anne*",0451493338,9780451493330,0451493338,304        pp,3.70,"1,642","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/62951865-night-watch
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Organ Meats,"Chang, K-Ming*",0593447344,9780593447345,0593447344,288        pp,3.41,547,"Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/59982802-organ-meats
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Bed Different Dreams,"Park, Ed*",0812998979,9780812998979,0812998979,528        pp,3.81,"1,084","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/122993405-same-bed-different-dreams
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsettled,"Mathis, Ayana*",0525519939,9780525519935,0525519939,336        pp,3.54,"2,166","Sep 25, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/75665763-the-unsettled
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Sisters,"Lillie, Vanessa*",0593550110,9780593550113,0593550110,371        pp,3.87,"1,975","Sep 12, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/75495032-blood-sisters
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot Springs Drive,"Hunter, Lindsay*",,,,unknown,3.56,"1,776","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/60714160-hot-springs-drive
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,River Woman,"Hemans, Donna*",0743410408,9780743410403,0743410408,256        pp,3.70,67,"Jan 02, 2002","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/2051374.River_Woman
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Plain Truth,"Hemans, Donna*",,9798986241814,B0BVDWKCKJ,288        pp,3.78,107,"Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/123087725-the-house-of-plain-truth
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Dreamed of Empires,"Enrigue, Álvaro",059354479X,9780593544792,,240        pp,3.92,"1,883","Oct 13, 2022","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/127938747-you-dreamed-of-empires
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sudden Death,"Enrigue, Álvaro",1594633460,9781594633461,1594633460,272        pp,3.75,"3,092",Nov 2013,"Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/25614601-sudden-death
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Doors,Tan Twan Eng,1639731938,9781639731930,1639731938,320        pp,4.16,"8,889","May 04, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/65215270-the-house-of-doors
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Lie Wins,"Elston, Ashley*",0593492919,9780593492918,,340        pp,4.12,"187,474","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/164444179-first-lie-wins
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fox Wife,"Choo, Yangsze*",1250266017,9781250266019,1250266017,390        pp,4.05,"4,851","Feb 13, 2024","Feb 13, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perhaps I approached The Fox Wife with the wrong exceptions. I thought it would have a much darker tone, given the book's revenge tale premise. But inPerhaps I approached The Fox Wife with the wrong exceptions. I thought it would have a much darker tone, given the book's revenge tale premise. But in The Fox Wife the revenge storyline seems like an afterthought, and it often faded into the background. Much of the novel reads like a series of humorous misadventures, recounted to us in a conversational, ‘confessional’ almost, style (with lots of ""anyways"" and ""i told yous""). Yet, it never fully leans into the satire, and there are several moments that are meant to be dramatic, but these are depicted in a way that doesn’t quite deliver on the pathos, the end result is that the book suffers from a confused identity, neither a fantasy of manners a la Zen Cho, nor a more tantalizing Catherynne M. Valente type of fairytale-esque affair.  The majority of the novel takes place in Manchuria in 1908 with chapters alternating between a female fox, posing as a young human woman by the name of Ah San, and Bao, an old detective who is able to discern truth from falsehood. The fox chapters are heavy with exposition, and she repeatedly goes over the same information or feels the need to explain things to us. While I understand that this was somewhat necessary given the novel’s historical setting, I wish that the world-building could have relied less on the fox’s ‘telling’. She is after Bektu Nikan, the man responsible for her cub’s death, and to learn more about his whereabouts she finds employment as a maid. The grandmother of the family is worried that her grandson, Bohai, the only son of the family, will fall to the family’s curse (the eldest sons die before they reach 24). Bohai and his loser friends have become close to a mysterious and charismatic stranger, Shiro, someone known to our fox. The fox’s quest is seemingly lost in favor of setting up this rather drawn-out storyline involving Bohai&co dealings with Shiro. Eventually, they find themselves in Japan where we encounter with yet another mysterious stranger, who is actually not a stranger to our fox. These two male characters left such non-impressions on me. They have little to no chemistry with our main protagonist, and their few interactions aren’t thrilling (nor do they make you wonder what exactly they mean to one another). This retaining of information does little in terms of creating suspense, maybe because the reveals themselves feel so predictable, maybe because this retention of information goes against our narrator’s conversational confessional style. Surprisingly enough I was more interested in the detective’s chapters. Sadly Bao is so many steps behind that whenever he learns more about these fox rumors it feels like old news. I wish his storyline hadn’t felt so behind the main one. I liked learning more about childhood and his gift and I wish that the story had focused on him and his childhood friend. The story felt a bit too vanilla, childish even. Which is a pity as there was potential to go for a more ambivalent type of tale, especially when it came to the foxes. They were the perfect candidates for morally ambiguous types of characters. Yet, our central character feels simultaneously naive and like a busybody old maid (she was giving miss marple). Her narration is less clever than trite. She's prone to truism and unnecessary asides (""I’ve told you before that every action has an equal opposite reaction""). Maybe this will work for some readers but I found her to be an inconsistent and not particularly charming nor alluring character. There were so many instances where I wanted her to act differently, especially given how she goes on and on about foxes’ special abilities. Her revenge...was very anticlimactic, and even here Choo plays it safe. Worst still, we learn virtually nothing about her cub or her life before. This made her into a rather surface-character, who is there to give us the dos and don'ts of being a fox and interacting with humans. The novel's initial set-up is intriguing but the story felt surprisingly directionless and lacking in momentum. Still, this is probably Choo's best (so far)....more",Notes are private!,0,25,1,"Jan 18, 2024","Jan 22, 2024","Aug 27, 2023",,Hardcover,view (with text),/book/show/127278666-the-fox-wife
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fiction Writer,"Cantor, Jillian*",077833418X,9780778334187,077833418X,304        pp,3.22,"2,274","Sep 26, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/63325817-the-fiction-writer
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stars in Your Eyes,"Callender, Kacen",1538726033,9781538726037,1538726033,352        pp,3.85,"2,542","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/103488423-stars-in-your-eyes
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Naturals,"Bump, Gabriel",1616208805,9781616208806,1616208805,304        pp,2.92,582,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/123204547-the-new-naturals
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ædnan,"Axelsson, Linnea",0593535456,9780593535455,0593535456,448        pp,4.25,"1,819","Feb 27, 2018","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/127500586-dnan
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackouts,"Torres, Justin*",1847087981,9781847087980,B0BSL2XM9Q,321        pp,3.81,"5,173","Oct 10, 2023","Oct 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Kindle Edition,view,/book/show/156918250-blackouts
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and Get It,"Reid, Kiley",0593328205,9780593328200,0593328205,400        pp,3.45,"12,952","Jan 30, 2024","Jan 30, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reid’s latest novel is a disappointingly wishy-washy affair. Disclaimer: The  below is negative and ranty. If you happen to have liked this noveReid’s latest novel is a disappointingly wishy-washy affair. Disclaimer: The  below is negative and ranty. If you happen to have liked this novel or are looking forward to reading it I recommend you give my  a wide berth.The feeling of being invested in their lives, it was thrilling and terrible.Reading Come and Get It was akin to waiting for a train that is delayed, so you sit there waiting and waiting, cycling between frustration, hope, and scepticism as the delayed time continues to increase. After hours, or what it feels like hours given your now woolly perception of time, an announcement informs you that your train has been cancelled.This is a roundabout way to say that while reading Come and Get It I kept waiting, anticipating really, for something to happen. Sure, some of my favorite books are plotless, that is, rather meandering in nature. Take Elife Batuman's The Idiot, which like Come and Get It hones in on campus/college life. That book is exceedingly digressive and resists traditional narrative arcs (of conflict and resolution). Yet, I found the novel's sardonic tone and realistically absurd dialogues to be deeply entertaining. But the narrative of Come and Get It seems to operate under the belief that it is providing a story with more dramatic elements, suspense even. As we switch between the novel’s three central figures, I was waiting for the atmosphere of subtle yet present unease (established by that very first chapter and later on compounded by the various character dynamics), to actualize into something more substantial, but it never did! There are a couple of plot points that the characters treat as being pivotal, or as a source of drama, but were actually deeply anticlimactic. The narrative ascribes far too much weight to these two pranks, which were actually just cringe and superfluous. The characters remain one-note, and as with her debut, Reid focuses way too much time on giving page space to deliberately obnoxious and oblivious characters, and doing very little with the person who should have been the novel’s central character (whose characterization can be essentially boiled down to bland yet ‘nice’). The novel seems to promise something dramatic, but nothing ever does. Compared to authors like Brandon Taylor, Ottessa Moshfegh, and Danzy Senna, Reid’s social satire feels tame, and shallow. The novel lacks bite, as it fails to really sink its teeth in its (supposed) themes: from the interplay between race, class, and sexuality, to present us with an uncomfortable close-up of privilege, or to consider how it feels to be a young adult in late-capitalist America. Yet it seems under the assumption that it is this witty and razor-sharp ‘tell-all’ of college life. The novel suffers from a confused identity, it doesn’t know whether it wants to be a satire about an insufferable group of people (think the white lotus or bodies bodies bodies), or a more realistic and earnest portrayal of campus life and (young) adulthood. The novel’s undecided nature made me lose interest in what I was reading and I found myself wishing that the story would either commit to being a parody (a la libba bray's beauty queens) or take a more hyper-realistic approach to college novel (from batuman's aloof duology, to martin chelsea's understated tell me i'm an artist or taylor’s anxiety-inducing real life).Throughout the novel, which takes place for the most part in the University of Arkansas in 2017-18 (why specify the year when said year bears little weight on the story?), we follow three characters, Millie, Agatha, and Kennedy, who don’t seem like they should belong to the same book. Kennedy was an incredibly derivative take of the 'dumb-blonde' characters like Glee's Brittany, Mean Girls's Karen, or Tiara from Bray's Beauty Queens. Her character would not be out of place in a novel by Moshfegh, Jen Beagin, or Mona Awad (but even then she would be ‘effective’ only as a cameo) or in a campy satirical comedy like Bottoms, Heathers, or Theater Camp…but here she feels out of place. Her ‘arc’, if we can call it that, is risible, as we are expected to care about her internal struggles when said struggles are worded in a way that makes them and her by extension appear idiotic. Her sections feature way too many flashbacks about her bond with her mum-cum-bff, same-y scenes about her wanting to make friends but not being able to, leaving crusty plates in the shared kitchen and feeling ‘attacked’ because her roommates aren’t keen on her industrial quantities of 'childish' stuff, and mentioning that she feels some type of way about Agatha’s book (her exact feelings towards this book are for the longest time never delved into and tbh the way she thinks this book ‘saved’ her felt like a reach given the way her character is depicted as being).We have Agatha, a white lesbian visiting professor in her late 30s who comprises several ethical codes to listen in on the conversations between a trio of besties who spend their time in the college's residence hall. She finds their in-jokes and ways of expressing themselves compelling despite or maybe because they are incredibly vapid, materialistic, and unimaginatively problematic. She keeps going on and on about how interesting their attitude towards money is, yet beyond establishing how unaware of their own privilege these girls are, the narrative doesn’t reveal anything particularly insightful on this subject matter. And yet we are meant to believe that Agatha’s piece on them is a hit and that readers love it. I mean, in this day and age, when plenty of content where people ‘tell’ on themselves on social media…and the things these girls talk about are banal and unfunny. Ironically enough Agatha herself complains during a scene about ""hat[ing] stories like this—Getting-There Stories. It was like someone talking about their dreams. They were only interesting to the person they'd happened to."" Well, I can say the same about this trio's exchanges, as their banter and gossip did not interest me one bit. One of them, the trio's 'alpha', really wants a dog and thinks it's funny to pull puerile pranks with problematic undercurrents. They are a rather entitled and grating bunch, the caricature of what the collective imagination tends to think of American girls, but even if we accept them as caricatures, they just weren’t that fun. I’d rather watch a clip from an episode of The Simple Life, which is guaranteed to be appealing yet entertaining. Agatha's wonderment at the girls’ ‘modern’ lingo, is rather hard to digest given that she has not been living in a bubble (she interviewed people for her previous books and is a professor and therefore must have been in contact with other young people before coming across this trio). That chapter early on relationship with her ex had some sort of promise, as here Reid is able to give readers a convincing overview of their relationship. Their break-up felt realistic as Reid shows how their age and wage gap, as well as their different values and priorities, slowly begin to sour their domestic life. But then the rest of the chapters that focus on Agatha do not really provide any new insights into her psyche. Despite being aware of the murky morals of writing about a group of (much younger) people without their consent (not only does she exaggerate their flaws but she takes all sorts of liberties when recounting their histories and words), she keeps doing it because it’s just so damn fascinating (it's anything but) to hear these girls talk. Agatha's choices in the latter of the novel seemed unconvincing given that there was really nothing in her previous chapters that indicated that she would be the type of person to go ahead and do what she did. It also made me rather disappointed by the light in which her sexuality is cast…We then have Millie, a 24-year-old Black student and RA who, similarly to Agatha, had a very promising chapter early on, as we learn about how she took time out of college to go back home so she could be close to her mum. I actually loved (yes loved) how the narrative describes their time together, and how their bond with each other is conveyed. It felt true-to-life and it promised a story with some emotional beats to it. But then Millie’s storyline ends up completely focusing on how she wants to buy a house (mais pourquoi ?!), and how compared to every other RA she doesn't/can't take this job lightly, and that she is a Nice Person. Nice she may be but give us something else to work with. I can relate to and believe in characters who are passive, especially in scenes of conflict or when dealing with microaggressions (like in win me something and luster), but Millie isn’t even particularly passive, she is just happens to be ""there"". Her chapters reveal little about who she is, and I found myself wanting for her chapters to reveal something more than her surface-level kindness. We are led to believe that she develops a crush on 2 characters (characters she has 0 chemistry with) combined with the ‘pranks’ (which again, were both pathetic and bathetic) and her quest for a house, see her adopting a more careless towards attitude towards her role as the residence hall's RA. The ‘consequences’ of this felt dramatic, in an unearned way. There was also something moralistic about her storyline which really didn’t sit well with me. Her being swept up by a romantic tryst and being mildly miffed by the people involved in the prank aimed at her, makes her what, stray from the Good Path…like really? She doesn’t even call out the person responsible for the prank, and yet the fact that she now gives the people involved in this prank a bit of a cold shoulder makes her irresponsible? Bad? Puhlease.Side characters are thinly rendered stereotypes. Reid's older characters were far more convincing than her younger ones, whose words and behaviors ultimately come across as rather affected and cringey. Take Millie's side kicks for instance: the mean lesbian and the sassy gay. As I kept waiting for a dramatic event or exchange to happen, I found myself growing increasingly annoyed by the novel. From the way the characters are portrayed to the flat dialogue. The prose also left something to be desired as it brought to mind authors whose writing I am on the fence about: Sally Rooney, Emily R. Austin, and Naoise Dolan. It sometimes really struck me as generic, impersonal, and unimaginative. We never delve deep into any one issue or theme, and the college setting felt really underutilized, a gimmick, as we don’t learn much about what any of the characters are studying or how they actually feel about their present and future.final thoughts:Come and Get It feels like a missed opportunity. It promises something but never delivers. The three main storylines do not mesh well together, the prose is flat, the characters are underdeveloped, and outside of those first introductory chapters, the narrative is monotonous. There were moments of humor that landed, such as: ""Ryland, I'm kind of emotional,"" Millie said. ""I have lots of emotional experiences in parking lots. I always have.""But these were outweighed by several scenes that are meant to be witty but didn't strike me as particularly clever or new. Reid's satire lacks oomph and her social commentary was neither provocative nor insightful. Even on a purely entertainment level, Come and Get It just did nothing for me. The novel never seems to find its footing, from the pacing to its tone.I swear that wanted to like Come and Get It, and maybe I would have if Reid had structured her novel as a series of interlinked stories, like Taylor does in Filthy Animals. But at the end of the day Come and Get It was something in the realms of Rooney by way of Curtis Sittenfeld, so if you are a fan of either, you might find Reid's latest to be a much more rewarding reading experience than I did. ...more",Notes are private!,0,76,1,"Dec 16, 2023","Dec 21, 2023","Aug 27, 2023",,Hardcover,view (with text),/book/show/127482608-come-and-get-it
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Forever, But For Now","Palahniuk, Chuck*",1668021412,9781668021415,1668021412,256        pp,2.82,"2,346","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/101145468-not-forever-but-for-now
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vulnerables,"Nunez, Sigrid",0593715519,9780593715512,0593715519,256        pp,3.66,"6,025","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/125930473-the-vulnerables
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Friends,"Matar, Hisham",081299485X,9780812994858,B0C1YHGQN1,399        pp,4.35,"1,010","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/127488823-my-friends
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wednesday's Child: Stories,"Li, Yiyun",0374606374,9780374606374,0374606374,256        pp,3.79,"1,064","Aug 30, 2023","Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,a stunning collection.  to come,Notes are private!,0,6,1,"Sep 14, 2023","Sep 29, 2023","Aug 27, 2023",,Hardcover,view (with text),/book/show/65215744-wednesday-s-child
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn Crime Novel,"Lethem, Jonathan",0062938827,9780062938824,0062938827,384        pp,3.53,718,2023,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/84089388-brooklyn-crime-novel
