,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
773,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,945","Oct 19, 2011","Sep 25, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is absolutely brilliant, no pun intended with the English title! It starts slowly but then speeds up like a powerful locomotive, carries you all This is absolutely brilliant, no pun intended with the English title! It starts slowly but then speeds up like a powerful locomotive, carries you all the way without giving you opportunity to jump off it or even to slow down a little bit. And the ending of this part is so touching, it gave me goose-bums through my own very personal memories, experiences, imagination...I've just finished the second book and I might come back to the  of all 3 of them.Totally deserved praise from the New Yorker. I hope more people would discover Elena Ferrante this side of the pond.Bravo to Ann Goldstein for superb English translation. ...more",Notes are private!,0,8,1,"Nov 12, 2014","Nov 17, 2014","Nov 12, 2014",,Paperback,view (with text),/book/show/13586707-my-brilliant-friend
774,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Bodies,"Theroux, Marcel",0571297897,9780571297894,0571297897,376        pp,3.61,"1,895","Apr 30, 2013","May 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 06, 2014","Nov 12, 2014","Nov 06, 2014",,Hardcover,view,/book/show/17452206-strange-bodies
775,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Be Wrong: The Power of Mathematical Thinking,"Ellenberg, Jordan",1594205221,9781594205224,1594205221,480        pp,3.95,"19,554","May 29, 2014","May 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting and elegant book about Maths (and data) and its applications in our daily life. I would not call it very original as there are quite a fewInteresting and elegant book about Maths (and data) and its applications in our daily life. I would not call it very original as there are quite a few recent books on the topic. But it was quite refreshing to read the book on the topic by the proper mathematician. He managed to explain Bayesian theory very clearly so I finally understood it while Nate Silver failed to do it for me in his book. Overall if you read ""Thinking fast and slow"" by Daniel Kahneman and ""The signal and the Noise"" by Nate Silver you might not find a lot of new stuff in this book. But if you have not, it should be a pure delight.Also this book shows to some extent how mathematicians reason which I found very interesting.""Proving by day and disproving by night is not just for mathematics. I find it's good habit to put pressure on all your beliefs, social, political, scientific, and philosophical. Believe whatever you believe by day, but at night argue against the propositions you hold most dear. Don't cheat! To the greatest extent possible you have to think as though you believe what you don't believe. And if you can't talk yourself out of your existing beliefs you'll know a lot more why you believe what you believe. You'll be a little closer to a proof.""Such a simple and such a brilliant idea, but it is really hard to do because you have to be so brutally honest with yourself, that you might not like it:...more",Notes are private!,0,7,1,"Nov 06, 2014","Nov 06, 2014","Nov 06, 2014",,Hardcover,view (with text),/book/show/18693884-how-not-to-be-wrong
776,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Completely Beside Ourselves,"Fowler, Karen Joy*",0399162097,9780399162091,0399162097,310        pp,3.71,"121,278","May 30, 2013","May 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very well researched, witty book and at the same time it is easy to read. Interesting insights into human psychology as well. It is difficult to talk Very well researched, witty book and at the same time it is easy to read. Interesting insights into human psychology as well. It is difficult to talk about this book without revealing the plot. The main point for me in the book was how often we could end up being cruel to our won children while we are simply trying to pursue their best interests... or so it seems to us.IMHO, the long closure and reconciliation story at the last part of the novel is not necessary. I certainly would be happy to imagine what could happen next without help.And yes - I needed to use the dictionary quite often with this book.A quote:""Language does it to our memories - simplifies, solidifies, codifies, mummifies. An oft-told story is like a photograph in a family album; eventually, it replaces the moment it was meant to capture.""...more",Notes are private!,0,4,1,"Oct 12, 2014","Nov 06, 2014","Oct 12, 2014",,Hardcover,view (with text),/book/show/16176440-we-are-all-completely-beside-ourselves
777,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sermon on the Fall of Rome,"Ferrari, Jérôme",,,B00IS05L1M,240        pp,3.54,"1,827","Aug 22, 2012","Sep 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2014","Oct 12, 2014","Oct 08, 2014",,Kindle Edition,view,/book/show/23183372-the-sermon-on-the-fall-of-rome
778,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Танґо смерті,"Vynnychuk, Yuri",,,,379        pp,4.39,"1,378","Aug 20, 2012","Aug 20, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Трогательный роман, написанный очень богатым красивым языком и на пересечении жанров. Чем-то напомнил мне ""Мастера и Маргариту"". Может, кто-то не соглТрогательный роман, написанный очень богатым красивым языком и на пересечении жанров. Чем-то напомнил мне ""Мастера и Маргариту"". Может, кто-то не согласится, и фабула другая… Но много параллелей. Особенно - владение юмором. Когда в исторической реальности того времени зло - настолько масштабное и жуткое, что уже не поддается осмыслению иначе как абсурд. И тут фантасмагория и юмор работают лучше, чем что либо другое. В некоторых местах я просто смеялась в слух. Но в других сложно сдержать слезы.И, конечно, это - гимн предвоенному Львову, целому миру с его людьми, местами, речью и запахами, который бесповоротно исчез почти в одночасье, как Атлантида. Читая такие книги понимаешь еще больше, почему для всей Восточной Европы, и особенно западной Украины, Прибалтики и Польши, все советское: люди, солдаты, идеология, насилие, пришедшие в их страны в 39 году, ничуть ни лучше, а во многих случаях даже хуже фашизма. Разница только в том, что немецкий фашизм был уничтожен. Немцы, даже следующие поколения, каялись и жили с комплексом вины. А вот вся эта гэбэшная мразь прочно укоренилась на одной шестой части земли почти на генетическом уровне, и всплывает на поверхность с периодичностью раз в 20 лет. И покаяния никакого похоже не предвидится. Но все равно хочется надеяться. По крайней мере, неизбежно границы этого зла отступают на восток.Возвращаясь к роману, в нем нет большой политики. Просто жизнь людей на фоне. И есть мистическая составляющая, которая добавляет надежды.Я читала на украинском, и, не уверена, как это будет читаться на русском или другом языке. Я не говорю, что это невозможно перевести, но переводчик должен быть очень талантливым....more",Notes are private!,0,0,1,"Oct 03, 2014","Oct 08, 2014","Oct 03, 2014",,Hardcover,view (with text),/book/show/16116757
779,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality","Greene, Brian",0965900584,9780965900584,0965900584,569        pp,4.13,"38,601","Feb 10, 2004",2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brian Greene can explain the most difficult concepts in a very accessible way using metaphors and analogies. I am sure everyone would dream to have suBrian Greene can explain the most difficult concepts in a very accessible way using metaphors and analogies. I am sure everyone would dream to have such a teacher one day. The subject is very fascinating as well of course.I would prefer a bit of more of maths but I enjoyed the book anyway....more,Notes are private!,0,3,1,"Sep 22, 2014","Oct 03, 2014","Sep 22, 2014",,Paperback,view (with text),/book/show/22435.The_Fabric_of_the_Cosmos
780,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quantum: A Guide for the Perplexed,"Al-Khalili, Jim",1841882380,9781841882383,1841882380,280        pp,4.12,"2,007",2003,"Sep 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2014","Sep 25, 2014","Sep 22, 2014",,Paperback,view,/book/show/100034.Quantum
781,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quantum Universe: Everything That Can Happen Does Happen,"Cox, Brian",1846144329,9781846144325,1846144329,256        pp,3.76,"4,287","Oct 01, 2011",2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I found the analogy with the clocks irritating. It would easier to explain complex numbers with such a persistence. That makes the book a trying read.,Notes are private!,0,0,1,"Sep 22, 2014","Sep 25, 2014","Sep 22, 2014",,Hardcover,view (with text),/book/show/12672387-the-quantum-universe
782,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Search of Schrödinger's Cat: Quantum Physics and Reality,"Gribbin, John",0553341030,9780553342536,0553342533,320        pp,4.06,"20,696",Sep 1984,Sep 1984,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was the first popular book about quantum physics I've read and I think I was lucky to start with it. As after I've read two more books and they botIt was the first popular book about quantum physics I've read and I think I was lucky to start with it. As after I've read two more books and they both are much less aspirational for different reasons. This book gives very good overview of the theory and the history of the subject presenting all key personalities and milestones of its development.Overall, probably not unexpectedly, it changes your perception of a huge variety of reality aspects. The most striking for me was thought about the history: ""In this delayed choice experiment something we do now has an irretrievable influence on what we can say about the past. History at least for one photon depends upon how we choose to make a measurement… Philosophers have long pondered the fact that history has no meaning - the past has no existence - except in the way it is recorded in the present."" I think it has become even more relevant in our media savvy days when wars are played and won more on screen than at the actual battles fields. It feels surreal to find the natural phenomenon facilitating such an interpretation of the social reality.Also it was interesting finally to find out what stands behind the overused metaphor of Schrodinger's cat:-)For me now it has become apparent that time travel, teleportation, antimatter and multiple realities are well established phenomena of physics, not of unhealthy imagination.My only gentle complain - I wish it would be a little bit more maths in there. I understand it might spook some audience, but I am sure it might be appreciated by the others. Heisenberg, the developer of the uncertainly principle, said: ""At first, I was deeply alarmed. I had the feeling that, through the surface of atomic phenomena, I was looking at a strangely beautiful interior, and felt almost giddy at the thought that i now had to probe this wealth of mathematical structures nature had so generally spread out before me."" I think this book has opened for me a tiny whole into the world he is talking about....more",Notes are private!,0,3,1,"Sep 04, 2014","Sep 22, 2014","Sep 04, 2014",,Paperback,view (with text),/book/show/513367.In_Search_of_Schr_dinger_s_Cat
783,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Without Qualities,"Musil, Robert",0330349422,9780330349420,0330349422,"1,774        pp",4.19,"6,731",1930,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You cannot read this novel fast - you need to stop and think at almost each sentence. And this becomes quite hard work - I ended up reading with the pYou cannot read this novel fast - you need to stop and think at almost each sentence. And this becomes quite hard work - I ended up reading with the pencil in my hand- but it is really rewarding if you are up to 1000 pages of ideas. This novel, Proust and Ulysses are deservingly considered to be three pillars of the modernist literature of the 20th century. I have not read Ulysses yet but this novel is quite different from ""In a search of a lost time"". Proust investigates more the subconsciousness of people and their psychology. While Musel is more interested in the ideas and causal explanations of the reality. In my view any book has got his optimal age when you would enjoy or benefit from it the most. For example I think to read Anna Karenina before you 30 is not to get the maximum out of the depth of the novel. You ought to have life experience to resonate with the story. Of course it is rather subjective. But in terms of this novel I regret I have not read it when I was 20 as a student at the University. Early 20s is the age when you start to rationalise the reality around yourself and try to explain it. Plus you are like sponge absorbing new knowledge and ideas. I am sure I would enjoy it even more than I enjoyed it now.This novel is very modern and relevant today. The book can be practically split into the quotes. Here there are a few:""There is no longer a whole man confronting a whole world only a human something moving about in a general culture medium.""""People use words only to hide their thoughts and use thoughts only to justify the wrongs they have done.""""Ideas have curious properties and one of them is that they turn into opposites when one tries to live up to them."""" In these last hundred years we've become much better acquainted with ourselves and nature and everything. But as a result the better we understand things in details the less we understand the whole. What we get is a great many more systems in order and much less order overall.""...more",Notes are private!,0,34,1,"Aug 27, 2014","Sep 04, 2014","Aug 27, 2014",,Paperback,view (with text),/book/show/527756.The_Man_Without_Qualities
784,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of the Arab Peoples,"Hourani, Albert",0446393924,9780446393928,0446393924,551        pp,3.87,"4,244",1991,"Apr 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 24, 2014","Aug 27, 2014","Aug 24, 2014",,Paperback,view,/book/show/854790.A_History_of_the_Arab_Peoples
785,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Pilgrim,"Hayes, Terry",1439177724,9781439177723,1439177724,612        pp,4.29,"170,861","Jul 18, 2013","May 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good escapist Holliday read if you like thrillers which are not too cruel and a bit idealistic. Page turner touching geopolitics but mixed with the crGood escapist Holliday read if you like thrillers which are not too cruel and a bit idealistic. Page turner touching geopolitics but mixed with the crime as well....more,Notes are private!,0,0,1,"Aug 20, 2014","Aug 24, 2014","Aug 20, 2014",,Hardcover,view (with text),/book/show/18144124-i-am-pilgrim
786,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,178","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very powerful novel in the best of American literary tradition. The first half the book you as a reader are struggling to defy your own prejudice abouVery powerful novel in the best of American literary tradition. The first half the book you as a reader are struggling to defy your own prejudice about love, moral, history and how the life should evolve in general. The second half of the book you look at the similar struggle of the main protagonist (who is the narrator) when he tries to come to terms with who he really is..I am surprised no one so far compared this novel to ""The Midnight Children"" by S Rushdie. Though the contextual plots are very different the storytelling tools are similar IMHO. Also both authors use unusual from birth characters as the main narrators to amplify the epic elements of the story. I will definitely read more by J Eugenides. ...more",Notes are private!,0,5,1,"Jul 12, 2014","Aug 20, 2014","Jul 12, 2014",,Paperback,view (with text),/book/show/2187.Middlesex
787,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rubbernecker,"Bauer, Belinda*",0593066928,9780593066928,0593066928,313        pp,4.11,"13,057","Jan 31, 2013","Jan 31, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 08, 2014","Jul 12, 2014","Jul 08, 2014",,Hardcover,view,/book/show/16071656-rubbernecker
788,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,690","Sep 19, 2000","Jan 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 29, 2014","Jul 04, 2014","Jun 29, 2014",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
789,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Q,"Blissett, Luther",0099439832,9780099439837,0099439832,672        pp,4.21,"8,455",1999,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 13, 2014","Jun 29, 2014","Jun 13, 2014",,Paperback,view,/book/show/334552.Q
790,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Carpets and Other Banana Skins: The Autobiography,"Everett, Rupert",0446579637,9780446579636,0446579637,416        pp,3.57,"1,737","Sep 18, 2006","Jan 18, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2014","Jun 13, 2014","Jun 11, 2014",,Hardcover,view,/book/show/105290.Red_Carpets_and_Other_Banana_Skins
791,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Housekeeper and the Professor,"Ogawa, Yōko",0312427808,9780312427801,0312427808,180        pp,4.05,"74,614","Aug 29, 2003","Feb 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,"Jun 08, 2014","Jun 11, 2014","Jun 08, 2014",,Paperback,view,/book/show/3181564-the-housekeeper-and-the-professor
792,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shock of the Fall,"Filer, Nathan",0007491433,9780007491438,0007491433,310        pp,3.76,"47,610",2013,"May 09, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2014","Jun 11, 2014","Jun 08, 2014",,Hardcover,view,/book/show/16120760-the-shock-of-the-fall
793,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Love and Other Demons,"García Márquez, Gabriel",0517405091,9780517405093,0517405091,160        pp,3.97,"76,142",Sep 1994,"May 11, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 04, 2014","Jun 08, 2014","Jun 04, 2014",,Paperback,view,/book/show/23876.Of_Love_and_Other_Demons
794,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decoded,"Jia, Mai",0374135800,9780374135805,0374135800,320        pp,3.27,"2,359",2002,"Mar 18, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2014","Jun 04, 2014","Jun 03, 2014",,Hardcover,view,/book/show/17934537-decoded
795,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Europe: A History,"Davies, Norman",0060974680,9780060974688,0060974680,"1,392        pp",4.20,"4,898","Oct 10, 1996","Jan 20, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,May 2014,"Jun 03, 2014","May 01, 2014",,Paperback,view,/book/show/40631.Europe
796,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Teach Your Children Shakespeare,"Ludwig, Ken*",0307951499,9780307951496,0307951499,368        pp,4.20,"1,104","Jun 01, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2014",May 2014,"Apr 24, 2014",,Hardcover,view,/book/show/16085450-how-to-teach-your-children-shakespeare
797,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fallen Angel        (Gabriel Allon, #12)","Silva, Daniel",0062073125,9780062073129,0062073125,406        pp,4.21,"27,810","Jul 17, 2012","Jul 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2014","Jun 03, 2014","Apr 24, 2014",,Hardcover,view,/book/show/13390528-the-fallen-angel
798,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life After Life        (Todd Family, #1)","Atkinson, Kate",0316176486,9780316176484,0316176486,529        pp,3.78,"227,426","Mar 14, 2013","Apr 02, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 19, 2014","Apr 24, 2014","Apr 19, 2014",,Hardcover,view,/book/show/15790842-life-after-life
799,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Madness of July,"Naughtie, James",1781856001,9781781856000,1781856001,400        pp,2.90,304,"Feb 27, 2014","Feb 27, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2014","Apr 04, 2014","Apr 04, 2014",,Hardcover,view,/book/show/18296833-the-madness-of-july
800,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Ukraine,"Magocsi, Paul Robert",0295975806,9780295975801,0295975806,784        pp,4.19,90,1996,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 03, 2014","Apr 19, 2014","Apr 03, 2014",,Paperback,view,/book/show/523478.A_History_of_Ukraine
801,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Medieval Russia, 980–1584        (Cambridge Medieval Textbooks)","Martin, Janet",0521676363,9780521676366,0521676363,540        pp,3.62,97,"Jan 26, 1995","Jan 14, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2014","Apr 03, 2014","Mar 27, 2014",,Paperback,view,/book/show/2844715-medieval-russia-980-1584
802,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reconstruction of Nations: Poland, Ukraine, Lithuania, Belarus, 1569 - 1999","Snyder, Timothy*",030010586X,9780300105865,030010586X,367        pp,4.31,828,"Jan 11, 2003","Jul 11, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2014","Mar 27, 2014","Mar 07, 2014",,Paperback,view,/book/show/432990.The_Reconstruction_of_Nations
803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanished Kingdoms: The History of Half-Forgotten Europe,"Davies, Norman",1846143381,9781846143380,1846143381,789        pp,3.88,"3,095","Sep 01, 2011","Sep 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2014","Mar 07, 2014","Feb 15, 2014",,Hardcover,view,/book/show/8675283-vanished-kingdoms
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,013","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2014","Feb 15, 2014","Feb 06, 2014",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,491","Jan 03, 2013","Jan 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The short stories is such a condensed economic literary form which can be compared only to poetry imho. It is very easy to write a mediocre short storThe short stories is such a condensed economic literary form which can be compared only to poetry imho. It is very easy to write a mediocre short story. But it requires real talent and craft to create a masterpiece… It is the first collection by G. Saunders I've read, and it leaves me slightly unsettled but craving for more. To the usual ingredients of sadness mixed with irony he added his unique signature of the absurd of daily life. Each story in the collection is very different: some of them made me laugh, some touch very sad themes without making them gloomy. But all of them make you sympathise with the characters. Initially i was slightly put off by the sci-fi element in some stories, but quickly it seemed natural.The last story which gave the title of the book is my favourite. I do not think this collection is everyone's cup of tea, yet if you would like it will stay with you for long time. And two quotes:""They were their own little people! You were just a caretaker. They didn't have to feel what you felt; they just had to be supported in feeling what they felt."" (about children - so true - I need a poster with this one:-))""…that feeling, that feeling of being accepted back again and again, of someone's affection for you expanding to encompass whatever new flawed thing had just manifested in you, that was the deepest thing he'd ever had.""...more",Notes are private!,0,2,1,Feb 2014,"Feb 06, 2014","Feb 01, 2014",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Notebook, The Proof, The Third Lie: Three Novels","Kristóf, Ágota",0802135064,9780802135063,0802135064,478        pp,4.41,"29,016",1991,"Jun 23, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2014",Feb 2014,"Jan 27, 2014",,Paperback,view,/book/show/230514.The_Notebook_The_Proof_The_Third_Lie
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,222",1965,"Jun 20, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quiet masterpiece... He writes as if he paints with the words. I am struggling to write anything which would summarise my impression of this novel. A quiet masterpiece... He writes as if he paints with the words. I am struggling to write anything which would summarise my impression of this novel. I guess I experience ""An epiphany of knowing something through the words that could not be put in words"" using the author's expression from the book... I only can say that it touched me deeply....more",Notes are private!,0,26,1,"Jan 22, 2014","Jan 27, 2014","Jan 22, 2014",,Paperback,view (with text),/book/show/166997.Stoner
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Is Mathematics? An Elementary Approach to Ideas and Methods,"Courant, Richard",0195105192,9780195105193,0195105192,592        pp,4.25,"1,978",1941,"Jul 18, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 22, 2014",not set,"Jan 22, 2014",,Paperback,view,/book/show/584620.What_Is_Mathematics_An_Elementary_Approach_to_Ideas_and_Methods
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naming Infinity: A True Story of Religious Mysticism and Mathematical Creativity,"Graham, Loren R.",0674032934,9780674032934,0674032934,256        pp,3.69,192,"Mar 15, 2009","Mar 31, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite interesting historical sketches about Russian and French mathematicians at the beginning of the 20th century with a lot of details. For example Quite interesting historical sketches about Russian and French mathematicians at the beginning of the 20th century with a lot of details. For example it was definitely news to me, that two Soviet leading mathematicians Alexandtrov and Kolmogorov were a gay couple and sharing a house. I wonder how they would weather under the current political climate in Russia...However I wanted some insight how the mystic side of religion (name worshipping) has helped the Russians to move forward Cantor's infinity theory. And I do not think this book delivers at all in this respect.Also Pavel Florenski's teaching is described too briefly to facilitate any understanding in this respect....more",Notes are private!,0,1,1,"Jan 15, 2014","Jan 22, 2014","Jan 15, 2014",,Hardcover,view (with text),/book/show/4963329-naming-infinity
