,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheila's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,541","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emily St John Mandel’s Sea of Tranquility is time travel in a whole new form where timelines intersect, bleed into each other perhaps, and mysteries aEmily St John Mandel’s Sea of Tranquility is time travel in a whole new form where timelines intersect, bleed into each other perhaps, and mysteries abound. Can the bleeding be stopped, or will it destroy everything?Each timeline and set of characters are totally convincing, and the gradual coming together of events is cleverly written so as to surprise the reader and yet seem totally inevitable. Vastly different points of view and periods in history or the future enthrall and intrigue. And the whole is a thoroughly entertaining, mystifying, and satisfying novel, highly recommended.Disclosure: I was given this as a gift and I thoroughly enjoyed it....more",Notes are private!,0,0,1,not set,"Sep 30, 2023","Oct 30, 2023",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Embassytown,"Miéville, China*",0345524497,9780345524492,0345524497,345        pp,3.89,"31,961","May 17, 2011","May 17, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderfully curious book, blending science fiction with theory of language (and with beautiful language), China Mieville’s Embassytown is set on a dA wonderfully curious book, blending science fiction with theory of language (and with beautiful language), China Mieville’s Embassytown is set on a distant planet where the human colony communicates the natives through pairs of speakers, because the natives only recognize language when it’s spoken in two voices with one guiding thought. And just as the author has you believing the concept’s not so completely weird or implausible, it all starts falling apart.Literal and figurative language vie with each other in this fascinating novel. The protagonist is a convincingly complex character, once used a simile by the aliens, then trained in the mind-games of interstellar transport, and now… home in Embassytown, just as the embassy most needs her, or needs someone.Disaster looms, and the causes and consequences are filled with surprises, horror, delight, confusion and a curious relevance to the modern world as well. It’s a truly enthralling book with surprises on every page, and every event enticingly convincing. Highly recommended.Disclosure: I think I’m hooked on China Mieville books. No two are alike!...more",Notes are private!,0,0,1,not set,"Sep 30, 2023","Oct 30, 2023",,Hardcover,view (with text),/book/show/9265453-embassytown
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiram Martin's Journal,"Knudsen, Mark",,,B0C9SDXRSW,166        pp,4.50,2,unknown,"May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Author Mark Knudsen knows his history, and not just the simplified history of a standard American education, but a history that recognizes what’s happAuthor Mark Knudsen knows his history, and not just the simplified history of a standard American education, but a history that recognizes what’s happening in other lands besides the US, and how economies and societies combine to cause what their leaders might never have intended. Slavery is the hot-button topic with its origins growing in the novel. But Hiram Martin’s Journal begins with a former English street-kid, tempted to an exciting future.Readers follow the protagonist's journey to the States and the world he finds there, and the novel gives a convincing first-person view of how that world betrays its dreams and changes the people who inhabit it. There are Indians, reviled by some settlers, but clearly with a culture all their own that the settlers might destroy. There are the unlettered who can’t tell when they’re being cheated in their seven years' servitude. And there are the shortages of labor brought about when Britain's Industrial Revolution demands more laborers from the streets, leaving fewer so eager to emigrate. So how will that need be filled?Women’s issues, social issues, nations, governments and people all come to the fore in this book, told with a convincing voice, and captivating readers with just the right level of detail. The author’s writing brings the 1600s to life, and reveals the concerns of real people to be not so different from those of the present day. Societies change, but people stay the same. And the modern world finds its origin in the past.At just over 150 pages, Hiram Martin’s Journal is a deep read, neither too long nor too short, and truly captivating for anyone interested in people and history. It’s highly recommended.Disclosure: I have met the author, and I have enjoyed his book. I offer my honest ....more",Notes are private!,0,0,1,not set,"Oct 16, 2023","Oct 30, 2023",,Paperback,view (with text),/book/show/187243732-hiram-martin-s-journal
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She's Gone,"Bell, David *",1728254205,9781728254203,1728254205,369        pp,3.66,"11,149","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel that keeps the reader guessing almost till the end, David Bell’s She’s Gone is told compellingly in the voice of a teenager who can’t rememberA novel that keeps the reader guessing almost till the end, David Bell’s She’s Gone is told compellingly in the voice of a teenager who can’t remember what happened when his girlfriend disappeared. Somehow he made it to a hospital after the car crash. But nobody knows where the missing girl might be.Hunter tries everything to bring his memories back, even when he’s scared what he might find. Accused of murder in the world of social media, even accused by Chloe’s mother, he veers between wanting to hide away and wanting to be heard. The one thing he’s sure of is he wants Chloe to be found, and his efforts to keep her name in the news keep his name there as well.The protagonist’s voice and relationships are solidly convincing. The teen angst of love and romance is very real. And events leading up to the mystery are all too plausible. The presence of Hunter’s younger sister in the story is a powerful addition, making this a really absorbing read.Disclosure: I was intrigued by the premise, and the book was even better than I expected....more",Notes are private!,0,0,1,not set,"Jul 30, 2023","Oct 30, 2023",,Paperback,view (with text),/book/show/58163777-she-s-gone
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Surrogate's Secret,"Barbour, Mimi*",1926512006,9781926512006,B00DYPA5ZS,193        pp,3.68,332,"Jul 15, 2013","Jul 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sheri has twins, and she was meant to be a surrogate mom, but something changed. And now there’s a stranger knocking on her door.Author Mimi Barbour kSheri has twins, and she was meant to be a surrogate mom, but something changed. And now there’s a stranger knocking on her door.Author Mimi Barbour keeps her reader’s intriguingly unsettled as her romantic novella, The Surrogate’s Secret, begins. The stranger’s obviously going to be a love interest, but quiet surprises are waiting, keeping the reader pleasingly glued to the page. Of course, Sheri’s not the only person dealing with past hurts. And she’s not the only strong character in this tale. Miguel and his mother are used to fighting and winning, and just might turn out to be the good guys in a curious romance that travels from DC to the jungles of Columbia.All the requisite misunderstandings, strong characters and determined individuality can’t keep these two away from hot romance, and the story ends with their bodies as entangled as their lives. The Surrogate’s Secret is a tale filled with twists and turns too, and, if they’re not always plausible, they are definitely fun and make for an enjoyable short read.Disclosure: I found a free ecopy and enjoyed it.Merged :Sheri has twins, and she was meant to be a surrogate mom, but something changed. And now there’s a stranger knocking on her door.Author Mimi Barbour keeps her reader’s intriguingly unsettled as her romantic novella, The Surrogate’s Secret, begins. The stranger’s obviously going to be a love interest, but quiet surprises are waiting, keeping the reader pleasingly glued to the page. Of course, Sheri’s not the only person dealing with past hurts. And she’s not the only strong character in this tale. Miguel and his mother are used to fighting and winning, and just might turn out to be the good guys in a curious romance that travels from DC to the jungles of Columbia.All the requisite misunderstandings, strong characters and determined individuality can’t keep these two away from hot romance, and the story ends with their bodies as entangled as their lives. The Surrogate’s Secret is a tale filled with twists and turns too, and, if they’re not always plausible, they are definitely fun and make for an enjoyable short read.Disclosure: I found a free ecopy and enjoyed it....more",Notes are private!,0,0,2,not setnot set,"Jul 25, 2013not set","Oct 06, 2023",,Kindle Edition,view (with text),/book/show/18240778-the-surrogate-s-secret
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bliss Montage,"Ma, Ling*",1250893542,9781250893543,1250893542,228        pp,3.92,"17,087","Sep 13, 2022","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/65215711-bliss-montage
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Sets in Singapore,"Fadipe, Kehinde",,9781538741498,,352        pp,3.40,"2,313","Jul 06, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/124949129-the-sun-sets-in-singapore
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter,"Dey, Claudia*",0374609705,9780374609702,0374609705,272        pp,3.98,931,2023,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/124029281-daughter
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exchange: After The Firm,"Grisham, John*",0385548958,9780385548953,0385548958,352        pp,3.71,"61,347","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/123285511-the-exchange
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"137,993","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Told in stories, written and read, and in the compelling voice of a child who loves the shapes, sounds and power of words, Alix Harrow’s Ten Thousand Told in stories, written and read, and in the compelling voice of a child who loves the shapes, sounds and power of words, Alix Harrow’s Ten Thousand Doors is a delight to savor and offers intriguing excitement that keeps you reading fast when you want to read slow. The protagonist’s voice is wholly believable. The gradual intimations of something more than ordinary build over pages, propelling themselves into the protagonist’s life and the reader’s mind with equal intensity. And then the story flies.There’s mystery, romance, touches of magic, gloriously well-grounded world-building, mythology, history and human curiosity in these pages. Cultural trials and tribulations echo into the present from the recent past. Betrayal, love, and loss rear their heads. And there’s so much more.Through it all, the protagonist and her friendships grow, and hope builds a home beyond the closing of doors. I love this book!Disclosure: I loved the cover first, then the premise, then I bought the book....more",Notes are private!,1,1,1,not set,"Aug 15, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/43521657-the-ten-thousand-doors-of-january
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Escape from Mr. Lemoncello's Library        (Mr. Lemoncello's Library, #1)","Grabenstein, Chris*",037587089X,9780375870897,037587089X,304        pp,4.12,"56,560","Jun 25, 2013","Jun 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Twelve year old children stay overnight in a brand new library, eager for adventure. Some are avid readers; other less so. But anyone reading this booTwelve year old children stay overnight in a brand new library, eager for adventure. Some are avid readers; other less so. But anyone reading this book is sure to be avidly searching their library for more great novels by the end of the read.Clever mysteries revolve around literary clues, but never overwhelm the clever technology and the honest drive to win. Of course, some characters are less honest than others, and it’s never clear as the story progresses, will patience and kindness be rewarded, or will the bad guys win.Mr Lemoncello remains a mystery, but everyone else changes and learns as the evening progresses. There are hints of Willy Wonka buried with all the other book-hints in this novel, and it’s all great fun.Disclosure: I found this in a free sharing-library. I plan to keep it and return something else....more",Notes are private!,0,0,1,not set,"Aug 15, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/16054808-escape-from-mr-lemoncello-s-library
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Friar        (Damian Seeker, #2)","MacLean, S.G.*",1784293385,,B01ATBHMTQ,432        pp,4.38,"1,748","Oct 06, 2016","Oct 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"S.G. MacLean’s The Black Friar is the second in a series of novels set in Oliver Cromwell’s London. I picked it up without reading the first book, andS.G. MacLean’s The Black Friar is the second in a series of novels set in Oliver Cromwell’s London. I picked it up without reading the first book, and was quickly drawn in without feeling like I was missing out. The author brings period and places to vivid life, and leaves readers to determine for themselves which side of politics might draw their ire. The Seeker, protagonist and solver of mysteries, is driven more by truth that by politics, and becomes an intriguingly dark character, with his own strict moral code and a perfect willingness to make use of his scary nature. Revelations arise naturally, history and the fraying of society is cleverly portrayed, and the mysteries of missing children and a dead friar keep the pages quickly turning. I’d like to read more of this series.Disclosure: I bought it in England – seemed a good place to be while readers of Roundheads and Kings....more",Notes are private!,0,0,1,not set,"Aug 08, 2023","Aug 15, 2023",,Kindle Edition,view (with text),/book/show/29794629-the-black-friar
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Saturday Night Ghost Club,"Davidson, Craig",0735274827,9780735274822,0735274827,253        pp,3.86,"22,167","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Memory and stories, mystery and ghosts, and everyday life all combine in this cool, coming-of-age novel, set in the 1980s in the small town of NiagaraMemory and stories, mystery and ghosts, and everyday life all combine in this cool, coming-of-age novel, set in the 1980s in the small town of Niagara Falls. All the right ingredients are there—misfit kids on bikes, a strangely magical shop, childhood and adult friendships, and a collection of brief adventures to explore the world of ghosts. Of course, the only ghosts that appear can be denounced as pure imagination. But there’s something more to these stories and the way they fit together. There are mysteries to be solved behind the simple mysteries of lives cut short. And there are lives to be lived, long lives one hopes, as the long slow summer draws itself to a close.Revelations at the end of the novel have a tragic inevitability and natural beauty that keep the reader enthralled, making this more than just another coming-of-age tale. Sometimes the children grow old faster than the adults. And sometimes that’s a good thing.Disclosure: The simple story pulled me in. The more complex one kept me enthralled....more",Notes are private!,0,0,1,not set,"Aug 08, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/36911680-the-saturday-night-ghost-club
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loki,"Burgess, Melvin",1399701525,9781399701525,1399701525,288        pp,3.66,590,unknown,"May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel of Norse mythology, blended with gritty humor and social commentary, Melvin Burgess’ Loki offers a fascinatingly different take on the creatioA novel of Norse mythology, blended with gritty humor and social commentary, Melvin Burgess’ Loki offers a fascinatingly different take on the creation of worlds. An intriguing sense for both humor and magic fills the pages, with views of past worlds that quietly mirror the present, and god-driven politics galore. Some readers might be offended (say, by the creation of man and the godly epithets slung at us). Others might balk at the politics. But, for me, this was a fascinating retelling of half-remembered myths, made more intriguing by the clever narrative voice that so perfectly matches the character of the trickster god.Disclosure: I love mythology, and I love this book. ...more",Notes are private!,0,0,1,not set,"Aug 07, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/60629632-loki
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rivers of London        (Rivers of London, #1)","Aaronovitch, Ben*",0575097566,9780575097568,0575097566,392        pp,3.86,"129,983","Jan 10, 2011","Jan 10, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For readers who like Terry Pratchett, grown-ups who loved Harry Potter, anyone eagerly awaiting the next Harry Dresden novel, or those who just like LFor readers who like Terry Pratchett, grown-ups who loved Harry Potter, anyone eagerly awaiting the next Harry Dresden novel, or those who just like London and fantasy, Ben Aaronovitch’s Rivers of London is an intriguing, enthralling tale of a newly minted London policeman who finds himself accidentally questioning a ghost. And so it progresses. An an X-Files type crime department is intriguingly housed in a beautiful old building; gods and goddesses rule London’s (many) rivers; and mysteries abound.Peter Grant is a likeable enough character and a compelling protagonist. He’d wants to be more-than-liked by a female friend, and he might have trouble resisting supernatural temptation. But he’s a good guy who tries hard and muddles through, and he carries the story very effectively as he meets and masters surprises and dangers, bringing snippets of modern technology into a very non-technological world.The story never drags, and the sense of danger increases as the pages turn, till a truly terrifying climax that leaves readers eager for more—which will, of course, be given in book two.Disclosure: I’m already looking for book 2. So is my husband....more",Notes are private!,0,0,1,not set,"Aug 07, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/9317452-rivers-of-london
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fault Lines,"Underwood, Jan*",,,B09NGTB73F,248        pp,4.88,8,unknown,"Dec 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Paperback,view,/book/show/59847747-fault-lines
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Promise Full of Thorns,"Harkin, Jean*",1620069571,9781620069578,1620069571,274        pp,4.57,7,unknown,"Jan 26, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A family drama set in a very real world, Promise Full of Thorns combines detailed (but never intrusive) history, from the Depression and WWII eras, wiA family drama set in a very real world, Promise Full of Thorns combines detailed (but never intrusive) history, from the Depression and WWII eras, with touches of gentle mystery and a powerful sense for the human heart. It’s a well-told drama that pulls the reader in, through diary entries, heart-searching sorrows, fierce determination, and those different but powerful loves of parenthood and marriage. The characters feel entirely convincing, and their joys and quarrels resonate with the reader. Illness, hard work, and loyalty all play their part, together with hints of betrayals small and large. Issues of religion, the draft, and the drive to fight for those we love, all grow and recede convincingly in the lives of these characters as they age. And the passage of time is vividly real.The Promise of “I do” hits the thorns of real life in this well-titled novel, and the result is the story of a marriage, and of people—captivating, enthralling, and uplifting in its heart-felt honesty. I really enjoyed it.Disclosure: I know the author, and I’m thrilled to have read, at last, the final version of this novel. I love it....more",Notes are private!,0,0,1,not set,"Apr 28, 2023","Aug 15, 2023",,Paperback,view (with text),/book/show/95562894-promise-full-of-thorns
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uprooted,"Novik, Naomi*",0804179034,9780804179034,0804179034,438        pp,4.04,"237,397","May 19, 2015","May 19, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Naomi Novik spins wonderful stories from the threads of childhood’s fairytales, and Uprooted is my favorite so far. There’s the world of innocent villNaomi Novik spins wonderful stories from the threads of childhood’s fairytales, and Uprooted is my favorite so far. There’s the world of innocent villagers who know one of their daughters will be taken by the dragon. There’s the mystery of wizards and magic. And there’s fear of the woods. Plus a fantastic heroine who has no idea what she’s landed in.Agnieszka’s discoveries lead her into a whole new way of viewing her world, and the storytelling carries the reader along, with hints of memory, mystery, delight, and terror, and with fascinating storytelling.The world of village or dragon may never be quite the same when this story’s done, and the world of fairytales has grown up!Disclosure: My husband read it before me and he loved it too....more",Notes are private!,0,0,1,not set,"Apr 28, 2023","Aug 15, 2023",,Hardcover,view (with text),/book/show/22544764-uprooted
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rule of Wolves        (King of Scars, #2)","Bardugo, Leigh*",1510109188,9781510109186,1510109188,592        pp,4.36,"148,101","Mar 30, 2021","Mar 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Never has politics been so exciting! Add heroic antiheroes, magical Grisha, mysterious monsters and more, and the result is a thoroughly enjoyable novNever has politics been so exciting! Add heroic antiheroes, magical Grisha, mysterious monsters and more, and the result is a thoroughly enjoyable novel of kingdoms, war, and curious machinations. Rule of Wolves continues the story begun in King of Scars (and begun, beforehand, in earlier books of the Grishaverse). But the two books would stand together on their own, especially for readers who may have seen the TV series.Leigh Bardugo creates great characters, with great depth and carefully measured backstories that entice the reader without ever overwhelming. Every action builds to a logical conclusion. Every different goal reveals a different set a choices, and a related sense of what is right and good.The characters feel human and knowable, their motivations feel honest, their successes and failures build depth to the story and to the people, and the result is a thoroughly enjoyable read. I can’t wait to see how it translates to the screen!Disclosure: I read this straight after King of Scars, straight after watching the TV series....more",Notes are private!,0,0,1,not set,"Apr 28, 2023","Aug 15, 2023",,Paperback,view (with text),/book/show/36307674-rule-of-wolves
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Scars        (King of Scars, #1)","Bardugo, Leigh*",,,B07C25Z679,527        pp,4.16,"200,722","Jan 29, 2019","Jan 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Masterfully combining multiple characters, goals and storylines, King of Scars tells a gripping tale of mystery, magical history, politics, and honestMasterfully combining multiple characters, goals and storylines, King of Scars tells a gripping tale of mystery, magical history, politics, and honest human relationships. Startling revelations stand side by side with great quests and human (or grisha) hearts, building into a tale with world-spanning scope and heart-spanning humanity.Author Leigh Bardugo handles the various character goals and points of view masterfully, and the narrative voices always fit the realm. Backstories—both from previous novels in the series, and stories untold—are cleverly combined and concise, so as to never overwhelm the text. So it’s not a problem that I can’t remember all the books I read before, that I haven’t read some of them, or that I more recently watched the TV series (which isn’t always the same). The grishaverse simply expands with every page, always both surprising and self-consistent, and always wonderfully imagined.I love how characters are given depth and honest motivations in this book. Sure there are good guys and bad guys, but they all feel real, and even the worst have some redeeming memory.Highly recommended. But you’ll want to read Rule of Wolves straight afterward. King of Scars is a complete story in itself, but there’s so much still to come!Disclosure: I read the first three books a while ago, then watched the TV series, then read these two. One day I’ll catch up on the books I missed....more",Notes are private!,0,0,1,not set,"Apr 28, 2023","Aug 15, 2023",,Kindle Edition,view (with text),/book/show/36307634-king-of-scars
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some of Us Are Looking        (County Kerry Mystery #2),"O'Connor, Carlene*",1496737555,9781496737557,1496737555,320        pp,4.08,"1,480","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/92081598-some-of-us-are-looking
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cabin at the End of the World,"Tremblay, Paul*",0062679104,9780062679109,0062679104,272        pp,3.32,"78,478","Jun 26, 2018","Jun 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read the first few pages of this book in a store and was immediately hooked. The characters and situation are fascinating and full of mystery. Plus I read the first few pages of this book in a store and was immediately hooked. The characters and situation are fascinating and full of mystery. Plus there’s the whole end-of-the-world (time, place, or state of mind) subplot. It’s a horror novel, and a tale of home invasion, so it’s obviously not going to be an easy read. But I was eager to know more.The mystery flags somewhat as the story progresses, with some of the steps becoming predictable in a don’t-go-there sense. The world is probably not going to end, and all too soon the question becomes, just how much of the world we’ve been invited in to will remain at story’s end.It’s a truly fascinating story, and I really enjoyed how the author lets readers in to the minds of the different characters, making all of them human. But I wished the tension could have been kept up longer, rather than leaving me more interested in learning how the novel would end instead of why.Disclosure: I saw lots of ads more the movie, so I couldn’t resist the chance to read the book....more",Notes are private!,0,2,1,not set,Apr 2023,"Apr 01, 2023",,Hardcover,view (with text),/book/show/36381091-the-cabin-at-the-end-of-the-world
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gray Mountain,"Grisham, John*",038553714X,9780385537148,038553714X,368        pp,3.65,"100,418","Oct 21, 2014","Oct 21, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A lawyer loses her big-city dream in 2008 and ends up working in an Appalachian mining town. It’s quite a come-down, colored by the quarrel between heA lawyer loses her big-city dream in 2008 and ends up working in an Appalachian mining town. It’s quite a come-down, colored by the quarrel between her estranged parents, one of whom continues to be wildly successful while the other pursues some very different aims. But it’s only for a little while, till things look up again, maybe.The mining company, at least in this story, seems equally harsh in its treatment of land and of people. And the heart of the story is the young lawyer’s learning the importance of both. She learns to care for her neighbors; to enjoy the world outside the mad rush of glass-walled offices, city streets and bars; and to long for justice for everyone, not just for exciting, big cases. Meanwhile, as a reader, I’m invited into a world I’ve never seen. To imagine such beauty spoiled brings me up short, and adds depth to both the story and the characters.Depth is added too in the relationship between the protagonist and her parents, as both father and mother begin to be seen through different eyes.There are bad guys and good guys in this novel. But there are also lots of in-betweens, making it a truly fascinating read, wherever you’re coming from. And I really enjoyed it.Disclosure: I’ve enjoyed lots of John Grishom’s books, but this might be my current favorite....more",Notes are private!,0,2,1,not set,Apr 2023,"Apr 01, 2023",,Hardcover,view (with text),/book/show/20707959-gray-mountain
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on School Street: Eight generations. Two hundred and four years. One family.,"Kenagy, Meg Ferris",1732188408,9781732188402,1732188408,204        pp,4.62,8,unknown,"May 31, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eight generations, two hundred and four years, and one family all come together in author Meg Ferris Kenagy’s history of a family home in New England.Eight generations, two hundred and four years, and one family all come together in author Meg Ferris Kenagy’s history of a family home in New England. History passes, in war and peace, work and scrabbling for hope. Characters come and go, live and die, and help each other out. And the reader is invited along to see the world change, even as people stay the same.I love the author’s prose in this book, enticing and beautifully descriptive, bringing each new scene and era to life. I love the blend of deep and honest research with gentle imagination filling in where facts stay unknown. I love the way readers are invited to see not just what people did but how they might have felt. And I love the heart of this book—a gentle mystery of dream and birth that finally finds explanation at the end.The House on School Street is non-fiction that reads like literature, and it’s highly recommended.Disclosure: I met the author, picked up the book, read a few pages, and was hooked....more",Notes are private!,0,2,1,not set,Mar 2023,"Apr 01, 2023",,Paperback,view (with text),/book/show/40533933-the-house-on-school-street
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Just Another Killing in Oakland: A Civil Lawyer's View Of A Murder Trial From The Jury Box,"Fleisig, David H",1543240917,9781543240917,1543240917,138        pp,3.67,3,unknown,"Apr 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always wanted to be part of an important jury, judging a serious case, but it will never happen. However, author David Fleisig brings the whole procI always wanted to be part of an important jury, judging a serious case, but it will never happen. However, author David Fleisig brings the whole process to life in this book, offering the perfect blend, as an author, between someone who knows about courtrooms, and someone learning how they work. The result is a quick, enticing read that invites the reader to learn, not just the process, but the human feelings behind the process.We meet the murdered man through the evidence of his life. We meet his family. And we meet his murderer. Nothing is preset or presumed; no certainly of guilt or innocence until the story’s told. We meet the judge and the lawyers, and the choice of jury is nicely demystified by someone who knows well how to explain the process. The evidence is laid out before us, and we join the jurors in their deliberations afterward.I really enjoyed this insight into how the system works, told by a not-quite-insider, with respect for justice, for the law, and for the reader. And I highly recommend this book for anyone who wants to know what happens behind those headlines and reports.Disclosure: I met the author, learned about the book, and couldn’t resist the chance to read it....more",Notes are private!,0,1,1,not set,Apr 2023,"Apr 01, 2023",,Paperback,view (with text),/book/show/34976687-not-just-another-killing-in-oakland
