,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maxwell's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Tell It on the Mountain,"Baldwin, James",0375701877,9780375701870,0375701877,240        pp,4.04,"68,530","May 18, 1953","Sep 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think James Baldwin is one of the most meticulous fiction writers I've ever read. When I read  Giovanni's Room last year—a book I think could quite I think James Baldwin is one of the most meticulous fiction writers I've ever read. When I read  Giovanni's Room last year—a book I think could quite possibly be one of the most perfectly written novels ever—I couldn't help but feel every word was chosen without error. The true is same here, though the story, for me, meandered and wandered a bit in ways that detracted a bit from my overall enjoyment. Nonetheless, this is a book you could (and maybe should) study. Thematically, technically, and emotionally this book is complex and layered. One reading might not be enough to grasp the genius of Baldwin in this book (and it's his debut!?). Some day I will return, and knowing what I know of it now, maybe uncovering even more to appreciate and perhaps love in this heavily autobiographical tale....more",Notes are private!,0,78,1,"Mar 18, 2024","Mar 21, 2024","Mar 01, 2024",,Paperback,view (with text),/book/show/18248426-go-tell-it-on-the-mountain
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We,"Zamyatin, Yevgeny",0063068443,9780063068445,0063068443,304        pp,3.89,"97,229",1924,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/56304450-we
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Macbeth,"Reid, Ava*",0593722566,9780593722565,0593722566,320        pp,3.96,541,"Aug 06, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Hardcover,view,/book/show/202102084-lady-macbeth
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intermezzo,"Rooney, Sally*",0374602638,9780374602635,0374602638,432        pp,4.44,9,"Sep 24, 2024","Sep 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Hardcover,view,/book/show/208931300-intermezzo
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Library,"Gentill, Sulari*",,,B09CLLRGZK,288        pp,3.51,"66,767","Jun 07, 2022","Jun 07, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I need to have someone explain that ending to me. Was it really smart and I just missed what she was doing throughout the whole book? Or was iI think I need to have someone explain that ending to me. Was it really smart and I just missed what she was doing throughout the whole book? Or was it just really abrupt and random like it felt?I don’t fully understand why this had so many layers when I felt like it wasn’t fully explained or explored. The main mystery was fine but not super memorable. I had a hard time believing the characters though. Idk…I just didn’t really get it.This is basically a story within a story and 80% of the book you are reading is a murder mystery by an author named Hannah. And at the end of each chapter Hannah is emailing with a friend/fan of her work about her latest novel that we are reading and his name is Leo. Leo often provides feedback or ideas on her manuscript that she will occasionally take into consideration and weave into the following chapters, but sometimes she doesn't. Leo himself appears as a character in the novel that Hannah is writing which is also about an author working on a novel.. it's all quite meta.The ideas of novel writing and inspiration and the relationship between author and reader were interesting, but felt surface-level. The whole story within a story thing felt like it was intentionally going somewhere, and then it just doesn't.I also did find it hard to believe some of the character choices in the main novel we are reading, essentially how quickly these 4 strangers bond over something and then immediately become best friends. It felt quite amateur.This was an airplane read for me and for all intents and purposes it was great for that. Very engaging, intriguing but it did ultimately let me down by the end because it felt full of potential that didn't really go anywhere....more",Notes are private!,3,28,1,"Feb 25, 2024","Feb 29, 2024","Feb 25, 2024",,Kindle Edition,view (with text),/book/show/58804928-the-woman-in-the-library
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crooked Seeds,"Jennings, Karen",0593597125,9780593597125,0593597125,240        pp,3.75,28,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Hardcover,view,/book/show/191746392-crooked-seeds
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Words That Remain,"Gardel, Stênio",,,1954404123,160        pp,4.06,"2,679","Apr 19, 2021","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful yet brutal story about shame and how it shapes and changes the course of a life, from both the outside and inside.Told from the peThis is a beautiful yet brutal story about shame and how it shapes and changes the course of a life, from both the outside and inside.Told from the perspective of 71 year old Raimundo as he finally learns to read and write, the story reflects on his youth when he had an illicit love affair with another young man in his town and how they were ostracized and abused, especially by their fathers, for this love.The writing style is stream of consciousness at times, jumping between past and present, internal voice and dialogue, and weaves together a beautifully tapestry of language. I really enjoyed and was surprised by these linguistic choices! Also considering I read the English translation, I'm impressed by the translator's work and how seamless it was.The story, however, did feel a bit overdone. I'm not sure how this book was received in Brazil and how Brazilian culturally is regarding LGBTQIA+ stories, but this didn't feel like it tread new ground (at least from my limited U.S.-centric mindset). I also couldn't really tell when the story took place. I don't always need those markers but it might have helped to better understand the cultural climate and response from the elder community in regards to the young men's relationship.If you are looking for a short, compelling and uniquely written story, I would recommend this one! I will be curious to see what Gardel does next, as this was his debut novel....more",Notes are private!,1,8,1,"Feb 16, 2024","Feb 18, 2024","Feb 16, 2024",,Paperback,view (with text),/book/show/107228830-the-words-that-remain
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bear,"Phillips, Julia*",0525520430,9780525520436,0525520430,304        pp,4.20,186,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/196056205-bear
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hearing Test,"Callahan, Eliza Barry",164622213X,9781646222131,164622213X,163        pp,3.71,184,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/185767235-the-hearing-test
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brotherless Night,"Ganeshananthan, V.V.*",0812978277,9780812978278,0812978277,384        pp,4.44,"2,035","Jan 03, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/199353040-brotherless-night
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedro Páramo,"Rulfo, Juan",080216093X,9780802160935,080216093X,144        pp,4.05,"70,478","Mar 19, 1955","Nov 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fragmentary and non-linear, this tells the story of a town ruled by the ruthless titular character, but begins decades later when his estranged son goFragmentary and non-linear, this tells the story of a town ruled by the ruthless titular character, but begins decades later when his estranged son goes to the town to meet his father for the first time as a promise to his recently deceased mother. However, the son discovers the town is more like a purgatory filled with ghosts who have not moved on due to unfulfilled hopes and dreams.A precursor to the wave of Latin American magical realism, this is clearly an important and influential piece of short fiction. It's quite unique in its style and voice, and while the reading was challenging—keeping track of the *many* characters, plot lines, and time periods as the narrative constantly jumps around—it was satisfying when the various threads came together.Ultimately though I think that I recognize this style of book isn't to my taste. It relies on you to simply go with things that happen and be content with the inexplicable. It's more of an experience, like a Bergman film, and perhaps on a re-read I would find more to appreciate about Rulfo's skill. But it wouldn't ever be a book I personally love. For those interested in the genre and reading a relatively short but compelling piece of fiction, I'd still recommend it!...more",Notes are private!,1,16,1,Mar 2024,"Mar 02, 2024","Feb 08, 2024",,Paperback,view (with text),/book/show/125164752-pedro-p-ramo
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Devil in America: Notes in Praise of Black Performance,"Abdurraqib, Hanif",,,B07QWH8DV1,272        pp,4.61,"7,909","Mar 30, 2021","Mar 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Abdurraqib's ability to seamlessly weave together personal reflection, cultural criticism and historical information is impressive. In nearly every esAbdurraqib's ability to seamlessly weave together personal reflection, cultural criticism and historical information is impressive. In nearly every essay in this collection he manages to move from the personal to the macro and back from paragraph to paragraph, making each story more than the sum of its parts. He reflects on everything from card games to Beyonce to masculinity and does so with raw vulnerability and clear love for his subject matter. ...more",Notes are private!,0,27,1,"Feb 07, 2024","Feb 17, 2024","Feb 07, 2024",,Kindle Edition,view (with text),/book/show/51218518-a-little-devil-in-america
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Who Have Never Known Men,"Harpman, Jacqueline",,,B09QJ8L8FF,175        pp,4.24,"50,870",1995,"May 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would definitely encourage anyone interested in reading this book to not look too much into what this book is actually about.If you have no idea whaI would definitely encourage anyone interested in reading this book to not look too much into what this book is actually about.If you have no idea what this book is about and are reading this , here’s what I’ll say: this is a story about a girl growing up in confinement and how she learns to free herself through her mind. And yet along the way, she wonders is she really free? Now you can pick this book up and have your own mind blown.I loved how this had both a really intriguing plot, but also a deep philosophical examination of what it means to be a human, to live and love and laugh and learn.I truly never knew where this book was going next. It’s quite a short novel and yet full of so much. This would make an excellent bookclub selection as well. I feel like I won’t stop thinking about this book for a long time. It’s one of those stories that gets a hook in you and doesn’t let go....more",Notes are private!,1,81,1,"Feb 07, 2024","Feb 09, 2024","Feb 07, 2024",,Kindle Edition,view (with text),/book/show/60457992-i-who-have-never-known-men
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Furrows,"Serpell, Namwali*",059344891X,9780593448915,059344891X,288        pp,3.22,"4,656","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Hardcover,view,/book/show/59900679-the-furrows
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palace Walk        (The Cairo Trilogy #1),"Mahfouz, Naguib",0307947106,9780307947109,0307947106,544        pp,4.19,"19,923",1956,"Nov 29, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/11446013-palace-walk
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Observable Universe: An Investigation,"McCalden, Heather",0593596471,9780593596470,0593596471,304        pp,3.82,44,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/179546805-the-observable-universe
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dolphin House,"Schulman, Audrey",,9798889660316,B0C6WNSDG9,320        pp,3.80,505,"Apr 05, 2022","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/171666240-the-dolphin-house
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Divide,"Henríquez, Cristina*",0063291320,9780063291324,0063291320,321        pp,3.76,"3,522","Mar 05, 2024","Mar 05, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set against the backdrop of the construction of the Panama Canal beginning in 1907, The Great Divide follows a diverse set of characters all seeking tSet against the backdrop of the construction of the Panama Canal beginning in 1907, The Great Divide follows a diverse set of characters all seeking their own fortune in some capacity.Ada Bunting is a stowaway on a mail ship from Barbados who has come to Panama for a job to send money back for her sick sister, Millicent.Omar is a Panamanian youth who rebels against his fisherman father, Francisco, and helps in the construction of the canal that his father sees as marring the face of their homeland.John Oswald, a scientist, has come with his wife, Marian, from the U.S. to help eliminate malaria.These, along with many other side characters—some who are only introduced in a chapter or two—fill up the pages of this beautiful and compelling narrative.As you can probably tell, it's a very character-driven work of fiction. I've seen complaints from other s that there is no plot, and that is true to some extent. But I didn't mind because the characters felt so richly imagined and I was invested in their individual journeys that that felt enough like a plot to keep me turning the pages.You can also tell the author did a lot of research for this novel; the settings felt richly imagined (pulled, likely, from her own childhood experiences visiting extended family in Panama) and the historical setting was informational but never bogged down in facts. The time period only serves to give context for the characters she has created, never to be the sole focus of the story.I simply enjoyed spending time in this world and with these characters. Henriquez is adept at introducing you to a lot of characters with ease; I never found it laborious to keep track of who was who or lose focus as we switched perspectives. This is a book I can comfortably recommend to a lot of people and one that will be on my mind for quite some time!...more",Notes are private!,1,37,1,"Mar 06, 2024","Mar 10, 2024","Feb 05, 2024",,Hardcover,view (with text),/book/show/181110028-the-great-divide
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housemates,"Eisenberg, Emma Copley*",0593242238,9780593242230,0593242238,352        pp,4.36,64,"May 28, 2024","May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/198137722-housemates
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maid and the Crocodile,"Ifueko, Jordan*",1419764357,9781419764356,1419764357,304        pp,5.00,7,"Aug 13, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A standalone fantasy / romance set in the same world as RAYBEARER?! Yes please!,Notes are private!,0,8,0,not set,not set,"Feb 03, 2024",,Hardcover,view (with text),/book/show/207003686-the-maid-and-the-crocodile
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Free to Change the World: Hannah Arendt's Lessons in Love and Disobedience,"Stonebridge, Lyndsey",0593229738,9780593229736,0593229738,368        pp,4.19,67,unknown,"Jan 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part biography of Hannah Arendt, part literary criticism of her works, part memoir of the author retracing steps Arendt took both physically and profePart biography of Hannah Arendt, part literary criticism of her works, part memoir of the author retracing steps Arendt took both physically and professionally, and part treatise for how we might draw on Arendt's philosophies to make a better world. This book is so far outside of my comfort zone (it was sent to me by the publisher and piqued my interest only because my brother is a Kant scholar who also draws on Arendt's works heavily). But I'm really glad I read it! I won't lie and say that at times I was challenged, but I never felt defeated. It's simply due to my lack of knowledge about Arendt prior to picking this up—which along the way was remedied—and how little I flex the 'muscle' of thinking in this way as a primarily fiction reader. I think the author does a great job of balancing academic writing with personal reflection, explaining things in a way that is more accessible than I anticipated. This book sort of unlocked something in me that hungers for more non-fiction. Once I got to the halfway mark—having previously read about a chapter a day or so—I devoured this book. I was thinking about its concepts while I wasn't reading it: how do we operate in a world that feels so full of contradictions? Is there a way to exist peacefully under capitalistic structures? Do I feel like my votes even really matter? How can I go out and think, act, and reflect on my thoughts & actions in a manner that honors my humanity, as well as the humanity of those I exist with?I also couldn't help but think constantly of Palestine while reading this. I would've loved to know how Arendt would feel about current events, but can only, as the author says, think along side her and imagine what she may have said. And by trying to see the world through someone else's eyes, whether friend or foe, perhaps I can begin to erase some of those distinctions and see instead humanity. And by doing so, create a more just and loving world....more",Notes are private!,0,12,1,"Feb 02, 2024","Feb 07, 2024","Feb 02, 2024",,Hardcover,view (with text),/book/show/145625055-we-are-free-to-change-the-world
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Graveyard Shift,"Rio, M.L.*",1250356792,9781250356796,1250356792,144        pp,4.00,21,"Sep 24, 2024","Sep 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2024",,Paperback,view,/book/show/203578770-graveyard-shift
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Season of Migration to the North,"Salih, Tayeb",1590173023,9781590173022,1590173023,139        pp,3.72,"29,018",1966,"Apr 14, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was ok. I struggled a lot with the structure of this book. It moves back and forth between time periods and narratives without any clear logic orThis was ok. I struggled a lot with the structure of this book. It moves back and forth between time periods and narratives without any clear logic or reason, so I found myself mostly frustrated by trying to follow along. The theme it explores, of colonialism, and how it balances that between the unnamed narrator's story and Mustafa's story was interesting, but ultimately left me a little bit unsatisfied. I would have perhaps enjoyed this more in a history or literature class that explored its place in literary history and gave more context because I feel the text itself is lacking in that....more",Notes are private!,0,12,1,"Jan 27, 2024","Jan 28, 2024","Jan 27, 2024",,Paperback,view (with text),/book/show/6145869-season-of-migration-to-the-north
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flights,"Tokarczuk, Olga",,,,416        pp,3.76,"31,040",Sep 2007,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF @ pg. 87I wanted to read this as part of my project to read all of the winners of the International Booker Prize. Unfortunately I could not care lDNF @ pg. 87I wanted to read this as part of my project to read all of the winners of the International Booker Prize. Unfortunately I could not care less about this story. I saw it compared to Rachel Cusk’s Outline trilogy, but I just don’t see that comparison at all. While that one was meandering and intimate, this one is disjointed and vast. I see what the author is trying to do with this structure but I didn’t find it enjoyable. If you are a big fan of non-fiction/blogs/micro-essays, then you might enjoy this for doing something a bit more literary. I just need more investment in a character or plot to keep me motivated to read. I do think there are some really interesting ideas explored in this but the medium didn’t work for me. First DNF of 2024!...more",Notes are private!,10,36,0,not set,not set,"Jan 23, 2024",,Kindle Edition,view (with text),/book/show/36692904-flights
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of Pleasure,"Murata, Kiyoko",1640095799,9781640095793,1640095799,320        pp,3.99,391,"Jan 01, 2013","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/185767238-a-woman-of-pleasure
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Study in Drowning,"Reid, Ava*",0063211505,9780063211506,0063211505,378        pp,3.84,"39,547","Sep 19, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was such an enjoyable read: the atmosphere, the quick pacing, the character development and growth. It was the perfect accompaniment for my jury This was such an enjoyable read: the atmosphere, the quick pacing, the character development and growth. It was the perfect accompaniment for my jury duty today.What I really liked about this book was how self-contained it felt. The author could’ve easily dragged this out to a trilogy, and in another authors hands, it would’ve been meandering and only focused on the vibes. But I felt she developed the story, the world, and the characters with enough depth while still moving things forward. This is intended for young readers, so while I would’ve liked to even more world-building, I think she was right to keep it to the amount she did. The writing style reminded me a bit of Maggie Stiefvater, which I’m a big fan of. Also the inclusion of folklore in fairytale elements.If you’re looking for a very immersive story with descriptive writing, that doesn’t bog down the plot, check this one out! ...more",Notes are private!,0,48,1,"Jan 17, 2024","Jan 18, 2024","Jan 17, 2024",,Hardcover,view (with text),/book/show/75302266-a-study-in-drowning
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything,"Strout, Elizabeth*",0593446097,9780593446096,0593446097,336        pp,4.52,21,unknown,"Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ITS A LUCY BARTON / OLIVE KITTERIDGE CROSSOVER!! This is my MCU,Notes are private!,3,40,0,not set,not set,"Jan 16, 2024",,Hardcover,view (with text),/book/show/204811915-tell-me-everything
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Among Crows,"Roth, Veronica*",1250855489,9781250855480,1250855489,176        pp,4.09,303,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Hardcover,view,/book/show/195790597-when-among-crows
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling for a Blanket Dance,"Hokeah, Oscar*",1643753916,9781643753911,1643753916,288        pp,4.27,"3,910","Jul 26, 2022","Jul 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the vein of Tommy Orange's  There, There and Yaa Gyasi's  Homegoing. A beautifully rendered collection of stories that weave together the life of oIn the vein of Tommy Orange's  There, There and Yaa Gyasi's  Homegoing. A beautifully rendered collection of stories that weave together the life of one man of Native American & Mexican descent, told through the perspectives of his relatives. Each chapter, the whole book being told over the span of about 35 years, has a distinct voice told through a new character each time. Along the way we discover more and more about our main character, Ever, and his family tree. Hokeah has an incredible ability to bring you immediately into a new point of view while still contributing to the larger story with each passing page. I found, of course, that as these effectively function as 12 short stories, some were more interesting than others; but regardless, all have a meaningful contribution to the collection and are expertly told.Highly, highly recommend!...more",Notes are private!,0,30,1,Feb 2024,"Feb 04, 2024","Jan 11, 2024",,Paperback,view (with text),/book/show/63251940-calling-for-a-blanket-dance
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Rot,"Emezi, Akwaeke*",0571382819,9780571382811,0571382819,0        pp,4.13,30,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/203382606-little-rot
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bullet Swallower,"James, Elizabeth Gonzalez*",1668009323,9781668009321,1668009323,272        pp,3.80,"5,081","Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/123847255-the-bullet-swallower
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ædnan,"Axelsson, Linnea",0593535456,9780593535455,0593535456,448        pp,4.25,"1,820","Feb 27, 2018","Jan 09, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set over the course of 100 years, this epic poem/novel in verse tracks the lives of two Samí families in Sweden and the effects their displacement hasSet over the course of 100 years, this epic poem/novel in verse tracks the lives of two Samí families in Sweden and the effects their displacement has on their identity and their connection to the land.Beginning in 1913, the story details Ristin and her husband who are reindeer herders in the far north region of Scandinavia, which the Samí people call Sápmi. They have two sons and spend their years in conversation with the earth, moving their herds between what is now Norway and Sweden, with unrestricted access—until the government steps in to begin establishing stronger borders that forces the Samí south off their land and disrupts the natural flow of their lives.Jumping about 50 years, the story then follows Lise and her family, as she raises her own family in the city and reflects on her childhood in which she was forced into a Nomad School and had her Samí identity stripped away. Her own daughter, Sandra, in the 2000s, will go on to become a strong advocate for the Samí people and their rights, but not without struggles of a legacy that is silenced by many around her.This is a powerful and moving story of a people I, admittedly, knew nothing about before reading it. I love literature that not only compels but informs, and this surely did both. I learned a lot about the Samí and saw strong parallels to the stories I've read about indigenous peoples in the Americas, particularly the U.S. and Canada.The writing style, as I mentioned, is in a poetic form. The novel is told in verse and inhabits many voices with special focus on the mothers in this story. The women truly make this story come to life and show the power and force that a mother has in the world around her. The term Ædnan actually means ""the land,"" ""the ground,"" and ""the earth"" and is closely related to the word ædni which means ""the mother."" Motherland.Alongside reading this ARC (thanks to the publisher for an early copy for  from NetGalley) I also listened to the audiobook which helped with some of the pronunciations as well as to hear the cadence of the poetry. I thought the narrator did a fantastic job and would definitely recommend listening along if you are able to while reading this.There's so much more I could say about this story and its themes, but it's quite a quick read (despite the high page count, it moves very quickly due to the format), and I think it's best for the reader to discover it on their own. A great start to my year in focusing on more translated works!...more",Notes are private!,0,34,1,"Jan 09, 2024","Jan 11, 2024","Jan 05, 2024",,Hardcover,view (with text),/book/show/127500586-dnan
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra at the Wedding,"Baker, Dorothy",,,B0075W9MK0,260        pp,3.94,"5,366",1962,"Mar 21, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cassandra Edwards is a singular character; one of those voices that only comes around once in a while in literature. While this story is over 60 yearsCassandra Edwards is a singular character; one of those voices that only comes around once in a while in literature. While this story is over 60 years old now, it feels as relevant as ever. And it's delivered in a slim but punchy style that feels so fresh and exciting.The story follows Cassandra, heading home from Berkeley to her family's ranch in the hill country outside Bakersfield, California. She's heading home to see her identical twin sister, Judith, be married to a man Cassandra has never met after 9 months of separation from her sister. This difficult period of separation has led Cassandra to question her very existence, and how the weekend plays out feels fully at her whim. Will she break up the wedding to secure her future with her other half? Or will she overcome her own obstacles to allow her sister her happy ending?Baker is a quick and sharp writer. The dialogue in this is quippy and endearing; the characters speak with an intellectualism that sets them apart, adrift in their own world in a relatively rural area. It's nearly a one setting story, for the most part, and that isolation breeds anxiety like a pressure cooker. We, the readers, are waiting to see how the steam gets let out: either a slow exhale or an explosion.I really enjoyed this reading experience. I was so surprised by the writing and how contemporary it felt, while still maintaining a sense of its time. The mid-century setting is appealing for its nostalgia, and yet the characters break that a bit with their existential dread. If you like the trend of 'messy girl lit,' with characters who you can't help but love despite their poor decision making, this feels like it laid the groundwork for a lot of that. ...more",Notes are private!,0,19,1,"Jan 05, 2024","Jan 07, 2024","Jan 03, 2024",,Kindle Edition,view (with text),/book/show/19369433-cassandra-at-the-wedding
