,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Peter's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Union Atlantic,"Haslett, Adam*",0385524471,9780385524476,0385524471,320        pp,3.35,"1,910",2010,"Feb 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Adam Haslett's Imagine Me Gone is one of my favourite novels of recent years, a tender and beautifully told account of mental illness. I was eager to Adam Haslett's Imagine Me Gone is one of my favourite novels of recent years, a tender and beautifully told account of mental illness. I was eager to read more of his work and when I saw his first book in a charity shop the other day, I decided to give it a shot.The story opens in the Middle East, 1988. Doug Fanning, a young man not long out of high school, is aboard a US battleship when he becomes involved in a military operation that goes disastrously wrong. The narrative then jumps forwards several years. Doug is now a very successful executive in an investment bank based out of Boston. He decides to reward himself by building a mansion in Finden, the commuter town where his mother used to clean the houses of wealthy families. What he hasn't bargained for is the stubborn intentions of his new neighbour, Charlotte Graves. She believes her family has a claim to the land that his decadent palace now stands on, and she's willing to go to court to prove it. Meanwhile, Nate, a young history student that she tutors, acts upon his crush for the handsome Doug, and soon finds himself a pawn in their intricate game of legal manoeuvres.The book is garlanded with praise from the likes of Kate Atkinson and Jonathan Franzen. There was a bit too much financial talk in it for my liking - I don't need to know all the ins and outs of Wall Street trading, thank you very much. I'm more interested in the human aspect of the story. Doug remains pretty inscrutable - he doesn't seem to like many people, including himself. Charlotte's demise though, I found quite moving - a hyperintelligent, curious individual who lost the only person she truly cared about, and never really recovered from it. I think Haslett tries to do too many things here - it's a state of the nation novel, addressing capitalism, gender politics, race and environmental concerns among its multiple themes. But there are flashes of his talent, and signs that he would go on to greater things after this solid debut....more",Notes are private!,0,20,1,"Apr 19, 2022","Apr 25, 2022","Apr 19, 2022",,Hardcover,view (with text),/book/show/6488598-union-atlantic
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Creatures of Passage,"Yejide, Morowa*",1617758760,9781617758768,1617758760,304        pp,3.97,"1,390","Mar 16, 2021","Mar 16, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a ghost story set in 1970s Washington DC. Nephthys Kinwell is still reeling from the violent murder of her twin brother Osiris. She drinks to This is a ghost story set in 1970s Washington DC. Nephthys Kinwell is still reeling from the violent murder of her twin brother Osiris. She drinks to cope with the pain, and drives an old Plymouth around the neighborhood, ferrying troubled spirits to wherever they want to go. Meanwhile the spectre of a dead white girl makes tapping noises in the trunk. A supernatural streak runs in the family. Her niece Amber receives visions of the near future, while Amber's son Dash has seen a make-believe man down by the river, something his schoolfriends tease him about. And Osiris' soul won't rest until he wreaks vengeance on the racists who lynched him and dumped his body.There is a melancholic tone to this Women's Prize nominated tale. It draws heavily on Egyptian mythology and I must admit that most of those references went over my head. I found it hard to connect to the story - the line between fantasy and reality is quite blurred, and I need something more tangible for me to become immersed. I liked how the novel explored the margins of society and gave us a haunting, vivid portrayal of a city that is famous for other reasons. However, magical realism is not a genre I typically enjoy and I'm afraid that also applies here. Creatures of Passage is well-written and I can see why it has been widely acclaimed. It just wasn't for me....more",Notes are private!,0,19,1,"Apr 12, 2022","Apr 17, 2022","Apr 12, 2022",,Hardcover,view (with text),/book/show/39314725-creatures-of-passage
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Me! My Remarkable Life in Show Business,"Brooks, Mel",059315911X,9780593159118,059315911X,480        pp,4.24,"13,045","Nov 30, 2021","Nov 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'll never forget the first time I saw Blazing Saddles. It was on a Friday night slot on Irish television called The Last Picture Show, in which the hI'll never forget the first time I saw Blazing Saddles. It was on a Friday night slot on Irish television called The Last Picture Show, in which the host Brian Reddin would provide an intro to a classic movie, and then let it play in all its glory. The Mel Brooks western was one of those and it bowled me over. Not only was it flat-out hilarious, it did things I didn't know a film a could do, like the famous fight scene where the Sheriff and the Waco Kid are pursued through the Warner Brothers backlot. So I always wanted to learn more about the comedy genius behind it all.In this lively autobiography, Brooks takes us on a journey through his life and career, starting off with his childhood in New York City. His father died when he was two, and the family lived in tenement housing, but he has happy memories of his upbringing. He was the youngest of four brothers, all of whom served in the military during World War II. When he was nine, his Uncle Joe brought him to see a Broadway musical, and from that moment on he knew his future lay in showbusiness. Brooks started off working as an entertainer at resorts in the Borscht Belt, but eventually began writing jokes for TV, earning himself a steady job on Your Show of Shows. In the 60s he created the hit series Get Smart, and that gave him the clout to start his film career.And this is a fascinating aspect of the book, as Brooks takes us behind the scenes of his most famous movies. He talks about his struggle to get The Producers made, and his joy at the rapturous s it received. He speaks glowingly of the actors he worked with, like Gene Wilder, who became a good friend and went on to star in Young Frankenstein and Blazing Saddles. And he also talks candidly about his efforts as a producer, making acclaimed films like The Elephant Man, and having to take his name off the credits in case the audience might think they were about to see a madcap comedy.But I think the thing I liked most about the book was the way he spoke about his wife Anne Bancroft. The moment Brooks saw her rehearsing on stage he knew she was the one, and when she had finished singing, he stood up and shouted out: ""Anne Bancroft! I love you!"" She laughed and he was amazed that she already knew who he was, having heard the comedy album he recorded with his best pal Carl Reiner. He found ways to show up to whatever party or restaurant she was going to. She got wise to this and jokingly accused him of stalking her, daring him to ask her on a date, which he did. And that was the beginning of a beautiful partnership. Bancroft once spoke about their marriage on the Today Show: ""When I hear his key in the lock at night my heart starts to beat faster. I'm just so happy he's coming home. We have so much fun."" Talk about relationship goals!So why only three stars? Well I think Brooks has a tendency to gloss over some the low points of his career and it's all a rather rose-tinted view. He talks up notorious flops like Life Stinks and Solarbabies, conveniently ignoring the critical mauling and box-office disasters that they were. He's not afraid to blow his own trumpet either, as he goes on about the success of The Producers on Broadway. And he often quotes favourite lines from his movies, which takes up large sections of the book. I'm looking for insight Mel, not half of a script I already know! Maybe I'm being picky, but I just get the sense he's not telling us the whole story. I'm happy to read all about the good times, but I want to know about the struggles too. But it's an enjoyable read overall - Brooks comes across as a likeable, funny guy, and fans will be entertained by his colourful anecdotes....more",Notes are private!,0,27,1,"Apr 05, 2022","Apr 10, 2022","Apr 05, 2022",,Hardcover,view (with text),/book/show/58537351-all-about-me-my-remarkable-life-in-show-business
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesickness,"Barrett, Colin",0802159648,9780802159649,0802159648,224        pp,3.88,"1,036","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was a fan of Colin Barrett's debut Young Skins, a collection of bleak, arresting vignettes set in the West of Ireland. The best of them, Calm With HI was a fan of Colin Barrett's debut Young Skins, a collection of bleak, arresting vignettes set in the West of Ireland. The best of them, Calm With Horses, stopped me in my tracks and was later turned into an acclaimed film. So I was more than keen to read another selection of tales from such a gifted author.The majority of the stories in Homesickness are also set in County Mayo, where Barrett grew up. With a keen eye for the uncommon beauty of the rural landscape, he describes ""cows sitting like shelves of rock in the middle of the fields, absorbing the last of the day's declining rays."" But he also has a neat way of conjuring scenes that are less aesthetically pleasing. In one story set in an unnamed city, he imagines ""the dangling lobe of a used condom snagged on the branch of a bush like a dismal festive decoration.""The subjects of these tales are often disaffected and rudderless. In The 10, a young man works in his father's car dealership after having his dreams of becoming a professional footballer crushed. The protagonist of Anhedonia, Here I Come is a struggling poet who creates pornographic cartoons of Disney characters as a way of supplementing his income. Much like Young Skins, there is plenty of doom and gloom in this book. The one exception is The Alps, a comic depiction of a typical night in a country pub.Hailing from rural Ireland myself, I recognised many of the characters in this collection. Barrett displays a deep understanding of what makes these ordinary lives tick - his sentences are lyrical and his dialogue sparkles. But if I'm being totally honest, I thought Homesickness lacked some of the magic of his debut. There was no standout story for me here, nothing blew me away this time. I would still recommend the book, but I think this talented writer can do better, and I'll be first in line to read whatever he does next....more",Notes are private!,0,36,1,"Mar 29, 2022","Apr 03, 2022","Mar 29, 2022",,Hardcover,view (with text),/book/show/59577175-homesickness
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,141","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We drag our past behind us like a weight, still shackled, but far enough back that we never have to see, never have to openly acknowledge who we once""We drag our past behind us like a weight, still shackled, but far enough back that we never have to see, never have to openly acknowledge who we once were.""Elle Bishop has spent every summer for the past 50 years in the Paper Palace, a Cape Cod beach house nicknamed for the cheap plasterboard her grandfather used to build its walls. Throughout her life it has been the one constant - she's had to put up with her parents' divorce, creepy stepsiblings and grief among other problems. She's married to Peter, an English gentleman, and they have three kids. But she has always had feelings for Jonas, a childhood friend who also spends his summers in the same location. When they finally consummate their repressed longing for one another at the start of the story, Elle realises she has a huge decision to make. She thinks back to the trauma herself and Jonas shared when they were teenagers, an event that shaped the rest of her life profoundly.This story took a while to get going, but I'm glad that I stuck with it. The author hints at Elle's suffering from the beginning and slowly peels the layers back until we learn the horrifying truth. I was also fascinated by the notion that one split-second decision can cast a shadow over a person's life. And the romantic dilemma presented to Elle captivated me - stick with dependable Peter and keep their family together, or follow her heart and take up with soulmate Jonas? I read on to see who she would choose and the final pages gave me a lot to think about. It's a strong debut from Cowley Heller - a compelling, atmospheric tale populated with complex, relatable characters....more",Notes are private!,0,22,1,"Mar 22, 2022","Mar 27, 2022","Mar 22, 2022",,Hardcover,view (with text),/book/show/55994372-the-paper-palace
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One on One,"Brown, Craig",0007360622,9780007360628,0007360622,358        pp,3.47,"1,291","Jul 01, 2012","Sep 22, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book operates on an intriguing premise - it contains 101 chance encounters with various cultural figures of the 20th century. It begins with JohnThis book operates on an intriguing premise - it contains 101 chance encounters with various cultural figures of the 20th century. It begins with John Scott Ellis running over Adolf Hitler and ends with Hitler having tea with the Duchess of Windsor. Each piece is 1,001 words long and the stories daisy-chain, one after the other (the second tale describes a Scott Ellis rendezvous with Rudyard Kipling). In between, there are entertaining and unlikely meetings with some intriguing titles - Phil Spector Pulls A Gun On Leonard Cohen, Francis Bacon Heckles HRH Princess Margaret, Oscar Wilde Loses His Nerve With Marcel Proust.The tone is humorous and many amusing anecdotes are told along the way. Plenty of the stories caught me by surprise - I was fascinated by the tale of George Lazenby's disastrous appearance on the talk show of forgotten TV presenter Simon Dee, and how Harry Houdini once impressed Theodore Roosevelt with a magic trick. The problem is that some of the stories are much more interesting the others, and at times the pieces were too short, leaving me unsatisfied. But it's a terrific idea for a book, and an easy read - one that you can dip in and out of and learn something interesting about two celebrities you might never have put together....more",Notes are private!,0,20,1,"Mar 15, 2022","Mar 20, 2022","Mar 15, 2022",,Hardcover,view (with text),/book/show/12721311-one-on-one
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0316268267,9780316268264,0316268267,112        pp,3.85,"25,352","Jun 03, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Assembly is a sharp and provocative debut. The unnamed narrator is a young black British woman who works in finance. She puts up with sexism every dayAssembly is a sharp and provocative debut. The unnamed narrator is a young black British woman who works in finance. She puts up with sexism every day at her job, and jealousy when she is handed a promotion. She's aware that her improved position is being used as proof of the company's positive approach to diversity. She dates a man from a wealthy family, and a colleague predicts that he will propose at a party on their opulent estate, but she knows that his mother is hoping that it's just a fling. And when her oncologist informs her that she has breast cancer, he is shocked when she is reluctant to undergo treatment.This is accomplished in just over a hundred pages. It's all very clever - the writing is bold and perceptive. The narrator seems quite detached from events - it feels like life is happening to her, rather than her taking an active part in it. Her account unfolds in short, piercing fragments - a collection of ruminations. There isn't a whole lot of plot, and I wasn't really moved by it. However, there is plenty of intelligent insight on subjects like class and race. Maybe the story could do with fleshing out a bit more, but Assembly marks Natasha Brown out as an exciting new talent.Favourite Quotes:""Back at the office, Lou’s not in yet. He rarely shows up before eleven. As if each morning, fresh mediocrity slides out of the ocean, slimes its way over mossy rocks and sand, then sprouts skittering appendages that stretch and morph and twist into limbs as it forges on inland until finally, fully formed, Lou! strolls into the lobby on two flat feet in shined shoes.""""She was a Home Counties, Kate-loving, Jaeger-shopping, Lean In -feminist who arranged animal-welfare fundraisers at the weekends and bought handmade earrings from Etsy. She once called me in tears from the Hermès store. It’s all too beautiful, she’d sobbed in halting syllables as the shop assistant packaged her scarves.""""His acceptance of me encourages theirs. His presence vouches for mine, assures them that I’m the right sort of diversity. In turn, I offer him a certain liberal credibility. Negate some of his old-money political baggage. Assure his position left of centre.""""I will be watched, that’s the price of admission. They’ll want to see my reactions to their abundance: polite restraint, concealed outrage, and a base, desirous hunger beneath. I must play this part with a veneer of new-millennial-money coolness; serving up savage witticisms alongside the hors d’œuvres.""...more",Notes are private!,0,31,1,"Mar 09, 2022","Mar 13, 2022","Mar 09, 2022",,Hardcover,view (with text),/book/show/56646330-assembly
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,872","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Molly Gray is a 25-year-old maid in the Regency Grand Hotel. She takes great pride in her work and likes the invisibility her uniform provides, as sheMolly Gray is a 25-year-old maid in the Regency Grand Hotel. She takes great pride in her work and likes the invisibility her uniform provides, as she's not the best at picking up on social cues. Truth be told, she's still mourning the death of her beloved grandmother, who was the one person that understood her, and instilled her love of cleaning. Molly's routine is upended one day when she comes across the body of Charles Black, a wealthy businessman, in one of the hotel's suites. She had never been the biggest fan of his gruff, unfriendly manner, but had always got on well with Giselle, his glamorous young wife. Because of Molly's unusual demeanour, and her presence at the scene, the police suspect her of being involved in the crime. But with the help of some new friends, she begins to unravel the mystery of the tycoon's mysterious death.The Maid is another story with a neurodivergent protagonist, a trend which is becoming more popular these days. I couldn't help comparing it to Eleanor Oliphant Is Completely Fine, a book I enjoyed more than this one, perhaps because Eleanor was often unintentionally funny, and got herself into some hilarious scrapes. Molly is a sadder individual - lonely, misunderstood and grieving the person she loved most. I found the writing a bit drab to be honest - for example, Molly's grandmother is a cliché machine. However, it is a kindhearted, gentle story - you might predict the heroes and villains of the plot before Molly does, but it is a pleasure to watch her figure things out for herself. Fans of the cosy crime genre will find much to enjoy....more",Notes are private!,0,28,1,Mar 2022,"Mar 07, 2022","Mar 01, 2022",,Hardcover,view (with text),/book/show/55196813-the-maid
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil House,"Darnielle, John*",0374212236,9780374212230,0374212236,416        pp,3.23,"13,675","Jan 25, 2022","Jan 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story is narrated by a true crime author. Gage Chandler has already achieved success with his first book, about a high school teacher who killed This story is narrated by a true crime author. Gage Chandler has already achieved success with his first book, about a high school teacher who killed two of her students in self-defence. He receives an intriguing offer from his editor - a chance to buy a former porn store in Milpitas, California where an unsolved double murder took place back in 1986. After some thought, Gage goes along with the idea. By living on site, he can immerse himself in the details of the case, and when he's done writing the book about it, he can sell the building and move on. The narrative includes excerpts from Gage's first book and the one he's currently working on, reimagining the lives of the victims in the lead-up to their deaths.I've seen a  describe this book as 'a riveting metafictional epic', but for me, it was in no way riveting. I found the novel very disjointed and struggled to connect with it. Perhaps it's because the story jumps around a lot between Gage's first book, his current one and his efforts to research it. The metafictional description I would agree with - it's an interesting treatise on the whole true crime genre, in particular the lurid attempts to create entertainment from tragic events. But there isn't enough for me to recommend Devil House, even though I've enjoyed John Darnielle's work in the past, particularly Wolf in White Van. This one never really grabbed me, and I was glad when it was over....more",Notes are private!,0,33,1,"Feb 22, 2022","Feb 27, 2022","Feb 22, 2022",,Hardcover,view (with text),/book/show/57693663-devil-house
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twyford Code,"Hallett, Janice",1788165322,9781788165327,1788165322,384        pp,3.63,"24,368","Jan 13, 2022","Jan 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Twyford Code intrigues from the first page. The story is told by a man who has gone missing, through a series of audio files that were found on hiThe Twyford Code intrigues from the first page. The story is told by a man who has gone missing, through a series of audio files that were found on his iPhone. Steven Smith has just been released from prison. He's lonely, aimless, and his grown-up son wants nothing to do with him. He becomes obsessed with the memory of Miss Iles, his former teacher who disappeared on a school trip 40 years ago. The trip was prompted by a children's book Steven found, written by a once popular author, Edith Twyford. Miss Iles believed that Twyford inserted codes into her stories, which would lead to hidden treasure. In the present, Steven investigates what really happened to his teacher on that fateful day. And with the help of Lucy, a local librarian, he looks into the theory that there actually were secrets hidden in the pages of Twyford's books.I loved the innovative way in which this compelling story was told. The audio files have been transcribed using computer software, which occasionally gets words wrong (""mustard"" for ""must have"" etc) and this adds to the authenticity. Steven is a narrator who elicits sympathy, despite his criminal past. He's at a loose end and the whole Twyford code hypothesis (the out of fashion author obviously based on Enid Blyton) gives him a sense of purpose. And the story poses enough questions to keep the reader guessing. How does Steven end up missing? What really happened to Miss Iles? And could the crazy idea of secret codes inside a children's book actually be true? However, at a certain point, I'm afraid the narrative becomes over-complicated. And the ending, which finally explains everything, didn't convince me (view spoiler)[ A man who could barely read or write at school is able to concoct an account so complex that it contains hidden puzzles pointing to his own whereabouts - I just didn't buy that. (hide spoiler)] All in all, I enjoyed the concept of this fun, inventive novel, I just found the execution of it a bit lacking....more",Notes are private!,0,38,1,"Feb 15, 2022","Feb 20, 2022","Feb 15, 2022",,Paperback,view (with text),/book/show/58451313-the-twyford-code
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,181","Sep 21, 2021","Sep 21, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Theo Byrne is an astrobiologist. As part of his job, he speculates on what planets outside the Solar System might look like, and shares his ideas of tTheo Byrne is an astrobiologist. As part of his job, he speculates on what planets outside the Solar System might look like, and shares his ideas of these worlds with his 9-year-old son Robin, as a kind of bedtime story. Robin is going through a hard time - he's on the spectrum, though his condition has never been definitively diagnosed. He's also grieving the loss of his mother Alyssa, who died in an accident two years ago. Theo struggles to look after his son's special needs. He takes him camping which helps to ease his mind, but as soon as Robin gets back into the routine of school, old problems resurface. Salvation arrives in the form of a neurological experiment, which allows the boy to recalibrate his emotions based on a recording of his mother's brain activity. This proves a big success, but also becomes a media sensation, and Theo & Robin end up with a new set of problems to deal with.I was a fan of Powers' previous novel, The Overstory, so I had been looking forward to this one. I thought it started off brightly - I was engaged in the hardship facing father and son, and felt sympathy for their plight. But as the story progressed, I became less enamored, and most of my bugbears were to do with Robin. As the treatment takes hold, he turns into a kind of ecological savant. Some of the stuff he came out with made me cringe, his sentimentality about the natural world seemed over the top. And the overall message of the book felt so preachy, a heavy-handed attempt to press home the anxieties of the climate crisis. While The Overstory had its flaws, I thought it addressed environmental concerns with a much subtler approach - its characters were well-rounded and the story was compelling. Bewilderment, however, is wrapped up in schmaltz and though it has admirable intentions to tackle an urgent topic, I found it an unconvincing, awkward effort....more",Notes are private!,0,24,1,"Feb 08, 2022","Feb 13, 2022","Feb 08, 2022",,Hardcover,view (with text),/book/show/56404444-bewilderment
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Years in the Cauldron: Telling the Extraordinary Story of America in Crisis,"O’Donovan, Brian",1844885771,9781844885770,1844885771,320        pp,3.76,72,"Oct 14, 2021","Oct 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brian O'Donovan is a reporter with RTÉ, the national broadcaster of Ireland. For four years he served as the TV channel's Washington correspondent, coBrian O'Donovan is a reporter with RTÉ, the national broadcaster of Ireland. For four years he served as the TV channel's Washington correspondent, covering the most tumultuous period of US history in recent memory. In this book he gives an account of what it meant to uproot his young family to new country, and to describe the turmoil he was seeing on a daily basis to a rapt Irish audience.For anyone who has kept a close eye on US politics in recent times, the book won't offer any stunning revelations. But it does give an intriguing glimpse of how it feels to report from the White House. O'Donovan tells of press conferences with Trump, always a chaotic affair, hoping to get a word in amongst a throng of journalists hanging on the President's daft, self-serving proclamations. He had better luck with Biden, playing the Irish angle to great effect. The day of the Capitol riots proved a memorable occasion for all the wrong reasons, and O'Donovan describes broadcasting on that day with a fear for his own safety, and that of his trusty cameraman Murray. Most of all I appreciated his chronicles of talking to ordinary Americans from red states, giving their thoughts on hot topics like gun control and vaccines. Though their views don't often chime with how the majority of us feel here in Ireland, it's interesting to hear how they can have such a different way of thinking. The book didn't really tell me anything I didn't already know, but I found it an enjoyable read, and Brian O'Donovan comes across as a very genuine and thoughtful fellow indeed....more",Notes are private!,0,12,1,Feb 2022,"Feb 06, 2022","Feb 01, 2022",,Hardcover,view (with text),/book/show/58084971-four-years-in-the-cauldron
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,125","Jan 11, 2022","Jan 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To say that this novel was highly awaited is a bit of an understatement. Back in 2015, A Little Life was the book of the moment, and it proved quite dTo say that this novel was highly awaited is a bit of an understatement. Back in 2015, A Little Life was the book of the moment, and it proved quite divisive - it seemed everybody had an opinion on it. Though the trauma it described was a turnoff for many readers, I was a fan, and eager to get my hands on the author's follow-up, To Paradise. But as I turned the opening pages, I thought to myself, in what way is Hanya Yanagihara going to torture these poor souls that lie within?To Paradise is split into three separate stories, taking place in alternate versions of America. The first is set in 1893, and David Bingham is the protagonist, a gay man from a wealthy family, who must decide whether to marry another affluent, older gentleman, or to follow his heart and take up with a struggling music teacher. The second section is set in 1993, and a different David Bingham, a paralegal from Hawaii, attends a party thrown by his lover, in order to say goodbye to a close friend dying of AIDS. And the final story occurs in 2093, where a series of pandemics have ravaged the country, and society has become a totalitarian one in which homosexuality has been outlawed. A woman named Charlie Bingham, who has survived one of the viruses, struggles to make sense of the world, in a loveless marriage to a man she barely even knows.There are links between the three tales, some of them more obvious than others. A house in Washington Square, New York features in all of them, and it's fascinating to watch its purpose change over the years. Gay men are characters in each story, at times free to live as they wish, in other periods oppressed. Arranged marriages crop up a few times, as does Hawaii and sickness. I think the most common theme of all is that the protagonists are each seeking love, in the face of adversity and often a sense of confusion on their own part.I loved the first story - the period detail and hints at an alternative history kept me intrigued, but the main character's romantic dilemma was what really compelled me. The middle tale I was most indifferent too, especially the long digressions in Hawaii. The last story piqued my interest again, its dystopian world and cryptic references to past atrocities demanding my attention.By the end, I was left wondering what it all meant. Why do characters with the same name appear in each tale? Why was one the stories left hanging in mid-air with no resolution? What exactly is the central message of the novel - something to do with history repeating itself, a society that doesn't learn from past mistakes? I don't know, and Yanagihara leaves us to figure it out for ourselves. But maybe that's part of the fun, putting all of the jigsaw pieces together. All I do know is that I thoroughly enjoyed reading this ambitious, complex, sprawling work of great imagination. Favorite Quotes:""He felt at times as if his life were something he was only waiting to use up, so that, at the end of each day, he would settle into bed with a sigh, knowing he had worked through a small bit more of his existence and had moved another centimeter toward its natural conclusion.""""The fact that he had not experienced the same kind of happiness was a source of both sorrow and concern; of late, he had been beginning to fear that it was not just that no one might love him but that he might be incapable of receiving such love, which seemed altogether worse.""""What he wouldn’t know until he was much older was that no one was ever free, that to know someone and to love them was to assume the task of remembering them, even if that person was still living. No one could escape that duty, and as you aged, you grew to crave that responsibility even as you sometimes resented it, that knowledge that your life was inextricable from another’s, that a person marked their existence in part by their association with you.""""When I was an undergraduate, a professor of mine had said there were two types of people: those who wept for the world, and those who wept for themselves. Weeping for your family, he said, was a form of weeping for yourself. “Those who congratulate themselves on their sacrifices for their families aren’t actually sacrificing at all,” he said, “because their family is an extension of their selves, and therefore a manifestation of the ego.” True selflessness, he said, meant giving of yourself to a stranger, someone whose life would never be entangled with your own.""""You forget, sometimes, how much you need to be touched. It’s not food or water or light or heat—you can go for years without it. The body doesn’t remember the sensation; it does you the kindness of allowing you to forget.""...more",Notes are private!,0,37,1,"Jan 26, 2022","Jan 30, 2022","Jan 26, 2022",,Hardcover,view (with text),/book/show/57739876-to-paradise
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Southern Man: Music And Mayhem In The American South: A Memoir,"Walden, Alan",,,B09F6RY5BD,unknown,3.71,14,unknown,"Nov 16, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alan Walden is a legendary figure in the music industry. Hailing from Macon, Georgia, he managed the likes of Otis Redding, Percy Sledge, The Allman BAlan Walden is a legendary figure in the music industry. Hailing from Macon, Georgia, he managed the likes of Otis Redding, Percy Sledge, The Allman Brothers and Lynyrd Skynyrd over a long and varied career. He tells his story to S.E. Feinberg in this colourful memoir.And Walden has plenty of entertaining anecdotes to share. A large section of it is dedicated to Otis Redding and I get the feeling they were like brothers. I had no idea about how much of a hellraiser Redding was, and Walden describes several crazy escapades that they were lucky to escape from. Redding's death hit him very hard, but he still talks about his old pal with great fondness.I was also amazed by the number of acts Walden was associated with over the years. There are almost too many too mention, with people like Etta James and Al Green only getting a few pages. He worked hard and developed a solid reputation - I guess that's why so many artists trusted him to look after their affairs.His story is told in quite a rambling, meandering style, which might frustrate some, but it fits the project - a testimony to the golden age of R&B and Southern Rock by one of the remaining survivors. I only wish I was more familiar with the artists involved; I would have gotten more out of it. However I enjoyed this lively, culturally significant account from a notable figure in US music history....more",Notes are private!,0,14,1,"Jan 18, 2022","Jan 24, 2022","Jan 18, 2022",,Kindle Edition,view (with text),/book/show/58939638-southern-man
