,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Blaine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Ball Game: How Bat Settles the Rivalry between the Animals and the Birds; A Circle Round Book,"Sheir, Rebecca",1635863430,9781635863437,1635863430,44        pp,4.17,29,unknown,"Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not as big a fan on this book as many others seem to be. Good story about differences and that it is a take on a folk tale. Decent illustrations but fNot as big a fan on this book as many others seem to be. Good story about differences and that it is a take on a folk tale. Decent illustrations but for some reason it just did not click for me like it did for many others. Could be a cultural thing since I never saw or played stickball other than played on the streets. Good work and will recommend it to others....more,Notes are private!,0,19,1,"Apr 18, 2022","Apr 18, 2022","Apr 18, 2022",,Hardcover,view (with text),/book/show/59891899-the-great-ball-game
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sackett's Land        (The Sacketts #1),"L'Amour, Louis",,,B000FBJB0Y,208        pp,4.16,"12,686",1974,"Sep 30, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first ever Louis L'Amour book, and what a fast-paced rollicking romp this is! The first of his Sackett series, I had no idea this series went back My first ever Louis L'Amour book, and what a fast-paced rollicking romp this is! The first of his Sackett series, I had no idea this series went back to the very beginning. Yes, it is set in 1599 and features Barnabas Sackett who is forced to flee England and make his way to America, but prior to leaving he is laywaid and put on a pirate vessel that is also heading to America. This book is only 190 pages long is is filled with non-stop action. If you are looking for great literary work, this is not your book, but if you like action, adventure and just a fun read then by all means this is a great book for you and is the first of over 15 books in the Sackett series and one that totally surprised me in terms of its setting, characters and plot. A rousing good read!!To read my full , follow me at www.viewsonbooks.com...more",Notes are private!,0,46,1,"Apr 14, 2022","Apr 16, 2022","Apr 14, 2022",,Kindle Edition,view (with text),/book/show/6454210-sackett-s-land
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Peril at the Exposition        (Captain Jim Agnihotri, #2)","March, Nev*",,,B09CNDYP5G,400        pp,3.58,"1,121","Jul 12, 2022","Jul 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the 2nd book in the series starring Indian detective Jim Agnihotri and his new wife Diana. After their marriage the couple moved to the US, seThis is the 2nd book in the series starring Indian detective Jim Agnihotri and his new wife Diana. After their marriage the couple moved to the US, settled in Boston and Americanized their last name. Soon thereafter Jim is hired by a Boston detective agency and his work takes him to the Worlds Fair in Chicago. He is only supposed to be gone for 2 weeks but after 5 weeks Diana gets a letter delivered to her and she starts to go crazy with fear and apprehension over Jim's fate. She manages to make her way to Chicago, gets of host of people to assist her and eventually she is instrumental is solving the case. Is a good book, however I wish the setting would have remained in India. Diana is also the focus of the book as it is her brains and Jim's brawn that finally crack the case. See my full  at www.viewsonbooks.com...more",Notes are private!,0,23,1,"Apr 04, 2022","Apr 15, 2022","Apr 04, 2022",,Kindle Edition,view (with text),/book/show/58803677-peril-at-the-exposition
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Captain Hatteras,"Verne, Jules",0192804650,9780192804655,0192804650,448        pp,3.89,"2,596",1866,"Aug 11, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another rousing tale by Jules Verne which is a part of his amazing Voyages Extraordinaires series. We know his most popular story, but there are over Another rousing tale by Jules Verne which is a part of his amazing Voyages Extraordinaires series. We know his most popular story, but there are over 50 books in the series and this one takes us on a trip to find the North Pole with Captain Hatteras. Just a marvelous adventure book and one that is amazing in its scope and detail with all the research done by Verne without even leaving France. Captain Hatteras is driven to be the first man to ""discover"" the North Pole and so we follow the boat Forward on its journey, its eventual grounding on ice, near starvation conditions, mutiny and yet a fierce determination by 5 men to complete this exploration. Filled with so many facts about polar exploration, this is a combination of geography, geology, botany and so much more. A fast read for me and my 2nd of the series that I have finished. Hoping to read more of the series. For a more complete , feel free to join me at www.viewsonbooks.com...more",Notes are private!,0,32,1,"Mar 23, 2022","Apr 13, 2022","Mar 23, 2022",,Paperback,view (with text),/book/show/158247.The_Adventures_of_Captain_Hatteras
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Kingdom        (The Saxon Stories, #1)","Cornwell, Bernard*",,,B000FC2RR2,384        pp,4.27,"100,501",2004,"Mar 17, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a wonderful beginning to a great sounding series. I was unaware of this until I saw the Netflix TV series and I wanted to read the book to delve What a wonderful beginning to a great sounding series. I was unaware of this until I saw the Netflix TV series and I wanted to read the book to delve deeper into these Saxon Stories of Medieval England. So glad that I did. Yes, not everything is like the book, but the book gives us a really quality look at that time period and sets things up perfectly for the rest of the series.Lots of old English spelling of towns, and names, but this edition comes with a guide so it is easy to figure out the modern day equivalent locations. Basically we have the story of the creation of the nation of England, and its beginnings with Alfred the Great. Wonderfully described, as are all the characters, we see the early differences between Alfred and those of Wessex and the Danes. And the main character/hero/protagonist for this series is Uhtred of Baebbenburg. A Saxon who is captured by the Danes at a young age and adopted into the Danish family and learns their ways before he is drawn back into Saxon lands. He goes back and forth straddling allegiances with both cultures as he has one quest, to get back his ancestral lands that were taken from him by his uncle. Many of you may have read this book and series, but for those of you who have not yet discovered this epic work please make time to read this. Very well done historical fiction, to put it mildly!...more",Notes are private!,0,47,1,"Mar 20, 2022","Mar 30, 2022","Mar 20, 2022",,Kindle Edition,view (with text),/book/show/30814389-the-last-kingdom
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Does Little Crocodile Say at the Park?        (What Does Little Crocodile Say, #2)","Montanari, Eva",0735268150,9780735268159,0735268150,40        pp,3.25,60,unknown,"Jun 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a cute book all about sounds, and as such there is not a lot of plot but it is a fun book to read to youngsters. So many times concepts are exThis is a cute book all about sounds, and as such there is not a lot of plot but it is a fun book to read to youngsters. So many times concepts are expressed with words, but here the entire book basically deals with sounds. Starting from the doorbell ringing and follows Little Crocodile all the way through his trip to the park and until he falls asleep on the way home. Sound have meanings, and this book makes it easy for a child to figure out what is going on, and how the sound can relate to joy, sadness and other emotions. I enjoyed this book. The illustrations are OK, especially since it is basically a book about sounds. Another in the long list of children's books from Tundra that usually are from foreign authors who have a different perspective on the world than we do in the US. I have ed many Tundra books, and this one is another winner. Thanks so much and have fun reading this to your little ones!...more",Notes are private!,0,24,1,"Mar 20, 2022","Mar 20, 2022","Mar 20, 2022",,Hardcover,view (with text),/book/show/56988520-what-does-little-crocodile-say-at-the-park
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy and the Mountain,"Bellini, Mario",0735270252,9780735270251,0735270252,48        pp,3.68,90,unknown,"Jun 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, this book caught me off guard! I thought the story was going in one direction but author Mario Bellini veered into a tangent I was not expecting!Wow, this book caught me off guard! I thought the story was going in one direction but author Mario Bellini veered into a tangent I was not expecting! Good for Mario. This is a story of a young boy who sees a mountain and wants to make a painting of it. He is not satisfied with his efforts and so he takes a closer look and draws new paintings. Still not satisfied he decides to get real closeup and explores to find even more details. Along the way he finds new subjects to paint and is followed by a lot of animal friends. He finds more details on the mountain but when he returns home his friends say goodbye and he creates a new painting of the mountain, one that absolutely surprised me but which made the young boy very happy. Good story, the swerve was interesting and I like the fact that the young boy was painting, something you do not often see in children's books. Easy book for parents and first readers to enjoy, and which has simple yet effective illustrations. Really enjoyed this....more",Notes are private!,0,23,1,"Mar 14, 2022","Mar 14, 2022","Mar 14, 2022",,Hardcover,view (with text),/book/show/58891241-the-boy-and-the-mountain
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If You Cry like a Fountain,"Vola, Noemi",0735270503,9780735270503,0735270503,48        pp,3.70,172,unknown,"Aug 09, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like children's books, and enjoy reading them to see what they are teaching and how they are entertaining children. Unfortunately this book really dI like children's books, and enjoy reading them to see what they are teaching and how they are entertaining children. Unfortunately this book really did little for me. I am not exactly sure what it is about and the only thing it seems to teach is to learn how to cry better! Not every book has to be educational, but if you wanted to be silly there are better ways than telling kids then should cry better and longer. Sure all this is fanciful but it is just no more than a mediocre read for me. Tundra Books have a lot of really good books, books that I have given high marks to, but this is not one of those. Sorry. The only thing that helped the rating was to have the narrator being a worm!...more",Notes are private!,0,21,1,"Mar 14, 2022","Mar 14, 2022","Mar 14, 2022",,Hardcover,view (with text),/book/show/59576842-if-you-cry-like-a-fountain
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Echo,"Rodin, Al*",024145087X,9780241450871,024145087X,0        pp,4.01,115,unknown,"Jun 17, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a cute book that sets about to explain to small children what is an echo and how it works. Now obviously there is no such thing as a Little Echo,What a cute book that sets about to explain to small children what is an echo and how it works. Now obviously there is no such thing as a Little Echo, but to small children it is a super cute way to introduce them to echoes and when they get older they will learn what really causes those repeated sounds, but for now this is charming.Little Echo lives in a cave and is very shy and can repeat only what she hears. Then a young boy named Max enters the cave with a map to find buried treasure. She finds him interesting and follows him and has a fun time helping him and even finds her own voice for the first time. In the end a friendship develops and that is more important to both of them than finding buried treasure. A very fun story with good illustrations that will capture a child's imagination and allow mom or day or grandparent to have a great time reading this book and imitating echoes. Wish it could be a few pages longer, but no matter the length it is very good book to read to children or for first readers. Top notch effort by author Al Rodin!...more",Notes are private!,0,31,1,"Mar 10, 2022","Mar 10, 2022","Mar 10, 2022",,Hardcover,view (with text),/book/show/55363339-little-echo
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esme's Birthday Conga Line,"Heuer, Lourdes*",0735269408,9780735269408,,76        pp,3.74,90,unknown,"May 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Esme is a whirlwind to put it honestly. She lives on the top floor of an apartment building with her grandparents and this is her first birthday whileEsme is a whirlwind to put it honestly. She lives on the top floor of an apartment building with her grandparents and this is her first birthday while living with them. We have no backstory on why she is now living with her grandparents but that is seemingly pretty irrelevant to Esme. Outgoing, friendly, full of life and a bit too much would be a good way to describe her. Her grandparents are not throwing her a birthday party, but that does not stop Esme. She is bound and determined to have a party and we follow her throughout her journey to arrange her own party. She really does nothing to prepare for the party other than convince and cajole others into doing the work. I am sure most people know the backstory of this precocious child and so they agree to do everything for her party and by the end she ends up leading everyone in a conga line of dancing.The story is cute, as are the illustrations but a bit more backstory would have been both nice and set things up a bit better. While not quite demanding, she certainly makes sure she gets her way and has others do the work. It is a cute book, but no more for me. I fear that children will come away with the impression that by sheer force of will and demand they will get what they want, which is exactly what happens with Esme's birthday party....more",Notes are private!,0,23,1,"Mar 07, 2022","Mar 07, 2022","Mar 07, 2022",,Hardcover,view (with text),/book/show/60106402-esme-s-birthday-conga-line
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spirits of the Ghan: a spellbinding historical drama from the bestselling author of Black Sheep,"Nunn, Judy",,,B0116N0O50,359        pp,3.98,"1,693","Nov 02, 2015","Nov 02, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a big fan of historical fiction and recently was just introduced to the prodigious Australian author Judy Nunn. Judy has written over 15 novels aI am a big fan of historical fiction and recently was just introduced to the prodigious Australian author Judy Nunn. Judy has written over 15 novels and kids books, and this 2015 novel tells about the building of The Ghan. The Ghan Is a train line that crosses the continent of Australia, and the book is inspired by a trip that Nunn took on that train. She deals with the central part of this railway which was not built until the 21st century, despite having been laid out years previously. The name of the railway line and the book is a tribute to the camel herders who brought their camels from Afghan to Australia in the 1800’s, and which animals were used to transport goods and materials used in the construction of the Telegraph services across the country. The railway line was then devised to basically follow the route of the Telegraph lines, sort of like here in the United States where in the western part of the country the Interstate highways follows the railroad track.This is a book about culture, history, and the aboriginal belief that ancestors can you speak to you in your dreams, or can even invade your thoughts while you are awake. There are many interesting characters in this book, but the two main characters seem to be Jess, a young woman of aboriginal and Irish descent, as well as Matthew a surveyor who was there to work out the final route of the railway lines. Jess had been hired by the government to be an intermediary to the indigenous people because the government wanted to be very surely they were not disturbing any sacred sites during the building of this railway. And it is through this job that Jess meets Matthew. Trust me it's not a love story.Instead Nunn has given us a fantastic look at certain events that occurred in the 1880s and which resonate even today in the indigenous regions of Australia. Some of the characters which we meet in the early chapters will all be entwined later in the book as we get white settlers, aboriginal natives, Afghan camel herders, and others who will eventually help us discover the secret that the spirits of the past hold in this one small area and which will play havoc with the original path of the railroad. We get to see the prejudice, culture, and history of Australia all woven into this novel, and is a story that is entirely captivating. I found that the plot was believable, the characters are extremely well developed and interesting, and the fact that Nunn was able to keep any sort of romance between Jessica and Matthew out of this book was a big plus for me. Two mates trying to do what's best. We get caught up in the lives of the characters as well as their interactions, and all the while we were also introduced to the history regarding the development of the rail line. In the end you have a much greater understanding as to how this railway was built and the spirits that helped guide the path of the railway. Just an excellent book, well written, fantastically researched and a book that I heartily recommend that you try and find. This book was not available in any of my Free Library services and so I had to buy it, and I'm very happy I did. Not only that I bought three other books by the same author and I cannot wait to begin those. Truly a five star effort and, what makes it even better, it teaches us about a small portion of the history of Australia and its people....more",Notes are private!,0,22,1,"Mar 06, 2022","Mar 19, 2022","Mar 06, 2022",,Kindle Edition,view (with text),/book/show/26161162-spirits-of-the-ghan
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood and Treasure: Daniel Boone and the Fight for America's First Frontier,"Drury, Bob",,,B08BYC44VP,384        pp,4.06,"2,902","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good book, but at times a bit tedious as authors tried to use unnecessarily obtuse wording. Well researched and brought to the fore a lot of faA very good book, but at times a bit tedious as authors tried to use unnecessarily obtuse wording. Well researched and brought to the fore a lot of facts and stories that one never learns about Daniel Boone who is one of our lesser known early American folk heroes. This book also does a fine job in telling those early frontier wars between settlers, British, French and American Indians. A book I recommend to all lovers of history, but for the casual reader it certainly is not as readable as those History books by H.W. Brands. For my full  follow me at www.viewsonbooks.com ...more",Notes are private!,0,39,1,"Mar 04, 2022","Apr 20, 2022","Mar 04, 2022",,Kindle Edition,view (with text),/book/show/55573353-blood-and-treasure
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Key to Deceit        (Electra McDonnell, #2)","Weaver, Ashley*",,,B09CNFKJ48,288        pp,4.00,"3,529","Jun 21, 2022","Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second installment of the Ellie McDonnell espionage series set in England during World War Two. I was very excited to receive this book anThis is the second installment of the Ellie McDonnell espionage series set in England during World War Two. I was very excited to receive this book and moved it to the top of my reading list. Unfortunately my excitement did not last that long for this book. It is rather simple and lacks some of the qualities that I so enjoyed in the first book. There's a lot of championing of England and patriotism, which is all well and good, but sometimes it gets to be a bit much.Now, this has an interesting plot in that out of the blue Ellie is approached by Major Ramsey to help him remove a bracelet from the wrist of a young lady who was found dead in the Thames River. It was a rather simple bracelet to remove, and yet attached to the bracelet is a locket which also needs to be opened. Again this is not a hard task and it makes you wonder why major Ramsey really needed Ellie to be with him to open this. Nonetheless it turns out that within the locket was a small camera which contained film that had photos of sensitive areas in and around London. It becomes obvious that the dead woman was a spy. Now we have to find out who was the woman, who is in the spy network and to do this we bring in her uncle Mick, as well as her friend and possible love interest Felix Lacey.A lot of this book is easy to figure out, and I just found the writing not up to the quality of the first book of the series, and the plot was rather obvious. Now, there have been many books written about World War Two, and many of the espionage novels have already covered much of the same ground. This series is different because Ellie and her family were professional thieves, which was a very unique twist that was introduced into this series. But by the 2nd book everyone becomes legitimate and some of the fun is gone. Ellie is torn between her growing relationship with Felix, and yet everybody seems to want Ellie to end up with Major Ramsey. We also get more information as to Ellie’s mother who had been convicted of killing her father and a lot of the back story into that situation. To be honest I don't need that. Major Ramsey makes a very good observation about that very subject and I think he hits the nail on the head.But we have spies, spy rings, the beginning of the bombing of London, breaking into a bank vault and a lot of other action which helps move the story along. Unfortunately for me it just didn't do enough, I had a feeling that the author was rushing this book to press after the success of her first book. It's a good read, but it's not a great read and that to me was a disappointment. I still think the series has a lot of potential but the author must whittle down her cast of characters to make things a little more believable. While not a major fan of this book I do look forward to her next installment in this series....more",Notes are private!,0,22,1,"Feb 24, 2022","Mar 04, 2022","Feb 24, 2022",,Kindle Edition,view (with text),/book/show/58815754-the-key-to-deceit
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Benson's Beetle,"Joyce, Rachel",,,B085XL1FN3,360        pp,4.09,"48,797","Jul 23, 2020","Nov 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am in a book club and we were assigned this book to read. Having read Rachel Joyce’s first book, The Pilgrimage of Harold Fry, I was hopeful that thI am in a book club and we were assigned this book to read. Having read Rachel Joyce’s first book, The Pilgrimage of Harold Fry, I was hopeful that this book was going to be as enjoyable as that book. Unfortunately I will have to be part of the minority that says that this book was a total disappointment and I cannot figure out what everyone sees in the book.Rachel Joyce seems to like writing books that involve journeys, and here she decides to take her lead character on a quest to find the undiscovered golden beetle that allegedly can be only found in New Caledonia. Her lead character, Margery Benson, is not exactly a person that I would be friends with. She had a strange upbringing, lost all of her brothers as well as her mother, and I'm still not sure whether her father killed himself or just left the family. But she was raised by Aunts, and they did nothing to teach her the ways of the world or how to even fit into the world. Instead she developed a love of beetles, because her father had told her about the golden beetle. Thanks to this she eventually hung out at the Natural History Museum and learned all she could about the wonderful and fascinating world of beetles. Many years later, in 1950, she decided that she would strike out on her own to try to discover this elusive insect, after a calamitous incident at the school she worked at. She eventually has a traveling companion, Enid Pretty, who is rather bizarre and who has her own secret as to why she wants to leave England and travel to New Caledonia. The two women don't exactly mesh, yet at the same time they are able to survive together. There are scenes on board the boat trip from England to new Caledonia, as well as many scenes in New Caledonia and how they thrashed their way through the jungles of that island. Marjorie is on a quest, and Edith is there to escape. And along the way there's a male character by the name of Mundic who is totally unnecessary. This character does nothing to advance the storyline of the book, and is really nothing more than a stalker. He is instrumental only to advance the ending of the book, and I think that the author could have created a better character to obtain the same result, or could have written the dramatic climax in a much more believable way.Now some people will say that this book is good because it shows how women used to be treated in the world and in academia, and how eventually Margery overcomes that. That much is true. But is that the only reason we liked the book? The book begins with a very good premise and idea, but after the first 100 pages it runs into a brick wall and I could not finish this fast enough. In addition the entire conclusion of this book was obvious, and once Enid decided to give her baby Margery’s last name you knew exactly what had to happen, and it did.Again, I am very disappointed in this book which I know is a minority point of view and for me it is a disappointment since I had such high hopes that I would enjoy this book due to the author and the s I had read. I now begin to wonder whether the people in my book club actually read this book before they assigned it, because it's certainly one that I would not assign because there's really not much to talk about. Some people don't like mystery books because there's not much to talk about, and I don't see any difference in this book. but this seems to be the authors MO. She starts with a good premise and then the further we get into a book we get more into either magical realism or fantasy or whatever but it just loses its way. I really did not care for the characters and as I said the one male character was completely unsympathetic and unnecessary and I really don't understand why he was included.I know I am in the minority, but I'm not about to give a book a good rating just because others do, especially when I did not enjoy a book, and the longer I read this book the less I enjoyed it....more",Notes are private!,0,42,1,"Feb 17, 2022","Feb 21, 2022","Feb 17, 2022",,Kindle Edition,view (with text),/book/show/53675513-miss-benson-s-beetle
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Electric City: The Lost History of Ford and Edison's American Utopia,"Hager, Thomas*",1647000440,9781647000448,B08P52K2PZ,304        pp,3.82,324,"May 18, 2021","May 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a marvelous book about a little known chapter in American history. I listened to a podcast in which the author was interviewed and was so impressWhat a marvelous book about a little known chapter in American history. I listened to a podcast in which the author was interviewed and was so impressed that I moved the book to the top of my reading list, and once I began the book it was hard for me to put it down!This is the story of the attempt by Henry Ford to change the destiny of the Muscle Shoals, Alabama region and to create a utopian society based on 19th century values and ethics. It was a plan where Ford would purchase government owned facilities, facilities that have been deserted after World War One, and he would finish the damming of the Tennessee river, would finish nitrate fertilizer plants that had also been halted, and would create a massive amount of electric energy that he would use to create a 75 mile development plan for this upper Alabama region. It was an ambitious endeavor, but one which the citizens were wildly in favor of because of how backward, desolate and impoverished this area was.The book is an extremely fast read, as a matter of fact the first section I read in under a day. It slows down a bit once the focus gets off of Henry Ford, and instead focuses on the main opponent to this project, Nebraska Senator George Norris who way back in the 1920s believed that natural resources in America should be controlled by a public entity and not private corporations. He believed that Ford was lowballing the purchase price, was not willing to commit to certain enhancements and for almost three years this US Senator was able to block any and all attempts by Ford to purchase the property and make these improvements.Henry Ford was an icon, and in addition he brought in his friend Thomas Edison to help promote the project's use of hydroelectric power by damming the Tennessee river. What I never realized was that Henry Ford wanted clean and green energy. He hated coal and the smoke and dirt that it produced. As a matter of fact I got the distinct impression that Ford would have preferred his automobiles to be electrified but there was not a way to feasibly do that when he developed the Model T. By this time in his life Ford was most likely the wealthiest man in the world and he had dreams of expanding his automobile dynasty as well as dreams of creating an America that was based upon his work ethics. He planned for villages that would be developed that had a 40 acre village green, a church, housing, some small businesses, all of which would be populated by people who would work at Ford’s automobile factory, or supply chain in the area. He may have been the first person who dreamt of something we now know as the suburbs, And his ideas on small family farming we're truly revolutionary. But no matter what he did he was opposed by George Norris. Norris eventually drafted a bill which would lead to the creation of the Tennessee Valley Authority. Norris believed that the Tennessee River should be damned for the benefit of all people in the area not just to benefit Ford.This is a truly eye opening book about something I had never heard of and I was fascinated to read all that was involved in this project. A project that actually had its beginnings in the 1890s, expedited during the early years of World War One, and before the whole project could be finalized the war ended. It was at that time that Henry Ford decided he would come in and help revitalize that area by taking over the government projects and structures and use them for his utopian dream.For me this was a well written book, a fabulous read come which bogs down a bit when we get into the middle portion of the book because the focus no longer is on Ford or Edison, but rather on Norris, government hearings and what impediments could be put in the way of Henry Ford so that he did not get this land. I heartily recommend this to anyone who is interested in history, the TVA, and the question of government versus public ownership of utilities. It's not a dry read, but rather it is one that kept me from putting this book down until I finished it. A top notch effort to put it mildly!...more",Notes are private!,0,46,1,"Feb 17, 2022","Feb 24, 2022","Feb 17, 2022",,Kindle Edition,view (with text),/book/show/57880690-electric-city
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There's an N on Your Nose,"Canfield, Dennis*",,9798985275605,B09TV1VWXF,31        pp,4.44,39,unknown,"Mar 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A cute poem-Alphabet book that is filled with fun rhyming and great illustrations. The book manages to use most all of the letters of the alphabet andA cute poem-Alphabet book that is filled with fun rhyming and great illustrations. The book manages to use most all of the letters of the alphabet and has some cute and creative uses of rhymes as the author uses those to identify parts of the body. This is a great book to read to kids and I think these young children will love the poems and illustrations. ...more,Notes are private!,0,36,1,"Feb 14, 2022","Feb 14, 2022","Feb 14, 2022",,Paperback,view (with text),/book/show/60299462-there-s-an-n-on-your-nose
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Man in Rome        (In the Masters of Rome #1),"McCullough, Colleen",,,B081CYGQZQ,"1,147        pp",4.13,"22,910","Sep 28, 1990","Apr 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a well-researched and well-written book by Colleen McCullough who is best known for her international best seller, The Thorn Birds. But few know Such a well-researched and well-written book by Colleen McCullough who is best known for her international best seller, The Thorn Birds. But few know that she has a marvelous 7-volume series on The Masters of Rome, which documents ancient Roman history. Book 1 take place in the years 112-100 BC, and follows the fortunes of two famous Roman consuls, Gaius Marius and Sulla. McCullough takes us through their rise in this timespan and covers political turmoil in Rome, the African war against Jugurtha, and those many years and battles against the Barbarians (Germanic Tribes). Spectacular Historical fiction that mirrors actual historical events. If you are a lover of Roman history (as I am) or just enjoy classically good Historical Fiction than this book and series is for you!!!!Read my full  for this and other books at www.viewsonbooks.com...more",Notes are private!,0,60,1,"Feb 11, 2022","Oct 05, 2022","Feb 11, 2022",,Kindle Edition,view (with text),/book/show/48912833-the-first-man-in-rome
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brand-New Bubbe,"Aronson, Sarah*",1623542499,9781623542498,1623542499,32        pp,4.25,160,unknown,"Aug 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this to be a charming book about families, new families and bonding around food! Jillian is a young girl whose parents are divorced and her moI found this to be a charming book about families, new families and bonding around food! Jillian is a young girl whose parents are divorced and her mother has remarried. Her step-dad is a good guy but she now has a new grandmother, and is upset as to why she now as 3 grandmothers and does not want to lose her other birth grandmothers. The first visit is a disaster, the second goes better and eventually all 3 grandmothers come and make their own traditional soups and the bonding of the new family happens. Good story, very understandable situation and bonding over soups is ""souper""! Supported by good illustrations, it also comes with 3 soup recipes that I have already copied!! Fine effort by both author and illustrator, this is a wonderful book about blended families and what we all have in common....more",Notes are private!,0,14,1,"Feb 10, 2022","Feb 10, 2022","Feb 10, 2022",,Hardcover,view (with text),/book/show/57251693-brand-new-bubbe
