,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sammy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witch Haven        (The Witch Haven, #1)","Smith, Sasha Peyton*",1534454381,9781534454385,1534454381,442        pp,3.63,"11,702","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/56980357-the-witch-haven
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witcha Gonna Do?        (Witchington #1),"Flynn, Avery*",059333521X,9780593335215,059333521X,312        pp,3.12,"7,848","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/59959743-witcha-gonna-do
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilder Girls,"Power, Rory*",0525645586,9780525645580,0525645586,357        pp,3.46,"88,198","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/42505366-wilder-girls
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildblood,"Blackwood, Lauren*",1250787130,9781250787132,1250787130,336        pp,3.42,"1,281","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/60784600-wildblood
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Fears Death,"Okorafor, Nnedi*",075640617X,9780756406172,075640617X,386        pp,3.94,"25,840","Jun 01, 2010","Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/7767021-who-fears-death
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,While You Were Dreaming,"Rai, Alisha*",0063083965,9780063083967,0063083965,432        pp,4.05,624,"Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61354661-while-you-were-dreaming
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,988,937","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,ebook,view,/book/show/36809135-where-the-crawdads-sing
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Wish Upon a Lantern,"Chao, Gloria*",0593464354,9780593464359,0593464354,352        pp,3.82,"1,408","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58025157-when-you-wish-upon-a-lantern
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When Stars Come Out        (When Stars Come Out, #1)","St. Clair, Scarlett*",,,B07HHVM25Z,389        pp,3.91,"2,813","Oct 31, 2018","Oct 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/42098782-when-stars-come-out
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When the Day Comes        (Timeless, #1)","Meyer, Gabrielle*",0764239740,9780764239748,0764239740,384        pp,4.41,"4,218","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/59627675-when-the-day-comes
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened to Ruthy Ramirez,"Jiménez, Claire",1538725967,9781538725962,1538725967,240        pp,3.52,"8,235","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61399125-what-happened-to-ruthy-ramirez
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",0141043768,9780141043760,0141043768,487        pp,4.08,"468,042","May 01, 2009",May 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/6469165-what-alice-forgot
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Weren't Looking to Be Found,"Kuehn, Stephanie*",1368064108,9781368064101,1368064108,320        pp,3.75,615,"Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58020010-we-weren-t-looking-to-be-found
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wandering Star        (Zodiac, #2)","Russell, Romina*",1595147438,9781595147431,1595147438,320        pp,4.12,"5,441","Dec 08, 2015","Dec 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/24930075-wandering-star
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking on Trampolines,"Whiting, Frances",1742611206,9781742611204,1742611206,334        pp,3.87,"2,436","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/18243675-walking-on-trampolines
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Violet Made of Thorns        (Violet Made of Thorns, #1)","Chen, Gina*",,,B09KGMS6K2,364        pp,3.56,"18,262","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/55923578-violet-made-of-thorns
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Victory City,"Rushdie, Salman",0593243390,9780593243398,0593243390,336        pp,3.81,"10,361","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61111246-victory-city
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",059343935X,9780593439357,059343935X,318        pp,4.12,"158,442","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/60018635-the-very-secret-society-of-irregular-witches
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanished Queen,"Campbell, Lisbeth*",,,,496        pp,3.71,856,"Aug 18, 2020","Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/52759647-the-vanished-queen
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undocumented Americans,"Villavicencio, Karla Cornejo*",0399592687,9780399592683,0399592687,208        pp,4.39,"21,761","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/41880092-the-undocumented-americans
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217342,9781250217349,1250217342,384        pp,4.16,"224,009","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/53205888-under-the-whispering-door
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,329","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58210933-trust
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,495","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58395049-true-biz
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,593","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,872","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/48570454-transcendent-kingdom
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trackers,"Frazier, Charles",0062948083,9780062948083,0062948083,320        pp,3.72,"10,665","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61609871-the-trackers
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,239",2021,"Feb 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/53328334-a-town-called-solace
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Together We Burn,"Ibanez, Isabel*",1250803357,9781250803351,1250803357,368        pp,3.81,"5,018","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/55148022-together-we-burn
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,856","Sep 03, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/46000520-the-thursday-murder-club
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thistlefoot,"Nethercott, GennaRose*",059346883X,9780593468838,059346883X,448        pp,3.96,"18,106","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/60018639-thistlefoot
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Time Tomorrow,"Straub, Emma*",052553900X,9780525539001,052553900X,310        pp,3.80,"131,338","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/59089704-this-time-tomorrow
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,952","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/25813942-this-tender-land
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is My America,"Johnson, Kim*",0593118782,9780593118788,,416        pp,4.46,"8,692","Jul 28, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,ebook,view,/book/show/52855111-this-is-my-america
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,547","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/43352954-this-is-how-you-lose-the-time-war
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things You Save in a Fire,"Center, Katherine*",1250047323,9781250047328,1250047323,320        pp,4.02,"132,230","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/41150382-things-you-save-in-a-fire
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things We Never Got Over        (Knockemout, #1)","Score, Lucy*",1945631848,9781945631849,B09PNM8FFN,572        pp,4.17,"760,223","Jan 12, 2022","Jan 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/60060431-things-we-never-got-over
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things My Son Needs to Know About the World,"Backman, Fredrik*",1501196863,9781501196867,1501196863,208        pp,3.99,"26,516","Aug 27, 2012","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/42833687-things-my-son-needs-to-know-about-the-world
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Both Die at the End        (They Both Die at the End Series, 1)","Silvera, Adam*",0062457799,9780062457790,0062457799,389        pp,3.77,"740,542","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/33385229-they-both-die-at-the-end
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Women,"Pochoda, Ivy*",0062656384,9780062656384,0062656384,352        pp,3.79,"6,952","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/52218375-these-women
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There Goes the Neighborhood,"Adia, Jade*",136808432X,9781368084321,136808432X,432        pp,4.15,437,"Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58746637-there-goes-the-neighborhood
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"137,981","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/43521657-the-ten-thousand-doors-of-january
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender is the Flesh,"Bazterrica, Agustina",1982150920,9781982150921,1982150920,209        pp,3.80,"205,055","Nov 29, 2017","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/49090884-tender-is-the-flesh
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell the Wolves I'm Home,"Brunt, Carol Rifka*",0679644199,9780679644194,0679644199,360        pp,4.03,"143,056","Jun 19, 2012","Jun 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/12875258-tell-the-wolves-i-m-home
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Switch,"O'Leary, Beth*",1787475018,,B07PY4MDLZ,336        pp,3.96,"126,462","Apr 16, 2020","Apr 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2024",not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/45134200-the-switch
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunset,"Cave, Jessie",1787395294,9781787395299,1787395294,405        pp,4.13,"9,426","Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/57305008-sunset
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,116","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/43923951-such-a-fun-age
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,395","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/18293427-the-storied-life-of-a-j-fikry
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",0063258390,9780063258396,0063258390,373        pp,3.85,"42,434","Sep 15, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/61102615-stone-blind
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"249,003","Oct 03, 2005","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Mass Market Paperback,view,/book/show/338691.Still_Life
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stealing Infinity        (Stolen Beauty, #1)","Noel, Alyson*",1649371500,9781649371508,1649371500,470        pp,3.75,"3,012","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/57693268-stealing-infinity
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stardust Thief        (The Sandsea Trilogy, #1)","Abdullah, Chelsea*",0316368768,9780316368766,0316368768,468        pp,4.02,"22,123","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/58950705-the-stardust-thief
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strange the Dreamer        (Strange the Dreamer, #1)","Taylor, Laini*",0316341681,9780316341684,0316341681,544        pp,4.29,"121,093","Mar 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/28449207-strange-the-dreamer
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Stars,"Dow, Alechia*",,,,400        pp,3.73,"5,043","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,,view,/book/show/42185079-the-sound-of-stars
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Gravel,"Wariner, Ruth*",1250077699,9781250077691,1250077699,336        pp,4.29,"51,679","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/25332115-the-sound-of-gravel
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorcerer to the Crown        (Sorcerer Royal, #1)","Cho, Zen*",0425283372,9780425283370,0425283372,371        pp,3.73,"14,924","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/23943137-sorcerer-to-the-crown
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Song of Silver, Flame Like Night        (Song of the Last Kingdom, #1)","Zhao, Amelié Wen*",059365028X,9780593650288,059365028X,512        pp,3.82,"9,074","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/58303740-song-of-silver-flame-like-night
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Snake Falls to Earth,"Little Badger, Darcie*",,,,377        pp,3.95,"10,339","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/56036276-a-snake-falls-to-earth
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skin of the Sea        (Skin of the Sea, #1)","Bowen, Natasha*",,,B08WC8FB8X,336        pp,3.80,"13,375","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/48691825-skin-of-the-sea
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sign Here,"Lux, Claudia",0593545761,9780593545768,0593545761,416        pp,3.81,"29,586","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/59358268-sign-here
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sick Heart        (Sick World, #1)","Huss, J.A.",195023262X,9781950232628,B091B75DRX,542        pp,4.15,"3,132",unknown,"Mar 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/57568088-sick-heart
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"98,989","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/36348525-severance
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Portrait with Ghost: Short Stories,"Jin, Meng*",0063160714,9780063160712,0063160714,224        pp,3.55,480,"Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/59333201-self-portrait-with-ghost
