,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeff's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat’s Cradle,"Vonnegut, Kurt, Jr.",0140285601,9780140285604,0140285601,179        pp,4.16,"402,907",1963,1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every time I read this novel I am reminded of the Vonnegut's genius: his pointed criticisms, his spiky wit, the cleanness of his prose, the goofiness Every time I read this novel I am reminded of the Vonnegut's genius: his pointed criticisms, his spiky wit, the cleanness of his prose, the goofiness of his musings. It seems Cat's Cradle is, unfortunately, always relevant; Vonnegut thumbs his nose at religion, war, politics, patriotism, and all that refuses to recognize humanity and ultimately causes destruction. One could easily claim this novel is a condemnation of the development of the atomic bomb but, more deeply, the story forces us to realize we've been guilty of our own explosions among one another....more",Notes are private!,0,1,1,not set,not set,"Dec 29, 2016",,Paperback,view (with text),/book/show/135479.Cat_s_Cradle
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,008","Jul 14, 2015","Jul 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a pretty important book to read regardless of whether you are entrenched into critical race discourse or are just getting to understand the coThis is a pretty important book to read regardless of whether you are entrenched into critical race discourse or are just getting to understand the conversation. Coates does not necessarily say anything new or different here but presents a very touching argument on how the American hierarchy is constructed on the destruction of black bodies. The informal, conversational tone of the book and that it is written to his son humanizes the oft-politicized discourse: his thesis returning to the notion that physical bodies are destroyed by racism and capitalism. Sometimes autobiographical, the book is a relevant addition to the American canon, especially when America continues to prove itself in need of these books to be written....more",Notes are private!,0,2,1,not set,not set,"Dec 26, 2016",,Hardcover,view (with text),/book/show/25489625-between-the-world-and-me
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dance Dance Dance,"Murakami, Haruki",0099448769,9780099448761,0099448769,393        pp,4.05,"88,880","Oct 13, 1988","Feb 07, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe a two. This is my first Murakami novel and I wasn't deeply engaged or impressed. There's a lot of overt misogyny and quasi-pedophilia in the novMaybe a two. This is my first Murakami novel and I wasn't deeply engaged or impressed. There's a lot of overt misogyny and quasi-pedophilia in the novel, which was unsettling. I allowed for a lot lost in translation and enjoyed the criticisms of contemporary capitalistic society and the notion that we live banal lives while looking for meaning. Interesting how all of the supernatural aspects of the novel converge on love. Still, I suspect other Murakami works are more engaging and insightful....more",Notes are private!,0,0,1,not set,not set,"Dec 21, 2016",,Paperback,view (with text),/book/show/17800.Dance_Dance_Dance
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jackalope-Girl Learns to Speak,"Balkun, Stacey*",,,,unknown,4.74,19,unknown,May 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 08, 2016",,Handmade Chapbook,view,/book/show/32700964-jackalope-girl-learns-to-speak
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trying to Be a Person,"McMasters, Wesley Scott*",0997940409,9780997940404,0997940409,74        pp,4.14,7,unknown,Aug 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 08, 2016",,Paperback,view,/book/show/31845734-trying-to-be-a-person
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here I Am,"Foer, Jonathan Safran *",0241146186,9780241146187,B01N9Z90JH,571        pp,3.64,"26,606",2016,Aug 2016,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclosure: fan of Everything is Illuminated and Extremely Loud and Incredible Close.Full disclosure: not a big fan of this book.Foer is a rich and imDisclosure: fan of Everything is Illuminated and Extremely Loud and Incredible Close.Full disclosure: not a big fan of this book.Foer is a rich and imaginative novelist who seems to be getting away from his idiosyncrasies not because he is maturing as a writer but because he is tired of being called idiosyncratic by critics. In Here I Am, much of the unique writing and innovative ideas appear, but they seem stock: he has a notebook of cool lines and cool ideas that get injected into the book, and while they often enrich his previous work, here act like brightly-colored ""put-down"" euthanasia serum. His previous novels touch upon profoundness, call to the existential needs of a searching humanity. Here I Am is a conceit to this: long passages of trying to be poignant without achieving it. It is an auto-biography (his own dissolving marriage) without the suture to the rest of us. And the speculative future of dissolving Israel is reaching without grasping.There are elements that work: clever writing, Foeresque constructs, etc. But this really long short story does not pack the emotive Jew-fist punch of his other, more provocative work....more",Notes are private!,0,4,1,not set,not set,"Dec 08, 2016",,Paperback,view (with text),/book/show/31434269-here-i-am
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost City Museum,"Balkun, Stacey*",1941617530,9781941617533,1941617530,48        pp,4.75,8,unknown,Nov 2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A beautiful and elegant collection that spans from NOLA's delicate shores to the bottoms of the oceans. A pleasure to read and repeat.A beautiful and elegant collection that spans from NOLA's delicate shores to the bottoms of the oceans. A pleasure to read and repeat....more,Notes are private!,0,2,1,not set,not set,"Dec 04, 2016",,Paperback,view (with text),/book/show/33148971-lost-city-museum
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Go Down, Moses","Faulkner, William",0679732179,9780679732174,0679732179,365        pp,3.93,"10,092",1942,"Nov 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This remarkable and less-known Faulkner book is incredibly challenging to read (at least for an urban Yankee such as myself) but is solidly rewarding This remarkable and less-known Faulkner book is incredibly challenging to read (at least for an urban Yankee such as myself) but is solidly rewarding and rich in its substance. The stories interweave with poignant discourse on Southern identity, the meaning of family amidst racial oppression, the concept of freedom, and the spirituality of unblemished wilderness.I took from it an appreciation of hunting, Mississippi, and antebellum Southern identity: all things I never thought I'd care for prior to reading. Faulkner's Americana literature supplements the wide range of diverse voices that make up dynamic America....more",Notes are private!,0,2,1,not set,not set,"Nov 30, 2016",,Paperback,view (with text),/book/show/17726.Go_Down_Moses
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",0143039989,9780143039983,0143039989,182        pp,3.82,"303,301","Oct 16, 1959","Nov 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shirley Jackson is a fantastic writer in that she avoids the structures and logic of traditional narratives in creating a distinctive voice by which tShirley Jackson is a fantastic writer in that she avoids the structures and logic of traditional narratives in creating a distinctive voice by which to deliver her stories. Some readers might find her ""confusing"" but this disorientation present is more than a style, it is a narrative trope meant to supplement the subject.Haunting of Hill House is not a horror novel in the traditional sense. There are elements of the supernatural but Jackson seems more intrigued by the reality of people whose lives, restrained to banality, find momentary excitement in the abnormal. A haunted house, then, is just an allegory for our ceaseless need to be stimulated when we feel alone and directionless. That, of course, is the true horror, and Jackson's positioning of this in a ghost story while examining the interlocutions of a struggling person, make this short book worth the time....more",Notes are private!,0,0,1,not set,not set,"Nov 20, 2016",,Paperback,view (with text),/book/show/89717.The_Haunting_of_Hill_House
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Judenstaat,"Zelitch, Simone*",0765382962,9780765382962,0765382962,317        pp,3.04,196,"Jun 21, 2016","Jun 21, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 12, 2016",,Hardcover,view,/book/show/26114363-judenstaat
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Unicorn Sings,"Monet, Aja",0984151362,9780984151363,0984151362,64        pp,4.61,18,unknown,Mar 2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read it now. Instantly. Again. Always. Such truth and power.,Notes are private!,0,2,1,not set,not set,"Oct 31, 2016",,Paperback,view (with text),/book/show/29538351-the-black-unicorn-sings
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Emperor Was Divine,"Otsuka, Julie",,,0385721811,144        pp,3.80,"27,008","Sep 10, 2002","Oct 14, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is important and valuable in discussing the nefarious realities of American history often whitewashed and ignored. Powerful first few pages This book is important and valuable in discussing the nefarious realities of American history often whitewashed and ignored. Powerful first few pages and (especially) the last chapter. It reads quickly (one-day read) and can be considered YA as it does not challenge expositorily.  ...more,Notes are private!,0,0,1,not set,not set,"Oct 31, 2016",,Paperback,view (with text),/book/show/764073.When_the_Emperor_Was_Divine
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straight Man,"Russo, Richard*",0375701907,9780375701900,0375701907,391        pp,4.01,"28,760",1997,"Jun 09, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richard Russo very clearly has an audience in mind: that of the well-educated, dictionary consuming, pun-including literati. The first few chapters, IRichard Russo very clearly has an audience in mind: that of the well-educated, dictionary consuming, pun-including literati. The first few chapters, I was enraptured with the wit and cleverness. In fact, throughout the book, Russo is often beyond clever in his prose.Where the novel lacks is any semblance of profundity to which it is worth bearing witness. He gambles with mid-life crises, totters on ignobility in marriage, and almost--just almost--criticizes academia subtly enough to not be cached as satire. But, woe, it tips over.Worth the read for the witty prose; ultimately pretty banal. ...more",Notes are private!,0,0,1,not set,not set,"Oct 28, 2016",,Paperback,view (with text),/book/show/414298.Straight_Man
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All The Living and The Dead,"Kenyon, Joseph*",1635050421,9781635050424,1635050421,335        pp,4.20,5,unknown,"Apr 25, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautifully written and deeply poignant first novel.,Notes are private!,0,1,1,not set,not set,"Oct 12, 2016",,Paperback,view (with text),/book/show/29889744-all-the-living-and-the-dead
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,808","Jul 14, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is not Mockingbird but it cannot be. Nothing could be.This book needs to be read--if at all--with a very critical eye. A meta-textual eye. And thisIt is not Mockingbird but it cannot be. Nothing could be.This book needs to be read--if at all--with a very critical eye. A meta-textual eye. And this is not the forum to discuss the unethical moves of a publishing company over an elderly woman, but perhaps something should be said in condemnation therein.The novel is a rough draft of Mockingbird that suffers from being an early evolution of a tremendous novel. Inside is some of the majesty of Harper's writing, which, in and of itself, is worth the read. But the novel is unfinished, unedited, and pales against its vibrant progeny.The novel does not jeopardize Atticus's legacy, as Atticus's final genesis is what we get in Mockingbird, not here. Still, it was viscerally painful to read him, what with his penchant for moral barometerism, say the terrible things that move Scott to vomiting. If it were a standalone novel, with different character names, it would be a find portrait of how the Civil Rights movement moved Southerners into a new brand of racism. Let's think of it that way, because it is not in the same family of the Finches. ...more",Notes are private!,0,1,1,not set,not set,"Oct 04, 2016",,Hardcover,view (with text),/book/show/24817626-go-set-a-watchman
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When My Name Was Keoko,"Park, Linda Sue",0440419441,9780440419440,0440419441,199        pp,4.15,"6,983","Mar 18, 2002","Jan 13, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is by no means a bad book but it is YA, which, for me, doesn't get a lot of stars. Understand that bias. It's a good entrance to the Japanese occThis is by no means a bad book but it is YA, which, for me, doesn't get a lot of stars. Understand that bias. It's a good entrance to the Japanese occupation of Korea prior to WWII, about which many (myself included) may be woefully under-educated. ...more",Notes are private!,0,0,1,not set,not set,"Sep 06, 2016",,Paperback,view (with text),/book/show/613218.When_My_Name_Was_Keoko
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Cursed Child, Parts 1 & 2","Tiffany, John",1338099132,9781338099133,1338099132,327        pp,3.49,"1,019,943","Jul 31, 2016","Jul 31, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I give it two stars because there were aspects of the narrative that were quasi-interesting but this should not have been written. It reads (as my wifI give it two stars because there were aspects of the narrative that were quasi-interesting but this should not have been written. It reads (as my wife accurately suggested) as fan fiction, pulling out all the stereotypes of the HP universe while performing nothing new. The plot, the premise, the characters: all redundant from HP and other stories.It's almost as if Rowling and Co. have realized there's not much life outside of HP and are so beating the legacy to death (see Star Wars/Disney). As much as it pains to want more of something for which we were so fond, sometimes it's best to let things conclude and remain concluded....more",Notes are private!,0,1,1,not set,not set,"Sep 06, 2016",,Hardcover,view (with text),/book/show/29069989-harry-potter-and-the-cursed-child-parts-1-2
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite","Kim, Suki*",0307720659,9780307720658,0307720659,291        pp,3.93,"20,602",2014,"Oct 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of a great many books that hopes to shed light on North Korea's human rights violations--a subject that will likely be revealed as one of This is one of a great many books that hopes to shed light on North Korea's human rights violations--a subject that will likely be revealed as one of the most egregious crimes against humanity since the Holocaust. Kim's prose is well-crafted and although the narrative is often redundant (in the editor asked for more specific examples of students being subjugated to pad the book sort of way), it's a worthwhile text to help us ponder the atrocities of a modern-day, isolated dictatorship. ...more",Notes are private!,0,0,1,not set,not set,"Sep 02, 2016",,Hardcover,view (with text),/book/show/20685373-without-you-there-is-no-us
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time's Arrow,"Amis, Martin",0679735720,9780679735724,0679735720,165        pp,3.76,"16,287","Sep 26, 1991",Oct 1992,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The concept was interesting but it was not pulled-off cleanly. Lot of anti-American sentiment, hyperbole, crass use of the Holocaust, and tenuous grasThe concept was interesting but it was not pulled-off cleanly. Lot of anti-American sentiment, hyperbole, crass use of the Holocaust, and tenuous grasp on narration. I understand the consternation about this last part; I think he could have kept his trope while orchestrating it more precisely and cleverly....more",Notes are private!,0,0,1,not set,not set,"Jul 19, 2016",,Paperback,view (with text),/book/show/23031.Time_s_Arrow
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Will Marry When I Want,Ngũgĩ wa Thiong'o,0435902466,9780435902469,0435902466,128        pp,3.93,480,"Jan 01, 1982","Jan 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting play that targets not just the oft-used theme of the problems of Western colonialism in Africa but how there is a compliance of indigenousInteresting play that targets not just the oft-used theme of the problems of Western colonialism in Africa but how there is a compliance of indigenous people to assist foreign interests (post-colonially) in continuing to stratify the African people to reduced hierarchal roles. Heavy Marxist arguments and call for revolution against the capitalistic rich....more,Notes are private!,0,1,1,not set,not set,"Jul 06, 2016",,Paperback,view (with text),/book/show/159335.I_Will_Marry_When_I_Want
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything That Rises Must Converge: Stories,"O'Connor, Flannery",,,,269        pp,4.23,"20,600",1965,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brilliantly written and collated set of stories that interrelate in subtle but powerful ways and are themed with the subjectivity of dualities: parentBrilliantly written and collated set of stories that interrelate in subtle but powerful ways and are themed with the subjectivity of dualities: parent to child, rich to poor, black to white, high to low class, and north to south.Laced within these narratives are the limited perspectives of individuals in their own internal voices. O'Connor is so skilled at coaxing the reader into the minds of her characters, limited as they are, to force them, cringing, into a recognition that our way of viewing the world is so individual that we fail endlessly at relating to others beyond our scope....more",Notes are private!,0,2,1,not set,not set,"Jul 03, 2016",,Paperback,view (with text),/book/show/218659.Everything_That_Rises_Must_Converge
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone on the Wall,"Honnold, Alex",0393247627,9780393247626,0393247627,256        pp,3.89,"11,907","Nov 05, 2015","Nov 09, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok, this may be sacrilegious in the climbing community (of which, I am a part), but this book made me dislike a climber I thought I would actually likOk, this may be sacrilegious in the climbing community (of which, I am a part), but this book made me dislike a climber I thought I would actually like. There is no doubt that Honnold is an extremely gifted athlete who dares to do things with rock that even the plates and all of their tectonics wouldn't have imagined, but the narrative makes him come off as a snooty, advantaged Cali brat with really problematic and limited perspectives of people not like him.There is a lot of sexism in the book (hot chick can't even tell the difference between 5.10 and 5.13) and a diminutive look towards developing nations and people (the ""Third World"" is not a phrase that is used in 2016; nor are ethnic clothes ""funny looking."") that borders on the pedantic and suffering from the ""white messiah"" syndrome: ""So I started this foundation to help Africa because it would be bomber environment environment environment"" (not direct quote). The Cali pretension of vague environmental consciousness with Thoreauian disapproval of anyone's lifestyle but his (why would people want to eat meat, drink beer, and get married? Yuck!!) was so off-putting.The sad thing is, all this overshadows a book about some amazing outdoor adventures. It's not written particularly well but I can forgive because Honnold isn't a writer. And there is a chance that the book simply misrepresents the guy; or that my interpretation does. I just felt really gnarly and un-stoked after a climbing guru of mine balayed-off right when I was taking at the crux....more",Notes are private!,1,78,1,not set,not set,"Jun 25, 2016",,Hardcover,view (with text),/book/show/25622243-alone-on-the-wall
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fast Animal,"Seibles, Tim",0983294429,9780983294429,0983294429,90        pp,4.21,169,"Jan 24, 2012","Feb 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Man this is a good book of poems. Seibles has a way of talking about teeth, about young lust, about the sad things in the world that anger and that weMan this is a good book of poems. Seibles has a way of talking about teeth, about young lust, about the sad things in the world that anger and that we live compassionately though.Oh, yeah, and Blade. The Daywalker.I had the pleasure of seeing him read live and although the page does not resonate like his voice, the book still resounds....more",Notes are private!,0,2,1,not set,not set,"Apr 10, 2016",,Paperback,view (with text),/book/show/12317086-fast-animal
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside the Teaching Machine: Rhetoric and the Globalization of the U.S. Public Research University,"Chaput, Catherine",0817316094,9780817316099,0817316094,344        pp,4.00,4,"Jan 01, 2008","May 22, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hey, so can you handle dense, theoretical approaches to critically analyzing the university? Are you down for some esoteric jargon that shuts down youHey, so can you handle dense, theoretical approaches to critically analyzing the university? Are you down for some esoteric jargon that shuts down your dictionary.com privileges? Are you generally tired of the nostalgia of professors who think education is about democracy? Are you hyped about finding out just how correlated the university is to corporate interests? If so, than this book's for you! Chaput is very intelligent and comprehensive; but man do these academics have to prove it in prose....more",Notes are private!,0,1,1,not set,not set,"Apr 04, 2016",,Hardcover,view (with text),/book/show/3282452-inside-the-teaching-machine
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Postcards from the Dead Letter Office,"Manning, Dawn",0996485031,9780996485036,0996485031,78        pp,4.67,9,unknown,"Feb 28, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This debut collection of poetry pleasingly leads readers, in short breaths, from Venice to Honk Kong and everywhere in between. Manning's tanka poems This debut collection of poetry pleasingly leads readers, in short breaths, from Venice to Honk Kong and everywhere in between. Manning's tanka poems have swallows laying a ""garland at my feet"" and heroes ""unravel[ing] the blue threads of their wrists to staunch the bleeding of another."" Her words invoke place, peace, and a bit of sly wit....more",Notes are private!,0,1,1,not set,not set,"Mar 21, 2016",,Paperback,view (with text),/book/show/28384608-postcards-from-the-dead-letter-office
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",0060899220,9780060899226,0060899220,312        pp,4.16,"315,276",2000,"Jan 09, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm late to this party.A huge fan of Bourdain's travel television work, I am a big proponent of his narrative, his daring, his sardonic attitude, etc.I'm late to this party.A huge fan of Bourdain's travel television work, I am a big proponent of his narrative, his daring, his sardonic attitude, etc. I feel nostalgic about the places I've been when he visits and s them. Working backward, I was excited to finally get my hands on a copy of the book of his that started it all. Unfortunately, for me, the book fell quite short of my expectations. Now, I know this book ""revolutionized"" how people think of restaurants and, admittedly, I've never worked a day in any part of food service, but the narrative was too disjointed, too full of weak writing, too benign, and--dare I say--too boring. Maybe I'm just too used to the sex and violence culture of modern times to find shock in Bourdain's debauchery. I really was expecting some at least decent writing here.There are, however, some really fun chapters, so it's not a impotent read; it just doesn't have the teeth of his later, CNN, work....more",Notes are private!,0,0,1,not set,not set,"Mar 19, 2016",,Paperback,view (with text),/book/show/33313.Kitchen_Confidential
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Create Dangerously: The Immigrant Artist at Work,"Danticat, Edwidge",,,,189        pp,4.22,"1,552","Jul 22, 2010","Sep 19, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This collection of essays is as delicate as it is powerful. Danticat has a sophisticated intelligence and a complete passion for her homeland. We do nThis collection of essays is as delicate as it is powerful. Danticat has a sophisticated intelligence and a complete passion for her homeland. We do not have much in terms of glimpses into the troubled past and beautiful traditions of Haiti; Danticat's is a voice that crosses the water, that bridges the diasporic space between countries....more",Notes are private!,0,2,1,not set,not set,"Feb 27, 2016",,ebook,view (with text),/book/show/8679800-create-dangerously
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,734","Jan 01, 1997","Aug 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really a beautifully-written book about Appalachian Carolina and the delicate elegance of nature amidst the gruesomeness of total war. For a long bookReally a beautifully-written book about Appalachian Carolina and the delicate elegance of nature amidst the gruesomeness of total war. For a long book, Frazier keeps the reader with the wonders of the bucolic world, something most folks who read this book will probably know little about.At times, the Victorian-esque enumerations of natural things eat up large page counts, making some portions histrionic and over-exemplified. However, the subtle correlations to The Odyssey are clever and creative. It's easy to fail at allusion and Frazier does not. Tremendous use of word imagery throughout....more",Notes are private!,0,0,1,not set,not set,"Feb 23, 2016",,Paperback,view (with text),/book/show/10920.Cold_Mountain
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time,"กอบจิตติ, ชาติ",974913852X,9789749138526,,245        pp,4.05,260,Oct 1993,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought this book in Thailand to continue my interests in reading the literature of the places I travel and boy was this a pleasant surprise. A post-I bought this book in Thailand to continue my interests in reading the literature of the places I travel and boy was this a pleasant surprise. A post-modern onion, the book peels from exposition to stage play to movie scenes, all attempting to highlight profound philosophical undertakings.Naturally, there is quite a bit of material lost in translation, so if you're capable of weathering the peculiarities of form and language, this is truly a deep and thoughtful book....more",Notes are private!,0,0,1,not set,not set,"Feb 04, 2016",,Paperback,view (with text),/book/show/6515146-time
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Afflictions,"Paralkar, Vikram*",1941360025,9781941360026,1941360025,182        pp,3.90,226,"Oct 31, 2014","Oct 31, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Folks looking for a strict narrative will be disappointed here. The vignette-style pseudo-diseases listed here are sometimes redundant and most often Folks looking for a strict narrative will be disappointed here. The vignette-style pseudo-diseases listed here are sometimes redundant and most often quite hokey, but I have to admit I had some fun reading them. They cross between physical science and meta-physical, philosophical considerations that are, at times, intriguing. I think, unfortunately, Paralkar really missed an opportunity with the frame story; it could have been more dynamic and correlated to the maladies that make up the primary substance of the book.Still, it's not entirely unendearing. Some of the afflictions listed are fun to consider....more",Notes are private!,0,1,1,not set,not set,"Jan 26, 2016",,Paperback,view (with text),/book/show/23167150-the-afflictions
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Box: Tales from the Darkroom,"Grass, Günter",0547245033,9780547245034,0547245033,194        pp,3.15,745,2008,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not really a superb book by any stretch. There are interesting elements of magic realism and thoughts on the emptiness of post-war Germany, but the chNot really a superb book by any stretch. There are interesting elements of magic realism and thoughts on the emptiness of post-war Germany, but the characters lack voice and I'm not sure this wasn't an exercise in complete egoism....more",Notes are private!,0,0,1,not set,not set,"Jan 23, 2016",,Hardcover,view (with text),/book/show/7791929-the-box
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Mischief,"Waugh, Evelyn",0316917338,9780316917339,0316917338,320        pp,3.71,"3,411",1932,"Aug 15, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I do not think this was a great novel. I do not think it was that funny. I see Waugh may be trying to satirize European colonial power in Africa but dI do not think this was a great novel. I do not think it was that funny. I see Waugh may be trying to satirize European colonial power in Africa but does so in a way that puts the Africans at the expense of a laugh. Sometimes, satire works for these global atrocities, but most of the time, it ends up insensitive and joins the Master Narrative. Waugh may think it hilarious that Europeans are so silly in colonial Africa, but he ultimately affirms their presence while neglecting the objectivity which would surmise the indigenous peoples suffer from the intrusion.Why do people enjoy Waugh so much?...more",Notes are private!,0,2,1,not set,not set,"Jan 18, 2016",,Paperback,view (with text),/book/show/30934.Black_Mischief
