,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dad's Army: The Story of a Very British Comedy,"McCann, Graham",0007389426,9780007389421,B0191F2TVM,304        pp,4.15,152,"Oct 15, 2001","Dec 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ahhhh the memoriesDad’s Army by Graham McCann…..The Story of a Very British Comedy commences with a thorough ‘real’ history of the creation of the HomAhhhh the memoriesDad’s Army by Graham McCann…..The Story of a Very British Comedy commences with a thorough ‘real’ history of the creation of the Home Guard in 1940 during WWII. The British felt the need to prepare an ‘army’ of volunteers of non-conscripted men (many old, women joined later) into a UK based force to repel a German invasion. The politics (Churchill was a big supporter) behind the creation of the Home Guard was fascinating, as were some of the difficulties – for example, no uniforms, no weapons, little organisation, and lack of training. Over 1.5 million were eventually recruited and formal structures, and better organisation implemented.Dad’s Army was a legendary (9 seasons) BBC weekly comedy TV show created in the 1960s. This book discusses the creation of the show, and some of the many difficulties getting a show like this off the ground. Such as the issue of creating a comedy about a brutal war that only finished a few years ago. The detail here was just brilliant, the author provided a real behind the scenes explanation of program production.Then we move onto the show. The writers, directors, actors, scripts, sets and so much more. For any fans of this legendary TV series, this really is a MUST READ. We are also treated to many of the funny scenes and lines – there were so, so many.This clip is typical of the ineptitude of Captain Mainwaring:https://www.youtube.com/watch?v=_YMVP... One of my favourite memories, and it is still with me today – just like it happened yesterday. Is my brother and I, sitting with mum and dad watching Dad’s Army and Dad, not being able to breathe due to laughing – I’m not sure whether we were laughing at Dad, with Dad or at the show – probably all of that. Even just reading some of the lines and imagining the pompous face of Captain Mainwaring as he scolds Private Pike had bubbles of laughter ready to erupt out of my windpipe. Giving me so many warm memories, I almost wept. Those who have watched this show will remember the pompous Captain Mainwaring, the posh Seargent Wilson (and their interplay), the dopey Private Pike, the ever obedient and dutiful Lance Corporal Jones, the grumpy and forthright Private Frazer, the old dear – Private Godfrey and the geezer Private Walker. There’s also a host of memorable support characters. If you read this, you’ll learn a whole lot more about them.[image]The Cast of Dad’s ArmySadly, we also learn about them passing away, to the extent that the show needed to be cancelled after an impressive nine seasons. Now Dad’s Army is just a memory. My Mum and Dad are a memory too, as are the actors. But oh, what an emotional story. I’m sure I won’t be alone on that score. After I finish this , I will be putting my own copy of this book, back to sleep in my bookcase and just the thought of that makes me choke too. Sometimes it’s nice to be happy and sad.If a light-hearted show can do that – it can’t be half bad.5 Stars...more",Notes are private!,49,72,1,"Nov 08, 2023","Nov 15, 2023","Nov 08, 2023",,Kindle Edition,view (with text),/book/show/28261800-dad-s-army
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wild Duck,"Ibsen, Henrik",0413775755,9780413775757,0413775755,128        pp,3.79,"9,959",1884,"Apr 19, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I won’t lie, I had to look up analyses of this play online to try and understand what it is really about. Apparently it’s about reality and idealism. I won’t lie, I had to look up analyses of this play online to try and understand what it is really about. Apparently it’s about reality and idealism. I kind of get that now. I still don’t really get what the actual Wild Duck is about? I mean the Duck itself – it must be a metaphor for something. I need to call in the Metaphor Hunters on this one – LISA!!!!!!!!!!!! Where are you when I need you for heaven’s sake????But my take on this play is quite simple. Yes, it’s good – not quite as enthralling as Hedda Gabler, but good just the same. Act Four (the last), genuinely smacked me in the stomach, and – I could juuust see it coming about a page before and was thinking “no, no, no…….surely not”. Well, alas, it did happen - How incredible, irreversibly sad. Oh my.[image]For me, the themes here are about forgiveness, or more correctly unforgiveness, and yes okay - idealism and realism - I do get that now. Also, TRAGEDY. But, more than all of that – how about people being careful with the feelings of others? Something to think about before chucking a massive tantrum and tramping all over someone’s spirit and soul. Really – it aint hard.That’s all I need to say about this play right now. Time to watch some football on TV and cheer myself up a bit.4 Stars...more",Notes are private!,24,56,1,"Nov 06, 2023","Nov 11, 2023","Nov 06, 2023",,Paperback,view (with text),/book/show/197120.The_Wild_Duck
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sort of Life,"Greene, Graham",0671782185,9780671782184,0671782185,161        pp,3.68,804,1971,"Jan 01, 1973",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've had mixed experiences with Graham Greene. As a ""veteran"" of three books now, this was by far the dullest. This memoir, had me thinking of other tI've had mixed experiences with Graham Greene. As a ""veteran"" of three books now, this was by far the dullest. This memoir, had me thinking of other things I should be doing or reading. I gave it a good shake, but at 50% it beat me. DNF....more",Notes are private!,17,36,1,"Nov 02, 2023","Nov 07, 2023","Nov 02, 2023",,Paperback,view (with text),/book/show/80850.A_Sort_of_Life
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Houses,"Bloom, Amy",0525589929,9780525589921,0525589929,320        pp,3.34,"19,156","Feb 13, 2018","Feb 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Paperback,view,/book/show/35876524-white-houses
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hedda Gabler,"Ibsen, Henrik",1847024696,9781847024695,1847024696,112        pp,3.82,"36,625",1890,"Jun 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Norwegian playwright, Henrik Ibsen’s work Hedda Gabler, introduced me to one of my favourite female leads in recent memory. What a complex (and painfuNorwegian playwright, Henrik Ibsen’s work Hedda Gabler, introduced me to one of my favourite female leads in recent memory. What a complex (and painful) character she was.Hedda is an unhappily newly married woman who has just returned to Oslo after a European honeymoon. It’s clear she was bored witless by the academic efforts of her husband, Jorgen Tesman, during this trip. He’s a sincere, accommodating young man, and spends much of his time and effort researching European history for a book he is writing. He has high hopes to provide for the high expectations of his wife, she is the daughter of a general and hasn’t had to do without much during her privileged life.There is another academic on the scene, a man called Eljert Lovberg, now this guy has some sort of sketchy past – we don’t’ get to learn about this until later in the play, but his actions – previous and current – have a significant impact on the turn of events in this story. There is another young lady coming in and out of scene, called Mrs Elvsted, an old school friend of Hedda. They didn’t really hang in the same circles as each other – however, Mrs Elvsted is also involved in the various interpersonal relationship (past and current) involved here. It’s messy.I found the storyline riveting. It held my interest from start to finish. But for me, the real interest was Hedda. She is a very demanding young woman, totally unsuited to her new husband. I don’t think he gets that – like most blokes, he’s a bit slow off the mark when it comes to relationships. But she’s more than just demanding. She shows signs of being selfish, narcissistic, revengeful, and cruel – for starts. But it’s all couched in the rigidly stuffy, social mores of nineteenth-century Norway.The ending surprised me. Now to check out some of the Hedda Gabler plays available on YouTube.I enjoyed this one so much I started another of Ibsen’s plays immediately after - Wild Duck.4 StarsFootnote: There were numerous notes, in pencil, made by a previous reader in this book. I found it really amusing, it was almost like a buddy read! Most notes were innocuous – however a couple stood out. The first was ”kill yourself”, the second ”Lying bitch!!”.Now this added to my enjoyment – it made me pause a few times and think about this person, who they are/were, what they were like and what they thought of the story. One thing I can say for sure is, this phantom buddy reader of mine was emotionally invested in Hedda Gabler. I can understand that....more",Notes are private!,30,61,1,Nov 2023,"Nov 06, 2023","Nov 01, 2023",,Paperback,view (with text),/book/show/292275.Hedda_Gabler
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Loser Takes All        (Classic, 20th-Century, Penguin)","Greene, Graham",0140185429,9780140185423,0140185429,124        pp,3.46,"1,396",1955,"May 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an entertaining read. This is my first Graham Greene, and it won’t be my last. A lowly accountant in a firm is about to get married, anyway he isWhat an entertaining read. This is my first Graham Greene, and it won’t be my last. A lowly accountant in a firm is about to get married, anyway he is summoned to the boss's office on the 8th (no less) floor. The boss wants to ask his opinion about some accounting discrepancy, he’s impressed by his response – consequently, the boss invites our accountant, and his fiancee to enjoy his hospitality in Monaco, get married and join him on a cruise on his private yacht.Wow!!Well our accountant gets obsessed with a roulette system he created in Monaco and starts gambling. What starts out as a bit of fun turns into a disaster that threatens his relationship. Or does it?? What writing. Suspenseful, surprising, humorous, cheeky, colourful and engaging. 4 Stars...more",Notes are private!,16,42,1,Nov 2023,"Nov 02, 2023","Nov 01, 2023",,Paperback,view (with text),/book/show/48859.Loser_Takes_All
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,B015VACH4U,313        pp,4.47,"341,173","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/49985946-homegoing
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Diary,"Belorusets, Yevgenia",0811234800,9780811234801,0811234800,128        pp,4.35,177,2022,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Paperback,view,/book/show/61340208-war-diary
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Black,"Hill, Susan",,,0099583348,240        pp,3.75,"69,576","Jan 01, 1947","Mar 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Paperback,view,/book/show/75061494-the-woman-in-black
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lotus Eater,"Maugham, W. Somerset",9998589886,9789998589889,9998589886,0        pp,3.88,220,"Jan 01, 1935",1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Audio Cassette,view,/book/show/2570750-the-lotus-eater
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dry Heart,"Ginzburg, Natalia",0811228789,9780811228787,0811228789,88        pp,4.00,"7,227",1947,"Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Paperback,view,/book/show/42268742-the-dry-heart
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Bedrooms in Manhattan,"Simenon, Georges",0241461561,9780241461563,0241461561,0        pp,3.39,"3,581",1946,"Jul 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/50374029-three-bedrooms-in-manhattan
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flowers of Buffoonery,"Dazai, Osamu",0811234541,9780811234542,0811234541,96        pp,3.85,"4,791",1935,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/61340205-the-flowers-of-buffoonery
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Twisted Love Story,"Downing, Samantha*",0593101006,9780593101001,0593101006,390        pp,3.22,"9,519","Jul 18, 2023","Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Twisted Love Story by Samantha Downing was a thoroughly enjoyable read. This little gem held my attention throughout and it certainly delivered in tA Twisted Love Story by Samantha Downing was a thoroughly enjoyable read. This little gem held my attention throughout and it certainly delivered in the thriller/suspense stakes.The most fascinating aspect of this story was the toxic relationship between Wes and Ivy. OH MY GOD – talk about knowing how to push each other’s buttons. We all know the pinch points of intimate partners – something to be used in critical situations, perhaps when you’re partner has you cornered with logic and reason, and all you have is emotion and spite – a quick button press – quickly achieves DEFCON 1!!!!.Well, Ivy and Wes do this ALL THE TIME. They break up, as a routine. They have friends who wonder why they’re together – friends who take sides. It really is a sight to behold. But it seems they’re in love – really?When her beauty products spread out too far, he swept them into a drawer to clear the counter. The second time, he hid the makeup all over the apartment, stuck in every nook and cranny he could findMy heart rate increased to critical levels after reading this.There are some wonderfully tense interplays between Ivy and Wes. Quite tense, for example at dinner on one occasion, Ivy orders beef – ‘to prepare for battle’ – it’s that type of thing that keeps this reader from sleeping for another half an hour. It’s intriguing – relationships are fascinating. Wes is not above payback. In fact, he loves itNow, I have focussed here on the relationship aspect of this story. There is a helluva lot more – for example, Ivy and Wes may have been part of a hit and run many, many years ago – and they are now under scrutiny from a female detective who is as determined and as gnarly as rusty nails. They MUST work together – yes, these two!! You reckon they'll pull it off?Very enjoyable.4 StarsFootnote: There was one particularly offensive line in this story. One of the characters was looking for an alias and quite wisely made the sophisticated decision to choose the name “Mark” – this prompted the startling retort:”Mark? Of all the names in the world, you picked Mark?”I fell off my chair. ...more",Notes are private!,5,85,1,"Oct 19, 2023","Oct 23, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/52379875-a-twisted-love-story
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,,B0C5Y3JG4S,259        pp,4.15,"26,443","Aug 24, 2023","Aug 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Kindle Edition,view,/book/show/158875813-prophet-song
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chouette,"Oshetsky, Claire*",006306667X,9780063066670,006306667X,256        pp,3.88,"4,696","Nov 04, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/56986846-chouette
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",080216014X,9780802160140,080216014X,128        pp,4.33,"80,782",Feb 2010,"Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 17, 2023",,Hardcover,view,/book/show/61022861-foster
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Love,"Hayes, Alfred",0241307139,9780241307137,0241307139,128        pp,3.88,"2,175",1958,"Jan 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/32935093-in-love
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coming Bad Days,"Bernstein, Sarah",1911547909,9781911547907,1911547909,265        pp,3.48,314,"Apr 22, 2021","Apr 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/56786205-the-coming-bad-days
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Superfluous Man,"Turgenev, Ivan",0393319202,9780393319200,0393319202,80        pp,3.85,"3,227",1850,"Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/971670.Diary_of_a_Superfluous_Man
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peach,"Glass, Emma",1635571308,9781635571301,1635571308,112        pp,3.12,"3,713","Jan 11, 2018","Jan 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Debut novel Peach, by Emma Glass is my second incredible read over the last few days , the other was Study for Obedience -  here : https://www.gDebut novel Peach, by Emma Glass is my second incredible read over the last few days , the other was Study for Obedience -  here : https://www.goodreads.com//show....This must be the time to flirt with literary fiction.Peach is a young college student, raped.The blood is black. Dry. Crack crackly cracklingShe's back home now, our first person narrator, Peach, she tries to patch herself up. Needle, thread, labia.All this, and her hopeless parents, obsessed with sex and each other darting tongues, suggestive innuendo. There’s a baby in the house. Lightly dusted in sugar. He melts a bit , usually outside, always sweet. Leaving sweetness everywhere.The rapist – Lincoln – is described in a disgusting way – he’s greasy, meaty, fatty, bristling with gristle, all contained within a translucent casing. A huge, greasy fat sausage. Be careful. Some sausages can be delicious. Green is Peach’s boyfriend. He is a tender lad, and the interactions between he and Peach give the reader a breather. A refreshing change from the smells, tastes, sights of depravity, decay, and deviance laid before us. There’s a lot of it – watch it! Green has a rolly polly mate named Spud. Emma Glass and her food similitudes. Another one.Peach’s belly seems full. Kiss my lips, piss on a stickThis has been described by critics as ‘art’. I can see why – the author uses words as playthings, she’s a poet, even I can tell. This is the first time I have appreciated the work of a poet; the way Glass toys with cadence and sound had me re-reading passages, re-passing the past. Tying my tongue.My fingers slip on the plastic, oiled, slick, no need to lick, the plastic parts. The dismemberment plan. Hack and stack. Chop. Stop. Neat slices slowlyThis work is an assault on the senses – all of them. Glass paints a vivid and violent picture of the ramifications of rape on the victim, mentally and corporeal. Peach’s teacher, the considerate, Mr Custard was my favourite character. He knew. He wanted to help – at first, I found him ridiculous because Mr Custard appeared to be melting, dripping on student desks. His face started sliding off (his eyes went first) – in the sun, of course. But I got used to Custard – and now I understand why he was the way he was. If I he was at a barbecue, in the sun, I’d sit next to him.Unforgettable.5 Stars...more",Notes are private!,3,60,1,"Oct 14, 2023","Oct 19, 2023","Oct 14, 2023",,Hardcover,view (with text),/book/show/34957071-peach
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Andrews / Shamela,"Fielding, Henry",0140433864,9780140433869,0140433864,390        pp,3.28,"2,646",1742,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Paperback,view,/book/show/110171.Joseph_Andrews_Shamela
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,,B0871LKPJ3,403        pp,4.54,"18,697","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Kindle Edition,view,/book/show/53487237-a-swim-in-a-pond-in-the-rain
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonard and Hungry Paul,"Hession, Ronan*",161219849X,,B07YRSWPWJ,252        pp,4.16,"10,802","Mar 20, 2019","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Kindle Edition,view,/book/show/48595115-leonard-and-hungry-paul
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Imperium        (Cicero, #1)","Harris, Robert*",074326603X,9780743266031,074326603X,305        pp,4.12,"34,678","Sep 19, 2006","Sep 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Hardcover,view,/book/show/243601.Imperium
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unidentified man at left of photo,"Bursey, Jeff*",,9789617036602,,279        pp,4.32,28,unknown,"Sep 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2023",,Paperback,view,/book/show/55365398-unidentified-man-at-left-of-photo
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emperor of Rome: Ruling the Ancient Roman World,"Beard, Mary",,,0871404222,493        pp,4.12,"2,335","Oct 24, 2023","Oct 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emperor of Rome by the wonderful Mary Beard is essential reading for lovers of Roman antiquity, but ALSO for those who are hanging out for an introducEmperor of Rome by the wonderful Mary Beard is essential reading for lovers of Roman antiquity, but ALSO for those who are hanging out for an introduction to this incredible period of human history. This account covers the period from Augustus (27 BCE) to the teenage Elagabalus (reign ended 222 CE).Usually, any account of the Emperors of Rome is chronological. You know, Augustus (the great), Tiberius (the miserable), Caligula (the nutter), Claudius (the unexpected), Nero (the ginga ninja – but also a nutter)….and so on. Well, Professor Beard here, tackles this lot of Emperors differently. That is, by Topic. Food, slaves, succession, administration and so much more.The section on Imperial Dinners was brilliant. Caligula used to nip off with the wives of male guests, have sex with them, return the poor woman to the table and proceed to demean her and her husband. Elagabalus used to have colour themed dinners – the black ones were sure to scare the guests, he also introduced “whoopee cushions” to the world at his dinners – this gender fluid emperor was a genius!! Skin flint, Tiberius, served up yesterday’s leftovers for a ‘feast’ the following day – bahahaha. The fact is, Imperial dining is a particularly revealing lens into the world of the emperor from Sadism to generosity, luxury to terror. The imperial dining room was a site of danger as well as pleasure for the unsuspecting guests. Poisoning had an uncanny close relationship to cookery. There’s a chapter on the Job Description of an emperor. They had so much correspondence, it makes one wonder how they go through it. They probably had their minders reply to much of it. But one thing that struck me was the ‘light touch of power’ in the empire. There was only 1 administrator for every 300,000 people – amazing! Succession was another wonderful chapter – the complexities involved. Also, the importance of adoption in determining who would be heir. Many, or most adoptions involved an emperor adopting an adult male as son. It does seem to me, that adoption (i.e.. selecting an individual with the right skill set) was far more successful in producing decent heirs than by birth. For example, the year of the 5 Good Emperors - Nerva (was appointed by the senate after Nero), Trajan, Hadrian, Antoninus Pius and Marcus Aurelius, all adopted, were considered good, great, emperors. However, Marcus Aurelius allowed his biological basket-case of a son, Commodus, to take over after his death, and that ended in tears, to put it mildly.The chapter on women was enthralling. Women of the Imperial House helped to both guarantee succession and simultaneously threaten to disrupt it. Messalina’s intrigues with one of her aristocratic lovers (for apparently she had many) who were apparently ready to stage a coup - resulted in her being put to death on her husband’s – Claudius – orders with him quipping – “Am I still Emperor, am I still emperor?” Brutal stuff.The equally promiscuous daughter of Augustus, Julia, who was known for having a keen sense of humour only took on a lover when she was pregnant to her husband. She was quoted as saying “I never take a passenger on board, except when the hold is already full”. That is brilliant – I hope it’s true!Interestingly, Mary Beard starts this book and ends it with a discussion on Elagabalus. He’s a little-known emperor. He reigned 218 CE – 222 CE. He was only a boy, aged 14 – 18 years during his reign. He was from Syria and came to be emperor due to some tenuous link with the royal bloodline. This young boy was responsible for a massive empire. Imagine that? I was squeezing pimples at that age and arguing with mum and dad about how long I could stay out with my mates - he was ‘large and in charge’ of an empire! He was also different, he dressed flamboyantly, much to the horror of the Roman Conservatives, he was a follower of the Sun God (hence the name), in fact he installed Elegabal as the chief deity, thus causing religious difficulties in Rome, not helped by his marriage to a Vestal Virgin!! Yes, a Vestal Virgin!!!! But importantly, Mary Beard paints a picture of a human being, a person, a young boy – probably gender fluid. Notably, he even asked one of his surgeons to cut him a vagina. Mary Beard humanises these people. She brings them into your lounge room, she introduces us them as folks, and I love her for that. If you have even slightest inkling to know more about this crazy gang – read this. If you want an extra-sensory experience, listen to Professor Beard’s audiobook as I did – it is quite simply, magic.[image]Elegabalus……poor lad (my opinion) – executed to make way for Severus Alexander.5 Stars...more",Notes are private!,24,111,1,"Oct 11, 2023","Oct 29, 2023","Oct 11, 2023",,Hardcover,view (with text),/book/show/128747007-emperor-of-rome
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Split,"Bolton, Sharon",1250300053,9781250300058,1250300053,382        pp,3.85,"12,338","Apr 28, 2020","Apr 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thrillers are a genre I rarely read; my life is thrilling enough in a troublesome sort of way. This is why I found The Split by Sharon Bolton a pleasaThrillers are a genre I rarely read; my life is thrilling enough in a troublesome sort of way. This is why I found The Split by Sharon Bolton a pleasant surprise, from the get-go.Felicity Lloyd is an ‘Ice Scientist’ (wow) and spends her professional time studying glaciers on an isolated island called South Georgia – not far from Las Malvinas, in the Southern Atlantic Ocean. Felicity also lives in Cambridge, UK, when not working remotely. And it’s back home where things get a bit testy.For example, she believes there is someone coming into her small flat at random times, fiddling around with her stuff and even sleeping there. For example, she will find cigarette butts out the back garden – as she is a non-smoker, this is slightly disconcerting. I found this aspect of the book a little scary, as there have been times I check under my bed (you know the type?), or run up the stairs to my bedroom quickly, and lock the door before a murderer can chase me down and cut me up into wee pieces. But to be fair, I only do this when I am here alone. Yes, there were some very chilling parts of this story, the stuff that makes the hairs on your neck stand up.Felicity is also consulting a psychologist called Joe, as she needs to be medically cleared to return to South Georgia. This seemingly routine exercise gets tricky, as Joe seems to be able to draw out some of her insecurities and apparent history of the worst kind of abuse as a child. Her concerns about the anonymous ‘housemate’ give rise to the possibility of paranoia – Dr Joe was able to draw this out of her too. The scenes between patient and psychologist in the consulting room were fascinating. Then there’s this bloke called Freddie Lloyd, just released from prison for murder and is trying to hunt Felicity down. She is very aware of this, and he is persistent, and vicious. Homeless people play a significant part in this story, which is good to see – providing a window into how our homeless brothers and sisters live.Oh yes, Joe’s mum is a copper – and a very interesting character indeed. Snaky, I’d say. She plays a role in trying to hunt down the various incidents that seem to be surrounding our good Ice Scientist.There are heaps of twists – seriously, I was blown out of the water by some of them, and none were ridiculous. There is tension, suspense, a dash of romance and of course an exciting ending.I’ll give this one a solid 4 Stars...more",Notes are private!,33,40,1,"Oct 10, 2023","Oct 18, 2023","Oct 10, 2023",,Hardcover,view (with text),/book/show/45046750-the-split
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pole,"Coetzee, J.M.",,,1324093862,166        pp,3.71,"2,747","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 09, 2023",,Hardcover,view,/book/show/125484660-the-pole
