,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frank's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,543","May 06, 2014","Jan 01, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If a novel doesn’t have a compelling story, it doesn’t matter how well written it is. I’m ready to put it down and move on. On the flip side of that cIf a novel doesn’t have a compelling story, it doesn’t matter how well written it is. I’m ready to put it down and move on. On the flip side of that coin, sometimes I’ll come across a book that has such great dramatic tension, or whose characters are so compelling — or both — that I can’t put it down. Stieg Larrson’s The Girl with the Dragon Tattoo is like that. Written in a very prosaic style, but keeps you on the edge of your seat from first page to last. Unfortunately, All the Light We Cannot See doesn’t do that.Anthony Doerr knows how to put sentences together as well as anyone writing today. And he knows a lot about a lot of arcane things: radios, how electricity works, snails on the beach, diamonds, blindness, Hitler Youth, birds, the sexual dimorphism of Caribbean volutes. But facts don’t always make for good fiction.The novel is set in occupied France during World War II. It’s actually two separate stories, one from the French side of the war, the other from the German. Marie-Laure is a Parisian girl who becomes blind at age six, and is taught to live with blindness by a loving father. She and her father are forced to leave Paris during the German occupation. The father, who works in the Museum of Natural History, is entrusted with a valuable antique diamond that the curators want to keep from the Nazis. Legend has it that the person who holds the diamond will live forever, but terrible things will happen to everyone around that person. The father and daughter end up in St-Malo, a coastal town where Marie-Laure’s eccentric uncle lives. Once there, terrible things do indeed happen.Werner Pfennig is a German orphan whose instinctive brilliance with radios puts him in a unique position during the war. Werner, whose father died in the coal mines, grows up in an orphanage in the mining town of Zollverein. At the age of twelve, he’s chosen to join the Hitler Youth. His skills with radios keeps him out of danger not only during the years of brutal training, but also when he’s recruited to join the regular army.The story follows the two young people to the end of the war, where they meet in the one compelling part of the book. Alas, though, it’s all over before you can say “All the Light We Cannot See,” and the ending is truly unsatisfying.For all its virtues, All the Light We Cannot See lacks passion and dramatic tension. As charming as the two major characters should be, they’re not compelling enough to make me fear for them or cry for them. There’s something mechanical about the way Doerr presents them to us. And why he decided to make the book twist and turn between 1940 and 1940 is beyond me. This artifice doesn’t add anything to the story; it merely confuses.I’m truly mystified that this book won the Pulitzer Prize for 2015. It must have been a slow year for fiction. ...more",Notes are private!,0,2,1,Jul 2015,"Jul 05, 2015","Jul 01, 2015",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lush Life,"Price, Richard",0374299250,9780374299255,0374299250,464        pp,3.73,"14,356",Mar 2008,"Mar 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While most great writers aspire to stroll the heights of humanity, Richard Price loiters at street level. But unlike a lot of writers who visit the seWhile most great writers aspire to stroll the heights of humanity, Richard Price loiters at street level. But unlike a lot of writers who visit the seamier side of life, writing about crime and street life in the big city comes naturally for Price. He was born in a housing project in the Northeast Bronx in 1949 and grew up there. He was lucky enough to be accepted into the prestigious Bronx School of Science, which gave him a taste of a life far removed from the hardscrabble streets of New York. Some of the nation’s finest scholars and scientists cut their teeth at Science.Price writes about what he knows, from his first book, The Wanderers, to Lush Life, a book that begins as a murder investigation on the Lower East Side of Manhattan, but ultimately becomes so much more. Eric Cash, a restaurant manager and would-be writer, and his new bartender, Ike Marcus, are walking Ike’s drunken friend, Steven Boulware, home from a night of barhopping when a shot is fired and Ike is killed.The nexus of the story — who shot Ike? — seems simple enough to the two detectives who interrogate Cash about the details of the crime. Cash contradicts himself so much they’re sure he did it. However, from that point on, the story becomes far more complex, soaring like the high rises that are about to replace the decaying Lower East Side tenements and housing projects that have been home first to poor European immigrants, then to even poorer blacks and Latinos, and now to the artsy types who are gentrifying the area. Lush Life quickly moves beyond a murder investigation and becomes one story layered over another over another. The story of Matty Clark and Yolanda Bello, the cops who interrogate Eric Cash and ultimately try to track down the real killer. (Cash’s interrogation by Clark and Bello is a masterpiece of inner city dialogue.) The story of Cash himself, who turns out to have a lot of unfulfilled dreams and an unfinished manuscript in his digs. The story of Ike Marcus, who was as cocky in death as he was in life. (“You picked the wrong guy,” he tells the two black muggers, one of whom turns around and shoots him.) The story of Tristan, a teen from the projects who’s stuck in an abusive home taking care of his younger siblings when he’d rather be on the streets hustling for the local drug king. The story of Billy Marcus, Ike’s father, whose grief is so tangible Matty Clark ends up letting him tag along as he looks for the killer.The only thing lush about Lush Life is Price’s writing. Price has a special affinity for the way cops talk; the most brilliant passages are cop-to-cop and cop-to-perp conversations. Ironically, he saves his most acid observations for the Bohemes, the artsy types who are pushing the poor people out of their shabbily feathered nests. Put it all together and you have a colorful patchwork quilt of the Lower East Side at a time of transition. Price gives us a unique and lush look at one neighborhood in the world’s greatest city. ...more",Notes are private!,0,0,1,not set,"Jun 16, 2015","Jun 17, 2015",,Hardcover,view (with text),/book/show/1862313.Lush_Life
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,224","Sep 23, 2013","Oct 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My idea of a great antihero is Walter White, the mercurial, super-intelligent protagonist of Breaking Bad, who roller coasters from heroic and kind toMy idea of a great antihero is Walter White, the mercurial, super-intelligent protagonist of Breaking Bad, who roller coasters from heroic and kind to shockingly evil and back again. No matter how monstrous he gets, you’re captivated by him, always rooting for him. Theo Decker, the protagonist of The Goldfinch, could have been an antihero, but it’s difficult to find anything heroic about him. He could have been a modern day Tom Sawyer, but all his adventures are chaotic and uninspiring. Theo is an alcoholic, a junkie, a whiner, a nihilist, a con man, stumbling through life in a chemical haze. He can be charming, you can feel sorry for him, you can even root for him, but he never rises to the level of heroic.The Goldfinch is Theo’s story, from age thirteen, when he loses his beloved mother in a terrorist bombing in Manhattan, to his mid-twenties, when he’s traveling the world trying to make amends for the crimes he’s committed. After his mother dies, he’s taken in by the Park Avenue family of a schoolboy friend because his feckless father is busy gambling in Vegas with his new girlfriend. (Tartt has a great eye and ear for the snobby Manhattan social set.)When Theo’s father finally takes a breather from his gambling long enough to come fetch his son, Theo’s Las Vegas adventure begins. Here he meets Boris, a Russian kid whose mother has also died, a kid who also has a less than ideal father. Boris introduces Theo to drugs and a world far removed from the world he knew under his mother’s protective wing. Theo manages to keep his mother’s memory alive with an unlikely memento: a small painting of a goldfinch he took from the site of the terrorist bombing that killed her. The painting, which at first is a source of comfort, ultimately becomes one of many sources of trouble for Theo, whose life becomes more and more reckless as he ‘matures’.Tartt’s writing can at times be breathtaking: “As I moved about through the stagnant silences, the pools of shadow and deep sun, the old floors creaked underfoot like the deck of a ship, the wash of traffic out on sixth Avenue breaking just audibly against the ear.” It can also at times be unbelievable, incomprehensible and full of clichés, so overwritten it was difficult for me to slog through to the end. Tartt could have lopped off 300 of The Goldfinch’s 784 pages and come up with an entertaining adventure/mystery novel, but too often she seems to be writing without much regard for the story, veering off into long asides about making antique furniture, eating, drugs, you name it. The Goldfinch is like a beautiful child that Tartt keeps feeding until it’s gross and overweight, with unsightly fat hanging off its limbs....more",Notes are private!,0,0,1,May 2015,May 2015,"May 01, 2015",,Hardcover,view (with text),/book/show/17333223-the-goldfinch
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Painter,"Heller, Peter",0385352093,9780385352093,0385352093,364        pp,3.82,"15,576","May 06, 2014","May 06, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Peter Heller should have been a travel writer. Or maybe an art critic. He writes beautifully about both in The Painter. But the tale interwoven betweePeter Heller should have been a travel writer. Or maybe an art critic. He writes beautifully about both in The Painter. But the tale interwoven between Heller’s musings on art, nature and fly fishing is something else again.The protagonist of The Painter, Jim Stegner, is a successful Colorado artist. Stegner makes his living by painting, but painting is, more significantly, the way Stegner tamps down the anger that rages inside him. He’s a tornado, wreaking havoc wherever he goes. The story begins peacefully enough, with Stegner spending his days painting his beautiful young model, fly fishing and musing about poetry. It takes a wild turn when he’s out fishing one afternoon and comes across a man viciously beating a horse. Stegner’s trouble begins when he intervenes and incurs the wrath of a man who’s even angrier and more dangerous than he is. Heller is a good writer. Good enough to almost make me believe Stegner is real. Stegner is so arrogant, so self absorbed, I don’t know how he gets through his days without breaking an arm trying to pat himself on the back. But then, he obviously has reason to be proud of himself. After all, every beautiful woman on the planet is attracted to him.(Note to myself: try not to make your protagonists so macho, so irresistible to women that you make your readers sick.)Heller strings words together quite beautifully. However, he has created a story that stretches his credibility and the credibility of his characters. Without giving away the end game, let me just say that The Painter stretches suspension of disbelief beyond the breaking point. It’s a deeply flawed work by a talented writer. ...more",Notes are private!,0,1,1,not set,"Feb 26, 2015","Mar 02, 2015",,Hardcover,view (with text),/book/show/18310201-the-painter
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Putin","Ciotta, Jennifer*",0615602525,9780615602523,0615602525,210        pp,4.01,128,"Jan 23, 2012","Apr 18, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I first learned that Jennifer Ciotta wrote ‘I Putin’ in the Russian President’s own voice, I thought “this woman has cajones.” How do you pull ofWhen I first learned that Jennifer Ciotta wrote ‘I Putin’ in the Russian President’s own voice, I thought “this woman has cajones.” How do you pull off a story about such a public figure writing in the first person? Especially one as inscrutable and vilified in the U.S. as Vladimir Putin.Well, Jennifer Ciotta pulls it off magnificently. I Putin is actually written both from Putin’s perspective as he dictates his memoirs to his fictional personal aide Gosha Golubev and from the perspective of Gosha himself. It’s a sometimes delightful, sometimes unsettling look at the private life of a man who is usually portrayed in the U.S. as a megalomaniac, a dictator, a ruthless imperialist. Much of the book’s charm comes from the portrayal of Gosha, a humble kid who never does understand how he became the personal aide to the President of Russia. I Putin chronicles the man’s life from his dreadful early years when his parents shared a one-bedroom apartment with two other families to his rise to President of the Russian Federation. Young Vladimir was small and frail, the perfect target for bullies. So he learns judo, gains confidence, evolves from a poor student to a high achiever, quickly showing that he’s destined for greatness. After graduating from college, he joins the KGB, and quickly becomes a star. In 2000, he replaces Boris Yeltsin, who struggles with a serious drinking problem, as Acting President of the Russian Federation.Perhaps the most compelling part of this slim book is the way Putin handles the 2000 explosion aboard the Kursk, Russia’s premier submarine. Although it appears that all 118 seamen aboard the sub will die under the Barents Sea if Putin doesn’t accept foreign intervention, he does nothing until the Russian people cry for his ouster. He leaves Moscow in fear that he’s about to be overthrown and goes into hiding on the Estonian border. While there, he meets with U.S. President Bill Clinton, who convinces him to accept help from the U.S. and Britain. It’s too late to save the sailors on the Kursk, but it does save his presidency.Although Ciotta’s Putin can be cold and aloof, she’s managed to write a book that also shows a more human side. I Putin is both charming and insightful. It’s particularly timely today, when the man is accused of fomenting revolution in the Ukraine and renewing the Cold War between East and West. I Putin is Jennifer Ciotta’s first book. It’s a terrific debut. I can’t wait for the next one....more",Notes are private!,0,1,1,not set,Feb 2015,"Feb 16, 2015",,Paperback,view (with text),/book/show/13741940-i-putin
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,352","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The LowlandSome writers scream at you. Jhumpa Lahiri whispers, barely audible above the hustle and bustle of everyday life. The Lowland is her tale ofThe LowlandSome writers scream at you. Jhumpa Lahiri whispers, barely audible above the hustle and bustle of everyday life. The Lowland is her tale of two brothers, little more than a year apart in age, who grow up in Tollygunge, a suburb of Calcutta, in the 1950s. Although they’re inseparable, they’re also opposites. Subhash, the oldest, is quiet and obedient. Udayan is charismatic and defiant. In the 60s, Udayan marries his sweetheart and joins the Naxalites, a revolutionary group that fights to eradicate injustice and poverty in India. Subhash goes to Rhode Island to study science. When Udayan suffers a terrible fate in the marshy lowland where they played as children, Subhash returns home. Gauri, Udayan’s pregnant wife, lives with her in-laws because she has nowhere else to go. Subhash sees how she’s treated, and decides he owes it to his brother to care of her.Although Guari doesn’t love Subhash, she feels trapped by her culture and her circumstances. So she accepts his marriage proposal and invitation to go to Rhode Island with him. Once there, Guari struggles to adjust to her new relationship and her new country, neither of which she chose with complete freedom of will. Her unhappiness, her inability to move forward, becomes apparent just before her daughter is born. She and Subhash are walking on the beach, talking about the soon-to-be-born child.Your brother was supposed to be here… This child should have been his responsibility, whether he wanted it or not.I’ll make it mine, Gauri. I’ve promised you that.She was unable to express her gratitude for what he’d undertaken. She was unable to convey the ways he was a better person than Udayan. She was unable to tell him that he was protecting her, for reasons that would cause him to regard her differently.She looked back at the set of footprints they made in the damp sand. Unlike Udayan’s steps from childhood, which endured in the courtyard in Tollygunge, theirs were already vanishing, washed clean by the encroaching tide.It’s all downhill for Gauri from there.The Lowland is a rip-your-heart-out, unrelentingly sad story. It’s the story of a man whose efforts to enjoy a new life in a strange land are thwarted by the unseen, but ever-present spirit of his brother. It’s the story of a woman who’s spiritually isolated, like a ship torn from its anchor and left to drift aimlessly in a hostile sea. It’s the story of a child who is forever cursed by the death of a father she doesn’t know exists until she’s a grown woman.Jhumpa Lahiri is a masterful writer, elegant, poetic, subtle. She’s also a master of sadness and heartache. If you choose to read The Lowland, be aware that the sun seldom breaks through the pages of this mournful tale, and when it does, it’s only for the briefest of moments. ...more",Notes are private!,0,0,1,not set,"Jan 24, 2015","Jan 24, 2015",,Hardcover,view (with text),/book/show/17262100-the-lowland
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Child        (Johnny Merrimon, #1)","Hart, John*",0312359322,9780312359324,0312359322,373        pp,4.14,"42,724","May 12, 2009","May 12, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Last ChildI’ve always felt that different categories of books deserve different ratings. Mozart and Otis Redding are about as similar as lace and The Last ChildI’ve always felt that different categories of books deserve different ratings. Mozart and Otis Redding are about as similar as lace and leather, so I would never try to compare Mozart’s Eine Kleine Nacht Musik with Redding’s Sittin On The Dock of the Bay. But both are five star compositions within their own genres.By the same standard, it’s impossible to compare literary fiction with mystery/thriller fiction. But I’d give some works in both categories five stars. James Lee Burke is a master of the mystery/thriller genre. A few of his books (e.g. The Tin Roof Blowdown) are five star works. John Hart hasn’t quite reached the heights of Burke, but he’s got almost three decades to catch up. Hart’s prose cuts like a razor. His characters are as authentic and unadorned as if they’d walked off the streets. He’s a topnotch writer who’s only going to get better, if he doesn’t decided to go lie on a beach for the rest of his life.His third novel, The Last Child, is a solid four stars. It’s the story of a young boy, Johnny Merrimon, whose life is turned upside down when his twin sister disappears at age thirteen. His mother is devastated, his father takes off, and he’s left with the task of finding his sister and protecting his mother from herself and the abusive thug she’s become involved with since her husband disappeared.Detective Clyde Hunt, who’s assigned to the Merrimon disappearance, is worried about Johnny’s reckless disregard for danger as he tries to find out what happened to his sister. Hunt, who also has a soft spot for Johnny’s delicate, beautiful mother, never imagined how far Johnny would go to find the truth about his sister, or the danger both of them would encounter as a result.The Last Child moves like a downhill freight train — relentless, constantly gathering speed as it roars toward its climax. It’s without a doubt one of the best thrillers of the past decade....more",Notes are private!,0,0,1,not set,"Jan 25, 2015","Dec 23, 2014",,Hardcover,view (with text),/book/show/5556466-the-last-child
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inca Gold        (Dirk Pitt, #12)","Cussler, Clive",0743426800,9780743426800,0743426800,592        pp,4.00,"27,959","Jun 02, 1994","Jun 05, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clive Cussler isn’t the kind of writer whose books I’d normally plunk down ten bucks to buy. But a friend gave me Inca Gold, and I felt obligated to rClive Cussler isn’t the kind of writer whose books I’d normally plunk down ten bucks to buy. But a friend gave me Inca Gold, and I felt obligated to read it. I knew he’d want to know what I thought about it. I almost tossed it in the “Donate to Local Library” bin after 20 pages. Dirk Pitt, the hero of Inca Gold — Dirk Pitt? Really? Is Cussler playing with us? — is just one step below Superman in the pantheon of literary heroes. When Pitt’s got your back, you don’t have to worry about anything. He and his trusty sidekick Robin… I mean Al… save a group of archeologists and their students from a ruthless gang of antiquity thieves, not once, but twice. Then there’s the writing; so sappy I had to take antacid. What guy would say: “Speaking for myself, I’d prefer the waiting arms of a beautiful woman oozing supple elegance and wearing a little something black and flimsy.”The saving grace of Inca Gold, if there is one, is the lessons in Pre-Colombian antiquities and marine biology Cussler gives us. He knows his stuff, even if he is occasionally a bit inaccurate. Inca Gold is a treasure trove of interesting facts about ancient treasures.If you like your adventure stories with a big dollop of honey, then Inca Gold’s for you....more",Notes are private!,0,0,1,not set,"Nov 22, 2014","Nov 21, 2014",,Paperback,view (with text),/book/show/198332.Inca_Gold
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Running the Amazon,"Kane, Joe",067972902X,9780679729020,067972902X,281        pp,3.96,"1,916","Jun 17, 1989","May 12, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A friend who knew that I had spent a month on the Amazon in a dugout canoe gave me Joe Kane’s book, ‘Running the Amazon’. It’s the story of the first A friend who knew that I had spent a month on the Amazon in a dugout canoe gave me Joe Kane’s book, ‘Running the Amazon’. It’s the story of the first expedition to travel from the source of the great river — 17,000 feet up in the Andes — to its mouth 4,200 miles away in Brazil. I began reading it with a huge dollop of skepticism. After all, I knew it wasn’t as romantic as it seemed. I had spent much of my time on the river swatting no-see-ums during the day, being devoured by mosquitoes at night, sometimes paddling for a full day in the blazing heat without seeing another human being, the river so wide at times you can barely see the other side. But I also knew that when you have a group of people bound together under difficult conditions, especially people with outsized egos, sparks can fly. The conditions for Kane and the nine others in the expedition he joined as its chronicler were difficult beyond imagination, far beyond my limited sea-level knowledge of the river. They had to battle oxygen deprivation at the top, rapids that roared through immense canyons on the way down, Peruvian revolutionaries who threatened to kill them, drug traffickers, unimaginable fatigue, the vagaries of nature, and most of all, their own emotions and those of each person on the expedition. The result: one of the most thrilling true adventure tales you can imagine.Joe Kane is a wonderful writer, and he had a unique cast of characters to write about. Imagine ten people with egos big enough to take a journey that no human being had ever taken before, one that would be dangerous at best and deadly at worst. This is the cast of characters that make ‘Running the Amazon’ such a magnificent tale. Kane, the only North American, is a newspaper reporter from San Francisco. Francois Odendaal, the South African expedition leader, is a man with grandiose plans and more than a few character flaws. Piotr Chmielinski, the Polish co-leader, proves to be a pillar of strength for a group that is torn by dissension before a third of the journey is completed. British doctor Kate Durrant, the only woman, provides medical support for the group. The others — Tim Biggs, Zbyszek Bzdak, Jack Jourgensen, Jerome Truran, Sergio Leon and Pierre Van Heerden — all have skills that should have made the expedition stronger. But egos clash and personal agendas get in the way. Only a handful would be around at the end of the six month journey. But they give us one helluva ride along the way....more",Notes are private!,0,3,1,not set,"Feb 05, 2014","Oct 10, 2014",,Paperback,view (with text),/book/show/494562.Running_the_Amazon
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Spook,"Ameringer, Charles*",,,B00802OFA6,335        pp,3.57,30,"May 10, 2012","May 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’re interested in the early rock-em-sock-em, no-holds-barred days of the CIA, when the agency was plotting regime overthrows and assassinations If you’re interested in the early rock-em-sock-em, no-holds-barred days of the CIA, when the agency was plotting regime overthrows and assassinations all over the world, ‘The Old Spook’ is for you. This roman a clef begins in 1977, as CIA agent Tom Miller reminisces about the 26 years he spent in the agency until new director Stansfield Turner summarily canned him and 800 other agents. Most of the characters in The Old Spook are real people involved in real mid-Twentieth Century political intrigues. The action begins in 1954, with Miller’s first job as part of the CIA team that orchestrated the overthrow of Guatemalan president Jacobo Arbenz. After Arbenz is ousted, Miller moves on to Mexico’s National University, where he poses as a researcher from Tulane so he can infiltrate the growing leftist movement in Mexico. Tom Miller spends much of his career being bounced around from one Latin American hot potato to another, including the CIA’s attempt to have the Mafia assassinate Castro, the ill-fated Bay of Pigs invasion, the downfall of Salvador Allende and the brutal dictatorship of Augusto Pinochet in Chile. Ironically, though, for all the Big Stage projects in Miller’s career, his life doesn’t get really exciting until he leaves the CIA. In 1978, he moves back to Milwaukee, where he grew up, and begins working as a private detective. He’s hired to find Jack Aldo, a guy who disappeared without a trace. As fate would have it, he unwittingly gets entangled in some unfinished business the CIA has with the Mafia. The more he looks into the mysterious disappearance of Aldo, the more danger he encounters. Author Charles Ameringer writes about Tom Miller’s exploits with such authority you’d think he was an ex-CIA agent, not a retired professor of Latin American studies at Penn State. The man really has a lock on the seamy side of the CIA during its early years....more",Notes are private!,0,0,1,not set,"Aug 15, 2014","Oct 02, 2014",,Kindle Edition,view (with text),/book/show/17311146-the-old-spook
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0684830493,9780684830490,0684830493,96        pp,3.80,"1,148,324","Sep 01, 1952",1996,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hemingway RevisitedWhen I was young, I loved Hemingway. He was a huge influence on my early writing, and in the kind of stuff I liked to read. He had Hemingway RevisitedWhen I was young, I loved Hemingway. He was a huge influence on my early writing, and in the kind of stuff I liked to read. He had the poet’s gift of being able to say a lot in very few words. When I read The Old Man and the Sea in the early 60s, I thought it was the ultimate expression of that gift. And apparently so did most of the world. The book won the Pulitzer Prize in 1953, and Hemingway won the Nobel Prize for Literature in 1954, largely based on the impact of that book. ""For his powerful, style-forming mastery of the art of modern narration, as most recently evinced in 'The Old Man and the Sea,'"" the Swedish Academy wrote in its presentation.So when I reread The Old Man and the Sea recently, it surprised me that my perception had changed so much. At a time in my life when machismo seems more of a character flaw than an honorable trait, I don’t think the monumental struggle the old man put up with the fish was worthy of such high praise. In fact, I found this spare little book, in spite of a few lyrical moments, a bit tedious. It doesn’t rise to the heroic level of some of Hemingway’s earlier books. But it did change the way so many writers, including myself, look at our craft. For that reason, I give it three stars....more",Notes are private!,0,0,1,not set,"Sep 04, 2014","Sep 04, 2014",,Hardcover,view (with text),/book/show/2165.The_Old_Man_and_the_Sea
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Things Falling,"Vásquez, Juan Gabriel",1594487480,9781594487484,1594487480,302        pp,3.83,"18,596",May 2011,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sound of Things Falling is the sound of lives falling apart. It’s the story of how two families in present-day Colombia were affected by the vicioThe Sound of Things Falling is the sound of lives falling apart. It’s the story of how two families in present-day Colombia were affected by the vicious war drug lord Pablo Escobar fought with the Colombian government in the mid-1980s and early 1990s. The story begins with young law professor Antonio Yammara’s recollection of Ricardo Laverde, a friend who we eventually learn was murdered as the two of them walked on a Bogota street. For years, Yammara is too taken with his own pain — you see, he was an accidental victim of the murderer’s bullets — to wonder why Laverde was murdered. It isn’t until 2009 that he begins to look into the reasons, and when he does, he takes us on quite an odd, fascinating journey.With this book, Juan Gabriel Vasquez shows us that he has the makings of a major literary talent, but his style and intent are far different than that other major Colombian literary talent, Gabriel Garcia Marquez. Vasquez writes with stark realism about troubled people. He does so beautifully, with exquisite control, revealing just enough of the unraveling mystery behind Laverde’s murder to lead one New York Times critic to call the book a page-turner, a label I wouldn’t give it. As beautifully written as the book is, it suffers from literary ennui, perhaps like the ennui Colombia seems to have suffered following Escobar’s takedown. All the major characters are troubled. Yammara, the protagonist, is an intelligent man with a prestigious job, a loving wife and a healthy baby girl. But he’s so depressed he’s depressing; he takes years to get over the gunshot wound he received when Laverde was murdered. When he does recover, he’s unappreciative of and insensitive to his wife and child. He’s not a sympathetic character. Laverde, whose life is looked at by Yammara years after he dies, is a more sympathetic, but equally troubled, character. But Laverde, we learn, has reasons to be troubled. Maya, his daughter, who Yammara tracks down in his effort to find out why Laverde was murdered, seems to glide through life as if she’s lost in a fog. Juan Gabriel Vasquez is a talented writer, and he’s young enough he probably has many more books to show us from his inner library. I just hope the characters he chooses to write about in his next book are more heroic and worthy of his talent....more",Notes are private!,0,1,1,not set,"Oct 06, 2014","Sep 04, 2014",,Hardcover,view (with text),/book/show/16171259-the-sound-of-things-falling
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zeitoun,"Eggers, Dave",1934781630,9781934781630,1934781630,342        pp,4.05,"78,269","Jul 15, 2009","Jul 15, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some stories don’t have to be written. They write themselves. Such is the Kafkaesque tale of Abdulrahman Zeitoun, a New Orleans painting contractor whSome stories don’t have to be written. They write themselves. Such is the Kafkaesque tale of Abdulrahman Zeitoun, a New Orleans painting contractor who stayed in the city during Katrina to protect his home and experienced twenty three days of unimaginable duress and, ultimately, injustice. The story, as told by Dave Eggers with an unemotional journalist’s eye, follows Zeitoun through the early hours of the storm, as windows blew out, branches crashed on the roof, and the house moaned in agony. As the eye of the storm got closer, he dragged his second hand canoe from the garage, just in case the city flooded. When the worst of the storm had passed, he looked at the house and felt it could have been much worse. By afternoon, the flood water, which had risen to eighteen inches, was almost gone. He called his wife, who had taken their four kids and dog to her brother’s house in Baton Rouge. “Come back,” he said. Fortunately, she decided to wait until the next day. The next day, the levees broke, and New Orleans was under water again, but this time the water didn’t stop rising until it reached the rooftops. Most of New Orleans, you see, is below sea level. Zeitoun thanked Allah he had his canoe. Over the next seven days, as the city lie under water, Zeitoun roamed the flooded streets in his canoe, helping stranded people and dogs, looking for help from the few aid workers who seemed to be in the city, watching the fires burn all around the city, trying to avoid the murderous gangs that had taken over downtown. On the seventh day, as the water receded, when it seemed the worst was over, Zeitoun’s troubles only worsened….Zeitoun is a tale that could only happen in New Orleans, a city that lives on both sides of darkness and light. It’s at the same time one of the most tolerant and racist cities in the U.S. It’s a study in contradictions, filled with both art and ignorance. When I lived there thirty years ago, a friend knocked on my door one night with clothes torn and face bruised. She told me someone had tried to rape her. I called the police. Ten minutes later two young officers arrived. One of them took a statement from my friend, while the other nodded off on my living room couch. When my friend finished giving her statement, the two officers rose to go. “If it happens again, let us know,” one of them said as they walked out the door.If it happens again…Sadly, I don’t think much has changed in New Orleans since then. For all its charm and beauty, it’s a city that’s being consumed by its own lunacy. Zeitoun is only one small, heart-wrenching chapter in the city’s bizarre history. But if you want to know the dark side of New Orleans, you must read this troubling tale....more",Notes are private!,0,1,1,not set,Nov 2013,"Aug 07, 2014",,Hardcover,view (with text),/book/show/6512154-zeitoun
