,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Nandakishore's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Far Can You Go?,"Lodge, David",,,,244        pp,3.75,"1,580",1980,1981,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How Far Can You Go? is an excellent novel if you like novels of ideas where the author's commentary is constantly present as a sort of voice-over. It How Far Can You Go? is an excellent novel if you like novels of ideas where the author's commentary is constantly present as a sort of voice-over. It has been labelled a black comedy - on the front jacket, Graham Greene calls it ""hilarious"" - but for me, it was more of a bittersweet experience. The author has an irreverent attitude, and characters are presented as caricatures; but as the novel goes on, we empathise more and more with them and the life dilemmas they face, and we find it difficult to laugh at them.""How far can you go?"" is the question a group of young college students - devout Catholic, all - ask themselves at the beginning of the novel: that is, how far you can go without committing a mortal sin. Because these are full-blooded youngsters, hormones truly on the rage, being held back from their biological urges by the strictures of a medieval religion. As the tale goes on, they slowly learn that this question is applicable to all aspects of their life, not just sex. And people react differently: some break away, some become even more conservative, and some lose their marbles.At the same time, the Catholic Church itself is grappling with the question with how far it can go to accommodate modernity without dismantling the religion itself. This dichotomy of adaptation versus survival is tearing the church apart - and also, creating serious ripples in the lives of Catholics, both the clergy and the laity.David Lodge purposefully uses an omnipotent authorial voice, rather like the Biblical God. He tells, rather than shows, many a time; breaks into asides where he directly talks to the reader; and keeps on reminding us that the characters he created are just products of his imagination. This works brilliantly, as his running commentary on the changes in Catholicism interspersed with the scenes from the lives of his characters creates a wonderful kaleidoscope of a society in turmoil after the Second World War - a society where Hell is extinct, morality is a strangely fluid concept, and sin and virtue are ambiguous ideas. Ultimately, the novel is about change - which is the only constant in human history.This is a book which will make you think a lot....more",Notes are private!,0,9,1,Jan 2023,"Jan 07, 2023","Jan 01, 2023",,Mass Market Paperback,view (with text),/book/show/23298853-how-far-can-you-go
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Complete Shorter Fiction,"Wilde, Oscar",0192833766,9780192833761,0192833766,288        pp,4.11,"3,566",1894,"Jul 09, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Facing a horrendous reading (and ing) block for months, this is the book I looked up to, to pull me out of the morass. It was mainly due the memFacing a horrendous reading (and ing) block for months, this is the book I looked up to, to pull me out of the morass. It was mainly due the memory of two tales: The Selfish Giant which I studied in school, and The Happy Prince, which I read in translation as a kid and was mesmerised.Reading these tales as an adult on the threshold of sixty, I can say that the magic of Oscar Wilde still works. He is a consummate storyteller, and the fairy-tale format suits him to a 'T'. He writes a bit like Hans Andersen, but infuses his tales with a lot more irony than the pure tragedy that Andersen strove for. The result is a curious mix, as though a mischievous uncle is purposefully distorting a story to tease his audience.Written in a universe where socialism and communism were still relatively unknown, Wilde however proves himself to be squarely on the side of the underdog. Many of these tales criticise social inequality quite harshly, albeit from a moralistic Christian point of view - but without the preaching which would make them unreadable. The Selfish Giant, with its cloying sentimentality, is still my favourite among these tales. The Happy Prince is much better written, however - especially the tragic irony of the conclusion. Wilde uses the same method in The Nightingale and the Rose and The Star Child, wrong-footing the reader at the end.The most unusual tale in this collection is The Canterville Ghost, a true-blue ghost story, containing elements of genuine horror - yet handled in sardonic vein which highlights its absurdity. If I were not a fan of The Selfish Giant way before I chanced upon this collection, I guess I would have ranked this story as tops.A highly readable collection. Good? Definitely. Great? Not so much....more",Notes are private!,0,11,1,"Dec 24, 2022","Dec 31, 2022","Jan 01, 2023",,Paperback,view (with text),/book/show/19398.Complete_Shorter_Fiction
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fervor,"Katsu, Alma*",0593328337,9780593328330,0593328337,309        pp,3.63,"4,159","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Hardcover,view,/book/show/58652649-the-fervor
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going for Broke: The Rise of Rishi Sunak,"Ashcroft, Michael",1785906372,9781785906374,1785906372,357        pp,3.85,62,unknown,"Nov 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I rang for Jeeves the moment I returned from the Drones. I was feeling a bit nonplussed.He shimmied in, with the much-needed restorer on a tray.""ThankI rang for Jeeves the moment I returned from the Drones. I was feeling a bit nonplussed.He shimmied in, with the much-needed restorer on a tray.""Thank you, Jeeves,"" I said after quaffing the stiffish whisky-and-soda in a gulp. ""That was a life-saver! I must tell you that I was in dire need of it.""""Indeed, sir?"" Jeeves' right eyebrow went up one-sixteenth of an inch, showing that he was greatly concerned.""Very much. Jeeves,"" I continued, ""they tell me at the Drones that an Indian chappie is our new PM. Is that right?""Jeeves didn't reply immediately. His lip had curled up infinitesimally. The man was smirking.""A common enough mistake, sir,"" he said. ""Mr. Rishi Sunak, our current Prime Minister, is not Indian. He is what they term a Britisher of Indian origin.""""Does that mean he came from India?""""Oh no, sir. It only means that Mr. Sunak's forefathers are of Indian origin.""""Ah!"" I said as light dawned on me. ""You mean his parents are from India.""Jeeves coughed deferentially. ""Not exactly, sir. The current prime minister's father came to England from Kenya and his mother came from Tanzania.""""Those countries are in Africa, aren't they?"" My head was in a whirl again. ""Then why isn't the blighter called African?""""Well, sir, Mr. Sunak's grandparents originally relocated to Africa from Gujranwala in colonial India...""""Oho!"" I was getting it now. ""That is why you said his forefathers are from India!"" I said, interrupting Jeeves.Jeeves once again cleared his throat. ""I would not say that that statement is one hundred percent accurate, sir.""I was lost again. ""Why, Jeeves?""""Because Gujranwala is in current-day Pakistan, sir,"" he said almost apologetically.""Blast it, Jeeves!"" I wailed in consternation. ""We have a bloke whose parents are from Africa, and whose grandparents are from Pakistan, in No:10 Downing Street - and he is called Indian? Why?""Jeeves lips had gone up by the eighth of an inch. The chap was smirking again.""Well, sir, if I might hazard an opinion."" He said in a low voice. ""I think it might be because Mr. Rishi Sunak worships cows.""""By Jove, Jeeves!"" I exclaimed, as illumination finally dawned on me. ""Now I get it! You have... what is the phrase you always use, for putting one's finger on the thing?""""Is 'rem acu tetigisti' the phrase you are searching for, sir?""""You're damn right it is! Now get me another stiffener! I need it."" ...more",Notes are private!,0,47,0,not set,not set,"Oct 30, 2022",,Hardcover,view (with text),/book/show/55883282-going-for-broke
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender is the Flesh,"Bazterrica, Agustina",1982150920,9781982150921,1982150920,209        pp,3.80,"205,018","Nov 29, 2017","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Paperback,view,/book/show/49090884-tender-is-the-flesh
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,433","May 22, 2018","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/36124936-the-outsider
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Girl Support Group,"Hendrix, Grady*",059320123X,9780593201237,059320123X,352        pp,3.52,"135,261","Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/55829194-the-final-girl-support-group
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,878","Jun 30, 2020","Jun 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/53152636-mexican-gothic
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kalahari Typing School for Men        (No. 1 Ladies' Detective Agency, #4)","McCall Smith, Alexander*",,,,210        pp,4.01,"40,183","Jun 01, 2002","Feb 26, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Oct 11, 2022","Oct 12, 2022","Oct 12, 2022",,Paperback,view,/book/show/7036.The_Kalahari_Typing_School_for_Men
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haroun and the Sea of Stories        (Khalifa Brothers, #1)","Rushdie, Salman",0670886580,9780670886586,0670886580,224        pp,3.99,"35,155",1990,"Aug 27, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Children's literature cannot be trivialised. Writing for children is no joke: the story has to be fresh, the language simple yet engaging, and the pacChildren's literature cannot be trivialised. Writing for children is no joke: the story has to be fresh, the language simple yet engaging, and the pace quick to hold the attention of these agile minds. The fact that a literary author like Salman Rushdie can do it with such consummate mastery speaks volumes about his command over the medium.Haroun and the Sea of Stories is a story about stories and storytelling, harking back to the days when the bard sang his sagas to a captivated audience sprawled in front of him on the great open spaces, maybe under a full moon, maybe around a roaring campfire. Tales of sadness, tales of joy, and tales of valour; tragedies, comedies, and farces; stories about animals, about celestial beings, and about ""ghoulies and ghosties and long-legged beasties and things which go bump in the night""... all flowed from the glib tongues of the professional storytellers.This is the story of Haroun Khalifa, son of Rashid Khalifa, the official storyteller of a city so sad that it had forgotten its own name, in the country of Alifbay. Haroun and his family are the only happy family in the city, it seems, because of the endless hoard of tales stocked in Rashid's repertoire. To his fans, he is the ""Ocean of Notions"" but to his detractors, he is the ""Shah of Blah"".Haroun's world comes crashing down one day when his mother Soraya runs away with a neighbour, and Rashid subsequently loses his gift of the gab. Disaster stares dad and son in the face when suddenly, a nocturnal adventure on the moon named 'Kahani', takes both of them to the very source of stories: the Ocean of the Streams of Stories. However, this world is on the verge of a catastrophe - its Great Story Sea is about to be poisoned by Khattam-Shud, the Cultmaster of Bezaban from the evil Land of Chup, where eternal darkness reigns. Princess Batcheat of the good kingdom of Gup has been also kidnapped by the evil Chupwalas, and is about to be sacrificed.It falls upon Haroun, the water-genie Iff, the floating gardener Mali, Butt the hoopoe, Blabbermouth the page, Goopy and Bagha the plentimaw fishes and the Shah of Blah himself to save the day. They do it, with the leader's role played by Haroun - and how!This is not just a tale for kids. The meta-narrative abounds with references to storytelling traditions around the world, and storytellers.Haroun and Rashid - Haroun Rashid, the famous caliph from the Arabian NightsOcean of the Stream of Stories - the Katha-Sarith-Sagara.Goopy and Bagha from Satyajit Ray's 'Goopy Gyne Bagha Byne'Also, the names-Princess Batcheat Prince BoloKhattam-ShudBezabanAlso Mudra, modelled on a Kathakali artist.If you know Hindi, these tongue-in-cheek names are a riot!...more",Notes are private!,0,21,1,"Oct 09, 2022","Oct 11, 2022","Oct 11, 2022",,Hardcover,view (with text),/book/show/4835.Haroun_and_the_Sea_of_Stories
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Origin of Species,"Darwin, Charles",0140432051,9780140432053,0140432051,480        pp,4.01,"114,556",1859,"Aug 26, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Paperback,view,/book/show/835509.The_Origin_of_Species
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Lose a Country: The 7 Steps from Democracy to Dictatorship,"Temelkuran, Ece",000829402X,9780008294021,B07FK5VMK6,289        pp,4.07,"1,762","Feb 07, 2019","Feb 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2022",,Kindle Edition,view,/book/show/42976058-how-to-lose-a-country
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America is a Gun,"Bilston, Brian",,,,unknown,4.67,3,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,,view,/book/show/61167761-america-is-a-gun
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Days Like These: An alternative guide to the year in 366 poems,"Bilston, Brian",1035001659,9781035001651,1035001659,544        pp,4.27,245,"Oct 13, 2022",Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/61385158-days-like-these
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On hearing the news that you’re a great big loser,"Bilston, Brian",,,,unknown,4.00,1,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,ebook,view,/book/show/55883609-on-hearing-the-news-that-you-re-a-great-big-loser
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,50 Ways to Score a Goal and Other Football Poems,"Bilston, Brian",1529058058,9781529058055,B08QJLWQVX,128        pp,4.33,36,unknown,"May 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/58170404-50-ways-to-score-a-goal-and-other-football-poems
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Refugees,"Bilston, Brian",1786750724,9781786750723,1786750724,32        pp,4.58,48,2019,"Nov 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/50162416-refugees
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alexa, what is there to know about love?","Bilston, Brian",1529059585,9781529059588,B08F7S3K6Y,84        pp,4.08,730,2021,"Jan 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/55584224-alexa-what-is-there-to-know-about-love
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Somebody,"Bilston, Brian",152900554X,9781529005547,152900554X,392        pp,3.83,"2,174",unknown,"Jun 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/43200081-diary-of-a-somebody
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Took the Last Bus Home,"Bilston, Brian",1783523050,9781783523054,1783523050,256        pp,4.28,"1,092",2016,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/29537164-you-took-the-last-bus-home
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Theory of Cognitive Dissonance,"Festinger, Leon",0804709114,9780804709118,0804709114,239        pp,4.01,170,1957,"Jan 01, 1957",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2022",,Paperback,view,/book/show/1835409.A_Theory_of_Cognitive_Dissonance
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Affair of the Bloodstained Egg Cosy        (Burford Family Mysteries, #1)","Anderson, James",0749081880,9780749081881,0749081880,366        pp,3.82,"2,136",1975,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The period: The brink of World War II.The setting: An old British country house.The dramatis personnae:An earl with a gun collection.A visiting Texas The period: The brink of World War II.The setting: An old British country house.The dramatis personnae:An earl with a gun collection.A visiting Texas millionaire and his wife, whose diamond has been marked for theft by a famous jewel thief, who is fond of leaving his calling card.The earl's younger brother, a junior minister in the cabinet, coming down for carrying out delicate political negotiations with the envoy of a foreign power; a Duchy which is in immediate danger of being annexed by Hitler.A mysterious French adventuress.The earl's young daughter and her penurious friend.A young travel writer who is obviously not who he claims to be.A boring young man, straight out of a Wodehouse novel.An inscrutable butler, also out of Wodehouse.What happens:What else? Robbery and murder.***James Anderson wrote this ""cosy"" mystery in 1975, but very much in the style of an Agatha Christie mystery of the thirties. (In fact, the presence of Dame Agatha is evident throughout, especially when the sleuth, Inspector Wilkins - a diminutive man with a drooping moustache - says that he looks rather like Hercule Poirot, even though he is not half as clever.) What the author has done here is to put all the familiar tropes of the British country house murder mystery into one novel, piling impossible coincidence upon impossible coincidence, until we have an unbelievably rich concoction - like a curry into which all sort of masalas have been poured with a liberal hand. It speaks a lot about Anderson's finesse that this does not make the novel unreadable. In fact, it makes it enchanting.Suspension of disbelief is essential in these sort of tales, and we do it at the beginning itself, when in a series of short chapters we find the main characters all converging onto the country home of Alderly. In fact, like a Hitchcock movie, the story is so fast-paced that we don't have time to stop and ruminate - so by the time we start wondering about the plausibility of these happenings, we are well and truly into the story. And it is a roller-coaster ride.Inspector Wilkins, though he looks like Poirot, is the exact opposite of the Belgian as far as character is concerned. Permanently self-deprecating, he has absolutely no illusions that he will be able to solve the case. But by the end of the book, he proves himself well-stocked with the little grey cells himself.One of Dame Agatha's stories starts with an author staring at a story title, ""The Mystery of the Second Cucumber"", wondering how to create a story about it. The egg cosy here is something like that cucumber - a catchy heading which hooks the reader. But in the end, it does blend into the story!...more",Notes are private!,0,17,2,"Sep 03, 2022not set","Sep 04, 2022not set","Sep 03, 2022",,Hardcover,view (with text),/book/show/1239402.The_Affair_of_the_Bloodstained_Egg_Cosy
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Canterbury Tales,"Chaucer, Geoffrey",0553210130,9780553210132,0553210130,421        pp,3.52,"221,783",1400,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/6547436-the-canterbury-tales
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Sir, With Love","Braithwaite, E.R.",0099483696,9780099483694,0099483696,185        pp,4.19,"14,213",1959,"Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are books which you like, books which you are OK with, books which you love... but there are very few which simply blow you away. This was one oThere are books which you like, books which you are OK with, books which you love... but there are very few which simply blow you away. This was one of them.At a time when hatred seems to be ruling the world; when xenophobia and religious intolerance is all in a days' work; when the lynching of minorities is the norm rather than the exception; when one starts to view the impending environmental disaster which is likely to wipe out life on earth as a blessing rather than a catastrophe... you read a book like this, and hope is restored in humanity.Because so long as people like Edward Ricardo Braithwaite and Mr. Florian exist, all is not lost.Ricky Braithwaite, a native of British Guyana demobbed from the Royal Air Force at the end of World War II, goes to the imagined dreamland of England where he plans to settle and live the life of an engineer which he had always wanted. But he finds that the situation on the ground is different from what he had imagined. Ricky's education, experience, and polished behaviour are of no use, because he suffers from one fatal malady - he has a black skin. Because despite all the fine British talk of fairness and justice, in his heart of hearts, the Englishman is a racist.Disillusioned and almost at the end of his tether, Braithwaite takes a job at Greenslade School in London's East End as a teacher. The school is run by A. Florian, the unconventional headmaster who is way ahead of his times. Even at an age when ""spare the rod and spoil the child"" is the norm, Florian does not believe in punishment. For even the uncouth, ruffianly children from impoverished and broken homes, he advocates care and compassion.""A child who has slept all night in a stuffy, overcrowded room, and then breakfasts on a cup of weak tea and a piece of bread, can hardly be expected to show a sharp, sustained interest in the abstractions of arithmetic, and the unrelated niceties of correct spelling. Punishment (or the threat of it) for this lack of interest is unlikely to bring the best out of him."" Initially a bit sceptical about how he is going to handle these rowdy children, especially with his race disadvantage, Ricky slowly wins them over through his integrity and his basic good nature. And then he discovers that while he is teaching them letters and numbers, they are teaching him to shed his complexes, and be a better human being. What had started out for him as a job turns into a life's vocation.This book does not contain great writing. Braithwaite is a competent writer, but he is no stylist. That is not what makes the book absolutely unputdownable. What makes Braithwaite's novelised memoir irresistible is its empathy, which it doles out generously on each page without descending into maudlin sentimentality. This book holds the sun in its pages; everyone who opens it get washed in its pristine white light.***I consider teaching to be the noblest profession in the world. I have seen the effects at first hand, being married to a teacher who educates children with learning difficulties. I remember her delighted face once, when a child she had coached sixteen years ago dug up her phone number and called her on Teacher's Day to inform her how he had made good in life, and how he owed it all to her. Oh yes, Mr. Braithwaite, I can understand you: and I can visualise the look on your face when you conclude the book with the words ""I looked... at them - my children.""Yes, your children indeed, ""Sir""....more",Notes are private!,0,35,1,"Aug 15, 2022","Aug 19, 2022","Aug 19, 2022",,Paperback,view (with text),/book/show/2141960.To_Sir_With_Love
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Heat of the Night,"Ball, John Dudley",0241238625,9780241238622,0241238625,158        pp,3.91,"2,865",1965,"May 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 11, 2022","Aug 12, 2022","Aug 11, 2022",,Paperback,view,/book/show/29777082-in-the-heat-of-the-night
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Panic in Box C        (Dr. Gideon Fell, #22)","Carr, John Dickson",,,,223        pp,3.27,132,1966,Jul 1968,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Dickson Carr is known for the subgenre of whodunit fiction called the ""locked room"" mystery, where an apparently impossible crime has been commitJohn Dickson Carr is known for the subgenre of whodunit fiction called the ""locked room"" mystery, where an apparently impossible crime has been committed inside enclosed premises to which no one has access. Before this book, I had read only the short story ""The Footprint in the Sky"" which I really loved, for the cleverness of the solution.That cleverness is there in this novel too. But that is just about it! The writing is pedestrian, the story rambling (I fell asleep multiple times while reading it), and the characters weird. Most of the dialogue is in a curious form of hyperbole. To tell the truth, by the time the I had passed the midway mark, I was reading just to find out how the murder was committed, and who did it. The story had lost all its attraction for me.That's it, folks! I can't be bothered to do a detailed ....more",Notes are private!,0,4,1,"Jul 28, 2022","Aug 09, 2022","Jul 28, 2022",,Mass Market Paperback,view (with text),/book/show/54388963-panic-in-box-c
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spanish Cape Mystery,"Queen, Ellery",0600200779,9780600200772,0600200779,224        pp,3.72,802,1935,"Feb 05, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have never read an Ellery Queen mystery before this one, except for a short story, The Adventure of the Seven Black Cats when I was a teenager. I reI have never read an Ellery Queen mystery before this one, except for a short story, The Adventure of the Seven Black Cats when I was a teenager. I remember liking it. His novels are not easily available in India nowadays, so when I saw this in a second-hand shop, I immediately picked it up.Well, I must say that Mr. Queen is different from the other investigators in that he throws a challenge at the readers to solve the mystery themselves, after he has laid all the facts on the table. In this case, I took up the challenge, and came through in flying colours! I rightly deduced the murderer. And instead of feeling letdown, I felt pumped up that I was as smart as the detective!Well, more about that later. Onward to the story...In his palatial mansion on Spanish Cape, (which, in the author's words, is ""peculiar coastal formation on the Atlantic seaboard"", an ""out-thrust headland of bare rock... connected with the mainland by a narrow tongue of cliff"", which is ""utterly private and virtually inaccessible"") the millionaire Walter Godfrey has assembled a singularly unlikeable bunch of guests. Of the whole lot, the most despicable is John Marco, a gigolo and a bounder of the first water; who is eminently ""murderable"", and who does get murdered in classic whodunit tradition. But before that, there are mix-ups galore.First, David Kummer, Godfrey's brother-in-law (his wife's brother) gets kidnapped by a mentally deficient goon called Captain Kidd, under the mistaken impression that he is John Marco, while he and his niece, Rosa Godfrey, is out on the grounds. Kummer is just advising Rosa to stay away from Marco while this mishap occurs. Kidd ties Rosa up in a lonely cottage and carts Kummer off to the sea in a stolen cruiser. While she is languishing thus, the person who apparently hired Kidd to bump Marco off discovers his/ her mistake and takes remedial action. Marco is discovered, strangled to death on the beach terrace. Except for a hat and a cape, he is stark naked.And that is when Ellery Queen steps into the picture. Accompanied by his friend Judge Macklin and the rather bone-headed inspector Moley, he succeeds in solving the crime - and pulling the proverbial rabbit out of the hat.Before continuing further, I must warn you that there are mild spoilers. My explanation might point you on the way to identifying the murderer.How I solved it: I concentrated on the least likely person to have committed the crime, because that is the standard whodunit tradition; then I scouted around for ways in which that person could be the murderer - and bingo! I found that the most exasperating clue could be perfectly explained in case that was the solution. And I was right! I had got to exactly where Mr. Ellery queen had got.This is a good mystery, though rather transparent. I don't know whether all the Ellery Queen mysteries are the same. I must try my luck at solving some others!...more",Notes are private!,0,15,1,"Jul 17, 2022","Jul 22, 2022","Jul 17, 2022",,Paperback,view (with text),/book/show/3616243-the-spanish-cape-mystery
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the End of the Century: The Stories of Ruth Prawer Jhabvala,"Jhabvala, Ruth Prawer",0349143323,9780349143323,0349143323,0        pp,3.85,248,"Nov 09, 2017","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2022",,Paperback,view,/book/show/43462817-at-the-end-of-the-century
