,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Groznica bele linije: autobiografija,"Kilmister, Lemmy",,9788664630009,,272        pp,3.95,"9,431",2002,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2019",,Paperback,view,/book/show/45025726-groznica-bele-linije
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klub boraca,"Palahniuk, Chuck*",9536786117,,,142        pp,4.19,"591,681","Aug 17, 1996",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Budući da većina mog lica nikad nema priliku da zacijeli, ja po pitanju izgleda nisam imao što izgubiti. Moj šef me na poslu pitao što poduzimam s ru""Budući da većina mog lica nikad nema priliku da zacijeli, ja po pitanju izgleda nisam imao što izgubiti. Moj šef me na poslu pitao što poduzimam s rupom na obrazu koja nikako ne zacjeljuje. Kad pijem kavu, rekao sam mu, stavim dva prsta preko rupe da ne curi. """"Tako je mnogo stvari koje ne želimo znati o ljudima koje volimo. ""...more",Notes are private!,0,11,1,"Apr 09, 2019","Apr 10, 2019","Apr 09, 2019",,Hardcover,view (with text),/book/show/8552524-klub-boraca
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Besmrtna žena,"Stone, Irving",,,,480        pp,3.95,582,"Jan 01, 1944",1986,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jessie je bila jedna strašna, sjajna, neuništiva žena.",Notes are private!,0,4,1,"Apr 04, 2019","Apr 23, 2019","Apr 04, 2019",,Paperback,view (with text),/book/show/29386970-besmrtna-ena
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aida,"Michael, Sami",,,,320        pp,4.18,116,2008,2014,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zaki Dali je Židov koji živi u Bagdadu, ima 70 godina, susjedu Samiju koja je njegova mladenačka ljubav, Nur, njegovu pravu ljubav koja je umrla nakonZaki Dali je Židov koji živi u Bagdadu, ima 70 godina, susjedu Samiju koja je njegova mladenačka ljubav, Nur, njegovu pravu ljubav koja je umrla nakon mučenja u zatvoru, najbolji prijatelj mu je šef tajne službe Nazar(glavni negativac u knjizi), s kojim redovito uživa u društvu mladih prostitutki i ima mladu kolegicu koja mu je ljubavnica... a onda jednoga dana na vratima svoje kuće pronađe gotovo mrtvu ženu, uspije ju vratiti u život, ali ona je zbog užasa kojeg je proživjela ostaje bez dara govora, on joj daje ime Aida (prema operi koju voli) , zaljubljuje se u nju, ali se mora oženiti za drugu ženu... U svakom slučaju, usporedba s Goničem zmajeva apsolutno je pogrešna, Zaki kao lik, sa svojih 70 godina , nemoguće je sebičan (ali izuzetno aktivan što se žena tiče, sedamdesete su nove dvadesete :D ) i ima taj neki kompleks spasitelja, Aida je prikazana kao mučenica, lijepa i ne priča, dobitna kombinacija. Što sam se više približavala kraju knjige, to me knjiga više zamarala sa svim svojim ponavljanjima i hrpom stereotipa i klišeja. ...more",Notes are private!,0,1,1,"Mar 26, 2019","Apr 09, 2019","Mar 26, 2019",,Hardcover,view (with text),/book/show/25968838-aida
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokoravanje,"Houellebecq, Michel",,9789537250850,,273        pp,3.65,"44,947","Jan 07, 2015",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2019",,Hardcover,view,/book/show/30657840-pokoravanje
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ispovest maske,"Mishima, Yukio",8681567225,9788681567227,B004HC8U9U,216        pp,3.95,"30,461",1949,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2019",,Paperback,view,/book/show/12195962-ispovest-maske
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pitanje anatomije,"Vujčić, Marina*",,9789532591798,,279        pp,4.39,395,unknown,Sep 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odjednom je shvatila da ta leđa kojima se već danima opsesivno bavi demantiraju cijelu njezinu teoriju o održivosti samoće. Ako čovjek ima dio tijela Odjednom je shvatila da ta leđa kojima se već danima opsesivno bavi demantiraju cijelu njezinu teoriju o održivosti samoće. Ako čovjek ima dio tijela koji sam ne može dodirivati, znači da su priroda, svemir, Bog- kako god to zvali- stvari zamislili drugačije od onoga u što sama tvrdoglavo vjeruje. Jer da su nas dizajnirali za samoću, imali bismo ruke od dva metra kojima možemo bez problema dosegnuti i milovati svaki centimetar svoga tijela i kojima se možemo sami obujmiti kad god poželimo zagrljaj. Pa evo, i sama ta imenica, leđa, taj srednji rod koji nema gramatičku množinu jer je imenica zbirna, zapravo znači da jedino to i ima- množinu koja se ne može upotrijebiti u jednini. Sjajno. Samo ću to još napisati....more",Notes are private!,0,8,1,"Mar 19, 2019","Mar 23, 2019","Mar 19, 2019",,Paperback,view (with text),/book/show/36214840-pitanje-anatomije
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Umreti u proleće,"Rothmann, Ralf",8652131902,9788652131907,8652131902,240        pp,3.76,"2,387","Jun 20, 2015","Feb 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2019",,Paperback,view,/book/show/49016932-umreti-u-prole-e
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ispovijedam,"Cabré, Jaume",9532667962,9789532667967,9532667962,768        pp,4.44,"9,130","Sep 01, 2011",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2019",,Hardcover,view,/book/show/36550797-ispovijedam
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isijavanje,"Kabil, Namik",,9789532592399,,176        pp,4.20,40,Feb 2019,Feb 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Isijavanje nije samo roman o Hercegovini i ljudima koji su iz nje otišli za vrijeme rata. Ovo je nekako univerzalni roman naših krajeva, prvenstveno pIsijavanje nije samo roman o Hercegovini i ljudima koji su iz nje otišli za vrijeme rata. Ovo je nekako univerzalni roman naših krajeva, prvenstveno priča o ljudima i vremenima koja čini mi se nikako da prođu, nikako da se promjene. Bez imalo patetike roman donosi običaje i uspomene, sjećanja na prve ljubavi, sjećanja na sve dobre stvari ali i na one ružne događaje koji se nikada više ne bi trebali ponoviti nikada više dogoditi. I danas ljudi odlaze, razlozi su nešto drugačiji, ali odlaze svugdje. Univerzalna priča. Sjajan roman....more",Notes are private!,0,10,1,"Dec 10, 2019","Dec 16, 2019","Mar 17, 2019",,Paperback,view (with text),/book/show/44316307-isijavanje
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Osam planina,"Cognetti, Paolo*",,9788652129461,,235        pp,4.10,"43,464",Nov 2016,"May 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Čitaš ovu knjigu i sanjariš o planinama sa bijelim, snježnim vrhovima, o vlastitoj, simpatičnoj kolibi negdje daleko od civilizacije, o vatrici koja tČitaš ovu knjigu i sanjariš o planinama sa bijelim, snježnim vrhovima, o vlastitoj, simpatičnoj kolibi negdje daleko od civilizacije, o vatrici koja te grije kroz hladne noći... i razmišljaš o prijateljstvu i obitelji, dolascima i odlascima i samoći... ...more",Notes are private!,0,15,1,"Mar 14, 2019","Mar 15, 2019","Mar 14, 2019",,Paperback,view (with text),/book/show/40239523-osam-planina
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hologrami straha: roman,"Drakulić, Slavenka",8639900779,9788639900779,8639900779,233        pp,3.78,140,1987,1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ovo nije samo autobiografski roman o transplantaciji bubrega koju je prošla spisateljica. Ovo je roman o svim njezinim strahovima, svim njezinim noćniOvo nije samo autobiografski roman o transplantaciji bubrega koju je prošla spisateljica. Ovo je roman o svim njezinim strahovima, svim njezinim noćnim morama, kao i priča o prošlosti, o odnosu koji je imala s ocem i majkom, priča o njenoj kćeri. Malen, ali vrlo težak roman, vrlo mučan. ...more",Notes are private!,0,4,1,"Sep 22, 2019","Sep 25, 2019","Mar 13, 2019",,Paperback,view (with text),/book/show/3453325-hologrami-straha
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Šoferi,"Bauer, Ludwig",9532668659,9789532668650,9532668659,264        pp,3.29,7,2017,2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Najgore mi je čitati knjigu u kojoj me ni jedan od likova ne dotiče. Jednostavno, ni Hrvoje, ni Tomislav, a ni Profesor nisu mi bili dovoljno zanimljiNajgore mi je čitati knjigu u kojoj me ni jedan od likova ne dotiče. Jednostavno, ni Hrvoje, ni Tomislav, a ni Profesor nisu mi bili dovoljno zanimljivi, već prilično površni, banalni. Ovo je priča o šoferima , priča o Domovinskom ratu, ali ta priča ne ide dovoljno u dubinu, nekako je previše hladna. Pored glavnih likova, ni ostali likovi nisu nešto spektakularno zanimljivi niti ostaju u pamćenju. Očekivala sam puno više....more",Notes are private!,0,2,1,"Mar 03, 2019","Mar 05, 2019","Mar 03, 2019",,Hardcover,view (with text),/book/show/36249795-oferi
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ljudožder vegetarijanac,"Bović, Alen",,9789532223521,,179        pp,3.90,194,2010,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2019",,Paperback,view,/book/show/8142451-ljudo-der-vegetarijanac
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boja purpurna,"Walker, Alice",8634301125,,,278        pp,4.27,"685,356","Jun 01, 1982",1987,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Svaka od ovih žena u knjizi fascinirala me na svoj način i svaki sam lik zavoljela, bez obzira na sve njihove mane i greške. Život je čudan splet okolSvaka od ovih žena u knjizi fascinirala me na svoj način i svaki sam lik zavoljela, bez obzira na sve njihove mane i greške. Život je čudan splet okolnosti, često vrlo okrutan i ljudima ponekad treba gotovo cijeli život da otkriju sebe i da nauče kako voljeti i biti svoji. Definitivno dolazi na popis najdražih knjiga, ova divota to zaslužuje....more",Notes are private!,0,10,1,"Feb 27, 2019","Mar 03, 2019","Feb 27, 2019",,,view (with text),/book/show/21523898-boja-purpurna
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bombon,"Mian, Mian",9536825481,,,258        pp,3.29,"1,577",2000,2004,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gluplju knjigu dulje nisam čitala, žao mi 9 kuna koliko sam izdvojila prilikom kupnje. Rečenice kao da ih je pisalo malo dijete, radnja nevjerojatno gGluplju knjigu dulje nisam čitala, žao mi 9 kuna koliko sam izdvojila prilikom kupnje. Rečenice kao da ih je pisalo malo dijete, radnja nevjerojatno glupa, likovi također. Shvaćam da je u Kini ova knjiga izazvala golemu paniku, do te mjere da je bila zabranjena - ali realno, to je Kina.  .... Sljedećeg sam dana nazvala Sanmaovu djevojku i upitala je za Sainingovu i Sanmaovu adresu u Pekingu. Rekla sam : ""Želim ubiti Saininga."" Sanmaova djevojka me upitala zašto ih jednostavno ne nazovem i sama ih pitam za adresu. Odgovorila sam : "" Zato što Saining zna da ga želim ubiti, pa im ne mogu reći da dolazim. "" Sanmaova djevojka je rekla da ni ona ne zna njihovu adresu , jer ni ona kao ni ja nikad nije pisala pisma , već je uvijek telefonirala. ...more",Notes are private!,0,2,1,"Feb 25, 2019","Apr 09, 2019","Feb 25, 2019",,Paperback,view (with text),/book/show/20924330-bombon
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strah i požuda u New Yorku,"Thompson, Hunter S.",,9789533200712,,123        pp,3.44,25,"Jan 01, 2014",2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5 manje poznatih kratkih priča ovog pisca došle su mi kao odlična popodnevna razbibriga. Ova knjižica sa nešto više od 100 strana nudi duhovite priče,5 manje poznatih kratkih priča ovog pisca došle su mi kao odlična popodnevna razbibriga. Ova knjižica sa nešto više od 100 strana nudi duhovite priče, priče tipične za ovog pisca, pomaknute, drugačije, iskrene i neobične. ...more",Notes are private!,0,3,1,not set,not set,"Feb 18, 2019",,Hardcover,view (with text),/book/show/23252416-strah-i-po-uda-u-new-yorku
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitler’s Monsters: A Supernatural History of the Third Reich,"Kurlander, Eric",,,B071PBGSS5,461        pp,3.67,501,Jun 2017,"Jun 06, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ne kažem da je ovo loša knjiga, možda i nije, ali ja očito nisam vrsta čitatelja koja može ovo prožvakati. Nakon stotinjak stranica gušila sam se u poNe kažem da je ovo loša knjiga, možda i nije, ali ja očito nisam vrsta čitatelja koja može ovo prožvakati. Nakon stotinjak stranica gušila sam se u podacima, imenima i svemu ostalom. Puno je predznanja vezanog za ovu temu potrebno da bi čovjek mogao uživati u knjizi. Šteta, zaista me zanimala tema....more",Notes are private!,0,3,1,"Feb 11, 2019","Feb 25, 2019","Feb 11, 2019",,Kindle Edition,view (with text),/book/show/35238287-hitler-s-monsters
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ne napuštaj me,"Stevens, Chevy*",,9789533437736,,376        pp,3.98,"33,421","Mar 14, 2017",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odlično mi je sjeo ovaj triler. Priča o posesivnoj, pogrešnoj i bolesnoj ljubavi i njezinim posljedicama na život. Brza radnja, dovoljno uvjerljivi i Odlično mi je sjeo ovaj triler. Priča o posesivnoj, pogrešnoj i bolesnoj ljubavi i njezinim posljedicama na život. Brza radnja, dovoljno uvjerljivi i zanimljivi likovi, knjiga koja se brzo čita i ne pušta lako. ...more",Notes are private!,0,8,1,"Feb 09, 2019","Feb 11, 2019","Feb 09, 2019",,Paperback,view (with text),/book/show/42856750-ne-napu-taj-me
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leteći razred,"Kästner, Erich",9531953600,9789536473700,,135        pp,4.21,"4,910","Jan 01, 1933",2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 08, 2019",,Hardcover,view,/book/show/13418997-lete-i-razred
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luzitanija,"Atanacković, Dejan",8688389128,9788688389129,8688389128,214        pp,3.74,436,unknown,"Apr 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2019",,Paperback,view,/book/show/34753521-luzitanija
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crna kutija,"Oz, Amos",9536510456,9789536510450,,272        pp,3.89,"3,850",1986,2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amos Oz piše maestralno, riječima secira ljude do najsitnijih, najmračnijih detalja njihove duše, točno i precizno. Roman pisan u formi pisma koja si Amos Oz piše maestralno, riječima secira ljude do najsitnijih, najmračnijih detalja njihove duše, točno i precizno. Roman pisan u formi pisma koja si međusobno šalju dvoje bivših supružnika i još nekoliko ljudi koji sudjeluju u njihovim životima, ulazi u sve zakutke života. Strast, požudu, preljub, kajanje, vjerski fanatizam, traume iz djetinjstva i likove istovremeno i voliš i ne voliš i shvaćaš i prezireš. ...more",Notes are private!,0,12,1,"Jan 10, 2019","Jan 31, 2019","Jan 10, 2019",,Hardcover,view (with text),/book/show/16033875-crna-kutija
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,K,"McCarthy, Tom",,9789533320021,,344        pp,3.16,"3,513","Aug 05, 2010",2012,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Očit je talent ovog pisca, jedino to me držalo do kraja knjige. Zašto onda pisac s tolikim talentom napiše ovakvu knjigu? Previše svega u pokušaju da Očit je talent ovog pisca, jedino to me držalo do kraja knjige. Zašto onda pisac s tolikim talentom napiše ovakvu knjigu? Previše svega u pokušaju da se nešto događa. Prvi svjetski rat, početak radia, mrtva sestra, heroin, kokain... stalno sam čekala da se nešto dogodi , neki wow trenutak , ali trenutak nije došao....more",Notes are private!,0,6,1,"Jan 06, 2019","Feb 09, 2019","Jan 06, 2019",,Hardcover,view (with text),/book/show/16147606-k
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bijeli klaun,"Miloš, Damir",9532061045,,,148        pp,4.14,434,"Jan 01, 1988",2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Iz nekog razloga, ovu knjigu nismo imali na popisu lektire u osnovnoj školi i tako evo mene, puno godina kasnije upoznajem Bijelog klauna. Neobičnog dIz nekog razloga, ovu knjigu nismo imali na popisu lektire u osnovnoj školi i tako evo mene, puno godina kasnije upoznajem Bijelog klauna. Neobičnog dječaka prepunog pitanja, dječaka koji ne poznaje boje i njegovu princezu, kći krotitelja tigrova. Upoznajem i jednog zmaja koji mu svake noći dolazi u snove i slijepog starca koji dječaku otkriva boje. Ovo je jedna mala, ali zaista moćna knjiga....more",Notes are private!,0,3,1,"May 26, 2019","Jun 03, 2019","Jan 06, 2019",,Hardcover,view (with text),/book/show/9436327-bijeli-klaun
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dražesno kolektivno samoubojstvo,"Paasilinna, Arto",953174307x,,,256        pp,3.52,"8,903",1990,2007,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A joj... što uopće reći po pitanju ove knjige? Imala sam velika očekivanja, sjajna tema plus sjajna Finska i njezin pejzaž, pa to ne može biti loše (bA joj... što uopće reći po pitanju ove knjige? Imala sam velika očekivanja, sjajna tema plus sjajna Finska i njezin pejzaž, pa to ne može biti loše (barem sam tako mislila na početku). Za mene, ispalo je užasno, shvaćam ideju, ali sve dalje od ideje nisam mogla prožvakati. Loš, ali amaterski loš humor(toliko hvaljen i cijenjen pisac, nije mi bilo jasno) uz dodatak priče kojoj već na početku vidiš kraj i od koje sam odustajala nakon svakih par stranica i razvukla ovo čitanje na tjedne. Not my cup of tea, očito....more",Notes are private!,0,3,1,"Dec 29, 2018","Jan 06, 2019","Dec 29, 2018",,Paperback,view (with text),/book/show/13596448-dra-esno-kolektivno-samoubojstvo
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pop glazba iz Vittule,"Niemi, Mikael",,,,251        pp,3.66,"9,813",2000,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simpatična knjižica o odrastanju na sjeveru Švedske, prvim poljupcima, glazbi, alkoholu i prijateljstvu. Sjajno je došla u ovo vrijeme blagdana, malo Simpatična knjižica o odrastanju na sjeveru Švedske, prvim poljupcima, glazbi, alkoholu i prijateljstvu. Sjajno je došla u ovo vrijeme blagdana, malo za ubiti vrijeme, lagano, duhovito štivo koje se brzo čita....more",Notes are private!,0,2,1,"Dec 04, 2018","Dec 29, 2018","Dec 04, 2018",,Paperback,view (with text),/book/show/29345863-pop-glazba-iz-vittule
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dnevnik iz Gvantanama,"Slahi, Mohamedou Ould",8652120242,9788652120246,8652120242,375        pp,4.09,"5,371","Jan 20, 2015","Oct 30, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"████ ██ ██ ███████ ████, ███ ███ █ █████ █████ ████████ ██████ ████.███ █████ ███ █████ ██████ ███ ███ ██ ██████, ████ ██████ ██ ████ ████ ██ ███ ████████ ██ ██ ███████ ████, ███ ███ █ █████ █████ ████████ ██████ ████.███ █████ ███ █████ ██████ ███ ███ ██ ██████, ████ ██████ ██ ████ ████ ██ ███ ████ ██ ███████?Ovo je prva cenzurirana knjiga koju sam pročitala. Kod cenzurirana,mislim na to da su cenzurirane stranice i stranice, zamjenice on/ona, imena, datumi, mjesta, činovi, gradovi, imena stražara, zapovjednika, nema što nije cenzurirano od strane američke vlade. Pisac ovog dnevnika proveo je 14 godina u zatvoru, bez ikakve konačne optužnice, bez ikakva suđenja. Zadnje retke napisao je 2005.godine, a internet kaže da je pušten na slobodu i vraćen u svoju domovinu 2016. Zbog sumnje da je terorist i da je sudjelovao u napadima na Blizance i u Milenijskoj uroti ispitivan je u svojoj domovini, nakon toga proveo je osam mjeseci u Jordanu i na kraju godine i godine u Guantanamu gdje je prošao stotine i stotine ispitivanja, izgladnjivanje, udarce, branili su mu da spava, seksualno su ga zlostavljali, zatvarali ga u hladne sobe, polijevali hladnom vodom, branili mu tuš i osnovnu higijenu... a sve to, ponavljam, bez ikakvog suđenja ili ikakve optužnice. Njegova obitelj nije znala gdje se on nalazi, Crveni križ nije mogao doprijeti do njega, njegovi odvjetnici također. Amerika, primjer svima, ""kolijevka demokracije""....more",Notes are private!,0,5,1,"Nov 29, 2018","Jan 10, 2019","Nov 29, 2018",,Paperback,view (with text),/book/show/27703422-dnevnik-iz-gvantanama
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spark by Kristine Barnett,"Barnett, Kristine",,,,272        pp,4.11,"7,578","Apr 09, 2013","Apr 09, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kristine Barnett majka je dječaka kojem je sa 2,5-3 godine dijagnosticiran autizam i ovo je priča o životu nakon dijagnoze. Jake je unatoč dijagnozi sKristine Barnett majka je dječaka kojem je sa 2,5-3 godine dijagnosticiran autizam i ovo je priča o životu nakon dijagnoze. Jake je unatoč dijagnozi sa samo 12 godina upisan na fakultet, dječak je genijalan, IQ mu je 187 (ako se ne varam) , radi na genijalnim stvarima u području astrofizike, fizike i matematike i sve to unatoč autizmu i unatoč tome što su stručnjaci rekli da nikada neće govoriti, čitati i pisati i sve to uz pomoć majke koja je u njemu vidjela iskru, ispisala ga iz škole za djecu s posebnim potrebama i krenula u boj... Da sam čitala ovu knjigu prije nekoliko godina, mislim da bi me apsolutno oduševila. Volim te tople, optimistične istinite priče koje daju čovjeku osjećaj da je sve moguće i da ne postoji prepreka. Uvijek me rastope, koliko god se ja borila protiv toga. Ovu knjigu čitala sam upravo sad, sad kad sam vrlo bliska autističnoj djeci na svakodnevnoj bazi. Ono što mogu reći je da se s jedne strane divim upornosti i trudu ove žene, pored ovog dječaka rodila je još jedno vrlo bolesno dijete, dijagnosticiran joj je lupus, ostala je bez novca... a s druge strane,njezin sin je jedan vrlo genijalan dječak, a ona je na trenutke zvučala toliko naivno, kao nije primijetila koliko je on genijalan, moš misliti. Ima u knjizi još puno njezine ili glume ili naivnosti ili ne znam što je to već, ali da ne duljim. Druga stvar, postoji velika mogućnost da je u slučaju njezina sina postavljena kriva dijagnoza za koju ona nikada nije tražila drugo mišljenje. Treća stvar, puno autistične djece zaista nikad ne progovori, bez obzira što njihovi roditelji ili stručnjaci radili. Knjiga daje dojam jednostavnosti, kao da je autizam, eto malo mi dijete ne priča, naći ću ja nešto što mu se sviđa i gle ga,za dan dva priča. Život nije tako jednostavan. Njezin sin zaista je nevjerojatna iznimka, divna priča, ali toliko rijetka.......more",Notes are private!,0,1,1,"Nov 26, 2018","Nov 29, 2018","Nov 26, 2018",,Kindle Edition,view (with text),/book/show/17794126-the-spark-by-kristine-barnett
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proroci fjorda Vječnost,"Leine, Kim*",,9789532592238,,572        pp,3.96,"3,163",2012,Sep 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Roman, mračan i slojevit, baš poput Grenlanda na kojem se odvija velika većina radnje. Roman prepun sjajnih likova u kojima svatko od nas može prepoznRoman, mračan i slojevit, baš poput Grenlanda na kojem se odvija velika većina radnje. Roman prepun sjajnih likova u kojima svatko od nas može prepoznati barem dio sebe i svojih mana. ...more",Notes are private!,0,6,1,"Feb 09, 2020","Feb 20, 2020","Nov 25, 2018",,Paperback,view (with text),/book/show/42402782-proroci-fjorda-vje-nost
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snovolovka, 2. dio","King, Stephen*",9532204040,9789532204049,,256        pp,3.51,131,"Jan 01, 2015",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dok se na prvih tristotinjak stranica King tek zagrijava, ovdje su stvari puno brže i priča se sve više zapetljava. Možda i nismo sami u svemiru, a moDok se na prvih tristotinjak stranica King tek zagrijava, ovdje su stvari puno brže i priča se sve više zapetljava. Možda i nismo sami u svemiru, a možda živimo u snovolovci, tko zna.......more",Notes are private!,0,6,1,"Nov 20, 2018","Nov 25, 2018","Nov 20, 2018",,Paperback,view (with text),/book/show/12367781-snovolovka-2-dio
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snovolovka, 1. dio","King, Stephen*",9532204032,9789532204032,,301        pp,3.50,213,2001,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Četiri najbolja prijatelja još od djetinjstva svake godine odlaze u lov. Imaju kolibu u šumi i tamo provedu nekoliko dana. Ovoga puta, stvari se komplČetiri najbolja prijatelja još od djetinjstva svake godine odlaze u lov. Imaju kolibu u šumi i tamo provedu nekoliko dana. Ovoga puta, stvari se kompliciraju, njihovo druženje prekidaju izvanzemaljci i tu stvari postaju tipično ""kingovske"". Kinga ili voliš ili ne, majstor je u tome da naizgled nespojive stvari i likove skupi u jednu priču i da pretjera,takve stvari mogu funkcionirati samo u njegovim knjigama, ali onda uživaš u tom pretjerivanju i želiš još.S obzirom da je ovo 1.dio knjige, idemo dalje......more",Notes are private!,0,4,1,"Nov 12, 2018","Nov 20, 2018","Nov 12, 2018",,Paperback,view (with text),/book/show/8552591-snovolovka-1-dio
