,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tortoise and the Hare,"Jenkins, Elizabeth",0860682722,9780860682721,0860682722,272        pp,3.93,"1,097",1954,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Profoundly entertaining and often quite depressing - what seems at first to be a comedy of errors with a large cast of British eccentrics turns slowlyProfoundly entertaining and often quite depressing - what seems at first to be a comedy of errors with a large cast of British eccentrics turns slowly into a chamber drama - we know more than the characters, and as the fun leeches out of the novel, it turns into, at moments, something horrifying. ...more",Notes are private!,0,43,1,not set,"May 14, 2022","May 14, 2022",,Paperback,view (with text),/book/show/1983769.The_Tortoise_and_the_Hare
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,312","Jun 08, 1949","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Better every time I read it - particularly this run-through - the ministry of love section is just an all-timer.,Notes are private!,0,46,1,not set,"May 09, 2022","May 09, 2022",,Kindle Edition,view (with text),/book/show/40961427-1984
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,386","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My  for Astra Magazine: https://astra-mag.com/articles/concre...My  for Astra Magazine: https://astra-mag.com/articles/concre......more,Notes are private!,0,44,1,not set,not set,"May 03, 2022",,Hardcover,view (with text),/book/show/58210933-trust
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yoga,"Carrère, Emmanuel",0374604940,9780374604943,0374604940,352        pp,3.87,"9,795","Aug 27, 2020","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A strange, memorable read, besieged by a legal dispute with his ex-wife that leads to blank space throughout. A book of madness, meditation, and repetA strange, memorable read, besieged by a legal dispute with his ex-wife that leads to blank space throughout. A book of madness, meditation, and repetition. Part fiction, part cnf, which kept me on my toes - fans (and I am one) will enjoy it. Its not up to his best - THE ADVERSARY, THE KINGDOM - but it is very, very Carrère....more",Notes are private!,0,33,1,not set,"Apr 29, 2022","Apr 29, 2022",,Hardcover,view (with text),/book/show/58837535-yoga
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Effi Briest,"Fontane, Theodor",,,,228        pp,3.26,"14,071",1894,"Jul 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My take on Effi: I don't think I like it very much - I kind of hate it- but I found it continually interesting due to what I consider its rule breakinMy take on Effi: I don't think I like it very much - I kind of hate it- but I found it continually interesting due to what I consider its rule breaking, which is mostly in questions of pacing. The big scenes are off screen, the small moments of movement are expanded out, and then the rush begins. Fontane felt like a writer rushing through the remainder of his outline, to me, at the end, like a college undergrad hitting a workshop deadline. I really like Armand V, the Dag Solstad novel told in end notes to a novel that doesn't actually exist, a total shadow text, essentially. I feel this way here too. I felt a similar way about The Idiot, actually, the action was so ""off-screen"" that it all ended up feeling just a bit transgressive, despite itself. Depressing too.So strange how little most of it ends up mattering, in a way, no? The ghost, the accumulation of the first half, the slow build of the region - all of it abandoned.There was one other thing I liked though. I liked that no one really wanted the plot to happen, and they were compelled by what I might go so far as to call a system of treaties. Marriage treaty, affair treaty, reaction to affair treaty. These are pretty well-realized characters who behave as society would have them do. It reminded me of World War 1, a bit, or a clockwork play. Innenstein is on the edge of some sort of meta-awareness of the plot of his own novel. I like system books a lot when they can wink at themselves a bit. I can't say that this one does, but it's a bit closer than one might think. I liked the literary references throughout too....more",Notes are private!,0,46,1,not set,"Apr 10, 2022","Apr 10, 2022",,Paperback,view (with text),/book/show/22391547-effi-briest
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lungfish,"Gilliss, Meghan",1646220919,9781646220915,1646220919,320        pp,3.57,"1,042","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Creative, experimental, beautifully structured, and moving - one to watch",Notes are private!,0,49,1,not set,not set,"Apr 09, 2022",,Hardcover,view (with text),/book/show/59877157-lungfish
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orwell's Roses,"Solnit, Rebecca",,,,320        pp,4.17,"3,673","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solnit's a great writer, and it's impossible for me to go any lower than this for this book, which is masterful on the line level and taught me a lot,Solnit's a great writer, and it's impossible for me to go any lower than this for this book, which is masterful on the line level and taught me a lot, but its meanderings were occasionally frustrating. I'm aware that this is a me problem, and it probably won't be a you problem, but I was SO fascinated by the roses material and the Orwell material, and occasionally the tangents (one in particular on the photography of roses) left me a bit impatient for the central thread to return. This is like complaining about the rain, I understand. And yet....more",Notes are private!,0,87,1,not set,"Apr 09, 2022","Apr 09, 2022",,Hardcover,view (with text),/book/show/56557019-orwell-s-roses
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clairvoyant of the Small: The Life of Robert Walser,"Bernofsky, Susan",0300220642,9780300220643,0300220642,392        pp,4.31,72,"May 25, 2021","May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm an admirer of Walser, and of Bernofsky's translations of Walser, so perhaps it's no surprise that this book sings - and yet, the combination of liI'm an admirer of Walser, and of Bernofsky's translations of Walser, so perhaps it's no surprise that this book sings - and yet, the combination of line-level analysis, myth-busting (re: Walser's legendary sanatorium stay), and research is intoxicating....more",Notes are private!,0,44,1,not set,"Mar 13, 2022","Mar 13, 2022",,Hardcover,view (with text),/book/show/55457680-clairvoyant-of-the-small
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories from the Tenants Downstairs,"Fofana, Sidik*",1982145811,9781982145811,1982145811,213        pp,3.80,"5,233","Aug 16, 2022","Aug 16, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sidik Fofana is an extraordinary talent - I've been waiting for this book (innovatively structured, beautifully written) for a long time, and I'm so eSidik Fofana is an extraordinary talent - I've been waiting for this book (innovatively structured, beautifully written) for a long time, and I'm so excited that it didn't disappoint. A blazing star....more",Notes are private!,0,81,1,not set,"Mar 11, 2022","Mar 11, 2022",,Hardcover,view (with text),/book/show/59366136-stories-from-the-tenants-downstairs
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,frank: sonnets,"Seuss, Diane",1644450453,9781644450451,1644450453,137        pp,4.51,"1,643","Mar 02, 2021","Mar 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite simply: one of the most astounding books of poetry I've read in years.There's something to be said for having one plate, one spoon,a fork, a dulQuite simply: one of the most astounding books of poetry I've read in years.There's something to be said for having one plate, one spoon,a fork, a dull knife, living out of a red suitcase, eating whenhungry, grabbing shut-eye when tired, you're high natured,Joyce James said to me when I lived in NYC, we were in a cabon our Friday lunch break going to a record store, decades laterI see I was not high-natured, only wanted love, though what that means I don't know, something about mystery, standing humblyat the gate of someone else's mystery and hoping for the sound,at least now and then, of the hinges turning, mystery now,mystery then, as when I went up to a guy at the record storeto ask him who did the song ""Refugee"" and he said, ""Me,""and I realized after I found the album and looked at the photoon the cover I'd asked Tom Petty who did a Tom Petty tuneI'd heard on the radio when I was hungry and tired and alone....more",Notes are private!,0,63,1,not set,"Mar 11, 2022","Mar 11, 2022",,Paperback,view (with text),/book/show/53317415-frank
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",0385545681,9780385545686,0385545681,535        pp,4.54,"102,994","Apr 13, 2021","Apr 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Capital E Extraordinary work of research, storytelling, insight, and horror - PRK is, of course, one of our very best writers, and from the start my uCapital E Extraordinary work of research, storytelling, insight, and horror - PRK is, of course, one of our very best writers, and from the start my understanding of both the rise of opioids and the pernicious underbelly of the Sacklers was due to his reporting. And yet, somehow, this still astounded me. The strength of the book is in the way that every aspect of it WORKS - the rise of the Sacklers in the 30s' and 40's, Arthur's art collecting, the oxycontin epidemic and subsequent trials, the sometimes wry humor that sneaks in. To read it is to better understand American enterprise -and the characters are just as good, worthy of an epic novel....more",Notes are private!,0,51,1,not set,"Mar 11, 2022","Mar 11, 2022",,Hardcover,view (with text),/book/show/43868109-empire-of-pain
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Distant Transit,"Haderlap, Maja",1953861164,9781953861160,1953861164,85        pp,3.64,61,2015,"Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Admirable poems, written with an often cerebral remove - they made for excellent company on a rainy night in Brooklyn",Notes are private!,0,26,1,not set,not set,"Feb 27, 2022",,Paperback,view (with text),/book/show/57998822-distant-transit
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Margot Affair,"Lemoine, Sanaë*",,,,336        pp,3.60,"6,945","Jun 16, 2020","Jun 16, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Such a delight - you will fly through it,Notes are private!,0,36,1,not set,not set,"Feb 19, 2022",,Hardcover,view (with text),/book/show/40528601-the-margot-affair
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,990","Nov 02, 2021","Aug 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A curious spell came over me as I read this book - it isn't short, but at a critical moment of reunion, I blinked and 50 pages had gone by. Memorable A curious spell came over me as I read this book - it isn't short, but at a critical moment of reunion, I blinked and 50 pages had gone by. Memorable characters, big sweeping emotions, lots of pain, and beautifully researched. Lush, lush, lush!...more",Notes are private!,0,74,1,not set,"Feb 17, 2022","Feb 17, 2022",,Hardcover,view (with text),/book/show/56587382-the-island-of-missing-trees
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prosopagnosia,"Hernández, Sònia",1925849724,9781925849721,1925849724,176        pp,3.17,93,"Jan 05, 2021","Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extraordinary book, extraordinarily translated",Notes are private!,0,30,1,not set,not set,"Jan 28, 2022",,Paperback,view (with text),/book/show/53333059-prosopagnosia
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Missing Pieces,"Lefebvre, Henri",1584351594,9781584351597,1584351594,84        pp,4.11,130,2011,"Oct 24, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Develops an extraordinary, chanting rhythm as it goes, chronicling lost, misbegotten, and destroyed things in simple list form, each entry pulsing witDevelops an extraordinary, chanting rhythm as it goes, chronicling lost, misbegotten, and destroyed things in simple list form, each entry pulsing with potential narrative. I spent longer looking up what Lefebvre was talking about than I did reading it - everything from Tintin's never shown bedroom to destroyed works of major art. VERY David Markson - and totally successful in its ambitions....more",Notes are private!,0,47,1,not set,"Jan 17, 2022","Jan 17, 2022",,Paperback,view (with text),/book/show/21422875-the-missing-pieces
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Labels: A History of Popular Music in Seven Genres,"Sanneh, Kelefa",0525559590,9780525559597,0525559590,496        pp,4.17,"1,948","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A must-read if you listen to music, which is to say, a must-read for virtually everyone, because Sanneh brilliantly uses genre to chart a history of mA must-read if you listen to music, which is to say, a must-read for virtually everyone, because Sanneh brilliantly uses genre to chart a history of music, giving roots and historical legacies for any type of song. The book teems with anecdotes, personal beats, and incisive thinking on race and sex - and gosh, it also cost me A LOT OF MONEY because I kept buying the music Sanneh was referencing. Expansive in 3 dimensions....more",Notes are private!,0,53,1,not set,"Jan 15, 2022","Jan 15, 2022",,Hardcover,view (with text),/book/show/56912932-major-labels
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Didn’t You Just Do What You Were Told?,"Diski, Jenny",1526621908,9781526621900,1526621908,432        pp,3.99,414,"Jul 23, 2020","Jul 12, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How fabulous was this book? Not that we should be surprised, of course, Diski is a brilliant and hilarious writer, but this had the rare additional plHow fabulous was this book? Not that we should be surprised, of course, Diski is a brilliant and hilarious writer, but this had the rare additional pleasure of a collected essay collection that is MORE than the sum of its parts, coming together to reveal a thru-line of tight perspective thinking that I was moved by. From the early essays from the 90s on Roald Dahl and Jeffrey Dahmer, to the close when she movingly discusses her cancer diagnosis and questions of aging, we fall in love with Diski. The audiobook version of it is really good, by the way, and the essays are bite-sized enough to be pleasurable companions on a subway ride, a walk, a drive....more",Notes are private!,0,44,1,not set,"Jan 15, 2022","Jan 15, 2022",,Hardcover,view (with text),/book/show/54486819-why-didn-t-you-just-do-what-you-were-told
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,696","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderfully written and researched story of an ambitious accidental nun consolidating power in the 12th century. The book thrums with visions and GrofWonderfully written and researched story of an ambitious accidental nun consolidating power in the 12th century. The book thrums with visions and Groff's excellent writing, and I flew through it. I occasionally (this isn't a critique, exactly, just an observation) found that the book was winking a bit too much at the contemporary reader, in its imaginings of the future and usage of contemporary political conversation. The easy comparison is perhaps Wolf Hall, which drew me in more, but there's an ambition here that's remarkable.The absence of male characters is notable, and very well done....more",Notes are private!,0,65,1,not set,"Jan 13, 2022","Jan 13, 2022",,Hardcover,view (with text),/book/show/57185348-matrix
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burntcoat,"Hall, Sarah",0062657100,9780062657107,0062657100,224        pp,3.73,"3,286","Oct 05, 2021","Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm quite fascinated by this book, which deals on interesting questions of art, memory, and loss, and strangest of all, has a pandemic subplot that miI'm quite fascinated by this book, which deals on interesting questions of art, memory, and loss, and strangest of all, has a pandemic subplot that might turn off some readers for whom 2020 is fresh. It's a novel of great scenes, with a climax that, though projected, works very well. I think it might fall into a category, for me, of books with great SEGMENTS that never quite assemble. Sarah Hawkins travels, makes art, gets lovers, falls in love, deals with her mother, Rachel (the highlight of the book), and battles against the pandemic. I can't say that any of it didn't work - but I wish it had been longer, and in a way, I wish it had been chronological.A sort of cautious recommendation, but Hall is a great writer, and I'm open to the concept that I missed something essential here....more",Notes are private!,0,44,1,not set,"Jan 11, 2022","Jan 11, 2022",,Hardcover,view (with text),/book/show/56555133-burntcoat
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Morte Darthur: The Winchester Manuscript,"Malory, Thomas",0199537348,9780199537341,0199537348,576        pp,3.92,"37,639",1485,"Dec 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very much recommend this edition -as for MORTE itself, the interminable quest for the grail drags it down, but the high points are remarkable. LanceloVery much recommend this edition -as for MORTE itself, the interminable quest for the grail drags it down, but the high points are remarkable. Lancelot and Guinevere...Tristram and Isolde...Gawain, such great characters. I come from TH White and that will always be my favorite version of this myth, but there are innumerable revelations about the nature of storytelling here....more",Notes are private!,0,25,1,not set,"Dec 26, 2021","Dec 26, 2021",,Paperback,view (with text),/book/show/3123300-le-morte-darthur
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,905","Sep 01, 2005","Feb 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had the pleasure of (briefly) talking about this book, which has always meant the world to me, on the BBC in commemoration of Didion's passing. It rI had the pleasure of (briefly) talking about this book, which has always meant the world to me, on the BBC in commemoration of Didion's passing. It retains its raw power, and the ending is an all-timer. https://www.youtube.com/watch?v=1XuaQ......more",Notes are private!,-1,52,1,not set,"Dec 26, 2021","Dec 26, 2021",,Paperback,view (with text),/book/show/7815.The_Year_of_Magical_Thinking
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Right to Sex: Feminism in the Twenty-First Century,"Srinivasan, Amia",0374721033,9780374721039,,304        pp,4.25,"9,233","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THIS BOOK.It's a special kind of criticism, for me, that has one actively thinking alongside an essay, and sometimes outside it, about one's own experTHIS BOOK.It's a special kind of criticism, for me, that has one actively thinking alongside an essay, and sometimes outside it, about one's own experiences and observations. I don't know that I agree with every single assertion made throughout, but I do know that I hugely enjoyed Srinivasan's constructions, her arguments, and her line-level writing (the Coda chapter is especially remarkable). Taking on questions of College Campus dynamics, pornography, incels and beyond - and all the way through, I was riveted.It's not immersion, not like fiction, that makes a book like this sing. I left it feeling like I'd had a conversation....more",Notes are private!,0,82,1,not set,Dec 2021,"Dec 01, 2021",,ebook,view (with text),/book/show/56347680-the-right-to-sex
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White on White,"Savas, Aysegül*",,,B08XPWZGR4,192        pp,3.62,"1,330","Dec 07, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, so I'm a sucker for slim books about painting where characters have intense philosophical discussions and not much happens on the surface for thOkay, so I'm a sucker for slim books about painting where characters have intense philosophical discussions and not much happens on the surface for the first two thirds...I fully concede that this is a weakness of mine.So I loved this....more",Notes are private!,0,111,1,not set,"Nov 17, 2021","Nov 17, 2021",,Kindle Edition,view (with text),/book/show/54321728-white-on-white
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",0593318668,9780593318669,0593318668,352        pp,4.02,"263,706","Jun 10, 1947","Nov 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is specifically a  of the Marris translation which I loved, and found very refreshing - the book itself is tragically timely, and marvelousThis is specifically a  of the Marris translation which I loved, and found very refreshing - the book itself is tragically timely, and marvelously timeless. I flew through it.And even better, I got to interview the translator, Laura Marris, and Camus expert Alice Kaplan, for the book launch! Video here: https://www.youtube.com/watch?v=GS4uE......more",Notes are private!,0,60,1,not set,not set,"Nov 10, 2021",,Hardcover,view (with text),/book/show/57088641-the-plague
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Cease to Understand the World,"Labatut, Benjamín",1782276122,9781782276128,1782276122,192        pp,4.14,"36,013",2019,"Sep 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Swirling fractal of a book, as facts about important 20th century scientists mathematicians slowly transform into a fictional surreality of quantum meSwirling fractal of a book, as facts about important 20th century scientists mathematicians slowly transform into a fictional surreality of quantum mechanics and atrocity, with beautiful writing all the way through. Labatut is new to me, and he has a fan now - I've seen the work compared to Sebald, and I do understand it, but to me there's a bit of Calvino here, a bit of impishness, as we skip between genres willy-nilly.An accomplishment....more",Notes are private!,0,68,1,not set,"Nov 07, 2021","Nov 07, 2021",,Hardcover,view (with text),/book/show/53972214-when-we-cease-to-understand-the-world
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diamond Hill,"Fan, Kit*",1642860859,9781642860856,B08M5RVJVD,221        pp,3.47,176,unknown,"May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had a lovely time interviewing the author of this propulsive, kinetic read: It can be found here.https://www.youtube.com/watch?v=uUD2Q...I had a lovely time interviewing the author of this propulsive, kinetic read: It can be found here.https://www.youtube.com/watch?v=uUD2Q......more",Notes are private!,0,26,1,not set,not set,"Oct 16, 2021",,Kindle Edition,view (with text),/book/show/57088921-diamond-hill
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood in the Garden: The Flagrant History of the 1990s New York Knicks,"Herring, Chris",1982132124,9781982132125,1982132124,368        pp,4.31,"3,547","Jan 18, 2022","Jan 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Irresistible read - this is the team of my youth, and they were captured wonderfully.",Notes are private!,0,33,1,not set,Jan 2021,"Oct 16, 2021",,Paperback,view (with text),/book/show/58539346-blood-in-the-garden
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atmospherians,"McElroy, Isle*",1982158301,9781982158309,1982158301,304        pp,3.45,"2,823","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Oh my goodness I adored this!,Notes are private!,0,41,1,not set,not set,"Sep 13, 2021",,Hardcover,view (with text),/book/show/55711682-the-atmospherians
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Netanyahus: An Account of a Minor and Ultimately Even Negligible Episode in the History of a Very Famous Family,"Cohen, Joshua",1681376075,9781681376073,1681376075,237        pp,3.81,"13,651","May 05, 2021",Jul 2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rollicking slapstick campus novel meets Benzion Netanyahu history lecture on the Iberian Jews meets repurposed Harold Bloom anecdote - I have no idea Rollicking slapstick campus novel meets Benzion Netanyahu history lecture on the Iberian Jews meets repurposed Harold Bloom anecdote - I have no idea how this book works, but it genuinely does- you learn by it and are stressed out by it in equal measure. Cohen is a brilliant, funny writer, and that shines through....more",Notes are private!,0,191,1,not set,"Sep 07, 2021","Sep 07, 2021",,Paperback,view (with text),/book/show/58475626-the-netanyahus
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Annotated Mrs. Dalloway        (The Annotated Books),"Woolf, Virginia",163149676X,9781631496769,163149676X,242        pp,3.79,"306,461","May 14, 1925","Aug 31, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This annotated version of Mrs. Dalloway is fabulous - Emre's notes really deepened my understanding of one of my favorite novels. Best of all, I got tThis annotated version of Mrs. Dalloway is fabulous - Emre's notes really deepened my understanding of one of my favorite novels. Best of all, I got to talk to her about it for Community Bookstore!https://www.youtube.com/watch?v=-LZbm......more",Notes are private!,0,54,1,not set,Jan 2021,"Sep 03, 2021",,Hardcover,view (with text),/book/show/55298321-the-annotated-mrs-dalloway
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Write as if Already Dead,"Zambreno, Kate",0231188455,9780231188456,0231188455,176        pp,4.12,261,"Jun 08, 2021","Jun 08, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an astonishing book - part novella, part memoir, part Hervé Guibert study, and then, suddenly, the pandemic smashes its way in - keeps getting beWhat an astonishing book - part novella, part memoir, part Hervé Guibert study, and then, suddenly, the pandemic smashes its way in - keeps getting better as it goes. ...more",Notes are private!,0,46,1,not set,"Aug 30, 2021","Aug 30, 2021",,Paperback,view (with text),/book/show/56198908-to-write-as-if-already-dead
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,689","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It has an emotional force, especially in the third act, that is real and distinctly Ishiguro, but the extremely limited, repetitive structure of the nIt has an emotional force, especially in the third act, that is real and distinctly Ishiguro, but the extremely limited, repetitive structure of the narration becomes maddening, and there is a fundamental incongruity between Klara's ""intelligence"" and her naivete. The concept of a robot perceiving divinity where humans can't is great, but it's tough to buy everyone saying how smart Klara is. I also felt myself craving a neutral description, at some point, because it wasn't clear what I was looking at. The ending is profoundly upsetting! And there is a lot left undone.I don't know - and yet, call it 3.51 stars. A metric I use for ""ranking"" is was I eager to finish it? I read the last 100 pages of it eagerly, hungrily, and that pushes it up a bit, but in the end, I found this book elusive....more",Notes are private!,0,91,1,not set,"Aug 13, 2021","Aug 13, 2021",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lily of the Field and the Bird of the Air: Three Godly Discourses,"Kierkegaard, Søren",0691170479,9780691170473,0691170479,128        pp,4.17,"1,024",1849,"Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crescendos absolutely wonderfully, with a long sequence on stillness and time and beauty - not his most elevated work, but a striking, illustrative shCrescendos absolutely wonderfully, with a long sequence on stillness and time and beauty - not his most elevated work, but a striking, illustrative short....more",Notes are private!,0,40,1,not set,"Aug 11, 2021","Aug 11, 2021",,Hardcover,view (with text),/book/show/26597402-the-lily-of-the-field-and-the-bird-of-the-air
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Land of the Cyclops: Essays,"Knausgård, Karl Ove",1939810744,9781939810748,1939810744,350        pp,3.84,408,"Oct 15, 2018","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really strong essay collection, thrumming with Knausgaard's preoccupations and obsessions - his strongest work, I think, doesn't appear here (his amazReally strong essay collection, thrumming with Knausgaard's preoccupations and obsessions - his strongest work, I think, doesn't appear here (his amazing ""The Terrible Beauty of Brain Surgery"" (https://www.nytimes.com/2016/01/03/ma...) , and it has something of the dynamic of any essay collection, in that it comes into an out of focus, but I enjoyed this....more",Notes are private!,0,48,1,not set,"Aug 11, 2021","Aug 11, 2021",,Hardcover,view (with text),/book/show/53198009-in-the-land-of-the-cyclops
