,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,cypt's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,"Johnson, Robert A.",0062507540,9780062507549,0062507540,118        pp,3.99,"4,883","Dec 01, 1991","Feb 17, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/9544.Owning_Your_Own_Shadow
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vilkas, bokštas ir bažnyčia. Vilniaus suvenyrai","Miškinytė, Rūta*",,9786098198713,,200        pp,4.23,13,unknown,Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/180279126-vilkas-bok-tas-ir-ba-ny-ia-vilniaus-suvenyrai
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elementals,"McDowell, Michael",0380783606,9780380783601,0380783606,292        pp,4.01,"18,460",Oct 1981,"Sep 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Mass Market Paperback,view,/book/show/301053.The_Elementals
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Study,"Burnet, Graeme Macrae",1913393194,9781913393199,1913393194,278        pp,3.62,"8,502","Oct 07, 2021","Oct 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Hardcover,view,/book/show/57539677-case-study
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Improbable Tales of Baskerville Hall,"Standish, Ali*",0063275570,9780063275577,0063275570,310        pp,3.90,355,2023,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/70240514-the-improbable-tales-of-baskerville-hall
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mokytojas,"Klimas, Karolis*",,9786094873553,,210        pp,4.09,681,Feb 2023,Feb 2023,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mokytojas moka skaityti ir moka rašyti. Skaitydama galvojau - įdomu, kiek man įdomu dėl to, kad pati filologė, o kiek - dėl to, kad knyga gerai parašyMokytojas moka skaityti ir moka rašyti. Skaitydama galvojau - įdomu, kiek man įdomu dėl to, kad pati filologė, o kiek - dėl to, kad knyga gerai parašyta. Gal 50 ant 50?Knygoj mokytojas aprašo 2 ar 3 metus literatūros dėstymo 11okams ir 12okams, neturint pedagoginės patirties. Tai sėkmės istorija (jo per 2 ar 3 metus išudyti vaikai gauna krūvą šimtukų), bet ar ji tam nebuvo užprogramuota iš anksto? Mokytojų nesėkmės istorijos transliuojamos žiniasklaidoje, telike ir radijuje, taip pat streikuose (gaila, kad dar nedaug), o štai sėkmės istorija tokia reta, kad nusipelno virsti knyga. O gal tų sėkmės istorijų taip reta, kad jos atrodo beveik fikcinės, todėl vertos įamžinti?Nors skaityti buvo smagu, ypač kūrinių interpretacijas - bandžiau prisiminti savo literatūros pamokas (mes irgi turėjom gerą mokytoją, nors aišku ne tokią šustrą nei kaip mokytojas iš knygos, nei kaip superinė ciniška jo kolegė Aldona) ir pačius kūrinius, - bet pabaigus liko kažkoks nemalonus jausmas. Jis susideda iš kelių aspektų:1. Kokia tai upper class knyga. Mokytojas truputį užkabina galimybę, kad kai kurie vaikai GAL ateina iš smurtinės aplinkos, su baisiomis patirtimis, gal kai kuriems ta mokykla yra n-toje vietoje pagal išgyvenimui būtinų dalykų hierarchiją, bet tai ir lieka tik galimybe. Mokytojas praktiškai nesusiduria su nuo narkotikų apsvaigusiais, juos platinančiais, geriančiais, ant skurdo ribos balansuojančiais vaikais, smurtą patiriančiais ir pačiais smurtaujančiais, turinčiais ypatingų poreikių, disleksiją, bendravimo sunkumų... Kone vienintelis susidūrimas su kitokiais vaikais aprašomas taip: ""Pavyzdžiui, tik po potos mėnesių darbo mokykloje atsitiktinai sužinojau, kad tarp mano mokinių yra šizofrenijos sutrikimą turintis jaunuolis. Nieko sau sistema..."" (p. 60). O kam tau reikia šitos informacijos? Ką čia reiškia tas daugtaškis, ar tas vaikas su sutrikimu turi nešiot raudoną kepurėlę, kad visiems būtų ""maloniau""?Užtat yra gražių merginų, o pati geriausia mokinė tai ta kur ir geriausiai mokosi, ir dirba manekene. Pats mokytojas yra upper class, bet šitai reflektuoja, supranta, kad jis gali sau leisti dirbti mokytoju ir nesvarstyti, kaip iš to pragyventi (dirba antram darbe ""laisvalaikiu""). Apie ką dar nekalba mokytojas - kad jo lytis ir amžius, šustrumas prisideda prie jo patiriamos naujoko sėkmės.2. Visi ekskursai apie savo asmeninį gyvenimą, kuri pana buvo gera, kuri ne tokia gera, kiek jis laiko leidžia su dukra ir tt. Kaip ir turbūt visada su mokykla, žmonės šią knygą skaito ne dėl mokytojo, o dėl mokinių. Nu ir prie to paties - seksizmas paprastasis (čia kalba apie moterį, su kuria susilaukė dukters):Tiksliau kalbant, buvome visiškai nesuderinami. Ji dirbo grožio salone, o aš svajojau apie rašytojo karjerą. (p. 122)3. Istorijos finalas - padirbęs 3 metus mokytojas išeina iš mokyklos, nes supranta, kad toks darbas ne jam, kad jam reikia daugiau laiko asmeniniam gyvenimui, dėmesio artimiesiems ir tt. Suprantu, kad vieni žmonės yra sprinteriai, kiti maratonų bėgikai, bet vis tiek pajutau kažkokį nemotyvuotą liūdesį dėl darbo, kurį gali mesti bet kada, kai tik tau jis darosi nepatogus, nors iš pradžių laikei jį idėjine veikla. Galvojau apie mokytoją iš ""Dead Poets Society"" (mokytojas užsimena apie tą filmą), kuris neišėjo pirmai progai pasitaikius. Galvojau apie savo mokytojas ir mokytojus, kurių vienas išėjo gana greitai, nes mirė, bet daugelis, ir ypač tų, kuriuos gera atsiminti, varė ir varė ir varė daugelį metų, dar ir po pensinio amžiaus. Galvoju apie pažįstamą mokytoją, kuri kasmet reguliariai parašo žinutę, kad išeis, bet jau belekiek metų neišėjo. Nu jo, mes kiekvienas ir kiekviena pasveriame, ką ir kiek galime atiduoti, ribas brėžti ir nepersitempti yra svarbus dalykas, bet kažkaip falšyvai atrodo idėjos idėjos idėjos idėjos misija vizija pažanga aj išeinu. Nu gal aš tiesiog nesuprantu sprinto bėgikų. Bet vis tiek - man atrodo, kad darbą suprasti (ir laikyti save sėkmingu darbuotoju) gali tada, kai jau esi ir sufeilinęs, ir pabuvęs wow megažvaigžde, ir lūzeriu, ir galiausiai apsistojęs ties buvimu nuobodžia vidutinybe.4. Kas man būtų buvę dar įdomiau už literatūros pamokas - gramatikos pamokos. Kaip mokytojas aiškino, kodėl nevartoti kad su bendratimi?? Kokius memus pasitelkė esamojo laiko įsimintinų veiksmažodžių su nosine šaknyje rašybai įsiminti?? Išversti memą apie Šekspyrą iš anglų daug kas gali, o kas padarys memą apie sakinio dalis?Patiko:1. Mokytojas vis dėlto labai fainai rašo, ir man per visą knygą buvo gaila, kad tai ne Lodge'o stiliaus romanas. Kodėl jis nerašo detektyvų?? Mokytoja Aldona - tobula personažė, gal net geriausia visoje knygoje:Kad būtų lengviau apsispręsti, sugalvojau pasitarti su savo mentore. Aldona turėjo labai aiškią nuomonę apie visas diferenciacijas, koncentrus ir kitas pertvarkas, kurių per savo karjerą buvo prisižiūrėjusi į valias.- Tas pats šūdas, tik kitoj rankoj, - glaustai reziumavo.Ji bene vienintelė nesiplėšė dėl tų klasių. Kaip paskirstys, taip gerai, ""svarbiausia kaip nors nenumirt iki pensijos"". (p. 104)2. Kūrinių interpretacijos - jos gyvos, fainos, išties aktualios, mokytojas net pasiskaitęs Nabokovo paskaitas - vienareikšmis respektas.Žodžiu, knyga galėjo būti grožinė, su daugiau dramos elementų ir užsuktu siužetu, per kurį gal nebūtų taip lengvai prasišvietęs seksizmas ir pirmojo pasaulio problemos....more",Notes are private!,0,22,1,not set,Jan 2024,"Jan 06, 2024",,Hardcover,view (with text),/book/show/122756585-mokytojas
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New Moan: The First Book in The Twishite Saga: A Parody,"Mayo, Stephfordy",1843174448,9781843174448,1843174448,224        pp,3.79,"1,748","Oct 22, 2009","Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Hardcover,view,/book/show/6897432-new-moan
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitas ruduo,"Balbierius, Alis",,9786094802584,,128        pp,3.00,7,unknown,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pirma pažintis su Balbieriaus eilėraščiais, visai nebloga - vietomis buvo labai smagu skaityti, vietomis visai ne. Dar kartą supratau, kad haiku (nežiPirma pažintis su Balbieriaus eilėraščiais, visai nebloga - vietomis buvo labai smagu skaityti, vietomis visai ne. Dar kartą supratau, kad haiku (nežinau, ar jo trieiliai tiksliai tokie) man skaityti sunku, trūksta dėmesio ar susikaupimo, negaliu įžvelgti ten lūžių ir tektoninių plokščių judėjimo (be ironijos), visų tų procesų, apie kuriuos gražiai Goodreads rašė Alfonsas Andriuškevičius. Gal dar ateityje. Tai visas tas knygos sluoksnis man praskriejo virš galvos (Rytų knygoje nemažai - ir trieilių, ir meditacijų, atverčių etc). Bet buvo antras sluoksnis, toks paprastesnis, ir tuo visai pasimėgavau - toks nepretenzingai ir nedramatiškai nostalginis, surimuotas, tarsi old school, bet gerąja prasme. Pavyzdžiui:***naktis kaip Varno sparnas tik vietoj nevermorerudens tamsoj ilgoj girdžiu aš more and morekada pabudęs su tamsa giliai giliai girdžiutą šulinį nakties - jame nėra rudens žvaigždžiųjame nėra varinių lapų - mėnulėlio monetaseniai sudilus mirus rudenio delčia lėtatik Varno sparno juodas gylis bet vis tiekaš vietoj nevermore girdžiu vis more and moreant more - nors verias be ribų juoda naktisrudens kuri sniegu nušvis ir ta kuri mane užkrisir gal todėl man Varno sparnui sakant nevermorešviesos many daugiau ir tas refrenas - more and more(p. 69)Šitas knygoje mano mėgstamiausias.Arba dar toks - atrodo paprastas vaizdelis, ir ką, bet jis gražiai pagauna tą nykią nuotaiką, kurią dabar, gruodį-sausį, turim:***melancholija mirštantis sniegassniego kapinės šitie laukaitartum tvanas viduržiemio lietūsviduržiemio lietūs kiek tik užmataierdvėje ir laikuos - melancholija sniegaspilko ryto sušlapus pelėper laukus kur numirštantis niekassniego niekas ir niekio vėlė(p. 107)Šiame gal tik ta pelė man per daug kajokiška-kaimiška-poetinė, o šiaip - kažkokia teisinga nuotaika.Ir šiaip dar daug galėčiau nurašyti, kurie prakalbėjo. Turbūt aš širdyje old school :D Bet labai džiaugiuosi atradimu ir tikrai skaitysiu daugiau Balbieriaus.O čia dar nurašau porą trieilių, su kuriais niekaip ne pakeliui (ir dėl kurių suėdžiau žvaigždutes). Nu vis tiek jie man atrodo pernelyg asmeniški - suprantu, kad žymi atvertį ir įspūdį, bet man tas įspūdis / paradoksas / sustojimas yra užvertas ir dėl to nervina, jausmas lyg skaityčiau dienoraštį arba pvz klausyčiau Daujotytės, kuri turi tą įprotį - pasako ką nors, o tu jau pati interpretuok ir aiškinkis, kas tame pasakyme slypi. Aš old-school, man turi būt paaiškinta, kame kampas, arba tada nereik sakyti išvis.***šitiek orumoeisenoj karvės -džipai sustojo ant kelio(p. 28)VARŠUVOS PRISIJAUKINIMAS, 2011Ir štai:miestas it paukštislesa sekundes iš rankos...(p. 58)***O, tuštybe! -koks klastingas iš pasalųtavo smūgis į veidą...(p. 88)(Ot gerai čia susidėliojo nemėgstamiausi trieiliai kas 30 puslapių :D Aš irgi galiu užfiksuoti asmeninę atvertį:kantrybė išsenkakas trisdešimt, užlenkiu lapo kamputįkažin kas paklius...Biški lėvai, gerai, kad nieko kuribiško nerašau, įvertinau, kad Balbieriaus net ir tie blogiausi 100 kartų geresni :D )...more",Notes are private!,0,6,1,not set,Jan 2023,"Jan 01, 2024",,Paperback,view (with text),/book/show/58871044-kitas-ruduo
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lizos butas,"Rykštaitė, Vaiva*",,9786094664496,,264        pp,4.06,"1,157",Jan 2020,Jan 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Po Mėlyno namo Havajuose norėjau paskaityti daugiau Vaivos Rykštaitės, pasiėmiau ""Lizos butą"". Tikrai geresnė knyga (džiaugiuos, kad nesprendžiau pagaPo Mėlyno namo Havajuose norėjau paskaityti daugiau Vaivos Rykštaitės, pasiėmiau ""Lizos butą"". Tikrai geresnė knyga (džiaugiuos, kad nesprendžiau pagal ""Mėlyną namą""), bet vis dėlto skaityti buvo sunku, gal kad kartu skaitau Džiaugiuosi, kad mirė mano mama, kur atsikartoja panaši struktūra - kaip narcizė mama augina narcizę dukrą (tikiuosi, vis dėlto dukra netaps narcize, kad ir kiek yra tam ruošiama). Rykštaitės knygoje apie savo vaikystę ir brandą pasakoja dukra Gintarė, o mamos ir dukros duetas nėra toks toksinis kaip pas McCurdy, bet vis dėlto kai kurios vietos (kai mama aiškina mergaitei, kokia ji vienintelė pasaulyje ypatingiausia, kai mergaitė to pasėkoje pradeda jaustis įsipareigojusi mamai, tarsi atsakinga už jos laimę) - o dieve kaip sunku jas skaityti ir vietomis nejauku, o vietomis - tiesiog elementariai liūdna.Knygoj smagiai parodyti 90ieji, aišku, čia tokia populiarioji egzotika (savadarbiai verslai, sukčiavimas, mafijozai, vaikų kiemo kultūra, elementarios manipuliacijos, laiptinė kaip sociumas!!!), bet visai smagi, gal net fainesnė už Remontą ar bent panašiai faina. Ir Kaunas!! Pagaliau atradau knygoje patvirtinimą, kad iš tiesų Kaune egzistavo įžeidimas ""individas"", o tai niekas manim netiki! :D ""Ai, tai kad pas tave šeimoj visi kažkokie individai, - pareiškia Kamilė"" (p. 79). Galbūt stipriausias knygos bruožas - atsaini ir linksma ironija, ji net pagyvina tą slegiantį mamos-dukters duetą, visiškai priešinga McCurdy sutirštinimams ir važiavimui ant emocijų.Ir vis dėlto - eina sau, ta disfunkcinė šeima ir disfunkciniai santykiai. Nėra taip, kad čia būtų tik sovietmečio / 90-ųjų kaltė, veikiau tam tikras santykių tipas, kuris, deja, atpažįstamas ir liūdnas. Gal net liūdnesnis dėl to atsainaus tono, maždaug ""didelio čia daikto, šiaip juokinga"". Skaitydama staiga pagalvojau: kaži kaip jaučiasi psichoterapeutai, kai jiems lengvai ir net juokdamiesi žmonės pasakoja visokias šiurpybes - kaip su jais buvo elgiamasi, kaip jie elgdavosi, - turėtų būti žiauriai liūdna, pikta ir bejėgiška. Nu gal psichoterapeutai turi savų gynybos mechanizmų, kurie jiems ir joms padeda, o man kaip skaitytojai nelabai kas padėjo, tik skaičiau ir galvojau, kad paskui reikia reabilituotis su kokia nors graži motinos-dukters istorija. Tik iš kur tokią gaut??Skaitai ir taip gaila to augančio vaiko, kurio galvoje tokią didelę dalį užima tiesiog išlikimas keičiantis mamos vyrams, namie vykstant išgėrinėjimams, fantazijos apie vyrus ir apie save, savo grožį, bandymas atrasti pasaulyje kažkokių savo atspindžių ir, priešingai, beveik jokių ryškesnių interesų ar hobių nebuvimas. Viskas sutelkta į atrodyti, bendrauti, būti kietai, neišstumtai ir neatstumtai. Ar taip atrodo ta pilka zona, kai vaikas neturi vaikystės, nors nepasakytume, kad šeima probleminė (nugi nemuša, neprievartauja, yra valgyt ir šiaip daiktų), bet vaikas tiesiog survivina ir nelabai auga kaip žmogus, kuriam pasaulis galėtų būti kuo nors įdomus, intriguoti, žavėti, stulbinti? Nu pavyzdžiui, pas kaimynę namuose kyla gaisras, o Gintarei (gal dvylikmetei? nepasižymėjau, kokio ji tuo metu amžiaus) kyla tokie apmąstymai:Mama šniurkščiojo nosim, graudinosi - siaubas, pizdec, žmonių namai tiesiog akyse dega... braukė ašarą, o aš, žiūrėdama į tuos be panikos ugnį dorojančius vyrus, pirmą kartą pagalvojau, kad gal vis dėlto norėčiau ištekėti ne už Manto, o už gaisrininko. Kiekvieną dieną jis gesintų degančius žmonių būstus, gelbėtų jų daiktus, o tada vėlai naktį grįžtų namo visas aplipęs angelų plunksnomis ir aš jį meiliai apkabinčiau šlaunimis, gelbėdama nuo paties gyvenimo, kaip mama kas vakarą gelbėdavo tėtį Gunią, net jei jis to kartais ir nesuvokė. (p. 33)Gal klystu, bet man regis, kad vaikas dar neturi reikalo žinoti, kaip mama gelbėja jo (jos) patėvį šlaunimis ir neturi apie tai fantazuoti kaip apie gyvenimo tikslą. Arba žiūrėti lesbiečių porno vietoj siaubekų per teliką :DMama skaitė visas jo [Kingo] knygas, o vakarais mėgo iki vėlumos žiūrėti siaubiakus, kartais leisdavo ir man, bet tik savaitgaliais. Tada mums abiem įsibauginus pajunginėdavo kanalus, surasdavo filmą, kur moterys bučiuojasi su kitomis moterimis, kaišiodamos viena kitai į burną liežuvį. Sakydavo, pažiūrėk, pamirši baisumus, prasiblaškysi. (p. 122)Turbūt ir dabar pilna tų pilkųjų tėvystės ir motinystės zonų, gerai, kad apie tai kalbama. Man juokingoji ""Lizos buto"" dalis atrodė tik kaip maskavimas viso to nesaugumo ir liūdesio, kurį buvęs vaikas-užaugusi pasakotoja veikiausiai jau suvokia, kitaip gal nepasakotų taip sarkastiškai apie įvairius abejotinus mamos sprendimus ir keistus pasakymus. Kaip brendimo romanas, knyga net labiau yra išlikimo romanas, ir tuo ji ir aiškesnė, ir geresnė už ""Mėlyną namą"". Bet vis tiek buvo gaila, kad ji užsibaigia ne kokiu nors ""dabar jau žinau"" momentu, o vis dėlto vyrų paradigmoje - kas su kuo gyvena, kas už ko ištekėjo, kiek laiko truko santuoka. Labai panašiai kaip ir keistuose Zelčiūtės memuaruose, nors tie tai stačiai creepy, o Rykštaitės romanas - vis dėlto romanas, liūdnas ir visai paveikus.Žvaigždutės subjektyvios - man labiau būtų norėjęsi, kad pasakotoja būtų išlipusi iš to 90-tųjų vyrų-santykių-mamos rato, bet gal ir logiška, kad taip ir neišlipo. Vis dėlto duodu 3* - kaip tikrai neblogai knygai, kurios vis dėlto antrą kartą neskaitysiu, sunku. Bet Rykštaitę toliau skaitysiu....more",Notes are private!,4,18,1,not set,Jan 2023,"Dec 31, 2023",,Unknown Binding,view (with text),/book/show/50367909-lizos-butas
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Drop of a Cat,"Fontenaille, Élise",1592703828,9781592703821,1592703828,28        pp,3.76,184,unknown,"Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/60916164-at-the-drop-of-a-cat
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sherlock Holmes & the Christmas Demon,"Lovegrove, James",1785658026,9781785658020,1785658026,375        pp,3.87,"3,671","Oct 29, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2023",,Hardcover,view,/book/show/44667139-sherlock-holmes-the-christmas-demon
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Akla kaip akmuo: Medūsos istorija,"Haynes, Natalie*",,9786094798290,,336        pp,3.85,"42,454","Sep 15, 2022","Nov 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Galvojau, kad graikų mitų perpasakojimai šūdas (nu aišku neskaičiau nei Miller, nei Saint, ot tai avtoritetinga mano nomonė), ir iš tikrųjų juos skaitGalvojau, kad graikų mitų perpasakojimai šūdas (nu aišku neskaičiau nei Miller, nei Saint, ot tai avtoritetinga mano nomonė), ir iš tikrųjų juos skaityt biški nuobodu, bet šita visai nebloga, nesijaučiu tuščiai praleidusi laiką. Tokia vis dėlto paaugliškai 2D, nes kas geras (Medūsa [nu reikėjo pripraSt prie šitoS formoS Su S, neSlėpSiu] ir Gorgonės), tas geras, o kas blogas (Persėjas) - tas jau dieve padėk koks šlykštynė, kaip iš ""Game of Thrones"" 8 sezono, kur jau nelabai talentingai parašyta ir viskas atrodo žiauriai neteisinga. Bet iš tiesų labai gražus visas nelabai užmaskuotas psichologinis kontekstas: kaip Medūsa pasikeičia patyrusi prievartą, kaip ji iš nerūpestingo žmogaus tampa keršytoja, kaip ji paskui net sutampa su savo kankintoju ir kartu su juo sėja destrukciją. Net aplankė eureka momentas, kad gal visi tiek graikų mitai (plg Edipas, Elektra ir kiti) - tai būdai alegoriškai papasakoti apie psichologiją, tik mums tik dabar tas daeina? O gal čia dabartiniams psichologams pravartu, kaip į špargalkę, pažiūrėt į cirkuliuojančias istorijas ir parodyti - nu va, Medūsa pasidarė pikta, tai aišku kad visų žmonių psichika taip veikia. (ta proga prisiminiau memą)Nei aš čia suprasiu, kas iš ko, nei tas svarbu. Gal tikrai iš visų istorijų (pasakų, mitų) išliko tik tos, kurios rezonavo ir paveikdavo, dėl to atrodė amžinos ir teisingos. Man irgi Medūsos istorijoje rezonavo įvairūs momentai, tik, ačiū dievui, galva dar biški laikosi. Rekomenduočiau paauglėms, nes tokia tikrai švari, graži ir feministiškai teisinga alegorija, ir net tas pyktis ir neteisybė, ir savotiškas vienaplaniškumas, kurio knygoje daug, galiausiai pasirodo motyvuotas. Nepiktybinė knyga. Gal net nuobodi tuo nepiktybiškumu, ypač kai dabar eina dark romance, ir ypač kad šitoj knygoj nėra išvis jokio romance :D (aš tai džiaugiaus....)...more",Notes are private!,0,6,1,not set,Jan 2023,"Dec 30, 2023",,Hardcover,view (with text),/book/show/202645006-akla-kaip-akmuo
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Įvykis,"Ernaux, Annie*",,9786094796968,,96        pp,4.32,"44,434","Mar 14, 2000",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pirma pažintis su Ernaux, nors esu iš to klubo, kur turi nusipirkę ""The Years"" jau daugelį years ir vis dar neperskaitė :D Kadangi neskaičiau, nežinojPirma pažintis su Ernaux, nors esu iš to klubo, kur turi nusipirkę ""The Years"" jau daugelį years ir vis dar neperskaitė :D Kadangi neskaičiau, nežinojau, ko tikėtis, ir vis tiek tikėjausi tokios poetinės dokumentikos, maždaug kaip Fellini ""8 su puse"" ar pas Agnes Varda - žinau, nepanašūs, bet labai stilingi. Tai skaityti buvo mažų mažiausia šokas.Bet kokia gera. Visa knyga - apie neplanuotą ir nenorimą nėštumą, abortą ir jo pasekmes, šaltu, klinišku tonu. Abortas tuo metu Prancūzijoj nelegalus, tai Annie svyruoja kažkur tarp ""4 mėnesiai 3 savaitės 2 dienos"" ir ""Veros Drake"", vienas abortas nenusiseka, kitas nusiseka, ir čia pat klausi savęs, ar tikrai tas žodis tinka tai patirčiai. Šiurpūs tie jos patirčių aprašymai - tiek neviltis ir nesėkmės siekiant nutraukti nėštumą, tiek galiausiai įvykęs nutraukimas ir beveik bejausmis jo aprašymas:Mudvi mano kambaryje. Aš sėdžiu ant lovos su vaisiumi tarp kojų. Nežinome, ką daryti. Aš sakau O., kad reikia nukirpti bambagyslę. Ji paima žirkles, mes nežinome, ties kuria vieta kirpti, bet ji nukerpa. Žiūrime į tą mažylytį kūną didžiule galva, po perregimais vokais akys - dvi mėlynos dėmės. Sakytum, indėniška lėlė. Žiūrim į lytį. Mums atrodo, kad matome penio užuomazgą. Taigi aš sugebėjau sukurpti šitai. O. atsisėda ant taburetės, verkia. Mudvi tyliai verkiame. Tai scena, neturinti pavadinimo, gyvenimas ir mirtis tuo pat metu. Aukojimo scena.Mudvi nežinome, ką daryti su vaisiumi. O. eina į savo kambarį atnešti tuščio sausainių maišelio ir aš jį įleidžiu vidun. Einu su tuo maišu iki tualeto. Viduj - tarsi akmuo. Iškratau maišą virš unitazo. Nuleidžiu vandenį.Japonijoje abortuotus embrionus vadina midzuko - vandens kūdikiais. (p. 69)Pernelyg detalu, kad nešiurpintų ir neatstumtų, bet sykiu - skaitai ir galvoji, kad turbūt reikia tai žinoti. Ernaux grąžina abortą iš diskusijų ir moralės (dažniau ""moralės"") ir pasirinkimo (arba ""pasirinkimo"") srities į patirties lauką, o gal net ne grąžina, o perkelia, nes kada gi apie abortą kas nors viešai šnekėjo kaip apie patirtį? Tik kaip apie situaciją, į kurią kas nors įstumia, kurią pasirenki, kurią rinktis turi teisę (arba tipo ""neturi teisės""). Gal dėl to ji gali siutinti.Vis dėlto gražiausia knygos vieta - ""kliudžiau"" momentas:Šiandien žinau, kad man reikėjo to išbandymo ir tos aukos, kad kiltų noras turėti vaikų. Kad priimčiau tą reprodukcinį smurtą savo kūnu ir savo ruožtu leisčiau per save pereiti ateinančioms kartoms.Aš lioviausi žodžiais reiškusi tai, kas man atrodo totali žmogiška gyvenimo ir mirties, laiko, moralės, draudimo, įstatymo patirtis - patirtis, nuo pradžios iki galo išgyvenama kūnu.Nusikračiau vienintelės kaltės, kurią jaučiau siejantis su šiuo įvykiu: tai, kad jis man nutiko ir kad aš nieko su tuo nepadariau. Tarytum gauta ir išmesta dovana. Nes iš visų socialinių ir psichologinių priežasčių, kurias įžvelgiu kaip galėjusias nulemti tai, ką išgyvenau, dėl vienos esu kuo tikriausia: man viskas nutiko tam, kad galėčiau tai aprašyti. Ir tikrasis mano gyvenimo tikslas, ko gero, yra tik šis: kad mano kūnas, mano pojūčiai ir mano mintys taptų rašymu, kitaip tariant, kažkuo, kas suprantama ir visuotina, mano egzistencija, visiškai ištirpusia kitų žmonių galvose ir gyvenimuose. (p. 83)Ernaux tarsi atrodo ciniškesnė nei Biliūnas, ji tarsi ne ""širdyje nešioja"" savąjį šūvį, o tik džiaugiasi, kad turi ką aprašyti. Bet iš tiesų ir Biliūno šūvis virto aprašymu, netiesiogiai perduotu šūviu mums, kurio nebegalim atmatyti, tik atpažinti kažką panašaus savo gyvenimuose. Šia prasme ir Ernaux tokia pati - panaudojanti tą šūvį kūrybai ir tam, kad pačiai būtų lengviau ir tarsi prasmingiau, ir kad ta patirtis įgytų žodžius tiek sau, tiek kitiems. Respektas už tai, kad nebuvo grojama emocijomis, būtų išėjusi smarkiai pigesnė ir vargu ar prasminga drama....more",Notes are private!,0,10,1,not set,Jan 2023,"Dec 30, 2023",,Hardcover,view (with text),/book/show/98429937-vykis
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fosilijos yra nėriniai,"Mažulė, Marija",,9786098301311,,74        pp,3.44,9,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Paperback,view,/book/show/203566110-fosilijos-yra-n-riniai
