,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ujjyaini's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Local Woman Missing,"Kubica, Mary*",077831166X,9780778311669,077831166X,378        pp,4.15,"422,501","May 18, 2021","Nov 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,1.5 this book is just so utterly boring. Like no plot twist because there was no plot to begin with. It's just plain dumb there is not a single intere1.5 this book is just so utterly boring. Like no plot twist because there was no plot to begin with. It's just plain dumb there is not a single interesting storyline like no. It's too long I had no idea why was i reading more about childbirth than about the storyline of this girl being held captive in a basement for 11 years. Also the twist with a fake DNA test and like seriously her father didn't notice the cleft chin but her childhood friend does....more,Notes are private!,0,0,1,"Apr 03, 2024","Apr 03, 2024","Apr 03, 2024",,Paperback,view (with text),/book/show/57361474-local-woman-missing
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drowning Woman,"Harding, Robyn*",1538726769,9781538726761,1538726769,336        pp,4.08,"55,200","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Hardcover,view,/book/show/62874245-the-drowning-woman
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",125079076X,9781250790767,125079076X,320        pp,3.82,"113,965","May 11, 2021","May 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was going for a three stars but the ending and the plot twist did it for me. There were crumbs left all over and I did kind of guess some of it but I was going for a three stars but the ending and the plot twist did it for me. There were crumbs left all over and I did kind of guess some of it but it was an omg moment. It did remind me of The Great Gatsby in the sense Fitzgerald was writing about Zelda his wife's character that bought him all the fame and recognition. This did piss Zelda off and she did write her own book but it wasn't good enough. So who is in the right here? The one with the idea or the one who got the skill to write it down. Everyone can tell a story but can everyone write one?...more,Notes are private!,0,0,1,"Mar 21, 2024","Mar 21, 2024","Mar 16, 2024",,Hardcover,view (with text),/book/show/55315487-the-plot
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Pictures,"Rekulak, Jason*",1250819342,9781250819345,1250819342,372        pp,4.15,"250,139","May 10, 2022","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It was more thriller than horror for me which is exactly the kind of horror I like. I hate any form of body gore or any form of gore so horror is my mIt was more thriller than horror for me which is exactly the kind of horror I like. I hate any form of body gore or any form of gore so horror is my main genre for exactly this reason.I prefer this kind of horror.Now I didn't know what was the book about except it was supposedly transphobic. And on reading the twist I am like the kid wasn't trans. They changed the kid to cover up their crime of murder and kidnapping. and if you are an overly sensitive person then the thriller horror genre isn't for you. Because the story is always going to be about flawed bad people who commit horrible acts.I can sit here and say the book is cis-phobic because it's portraying this biological woman who couldn't have biological children as a horrible human being which is quite common. To show the childless woman as a villain....more,Notes are private!,0,0,1,"Mar 16, 2024","Mar 16, 2024","Mar 15, 2024",,Hardcover,view (with text),/book/show/58724923-hidden-pictures
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,468",Aug 1911,"Sep 01, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was ready to DNF the book and give it a one star and then thought that's unfair as a children's book it's not bad at all. It's quite good actually bI was ready to DNF the book and give it a one star and then thought that's unfair as a children's book it's not bad at all. It's quite good actually but the racism in here gosh. Either Indians are Maharajas or they're servants there is no in-between. Imagine all the stereotypes about India a white person can have about India in 20th century and it's all there snake charmers included.I am not against the book itself but gosh it was cringe to read about it....more,Notes are private!,0,0,1,not set,Jan 2024,"Mar 14, 2024",,Hardcover,view (with text),/book/show/2998.The_Secret_Garden
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Work: Rules for Focused Success in a Distracted World,"Newport, Cal",1455586692,9781455586691,1455586692,296        pp,4.18,"154,696","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/25744928-deep-work
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,104","Feb 01, 2018","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/46041465-everything-i-know-about-love
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The NO-BS Self-Help Book: The No-Fluff Guide to Self-Mastery,Honerod*,8269315869,9788269315868,B0C8Q7BXZF,439        pp,4.26,54,unknown,"Jun 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Kindle Edition,view,/book/show/179795378-the-no-bs-self-help-book
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultish: The Language of Fanaticism,"Montell, Amanda*",0062993151,9780062993151,0062993151,309        pp,3.87,"79,223","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/55338982-cultish
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hood Feminism: Notes from the Women That a Movement Forgot,"Kendall, Mikki*",,,,267        pp,4.38,"51,290","Feb 25, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/36687229-hood-feminism
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five: The Untold Lives of the Women Killed by Jack the Ripper,"Rubenhold, Hallie*",,,,352        pp,4.12,"53,955","Feb 26, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/37570548-the-five
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radium Girls: The Dark Story of America’s Shining Women,"Moore, Kate*",149264935X,9781492649359,149264935X,479        pp,4.15,"146,975",Jun 2016,"May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Hardcover,view,/book/show/31409135-the-radium-girls
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Prayer for the Crown-Shy        (Monk & Robot, #2)","Chambers, Becky*",,,B09CNFL3W7,152        pp,4.42,"50,972","Jul 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I definitely liked this one over the first one- not that the first one was bad. But I felt more connected with this book- like many and Sylvia Plath mI definitely liked this one over the first one- not that the first one was bad. But I felt more connected with this book- like many and Sylvia Plath my greatest fear is to not live upto my potential and not be the most productive perfect self that I can be- and this questions that purpose in life and sometimes it's just ok to be lost and just be help to one person. Also the friendship is so cute between Dex and Moscorp. ...more,Notes are private!,0,2,1,Mar 2024,Mar 2024,"Mar 01, 2024",,Kindle Edition,view (with text),/book/show/40864030-a-prayer-for-the-crown-shy
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Psalm for the Wild-Built        (Monk & Robot, #1)","Chambers, Becky*",,,,160        pp,4.28,"106,090","Jul 13, 2021","Jul 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 this is philosophy but in a sci-fi setting. This has similar vibes as The Midnight Library where you ae experiencing all these life questions but 3.5 this is philosophy but in a sci-fi setting. This has similar vibes as The Midnight Library where you ae experiencing all these life questions but through a sci-fi/fantasy medium ...more,Notes are private!,0,1,1,Mar 2024,Mar 2024,"Mar 01, 2024",,Kindle Edition,view (with text),/book/show/40864002-a-psalm-for-the-wild-built
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Asura: Tale Of The Vanquished, The Story of Ravana and His People","Neelakantan, Anand*",938157605X,9789381576052,938157605X,504        pp,3.70,"13,382",2012,"May 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Paperback,view,/book/show/13563459-asura
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Monster Calls,"Ness, Patrick",1406361801,9781406361803,,237        pp,4.35,"265,609","May 05, 2011","May 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel like this book healed a little bit of the 17 y/o me, someone saying that it's OK to feel wanting the pain to stop the only worst way possible aI feel like this book healed a little bit of the 17 y/o me, someone saying that it's OK to feel wanting the pain to stop the only worst way possible and for ur loved one to stay alive at the same time but u know both aren't possible at the same time...more",Notes are private!,0,0,1,"Feb 26, 2024","Feb 26, 2024","Feb 26, 2024",,Paperback,view (with text),/book/show/25480342-a-monster-calls
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet Tenant,"Michallon, Clémence*",0593534646,9780593534649,,303        pp,3.88,"66,487","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2024",,Hardcover,view,/book/show/61897971-the-quiet-tenant
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Westing Game,"Raskin, Ellen",014240120X,9780142401200,014240120X,182        pp,4.00,"212,987","Jun 01, 1978","Apr 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/902.The_Westing_Game
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Marvellous Light        (The Last Binding, #1)","Marske, Freya*",,,B08PSSWS4Z,377        pp,3.97,"36,683","Oct 26, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Kindle Edition,view,/book/show/53217284-a-marvellous-light
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Talented Mr. Ripley        (Ripley, #1)","Highsmith, Patricia",0393332144,9780393332148,0393332144,273        pp,3.94,"90,494",1955,"Jun 17, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/2247142.The_Talented_Mr_Ripley
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Lie with Statistics,"Huff, Darrell",0393310728,9780393310726,0393310728,142        pp,3.84,"16,295",1954,"Sep 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Paperback,view,/book/show/51291.How_to_Lie_with_Statistics
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,"O'Neil, Cathy",0553418815,9780553418811,0553418815,259        pp,3.88,"27,036","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Hardcover,view,/book/show/28186015-weapons-of-math-destruction
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Him        (Him #1),"Bowen, Sarina*",1954500491,9781954500495,1954500491,326        pp,4.24,"68,485","Jul 28, 2015","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Paperback,view,/book/show/59754566-him
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divine Rivals        (Letters of Enchantment, #1)","Ross, Rebecca*",1250857430,9781250857439,1250857430,357        pp,4.23,"364,327","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Hardcover,view,/book/show/60784546-divine-rivals
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Poet,"Rilke, Rainer Maria",0486422453,9780486422459,0486422453,80        pp,4.30,"92,276",1929,"May 08, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/46199.Letters_to_a_Young_Poet
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kokoro,"Sōseki, Natsume",0809260956,9780895267153,0895267152,248        pp,4.04,"31,975","Aug 11, 1914","Jul 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/762476.Kokoro
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Country,"Kawabata, Yasunari",0679761047,9780679761044,0679761047,175        pp,3.59,"33,176",1948,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/14028.Snow_Country
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of Genji,Murasaki Shikibu,014243714X,9780142437148,014243714X,"1,182        pp",3.73,"13,356",1001,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/7042.The_Tale_of_Genji
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All She Was Worth,"Miyabe, Miyuki",0395966582,9780395966587,0395966582,296        pp,3.69,"3,584","Jul 01, 1992","Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/123555.All_She_Was_Worth
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sailor Who Fell from Grace with the Sea,"Mishima, Yukio",,,,181        pp,3.85,"40,995","Sep 01, 1963","May 31, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/162332.The_Sailor_Who_Fell_from_Grace_with_the_Sea
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Honjin Murders        (Detective Kosuke Kindaichi, #1)","Yokomizo, Seishi",1782275002,9781782275008,1782275002,189        pp,3.67,"14,153",1946,"Dec 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/52706058-the-honjin-murders
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I the Supreme,"Roa Bastos, Augusto",1564782476,9781564782472,1564782476,433        pp,3.88,827,1974,"Jun 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/349829.I_the_Supreme
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dom Casmurro,Machado de Assis,0850515033,9780850515039,0850515033,176        pp,4.32,"31,900",1899,"Feb 04, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/82888.Dom_Casmurro
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The President,"Asturias, Miguel Ángel",0881339512,9780881339512,0881339512,287        pp,3.98,"5,446",1946,"Aug 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/73723.The_President
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Owl,"Hedayat, Sadegh",0802131808,9780802131805,B000NKQDGC,148        pp,3.97,"28,357",1936,1957,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/45967.The_Blind_Owl
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,731","Nov 01, 2018","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/40163119-say-nothing
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pillars of the Earth        (Kingsbridge, #1)","Follett, Ken*",,,,976        pp,4.34,"763,735",Oct 1989,"Feb 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/5043.The_Pillars_of_the_Earth
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Boys Aren’t Blue,"Johnson, George M.",0374312710,9780374312718,0374312710,304        pp,4.21,"37,139","Apr 28, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/44280883-all-boys-aren-t-blue
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unhoneymooners        (Unhoneymooners, #1)","Lauren, Christina*",,,,432        pp,3.92,"834,675","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/42201431-the-unhoneymooners
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,307","Apr 30, 2009",2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/6101138-wolf-hall
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Larson, Erik*",0609608444,9780609608449,0609608444,447        pp,4.00,"682,598","Feb 11, 2003","Feb 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/397483.The_Devil_in_the_White_City
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Hypothesis,"Hazelwood, Ali*",0593336828,9780593336823,0593336828,383        pp,4.15,"1,385,621","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Paperback,view,/book/show/56732449-the-love-hypothesis
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Arrangement        (The Arrangement, #1)","Modglin, Kiersten*",,,B08RS5JH69,220        pp,4.07,"41,582","Jan 28, 2021","Jan 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Kindle Edition,view,/book/show/56484743-the-arrangement
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Weather in Tokyo,"Kawakami, Hiromi",1846275083,9781846275081,1846275083,176        pp,3.71,"40,142",2001,"Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Paperback,view,/book/show/18283207-strange-weather-in-tokyo
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,947","Sep 03, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Kindle Edition,view,/book/show/46000520-the-thursday-murder-club
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spy Who Came In from the Cold        (George Smiley, #3)","le Carré, John",,9780743442534,0743442539,212        pp,4.08,"110,040",Sep 1963,"Nov 27, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Paperback,view,/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Parts,"Clark, Eliza",,9781910312643,,304        pp,3.78,"47,683","Jul 23, 2020",Jul 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,ebook,view,/book/show/49083140-boy-parts
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Eggs and Ham,Dr. Seuss,0394800168,9780394800165,B00297Y0JO,64        pp,4.31,"775,568",Jun 1960,1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Hardcover,view,/book/show/23772.Green_Eggs_and_Ham
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,B08FGVMHNG,336        pp,4.10,"92,497","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Kindle Edition,view,/book/show/57660939-razorblade-tears
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wall,"Haushofer, Marlen",1573440949,9781573440943,1573440949,240        pp,4.04,"17,961",1963,"Dec 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/586852.The_Wall
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark*",,,,212        pp,3.89,"1,117,444",2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Me reading a Self-Help book? who would have thought. As someone who thinks Self-help books is a scam and thought this book was a scam because of some Me reading a Self-Help book? who would have thought. As someone who thinks Self-help books is a scam and thought this book was a scam because of some quotes I have heard about this book was a total no-no. But I did, gave it a fair chance and I was highly surprised. This book just broke my mold of what I thought I liked, challenged me. Never judge a book by others opinion.And the two quotes that has irked me - turns out it was taken out of context. The first one was sarcastic clearly and the next one - No he wasn't telling a grieving father to take responsibility for his son's death, moreover he was ashamed about it - he didn't go back and counter his tragedy with one of his own but said sorry which actually show growth.This book isn't perfect but it is the kind of tough love I feel I need. With social media with so much opinion about everything going around where you are expected to be offended at every little thing, it's important that we choose carefully what we should give a fuck about, what's actually productive and important to us. Take responsibility for ur own life because no one is going to come in to fix it. Give a fuck about yourself and only ur self. ...more",Notes are private!,0,0,1,"Feb 11, 2024","Feb 11, 2024","Jan 07, 2024",,Paperback,view (with text),/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Exit,"Adams, Taylor*",1912106760,,B073BVCHKG,287        pp,4.01,"159,325","Jun 25, 2017","Jun 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Kindle Edition,view,/book/show/35522836-no-exit
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Swim        (Rachel Krall, #1)","Goldin, Megan*",125021968X,9781250219688,125021968X,341        pp,4.04,"106,077","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/51169341-the-night-swim
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Before,"Delaney, J.P.*",0425285049,9780425285046,0425285049,341        pp,3.70,"155,898","Apr 04, 2017","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Hardcover,view,/book/show/28016509-the-girl-before
