,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dagio_maya 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mantide,"Armfield, Julia",8830100277,9788830100275,8830100277,240        pp,4.00,"9,520","May 30, 2019",Jun 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”Come se il mio corpo andasse in pezzi o qualcosa cercasse di uscirne.”La scenografia del grottesco dove corpi si smembrano, perdono la forma, mut”Come se il mio corpo andasse in pezzi o qualcosa cercasse di uscirne.”La scenografia del grottesco dove corpi si smembrano, perdono la forma, mutando in altro.Riti di passaggio, elaborazione del lutto.Grida di rabbia, dolore, ribellioneNove racconti: inconsueti, spiazzanti, deliranti.Mantide ⭐⭐⭐un corpo che muta perdendo la pelle come un serpente e come una mantide, per sopravvivere, si nutre dell’Uomo..La Grande Veglia ⭐⭐⭐”Avevo ventisette anni quando il mio Sonno uscì da me come un passeggero che scende dal vagone di un treno, si guardò intorno in camera mia per qualche secondo e si sedette sulla sedia accanto al letto.”Pezzi da collezione ⭐⭐⭐⭐Frankestein in chiave moderna e femminista. “Pensa che uomo potremmo avere se prendessimo solo i pezzi migliori,”Non più selvatico ⭐⭐⭐⭐ Un divorzio, due sorelle separate ed una lupacchiotta…Tappa le orecchie delle tue donne con la cera ⭐⭐⭐Fan/Fanatiche assumono mostruose forme..Granito ⭐⭐⭐⭐”Una specie di disgustosa perversione, l’amore.”Schiaffo ⭐⭐⭐⭐”Lo aveva conosciuto allora, aveva visto la sua pelle di lupo mannaro sotto la superficie. “Cassandra dopo ⭐⭐⭐⭐Dolori della morte e fantasmi che aiutano a superare la separazione..Salmastro e lento ⭐⭐ ”Da qualche parte sui fianchi, un dolore si sprigiona, ma è solo il fantasma di un dolore, l’ombra di una cosa passata.”...more",Notes are private!,0,9,1,"Jun 22, 2023","Jun 26, 2023","Jun 22, 2023",,Paperback,view (with text),/book/show/61201574-mantide
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli ansiosi,"Backman, Fredrik*",8804743948,9788804743941,8804743948,360        pp,4.18,"633,746","Apr 25, 2019","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Paperback,view,/book/show/60044991-gli-ansiosi
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zamir,"Günday, Hakan",8892941097,9788892941304,B0BT245N8R,378        pp,3.82,"1,097","Oct 20, 2021","Mar 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”Quel che non si vuol vedere è invisibile”Zamir aveva solo sei giorni di vita quando una bomba esplose nel campo profughi dove si trovava, al conf”Quel che non si vuol vedere è invisibile”Zamir aveva solo sei giorni di vita quando una bomba esplose nel campo profughi dove si trovava, al confine tra Turchia e Siria.Dei genitori nessuna traccia. Cancellati come la sua faccia che viene scarnificata da mani ignote. Una condanna ad essere mostruoso, a non poter né piangere né ridere e ad immolarsi come testimonial per l’ente benefico che lo salva e lo cresce chiedendogli in cambio di “vendere” la sua triste storia.”La cosa più giusta per un neonato senza faccia era divenire il volto di una campagna di raccolta fondi”Zamir si vergogna di esistere così come succede a tutti  i sommersi e salvati. La vergogna dei sopravvissuti.Il suo destino adulto lo porterà a scegliere altre strade diventando un conciliatore, un uomo che manovra dietro le quinte affinché nel mondo non scoppino conflitti, un coordinatore di pace, un conciliatore. ”Io vendevo pace”.D’altro canto, il suo nome stesso se in arabo significa “coscienza, intenzione” in russo significa proprio “ per la pace”.Un racconto in cui si alternano sia i piani temporali sia le voci narranti: un presente visto con gli occhi di Zamir, un passato che ritorna con una voce narrante esterna.Campi profughi, organizzazioni umanitarie e filantropia varia, idealismo, condizione delle donne..tante domande etiche: al fine della pace è giusto chiudere gli occhi sui diritti umani? Al fine di salvare vite umane, è giusto compiere discriminazioni razziste?Questo è un romanzo sulla morte, o meglio, sull’arroganza dell’Uomo che si appropria del diritto di decidere quando deve terminare la vita dell’Altro. Le armi come prolungamento di poteri virili.Questo è un romanzo sulla vita reclamata.All’apparenza ucronico con quel suo distorcere una realtà contemporanea. A ben vedere, tuttavia, Günday dilata i confini del presente ma lasciando ben evidente la sostanza della realtà contemporanea.Così un Inghilterra che procede alla schedatura di tutte le comunità immigrate o la creazioni di campi di concentramento in Germania dove vengono fatti sostare tutti i cittadini e le cittadine turche che saranno rispediti a casa loro, non si discostano molto dal ciò che potrebbe accadere già oggi. Non so se vi dice qualcosa l’idea di “allerta per il pericolo di sostituzione etnica”, oppure “difesa dello spazio vitale”, “ognuno a casa sua”, tanto per fare qualche esempio..In un Europa sempre più politicamente sovranista, in un mondo sempre più attanagliato da incertezze e paure fobiche, Zamir difende la pace ma non i diritti umani perché le ingiustizie sono inanellate tra loro in un intrico impossibile a sciogliersi se non scegliendo di slegarne un capo e chiudendo gli occhi sul resto.”Evidentemente in questo universo tutto è uno shrapnel”Günday non è certo un autore facile e non per una qualche sorta di forbita scrittura.Leggi ed hai la nausea. Quello stesso disgusto che ti prende alla bocca dello stomaco ogni qual volta fai lo sbaglio di soffermarti sulla realtà che ti circonda (omicidi/ stupri/ rapine/ soprusi/ egoismo/perfidia……….) e allora chiudi gli occhi.Guardare ma non vedere..”Quel che non si vuol vedere è invisibile”Ecco la penna di Günday è una sorta di bacchetta che svela il mondo invisibile che lo si voglia o no?…”che razza di posto è il mondo!”Questo Mr Woolf (vedi Pulp fiction) in salsa mediorientale, nauseato dall’umanità, trabocca d’odio per tutto quello che è stato costretto a vedere e sentire.Un cinismo che lo porta ad affermare che ”In natura la pace non esiste” e allora l’unica soluzione è aprire gli occhi a tutti e far scoprire che l’Altro non è un nemico ma un essere umano come te…” Vedere è il segreto di ogni cosa”...more",Notes are private!,0,11,1,"Jun 18, 2023","Jun 29, 2023","Jun 18, 2023",,Paperback,view (with text),/book/show/179199523-zamir
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sole amaro,"Hassaine, Lilia",8833575713,9788833575711,,133        pp,4.15,779,"Aug 19, 2021","Feb 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 15, 2023",,Paperback,view,/book/show/122988766-sole-amaro
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Occhi di tempesta. Vuoi davvero conoscere la verità?,"Oates, Joyce Carol",8804550430,9788804550433,8804550430,212        pp,3.60,"3,786","Sep 01, 2003",Nov 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” Era Occhi di Tempesta in azione, maligna e vendicativa.”Mi sta succedendo quello che attorno ai vent’anni mi accadeva spesso, ossia innamorami p” Era Occhi di Tempesta in azione, maligna e vendicativa.”Mi sta succedendo quello che attorno ai vent’anni mi accadeva spesso, ossia innamorami perdutamente di un’autrice/autore e voler leggere tutto ciò che ha scritto.A dire il vero, però, la signora Oates non è una nuova conoscenza: questo è esattamente il suo quindicesimo libro che leggo!La sua produzione è comunque sterminata ed anche con delle eccezioni la sua cifra rimane ancorata al male, al lato oscuro umano.«Occhi di tempesta» è un epiteto che Francesca Pierson si sente urlare da un ragazzo “ferito” dalla sua reazione ad un probabile stupro durante una festa.Lei ha quattordici anni e questo episodio le fa scoprire una forza interiore che non pensava davvero di avere.Ricca ed ammirata per essere la figlia di un famoso anchorman sportivo ed ex campione di football vive con angoscia la crisi coniugale dei suoi genitori...Ecco cosa accade quando apri un libro di Joyce Carol Oates entri nella mente di chi ti parla, vedi con i suoi occhi le scene che ti sono descritte e senti le sue lacrime bagnarti il viso…” Quando una cosa è l’ultima, non sempre te ne rendi conto. Come quando attraversi un guado, può succedere senza che te ne accorgi.”...more",Notes are private!,0,19,1,"Jun 11, 2023","Jun 13, 2023","Jun 11, 2023",,Paperback,view (with text),/book/show/13581624-occhi-di-tempesta-vuoi-davvero-conoscere-la-verit
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'occhio del male,"Oates, Joyce Carol",,,B01M9J4PW8,172        pp,3.66,"1,722","Sep 03, 2013","Nov 10, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"” Se sollevi una pietra, quello che vedi strisciare freneticamente lì sotto è la natura umana, per lo più.”- ""Malocchio""- ""Cosi vicino. In ogni mo” Se sollevi una pietra, quello che vedi strisciare freneticamente lì sotto è la natura umana, per lo più.”- ""Malocchio""- ""Cosi vicino. In ogni momento""- ""L’esecuzione""- ""Il pianale""Questi i titoli dei quattro racconti.Quattro note stonate. Stridono e quello che dovrebbe essere un canto sull’amore esce fuori distorto al punto che fa male sentirlo.In ""Malocchio"" una giovane donna, debilitata dal dolore per la morte improvvisa di entrambi i genitori, sposa un uomo di trent’anni più vecchio. Un uomo stimato, irreprensibile ma si può essere certi di quello che vedono i nostri occhi?La stessa domanda viene posta alla sedicenne protagonista del secondo racconto – “Cosi vicino. In ogni momento” – così ansiosa di avere finalmente un fidanzato. Così quando Desmond Parrish le rivolge la parola stenta a crederci e rimane cieca di fronte ad alcuni strani comportamenti..Questa breve raccolta contiene una sorta di climax strutturale: assistiamo, infatti, ad una tensione crescente ad ogni storia.La terza – “L’esecuzione”- alza, sicuramente, il tiro. Qui non ci troviamo di fronte ad una relazione di coppia ma al male vero e proprio che c’è in un figlio e il suo rapporto malato con i genitori…Si arriva così al finale (""Il pianle"") dove Ceille, la protagonsita, rivela all’uomo che ama gli abusi subiti da bambina ma si può rimediare al male fatto?Incredibile Oates che come sempre sa raccontare il torbido e il lato oscuro dell’animo umano.”Il suo amore per N. non era più qualcosa di separato che potesse staccare da sé e tenere a distanza per contemplarlo.Il suo amore per N. si era fatto spazio dentro di lei. Il suo amore per N. era inseparabile dalla sua paura di lui.”...more",Notes are private!,0,17,1,"Jun 07, 2023","Jun 10, 2023","Jun 07, 2023",,Kindle Edition,view (with text),/book/show/33118437-l-occhio-del-male
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La paziente silenziosa,"Michaelides, Alex*",,,B07NSWN36T,327        pp,4.18,"2,167,084",2018,"Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ed eccomi in modalità thriller.Ammetto che questa storia l’ho presa sottogamba. Per buona parte della lettura ho letto con la supponenza solita di chiEd eccomi in modalità thriller.Ammetto che questa storia l’ho presa sottogamba. Per buona parte della lettura ho letto con la supponenza solita di chi è solito navigare tra altre pagine ma ogni tanto bazzica nei bassifondi della letteratura. Ebbene no!Ogni genere ha la sua dignità. L’importante è che assolva il suo compito e che la mano che scrive non tradisca qualche regoletta fondamentale della scrittura.Alex Michaelides assolve il compito. Io, lettrice presuntuosa che giravo le pagine credendo di sapere già tutto vengo, invece, spiazzata dal finale così come è giusto che sia.Un thriller psicologico che ci ricorda quanto sia esile il confine tra la cosiddetta normalità e la cosiddetta pazzia…...more",Notes are private!,0,35,1,"Jun 03, 2023","Jun 07, 2023","Jun 07, 2023",,Kindle Edition,view (with text),/book/show/44790584-la-paziente-silenziosa
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pellegrino in ascolto,"Vitale, Ida",8830104159,9788830104150,8830104159,441        pp,4.12,154,unknown,"Sep 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 19, 2023",,Paperback,view,/book/show/55501999-pellegrino-in-ascolto
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ferrovie del Messico,"Griffi, Gian Marco",,9791280845023,B09NR8D39T,824        pp,4.14,"1,324","May 26, 2022","May 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lirismo ed ironia Francesco Magetti, detto Cesco, è un milite della Guardia Nazionale Ferroviaria a cui viene affidato un incarico alquanto bizzarro: Lirismo ed ironia Francesco Magetti, detto Cesco, è un milite della Guardia Nazionale Ferroviaria a cui viene affidato un incarico alquanto bizzarro: disegnare una mappa delle Ferrovie del Messico, nazione di cui conosce solo vagamente l’esistenza.Per farlo ha bisogno di un libro molto raro “Historia poética y pintoresca de los ferrocarriles en México” di Gustavo Adolfo Baz con illustrazioni di Eduardo Gallo. Come si può facilmente intuire il compito non sarà facile.La storia in sé si svolge ad Asti tra gennaio e febbraio del 1944 ma il romanzo esce dai canonici binari e compie salti spazio- temporali che s’intersecano in una trama altamente grottesca e surreale.Disorientato è il protagonista che vive tempi sconcertanti e riceve ordini ancora più incredibili.Tempi strani, confusi in cui giorno dopo giorno si allarga la corrosione di un paese mentre la carie tormenta Cesco:”…fuggì dalla carie ideologica che aveva scavato una fenditura nel cemento dell’Italia (…) Fuggì dalla solitudine di un mondo in cui niente è mai risolto, e cinque minuti dopo era davanti all’ingresso della biblioteca, dove si rannicchiò per riprendere fiato e fiducia negli esseri umani.”E confusa è anche questa narrazione che non procede certo in modo consueto ne per tempi, né per luoghi né, tanto meno, per modi.Con una lingua in bilico tra il desueto e l’invenzione di vocaboli (a tratti un Queneau, a tratti un Doblin soprattutto in un capitolo dove s’innesca un gergo da Berlin Alexanderplatz ma il romanzo contiene in sè una miriade di citazioni e parodie letterarie) e poi elenchi di parole, di immagini surreali.Leggendo m’impressiona la facilità con cui passa da una prosa lineare fatta di azioni e dialoghi coerenti tra loro, ad una serie di immagini metaforiche, ermetiche inanellate tra loro senza che ci siano legami eppure le senti scivolare una sull’altra con naturalezza.Esempio:”Torna domani, Cesco Magetti, quando avrai imparato il sonno ondeggiante del gabbiano, le vele spettrali che si incrociano su qualche foglio illustrato, la libertà quando la libertà ti imprigiona come l’attrazione gravitazionale, il pianto dell’amante, la zolla sognante delle praterie, torna quando avrai appreso il vassoio dell’infinito sfavillante di stelle che allucciolano nottivaghe e il cieco crogiolo di spazio folle senza fine che io sono, che noi tutti siamo, ricoperti da patine di polvere e follia, nascosti dagli uomini come i pesci dei fondali abissali, celati ai predatori e alle baleniere, torna quando avrai deposto lo sgomento per il mostruoso, per lo stravagante, per il discorde. Torna quando avrai vissuto l’amore tra Spyridon e Payayota sulle spiagge di Malvasia tormentate dalla burrasca.”Contemporaneamente si aprono a ventaglio altre storie.Ogni incontro contiene la storia di altri personaggi che incontrano altre persone.Una struttura a matrioska che rende difficile , se non impossibile, non solo riassumere ma anche individuare un’unica tematica portante.Ed è probabilmente questa la forza di un romanzo così particolare (e direi eccezionale nel panorama della narrativa italiana contemporanea). Uno sguardo sulla Storia e sull’esistenza che mescola e amalgama come la visione di Tilde il personaggio che maggiormente rappresenta l’anomalia:”È come se la mia corazza d’amore per la vita fosse continuamente sbocconcellata dal pesce del grottesco e da quello del tragico, e l’unico modo per proteggermi, per ripararmi, è un certo modo di guardare al mondo, un lirismo. Essere lirici e ironici è la sola cosa che ci protegge dalla disperazione assoluta. Io abito il mio lirismo, Cesco, per continuare ad amare la vita: ogni evento vissuto non può che tradursi in queste due forme d’esistere, lirismo e ironia, perché la terza sarebbe la disperazione, e a quella non saprei porre rimedio. Non c’è altro.”⭐⭐⭐1/2...more",Notes are private!,0,21,1,"May 19, 2023","May 29, 2023","May 19, 2023",,Paperback,view (with text),/book/show/61239278-ferrovie-del-messico
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moltissimo,"Atwood, Margaret*",883331703X,9788833317038,883331703X,304        pp,3.74,"13,660","Nov 10, 2020",Sep 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Moltissimo” è un volume che raduna poesie scritte tra il 2008 ed il 2019.”La poesia ha a che vedere con la sostanza dell’esistenza umana: la vita, la“Moltissimo” è un volume che raduna poesie scritte tra il 2008 ed il 2019.”La poesia ha a che vedere con la sostanza dell’esistenza umana: la vita, la morte, la rigenerazione, il cambiamento; così come l’equità e l’iniquità, l’ingiustizia e a volte anche la giustizia. Il mondo in tutta la sua varietà. Il clima. Il tempo. La tristezza. La gioia.E gli uccelli. Ci sono tanti uccelli in queste poesie, assai più di quanto non accadesse un tempo. Ne vorrei ancora di più nella prossima raccolta, se ce ne sarà una; vorrei che ci fossero più uccelli al mondo.Speratelo con me.”Così, scrive l’autrice in prefazione e non si può che darle ragione. In questi versi ci sono tanti uccelli e tanti temi.Purtroppo, non ho trovato quello che cerco leggendo poesia: il suono dell’esistenza.Ho trovato questi versi, generalmente, più affini alla prosa che alla lirica.Sicuramente un problema mio ed imputabile al fatto che se leggo in originale devo avere il vocabolario di fianco e tutto diventa troppo ""macchinoso"".....more",Notes are private!,0,4,1,"May 13, 2023","May 18, 2023","May 13, 2023",,Hardcover,view (with text),/book/show/59220404-moltissimo
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ricreazione è finita,"Ferrari, Dario",883894511X,9788838945113,B0BSR862KP,480        pp,4.24,"1,385","Jan 24, 2023","Jan 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Addirittura questo reperimento di corrispondenze tra vita e letteratura""La ricreazione è finita è un romanzo a cornice dello scrittore viareggino""Addirittura questo reperimento di corrispondenze tra vita e letteratura""La ricreazione è finita è un romanzo a cornice dello scrittore viareggino Dino Ferrari.Marcello, protagonista di questa storia è quello che qualcuno definerebbe il tipico ""bamboccione abbarbicato nel limbo tra adolescenza e vita adulta. Non incapace ma disinteressato a dare forma concreta alla sua vita perlomeno nelle forme che la società richiede.Per puro caso si ritrova ad affrontare un dottorato presso la facoltà di Lettere di Pisa entrando così nel contorto mondo accademico. Una dimensione quasi a sé, con regole e dinamiche che sfiorano il grottesco: irreali ma non irrealistiche come sostiene l’autore stesso in una nota di postfazione. Un vero e proprio sistema che ha della arcaico come gli spiegherà l’amico Carlo, oramai da 15 anni alla corte del Chiarissimo prof. Sacrosanti:”È così che funziona l’accademia. Si conquisti un feudo in cui è inattaccabile, e chiunque vorrà attraversarlo dovrà pagarle una gabella: leggerla, e soprattutto citarla. Poi da lì potrà espandersi, col tempo. Ma senza un feudo non va da nessuna parte.”La tesi di dottorato di cui Marcello dovrà occuparsi è relativa alla vita e alla scrittura di un fantomatico scrittore suo conterraneo; un tale Tito Sella, ex terrorista e romanziere.Si avvia cosi, in parallelo, una seconda narrazione, quella Storica dei mitici anni ’70 e quella che immagina le vicende della Brigata Ravachol.«Forse è il momento di diventare adulti», dice, ad un certo punto, Athos uno dei miltanti della Brigata.Ma cosa significa «diventare adulti»?Prendere le armi e fare il cosiddetto “salto”?Oppure, tornando ad oggi e al protagonista Marcello, trovarsi un lavoro vero e sposarsi con Letizia l’eterna fidanzata?In ogni caso, arriva il momento in cui suona la campanella e «La ricreazione è finita».Questo romanzo è un continuo gioco di specchi tra la fantasia e il fantasma.Piaciuto molto.""«Alle volte uno si crede incompleto, ed è soltanto giovane».Stamattina mi sono svegliato con questa frase in testa, che avevo trovato da ragazzo alla fine del Visconte dimezzato di Calvino e che mi ero prontamente copiato sul muro di camera. Nel corso della vita, me la sono ripetuta ogni volta che avevo bisogno di un alibi per la mia inconcludenza cronica, per la mia eterna incompiutezza. È la giovinezza, mi dicevo, passerà; e allora sarò compiuto pure io.(…)A volte uno si crede giovane, e invece è soltanto incompleto.""...more",Notes are private!,0,31,1,"May 11, 2023","May 18, 2023","May 11, 2023",,Kindle Edition,view (with text),/book/show/89143900-la-ricreazione-finita
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La via del pepe,"Carlotto, Massimo",8866325570,9788866325574,8866325570,48        pp,3.33,24,"Nov 12, 2014","Nov 12, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"May 03, 2023","May 03, 2023","May 03, 2023",,Paperback,view,/book/show/23524217-la-via-del-pepe
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra a Mogadiscio,"Scego, Igiaba",8830109231,9788830109230,,368        pp,3.66,222,Feb 2023,"Feb 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Mi sentivo come Cassandra, la figlia di Priamo, quando vide il maledetto cavallo di legno davanti alle mura della sua città. Il cavallo con dentro""Mi sentivo come Cassandra, la figlia di Priamo, quando vide il maledetto cavallo di legno davanti alle mura della sua città. Il cavallo con dentro gli Achei che avrebbero distrutto Troia e la sua famiglia. Cassandra vedeva la sciagura approssimarsi. E anch’io vedevo la sciagura mentre roteavo la testa con Stevie Wonder che da uno stereo mi dettava il ritmo.""Non è mia abitudine assegnare stelle a racconti autobiografici e memoir.Succede, talvolta, che prevalga l’emozione. Vuoi per la scrittura così gradevole da sembrarti una melodia.Vuoi per un’affinità di pensiero.Fatto sta che “Cassandra a Mogadiscio” sia, per me, un’opera che merita di essere letta, merita di essere in lizza per il Premio Strega e, a mio parere, vincerlo perché questo libro ha sì per protagonista la famiglia Scego e la diaspora somala ma, inevitabilmente, parla di tutti noi. L’autrice riallaccia fili della sua infanzia e di ciò che precede, ossia la storia dei suoi genitori ancor prima della fuga forzata dal regime di Siad Barre.Questa è la storia della famiglia Scego: un padre, una madre, una figlia ed un numero indefinito di altri parenti disseminati come schegge dopo un’esplosione.Tutti legati dal Jirro” Jirro in somalo significa “malattia”, letteralmente è così, ogni vocabolario ti riporterà questa spiegazione. Persino Google Translate.Ma Jirro per noi è una parola più vasta. Parla delle nostre ferite, del nostro dolore, del nostro stress postraumatico, postguerra.Jirro è il nostro cuore spezzato. La nostra vita in equilibrio precario tra l’inferno e il presente.Siamo esseri diasporici, sospesi nel vento, sradicati da una dittatura ventennale, da una delle più devastanti guerre avvenute sul pianeta Terra e da un grosso traffico di armi che ha seppellito le nostre ossa, e quelle dei nostri antenati, sotto un cumulo di kalashnikov che dalla Transnistria sono sbarcati direttamente al porto di Mogadiscio. Per annientarci.”Il racconto è ricomposto intervistando la madre e sicuramente quello della memoria è il motore attorno a cui ruotano tutte le questioni dell’essere diasporici.La dispersione mette in risalto tutta una serie di dicotomie che cercano un equilibrio:la lingua madre e la lingua dell’italiano colonizzatore; le ferite inferte dal crudele colonialismo italiano e la persistente negazione degli italiani di quello che è accaduto; l’essere spezzati vs il quotidiano sforzo di riorganizzarsi in cerca di un’unità.Ci sono pagine molto dolorose come quelle che ci parlano della crudele pratica dell’infibulazione ma anche delle patologica scappatoia che una Igiaba Sciego adolescente trova per scansare il dolore di una madre lontana in mezzo alla guerra civile, la bulimia:”Vomitando mi illudevo di poter scappare da tutto quello che mi ballava intorno. Il vomito nasceva dalla voglia di mettere ordine in una vita che stava prendendo pieghe impreviste, quella dell’adolescente che ero quando è scoppiata la guerra.”L’opera assume le forme di una lettera indirizzata alla nipote Soraya che vive in Canada. Non tanto un espediente narrativo quanto un vero e proprio intento di combattere l’oblio della Storia. Le nuove generazioni, infatti, se non aiutate nel sostenere il ricordo sono passibili della dimenticanza.La scrittrice è al centro di una storia fra due mondi: Europa ed Africa, Italia e Somalia, Roma e Mogadiscio.Lei nata e cresciuta (tranne un anno in Somalia) a Roma non è considerata italiana perché nera ma è chiamata “l’italiana” dai somali. Questa lettura mi ha fatto riflettere su tante cose.L’indignazione generale per la guerra, ieri come oggi, nasconde una miriade di tragedie private ma altrettanto drammatica è la velocità con cui assorbiamo tutto come consuetudine. Quanto tempo è passato da quando stavamo incollati a guardare le immagini dei bombardamenti in Ucraina al momento in cui abbiamo inziato a cambiare velocemente canale in cerca di qualcosa di più leggero che non ci faccia pensare? Lo stesso è successo a suo tempo con la guerra in Somalia. Immagini che crediamo indelebili e poi svaniscono perchè non ci riguardano oalmeno così crediamo.Tanto che oggi quasi nessuno conosce gli eventi e veramente in pochi sanno dell’usurpazione e delle violenze italiane nelle colonie.E’ come se ci fosse un’anestesia generale. Bandita l’empatia. E quando mi capita di leggere/sentire l’odio che respinge e vorrebbe annullare altri esseri umani io sento tutto il fallimento di questa umanità.""Memoria. Sei saltata in aria su mine antiuomo. Sei stata fucilata in plotoni d’esecuzione sommari e improvvisati. Sei stata stuprata nel deserto da trafficanti ingordi di dollari. Sei stata ridotta a brandelli da autobombe esplose nella notte per conto di mafie e terrorismi. Sei stata crivellata dai kalashnikov in battaglia. E ora sei sfollata in un campo profughi gremito. E poi insultata nelle vie di un Occidente che non ti conosce né ti vuole conoscere. E così intanto evapori. Via. Lontano. Dalle menti. Dai cuori. Dalle schiene che ti sostenevano audaci e incoscienti. Recuperarti dal baratro in cui sei caduta è forse l’unica cosa che possiamo fare se vogliamo guarire davvero. Se vogliamo che il Jirro prima o poi ci lasci in pace.""...more",Notes are private!,0,29,1,"Apr 29, 2023","May 10, 2023","Apr 29, 2023",,Paperback,view (with text),/book/show/123165468-cassandra-a-mogadiscio
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maud Martha,"Brooks, Gwendolyn",8894814866,9788894814866,B0BT4V622G,120        pp,4.13,"2,953",1953,"Feb 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 28, 2023",,Kindle Edition,view,/book/show/95587697-maud-martha
