,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pranjal's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0142437344,9780142437346,0142437344,329        pp,3.64,"151,888","Dec 29, 1916","Mar 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2018",,Paperback,view,/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ulysses,"Joyce, James",,,,925        pp,3.75,"127,965","Feb 02, 1922",1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2018",,Paperback,view,/book/show/338798.Ulysses
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Candide,Voltaire,0486266893,9780486266893,0486266893,129        pp,3.76,"276,533",Jan 1759,1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2018",,Paperback,view,/book/show/19380.Candide
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Saltmarsh Murders        (Mrs. Bradley, #4)","Mitchell, Gladys",0701205601,9780701205607,0701205601,288        pp,3.53,928,1932,"Dec 27, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2018",,Paperback,view,/book/show/1470663.The_Saltmarsh_Murders
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",0399159347,9780399159343,0399159347,396        pp,3.95,"672,246",Mar 2015,"Jul 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2018",,Hardcover,view,/book/show/17802724-the-husband-s-secret
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Six Wives of Henry VIII,"Fraser, Antonia",1842126334,9781842126332,1842126334,496        pp,4.11,"18,560",1992,"Apr 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2018",,Paperback,view,/book/show/156584.The_Six_Wives_of_Henry_VIII
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marie Antoinette: The Journey,"Fraser, Antonia",0307277747,9780307277749,0307277747,512        pp,3.93,"37,010",2001,"Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2018",,Paperback,view,/book/show/17157.Marie_Antoinette
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home        (Gilead, #2)","Robinson, Marilynne",0374299102,9780374299101,0374299102,325        pp,4.04,"27,635","Sep 02, 2008","Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2018",,Hardcover,view,/book/show/2924318-home
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Father Brown,"Chesterton, G.K.",014009766X,9780140097665,014009766X,718        pp,4.03,"9,887",1935,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2018",,Paperback,view,/book/show/541803.The_Complete_Father_Brown
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samuel Pepys: The Unequalled Self,"Tomalin, Claire",0375725539,9780375725531,0375725539,528        pp,3.88,"4,199","Nov 14, 2002","Nov 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2018",,Paperback,view,/book/show/333295.Samuel_Pepys
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libra,"DeLillo, Don",0140156046,9780140156041,0140156046,480        pp,4.03,"17,767","Aug 15, 1988","May 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Paperback,view,/book/show/400.Libra
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",0143129554,9780143129554,0143129554,320        pp,3.86,"115,117","Jan 21, 1985","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Paperback,view,/book/show/28251250-white-noise
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underworld,"DeLillo, Don",0330369954,9780330369954,0330369954,827        pp,3.94,"31,411","Oct 03, 1997",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Paperback,view,/book/show/11761.Underworld
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Beauty of the Lilies,"Updike, John",0140255893,9780140255898,0140255893,512        pp,3.73,"2,111",1996,"Apr 24, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Paperback,view,/book/show/85381.In_the_Beauty_of_the_Lilies
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,901",1993,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Paperback,view,/book/show/10956.The_Virgin_Suicides
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Plot,"Eugenides, Jeffrey",0374203059,9780374203054,0374203059,406        pp,3.47,"120,971",Oct 2011,"Oct 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2018",,Hardcover,view,/book/show/10964693-the-marriage-plot
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmer,"Cheever, John",0517125870,9780517125878,0517125870,12        pp,4.03,"4,420",1964,"Jul 10, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Swimmer of Suburbia! It’s one of the works that keeps flashing when the search engines dig out important gems from the literary cannon...The SwimmThe Swimmer of Suburbia! It’s one of the works that keeps flashing when the search engines dig out important gems from the literary cannon...The Swimmer marked as Cheever’s most defining work compelled me to its perusal....The narrator embarks on swimming an eight mile stretch of interconnected backyard pools of an upscale suburb, to end at his abode....The journey unravels the problematic lives of the well-furred and well-dined...Swimming as a metaphor is aptly employed to highlight the theme of travel as power. The text is rich with nautical jargon (that’s a bonus). So how I feel after reading this story, I’d say-swimmingly!...more",Notes are private!,0,2,1,"Dec 25, 2019","Dec 30, 2019","Nov 18, 2018",,Hardcover,view (with text),/book/show/1234382.The_Swimmer
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things Fall Apart        (The African Trilogy, #1)","Achebe, Chinua",,,,215        pp,3.73,"371,866",1958,Oct 1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2018",,Paperback,view,/book/show/37781.Things_Fall_Apart
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Nunez, Sigrid",0735219443,9780735219441,0735219443,213        pp,3.77,"42,674","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2018",,Hardcover,view,/book/show/35457690-the-friend
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lady in the Lake / The Little Sister / The Long Goodbye / Playback        (Philip Marlowe, #4-7)","Chandler, Raymond",0375415025,9780375415029,0375415025,"1,016        pp",4.44,305,"Sep 26, 2002","Oct 15, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2018",,Hardcover,view,/book/show/2048.The_Lady_in_the_Lake_The_Little_Sister_The_Long_Goodbye_Playback
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Clockwork Orange,"Burgess, Anthony",,,,192        pp,4.00,"712,032",1962,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2018",,Paperback,view,/book/show/227463.A_Clockwork_Orange
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Horse Walks into a Bar,"Grossman, David",0451493974,9780451493972,0451493974,208        pp,3.52,"14,466",Aug 2014,"Feb 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2018",,Hardcover,view,/book/show/30408033-a-horse-walks-into-a-bar
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,296","Oct 28, 2004","Jan 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2018",,Paperback,view,/book/show/68210.Gilead
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",0571334644,9780571334643,0571334644,266        pp,3.81,"1,385,230","Aug 28, 2018","Aug 28, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How pop stars strum a chart-buster after going through the fantods of a series of heartbreaks and win more fans and Insta followers……Rooney digs deep How pop stars strum a chart-buster after going through the fantods of a series of heartbreaks and win more fans and Insta followers……Rooney digs deep into the complications- anathema to modern day to- be-OR-not- to- be dilemma prone relationships. The cocoon-ish world of the two protagonists Marianne and Connell (an extension of rich girl meets a poor boy cliché…more like a spin-off) wraps tight with the contemporary times. Marianne’s fetish for sexual masochism is so by the Freudian textbook (upper-middle class: check…..Well-educated: check….self-destructive disposition: check).  Coming to the parts I liked- Rooney’s mocking measurement of students at prestigious colleges (Macbook bolstered undergrads with identical accents breaking into passionate debates on politics, books and topics; lacking in textual details of the books left unread). In the times spawned by social media where everyone feels outcaste-ish, different, a minority and crazy (a word so misused to the extent that having ice-cream with friends is considered/tagged/hash tagged CRAZZYYY!) the word NORMAL gets a few takers. So when these two people who are caught in the emotional labyrinth called relationship they end up serving the predictable fare called NOT-NORMAL.  This book is a one-dayer and will get a lot of head-nods from its readers (mostly 20 something who’d like a relate-able book on the go). However, the book did not arouse me enough to join the crescendo of praises bestowed on it by the readers and ers alike....more",Notes are private!,0,12,1,"May 03, 2019","May 08, 2019","Nov 12, 2018",,Hardcover,view (with text),/book/show/37539457-normal-people
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0241290082,9780241290088,0241290082,229        pp,3.75,"138,447","Mar 07, 2017","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2018",,Board Book,view,/book/show/31848394-exit-west
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",1250069823,9781250069825,1250069823,453        pp,3.55,"427,888","Sep 18, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2018",,Hardcover,view,/book/show/39280445-nine-perfect-strangers
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Socialite Evenings,"Dé, Shobhaa",0143032755,9780143032755,0143032755,493        pp,2.60,348,"Jun 01, 1991","Jan 30, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 11, 2018",,Mass Market Paperback,view,/book/show/124551.Socialite_Evenings
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilych,"Tolstoy, Leo",1600964338,9781600964336,1600964338,86        pp,4.13,"163,932",1886,"Aug 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 11, 2018",,Paperback,view,/book/show/18386.The_Death_of_Ivan_Ilych
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,662","Jan 29, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2018",,Hardcover,view,/book/show/33590210-an-american-marriage
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nicholas Nickleby,"Dickens, Charles",0140435123,9780140435122,0140435123,817        pp,3.94,"44,800",1839,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2018",,Paperback,view,/book/show/325085.Nicholas_Nickleby
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dombey and Son,"Dickens, Charles",0812967437,9780812967432,0812967437,880        pp,3.96,"15,789",1848,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2018",,Paperback,view,/book/show/50827.Dombey_and_Son
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eating Wasps,"Nair, Anita",9387578720,9789387578722,9387578720,255        pp,3.80,800,unknown,"Sep 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2018",,Hardcover,view,/book/show/41731609-eating-wasps
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcription,"Atkinson, Kate",031617663X,9780316176637,031617663X,343        pp,3.49,"55,719","Sep 06, 2018","Sep 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2018",,Hardcover,view,/book/show/37946414-transcription
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,476","Sep 01, 2004","Oct 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2018",,Paperback,view,/book/show/16243.Case_Histories
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,004","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2018",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",031631613X,9780316316132,031631613X,263        pp,3.64,"203,342","Jul 18, 2017","May 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nobody came to “An Evening with Arthur Less”The experience of reading this jewel of a book can be rivaled only by the act of eating a cotton candy (i.Nobody came to “An Evening with Arthur Less”The experience of reading this jewel of a book can be rivaled only by the act of eating a cotton candy (i.e. if you like cotton candies). The world marinating in its own cauldron brimming with plastic waste, refugees and boiling in perils of coexisting in the times of Donald Trump would not deign to be flimsy enough to focus its pity-floodlights on a wistful, turning-fifty, gay, Caucasian writer with fading shades of pink and gray-“like those double erasers for pencil and ink”. Arthur Less, a minor novelist who is “too old to be fresh and too young to be rediscovered” and whose blink a miss tryst with fame was his association with a clique of avant-garde writers and artists.Globetrotting on a wing and a prayer; from the taffy colored shanty towns of Mexico to the alien streets of Turin, to growing a beard in Berlin to having an envy rousing amorous moment on a rooftop in Paris, to ringing his fiftieth birthday in a dreamy encampment in the middle of camel-bellowing and scorpion infested Sahara, to lying convalescent in bed in his Raja Suite in India, to ing kimono-esque kaiseki cuisine in Kyoto- Japan, Less attempts an emotional free fall from his tenderhearted bridge of his last hope making his readers weave a wishful safety net underneath its beloved hero’s turn of fate.Greer alchemizes his protagonist’s pain of losing a lover into art- Arthur Less degloves his every humiliation to show its celebratory disposition, an adequate salt to his pudding....more",Notes are private!,0,8,1,"Dec 20, 2018",Jan 2019,"Nov 08, 2018",,Paperback,view (with text),/book/show/36204260-less
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Complete Prose,"Allen, Woody",0330328212,9780330328210,0330328212,473        pp,3.97,"4,337",1989,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2018",,Paperback,view,/book/show/871366.Complete_Prose
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in White,"Collins, Wilkie",,,,672        pp,4.01,"154,414","Nov 26, 1859","Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2018",,Paperback,view,/book/show/5890.The_Woman_in_White
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tenant of Wildfell Hall,"Brontë, Anne",0140434747,9780140434743,0140434747,576        pp,4.01,"115,937",Jun 1848,"Apr 16, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2018",,Paperback,view,/book/show/337113.The_Tenant_of_Wildfell_Hall
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catch-22,"Heller, Joseph",0684833395,9780684833392,0684833395,453        pp,3.99,"831,159","Nov 10, 1961","Sep 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2018",,Paperback,view,/book/show/168668.Catch_22
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Stories of Evelyn Waugh,"Waugh, Evelyn",,,0316926604,611        pp,3.99,"1,121",1953,"Sep 20, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2018",,Paperback,view,/book/show/30937.The_Complete_Stories_of_Evelyn_Waugh
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scoop,"Waugh, Evelyn",0141187492,9780141187495,0141187492,222        pp,3.80,"20,758",1938,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2018",,Paperback,view,/book/show/30919.Scoop
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Handful of Dust,"Waugh, Evelyn",0316926051,9780316926058,0316926051,308        pp,3.90,"26,365",1934,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2018",,Paperback,view,/book/show/531262.A_Handful_of_Dust
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unladylike: A Memoir,"Vaz, Radhika",,9789383064175,938306417X,214        pp,3.47,580,"Dec 01, 2015","Dec 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2018",,Paperback,view,/book/show/27964340-unladylike
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,250","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2018",,Hardcover,view,/book/show/27161156-hillbilly-elegy
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Times,"Dickens, Charles",0321107217,9780321107213,0321107217,384        pp,3.54,"68,411",1854,"Oct 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My entire reflection on this edifying piece of literary classic would produce but a poor reportage of my effort to  it. I shall forge forth noneMy entire reflection on this edifying piece of literary classic would produce but a poor reportage of my effort to  it. I shall forge forth nonetheless….Enter the dismal setting: Cocketown is a smoke fuming dragon of an industrial borough-‘an ugly citadel” of toxic airs and gases, houses its multitude of downtrodden operatives- generically tagged as “The Hands”. Dickens very theatrically portrays the rough and tumble of the mundane miseries of the injured pith and marrow of Coketown. The reader first meets the mind of Mr. Thomas Gradgrind, personified cannon ‘loaded to muzzle with facts’ and a knower of all the ‘Watersheds of the World’. Gradgrind, a man devoted to the faculty of reason, sits himself at Stone Lodge, a common landmark on the face of the country; where he holds his children hostage into bleak lecture rooms and statistical dens of facts away from the light of fancy. The parental roof becomes a “Jaundiced Jail”- a piece of machinery cutoff from all the fantastical interference.If this did not steer the delicate nerves of a bibliophile than enter: Mr. Josiah Bounderby (Gradgrind’s mental looking glass), the keeper of the Coketown, the detected ‘Bully of Humility’ and a never miss-er of chance to proclaim his old poverty. He reminds me of our elderly folks who never fail an opportunity to elaborate on the never-ending saga of their rise to fortune from their pits of humble beginnings. The third specimen: Slackbridge (read: a fugleman, a local union leader of the millers), with his Brutus-like oracular authority never fails to uplift the morale of the multitudes crushed under the despotic iron-foot of their industrial tyrants.The lone voice-Stephen Blackpool-refuses to shake hands with both the parties: the master and the union- thereby indicating the alarming side-effects of industrialization that questions the moral integrity of both the parties.The labyrinthine narrative further dismantles the fortified beliefs of these key characters and brings to surface the peripheral characters- Sissy Jupe (the daughter of a circus jester who disowns her due to his failing attempts to amuse his audience)and Jane (Gradgrind’s daughter who questions his father’s latent motives behind getting her married to Bounderby, thirty years his senior) . The book had an effect like -the blood-iron taste/smell that one feels/smells after holding an iron bar for a long time-on me. This work of fiction is relevant now more than ever-in the times of hammered uniform thinking, the times governed by single minded-staunch-one dimensional leaders and their ‘yes-men’. ...more",Notes are private!,0,1,1,"Dec 27, 2018","Jan 08, 2019","Nov 01, 2018",,Paperback,view (with text),/book/show/5344.Hard_Times
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brideshead Revisited,"Waugh, Evelyn",0316926345,9780316926348,0316926345,351        pp,4.00,"113,361",1945,"Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2018",,Paperback,view,/book/show/30933.Brideshead_Revisited
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life of Elizabeth I,"Weir, Alison",0345425502,9780345425508,0345425502,532        pp,4.03,"32,176","Sep 01, 1998","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2018",,Paperback,view,/book/show/111222.The_Life_of_Elizabeth_I
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Six Wives of Henry VIII,"Weir, Alison",0802136834,9780802136831,0802136834,643        pp,4.11,"69,724","Mar 01, 1992",1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2018",,Paperback,view,/book/show/10104.The_Six_Wives_of_Henry_VIII
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bostonians,"James, Henry",0812969960,9780812969962,0812969960,460        pp,3.58,"7,411",1886,"Dec 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2018",,Paperback,view,/book/show/194546.The_Bostonians
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New York Stories of Edith Wharton,"Wharton, Edith",1590172485,9781590172483,1590172485,488        pp,4.20,908,1934,"Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2018",,Paperback,view,/book/show/453084.The_New_York_Stories_of_Edith_Wharton
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Germinal,"Zola, Émile",0140447423,9780140447422,0140447423,592        pp,4.19,"37,784",1885,"May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2018",,Paperback,view,/book/show/28407.Germinal
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bleak House,"Dickens, Charles",0141198354,9780141198354,0141198354,"1,037        pp",4.02,"108,638",1853,"Oct 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2018",,Hardcover,view,/book/show/11840642-bleak-house
