,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Robert's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New York Trilogy        (New York Trilogy #1-3),"Auster, Paul",0143039830,9780143039839,0143039830,308        pp,3.87,"74,716",1987,"Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Paul Auster's The New York Trilogyis a novel written in the form of three novellas whose interconnections are tied together in the last one...more or Paul Auster's The New York Trilogyis a novel written in the form of three novellas whose interconnections are tied together in the last one...more or less.At least two of Auster's central preoccupations are woven through all three parts. The first is the notion of the double, which in the form of detective stories in Auster's hands, becomes the self looking upon the self. The second is the notion of the enclosed self, the writing self, the self in a solipsistic state, or room, or relationship, where the double is simply an illusion. These two tropes show up in much of Auster's work, and to good effect.The New York Trilogy is too complex to summarize in any detail. As I have mentioned, it's an ongoing detective story, fun to read, well-written, set in New York, that becomes, in its final movements a kind of romance in the technical literary sense, which is to say it is realistic but gauzily improbable, a thing of the heart more than the mind. Auster mentions Melville several times in the lead-up to this finale but earlier he has inserted Poe into the story, and it's on the wings of Poe that he flies through the closing pages to the end. Poe also was drawn to detective stories, as we know, that concluded in The Narrative of Arthur Gordon Pym, for example, in a mystical, mysterious white-out, an ultimate plunge into the metaphysics of the self giving up on itself, solipsism becoming suicide. That's what Auster is up to.Some of the writing in The New York Trilogy is inspired. The first novella, City of Glass contains an amazing account of how language came to be and came to separate mankind from reality. It also makes use of walking through New York as a kind of writing, which is clever. Ghosts, the second novella, captures the futility of observing anyone from outside. The third novella, The Locked Room takes us inside the prison of self where the full corruptive potency of language, the self's default means of understanding itself, wrecks havoc and destruction.Auster's irony both saves and to a degree defeats his art. The archetype of the private eye (private I) gets turned on its head. It possesses unlikely characters. It leads to other noir references in old movies and makes New York sometimes sepia, sometimes black and white, but never technicolor. But the same ironic toying defuses skillfully constructed tensions, backing Auster away from the desperate grandeur of a Poe or Melville.The solidity of Auster's style, its pace, its rhythms, its focus, its savviness, is probably the key ingredient in The New York Trilogy's overall effectiveness--the satisfactions it provides a reader. If Auster does not even intend to land the kinds of crushing blows his predecessors specialized in--because he does not believe in them, probably, modern life being a smaller spiritual affair and getting smaller all the time--he still flirts convincingly with mystery, makes the unlikely and bizarre seem quotidian, and suggests that storytelling retains some of the magic of yore....more",Notes are private!,0,2,1,not set,"Apr 29, 2017","Apr 29, 2017",,Paperback,view (with text),/book/show/431.The_New_York_Trilogy
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Information,"Amis, Martin",0679735739,9780679735731,0679735739,374        pp,3.60,"6,073",1995,"Mar 19, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Martin Amis's novel, The Information, is about the malevolent affection that binds two Oxford chums, one a successful writer who doesn't deserve succeMartin Amis's novel, The Information, is about the malevolent affection that binds two Oxford chums, one a successful writer who doesn't deserve success and the other an unsuccessful writer who deserves his failure. So Richard (failed) goes to great lengths to mess with Gwyn (successful) and does more to upset his own world than he does Gwyn's.Most of the novel takes place in London and features one of Amis's favorite devices--the upstairs/downstairs narratives involving thugs Richard hires to give Gwyn a hard time: a really hard time. But there is an American book tour that avails Amis the opportunity to write with wild, often unbelievable, energy in ripping the former British colonies apart...as he rips London literary society apart...as he rips English country house society apart...as he rips the universe apart in quirky cosmic interludes that seem to be telling us that the human comedy is too trivial to be worth the expenditure of so many words...a lot of words...because once Amis gets going, he's not economical, he's fantastical, he's bloody-minded...he's a bit of a literary spendthrift.Satire,the best way to describe The Information, is a tricky business. Its shelf-life can be rather short. This mid-90s novel still has bite, but there is a cranky joy here that might just become a toothless howl in a decade or two. Overshadowing the antics and rivalries and send-ups is a kind of nostalgia for the days of Dr. Johnson's poets, the era when a well-wrought poem or tale meant more than it did toward the end of the 20th century. This, at least, preoccupies Richard, though Amis's descriptions of his miserable literary productions suggests he has small claim on the verbal worlds he explored when he was a student at Oxford reading Andrew Marvell.By its own explicit terms, The Information can't be comedy or romance because it doesn't end well for Richard. This a man whose physical and mental deterioration somehow outruns the simplicity of dying, plaguing him with the prospect that he will have to go on suffering Gwyn's success for a good long while.On Gwyn, a final word: I don't know exactly whom Amis had in mind. Gwyn's success rides on the back of everyone in his novels being diverse yet conflict-free, the happy happy few. We can think, I suspect, of Voltaire's Dr.Pangloss, or more recently, the forgettable (I've forgotten his name) author of I'm Okay, You're Okay. Feel-good writing works for some people. Amis clearly loathes it. But even if satire is not, strictly speaking, comedy, it can be, and is in this case, quite funny....more",Notes are private!,0,7,1,not set,"Apr 22, 2017","Apr 22, 2017",,Paperback,view (with text),/book/show/380017.The_Information
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sport and a Pastime,"Salter, James",0374530505,9780374530501,0374530505,185        pp,3.66,"10,002",1967,"Aug 22, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the great pleasures of literature is that it is possible to read a book a week for decades--and sometimes more than a book a week, and sometimeOne of the great pleasures of literature is that it is possible to read a book a week for decades--and sometimes more than a book a week, and sometimes a lot of decades--and still encounter a startling, lovely book that you've heard about but not read.And then page by page, you can't believe you haven't read this book and yet feel, at the same time, that you must have read it because it is such a summation of literary art, there's so much Fitzgerald and Hemingway in it, there's so much Cheever, there's so much Paul Bowles, there's so much William Maxwell, there's such an original mix of the familiar. It's old but it's new.For me A Sport and a Pastime has just been that book. I recall reading and ing James Salter's last book, All There is, and not thinking much of it. It seemed forced, a bit staged, a last gasp (or grasp) of improbable love. But long ago, Salter published A Sport and a Pastime with all of his ingenious technique, phrasing, and gift for chucking plot in the wastebasket in the interest of delving deep into eros and life through the mystery of well-chosen words.This is a novel that seems to be written by a young man, hidden away in France, about another young man, hidden away in France, having a profound encounter of some months with a young French woman, perhaps not twenty. We can't be sure that the first man is making all this up--the story of the love affair, if it can be called love--but that's the impression he leaves. The opening passages are fundamental, riveting, maddening descriptions of a train ride into the France where the writer, who masquerades as a photographer, plans to hide a while. He sees all the things you see in France. Old things. Old churches. Old fields. Old walls. And they are beautiful but maddening because you are not the one seeing them from the train window, he is. And then, more madness, a feckless Yale dropout has his insincere affair with the French girl in great, physical detail, and he's not worth her. His signature quality is possessing a Delage automobile, ridiculously fancy, eye-catching, which by rights ought to belong to the elusive narrator, the one who can describe things (France, meals, breasts, sex acts) so well. But in his subplot self-narrative, the narrator doesn't have a car and doesn't get his arms around a woman he covets in Audun and doesn't have any luck with another woman--girl, really--he'd like to take to bed. In the perverse way things work, he is subordinate to his imaginary friend, the one for whom Anne-Marie would do anything, front or back, up or down.The lover is called Dean or sometimes Philippe or Philip. He knows, we know, the narrator knows, and Anne-Marie knows that he will leave Anne-Marie because, as her mother puts it to her, What has she held back with which to hold onto him? But anyway, while his leaving her is not happening and he is making her happy and she is making him as happy as he can be, not very, the two of them drive around ""the real France"" in the Delage and experience what many of us have experienced via the tantalizing frustrations of so-called travel, or touring, which is to say they see so much, so many hotel rooms, squares, dining rooms, that do not and never will belong to them--postcards in the mind--and so take refuge in one another's bodies, moods, accommodations, quirks. This does generate spells of the erotic; somehow Dean is good for that; and it's a spellbindingly frank eroticism, not too much, not too little, just the way it works. But even then, given that Dean is a wastrel, there is a lack of promise in the lovemaking; there's a certain amount of technical calculation about avoiding what lovemaking might lead to, a counting of days before, during and after certain feminine events. But still, our narrator, going right between the sheets with Dean and Anne-Marie, can get it right without getting it for himself. The alter ego he is constructing for himself outmaneuvers and outperforms him. So that's frustrating and realistic, too. Everyone always thinks everyone else is having what they don't have, don't they?It's all fascinating, really--a beautifully written novel that swirls languidly through the pages, overcoming its weak central character, demeaning its admirable heroine, enabling its onlooking narrator to torture himself with well-chosen, beautifully paced words.This is really a very minor key Gatsby with zero glamour but much more erotic intimacy. The sadness of it is the evanescence of touch....more",Notes are private!,0,3,1,not set,"Apr 12, 2017","Apr 12, 2017",,Paperback,view (with text),/book/show/114511.A_Sport_and_a_Pastime
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cinco esquinas,"Vargas Llosa, Mario",1941999700,9781941999707,1941999700,314        pp,3.48,"7,550",Mar 2016,"Mar 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cinco Esquinas (Five Corners) by Mario Vargas Llosa almost won me over in a wonderful chapter toward the end where he masterfully collides multiple plCinco Esquinas (Five Corners) by Mario Vargas Llosa almost won me over in a wonderful chapter toward the end where he masterfully collides multiple plot lines into an authorial stream-of-consciousness, placing every group of characters into rolling, rollicking, high-contrast relief. I frankly loved his skill and humor in managing this trick with no transitions between subplots. He is, after all, a superb writer, and he is able, as Philip Roth once said of himself, to do anything with fiction that he wants to do.But I said ""almost,"" didn't I? So what's that about? In fact, what's the novel about? In the broadest sense, it is a study of the Fujimori years in Peru, when Fujimori's intelligence chief, called ""the doctor"" in this novel, ran roughshod over politics, the media, the military, and commerce. Here the doctor help sets up an exposé of a major mining magnate that gets out of hand. A slimy editor is murdered as a consequence. The mining magnate is humiliated (this is a photographic/graphic exposé). The murder ultimately is hung around the neck of a poor fellow who once made a living reciting poetry. The major mining magnate's wife starts an affair with his best friend's wife. The major mining magnate--once clear of his public humiliation--turns out to be the perfect mate for two women in love. And the sleazy female star reporter of the dead editor's almost defunct journal boldly reveals that the guy behind almost everything is the doctor, who is ruined while she becomes a kind of gossipy TV queen. Got that?In a way the trouble with synopses of all novels is that they are crimes against literature. Moby-Dick is a book about a guy who has a thing about whales. Don Quixote is a book about a guy who has a thing about windmills. Remembrance of Things Past is a book about a man who has a thing about cookies.It's just that Five Corners is expertly written in the service of characters who are either repugnant or simply featherweights. There's lots of sex here and a great deal of technical Spanish that enlarged my vocabulary and wore out my dictionary (what exactly are they doing to each other? why is that the term for it?) and there is a flow Vargas Llosa achieves through short paragraphs and just right dialogue. But other than the chapter I mentioned above, only one extended passage has horrifying weight--the mining magnate's brief stay in a jail in Lima.In contrast, Vargas Llosa's Conversations in the Cathedral, also about Peruvian politics, is novel of deeply disturbing and sinister impact. It whispers nasty things to the reader for hundreds and hundreds of pages.Vargas Llosa, of course, lost the presidency to Alberto Fujimori, and Fujimori's wonderfully named intelligence chief, Vladimiro Lenin Ilich Montesinos, surely did Vargas Llosa no favors, so one senses that twenty plus years later, Vargas Llosa decided to settle some scores. The problem is that in this case the historical record outclasses the fictional proposition. Five Corners should have been a nightmare. But for that to be the case, we would have to have some sympathy for someone and the only candidate is the pathetic reciter of poetry, not a very compelling guy....more",Notes are private!,0,3,1,not set,"Apr 05, 2017","Apr 05, 2017",,Paperback,view (with text),/book/show/28190198-cinco-esquinas
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ficciones,"Borges, Jorge Luis",0802130305,9780802130303,0802130305,174        pp,4.42,"67,796",1944,"Feb 01, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It pays to reread Borges every few years, and if you are able, to do so in Spanish, for the pleasure of his complex irony so lucidly expressed. He is It pays to reread Borges every few years, and if you are able, to do so in Spanish, for the pleasure of his complex irony so lucidly expressed. He is no more difficult to read in the original than Kafka is in German, although neither is easy to completely grasp, albeit for very different reasons.Kafka is the unawakened dreamer fully engaged in his enigmatic struggles. Borges is the awakened dreamer who has not yet finished with his enigmas. Kafka's dreamworld is a single, internal thing, obedient to its urges and fears. Borges's dreamworld requires reams of referential embroidery, layer upon layer of lacy mischief, some of it the woven product of astonishing erudition, some of it the whole cloth invention of astonishing imagination.Borges in Ficciones is concerned with the mind within which the world thinks it unfolds. He is a labyrinth-builder, a mirror-polisher, a time bandit, a strangely sensuous seeker of any image that is multiple, multi-layered, ambiguous, bewildering. He's an idealist in the sense that what matters is what is subject to thought. He's a gnostic in the sense that what is true bears within itself its own truth, not yours or mine, a truth that predates us, a truth great by virtue of its simple name, which is what, exactly? That's the mystery.He does like mystery stories; he likes a good murder; he likes a vainglorious death; he likes a global complot, a mysterious conspiracy contingent upon discovering a volume that was misprinted or a library that overflowed its bounds and became the world itself.In his wonderful story, ""Pierre Menard, Author of Quixote,"" Borges anticipated the rage of relativism that overtook philosophy, literature, and criticism from the 50s to, in some instances, this day. Menard writes the same Quixote as Cervantes; it's identical; but it's so much different because Cervantes wrote it when it was meant to be written, but Menard had the genius to write it at another time, in another context, when it took such heroic imagination and intellect to write exactly the same thing. Think how hard it is for Menard to make Quixote happen in the face of already having happened!The last story in Ficciones, ""El Sur,"" has been called Borges's best. It's about death and memory, and it is beautifully composed and paced, yielding the impact of stories like Tolstoy's ""The Death of Ivan Illyich"" in a tenth the words. ...more",Notes are private!,0,2,1,"Mar 28, 2017","Mar 28, 2017","Mar 28, 2017",,Paperback,view (with text),/book/show/426504.Ficciones
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",0393343405,9780393343403,0393343405,356        pp,3.87,"32,724","Sep 26, 2011","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books that attempt to provide a single magic key to myriad locks are intriguing and often disappointing, but there's a heroism about them that compensBooks that attempt to provide a single magic key to myriad locks are intriguing and often disappointing, but there's a heroism about them that compensates--somewhat--for their pretensions.The Swerve by Stephen Greenblatt is magic key a book that ""works."" Two other books of this kind that ""work"" are The Meeting of East and West by FSC Northrop and Consilience: The Unity of Knowledge by Edward O. Wilson.The Swerve traces the genesis, rediscovery and impact of De Rerum Natura (On the Nature of Things) by the Roman poet/philosopher Lucretius. His poem presents the idea, per Epicurus and Democritus, that the world consists of atoms that collide and cohere and create what we call nature before decaying into what we call death or dissolution or evaporation. Atoms are everything, ourselves included. When we die, we go back to being atoms. There is no afterlife. There is no god. There's just substance, which, again, Democritus conceived of as atoms, each alike and only different in aggregate by virtue of the forms they cohere in . . . temporarily.De Rerum Natura, written around 40 B.C., was somehow lost for the next fourteen hundred years until Greenblatt's protagonist, Poggio Bracciolini, a high ranking papal official put out of a job when his pope was de-poped (he called himself John XXIII), found it in the archives of a monastery in Germany, perhaps Fulda.Poggio becomes the story for a good part of the book. He's an early humanist, we might call him a classicist, despite his duties at the Vatican. Through him we and the world gain insight into the final phase of what might be called the pre-scientific era because his discovery, De Rerum Natura, is a brilliantly written, vivid, compelling disquisition on life as an exercise in physics, not theology, that underpins and reinforces the empirical studies and proofs of the earliest giants of modern science--Galileo, Bacon, etc.--and the meditations of the first great post-theological thinkers --Montaigne, Machiavelli, etc.Greenblatt artfully sketches De Rerum Natura into an historical process (from the classical era into the Renaissance) without overstating or understating its influence. He hits a tender spot well: fear, and fear's role in helping the church control society. With no afterlife to worry about, what is to prevent mankind from misdeeds?The answers Epicurus, Lucretius and others provide are basically twofold: Mankind has a natural disposition to seek pleasure and mankind has a natural disposition to be curious about the nature of things. These two factors serve, or should serve, as guide rails or incentives to live well and wisely.Of course Lucretius and everyone else mentioned here lived on the highest of intellectual planes, so ""common man"" really is not likely to take these points on board in the abstract. What is necessary is a two-fold enactment. The first enactment would be natural science itself permeating everyday life. (We're getting close.) The second enactment would be natural science and empiricism thoroughly displacing religion in the political realm. On this latter point, Greenblatt writes well about Sir Thomas More's Utopia and the problems that would have to be overcome to achieve such a thing (start with no private property and take it from there.)Ultimately the challenge remains accepting the supremacy of reason and the ways in which reason can humble and tame our pride and greed and all our other ""sins,"" prejudices, superstitions, biases, and, let it be said, fear of one another, or fear of ""the other,"" so amply capitalized on by the utterly cynical fear-mongering of the Apprentice in Chief currently residing, along with the occasional intruder, at 1600 Pennsylvania Avenue.Consilience by Edward O. Wilson is a brilliant book that aims to point us toward a unity between the sciences and the humanities and in terms of pure reason does so quite powerfully. What it lacks, and what makes it for me a chilling study in the inorganic essence of existence, is Lucretius' poetry, a sense of ""greater than,"" a sense of transcendence, even if it is grounded in the mysterious little atom. The Meeting of East and West by FSC Northrop offers both reason and poetry by virtue of its emphasis on cross-cultural comparisons and aesthetics. Northrop was a mid-20th century academic philosopher who understood that culture is something fundamental to the human experience, atoms notwithstanding. Beyond that, he understood, like Schopenhauer, the transcendent power of art.A final point if you're curious: I discovered The Meeting of East and West when I was reading Zen and the Art of Motorcycle Maintenance 35 years ago. Robert Pirsig refers to it there. ...more",Notes are private!,0,4,1,not set,"Mar 14, 2017","Mar 14, 2017",,Paperback,view (with text),/book/show/13707734-the-swerve
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Insomniac City: New York, Oliver, and Me","Hayes, Bill*",1620404931,9781620404935,1620404931,294        pp,4.42,"7,078","Feb 14, 2017","Feb 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bill Hayes' lyrical memoir, Insomniac City, focuses on two new loves as he reached middle-age: New York City and Oliver Sacks. To recover from losing Bill Hayes' lyrical memoir, Insomniac City, focuses on two new loves as he reached middle-age: New York City and Oliver Sacks. To recover from losing his partner, Steve, in San Francisco, he pulled up stakes and headed east That's where he found New York and the man he refers to as O.This is a book that comes in song bursts, short chapters that describes the infinite moods and characters of New York and the tender complexities of O and being with him. Some of the chapters are vignettes, some are diary entries, some wheel around the maypole of deft, pleasing poems.Hayes describes himself first and foremost as a person of feeling. That's consistently evident in his writing--it's all about the aesthetics of emotional response. His life is a moving vantage point, a listening post, an antenna. New York lends itself to that kind of person, one always looking, wondering, open to conversation and encounter, and, as the title indicates, prone to sleepless nights when the sounds keep clanging up off the street, the voices keep calling back and forth, the tree limbs keep slapping against the window in a rain storm.For me the appeal of New York, as for Bill Hayes, isn't its consistent beauty. New York isn't beautiful consistently, it's beautiful periodically, at given moments and in given places. This building charms you, that one is as intriguing as blank newsprint. Likewise the people. They can't be, and aren't, all fascinating. The majority grind life out, but ten or twenty percent bring a talent for showing off, showing up, and putting on a show that justifies keeping your eyes open. What kind of skateboarder will you see? Who will tell you what at a party where you weren't really invited? When will the solitude of an empty subway car suddenly burst forth with the force of a symphony? In New York, they say, you can buy anything and see anything. Hard to deny it.Enter O, a polymath, famous, deeply introverted, shy about his homosexuality, and much Bill's senior, a December/September partnership. For the first time in thirty-five years, O lets himself be seduced, or goes along with it. Bill just has the right sense of humor and patience and companionability. This, then, is the love New York promises in human form, and Bill renders it superbly through accounts of private moments, snippets of conversation, and gliding meditations. He does not own O or vice versa; they live close but apart; they share one another; they give each other room; they have interests that are diverse but not very divergent. The challenge of O, if it is to be put that way, is his utter brilliance, the high plane of his mental life, the richness of his knowledge and urgency of his passions.O's own account of his life, which was written during the period when he and Bill were together, is deeper and more entertaining than Bill's and should be read (My Own Life), but taken together, the two accounts harmonize well, and Bill is able to say things about O that O wouldn't say about himself, perhaps because he didn't notice. (Genius is that way.)And then, as we know, O dies. Liver cancer, in simple terms, but not simple liver cancer. Yet O, having been a doctor for so long and thought himself through for so long, knows how he wants to die, what he wants to have done before it happens and where he wants to be when it happens.Bill Hayes? He finds places to go where he can write this book, and then he confronts the question so many have asked: Can I keep living in New York, or do I have to give it up because I've gotten everything I've ever wanted from it and in it and there's nothing left there but memories of what I lost?...more",Notes are private!,0,1,1,not set,"Mar 09, 2017","Mar 09, 2017",,Hardcover,view (with text),/book/show/30038960-insomniac-city
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fun with Problems,"Stone, Robert",0618386254,9780618386253,0618386254,195        pp,3.28,377,2010,"Jan 11, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Robert Stone was a writer who set a lot of store by the rough side of life. In some ways he wrote below himself. There was nothing ragged about his prRobert Stone was a writer who set a lot of store by the rough side of life. In some ways he wrote below himself. There was nothing ragged about his prose, but the characters he focused on and the places he put them in (geographically as well as situationally) definitely had a certain dysentery-like odor to them, resulting in a meal you enjoyed eating more than digesting.Fun with Problems, his collection of stories published in 2010, features drinkers and dopers and women with hard luck and folks who are simply mean and pissed off and generally repellant. A public defender works over a psychological counselor he meets when both are doing their jobs in a local jail. A bum of a journalist wangles his way into the house of his ex-girlfriend's sister and infuriates the sister's husband. An art professor/artist takes a trip to lecture in the most gaseous and plastic corner of Florida's Gulf Coast and gets thrown in jail because he has been served what he considers fake crab squeezed out of a tube. A vagrant husband is turned into a mark by a woman who only wants to get into his house to case it for robbing everything in it the next day.Everybody in Stone's world gets what they deserve--they're freeloaders, faithless, feckless and a bit freakish. Although these stories were published in major magazines like the New Yorker, they aren't really stories. Stone inevitably lets them speak for themselves at the end and say essentially nothing.So what gives? Well, he wrote great sentences, he probed deep into the general creepiness of people you wouldn't otherwise want to know that well, he had an acute eye for the half-baked scams that make the film world (such as it is) tick, he understood rage, he could make rage funny, funnier, then funniest, he wasn't afraid of depicting figures whose general outlines might resemble himself and skewering them for their bad judgment, habits, and associates, he was apparently able to convince highfalutin' editors that his mixed-up points of view and caricatures made sense. So here we have a kind of literary tabloid-ism, lacking the grace and humility of, let's say, Raymond Carver, but nonetheless delivering whip-cracking sentence after sentence. Really, a single paragraph of Stone's hyperbolic yet deadpan prose can contain eight sentences and twelve images another writer might trade a significant tooth for, even a front one.There are times when you feel all right about reading stuff that is as stinky as your worst thoughts and suspicions about the people and places you disliked most in your life. At such times, Stone is your man....more",Notes are private!,0,1,1,not set,"Mar 03, 2017","Mar 03, 2017",,Hardcover,view (with text),/book/show/6520589-fun-with-problems
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transparent Things,"Nabokov, Vladimir",0679725415,9780679725411,0679725415,105        pp,3.65,"4,234",1972,"Oct 23, 1989",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, I finished it.",Notes are private!,0,0,1,"Feb 19, 2017",not set,"Feb 19, 2017",,Paperback,view (with text),/book/show/54996.Transparent_Things
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the King's Men,"Warren, Robert Penn",0156012952,9780156012959,0156012952,656        pp,4.09,"63,493",1946,"Sep 03, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Robert Penn Warren's classic political novel, All the King's Men, is grounded in two things. The first thing is the notion of the angry underdog risinRobert Penn Warren's classic political novel, All the King's Men, is grounded in two things. The first thing is the notion of the angry underdog rising up to become a political scourge of the rich and entitled and along the way losing his personal bearings by womanizing too much, drinking too much, and thumping his enemies too hard...so he ends up hoisted on the petard of his machiavellian maneuverings and what could have been isn't what finally happens. Willie Stark ends up murdered (not assassinated, murdered, because the killing is personal, not political), but again, the notion of a rube country lawyer getting smart and powerful and taking on the vested interests is a compelling one, perhaps especially in America where our basic myth is that each of us is a sovereign...so why shouldn't any one of us, even Willie Stark, get the upper hand?So that's one element of All the King's Men's strength and staying power. The other element, or ground, or just plain thing, is the way the novel is written. It's a southern novel in that it's wordy, folksy, fleshy, and sort of sweaty (because it's hot in Louisiana or Mississippi or wherever the action takes place), but more than that it's the unbridled, full gallop expression of a poetic gift busted out of the corral. Warren's characterizations, his descriptions, the way he sets up scenes with piles of vivid details, is flat out hypnotizing. He makes cars scream, ruins good suits in drenching rains, hides fires in glasses of bourbon, discovers the cheesy smell of old law books, reveals the sexiness of a pock-marked woman who never gets her hair right, and turns a bay's waters fleeing an oncoming storm into bedding being hastily thrown back so that wind god lovers can wrestle in its cottony white foam.Similes, metaphors, sayings, philosophizing and every other rhetorical device and trick enrich this text, usually not going too far, usually veering away from purple excess, and usually, as I am doing right now, employing repetition as the cardinal means of hammering thoughts and significance into the reader's hard head.The truest delight of this book is the narrator's voice, informed by Warren's poetic skill. He writes recursively, which is to say he manages to double back and double back, exploring a second and a third time, the essential rhythms of a confrontation, a scene, and a setting. This takes fortitude and imagination. Fortitude in this case is sheer writerly strength, staying power. Imagination is a varied way of reconceiving what already has been said well and saying it better.Jack Burden, our narrator, Willie's sidekick and counselor, keeps scratching at the opaque surface of things so we can see what's inside. Jack Burden, like this sentence which invokes Jack Burden's name again, doesn't hesitate to give us another well-modulated earful about what's wrong with Willie, what's wrong with Jack Burden, what's wrong with Willie's son, what's wrong with Jack Burden's girlfriend, and what's wrong with Willie's enemies--all of them. That's Jack Burden, doing something most of us have been taught not to do, i.e., use the same words and even the same inflections almost ad nauseam (but not quite) instead of coming up with something new. But here's the thing: Jack Burden builds narrative momentum by inserting just the littlest changes in previously employed formulations; he does this so often and with such art that we get his point the way we get a room in which we are sitting for an hour or so, taking it in once, then again, then a third time, transforming it into a place that we are sick of, or fascinated by, or come to confuse with the cosmos itself, nothing much existing outside this hospital waiting room, or this courtroom, or this miserable hotel room with its threadbare rug and wilted curtains and water-stained ceiling. Reading All the King's Men is like that; you get stuck in its sentences and story because it skillfully sucks you in deeper and deeper. Your life and the novel's life merge, and the novel's life is more graphic, has more pulse, offers more interesting smells, like those cheesy old law books.All the King's Men probably is Robert Penn Warren's best known work of literature, but it's far from his best. His poetry is leaner, stronger, and in some ways wilder. His poetry is more concentrated. His poetry is less repetitious. His poetry is more terrifying. There are hawks and skulls and winds in his poetry that are more memorable than almost anything in All the King's Men, but All the King's Men is a powerful myth that sprawls through thousands and thousands of words and for many hours it has its way and remains worth reading 70 plus years after it was written....more",Notes are private!,0,1,1,not set,"Feb 12, 2017","Feb 12, 2017",,Paperback,view (with text),/book/show/379138.All_the_King_s_Men
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the King’s Men,"Warren, Robert Penn",,,0156004801,439        pp,4.09,"63,493",1946,"Sep 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 12, 2017",,Paperback,view,/book/show/5527.All_the_King_s_Men
