,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Martha's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slewfoot: A Tale of Bewitchery,Brom*,125062200X,9781250622006,125062200X,320        pp,4.30,"29,573","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wanted to love this but drags after first third. Also ruins it that a man wrote it. Did remind me a lot of The Witch & marxist theorist Federici who wWanted to love this but drags after first third. Also ruins it that a man wrote it. Did remind me a lot of The Witch & marxist theorist Federici who writes about how capitalism influenced the witch trials, so I liked thatMerged :Wanted to love this but drags after first third. Also ruins it that a man wrote it. Did remind me a lot of The Witch & marxist theorist Federici who writes about how capitalism influenced the witch trials, so I liked that...more",Notes are private!,0,0,2,"Jul 31, 2023not set",Aug 2023not set,"Sep 28, 2023",,Hardcover,view (with text),/book/show/56179372-slewfoot
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Love and Other Demons,"García Márquez, Gabriel",0517405091,9780517405093,0517405091,160        pp,3.97,"76,140",Sep 1994,"May 11, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Paperback,view,/book/show/23876.Of_Love_and_Other_Demons
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,344","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Asks the question (at one point literally) what stories do we deserve to profit from and why? Engages with identity politics in a useful way IMO. Was Asks the question (at one point literally) what stories do we deserve to profit from and why? Engages with identity politics in a useful way IMO. Was audibly groaning and grimacing literally every page, very much car crash you can’t stop watching. RF Kuang the woman that you are how is it that you have managed to write so many incredible books that are all so ridiculously different from each other!!! Candice stan...more",Notes are private!,1,2,1,"Sep 12, 2023","Sep 16, 2023","Sep 12, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Most Talkative: Stories from the Front Lines of Pop Culture,"Cohen, Andy*",1427222606,9781427222602,,unknown,3.81,"16,266","May 08, 2012","May 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this to learn more about the housewives franchises, disappointed that it was shoved at the end and felt rushed.",Notes are private!,0,0,1,"Sep 11, 2023","Sep 12, 2023","Sep 11, 2023",,Audiobook,view (with text),/book/show/16369763-most-talkative
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hell Bent        (Alex Stern, #2)","Bardugo, Leigh*",1250313104,9781250313102,1250313104,481        pp,4.15,"115,100","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was spooky which is saying something cuz i don’t get creeped out but kind of felt like same formula as first one. Def more interesting but it irkThis was spooky which is saying something cuz i don’t get creeped out but kind of felt like same formula as first one. Def more interesting but it irks me when fantasy / magical realism books feel like they’re making stuff up as you go rather than explaining defined world boundaries cuz I feel like I never understand what’s happening/everything is in the realm of possibility which is lame and not satisfying. Biggest annoyance is that it’s been two books of hinting at some sort of romance and there hasn’t even been a kiss… like idc if that’s not the whole focus of the books I understand there are more important things going on but like that is so lame stop dragging it out ...more,Notes are private!,0,0,1,"Sep 05, 2023","Sep 05, 2023","Sep 05, 2023",,Hardcover,view (with text),/book/show/60652997-hell-bent
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penance,"Clark, Eliza",0063327856,9780063327856,0063327856,336        pp,3.95,"15,105","Jul 04, 2023","Sep 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really cray book about the exploitative nature of true crime culture, points a finger at the audience but also back at itself (i.e. true crime commentReally cray book about the exploitative nature of true crime culture, points a finger at the audience but also back at itself (i.e. true crime commentary really is morally bad but it’s so entertaining how can we help getting sucked in?!). Some interesting sprinkles also about teenagers and their relationship to the internet & its influence on them...more",Notes are private!,0,1,1,"Jan 25, 2024",Feb 2024,"Sep 01, 2023",,Hardcover,view (with text),/book/show/75498191-penance
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daydreams,"Hankin, Laura*",0593438183,9780593438183,0593438183,368        pp,3.60,"8,016","May 02, 2023","May 02, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2023","Sep 04, 2023","Aug 31, 2023",,Hardcover,view,/book/show/61913611-the-daydreams
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Theoretically","Hazelwood, Ali*",1408725797,9781408725795,1408725797,389        pp,4.13,"360,185","Jun 13, 2023","Jun 13, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2023","Aug 31, 2023","Aug 31, 2023",,Paperback,view,/book/show/61326735-love-theoretically
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Words,"Lauren, Christina*",1501190539,9781501190537,1501190539,432        pp,4.27,"566,815","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wanted to hate on this but it was so fun lmao. Super fun silly romantic summer read, Beach Read’s step sister for sure",Notes are private!,0,1,1,"Aug 04, 2023","Aug 04, 2023","Aug 04, 2023",,Hardcover,view (with text),/book/show/36206591-love-and-other-words
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sundial,"Jackson, Shirley",,,B00IFTT8EW,258        pp,3.80,"6,130",1958,"Mar 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Kindle Edition,view,/book/show/21891339-the-sundial
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biography of X,"Lacey, Catherine*",,,B09Y44WB2D,416        pp,3.87,"7,400","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2023","Jul 16, 2023","Jul 10, 2023",,Kindle Edition,view,/book/show/61068817-biography-of-x
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fireworks,"Cotugno, Katie*",,,B01J16N6K4,331        pp,3.36,"3,023","Apr 11, 2017","Apr 11, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I know i said i was done with tiktok book recommendations but now I’m actually done this book has me fuming about how badly the main girl ended up likI know i said i was done with tiktok book recommendations but now I’m actually done this book has me fuming about how badly the main girl ended up like I am seething ...more,Notes are private!,0,1,1,"Jul 07, 2023","Jul 07, 2023","Jul 07, 2023",,Kindle Edition,view (with text),/book/show/31455285-fireworks
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Consent: A Memoir,"Springora, Vanessa",,,B085NT9VPJ,105        pp,4.29,"21,562","Jan 02, 2020","Feb 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great memoir, not much to offer in terms of a  but I will say I found it really interesting to see how an overly “sex positive” attitude (which Great memoir, not much to offer in terms of a  but I will say I found it really interesting to see how an overly “sex positive” attitude (which is a really modern way of describing France in the 70s lol) both socially and especially academically laid the foundation for this behavior. Really disheartening to see so many great theorists and academics supported this evil man in the name of sexual liberty...more",Notes are private!,0,0,1,"Jul 09, 2023","Jul 09, 2023","Jul 04, 2023",,Kindle Edition,view (with text),/book/show/53928092-consent
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lapvona,"Moshfegh, Ottessa",,,B09GW3P1KJ,313        pp,3.54,"60,954","Jun 21, 2022","Jun 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Different enough from other Moshfegh books to be fresh but still delightfully weird. First ensemble POV for her which was new but great,Notes are private!,0,0,1,"Jul 04, 2023","Jul 07, 2023","Jul 04, 2023",,Kindle Edition,view (with text),/book/show/59693959-lapvona
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,499","Nov 05, 2019","Nov 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wish all memoirs read like this (so literary and mythical they feel like a really clever novel) but that’s also probably what makes this one so greaI wish all memoirs read like this (so literary and mythical they feel like a really clever novel) but that’s also probably what makes this one so great. Some really excellent interweaving of folktale motifs and theory to add to an underdeveloped canon on domestic abuse in queer relationships. Dark, funny, sharp, sad, etc etc overall great, packs a punch...more",Notes are private!,0,2,1,"Jun 25, 2023","Jun 25, 2023","Jun 25, 2023",,Hardcover,view (with text),/book/show/43317482-in-the-dream-house
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daisy Haites: The Great Undoing        (Magnolia Parks Universe, #4)","Hastings, Jessa*",1398717002,9781398717008,B0BN67X2DM,366        pp,4.51,"30,286",unknown,"Dec 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Omfg what is the point of a companion book IF IT DOESN’T EXPLAIN THE ENDING OF ITS COMPANION,Notes are private!,0,1,1,"Jun 24, 2023","Jun 26, 2023","Jun 24, 2023",,Kindle Edition,view (with text),/book/show/63922275-daisy-haites
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helpmeet,"Ruthnum, Naben",1988964385,9781988964386,1988964385,94        pp,3.45,"4,815","May 24, 2022","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Spooky as hell. Shivers down my body when I finished, really visceral language and body horror. Very measured and mysterious story told, feels like yoSpooky as hell. Shivers down my body when I finished, really visceral language and body horror. Very measured and mysterious story told, feels like you really sit in it but actually very few pages ...more",Notes are private!,0,0,1,"Jun 24, 2023","Jun 24, 2023","Jun 24, 2023",,Paperback,view (with text),/book/show/60301701-helpmeet
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Wilder,"Lauren, Christina*",1982173408,9781982173401,1982173408,384        pp,3.67,"113,233","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much fun, went lots of directions I fr fr was not expecting. Good adventure romance book for the summer",Notes are private!,0,0,1,"Jun 23, 2023","Jun 23, 2023","Jun 23, 2023",,Hardcover,view (with text),/book/show/59345253-something-wilder
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Parts,"Clark, Eliza",,9781910312643,,304        pp,3.78,"47,683","Jul 23, 2020",Jul 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Scathing & consistently unreliable (oxymoron?),Notes are private!,0,0,1,"Jun 22, 2023","Jul 04, 2023","Jun 22, 2023",,ebook,view (with text),/book/show/49083140-boy-parts
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,693","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/57185348-matrix
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",,,B015LYZH20,370        pp,3.50,"216,840","Jun 14, 2016","Jun 14, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cool book about a fictional Californian cult that also shows the way cults, or people (men) generally feed on things like desire and the fantasies we Cool book about a fictional Californian cult that also shows the way cults, or people (men) generally feed on things like desire and the fantasies we construct around desire. Everyday I’m glad nothing bad happened when I was 14 lol I would have been so susceptible to this ...more",Notes are private!,0,0,1,"Jun 19, 2023","Jun 21, 2023","Jun 19, 2023",,Kindle Edition,view (with text),/book/show/37652413-the-girls
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Come Back to Me        (Come Back to Me, #1)","Gray, Mila",1447274415,9781447274414,B00KCRMYU0,373        pp,4.19,"15,027","Jun 19, 2014","Jun 19, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this per dylan’s request, no further comment",Notes are private!,0,2,1,"Jun 15, 2023","Jun 15, 2023","Jun 15, 2023",,Paperback,view (with text),/book/show/20935107-come-back-to-me
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",,,B0B3Y8WL2L,333        pp,3.69,"62,751","Feb 07, 2023","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a smart and funny book, so much fun, walks the quirky tightrope so well. Reminded me of Milkfed (another great book) but different themes and lesSuch a smart and funny book, so much fun, walks the quirky tightrope so well. Reminded me of Milkfed (another great book) but different themes and less dark...more",Notes are private!,0,0,1,"Jun 15, 2023","Jun 19, 2023","Jun 15, 2023",,Kindle Edition,view (with text),/book/show/50361265-big-swiss
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nenoquich,"Bean, Henry",1946022632,9781946022639,,208        pp,3.81,111,unknown,"Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,ebook,view,/book/show/63068846-the-nenoquich
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Who Have Never Known Men,"Harpman, Jacqueline",0380731819,9780380731817,0380731819,208        pp,4.24,"50,770",1995,"Jul 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2023",,Mass Market Paperback,view,/book/show/11996.I_Who_Have_Never_Known_Men
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradise Rot,"Hval, Jenny*",,,,148        pp,3.59,"15,223",2009,"Oct 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2023","Sep 25, 2023","Jun 12, 2023",,Paperback,view,/book/show/39216527-paradise-rot
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ishmael        (Ishmael, #1)","Quinn, Daniel",,,B000SEFH6A,338        pp,4.01,"97,444",1992,"Dec 16, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am Ishmael’s greatest fan!Truly such an awesome book, something in here for everyone. Felt like I had stepped outside of my body and was observing lI am Ishmael’s greatest fan!Truly such an awesome book, something in here for everyone. Felt like I had stepped outside of my body and was observing life itself, all thanks to a discussion between a gorilla (an expert on captivity) and his student. ...more",Notes are private!,0,1,1,"Jun 11, 2023","Jun 14, 2023","Jun 11, 2023",,Kindle Edition,view (with text),/book/show/40611328-ishmael
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bronze Horseman        (The Bronze Horseman, #1)","Simons, Paullina",006185414X,9780061854149,006185414X,810        pp,4.30,"86,399","Jul 17, 2000","Sep 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Paperback,view,/book/show/6323104-the-bronze-horseman
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,522","May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Kindle Edition,view,/book/show/38348476-calypso
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eating Animals,"Foer, Jonathan Safran *",0316069906,9780316069908,0316069906,341        pp,4.21,"77,884","Oct 31, 2009","Nov 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Hardcover,view,/book/show/6604712-eating-animals
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",,,,163        pp,3.69,"278,570","Jul 27, 2016","Jun 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/38357895-convenience-store-woman
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Picnic at Hanging Rock,"Lindsay, Joan",0099750619,9780099750611,0099750619,189        pp,3.67,"24,858",1967,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Paperback,view,/book/show/791345.Picnic_at_Hanging_Rock
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",0571233627,9780571233625,0571233627,249        pp,3.68,"52,264","Sep 14, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/21400742-outline
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magnolia Parks: The Long Way Home        (Magnolia Parks Universe, #3)","Hastings, Jessa*",,9798985331738,B0B6D9FY3V,645        pp,4.34,"40,540",unknown,"Jul 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Was planning on being decently complementary of this since it felt like the things keeping BJ and Magnolia apart were less forced, but the last 5 pageWas planning on being decently complementary of this since it felt like the things keeping BJ and Magnolia apart were less forced, but the last 5 pages have just made my eyes roll so far into the back of my head that I can no longer see. Ridiculous ridiculous plot points- will still be reading the next book...more",Notes are private!,0,1,1,"Jun 07, 2023","Jun 09, 2023","Jun 07, 2023",,Kindle Edition,view (with text),/book/show/61447046-magnolia-parks
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Good People Here,"Flowers, Ashley*",,,B09QHM1JM6,336        pp,3.85,"220,254","Aug 16, 2022","Aug 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just the right amount of red herrings and plot twists to make it fun but not ridiculous. Didn’t love the semi unreliable narrator (for one of the POV’Just the right amount of red herrings and plot twists to make it fun but not ridiculous. Didn’t love the semi unreliable narrator (for one of the POV’s)....more,Notes are private!,0,2,1,"Jun 06, 2023","Jun 10, 2023","Jun 06, 2023",,Kindle Edition,view (with text),/book/show/60164764-all-good-people-here
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daisy Haites        (Magnolia Parks Universe, #2)","Hastings, Jessa*",,,B09MFD7179,436        pp,4.15,"52,198","Nov 23, 2021","Nov 22, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Liked this better than the first one bc characters were more compelling and felt like central tension was higher stakes, but still rlly repetitive- whLiked this better than the first one bc characters were more compelling and felt like central tension was higher stakes, but still rlly repetitive- why did this need to be 700 pages to just go back and forth and not end conclusively? ...more",Notes are private!,0,0,1,"Jun 06, 2023","Jun 06, 2023","Jun 06, 2023",,Kindle Edition,view (with text),/book/show/59708060-daisy-haites
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",,,B0B7L29TB7,395        pp,4.02,"784,208","Apr 25, 2023","Apr 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Felt like i was listening to all my favorite breakup songs on loop,Notes are private!,0,1,1,"May 31, 2023",Jun 2023,"May 31, 2023",,Kindle Edition,view (with text),/book/show/61761938-happy-place
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shatter Me        (Shatter Me, #1)","Mafi, Tahereh",,,B00526VVN2,339        pp,3.86,"881,650","Nov 15, 2011",Dec 2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Alright I am no longer taking recs from tiktok,Notes are private!,0,1,1,"May 30, 2023","Jun 10, 2023","May 30, 2023",,Kindle Edition,view (with text),/book/show/37642300-shatter-me
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magnolia Parks        (Magnolia Parks Universe, #1)","Hastings, Jessa*",1737281198,9781737281191,B096H6XVQ8,423        pp,3.80,"108,804","Jul 13, 2021","Jul 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,#1 Beej hater,Notes are private!,0,0,1,"May 24, 2023","May 29, 2023","May 24, 2023",,Kindle Edition,view (with text),/book/show/58527403-magnolia-parks
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hike,"Magary, Drew*",0399563865,,B01839Q436,287        pp,3.96,"21,339","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book about how life is so freaking crazy!!! Read if you want something off the wall bonkers lol but this book is as crazy as it is clever. Great pacA book about how life is so freaking crazy!!! Read if you want something off the wall bonkers lol but this book is as crazy as it is clever. Great pacing, genuinely spooky ...more",Notes are private!,0,1,1,"May 05, 2023","Jul 03, 2023","May 05, 2023",,Kindle Edition,view (with text),/book/show/28824322-the-hike
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Addicted to You        (Addicted, #1)","Ritchie, Krista*",,,B00DE5EBZ8,335        pp,3.76,"147,402","Jun 13, 2013","Jul 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Felt like something I’d read in middle school. These kids need to Seek Treatment,Notes are private!,0,0,1,"May 04, 2023","May 05, 2023","May 04, 2023",,Kindle Edition,view (with text),/book/show/17830264-addicted-to-you
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",,,,541        pp,3.95,"752,159","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pretty good, Snow’s a pretty compelling character and I liked all the contemplation of ways to best control a society, contributed to interesting worlPretty good, Snow’s a pretty compelling character and I liked all the contemplation of ways to best control a society, contributed to interesting world building ...more",Notes are private!,0,0,1,"Apr 28, 2023","May 04, 2023","Apr 28, 2023",,Kindle Edition,view (with text),/book/show/51901147-the-ballad-of-songbirds-and-snakes
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Lies,"Lovering, Carola*",,,,352        pp,3.48,"51,274","Jun 12, 2018","Jun 12, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mess!!!!! Really depressing, kind of repetitive and wayyyy more graphic than I was expecting. Don’t know that I really needed the Stephen dual perspecMess!!!!! Really depressing, kind of repetitive and wayyyy more graphic than I was expecting. Don’t know that I really needed the Stephen dual perspective considering there was no redemption arc or anything but I guess it was helpful to get inside his head ...more",Notes are private!,0,1,1,"Apr 23, 2023","Apr 29, 2023","Apr 23, 2023",,Kindle Edition,view (with text),/book/show/32735369-tell-me-lies
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Georgie, All Along","Clayborn, Kate*",149673730X,,B0B17NP4N7,366        pp,3.81,"51,386","Jan 24, 2023","Jan 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall cute, nothing that really blew my mind. Dual perspectives were cool but also I find it just a bit odd that a book with only one character in tOverall cute, nothing that really blew my mind. Dual perspectives were cool but also I find it just a bit odd that a book with only one character in the title that seems to be marketed as a personal growth story ended up just being basically a romance… not complaining just feel like there’s some dissonance there. Too many mentions of feet, also the inclusion of the throuple really threw me off ...more",Notes are private!,0,2,1,"Apr 12, 2023","Apr 20, 2023","Apr 12, 2023",,Kindle Edition,view (with text),/book/show/61129593-georgie-all-along
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand,"Larsen, Nella",,,B002VFPRVO,108        pp,3.72,"7,312",1928,"Jan 29, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2023","Apr 12, 2023","Apr 10, 2023",,Kindle Edition,view,/book/show/19951933-quicksand
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prep,"Sittenfeld, Curtis*",081297235X,9780812972351,,420        pp,3.43,"69,757","Jan 17, 2005","Nov 22, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 02, 2023","Nov 04, 2023","Apr 10, 2023",,Paperback,view,/book/show/9844.Prep
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love on the Brain,"Hazelwood, Ali*",0593336852,,B09PQFL2J7,368        pp,3.92,"440,986","Aug 23, 2022","Aug 23, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2023","Apr 09, 2023","Apr 07, 2023",,Kindle Edition,view,/book/show/60066655-love-on-the-brain
