,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian Rosenblat's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,223",1965,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2015",,Paperback,view,/book/show/166997.Stoner
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",0340839937,9780340839935,0340839937,604        pp,4.27,"1,357,859","Jun 01, 1965","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2015",,Paperback,view,/book/show/234225.Dune
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jokes,"Nayak, Vinit*",,,,unknown,4.50,24,unknown,"Nov 30, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2015",,,view,/book/show/28094636-jokes
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,306","Jun 04, 2013","Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 22, 2020","Jul 24, 2020","Dec 01, 2015",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,"Bock, Laszlo*",,,B00MEMMVB8,382        pp,4.13,"15,712","Jan 01, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 14, 2016","Jan 31, 2016","Nov 30, 2015",,Kindle Edition,view,/book/show/24393506-work-rules
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,954","Jun 16, 2009","Jun 23, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book came highly recommended to me by several friends. It was a good book, but it didn't blow me away. I only give it a 3.5/5 stars, although I cThis book came highly recommended to me by several friends. It was a good book, but it didn't blow me away. I only give it a 3.5/5 stars, although I can see how others could think it was exceptional. It was very descriptive and the character development was very strong - although, at some times McCann's descriptions were a little too drawn out for my taste. McCann does succeed at getting you deep into the minds of the various characters. Which is a feat, given how varied they all are - several prostitutes, recovering drug addict, tight rope walker, priest, etc... However, all the characters are so deeply troubled that it makes for a somber read. It does give you a sense of what New York was like in the 70s. And it is impressive how McCann weaves together the lives of all these characters.I will say that after I finished, when reflecting on the story, it was fascinating to be able to view the same plot from within the heads of all these different, interrelated people. I guess in the end, it was an impressive feat of writing. I just didn't love the characters, so it was hard to love the book. But the point wasn't to make them lovable, it was to make them real. And he succeeded in conveying them as real and their lives as very hard. It just wasn't for me....more",Notes are private!,0,4,1,"Nov 30, 2015","Jan 18, 2016","Nov 27, 2015",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katrina: After the Flood,"Rivlin, Gary",1451692226,9781451692228,1451692226,480        pp,3.96,858,"Aug 11, 2015","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2015",,Hardcover,view,/book/show/23492825-katrina
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Einstein: His Life and Universe,"Isaacson, Walter*",,,B000PC0S0K,706        pp,4.16,"185,601","Apr 10, 2007","Apr 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A great book and a close look at the life and perspective of one of the most brilliant thinkers in recent history. Isaacson chronicles Einstein's lifeA great book and a close look at the life and perspective of one of the most brilliant thinkers in recent history. Isaacson chronicles Einstein's life, from his youth, to his early days in the patent office, to his shortcomings as a husband and father, to his great scientific theories, to his world views as a staunch pacifist, then how his views changed in light of WWII, as a zionist, and, and finally, how he spent the better part of his later years chasing a ""unified field theory"" that never came to fruition.It starts early with a note Einstein writes to a colleague:“I promise you four papers,"" the young patent examiner wrote his friend. The letter would turn out to bear some of the most significant tidings in the history of science, but its momentous nature was masked by an impish tone that was typical of its author.It's amazing to think that any one person can come up with theories based largely on personal thought experiments that are so counter to the current collective worldview. And to have those theories empirically proven out in a way that fundamentally shifts people's view of the universe, and how space and time interact- is incredible. [Einstein's] conviction that the universe loves simplification and beauty, and his willingness to be guided by this conviction, even if it meant destroying the foundations of Newtonian physics, led him, with a clarity of thought that others could not match, to his new description of space and time.A highlight was when Einstein's theories were proven valid when he correctly predicted the degree to which the moon's gravity would alter the curvature of light coming from the sun during a solar eclipse. He wrote out his hypothesis on paper, and then it was validated someone else measuring the curvature of light during an eclipse through a telescope !Isaacson is also impressive in the way in which he conveys the science and theories themselves. Reading this was as much a look into Einstein's life, as it was was another chance to try to walk away with a deeper understanding of his physics. Lots of of interesting stuff about people in elevators accelerating upwards, looking at clocks in gravitational fields and on trains traveling at the speed of light, the nature of the atom, and of course e = mc^2.Another interesting quote, related to e=mc^2..A young man tracked [Einstein] ... and insisted on showing him a manuscript. On the basis of his E=mc^2 equation, the man insisted, it would be possible “to use the energy contained within the atom for the production of frightening explosives.” Einstein brushed away the discussion, calling the concept foolish.Of course, later, it talks about the degree to which Einstein and colleagues contributed to the making of the bomb during WWII. (He wasn't as directly involved as he would have liked, because the US government refused to give him security clearance because some concerns about possible connections.) And his guilt later in life:""Perhaps I can be forgiven,” Einstein said a few months before his death ... “because we all felt that there was a high probability that the Germans were working on this problem and they might succeed and use the atomic bomb...And while Einstein will always be known for his scientific theories, and the impact he made on our view of space, time, and the universe- equally fascinating was his later contribution to society, his prescient calls for a an international governing body to resolve conflicts, and his general anti-authoritarian commitment to intellectual freedom.""If we want to resist the powers that threaten to suppress intellectual and individual freedom, we must be clear what is at stake,” he said. “Without such freedom there would have been no Shakespeare, no Goethe, no Newton, no Faraday, no Pasteur, no Lister.” Freedom was a foundation for creativity.These were some of the highlights. A fascinating read....more",Notes are private!,0,1,1,"Feb 26, 2016","May 11, 2016","Nov 24, 2015",,Kindle Edition,view (with text),/book/show/6602781-einstein
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Output Management,"Grove, Andrew S.",,,B015VACHOK,261        pp,4.31,"18,920",1983,"Nov 18, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great book. While written a while ago, the principles of management are relevant. I'd recommend for anyone who is growing into or wants to grow into aGreat book. While written a while ago, the principles of management are relevant. I'd recommend for anyone who is growing into or wants to grow into a broader management role. Grove was an impressive person who saw the value in teaching. The wisdom/page ratio in this book is higher than most....more",Notes are private!,0,1,1,"Mar 22, 2018","Apr 24, 2018","Nov 13, 2015",,Kindle Edition,view (with text),/book/show/27140043-high-output-management
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Altered Carbon        (Takeshi Kovacs, #1)","Morgan, Richard K.",0345457692,9780345457691,0345457692,526        pp,4.04,"106,361","Feb 28, 2002","Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2015",,Mass Market Paperback,view,/book/show/40445.Altered_Carbon
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empire of Sin: A Story of Sex, Jazz, Murder, and the Battle for Modern New Orleans","Krist, Gary",0770437060,9780770437060,0770437060,432        pp,3.72,"4,195","Oct 28, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2015",,Hardcover,view,/book/show/20697466-empire-of-sin
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Romance,"Ansari, Aziz",1594206279,9781594206276,1594206279,279        pp,3.80,"186,657","Jun 16, 2015","Jun 16, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this last year, right after I finished The Kite Runner, and before I started In the Garden of Beasts: Love, Terror, and an American Family in HI read this last year, right after I finished The Kite Runner, and before I started In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin. Both of those books were fantastic, and very heavy. This book was quite light. Like a nice intermezzo.I'd give this book a 3.5/5.0. Aziz Ansari is very funny. Parks and Recreation is one of my favorites. However, once you see his standup, read this, and watch at least the first season of Master of None, you start to see a common theme - he's definitely not ashamed to reuse the same material, over and over. All that said, I met my wife before the golden age of online dating. And way before mobile dating and Tinder. This book was quite enlightening....more",Notes are private!,0,0,1,"Oct 08, 2015","Oct 17, 2015","Sep 16, 2015",,Hardcover,view (with text),/book/show/23453112-modern-romance
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",159463193X,9781594631931,159463193X,371        pp,4.34,"3,148,988","May 29, 2003","Mar 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2015","Oct 02, 2015","Sep 09, 2015",,Paperback,view,/book/show/17165596-the-kite-runner
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contagious: Why Things Catch On,"Berger, Jonah",1451686579,9781451686579,1451686579,210        pp,3.98,"30,161","Mar 01, 2013","Mar 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2015",,Hardcover,view,/book/show/15801967-contagious
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,429        pp,4.11,"971,211",1967,"Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2015",,Paperback,view,/book/show/7597.One_Hundred_Years_of_Solitude
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Larson, Erik*",0307408841,9780307408846,0307408841,448        pp,3.88,"201,629","May 10, 2011","May 10, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 23, 2015","Nov 03, 2015","Sep 03, 2015",,Hardcover,view,/book/show/9938498-in-the-garden-of-beasts
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weber's New Real Grilling: The Ultimate Cookbook for Every Backyard Griller,"Purviance, Jamie",0376027983,9780376027986,0376027983,336        pp,4.34,197,"Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 01, 2015",,Paperback,view,/book/show/15790926-weber-s-new-real-grilling
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,988","May 29, 2003",May 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2015",,Paperback,view,/book/show/77203.The_Kite_Runner
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"Covey, Stephen R.",,,B00GOZV3TM,371        pp,4.16,"740,331",1989,"Nov 15, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.0 stars)I liked this book, didn't love it. Picked it up because (a) felt like it's a classic I should read at some point, (b) never hurts to reflec(4.0 stars)I liked this book, didn't love it. Picked it up because (a) felt like it's a classic I should read at some point, (b) never hurts to reflect on an occasional book on self-improvement, and (c) I got it for under $3 on a Goodreads Deal :).Downside is some of the writing felt dated (to be expected- first published in 1989.) Also felt like would have been nice if it had been somewhat data driven. Have to love books that make points supported only by personal anecdotes about situations with anonymous people. With that said, there's some solid practical advice in here. Things like importance of building an internal set of principles to live by, the power of being a good listener, the need to focus on the non-urgent important things, and how you can get better outcomes and broaden possibilities by approaching situations with a win/win mentality. Also good reminders in how making long-term investments now- in things like relationships, personal health, etc- pay significant dividends.So while there were aspects of the writing which I could have skimmed, and did (which means I cheated a bit, because to really live the 7 habits, according to Covey, you need to study them all carefully), there was a lot of good advice here. And I have no doubt that if one is able to live by all of his advice, they would certainly be more effective....more",Notes are private!,0,3,1,"Sep 06, 2016","Sep 22, 2016","Aug 30, 2015",,Kindle Edition,view (with text),/book/show/20657436-the-7-habits-of-highly-effective-people
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,056,275",1988,"May 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2015",,Paperback,view,/book/show/865.The_Alchemist
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"Kondo, Marie*",1607747308,9781607747307,1607747308,213        pp,3.87,"365,500","Dec 27, 2010","Oct 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2015",,Hardcover,view,/book/show/22318578-the-life-changing-magic-of-tidying-up
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Endless Encores: Repeating Success Through People, Products, and Profits","Goldstein, Ken*",1611882087,9781611882087,1611882087,144        pp,4.71,34,"Sep 22, 2015","Sep 22, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2015",,Hardcover,view,/book/show/24693911-endless-encores
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0007491565,9780007491568,0007491565,227        pp,3.97,"2,417,154","Oct 19, 1953","Mar 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2015",,Hardcover,view,/book/show/17470674-fahrenheit-451
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1776,"McCullough, David",0743226720,9780743226721,0743226720,386        pp,4.09,"230,036","May 24, 2005","Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 04, 2015","Aug 21, 2015","Aug 01, 2015",,Paperback,view,/book/show/1067.1776
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,235","Jan 13, 1996","Feb 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2015",,Paperback,view,/book/show/1845.Into_the_Wild
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Godfather        (The Godfather, #1)","Puzo, Mario",,,,448        pp,4.39,"420,491","Mar 10, 1969","Mar 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2015",,Paperback,view,/book/show/22034.The_Godfather
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",0679731725,9780679731726,0679731725,245        pp,4.14,"303,604","May 01, 1989","Jul 15, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 23, 2015","Jul 31, 2015","Jun 24, 2015",,Paperback,view,/book/show/274186.The_Remains_of_the_Day
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Unlikely Event,"Blume, Judy*",1101875046,9781101875049,1101875046,402        pp,3.56,"68,951","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2015",,Hardcover,view,/book/show/23899174-in-the-unlikely-event
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Wake: The Last Crossing of the Lusitania,"Larson, Erik*",0307408868,9780307408860,0307408868,430        pp,4.11,"144,177",2015,"Mar 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2015","Sep 06, 2015","May 24, 2015",,Hardcover,view,/book/show/22551730-dead-wake
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into Thin Air,"Krakauer, Jon*",,,B000FC1ITK,368        pp,4.24,"505,814","May 01, 1997","Nov 12, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2015",,Kindle Edition,view,/book/show/6081088-into-thin-air
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wright Brothers,"McCullough, David",,,,337        pp,4.16,"92,305","Mar 20, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book was great. If there is one key takeaway, it's that the Wright Brothers put the modern definition of ""dog fooding"" ones own productI thought this book was great. If there is one key takeaway, it's that the Wright Brothers put the modern definition of ""dog fooding"" ones own product to shame. It's one thing to have fun playing with your own iOS app. Another thing to strap yourself into some crazy kite-shaped contraption, attach a home made motor, turn on the propeller you just invented, and fling yourself 20 stories in the air, hoping to land.Also full of interesting anecdotes about their lives, the painful and rewarding process of invention, travels through Europe to demonstrate their new ""flying machine"", and amazingly, how long it took to get people to believe them once they had actually invented flying. (they couldn't exactly take a video and post it to Instagram.) Great read. A testament to true ingenuity and entrepreneurship. Would highly recommend....more",Notes are private!,0,12,1,"Jun 02, 2015","Jul 23, 2015","May 07, 2015",,Kindle Edition,view (with text),/book/show/24453537-the-wright-brothers
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghettoside: A True Story of Murder in America,"Leovy, Jill",,,,386        pp,4.07,"18,908","Jan 27, 2015","Jan 27, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2015","Jul 13, 2015","May 07, 2015",,Kindle Edition,view,/book/show/24399756-ghettoside
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intelligent Entrepreneur: How Three Harvard Business School Graduates Learned the 10 Rules of Successful Entrepreneurship,"Jr., Bill Murphy*",0805091661,9780805091663,0805091661,352        pp,4.01,981,"Oct 12, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2015",,Hardcover,view,/book/show/9091152-the-intelligent-entrepreneur
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal","Bilton, Nick*",1591846013,9781591846017,1591846013,299        pp,4.04,"18,423","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2015",,Hardcover,view,/book/show/18656827-hatching-twitter
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goal: A Process of Ongoing Improvement,"Goldratt, Eliyahu M.",0884271781,9780884271789,0884271781,384        pp,4.08,"74,940",1984,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2015",,Paperback,view,/book/show/113934.The_Goal
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thinking, Fast and Slow","Kahneman, Daniel",0374275637,9780374275631,0374275637,499        pp,4.18,"498,273","Oct 25, 2011","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2015",,Hardcover,view,/book/show/11468377-thinking-fast-and-slow
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Positioning: The Battle for Your Mind,"Ries, Al",0071373586,9780071373586,0071373586,224        pp,4.03,"17,514",1980,"Jan 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2015",,Paperback,view,/book/show/760025.Positioning
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sum: Forty Tales from the Afterlives,"Eagleman, David*",0307377342,9780307377340,0307377342,110        pp,4.13,"21,050",Apr 2009,"Feb 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2015",,Hardcover,view,/book/show/4948826-sum
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onward: How Starbucks Fought for Its Life without Losing Its Soul,"Schultz, Howard",,,B004OEIQEA,392        pp,3.85,"29,120","Feb 01, 2007","Mar 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2015",,Kindle Edition,view,/book/show/11104967-onward
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sixth Extinction: An Unnatural History,"Kolbert, Elizabeth*",0805092994,9780805092998,0805092994,336        pp,4.15,"71,064","Feb 11, 2014","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2015",,Hardcover,view,/book/show/17910054-the-sixth-extinction
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First, Break All the Rules: What the World's Greatest Managers Do Differently","Buckingham, Marcus",0684852861,9780684852867,0684852861,271        pp,3.94,"40,384","May 05, 1998","May 05, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2015",,Hardcover,view,/book/show/50937.First_Break_All_the_Rules
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wool Omnibus        (Silo, #1)","Howey, Hugh*",,,,509        pp,4.22,"212,433","Jan 27, 2012","Jan 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2015","Mar 18, 2015","Feb 12, 2015",,Kindle Edition,view,/book/show/13453029-wool-omnibus
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redeployment,"Klay, Phil*",1594204993,9781594204999,1594204993,288        pp,3.96,"24,239","Mar 04, 2014","Mar 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great book. Very intense. But of course that's the way it should be. Or at least what I should have expected.I'll admit, I started it with all but a vGreat book. Very intense. But of course that's the way it should be. Or at least what I should have expected.I'll admit, I started it with all but a vague interest. Popped up in my newsfeed, I had a very superficial interest- along the lines of, ""it's been a while since I read a good war book."" When I started the first chapter, my immediate reaction was, wow - this is way too real. Not sure I want to read this now. Then I realized, of course it's intense, it's a war book. And if marines lived it, the least I can do is read it.So I read it, and every story in this book makes you think. The characters feel very real. The brutality and senselessness of war is palpable. And it takes you deep into the psychology of young soldiers - what is it like to live every day, completely removed from your previous reality, wondering if you'll make it to the next? And then, what's it like, afterwards, to try to revert back to your life before- even though it will never be the same?No matter where one falls on the political spectrum, this is one book that's hard to read without leaving the reader with a deep appreciation for the cruelty of war and the mental and physical sacrifices our troops make to protect us. I highly recommend. But not for the faint of heart....more",Notes are private!,0,6,1,"Apr 23, 2015","May 20, 2015","Feb 05, 2015",,Hardcover,view (with text),/book/show/18114068-redeployment
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,808","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2015",,Hardcover,view,/book/show/24817626-go-set-a-watchman
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trumpet of the Swan,"White, E.B.",0064408671,9780064408677,0064408671,252        pp,4.10,"77,729",1970,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2015",,Paperback,view,/book/show/24335.The_Trumpet_of_the_Swan
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blessing of a Skinned Knee: Using Jewish Teachings to Raise Self-Reliant Children,"Mogel, Wendy",0142196002,9780142196007,0142196002,304        pp,4.16,"4,307","Jan 04, 2001","Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2015",,Paperback,view,/book/show/537661.The_Blessing_of_a_Skinned_Knee
