,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackouts,"Torres, Justin*",0374293570,9780374293574,0374293570,306        pp,3.81,"5,176","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/65215321-blackouts
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Phosphorescence: On Awe, Wonder and Things That Sustain You When the World Goes Dark","Baird, Julia",1460710894,9781460710890,,320        pp,3.79,"10,435","Mar 23, 2020","Mar 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,ebook,view,/book/show/52541673-phosphorescence
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Much Depends on Dinner: The Extraordinary History and Mythology, Allure and Obsessions, Perils and Taboos of an Ordinary Meal","Visser, Margaret",0802136516,9780802136510,0802136516,352        pp,3.88,821,"Jan 01, 1986","Sep 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Paperback,view,/book/show/331024.Much_Depends_on_Dinner
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savor: A Chef's Hunger for More,"Ali, Fatima",0593355199,9780593355190,0593355199,384        pp,4.50,"1,223",unknown,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/60149549-savor
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Cooking: A Writer in the Kitchen,"Colwin, Laurie",0060955309,9780060955304,0060955309,184        pp,4.13,"7,729",1988,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Paperback,view,/book/show/164397.Home_Cooking
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L.A. Woman,"Babitz, Eve",,,,160        pp,3.51,"2,822",Apr 1982,"Jan 01, 1982",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A perfectly fine novel, but nowhere near as good as her non-fiction essays in Slow Days, Fast Company and Eve’s Hollywood (though this book is supposeA perfectly fine novel, but nowhere near as good as her non-fiction essays in Slow Days, Fast Company and Eve’s Hollywood (though this book is supposedly a non-fiction book with names changed and slight tweaks to make it fiction). The epilogue, essentially an essay of its own, is classic Babitz and the reason I enjoy her so much. ...more",Notes are private!,0,0,1,"Dec 06, 2023","Dec 15, 2023","Dec 06, 2023",,Hardcover,view (with text),/book/show/1587010.L_A_Woman
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bouvard and Pécuchet,"Flaubert, Gustave",1564783936,9781564783936,1564783936,328        pp,3.83,"4,127",1881,"Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2023",,Paperback,view,/book/show/40763.Bouvard_and_P_cuchet
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bottoms Up and the Devil Laughs: A Journey Through the Deep State,"Howley, Kerry*",0525655492,9780525655497,0525655492,233        pp,3.85,"2,895","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/61358585-bottoms-up-and-the-devil-laughs
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rough Sleepers,"Kidder, Tracy",1984801430,9781984801432,B0B315BKNW,320        pp,4.35,"6,780","Jan 17, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/62328661-rough-sleepers
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,872","Apr 14, 1952","Feb 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/16981.Invisible_Man
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It As It Lays,"Didion, Joan",0374529949,9780374529949,0374529949,231        pp,3.92,"67,106",1970,"Nov 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/428.Play_It_As_It_Lays
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pilgrim at Tinker Creek,"Dillard, Annie",0072434171,9780072434170,0072434171,288        pp,4.09,"27,120",1974,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/12527.Pilgrim_at_Tinker_Creek
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,822",Oct 1993,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/52397.Parable_of_the_Sower
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Swans,"Babitz, Eve",051714445X,9780517144459,051714445X,256        pp,3.90,"10,425","Sep 09, 1993","May 07, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/475853.Black_Swans
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Life: Lessons from the World's Longest Scientific Study of Happiness,"Waldinger, Robert",198216669X,9781982166694,198216669X,352        pp,4.16,"7,397","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Hardcover,view,/book/show/199807129-the-good-life
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of the Wives: Five Literary Marriages,"Ciuraru, Carmela*",0062356917,9780062356918,0062356917,336        pp,3.57,817,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/61102560-lives-of-the-wives
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,089","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. Listened to as an audiobook read by Prince Harry, and he's a very good narrator. He has very legitimate issues with his family, the press, 3.5 stars. Listened to as an audiobook read by Prince Harry, and he's a very good narrator. He has very legitimate issues with his family, the press, and the horrifying racist threats and comments he and Megan have endured. I know he's a prince, but you can't help but feel empathy for him and Megan, and the desire for privacy and to not be hunted like an animal. That said, sweet baby Jesus this book needed an editor. It clocked in at 16 hours, and it should have been 12 hours max. His message would have been more impactful if it had been tightened up. I also can't help feeling a bit sad, because this book is definitely ""scorched earth"" -- his issues with his family are real, but with this sort of tell-all book, you don't see how someone can go back to having a relationship with their sibling, parent, etc. after it. And maybe this sadness comes from being a mom, and knowing how much pain I would feel if my kids never spoke again. Everyone deserves peace and privacy, and I hope he finds a way to achieve it. ...more",Notes are private!,0,1,1,"Nov 22, 2023","Jan 03, 2024","Nov 22, 2023",,Hardcover,view (with text),/book/show/62296528-spare
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Exceptions: Nancy Hopkins, MIT, and the Fight for Women in Science","Zernike, Kate",1982131837,9781982131838,1982131837,411        pp,4.45,"1,755","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/61273694-the-exceptions
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of the Dragon: Anna May Wong's Rendezvous with American History,"Huang, Yunte",1631495801,9781631495809,1631495801,400        pp,3.88,320,"Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2024",not set,"Nov 22, 2023",,Hardcover,view,/book/show/62585956-daughter-of-the-dragon
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Even the Dead,"Gómez Bárcena, Juan",,9781948830973,B0BS73XJ6B,299        pp,3.77,331,2020,"Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Kindle Edition,view,/book/show/75573079-not-even-the-dead
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",0063253461,9780063253469,0063253461,416        pp,4.05,"33,721","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/62854842-ink-blood-sister-scribe
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emily Wilde's Encyclopaedia of Faeries        (Emily Wilde, #1)","Fawcett, Heather*",059350013X,9780593500132,059350013X,317        pp,4.05,"79,589","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/60657589-emily-wilde-s-encyclopaedia-of-faeries
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crook Manifesto        (Ray Carney, #2)","Whitehead, Colson*",0385545150,9780385545150,,336        pp,3.90,"13,329","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/61812836-crook-manifesto
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,803","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Young Women,"Knoll, Jessica*",1501153226,9781501153228,1501153226,384        pp,4.03,"87,066","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2023",,Hardcover,view,/book/show/101124639-bright-young-women
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,470","May 01, 2017","May 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have mixed feelings about this book. As I was reading it, I couldn't help thinking about the novel Forrest Gump -- the story of a man who happens toI have mixed feelings about this book. As I was reading it, I couldn't help thinking about the novel Forrest Gump -- the story of a man who happens to be in the right place at the right time, at multiple key moments in US history. Forrest Gump is a fiction novel. This book is ""based on a true story,"" which increasingly falls into a grey category, where true life gets punched up for more cinematic flair. The author has said it's about 90% true, but there were -- for me -- too many instances where it just pushed the limits of credulity. About 2/3 through the book, I said to myself, ""If at the end, Lella just so happens to walk into the square where Mussolini was strung up, I call bulls*it."" And lo and behold (spoiler alert), not only does he just so happen to be walking by when he hears a commotion, and not only is he at the square, he witnesses the moment when he and Petacci's bodies are strung up and destroyed by an angry mob. It was the sixth or so ""what are the odds?"" moment I had in this book. It appears there are others who also question the veracity of the story, if you read some literary blogs. If it really did all happen to him, Lella lived an amazing and remarkable life, made to be put into film. And as fate would have it, the film rights were sold, and it will be a movie starring Tom Holland. And if he did even half of the things in the book, it's a remarkable life -- which is why I'm giving the benefit of the doubt and giving 3 stars. But this book demonstrates a trend I don't care for, of changing the truth to make for a better story -- which then isn't non-fiction. Let's hope I'm wrong and all of Lella's story is right....more",Notes are private!,1,0,1,"Nov 21, 2023",Dec 2023,"Nov 21, 2023",,Paperback,view (with text),/book/show/32487617-beneath-a-scarlet-sky
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artie and the Wolf Moon,"Stephens, Olivia*",1728420202,9781728420202,1728420202,256        pp,3.80,"3,763","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 21, 2023",,Paperback,view,/book/show/42285449-artie-and-the-wolf-moon
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,397",1970,"Oct 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't recall the last time I fell so hard and so fast for a book. It came on my radar thanks to the NYT Read Like the Wind newsletter, and it's the I can't recall the last time I fell so hard and so fast for a book. It came on my radar thanks to the NYT Read Like the Wind newsletter, and it's the sort of book I want to alternately cling to my chest and hand out to every single book lover I know. Read as an audiobook (and as charming as the written book must be, the actors reading it made it like a stage play and so infinitely better), it contains the correspondence between New York writer Helen Hanff and a small secondhand book shop in London, whom she writes to after seeing their ad in the paper and is looking for specific books. Going from 1949-1969, what starts as a more formal correspondence ends in deep love, friendship, and affection between people who never get to meet. It was also illuminating of life for ordinary people in the 1950s, when, for example, food rations persisted in Britain until 1952 (despite the war ending in 1945). I had no idea.Do you love stories about people who love books? This is for you. Do you love stories about unexpected cross-cultural friendships? This for you. Stories of intelligent, independent, forge-your-own-way- midcentury women? This is for you. Love New York? London? Funny Jewish women? You catch my drift. Do yourself a favor: check out this audiobook (or actual book) from your library, put aside 2 hours, and let this charming, joyful story wash over you. It's a dose of sunshine in winter. ...more",Notes are private!,0,2,1,"Jan 30, 2024","Feb 03, 2024","Nov 11, 2023",,Paperback,view (with text),/book/show/368916.84_Charing_Cross_Road
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Agent Josephine: American Beauty, French Hero, British Spy","Lewis, Damien",154170066X,9781541700666,154170066X,496        pp,3.79,"1,866","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Hardcover,view,/book/show/58141198-agent-josephine
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Number Go Up: Inside Crypto's Wild Rise and Staggering Fall,"Faux, Zeke*",0593443810,9780593443811,0593443810,304        pp,4.29,"4,841",unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/123276708-number-go-up
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hermit Of Peking: The Hidden Life Of Sir Edmund Backhouse,"Trevor-Roper, Hugh",014004776X,9780140047769,014004776X,400        pp,3.80,202,Oct 1976,"Apr 27, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/2865254-hermit-of-peking
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lumumba Plot: The Secret History of the CIA and a Cold War Assassination,"Reid, Stuart A.*",1524748811,9781524748814,1524748811,640        pp,4.47,564,"Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Hardcover,view,/book/show/75657079-the-lumumba-plot
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flight,"Strong, Lynn Steger*",0063135159,9780063135154,0063135159,240        pp,3.44,"8,702","Nov 08, 2022","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Paperback,view,/book/show/60563722-flight
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vulnerables,"Nunez, Sigrid",0593715519,9780593715512,0593715519,256        pp,3.66,"6,031","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Hardcover,view,/book/show/125930473-the-vulnerables
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",,,,238        pp,4.19,"67,267",1968,"Oct 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Paperback,view,/book/show/424.Slouching_Towards_Bethlehem
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The In-Between: Unforgettable Encounters During Life's Final Moments,"Vlahos, Hadley *",059349993X,9780593499931,059349993X,288        pp,4.53,"26,017","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Hardcover,view,/book/show/63033521-the-in-between
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Precious Bane,"Webb, Mary",0268015384,9780268015381,0268015384,328        pp,4.22,"3,393",Jul 1924,"Aug 31, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/779509.Precious_Bane
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of America: Stories,"Moore, Lorrie",0312241224,9780312241223,0312241224,308        pp,4.10,"15,719",1998,"Sep 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/19631.Birds_of_America
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,"Blum, Deborah",1594200904,9781594200908,1594200904,371        pp,3.69,"1,127","Aug 03, 2006","Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Hardcover,view,/book/show/28827.Ghost_Hunters
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Alma Fielding: A True Ghost Story,"Summerscale, Kate",1408895455,9781408895450,1408895455,352        pp,3.22,"4,286","Oct 01, 2020","Oct 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. Recommended in the NYT Read Like Wind newsletter, and then I happened to see a copy at the front of the library on my last visit. I feel li3.5 stars. Recommended in the NYT Read Like Wind newsletter, and then I happened to see a copy at the front of the library on my last visit. I feel like it’s a story better not informed of until you read it. I can say that it wasn’t what I expected it to be, and that’s a good thing. I appreciated its historical context setting, and it’s commitment to both science and empathy. A thoughtful, unexpected read for Halloween season. ...more",Notes are private!,0,0,1,"Oct 21, 2023","Nov 06, 2023","Oct 14, 2023",,Hardcover,view (with text),/book/show/53465936-the-haunting-of-alma-fielding
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts,"Wharton, Edith",,,B00698GLPA,5        pp,3.89,"4,957",1934,"Nov 17, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Audible Audio,view,/book/show/13451958-ghosts
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virago Book of Ghost Stories,"Dalby, Richard",1844081591,9781844081592,1844081591,496        pp,3.72,327,1987,"Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Hardcover,view,/book/show/1911706.The_Virago_Book_of_Ghost_Stories
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Beautifully Foolish Endeavor        (The Carls, #2)","Green, Hank*",152474347X,9781524743475,152474347X,452        pp,4.24,"48,713","Jul 07, 2020","Jul 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sequel that was much better than the first story.,Notes are private!,0,0,1,"Oct 13, 2023","Oct 21, 2023","Oct 13, 2023",,Hardcover,view (with text),/book/show/49003616-a-beautifully-foolish-endeavor
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,500,942","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Hardcover,view,/book/show/61431922-fourth-wing
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Better Angels of Our Nature: Why Violence Has Declined,"Pinker, Steven*",0143122010,9780143122012,0143122010,806        pp,4.16,"28,337","Oct 04, 2010","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Paperback,view,/book/show/13543093-the-better-angels-of-our-nature
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,202","Sep 19, 2023","Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somewhere between 3.5 and 4 stars for me. I feel like I can appreciate this book almost academically— but I didn’t connect with it emotionally the waySomewhere between 3.5 and 4 stars for me. I feel like I can appreciate this book almost academically— but I didn’t connect with it emotionally the way I would have hoped. Yaa Gsasi used similar literary devices in Homegoing, but IMO to greater effect. I also couldn’t help thinking of this book as trying to be a serious version of the TV series “Ghosts.” I appreciate this story but don’t think I’ll remember much of it a year from now....more",Notes are private!,0,0,1,"Mar 05, 2024","Mar 24, 2024","Oct 08, 2023",,Hardcover,view (with text),/book/show/71872930-north-woods
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Torqued Man,"Mann, Peter*",0063072106,9780063072107,0063072106,384        pp,3.80,781,"Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2023",,Hardcover,view,/book/show/57789643-the-torqued-man
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Third Face: My Tale of Writing, Fighting and Filmmaking","Fuller, Samuel",1557836272,9781557836274,1557836272,608        pp,4.41,300,2002,"Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Paperback,view,/book/show/517648.A_Third_Face
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hollywood Babylon        (Hollywood Babylon, #1)","Anger, Kenneth",0517344084,9780517344088,0517344084,305        pp,3.71,"5,485",1959,"Jul 22, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Hardcover,view,/book/show/70875.Hollywood_Babylon
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,156","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/58884736-the-measure
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beyond That, the Sea","Spence-Ash, Laura*",,,B09Y464VZ9,351        pp,4.26,"33,353","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Kindle Edition,view,/book/show/62980603-beyond-that-the-sea
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powerhouse: The Life and Work of Architect Judith Chafee        (first book on an important American Southwest award-winning architect),"Domin, Christopher",1616897171,9781616897178,1616897171,272        pp,5.00,2,unknown,"Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/43886268-powerhouse
