,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michael's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters Brothers,"deWitt, Patrick",0062041266,9780062041265,0062041266,328        pp,3.85,"97,278","Apr 26, 2011","Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2013",,Hardcover,view,/book/show/9850443-the-sisters-brothers
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Music Works,"Byrne, David*",1936365537,9781936365531,1936365537,345        pp,4.00,"24,934","Sep 02, 2014","Sep 12, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not enjoying this as much as Byrne's surprising first book, ""The Bicycle Diaries."" In a series of non-chronological essays, Byrne flops between sI am not enjoying this as much as Byrne's surprising first book, ""The Bicycle Diaries."" In a series of non-chronological essays, Byrne flops between somewhat narcissistic recaps of what made Talking Heads work and term-paper-y inquiries (complete with tons of Alex Ross citations) into issues like high and low art. It's all quite ok (and at times quite thoughtful and though-provoking) but lacks the novel premise of book one, in which Byrne totes a folding bike on worldwide tour and compares cycling cultures around the globe. ...more",Notes are private!,0,0,1,"Nov 04, 2013",not set,"Nov 04, 2013",,Hardcover,view (with text),/book/show/13235689-how-music-works
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday,"McEwan, Ian*",1400076196,9781400076192,1400076196,289        pp,3.64,"70,197",2005,"Apr 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Saturday is a 24-hour interior monologue perhaps inspired by James Joyce but much more accessible (and also set in London not Dublin). A successful neSaturday is a 24-hour interior monologue perhaps inspired by James Joyce but much more accessible (and also set in London not Dublin). A successful neurosurgeon meanders through his day off while navigating the streets on London during anti-Iraq invasion demonstrations. He screws his wife, drops a squash match, and has a seemingly meaningless brush-up with some toughs while anticipating a reunion with his poet daughter and cranky father-in-law. The threads come together in unexpected ways. This is my first book by McEwan and I am intrigued. The main character is compassionate, thoughtful, perhaps a dry stick, and less than empathetic at times. The book explores upper-middle class with a photorealist eye. ...more",Notes are private!,0,1,1,"Sep 26, 2013","Oct 08, 2013","Sep 26, 2013",,Paperback,view (with text),/book/show/5015.Saturday
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Copperfield,"Dickens, Charles",,,,882        pp,4.03,"238,611",Nov 1850,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 26, 2013",not set,"Sep 26, 2013",,Paperback,view,/book/show/58696.David_Copperfield
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hawksmoor,"Ackroyd, Peter",0140171134,9780140171136,0140171134,217        pp,3.47,"4,616","Sep 23, 1985","Mar 25, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/67729.Hawksmoor
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Saint of Lost Things,"Castellani, Christopher*",0425211738,9780425211731,0425211738,368        pp,3.50,879,2005,"Oct 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/671181.The_Saint_of_Lost_Things
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kiss from Maddalena,"Castellani, Christopher*",0425196429,9780425196427,0425196429,352        pp,3.73,921,"Jan 01, 2003","Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My entire Italian-American family has read this trilogy and we are head-nodding in agreement for our admiration. Castellani captures the Italian-AmeriMy entire Italian-American family has read this trilogy and we are head-nodding in agreement for our admiration. Castellani captures the Italian-American experience like few others. But what makes A Kiss for Maddalena, The Saint of Lost Things, and All This Talk of Love remarkable is the realistic evolution of the characters. Maddalena the plucky country girl of book one becomes the provincial, ignorant and somewhat bigoted American housewife in book two. Her husband, Antonio the interloper, eventually becomes the loyal husband deserving of Maddalena's love. All the books flirt with cliche, longeur, soap opera subplots (one of which involves watching soaps) but always resolve in unpredictable yet realistic ways. These books live and breath. ...more",Notes are private!,0,4,1,not set,"Sep 19, 2013","Sep 26, 2013",,Paperback,view (with text),/book/show/917488.A_Kiss_from_Maddalena
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All This Talk of Love,"Castellani, Christopher*",1616201703,9781616201708,1616201703,352        pp,3.75,823,"Feb 05, 2013","Feb 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2013",,Paperback,view,/book/show/14569002-all-this-talk-of-love
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Pablo: The Hunt for the World's Greatest Outlaw,"Bowden, Mark",0142000957,9780142000953,0142000957,296        pp,3.97,"18,093",2001,"Apr 02, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Recently I saw the documentary film ""Dirty Wars,"" which claimed that the US is engaged in covert anti-terrorist military operations in 75 countries. WRecently I saw the documentary film ""Dirty Wars,"" which claimed that the US is engaged in covert anti-terrorist military operations in 75 countries. Whether that number is correct or not, this book explains how the US gets entangled and what spooks (military or otherwise) really do. Bowden's book is apolitical and somewhat amoral on this subject, but it does raise tough questions: what would you do in the face of abject evil? Would you (as a person or a society) have the courage to stand up, even when that evil threatened to blow up you and shoot down one of your kids on their way to school? Is crossing the line into ""exra-legal"" (eg, illegal) activities justified when that evils engages in international terrorism, political assassinations, and even threatens foreign governments?Of course it is also the story of the world's greatest outlaw, Pablo Escobar, the Colombian coke-smuggling king of the 1980s. A chubby soccer-playing pothead with a calm, soothing and even mesmerizing style of speech, Pablo came from modest, middle-class roots. From a small-time, car-nicking thuggery, he grew a $5 billion empire that included dozens of homes in Colombia and Miami, a huge staff including the vicious sicarios (hit men), and essential ownership (through bribery and intimidation) of hundreds if not thousands of politicians, judges, police and military men. When challenged Pablo would not hesitate to gun down or blow up his rivals, whether they were judges, military commanders, and even a popular anti-narco presidential candidate. He also went after the families of all of the above.Meanwhile Pablo himself threw Gatsby-scaled parties at his Medellin estate stocked with exotic game-park wildlife. Those who displeased him might wound up hog-tied and thrown into the pool to drown while Pablo and guests laughed ruefully.He became a media celebrity whose every move was covered like an Onassis and successfully ran for Congress although he held the seat briefly.The burgeoning cocaine scene in the US made Pablo and his largesse possible. Behind Nancy Reagan's ""Just So No"" slogans where Reagan administration officials seriously worried that cocaine would destabilize our society (you could argue this came true with the crack wars a few years later). The US avoided confronting Pablo until Escobar made a pact with Colombia's communist guerrillas in an effort to control trafficking routes in the jungle. This brought anti-communist special ops into play who worked closely with US ambassador Busby and with Colombian officials.Confronted with this alliance of power, Pablo turned to the people and presented himself as a modern-day Robin Hood or Bonnie and Clyde. His system of cocaine trafficking simply redistributed wealth from foolish, coke-nosed Gringos into a Colombia desperate for investment. Colombia grows lots of cacao and Gringos will buy it for a high price. Simple, yes? Pablo appealed directly to the people through the media but also cozied to the Catholic church and built public housing projects and soccer fields.The hunt for Pablo escalated into an all-out covert war with thousands killed. Pablo ordered massive bombing of public buildings and places while his sicarios gunned down hand-picked enemies. At one point he blows up a commercial airliner with Americans on board. The first President Bush considered himself a potential target for assassination.In a bizarre twist, Pablo eventually turned himself in under the condition he would plead guilty to a relatively minor charge and be able to live in a prison he constructed himself and furnished with whores, waterbeds and high-end audio equipment. Eventually Pablo goes underground and a protracted electronic hunt begins. Bowden does a great job of describing the internecine disputes among the supposedly cooperating covert ops both Colombian and American.The book's weakness is that this story needs more streamlining and pruning. There are simply too many characters and subplots to track. And since the book begins with the ending, some of the storytelling feels anticlimactic and limp.Also there is a direct link between US intervention and Colombia's improved circumstances today, where cities like Bogota and Medellin are celebrated as vibrant cultural outposts rather than feared. Did this end justify the means? That would be the subject of another book....more",Notes are private!,0,0,1,not set,not set,"Aug 17, 2013",,Paperback,view (with text),/book/show/419083.Killing_Pablo
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Argentina,"Brown, Jonathan C.",0816057192,9780816057191,0816057192,324        pp,3.28,75,"Dec 01, 2002","Jan 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I chose this book because my daughter is spending an independent study in Argentina and I wanted to know more (partly because I am not visiting her, pI chose this book because my daughter is spending an independent study in Argentina and I wanted to know more (partly because I am not visiting her, partly to understand what she has seen for conversation upon her return). As other ers note, the book is a competent but dry and colorless retelling of 500 years of Argentine history from A to Z. For example, we learn a lot about Juan Peron (and Evita) and their policies, but very little about them as people with character, motivation. How did Peronism (a quasi-fascistic melding of populism and military rule, somewhat recalling Huey Long's Louisiana) come to be? We'll never know from reading this book. While I am no jingo-ist, this book made me appreciate being an American. At least our history has a founding story with an arc, some underlying values, and a constant sense of course correction. Yes we had slavery and bigotry; we suppressed women; we raped the environment, and fought unjust wars. Yet counter-movements have attempted to address each of these with some real progress achieved through blood and sweat but also through progressive thought, politics, compromise. Argentina's tale reads like a series of weak thrusts and counter-thrusts between quasi- (if corrupt) democracy and military rule. While we US Americans fret about a long, slow decline, Argentina has experienced just in the last 31 years:--An embarrassing home-team loss in the Faulkland War--A significant guerrilla/terrorist movement with up to 650 public bombings, kidnappings, etc. a year--The countervaling Dirty Wars in which the military government tortured and ""disappeared"" thousands of citizens--Hyperinflation of up to 3,000 percent a year, which resulted in looting raids on supermarkets --The biggest-ever government loan default to the IMF in 2001--An economy that has (over a couple of generations) plunged from 7th to 67th worldwide--30 percent poverty rate--The growth of a huge ""cartonero"" class--people who drag (with their bodies) U Haul-sized trailers around Buenos Aires picking up recyclables--A reversal of immigration from Europe, which once rivaled the numbers coming through Ellis Island Again, not to be too smug, but this does make me appreciate living in a country that, despite its many excesses, moral shortcomings, and pecadillos, is relatively stable, reliable, safe, and yet creative, forward-looking, attractive to people from around the world, and growing. Argentina is blessed with an educated populace, many natural resources, a beautiful capital city. I hope they turn it around. Bizarre sidenote in the ""what I learned"" department: Argentine terrorists seem fascinated with graverobbing and in some cases severing the hands of noted citizens, including Evita and Che Guevara.In a calculated political maneuver, Evita's corpse ""disappeared"" in Europe for 17 years. This backfired by inciting a rebel movement in which revolutionaries kidnapped and killed Argentina's military leader. Ugh! ...more",Notes are private!,0,1,1,not set,not set,"Jul 30, 2013",,Paperback,view (with text),/book/show/297284.A_Brief_History_of_Argentina
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hologram for the King,"Eggers, Dave",193636574X,9781936365746,193636574X,312        pp,3.29,"28,835",Jun 2012,"Jun 19, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an excellent book and a breezy (but not light) summer read. The one problem is a big one: the vacant hole of the central character, Alan Clay,This is an excellent book and a breezy (but not light) summer read. The one problem is a big one: the vacant hole of the central character, Alan Clay, an aging salesman sent to make an IT pitch to the King of Saudi Arabia. Clay's career went down with Schwinn bicycles, his marriage has imploded, and his tenuous relationship with his daughter is limited to fragmentary, self-pitying letters he cannot finish. Furthermore he is haunted by the avoidable drowning death of a neighbor and a mysterious fleshy growth that clings to his neck, which is also being breathed down by creditors (hey, give me credit for trying with that last sentence). A presentation tent in King Abdullah Economic City (KAEC, a real place I had never heard of) provides his last chance to pull his life together. But he is deadened inside and to any external stimuli save Saudi moonshine and retelling stale old jokes. (In his prime Clay may not have been the most engaging or perceptive character.) Furthermore there is question that the King will ever show up. That gives Clay the modern-day Willy Loman time and opportunity to escape the sweaty tent and to (accidentally) probe the mysteries of a Saudi society torn between the 11th and the 21st centuries. Many other vivid and colorful characters populate this book and Eggers is a wonderful and straightforward storyteller. If Alan Clay is not too soft a character for you (and you will know within 50 pages), take this worthwhile trip to the desert sands. ...more",Notes are private!,0,0,1,not set,"Jul 30, 2013","Jul 30, 2013",,Hardcover,view (with text),/book/show/13722902-a-hologram-for-the-king
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,491","Jan 03, 2013","Jan 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There has been tons of hype about Saunders and I hate to pile it on but he is really good. Saunders is particularly expert at capturing the way averagThere has been tons of hype about Saunders and I hate to pile it on but he is really good. Saunders is particularly expert at capturing the way average (or sub-average) people speak (and write, as some of his short stories are written as journal entries), and then throwing in a nasty little dystopian sci-fi touch about mind-controlling drugs or third-world women who volunteer to become yard ornaments rather than be sold into sex slavery. It's like Ray Carver meets The Office meets Philip K. Dick. Although guffaw-out-loud funny, his writing feels a deep undertow of sadness about folks who have lost opportunties, but perhaps never had the position, looks or smarts to even glimpse an opportunity from a distance. I detracted one star because of the disjointed title story; easily the weakest of the collection. I will now find and read more George Saunders. ...more",Notes are private!,0,0,1,not set,not set,"Jul 16, 2013",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth Like the Sun,"Lynch, Jim*",030795868X,9780307958686,030795868X,272        pp,3.33,"1,640","Jan 01, 2012","Apr 10, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great idea about comparing the Seattle of 2001 to the World's Fair era of 1961. One character links the two eras: the Boy Wonder booster RoThis was a great idea about comparing the Seattle of 2001 to the World's Fair era of 1961. One character links the two eras: the Boy Wonder booster Roger Morgan, who ran the '62 fair, and the 70-year-old Roger running for Mayor in 2001. Enter an investigative reporter determined to find dirt on the long-shot candidate. Now the bad news. The dirt is about as interesting as dirt and a chance to explore the life and evolution of a city through fiction is wasted. The most interesting element (which ain't saying much) involves minor sexual tension between the reporter and her prey. Will she send him down or .... you finish that question. Real people like Elvis, LBJ, and Ed Sullivan make fictionalized cameos. Really annoying. ...more",Notes are private!,0,0,1,not set,"Jun 07, 2013","Jun 28, 2013",,Hardcover,view (with text),/book/show/13147843-truth-like-the-sun
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Ruins,"Walter, Jess",0061928127,9780061928123,0061928127,337        pp,3.68,"177,401","Jun 12, 2012","Jun 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2013",,Hardcover,view,/book/show/11447921-beautiful-ruins
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Lives: Death and Life in New Orleans,"Baum, Dan",038552319X,9780385523196,038552319X,352        pp,4.22,"4,882",2009,"Feb 10, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A few years ago I suggested a book group book about cities recovering from disasters. My fellow bookies groaned. ""Nooooooo! Katrina fatigue"" was the cA few years ago I suggested a book group book about cities recovering from disasters. My fellow bookies groaned. ""Nooooooo! Katrina fatigue"" was the consensus response. Still I felt obligated to read Nine Lives as the author is a neighbor and slight acquaintance. A couple of things held me back. One was ... Katrina fatigue. Also I had never visited New Orleans and regretted that I missed my chance before it was swept away by a Cat 5 hurricane, broken levees, polluted floodwaters, failed policies. The reason I never visited NOLA was I harbored a deep suspicion that it was a cartoon, a failed city hiding behind a Mardi Gras mask. Sort of like Santa Fe and its adobe Conoco station and tiny, cutesy, contrived core engulfed in a sea of low-rent sprawl. That was my prejudice. Ok, that's a lot of background. I finally went to New Orleans a month ago and was swept away by its depth and complexity. In a city that was 80 percent underwater, decaying for generations, still plagued by corrupt government, lingering segregation, terrible numbers for health, education and crime, and a limp local economy, more than 80 percent have moved back. Poor blacks and white exiled to Baton Rouge or Houston clawed to get back to a semblance of their lives in an unpainted shotgun house. They have been joined by an influx of young musicians and entrepreneurs, some of whom came to rebuild homes as volunteers and just stayed. Rich whites re-invested in stately homes that are really so much termite fodder. We biked all over the city and found new vitality everywhere. It turns out that Bourbon Street is the cartoon, but it is engulfed by richly layered multi-part novel. During a brass/hip hop concert in Congo Square, I stood among thousands of dancing New Orleaneans (?) and said to my daughter, ""Do any other residents love their city as much as this?"" She shrugged and replied, ""Maybe New York?""So I came back to Nine Lives to understand why. I was rewarded with a deep look inside the city over a generation. Katrina is just the climax. The book is beautifully researched and written like a fine novel. As I past journalist I can appreciate the time Dan Baum has taken to recreate scenes (some 50 years old as the book begins with Hurricane Betsy in 1965) with a high degree of nuance, dialogue and insight. He captures the poetry of everyday people, including cops, grifters, band leaders, a track repairman on the St. Charles lines, the King of Carnival, and the unforgettable Frank Minyard, the trumpet-playing coroner who waited a week for Katrina's casualties to show up in his provisional morgue. If you've been put off from reading Nine Lives by Katrina fatigue, go read Nine Lives now. It's just good literature. If you haven't been to New Orleans, don't wait your whole life like I did. ...more",Notes are private!,0,8,1,not set,not set,"Apr 14, 2013",,Hardcover,view (with text),/book/show/5501146-nine-lives
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,"Silver, Nate",159420411X,9781594204111,159420411X,544        pp,3.97,"50,035","Sep 27, 2012","Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Silver has become famous for calling the last two presidential elections almost down to the last electoral vote. He discusses such issues as empiricalSilver has become famous for calling the last two presidential elections almost down to the last electoral vote. He discusses such issues as empirical vs. statistical research. Thanks to computer modeling, weather forecasting and climate change have become among the more reliable subjects of predictions; although small errors in computer models can throw the changes way off. Economics (which gets thrown way off by the irrational exuberance of humans) is among the least accurate science of prediction. Hence the failure of Moody's and S&P to forecast the abrupt end of the housing bubble. Another place where computer statistical analysis has gone gaga is baseball. As detailed in the book and movie, ""Moneyball,"" spreadsheet geeks very nearly displaced the old network of cigar-chomping scouts and newfangled stats like Wins Over Replacement are now considered more important than batting average, home runs and E.R.A.But since Moneyball there's been a swing back toward the human touch. With all teams applying the same computer-based statistical analysis, scouts have made a comeback to help find the diamond-in-the-rough minor leaguer or ferret out the white elephant free agent.The other side of prediction is whether people believe and act on forecasts. Mayor Ray Nagin of New Orleans famously dragged his feet before calling for voluntary evacuation the day before Katrina. He could have called for a full evac at least a day earlier. The weather report proved devastatingly accurate. Some 80,000 chose to stay in New Orleans; 1,600 of them died. ...more",Notes are private!,0,0,1,not set,not set,"Apr 02, 2013",,Hardcover,view (with text),/book/show/13588394-the-signal-and-the-noise
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kingfish: The Reign of Huey P. Long,"Jr., Richard D. White*",140006354X,9781400063543,140006354X,384        pp,3.89,"1,082","Apr 04, 2006","Apr 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book in preparation for my first trip to New Orleans. Most of what I knew about Long I gleaned from the Randy Newman album ""Good Old Boys""I read this book in preparation for my first trip to New Orleans. Most of what I knew about Long I gleaned from the Randy Newman album ""Good Old Boys"" with songs like ""Louisiana 1927"" and ""Here Come the Kingfish."" White's take is a straightforward, relatively concise and highly entertaining look at Long's life, in chronological order, from humble beginnings to corrupt end as a US Senator who posed a serious threat to Franklin Roosevelt's re-election in 1936. One of many conspiracy theories surrounding Long's death (assassinated by Dr. Carl Weiss in the Louisiana State Capitol in 1935) is that FDR was behind it. Long was one of the most talented yet least scrupulous and disciplined politicians of all time. When each one of Louisiana's newspapers opposed Long, he started his own daily mouthpiece and subsidized it by requiring every state employee to subscribe. Kickback and graft schemes were legendary. He accepted only cash which he stored in his Deduct Box (which resembled a giant ballot box). He hid the Deduct Box and died without revealing the location. It has never been found. Supposedly it was stuffed with more than $1 million in cash as well as papers and photos damaging to his enemies. You can see a replica in the opulent Roosevelt Hotel in New Orleans, a place Long was drawn to for its party scene although he detested (and ultimately dismantled) its ""Old Regular"" power structure.Long had many enemies whom he sought to destroy not just defeat. He instructed to the state legislature to outlaw the sale of funeral insurance, which happened to be the occupation of one vanquished opponent. He attacked opponents with profane epithets and accusations ranging from supporting blacks to beastiality. He called one genteel opponent with a Col. Sanders beard ""Old Feather Duster."" He threatened rivals with fisticuffs and firearms and employed the State National Guard to do his bidding, including an armed invasion and occupation of New Orleans. Long consolidated power by rigging elections, bribes, threats, and packing the legislature and courts with his lackeys. When elected to the US Senator he briefly retained his position as Governor and later continued to run the state through his proxy O.K. Allen. Through such remote control, he rammed through dozens of bills penned by Long himself with virtually no floor debate or opposition. This gave him total control over all patronage, courts, and even appointed positions in New Orealns. He was shameless. He once took a parish vote unanimously with more voters than registered by at least 500. In the Senate he became a scourge to FDR and refused to disburse New Deal funds within Louisiana. In 1932 Long stumped for FDR (who found Long's pig-in-the-sty eating habits and dandified outfits appalling) but by 1935 he spoke of opposing FDR as a third party candidate. Pundits thought a Long-led ticket could take 3 million votes and throw the election to the Republicans.Long generated fierce and vitriolic opposition. Prominent New Orleans residents spoke openly of assassination. J. Edgar Hoover sought to snag Long on tax evasion and may have been close when Long died. He was almost impeached and censured several times. With his back to the wall, Long employed two strategics. First he would turn to he populist base, the poorest of Louisiana poor. Long had a genuine commitment to elevating the lot of poor whites (otherwise he was initially as racist as they come)by providing free textbooks and building roads, clinics and schools. To pay he took on Standard Oil and the Baton Rouge refineries by dramatically raising their taxes. The poor whites of Louisiana supported the Kingfish unconditionally and would rally to his side as needed within hours.(Long favored radical redistribution of wealth to be funded by corporate taxes and caps on personal income. While his goals were socialists, he used the means of a fascist and was often accused of being a dictator.) Second, Long could switch on a dime from ranting demagogue to the most persuasive and rational orator. He possessed a keen (and largely self-taught) legal mind and could build a case like a Darrow or Bailey. Time and again he painted himself into the tightest quarters and literally talked his way out. He also was a master of the media: vanity newspapers, radio, and a medium he invented: roving trucks mounted with giant loudspeakers. If you've seen ""Oh Brother, Where Art Thou,"" you get the idea.When Long died (he might have been saved if surgeons rushing from New Orleans had not crashed their car; an inexperienced doctor botched the operation to remove a bullet), huge crowds attended his funeral. For years many refused to believe he was dead. He was the Elvis of Southern politics. He left his mark everywhere; from artifacts at the Roosevelt Hotel to the massive Huey P. Long Bridge in New Orleans; to the 450-foot-tall State Capitol spire he had designed and built in one year in Baton Rouge and a complete overhaul of his beloved LSU. He also had the Governor's Mansion rebuilt to resemble the White House, so he ""could get used to living there."" On to Robert Penn Warren. ...more",Notes are private!,0,3,1,not set,"Mar 30, 2013","Apr 02, 2013",,Hardcover,view (with text),/book/show/147374.Kingfish
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Penumbra's 24-Hour Bookstore        (Mr. Penumbra's 24-Hour Bookstore, #1)","Sloan, Robin*",0374214913,9780374214913,0374214913,288        pp,3.73,"206,119","Sep 26, 2012","Oct 02, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A young San Francisco slacker loses his job when the startup NewBagel fails. Out of desperation he takes a job as a clerk in a mysterious bookshop on A young San Francisco slacker loses his job when the startup NewBagel fails. Out of desperation he takes a job as a clerk in a mysterious bookshop on Broadway that has almost no customers--and the few who do wander in during the graveyard shift don't buy books. Instead they check out coded texts from vertiginous top shelves. Aided by his Google gal girlfriend, he sets out to break the code and perhaps unravel the mystery of eternal life itself. The result reads like a Dan Brown novel written in a smartly gee-whiz Hardy Boys style. Without taking itself too seriously, ""Mr. Penumbra's 24-Hour Bookstore"" asks serious questions about our digital obsession and its relation to the physical world of typography, books and reading with surprising results. Anyone who has read Christopher Paolini (as I did endlessly with my son when he was younger) will get a kick out of a subplot involving the author of ""The Dragon-Song Chronicles."" ...more",Notes are private!,0,0,1,not set,"Jan 21, 2013","Jan 15, 2013",,Hardcover,view (with text),/book/show/13538873-mr-penumbra-s-24-hour-bookstore
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shop Class as Soulcraft: An Inquiry Into the Value of Work,"Crawford, Matthew B.",1594202230,9781594202230,1594202230,241        pp,3.75,"10,036",2009,"May 28, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not just a manifesto in favor of manual labor (all sorts, not just artisanry or craftsmanship) but also against the stockade of cubicles that This is not just a manifesto in favor of manual labor (all sorts, not just artisanry or craftsmanship) but also against the stockade of cubicles that corporate America has encased most of us in. Crawford appears to have something large and angular lodged in his lower intestines--just peek at his multipage rant against automatic faucets in public bathrooms, which he views as a Stalinist plot. But he does ask a provocative question: Why, as America has become more educated, does it appear we have also become stupider? A sense of humor and some field reporting into the American workplace (as opposed to a gleaning of other books he has read and absorbed) would add at least one star. ...more",Notes are private!,0,3,1,not set,"Jan 21, 2013","Jan 03, 2013",,Hardcover,view (with text),/book/show/6261332-shop-class-as-soulcraft
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0449213943,9780449213940,B00EJ3APSG,296        pp,4.07,"460,000",1928,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 04, 2013",not set,"Dec 25, 2012",,Mass Market Paperback,view,/book/show/355697.All_Quiet_on_the_Western_Front
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City: A Guidebook for the Urban Age,"Smith, P.D.*",1608196763,9781608196760,1608196763,400        pp,3.61,296,"Sep 01, 2011","Jun 19, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2012","Nov 13, 2013","Dec 25, 2012",,Hardcover,view,/book/show/11458341-city
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Burn: Teddy Roosevelt and the Fire That Saved America,"Egan, Timothy*",0618968415,9780618968411,0618968415,281        pp,4.12,"16,494","Oct 19, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'll post a  as soon as I finish. See my  in the first comment below. I'll post a  as soon as I finish. See my  in the first comment below. ...more,Notes are private!,0,1,1,not set,"Dec 25, 2012","Nov 29, 2012",,Hardcover,view (with text),/book/show/6452538-the-big-burn
