,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Madison's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,051","Sep 21, 1962","Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful haunting imagery: definitely wish we got a little bit more of the backstory of the family tragedy but still such an eerie tale. My favorite Beautiful haunting imagery: definitely wish we got a little bit more of the backstory of the family tragedy but still such an eerie tale. My favorite element was the narrator, a 18 year old, had such a creepy childlike way about her. The “big reveal” was a little obvious to me but didn’t take away from the story at all....more",Notes are private!,3,3,1,"Oct 19, 2023","Oct 19, 2023","Sep 23, 2023",,Paperback,view (with text),/book/show/89724.We_Have_Always_Lived_in_the_Castle
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,927","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Hardcover,view,/book/show/43126457-trick-mirror
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel,"Kuang, R.F.*",0063021420,9780063021426,0063021420,544        pp,4.20,"218,486","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Hardcover,view,/book/show/57945316-babel
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,035",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Paperback,view,/book/show/15823480-anna-karenina
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",0143135694,9780143135692,0143135694,304        pp,4.27,"685,365","Jun 01, 1982","Dec 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a captivating story, couldn’t put it down. I have so much love for the characters in this novel, and loved to watch (read?) them grow. Celie’s joSuch a captivating story, couldn’t put it down. I have so much love for the characters in this novel, and loved to watch (read?) them grow. Celie’s journey is inspiring and I can see why this story has been so wildly popular and expanded to both a play and a movie. There are some HEAVY abuse descriptions right at the beginning of the book, but it doesn’t maintain [almost any] of same level of brutality throughout. The first couple pages are honestly the most difficult, so just get through those and you’ll be good to go. Overall, just wow. It’s a beautiful book and an incredibly important novel: Alice was one of the first to do it like this. Such a heartfelt and tender story about community, sisterly love, and spirituality that I cherished all throughout. I will definitely be watching the new adaptation when it comes out....more",Notes are private!,0,3,1,"Sep 12, 2023","Sep 25, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/52892857-the-color-purple
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jitterbug Perfume,"Robbins, Tom",0553268449,9780553268447,0553268449,342        pp,4.23,"76,622",Dec 1984,"Oct 01, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was SO FUN!!! Tom Robbins is so crude but also SO clever. It sounds absurd, but this book can be summed up as just so smart but also soooo dThis book was SO FUN!!! Tom Robbins is so crude but also SO clever. It sounds absurd, but this book can be summed up as just so smart but also soooo dumb. His ridiculous yet spot on similes are so beautiful (sometimes): his vivid descriptions that can also be incredibly crass. It was so engaging and all encompassing. I really appreciated that the story was so carefully and intricately woven yet easy to follow while bopping around from each storyline and narrator. Warnings: sometimes racist, and a lot of times, very horny in a gross way instead of a fun and flirty way. I had never heard of magical realism before this, but I’m sure glad I did. I was so eager to see the story unravel. Excited to read more of his in the future!...more",Notes are private!,2,3,1,"Jan 10, 2024","Jan 19, 2024","Aug 23, 2023",,Mass Market Paperback,view (with text),/book/show/901023.Jitterbug_Perfume
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,355,876","Nov 06, 1939","May 03, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quick and delightful spooky read! I’ve only read one other Agatha mystery, and this one is definitely the better of the two. Lots of dialogue and veA quick and delightful spooky read! I’ve only read one other Agatha mystery, and this one is definitely the better of the two. Lots of dialogue and very easy to follow. Kept me guessing until the very end, she totally had me fooled....more",Notes are private!,0,3,1,"Oct 05, 2023","Oct 15, 2023","Aug 18, 2023",,Paperback,view (with text),/book/show/16299.And_Then_There_Were_None
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,440","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Kindle Edition,view,/book/show/25899336-when-breath-becomes-air
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,879","Apr 27, 2021","Apr 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was my therapy homework and I’m very grateful for it. Think of “The Body Keeps the Score” with more colorful, in depth stories (yet, thankfuThis book was my therapy homework and I’m very grateful for it. Think of “The Body Keeps the Score” with more colorful, in depth stories (yet, thankfully, not JUST graphic SA based trauma) on a backdrop of a smooth back and forth between Dr. Perry and Oprah. At first I was hesitant simply because of Oprah (maybe a *~touch~* judgmental of me off the bat) but her and Dr. Perry really balanced each other out, it felt like I was just observing a conversation between two esteemed colleagues. Super easy to read in this format and they really wrapped it up with a beautiful message of hope and compassion. I dare say this one is better than TBKTS...more",Notes are private!,1,2,1,"Aug 18, 2023","Oct 26, 2023","Aug 18, 2023",,Hardcover,view (with text),/book/show/53238858-what-happened-to-you
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,716","Jul 16, 1951","Jan 30, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like it. I really did. But I just couldn’t. The plot is repetitive and boring. I felt like I forgot what had just happened in it every timI wanted to like it. I really did. But I just couldn’t. The plot is repetitive and boring. I felt like I forgot what had just happened in it every time I picked it back up. My biggest gripe is that Holden is probably the least likable ‘protagonist’ I’ve ever read. He’s pompous, obnoxious, and above all, ANNOYING. His catchphrases, his train of thought, his “deep” philosophy, all of it. “BuT tHaT’s tHe PoInt mAdIsOn! HeS yOuNg aNd DuMb!!!” I don’t CARE!!! I was so frustrated with him by the end of the book.I totally get why this is every moody 16 year old boy’s favorite. Holden is the epitome of a selfish, fake intellectual asshat who thinks he knows better than everyone: the only “real” one out there. Never mind the fact that he’s grieving (which is one of the only redeeming qualities of the book being the depiction of a teen dealing with a traumatic loss), I just never found myself rooting for him. Sure, I felt sorry for him, but that’s about it.Overall this was a huuuuuge let down. Honestly, I wish I read it in highschool so that I could dig through some themes and discuss it with others—maybe I would’ve liked it more and maybe I would’ve resonated with Holden. But reading it alone with a fully developed frontal cortex was not ideal....more",Notes are private!,1,3,1,"Nov 05, 2023","Nov 30, 2023","Aug 08, 2023",,Paperback,view (with text),/book/show/5107.The_Catcher_in_the_Rye
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You're with Stupid: kranky, Chicago, and the Reinvention of Indie Music","Adams, Bruce*",,,B09Z9LTCCS,281        pp,3.95,117,2022,"Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Kindle Edition,view,/book/show/62885680-you-re-with-stupid
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigal Summer,"Kingsolver, Barbara",0060959037,9780060959036,0060959037,444        pp,4.03,"114,416","Oct 17, 2000","Oct 16, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/14249.Prodigal_Summer
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"622,198","Jan 01, 1934","Jun 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Paperback,view,/book/show/853510.Murder_on_the_Orient_Express
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,721","Sep 24, 1998","May 31, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not normally a historical fiction girly but this book might’ve changed my mind. Barbara moves seamlessly between each of our narrators, and her atI’m not normally a historical fiction girly but this book might’ve changed my mind. Barbara moves seamlessly between each of our narrators, and her attention to detail is incredible—down to the innocent misspellings of a 5 year old, the eerie palindromes of a stoic and crippled genius, and the incorrect use of words from a vain, dumb teenager. This book is overflowing with beautiful, haunting metaphors and imagery. I was captivated the whole time and invested in each out our narrators’ journeys. She never left me hanging when it came to wrapping up every character’s arc, which I really appreciated. The character development was one of my favorite facets of this novel, I was so impressed by how natural it all felt to read. It just … made sense. There’s no other way to describe this work except incredibly poetic. I’ll definitely be reading some more of Barbara after this one....more",Notes are private!,0,5,1,"Jul 17, 2023","Aug 26, 2023","Jun 21, 2023",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Dalloway,"Woolf, Virginia",0151009988,9780151009985,0151009988,194        pp,3.79,"306,472","May 14, 1925","Oct 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/14942.Mrs_Dalloway
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room of One’s Own,"Woolf, Virginia",,,0141183535,112        pp,4.21,"207,316",1903,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Paperback,view,/book/show/18521.A_Room_of_One_s_Own
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blueberries: Essays Concerning Understanding,"Savage, Ellena",1912854678,9781912854677,1912854678,256        pp,3.62,"2,403","Mar 03, 2020","Apr 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2023",,Paperback,view,/book/show/49933298-blueberries
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",,,,238        pp,4.19,"67,267",1968,"Oct 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Joan makes me want to be a California kid in my next life. Her writing in this book makes me nostalgic for a time and place I have never been a part oJoan makes me want to be a California kid in my next life. Her writing in this book makes me nostalgic for a time and place I have never been a part of: the mark of a truly incredible author. She has a curious, incredible way to write nonfiction; it all has a bit of a dream-like quality to it and It flows perfectly in a way that doesn’t feel like “should” be able to.There were definitely some slower chapters that went a little over my head in terms of pop culture, so that’s why to me this is a 4 star and not a 5. I get the Joan hype from this one though. She is the queen of prose for a reason and I’m excited to try some long form writing of hers next....more",Notes are private!,1,3,1,Jan 2024,"Jan 09, 2024","Jun 01, 2023",,Paperback,view (with text),/book/show/424.Slouching_Towards_Bethlehem
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bossypants,"Fey, Tina",,,,283        pp,3.96,"1,005,349","Apr 05, 2011","Apr 05, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 15, 2017","May 21, 2023",,Kindle Edition,view,/book/show/9418327-bossypants
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,152","Sep 17, 1954","Oct 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Apr 20, 2016Oct 10, 2011","May 20, 2023",,Paperback,view,/book/show/7624.Lord_of_the_Flies
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonstone,"Collins, Wilkie",0375757856,9780375757853,0375757856,528        pp,3.91,"93,125","Aug 01, 1868","Sep 11, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 15, 2016","May 20, 2023",,Paperback,view,/book/show/6138.The_Moonstone
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender’s Game        (Ender's Saga, #1)","Card, Orson Scott",0812550706,9780812550702,0812550706,324        pp,4.31,"1,374,019","Jan 15, 1985","Sep 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 28, 2019","May 20, 2023",,Mass Market Paperback,view,/book/show/375802.Ender_s_Game
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,632","Apr 10, 1925",1925,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 27, 2014","May 20, 2023",,Paperback,view,/book/show/4671.The_Great_Gatsby
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,413","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 07, 2017","May 20, 2023",,Mass Market Paperback,view,/book/show/5470.1984
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",0140042598,9780140042597,0140042598,307        pp,3.61,"411,214","Sep 05, 1957","Jan 01, 1976",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 12, 2016","May 19, 2023",,Paperback,view,/book/show/70401.On_the_Road
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Flew Over the Cuckoo’s Nest,"Kesey, Ken",,,,325        pp,4.20,"732,399",1962,"Feb 01, 1963",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 27, 2015","May 19, 2023",,Mass Market Paperback,view,/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Club,"Palahniuk, Chuck*",0393355942,9780393355949,0393355942,224        pp,4.19,"591,690","Aug 17, 1996","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 19, 2015","May 19, 2023",,Paperback,view,/book/show/36236124-fight-club
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultish: The Language of Fanaticism,"Montell, Amanda*",0062993151,9780062993151,0062993151,309        pp,3.87,"79,228","Jun 15, 2021","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Starting off by saying that I loooooooove this topic AND the author’s podcast about this topic, so my  is very biased and I acknowledge that.I fStarting off by saying that I loooooooove this topic AND the author’s podcast about this topic, so my  is very biased and I acknowledge that.I found this book really easy to read in Amanda’s voice and cadence, but can understand the point that some found her style a little scattered and repetitive (lots of “but more on that later” when introducing topics). Overall, this was SO fun to read and well researched. I was a little worried there would be too much overlap between this and her pod, but that wasn’t the case at all. To be honest, I often find myself wishing she would delve deeper into the historical “classic cults” more on her podcast, and this book definitely scratched that itch. However, that makes this book a tad more morbid than SLAC, so if true crime cults aren’t your jam, this might not be the one for you.I recommend this for all my true crime girlies, but especially (and obviously) my ‘Sounds Like a Cult’ girlies. Amanda is such a fun nonfiction pick and I’m excited to read her others!!...more",Notes are private!,1,3,1,"Jan 21, 2024","Feb 05, 2024","May 17, 2023",,Hardcover,view (with text),/book/show/55338982-cultish
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,347","May 19, 1942","Mar 28, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2023",,Paperback,view,/book/show/49552.The_Stranger
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",0688168442,9780688168445,0688168442,240        pp,4.06,"86,223","Dec 22, 1999","Dec 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2023",,Hardcover,view,/book/show/17607.All_About_Love
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked Lunch,"Burroughs, William S.",0802140181,9780802140180,0802140181,289        pp,3.46,"91,242",Jul 1959,"Jan 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Paperback,view,/book/show/7437.Naked_Lunch
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,504",Aug 1911,"Sep 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Hardcover,view,/book/show/2998.The_Secret_Garden
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",0394497848,9780394497846,0394497848,337        pp,4.14,"112,922","Aug 12, 1977","Aug 12, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2024",not set,"May 13, 2023",,Hardcover,view,/book/show/483006.Song_of_Solomon
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,038",1979,"Nov 10, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To be honest, this book made me feel a little dumb/dense. I’ve heard wonderful things about Joan’s writing style, and these essays certainly upheld thTo be honest, this book made me feel a little dumb/dense. I’ve heard wonderful things about Joan’s writing style, and these essays certainly upheld that notion, but I often found myself bored of the topics. I was so excited when she started off with essays involving The Doors and the Manson Family, but that quickly disintegrated into essays about key 60’s figureheads I didn’t know, historical events I wasn’t familiar with, and an essay about the mechanics of a water reclamation plant. I’m chalking up my less-than-stellar  due to my own [lack of] knowledge of the topics discussed, not against Joan and her writing. This was my first Didion and perhaps shouldn’t have been, but I have two more books of hers on hand to try out and will not let this deter me! I’m glad I read it nonetheless as it was way outside my comfort zone, but don’t think I’ll be recommending it to fellow Didion fans....more",Notes are private!,0,1,1,Jun 2023,"Jun 23, 2023","May 12, 2023",,Paperback,view (with text),/book/show/421.The_White_Album
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Intelligence 2.0,"Bradberry, Travis*",0974320625,9780974320625,0974320625,255        pp,3.85,"81,101","Jan 28, 2003","Jun 16, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 28, 2021","Mar 30, 2023",,Hardcover,view,/book/show/6486483-emotional-intelligence-2-0
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy","Gordon, Jon",0470100281,9780470100288,0470100281,192        pp,3.85,"25,800","Jan 01, 2007","Jan 22, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 30, 2021","Mar 30, 2023",,Hardcover,view,/book/show/81107.The_Energy_Bus
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Challenger Sale: Taking Control of the Customer Conversation,"Dixon, Matthew",1591844355,9781591844358,1591844355,221        pp,3.91,"9,608","Nov 01, 2011","Nov 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2023","Jul 13, 2023","Mar 25, 2023",,Hardcover,view,/book/show/11910902-the-challenger-sale
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,188","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe it’s the fact that I read this book during the one week span of my dad’s death anniversary date and Mother’s Day, but this book meant so much toMaybe it’s the fact that I read this book during the one week span of my dad’s death anniversary date and Mother’s Day, but this book meant so much to me and I’m so glad I read it. ‘Cool’ is not the right word, but it was… such a relief to see the aspects of profound parental loss (that I’ve always been too scared to share with my peers) written into such a beautiful book. Especially as an only child as well, I’ve never related to a book to this same degree before. I felt connected with Michelle, and everyone else who has gone through the ringer of losing a parent in your early twenties. This kind of loss such an isolating experience, and yet it still unites us at the core to have look into the face of death and hold the burden of knowing the ugliest truth about the world. Michelle does a wonderful job of conveying the trials and tribulations of navigating taking on a new role in her family as a caretaker (and eventually) an executor while balancing it with newfound trauma and grief.This book is so raw and devastating but it’s real. It’ll always hold a really special place in my art as the book that showed me just how beautiful the art made from this type of pain can be. The love she has for her mother is so palpable and it’s shown me the importance and power of creating art as a guide to memorialize a loved one. To be honest, if I hadn’t have gone through this type of loss before I don’t think I would’ve rated this book nearly as high as I did. It was beautifully written, but the emotional connection and time to reflect on my own grief is what really made this such an important book for me....more",Notes are private!,0,3,1,"May 05, 2023","May 15, 2023","Mar 25, 2023",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,484,981","Sep 20, 2011","Aug 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You know how it’s going to end the entire time and yet that somehow doesn’t make it any easier. I can’t remember the last time I cried while reading aYou know how it’s going to end the entire time and yet that somehow doesn’t make it any easier. I can’t remember the last time I cried while reading a book, but this had me in stitches. Beautifully written: simply can’t get enough of Madeline’s mythological world. Her imagery is some of the best and I am so enthralled with her style and spin on classic myths. SO excited for her take on Persephone. ...more",Notes are private!,1,4,1,"Aug 11, 2023","Aug 20, 2023","Feb 28, 2023",,Paperback,view (with text),/book/show/13623848-the-song-of-achilles
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quarterlife: The Search for Self in Early Adulthood,"Byock, Satya Doyle*",0525511687,9780525511687,0525511687,256        pp,4.05,"2,661",unknown,"Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2024,not set,"Feb 28, 2023",,Paperback,view,/book/show/123280171-quarterlife
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast of Champions,"Vonnegut, Kurt, Jr.",0385334206,9780385334204,0385334206,303        pp,4.07,"260,550","Jul 12, 1973",May 1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Had reaaaaaaally high hopes for this one because I know it’s a lot of people’s favorite Vonnegut, but this one just fell a little short for me. I’ve rHad reaaaaaaally high hopes for this one because I know it’s a lot of people’s favorite Vonnegut, but this one just fell a little short for me. I’ve read my fair share of him so I was expecting the all over the place, ridiculous writing style. It was a quick read, but I can’t tell you much of anything that happened in this book. The tangents about characters that we hear from ONCE, and countless descriptions of short, made up sci fi books that aren’t relevant to the plot at all, take up a lot of page real estate, and make staying focused a little difficult. I don’t think this is his best, or his funniest, work by any means. I think there’s a lot of bullshit, a lot of pointless drawings, and not a whole lot of story progression. That being said, I still found myself flying through it, because I did love the storyline itself, but I just didn’t get *~enough~* of it. I just don’t really get why it’s everyone’s favorite, and I think that’s why my rating is not so high. We get it man, you’re a nihilist....more",Notes are private!,0,2,1,"Aug 29, 2023","Sep 19, 2023","Feb 19, 2023",,Paperback,view (with text),/book/show/4980.Breakfast_of_Champions
