,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Allison's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Rise        (Dark Rise, #1)","Pacat, C.S.*",0062946145,9780062946140,0062946145,464        pp,4.16,"23,617","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Hardcover,view,/book/show/56470336-dark-rise
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,282","May 27, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"was there a plot? not really. but was there drama? absolutely. and that is all we really need. i was a bit scared to read this after not liking seven was there a plot? not really. but was there drama? absolutely. and that is all we really need. i was a bit scared to read this after not liking seven husbands and dnfing carrie soto, but i’m so glad i did. the flashbacks and parallels between the past and present, watching both nina & june grow up and seeing how their lives and marriages manifest, all of the riva siblings! such a banger. ...more",Notes are private!,0,7,1,not set,"May 14, 2023","Aug 03, 2021",,Hardcover,view (with text),/book/show/55404546-malibu-rising
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,506","Jun 02, 2020",Jul 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Hardcover,view,/book/show/54482639-the-vanishing-half
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",052562080X,9780525620808,052562080X,301        pp,3.68,"354,942","Jun 30, 2020","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Paperback,view,/book/show/57800389-mexican-gothic
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",0525541918,9780525541912,0525541918,313        pp,3.79,"521,174","Dec 31, 2019","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2021",,Paperback,view,/book/show/53330114-such-a-fun-age
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",0525559477,9780525559474,0525559477,304        pp,4.00,"1,766,891","Aug 13, 2020","Sep 29, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i wanted to like this so bad. it was on my tbr for MONTHS ever since seeing it on the choice awards. and although it did have its good moments, there i wanted to like this so bad. it was on my tbr for MONTHS ever since seeing it on the choice awards. and although it did have its good moments, there were bad ones as well. 1. this book was so cliche. a girl travels through different scenarios of how her life could have played out after she is unsatisfied with the one she's living right now. now take a wild guess on which life she settles on and how the book ends. that's exactly how the book goes down. 2. it was just annoyingly preachy too. i felt like i was being spoonfed the themes and messages of the book and it's like i'm sorry i have enough reading comprehension to take the same ideas away without it. alas, it did not live up to the hype. ...more",Notes are private!,0,4,1,not set,"May 12, 2023","Aug 03, 2021",,Hardcover,view (with text),/book/show/56241022-the-midnight-library
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Empire        (Mistborn, #1)","Sanderson, Brandon*",,9780765311788,076531178X,541        pp,4.48,"689,136","Jul 17, 2006","Jul 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4/5 starswhere is my elend?? where is my bookworm royalty love story?? me when?? Vin stood as well, handing Elend back his hankerchief. He didn't tak*4/5 starswhere is my elend?? where is my bookworm royalty love story?? me when?? Vin stood as well, handing Elend back his hankerchief. He didn't take it. ""You might want to keep that. It wasn't intended to be simply functional."" Vin looked down at the hankerchief. When a nobleman wants to court a lady seriously, he gives her a hankerchief.""Oh!"" she said, pulling the hankerchief back. ""Thank you."" i have been attempting to read this book for almost 2 years. i swear to you, i think i've read the first 100 pages of this book about 3-4 times already. i just kept getting distracted by life, other books, and i honestly didn't think i would ever get to it. but with some good peer pressure, i pushed through and i am very glad i did.i found the first half of the book to be a bit on the slower side, so it took me a bit longer than i would have liked to get into it. HOWEVER, the last hundred or so pages of the book was so perfect. you get closure on everything the story has been building up to and there's so much going on it's wild. kelsier is also such an entertaining, funny character and he just brings such a positive light to the story. i especially loved the whole dynamic between kelsier and vin. through mentoring her and bringing her on their thieving team, he almost became a father-figure for her. in his relationship with her and the crew's relationship (their own little sorta found family!) with her, they taught vin to trust in people despite everything that happened in the past. also him and mare <333 MY HEART.""I decided that I'd see her dream fulfilled. I'd make a world where flowers returned, a world with green plants, a world where no soot fell from the sky...."" He trailed off, then signed. ""I know. I'm insane.""""Actually,"" Vin said quietly, ""it kind of makes sense. Finally.""the whole magic system with the allomancy was super interesting to me as well. i liked the idea of the pushing/pulling metals and how these abilities intertwined within the worldbuilding. super excited to continue on with the sequel woo!! ...more",Notes are private!,0,3,1,not set,"Jan 05, 2023","Aug 02, 2021",,Hardcover,view (with text),/book/show/68428.The_Final_Empire
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rule of Wolves        (King of Scars, #2)","Bardugo, Leigh*",125014230X,9781250142306,125014230X,592        pp,4.36,"148,112","Mar 30, 2021","Mar 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finally finished my first series of 2021, and as usual, I have the unpopular opinion here. I just didn't really like the book that much! While at leI finally finished my first series of 2021, and as usual, I have the unpopular opinion here. I just didn't really like the book that much! While at least King of Scars left me with a good ending that hyped me up for Rule of Wolves, this one was so mediocre. There were definitely highlights in this where the action peaked, especially towards the middle of the book, but the overall feeling I have for it is apathetic. I wasn't invested enough in some of the characters and plot for it to be that enjoyable of a read for me. Note that this  will have King of Scars & inherently SOC duology/Grisha trilogy spoilers (because the events of the story take place after both), but no Rule of Wolves spoilers! I'll vaguely talk about some of the events, so hopefully you'll know what I'm talking about if you've read it. The Characters--I really didn't like reading through Nina and Hanne's POV. I just found it so boring. They just felt so annoying to me! There's something that happens towards the end that I won't spoil, but I was celebrating so hard until I realized it wasn't real. There was just something about their relationship that didn't exactly click for me. It might just be me grieving over the lost relationship that was Nina and Matthias, but it was missing everything that I loved about those two. Plus, Nina's POV didn't really tie too much into the main story arc that was happening. Her being in King of Scars felt like overextended closure as to what happened after Matthias died. Like yeah, I guess she's a spy helping Nikolai, but the story focused too much about her and Hanne's relationship, which I didn't really care for. It's just that most of the fun action (and better romance) happens in Nikolai's POV, so Nina's paled in comparison. Also, what even happened in their conclusion? It felt like a really strange way to end their arc. I also did not like the Darkling's whole appearance here. What did he even do? Nothing. In this whole entire book, he feels like he's just there for the sake of being there. After he takes on the form of the monk, we get a POV of him walking around and rallying people, but in the end, he was not necessary to the story at all. It felt like fanservice. I was also a bit confused by the whole thing with him at the end. I don't know, it just didn't feel like something that he would do. We also have the whole thing with Mayu and Mahki, and to be honest, that felt like a wholeeee fever dream. I swear I totally forgot about that whole story arc until I read a  of it. Yet again, I didn't really understand the point of them being there, and they felt a bit too much like filler. I can definitely say that Nikolai's POV was the most redeeming part of the story. I felt like there was actually story progression happening with him, and it didn't feel as boring to read through. I really enjoying his witty banter and humor and his relationship with Zoya was fun to read about. Seeing his internal doubts despite his entertaining appearance gave more personality to him. His struggles and him trying to do what's best for his country was one of the few things I enjoyed. Like a few of the other s have mentioned, it's much more Zoya's story than Nikolai's, but I'm okay with that. I liked their growth together, and I approve of their happy ending. Also, I don't know where to put this, but what was the point behind the death in the middle of the story? I felt like it didn't contribute much at all and it was just there to be there. It didn't further anything in the story and I was just confused over it. I think I forgot too much about the character to be sad over it though. The Plot --The main story plot is the whole war between Fjerda and Ravka and it was interesting enough. There's a lot of random sub plots scattered around, but that's the main point of the story. I did really enjoy reading about its conclusion towards the end of the book, and the whole battle was a fun read. There was a lot of action when the two nations finally met, and things were happening!The final few pages of the book sets up the third SOC book, which I will never forgive. SOC and Crooked Kingdom ended perfectly, and I will never understand why there's a third. It feels like fanservice and I got upset when I remembered (after repressing it down deep in my mind). It's just the same with King of Scars, and even though this duology wasn't a bad read, I just liked the way the Grisha trilogy and SOC ended on their own. ConclusionOverall, this is a mediocre series. You really have to read Six of Crows and the Grisha trilogy before reading this though, because there's a million of spoilers in here. Basically all the big events that happen in those two series are a part of King of Scars and Rule of Wolves. If you liked both series, then this isn't a bad book to try. Almost all of the characters from the prior books show up for this one, so if you want more content from them, you're in luck. Unfortunately, I had the unpopular opinion for this one, but although I wished I could like it more, I don't really regret reading it. Anyways, I will be back for the third SOC book, and we will see if it lives up to the originals!...more",Notes are private!,0,3,1,not set,"Aug 02, 2021","Aug 02, 2021",,Hardcover,view (with text),/book/show/54589790-rule-of-wolves
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,484,897","Sep 20, 2011","Aug 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4/5 starsI know I'm so incredibly late on this whole Song of Achilles trend, but I am so glad I finally joined in on it. It is definitely worth all o*4/5 starsI know I'm so incredibly late on this whole Song of Achilles trend, but I am so glad I finally joined in on it. It is definitely worth all of the hype, and it is an unforgettable roller coaster of emotions. I finally know about the infamous ending that everyone always talks about, and I promise you that it is no exaggeration.The Song of Achilles is a emotional, beautiful, and heartbreaking Greek mythology retelling that will make you feel every single emotion. It is centered around the romance between Achilles, the prophesized savior of his people and Patroculus, an awkward exiled boy. We also get a little war plot with this book being based off of the Trojan War, but I'd go ahead and say that the characters and relationships are the strongest part of the book. We see the two develop from young children to adult men as well as their journeys in their years spent together. -- The Characters:Achilles is actually such a good character (probably my favorite!), and I really loved seeing his transformation throughout the book. He starts off so pure and kind-hearted, but you can see him develop into a more unforgiving, blood-thirsty person, eager to fight for his own increasing fame and legacy when he dies. It was so interesting seeing the contrast between him unwilling to kill anyone who has done nothing wrong to him willing to do whatever is necessary to better his own position by the latter half of the book. He so badly wants to secure his own fame and legendary status with this war, and is especially willing to do so after hearing his own prophecy. The one thing he cares about almost as much as his own legacy is Patroclus, and it's interesting to see his struggle to achieve both at the same time. I also enjoyed reading about Patroclus, and I liked how he was the one constant in his relationship with Achilles. No matter how much Achilles changed with his own principles or values, Patroclus maintains himself, even when this creates arguments between them. He stays empathetic and caring, willing to defy Achilles to defend these ideals. He also grows throughout the book, from an awkward, insecure child to someone strong and willing to stand up for what he believes in. The last few chapters narrated by him made me fall for his character even more, and his sweetness, love, and near desperation to be with Achilles was *perfect*. I also surprisingly grew on Patroclus's mother Thetis, especially after those last few pages. Even though she could be controlling and rude at times, you could tell that she just wanted what was best for Achilles. She pushed Patroclus away because she didn't think he was worthy of Achilles, but you can see her growing on him and them finally making peace with each other. It was so good. Briseis was also okay, but I didn't care too much for her. I cared for the fact that she was a plot device, but not really much more to be honest. As for the other characters, I don't really remember them all too well, so there probably wasn't anything too offensive about them. The RelationshipOf course, I have to spend another section talking about the relationship between Achilles and Patroclus (yes, I know I already discussed parts of it in the characters section, but I will do it again). These two were so perfect. Absolute faves. Their everlasting love for each other throughout the story was everything I could have wanted. You see them from the very first moments, where Achilles is one of the first few people to show Patroclus kindness. You see their friendship slowly developing into a romance. And then you see their romance withstanding throughout the war, despite Achilles changing and the different disagreements they have. They compromised, supported each other, and they were so so cute. You can really see their love for each other in the last few chapters of the book in its raw form and I love it. This book is an emotional roller coaster for a reason, and relationship was definitely one of the main reasons why.The Plot & PacingHere's why I don't have this book rated as a five star. I thought that the plot sort of dragged on at times. Despite loving the relationship and romance in this book, I was kind of bored, especially towards the middle of the book. Like the beginning and end (especially the end omg it was actually a 2930283942 star ending) were SO GOOD, but there were so parts in the middle of the book that just couldn't stand up to it. I guess you could say the pacing was too slow. I haven't actually read The Illiad as the source material, so I don't know how true it stayed to the original text, but I liked how she took the same names from the source text. I feel like it makes it easier to see the connections between her retelling and The Illiad, which I will probably look into the second I finish writing this . ALSO, even if you know what happens in this book, it's still good anyways. I got somewhat spoiled for what happened, but I still enjoyed the journey and the writing and I was actually surprised over something I wasn't spoiled for. You'll still feel emotional and you'll still be attached to the characters despite it. --ANYWAYS, this was a very good book and I'd highly recommend it, especially if you're a fan of retellings & Greek mythology (still read it though even if you're not). It is a timeless, memorable read and you will not regret it. I literally reread the last few sentences like 2384932 times and felt like crying over it & throwing the copy I have across the room over it. It fueled my soul so much and it just boosted this book and my final impressions so much. I am now just more excited to get to Circe, which has been sitting on my TBR for actual years, and hopefully it'll live up to my feelings on this one!...more",Notes are private!,0,8,1,not set,"Jun 17, 2021","Jun 17, 2021",,Paperback,view (with text),/book/show/13623848-the-song-of-achilles
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Last Stop,"McQuiston, Casey*",1250244498,9781250244499,1250244498,418        pp,3.93,"235,108","Jun 01, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5/5 starsI don't really know how to feel about this book. It's like the first third was a four star, a big chunk in the middle was a three star, an*3.5/5 starsI don't really know how to feel about this book. It's like the first third was a four star, a big chunk in the middle was a three star, and then the final few chapters ended off as a four star. So, I finally made my mind, and I'm rating this a 3.5 star rounded down to a three star. One Last Stop is an incredibly heartwarming read, filled with a swoon-worthy romance, found-family, and pancakes. It details the life of 23 year old August, who is struggling to find her life's purpose after transferring to many colleges over many different cities. She's lived her entire life alone, and hopes that moving to cold NYC will be the perfect fit for her. However, she quickly finds friends in her quirky roommates, finds a waiting job at a lively pancake diner, and discovers the future love-of-her-life, Jane, as she's riding the train. The only problem is that Jane is displaced in time from the 1970s and has been bound to it for decades, with seemingly no way of leaving. The Characters:The characters were probably my favorite part of the whole book. I enjoyed all of the dimensions, and even the side characters were thoughtfully written. We have our (sometimes) cynical, anxious MC August, who's determined to find her own way in life, while helping the people around her. She bonds quickly with her roommates, Myla, Niko, and Wes. I really liked the diversity in the whole cast, with Myla being queer and black, Niko being trans and latino, and Wes being queer and Jewish. They also had a lot more depth in them compared to more typical side characters, and you really got to learn a lot about them. You get to see Niko making the most scarily-accurate psychic predictions, Myla pulling everyone towards her with her bubbly personality, and Wes's bumbling self as he struggles to commit to a relationship over the fear that he's not worth it (along with his West Elm secret modern bedroom that not even his roommates have ever seen). They were just so likeable, and might honestly be better than the actual MCs. We also *of course* have our love interest, Jane, who is a Chinese lesbian who has such a fun punk-rocker vibe. She's cool, collected, and makes a difference in everyone's lives she enters. There are a lot of chapters that actually start off with news pages and social media posts that discuss people's mentions of Jane throughout time, which I really enjoyed. For example, we get an instance where she gives a boy a pride pin after he's been bullied and so many other times where she's helped people, and it's interesting to see the impact she's had on so many lives. Despite being different, there are so many similarities between her and August, such as their love for music, that make their relationship really work. The Plot & PacingHere's where I have a few problems. The pacing is way too slow for my tastes, especially towards the middle of the book. I felt like we got a lot of filler that just didn't really contribute much. It dragged out the story a lot, and I feel like this could have definitely been a better book if it wasn't as long. There were some times where the romance just got boring because there wasn't enough of anything else happening (it is a romance book though, so it's probably just a me thing). There were also some mechanics in the plot that were too absurd for my tastes. I feel like this book is centric in contemporary romance, but there are some parts that crank up the sci-fi a bit too much. Like the whole reasoning on how Jane begins to remember her past life, and why she's so connected with August? I lowkey found that kind of cheesy and dumb. It might just be a me problem though. I did enjoy the continuous mystery of discovering what happened to August's uncle throughout the book though. I actually got confused between him and August because his name is Auggie, and it's a lesson on why you shouldn't read books too quickly. I liked how that one sub-plot point carried through the entire story, with it all building up towards the end of the book (despite August telling her mom that she definitely will not help). The main plot of finding Jane's true identity and untethering her to the train was also entertaining. I actually thought that this book was going to surprise me and head towards a bittersweet ending which I SO BADLY WANTED (I was like yes! finally!), but it reverted back to essentially a happily ever after ending (besides one bit, which I didn't think was bitter enough to twist it). I also thought that there were too many coincidental aspects of the plot. Everything lines up perfectly for these characters, and it's nowhere near realistic at times. There were just too many plot conveniences and times where I was like, ""really??"" Like, it shouldn't make sense for everyone to magically has the answer to everything, and for August to get the answers to whatever out-there question she has by talking to one of her five friends. There are also some plot conveniences and things that just didn't make much sense. The RomanceI feel like I wasn't as obsessed with the romance as some people. I mean they were cute together, but I can't really say much more besides that. I don't have any concrete reason for it, but I just didn't connect to it and swoon over it as much as I would have liked to. Anyways, it was a good read overall, but nothing amazing. I similarly thought Red White and Royal Blue was just okay, and I'd place this book a little better than it. I definitely see its appeal to many others, and I think that it's great that we've been getting more popular LGBTQ+ reads recently. I'm still really glad I read this one, and I think that it's a good one to start off my June with.Thank you to Netgalley and St. Martin's Press for sending me a e-arc of this one. My s are not influenced by this fact. ...more",Notes are private!,0,4,1,"Jun 02, 2021","Jun 04, 2021","Jun 02, 2021",,Paperback,view (with text),/book/show/54860443-one-last-stop
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Once Upon a Broken Heart        (Once Upon a Broken Heart, #1)","Garber, Stephanie*",1250268397,9781250268396,1250268397,408        pp,4.08,"291,773","Sep 28, 2021","Sep 28, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5/5This book wasn’t horrible, but it just feels a bit forgettable. The characters fell flat for me, and I didn’t particularly have a connection wit*3.5/5This book wasn’t horrible, but it just feels a bit forgettable. The characters fell flat for me, and I didn’t particularly have a connection with any of them. While the story features both Evangeline and Jacks, it more so centers around Evangeline’s story. The problem with this is that I just liked Jacks more than Evangeline, so it was disappointing that she got more of a spotlight. She felt naive and a bit annoying in how unaware she was in some scenarios. As for the side characters, they just felt shallow and somewhat underdeveloped. It felt like a lot of them were there just for the sake of being plot devices.I did find myself interested in the lore discussed in the book with the archways and everything. I’m really excited to see what happens with them in the next book especially after the tease at the end! Anyways, I would recommend this book if you enjoyed Caraval! It’s fun to see what happens to Jacks (and Tella/Scarlett to some extent) after the series and get back into the world. I would also only read this book if you’ve read that series. There are a lot of character references, and it really gives the background you need to understand what’s going on. ...more",Notes are private!,0,10,1,not set,"Nov 21, 2021","Jun 01, 2021",,Hardcover,view (with text),/book/show/55987278-once-upon-a-broken-heart
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Boys Aren’t Blue,"Johnson, George M.",0374312710,9780374312718,0374312710,304        pp,4.21,"37,139","Apr 28, 2020","Apr 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4/5 starsI was actually assigned to read this one for an English class of mine, and found it to be such an interesting, powerful read. I thought that*4/5 starsI was actually assigned to read this one for an English class of mine, and found it to be such an interesting, powerful read. I thought that it contained interesting anecdotes, illustrating the author's path of discovering his gender, identity, and sexuality. The book is ordered chronologically, and I just really enjoyed seeing the author grow and embrace himself throughout his childhood. There were definitely parts where I was on the brink of crying. I personally thought that the tone was aimed too much towards a younger audience for my tastes, but it was still a thoughtful read regardless. I'd highly recommend it to anyone interested in this genre or just an amazing #ownvoices black, queer read. ...more",Notes are private!,0,4,2,not setnot set,"Apr 20, 2021not set","Apr 20, 2021",,Hardcover,view (with text),/book/show/44280883-all-boys-aren-t-blue
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win Friends and Influence People,"Carnegie, Dale",,,,288        pp,4.22,"979,745",Oct 1936,1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5/5 StarsThis wasn’t bad! It was interesting enough, and I liked the real life anecdotes & stories included. Some of the chapters did get tedious, *3.5/5 StarsThis wasn’t bad! It was interesting enough, and I liked the real life anecdotes & stories included. Some of the chapters did get tedious, so it was a bit boring at times. There were also “lessons” in this book that were kind of obvious, and I’m probably not going to apply much of it in my life, but it was a decent way to spend my weekend!...more",Notes are private!,0,5,1,not set,"Mar 28, 2021","Mar 28, 2021",,Paperback,view (with text),/book/show/4865.How_to_Win_Friends_and_Influence_People
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Levitt, Steven D.",0061234001,9780061234002,0061234001,268        pp,4.01,"851,186","Apr 12, 2005","Oct 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*4/5 starsI’ve been telling myself to read more nonfiction and branch out in my reading genres, so I thought I’d pick this one up! It was an entertain*4/5 starsI’ve been telling myself to read more nonfiction and branch out in my reading genres, so I thought I’d pick this one up! It was an entertaining read, and a nice way to spend my afternoon. This book brushes on a lot of seemingly different topics instead of centering around a certain ideal, but I liked the variety. The author does praise himself in third person various times in the book, which is a little awkward, but it didn’t affect my enjoyment. It does go a little into more controversial politics (including the topic of abortion), which can definitely be upsetting to some people. Anyways, it was a fun, quick read, but nothing mind-blowing! ...more",Notes are private!,0,5,1,not set,"Mar 06, 2021","Mar 06, 2021",,Hardcover,view (with text),/book/show/1202.Freakonomics
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",,,,560        pp,4.19,"1,066,733","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3/5 starsI have no idea how to rate this, and maybe I'll change my mind later, but the book kind of fell flat. There were so many unbelievably boring*3/5 starsI have no idea how to rate this, and maybe I'll change my mind later, but the book kind of fell flat. There were so many unbelievably boring parts of the book. This book splits itself between past and future, as Addie Larue has lived for 300 years, and everything in the past is so boring. I swear, it's literally Addie being like ""I'm so tired of people forgetting me"" and ""I don't want to die and sell my soul"" dragged on for chapters and chapters. We also get a lot of examples of how everyone forgets her, but its so redundant. Like you don't need to tell me 239328 instances of people who have forgotten her for me to know that she's cursed by being forgotten by everyone she meets. Plus, we get a ton of conversations between her and Luc, and I swear, they're saying the exact same thing every time. I guess it's meant to ""further their relationship"" but it was so repetitive. The part of the book in the present is a little better. It dives more into the relationship between Addie and Henry, and it's fun seeing their relationship and romance develop. I mean, after all the repetition in the past, I was dying to read something new. It's not a particularly interesting romance, but I'll take it. I found the rest of the characters to be quite forgettable too, and I unironically don't remember their names.We also get a little bit of Henry's perspectives , both in the past and the present. I don't want to be mean, and maybe I should choose a less strong word, but he was a little pathetic. All of his sections were boring too, and I did not care for him at all. Also, there really isn't much of a plot. I can't tell you a single thing that happens in this story. There are a lot of events that happen to develop the romance and to develop the idea that Addie is in fact forgettable, but none of them are substantial in any way. They're not significant enough to hold up the plot. This is definitely a more character-driven plot, and I feel like the plot was created to work around the characters, rather than the other way around (if that makes any sense at all). I hated that meta ending too. I just found it dumb. I almost wish the story ended prior to the scene of Henry at the bookstore. Anyways, I know I get into the habit of badly bashing books, but I will say it wasn't a bad read. Yes, I found myself skimming portions. But, I finished it! Like I said, the present sections weren't bad, and I did enjoy Schwab's writing style. It was not a bad way to pass my afternoon, but it was nothing more than that. ...more",Notes are private!,0,14,1,not set,"Mar 04, 2021","Mar 04, 2021",,Hardcover,view (with text),/book/show/51029810-the-invisible-life-of-addie-larue
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kingdom of the Cursed        (Kingdom of the Wicked, #2)","Maniscalco, Kerri*",1529350506,9781529350500,1529350506,437        pp,4.13,"163,338","Oct 05, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the sexual tension hate-to-love knives at each other’s throats kind of new adult romance in this is all i ever wanted,Notes are private!,0,11,1,not set,"Oct 08, 2021","Mar 03, 2021",,Hardcover,view (with text),/book/show/52772417-kingdom-of-the-cursed
