,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kate's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Writing: The Perils and Pleasures of a Creative Life,"Shapiro, Dani*",0802121403,9780802121400,0802121403,230        pp,4.20,"4,439","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/17465707-still-writing
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Peregrine’s Home for Peculiar Children        (Miss Peregrine's Peculiar Children, #1)","Riggs, Ransom",1594746036,9781594746031,1594746036,369        pp,3.92,"1,262,205","Jun 07, 2011","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has it all - mystery, time travel, adventure, interesting characters, fantastically strange pictures, and wonderfully descriptive writing - This book has it all - mystery, time travel, adventure, interesting characters, fantastically strange pictures, and wonderfully descriptive writing - that immersed me fully while reading. I must admit, that this was a great book to curl up with on freezing winter days and nights like we're experiencing now, in order to awaken to a new secret world, full of surprises. The only thing I was disappointed by was how it ended. However, after reading the conversation with the author (that this edition had in the back), he mentions that he's hard at work on a second novel, in order to make it more of a series. This will be available January 14, 2014. I cannot wait to read it, as I enjoyed this one so much. All in all, a smart and fun romp in the young adult genre, that every peculiar person should read....more",Notes are private!,0,1,1,not set,"Dec 12, 2013","Dec 12, 2013",,Paperback,view (with text),/book/show/17162156-miss-peregrine-s-home-for-peculiar-children
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lay Death at Her Door,"Buhmann, Elizabeth",1940215005,9781940215006,1940215005,314        pp,3.55,496,"May 10, 2013","May 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2013",,Paperback,view,/book/show/17991758-lay-death-at-her-door
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Kill the Birthday Girl: Tales from an Allergic Life,"Beasley, Sandra*",0307588114,9780307588111,0307588114,229        pp,3.59,"1,845","Jul 12, 2011","Jul 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2013",,Hardcover,view,/book/show/9833965-don-t-kill-the-birthday-girl
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Off-Topic: The Story of an Internet Revolt,"Reader, G.R.*",,9781304575197,1304575195,211        pp,4.26,435,"Nov 02, 2013","Nov 02, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was excellently researched and well written, but at the same time it made me extremely sad. I have been an active member since 2009 and haveThis book was excellently researched and well written, but at the same time it made me extremely sad. I have been an active member since 2009 and have met a lot of awesome people - readers, authors, bloggers, publishers - some that I have met in person (which have turned into good personal friends in real life), and others that I have not met yet, but we all share one thing in common - our LOVE of reading. Reading is such a subjective thing, which is exactly why it's so wonderful. Everyone has an opinion and is entitled to it for better or worse. I don't think anyone's s should be censored or removed because it's considered ""off-topic"", or talks about an author in a negative way. Neither should someone have the administrative power to delete shelves, since the naming of this convention is a very personal matter. Quite frankly, here in the United States, it's a violation of our first amendment rights. We have freedom of speech, and we should not take this liberty lightly. I'm glad to see that so many people have written in on this topic and together I believe we can make a difference by standing strong and making our collective voice heard. It's certainly a 'Brave New World' out here on the interwebz and I'm not so sure I like or agree with it (which is why I'm not as active of a librarian as I once was), but I'm certainly glad for the chance to connect with others, share opinions (especially conflicting ones), and grow as a reader, thinker, and writer. I wouldn't of had the courage to get on the writing path, like I have recently without your support and encouragement, and for that I thank you all with tears in my eyes.I am a little late to all of this, and it's amazing to me to see how in a blink of an eye everything has changed. In my real life I was hit by a car while walking, and it's been a long and slow recovery process. My lifeline has been reading my GR friends updates, reading good books in general, and writing in reflection on all that has happened. I don't do a lot of social networking, and the stuff I do choose to put out there is chosen very carefully. I chose GR because it was a great way to keep track of my never ending to read list, discover new content that I probably would of never found otherwise, and to exercise my writing muscles. I don't want to leave GR because I still have some cool peeps to follow, but that number is getting smaller and smaller everyday, which makes me very sad and angry. However, if I do eventually decide to leave, I now know how to transfer my s into a document that I can take elsewhere, but I really hope It won't get to that point. I hope GR gets their collective heads out of their a$$e$ and realizes that losing good people is more detrimental to their business model then making a profit.I won't hold my breath because I might turn blue in the process, but I thank you all for being your awesome selves, and letting me get up on my soapbox for a minute to share my thoughts on this subject. I'm done now. Please resume with your daily activities....more",Notes are private!,0,18,1,not set,"Nov 17, 2013","Nov 16, 2013",,ebook,view (with text),/book/show/18749172-off-topic
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Zombie Survival Guide: How to Live Like a King After the Outbreak,"DeForest, Etienne Guerin",1449564879,9781449564872,1449564879,117        pp,2.89,88,"Dec 05, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2013",,Paperback,view,/book/show/7374805-the-zombie-survival-guide
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Off at the Top!: My Classy Life and Other Musings,"Burgundy, Ron",0804139571,9780804139571,0804139571,224        pp,3.31,"4,135","Jan 26, 2010","Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2013",,Hardcover,view,/book/show/18329991-let-me-off-at-the-top
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Valley of Amazement,"Tan, Amy*",0062107313,9780062107312,0062107313,589        pp,3.68,"43,084","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2013",,Hardcover,view,/book/show/17383934-the-valley-of-amazement
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Press: A Halloween Short Story,"Masterton, Graham",,,B009NUK80A,10        pp,3.65,34,"Oct 24, 2012","Oct 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2013",,Kindle Edition,view,/book/show/16107352-the-press
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meaty,"Irby, Samantha*",0988480425,9780988480421,0988480425,250        pp,3.90,"16,024","Sep 09, 2013","Sep 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sam Irby is seriously funny yo! Check out the awesome article in Bitch Magazine's food issue, read her blog, and see her perform. It's an experience ySam Irby is seriously funny yo! Check out the awesome article in Bitch Magazine's food issue, read her blog, and see her perform. It's an experience you will never forget. I especially recommend this to anyone who has ever experienced a digestive problem or has been in and out of our lovely hospital system....more",Notes are private!,0,0,1,not set,"Jan 12, 2014","Oct 29, 2013",,Paperback,view (with text),/book/show/17259934-meaty
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moral Disorder and Other Stories,"Atwood, Margaret*",0385721641,9780385721646,0385721641,225        pp,3.64,"11,979",2008,"Feb 12, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a wonderful read! If you haven't noticed, I've been on a bit of an Atwood kick lately, and while this one is very different than her dystopian noWhat a wonderful read! If you haven't noticed, I've been on a bit of an Atwood kick lately, and while this one is very different than her dystopian novels I've been reading, I absolutely LOVE getting lost in the lush prose word forests of such an incredible mind.This short story collection features snippets of one woman's life told in marvelous details that skip across time, just like memories do. However, they also fit together and tell a larger story: one of being incredibly human, full of loss, doubts, happiness, and transformation.An incredible short story collection that I am happy to have read and will probably revisit from time to time in the future....more",Notes are private!,0,1,1,"Oct 28, 2013","Nov 09, 2013","Oct 28, 2013",,Paperback,view (with text),/book/show/2782459-moral-disorder-and-other-stories
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moment of Clarity,"Camp, Lee",1469969238,9781469969237,1469969238,202        pp,4.58,38,"Feb 02, 2012","Feb 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2013",,Paperback,view,/book/show/13552739-moment-of-clarity
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tall Tales with Short Cocks Vol. 2,"Gelsinger, Arthur",0615705596,9780615705590,0615705596,180        pp,3.95,62,"Oct 01, 2012",Oct 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 10, 2013","Jan 23, 2014","Oct 10, 2013",,Paperback,view,/book/show/16068737-tall-tales-with-short-cocks-vol-2
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clown Tear Junkies,"Hackle, Douglas*",061587861X,9780615878614,061587861X,174        pp,4.05,112,"Sep 01, 2013",Sep 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bizarro With A Healthy Dose Of Absurdism I like to cackle in inappropriate places, at inappropriate times, so this book worked out wonderfully for me.Bizarro With A Healthy Dose Of Absurdism I like to cackle in inappropriate places, at inappropriate times, so this book worked out wonderfully for me.I also liked that you never knew what you were going to get out of each story. Some of my favorites include: flunking kindergarden thirteen times; the one the referenced John Carpenter's The Thing; why dialing 811 will hurt you bad; and why your ID needs an ID.Just to serve a word of warning: there's a ton of BIG BLUE DICKS flapping around, so if this bothers you in any way or you don't think it's hilarious, then I wouldn't recommend this one for you at all.Now that that's out of the way, I leave you with another interpretation of me cackling :)...more",Notes are private!,0,7,1,"Oct 10, 2013","Dec 19, 2013","Oct 10, 2013",,Trade Paperback,view (with text),/book/show/18397600-clown-tear-junkies
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oleander Girl,"Divakaruni, Chitra Banerjee*",1451695659,9781451695656,1451695659,289        pp,3.72,"5,378","Mar 19, 2013","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2013",,Hardcover,view,/book/show/15753060-oleander-girl
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Dutiful Daughter,"Beauvoir, Simone de",0060825197,9780060825195,0060825197,359        pp,4.12,"15,779","Jan 01, 1958","Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2013",,Paperback,view,/book/show/164006.Memoirs_of_a_Dutiful_Daughter
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blinders Keepers,"Rachel, John*",1612356427,9781612356426,1612356427,184        pp,3.89,37,"May 29, 2013","Jun 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 23, 2013",,Paperback,view,/book/show/18104609-blinders-keepers
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feral Youth,"Courtney, Polly*",1783060581,9781783060580,1783060581,312        pp,3.97,157,"Jun 26, 2013","Jun 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*Polly Courtney contacted me, a free e-copy or audio file, for an honest .*I'm really glad I took her up on this offer. Being old fashioned, I c*Polly Courtney contacted me, a free e-copy or audio file, for an honest .*I'm really glad I took her up on this offer. Being old fashioned, I chose to read this one instead of listening, and for once I wish I had listened to it instead, as it is a story that is very much dialect based.The narrator is fifteen year old Alesha and she grew up in the endz during the riots in South London. I really liked Alesha, as she's honest, forthright, and doesn't sugar coat anything that she does or has happen to her throughout the story. It took me a little while to get into the story as there were a lot of words I didn't really know, so I was thankful for the glossary. After a while, I picked up on the dialect easier, and the story went by much faster.My favorite part of the story was the middle, when Alesha's struggling between the life she knows and going legit. I thought Ms. Merfield was a wonderful mentor for Alesha and she's there for her through her incarceration because if her involvement in the riots, JJ's death, and even helps her get a straight job and a nicer place to live. I thought the ending was wrapped up way too nicely and wished this part was more fleshed out. However, all in all, this was a well written book on a difficult subject that everyone should read or listen to. I'm interested in reading more by this author in the future as well....more",Notes are private!,0,0,1,"Sep 15, 2013","Sep 28, 2013","Sep 15, 2013",,Paperback,view (with text),/book/show/18104221-feral-youth
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"MaddAddam        (MaddAddam, #3)","Atwood, Margaret*",0385528787,9780385528788,0385528787,394        pp,4.02,"76,549","Aug 29, 2013","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a great ending to a very exciting trilogy. This story is about Zeb, Adam, Toby, and Blackbeard (my favorite). Also, Amanda, Ren, Swift Fox, and JSuch a great ending to a very exciting trilogy. This story is about Zeb, Adam, Toby, and Blackbeard (my favorite). Also, Amanda, Ren, Swift Fox, and Jimmy-The-Snowman play pretty significant parts in the story as well. I liked that this book picked up right where the second book finished and continued on with the wonderfully written story. In my opinion all of these books should be consumed back to back to back so that the reader can see very clearly how all the stories fit together and make a remarkable whole.I don't think I need to go on and on about what a great writer Margaret Atwood is, as you already know that and her writing speaks for itself; so I urge you to pick up this series if you haven't started it yet or to just pick up this last book if you've read the others, as it's a really fantastic story about writing, storytelling, and hope for humanity and the lovely Cracker's too. Just read it already! ...more",Notes are private!,0,0,1,"Sep 11, 2013","Nov 22, 2013","Sep 11, 2013",,Hardcover,view (with text),/book/show/17262203-maddaddam
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Flood        (MaddAddam, #2)","Atwood, Margaret*",0307455475,9780307455475,0307455475,434        pp,4.06,"124,778","Sep 22, 2009","Jul 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 starsI really didn't know what to expect going into this one, but after finishing it, my mind is blown. Atwood does a tremendous job of making thi4.5 starsI really didn't know what to expect going into this one, but after finishing it, my mind is blown. Atwood does a tremendous job of making this book both a prequel and a sequel to Oryx and Crake.This one follows the lives of Toby, Ren, and Amanda. How different all their lives were before they met up at the Gardner's, how the Gardner's helped shape them into the people they become, thus having an incredible bond that flows throughout this book. To me the first part of this book was kind of boring (but it was also very necessary) then the story really picked up for me after the Waterless Flood happened and all the main characters meet up - Toby, Ren, Amanda, and Jimmy/Snowman. Plus, the ending was super duper good. I'm really glad to have the next one on deck to devour as I cannot wait to see what adventures await!...more",Notes are private!,0,1,1,"Oct 31, 2013","Nov 08, 2013","Sep 11, 2013",,Paperback,view (with text),/book/show/7995119-the-year-of-the-flood
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Baby, You're as Sweet as 3.14159265        (101 Funny Love Advice Answers, 20 Sexy Stories, & Lots​ of Jokes)","Wild, Hog",,,,unknown,2.28,94,"Oct 06, 2012","Oct 06, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was contacted by the author. A free Ecopy for an HONEST . So here it goes.I have read a lot of comedic novels in my lifetime and they always fI was contacted by the author. A free Ecopy for an HONEST . So here it goes.I have read a lot of comedic novels in my lifetime and they always fall into two categories: the ones I have enjoyed and the ones I have not.Unfortunately, this one falls under the have not category and here's why: the humor was extremely juvenile.Don't get me wrong I like raunch and dick and fart jokes when done right, but this one missed the mark for me.Maybe dudes would enjoy this one more, but I'm not sure if that's a true statement either as my boyfriend said he didn't find it too funny. He only read half and got bored. I did this research in order to get a second opinion to make sure it wasn't just me.So, I'd say skip it, as it was excruciating for me to even finish, just saying. See I just made a funny :)...more",Notes are private!,0,3,1,not set,not set,"Sep 04, 2013",,,view (with text),/book/show/17259858-baby-you-re-as-sweet-as-3-14159265
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Antisocial Network,"Gager, Timothy*",,,,40        pp,4.50,2,"May 01, 2013",May 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2013",,Paperback,view,/book/show/18343683-the-antisocial-network
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Uncle Oswald,"Dahl, Roald",0140055770,9780140055771,0140055770,204        pp,3.84,"12,321",Oct 1979,"May 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/6691.My_Uncle_Oswald
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Circus,"Egan, Jennifer*",0330489119,9780330489119,0330489119,352        pp,3.54,"7,079","Dec 01, 1994","Mar 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/122986.The_Invisible_Circus
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The General in His Labyrinth,"García Márquez, Gabriel",1400043336,9781400043330,1400043336,248        pp,3.69,"23,212","Mar 20, 1989","Oct 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Hardcover,view,/book/show/23884.The_General_in_His_Labyrinth
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Edible Woman,"Atwood, Margaret*",0385491069,9780385491068,0385491069,310        pp,3.69,"36,832","Dec 31, 1969",Jun 1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the metaphor of being consumed, and the numerous ways the characters explore this theme through out the novel. I also enjoyed the ironic obserI liked the metaphor of being consumed, and the numerous ways the characters explore this theme through out the novel. I also enjoyed the ironic observations that are made.However with all that said, I too agree with other ers, that my younger self would of enjoyed this book more than my older self actually did. Atwood is a fantastic writer, but this one is just not one of my more favorites by her....more",Notes are private!,0,2,2,"Apr 06, 2014not set","Apr 13, 2014not set","Aug 14, 2013",,Paperback,view (with text),/book/show/133445.The_Edible_Woman
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invitation to a Beheading,"Nabokov, Vladimir",0679725318,9780679725312,0679725318,223        pp,3.92,"17,542",1935,"Sep 19, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/376561.Invitation_to_a_Beheading
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonah's Gourd Vine,"Hurston, Zora Neale",0060916516,9780060916510,0060916516,229        pp,3.99,"2,201",1934,"Jan 22, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/38066.Jonah_s_Gourd_Vine
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suttree,"McCarthy, Cormac",0679736328,9780679736325,0679736328,471        pp,4.20,"23,681","May 01, 1979",May 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/394469.Suttree
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voyage Out,"Woolf, Virginia",0156028050,9780156028059,0156028050,375        pp,3.75,"11,189",1915,"Feb 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/148905.The_Voyage_Out
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violent Bear It Away,"O'Connor, Flannery",0374505241,9780374505240,0374505241,256        pp,4.08,"13,856",1960,"Jan 01, 1960",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2013",,Paperback,view,/book/show/48468.The_Violent_Bear_It_Away
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gourmet Rhapsody,"Barbery, Muriel",1933372958,9781933372952,1933372958,156        pp,3.24,"9,454",2000,"Aug 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you know how hard it is to write an engaging book of a life, based on taste? Yet, Muriel Barbery does it extremely well in this short, tasty morselDo you know how hard it is to write an engaging book of a life, based on taste? Yet, Muriel Barbery does it extremely well in this short, tasty morsel of a book.This one expands on the life of the despicable food critic Monsieur Arthens who makes a brief but interesting entrance and exit in The Elegance of the Hedgehog. In this book, it is Arthens last 48 hours on Earth and through his voice and the voices of his family, friends, coworkers, and pets the reader gets his whole life described in various ways from various perspectives; as he searches for one last taste before he passes. However, the parts I liked the most are the glorious descriptions of all kinds of food that have impacted the life of Arthens. My most favorite one was about the tomato, where on page 63 it is written The raw tomato, devoured in the garden when freshly picked, is a horn of abundance of simple sensations, a radiating rush in one's mouth that brings with it every pleasure. The resistance of the skin - slightly taut, just enough; the luscious yield of the tissues, their seed-filled liqueur oozing to the corners of one's lips, and that one wipes away without any fear of staining one's fingers; this plump little globe unleashing a flood of nature inside us: a tomato, an adventureThis book certainly spoke to my inner foodie, made me think of my own gastronomic attachments, and got me thinking how would I describe my own life through taste? I'm going to have to try and write it....more",Notes are private!,0,5,1,"Aug 09, 2013","Aug 16, 2013","Aug 09, 2013",,Paperback,view (with text),/book/show/6366085-gourmet-rhapsody
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Plot,"Eugenides, Jeffrey",125001316X,9781250013163,125001316X,513        pp,3.47,"120,972",Oct 2011,Apr 2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am so glad I had the time required to spend reading this novel at my turtle pace; losing myself in the luscious prose of Jeffrey Eugenides writing, I am so glad I had the time required to spend reading this novel at my turtle pace; losing myself in the luscious prose of Jeffrey Eugenides writing, loving and hating all the characters at certain times because they are all flawed and very human, and discovering that this is my most favorite book about college ever written because all the trials and tribulations are real and honest. Oh and did I mention the ending? Well, let's just say it rocked my socks off, as it was a very fitting ending for such a long novel....more",Notes are private!,0,1,1,"Aug 09, 2013","Oct 14, 2013","Aug 09, 2013",,Mass Market Paperback,view (with text),/book/show/16052985-the-marriage-plot
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flow: The Psychology of Optimal Experience,"Csíkszentmihályi, Mihály",0060920432,9780060920432,B00005VXOM,303        pp,4.11,"79,203","Jan 01, 1990","Jan 01, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Flow is a state of concentration so focused that it amounts to absolute absorbtion in an activity. The quote above, is in essence, what this book is  Flow is a state of concentration so focused that it amounts to absolute absorbtion in an activity. The quote above, is in essence, what this book is about. Everyone experiences flow from time to time and will recognize it's characteristics: feeling strong, alert, in effortless control, unselfconscious, and at a peak of their abilities. This book reveals how this pleasurable state can, in fact be controlled, and not left to chance, by setting ourselves challenges - tasks that are neither too difficult nor too simple for our abilities. With such goals, we learn to order the information that enters conciousness and thereby improve the quality of our lives. Sounds too good to be true, right? I thought so too, so before my accident I had started to catalogue the things I enjoyed doing that matched the definition of flow. These activities for me are: making art (any kind and includes coloring), writing, reading, cross-fit, cooking, sky-diving. Then after my accident, I started doing some of the execises to improve myself and found the effects profound. I re-read the section entitled, Cheating Chaos, and found that like a lot of other people interviewed for this book, that after a life changing event, they too felt like it had a more positive and beneficial effect than a negative one. I'm hoping to continue to challenge myself with these exercises, in order to harness the flow in every day activities, to make even the most borning and mundane activity, more beneficial for myself....more",Notes are private!,0,1,1,"Aug 09, 2013","Dec 10, 2013","Aug 09, 2013",,Paperback,view (with text),/book/show/66354.Flow
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paint It Black,"Fitch, Janet*",0316067148,9780316067140,0316067148,440        pp,3.50,"12,354","Sep 18, 2006","Oct 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first Janet Fitch novel (I haven't read White Oleander yet) and even though the material was dark, I think it was a very important subjectThis was my first Janet Fitch novel (I haven't read White Oleander yet) and even though the material was dark, I think it was a very important subject to explore.The story begins with Michael's suicide. His suicide represents the despair of not being able to meet his ideals of perfectionism. To me Michael was relatable because I too struggle with perfectionism and procrastination.Josie, his girlfriend, is left to come to terms with this situation. To me she represents the authentic self and overcomes the situation by becoming Michael. To her, this journey is an expansion of her own self, when she retraces his final steps and uncovers the ""unusual"" relationship he has with his mother, Meredith. I really liked Josie and was rooting for her from the beginning.What I also really liked about the book was all the musical, poetry, and 80's related references. This really helped define who Michael and Josie were, but also the decade itself. Fitch depicts L.A. really well and even though I've never been there, I could vividly see in my mind everything that was being described; which gave the book a unique perspective in place you don't usually experience in a narrative story, but at the same time, gave it a lot of dimension and texture.All in all, I think Fitch did an impressive job of getting down into a difficult collective experience and opening it up so that all readers of this book can come to terms with the difficult things that have happened to them, and for that I thank her so much....more",Notes are private!,0,6,1,"Aug 09, 2013","Sep 11, 2013","Aug 09, 2013",,Paperback,view (with text),/book/show/496887.Paint_It_Black
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paint it Black,"Fitch, Janet*",0316182745,9780316182744,0316182745,387        pp,3.50,"12,354","Sep 18, 2006","Sep 18, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2013",,Hardcover,view,/book/show/33144.Paint_it_Black
