,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mattia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prisoner of Heaven        (The Cemetery of Forgotten Books, #3)","Ruiz Zafón, Carlos",0062206281,9780062206282,0062206281,278        pp,4.12,"100,641","Nov 01, 2011","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Series If Wind and Angel's Game can be read as self-conclusive chapters in the Cemetery series, I'm not 100% sure the same could be said of thisSeries If Wind and Angel's Game can be read as self-conclusive chapters in the Cemetery series, I'm not 100% sure the same could be said of this one.It mostly centers on Fermin because, let's face it, he was just too irresistible not to get his own book, and manages to connect Wind and Angel together, and to set the stage for the fourth book.For all that it feels more like a ""necessary"" bridge between other entries than a novel in its own right, I had tons of fun with it, and I was glad to re-visit Sempere's bookshop. Fans of the first two chapters, I'm positive, will be just as pleased with it....more",Notes are private!,0,19,2,not setnot set,not setnot set,"Sep 29, 2019",,Hardcover,view (with text),/book/show/13623012-the-prisoner-of-heaven
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel's Game        (The Cemetery of Forgotten Books, #2)","Ruiz Zafón, Carlos",0385528701,9780385528702,0385528701,531        pp,4.00,"162,264","Apr 17, 2008","Jun 16, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Series If The Shadow of the Wind was Zafon's thrilling take on metafictional bibliophile fiction a la Eco, Calvino or Borges, Angel's Game is anSeries If The Shadow of the Wind was Zafon's thrilling take on metafictional bibliophile fiction a la Eco, Calvino or Borges, Angel's Game is an uncanny Gothic tale in the tradition of Hoffmann and pre-cosmic Lovecraft. It doesn't pack the same amount of sheer love of literature that seeps through the sentences of Wind (although there's plenty of that here, too), but in terms of plot and thrills it might be even more engaging.I can see the ending as especially divisive - I adored it, but it's the kind of conclusion certain readers are bound to despise, and not necessarily for bad reasons.Must read for fans of Wind, or for people looking for an engaging novel in a Gothic vein....more",Notes are private!,0,22,1,not set,not set,"Sep 29, 2019",,Hardcover,view (with text),/book/show/4912857-the-angel-s-game
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,459",May 2001,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Series Nightmarish in its portrayal of fascist Barcelona, it captures beautifully what it means to be young and in love. She hasn't Video Series Nightmarish in its portrayal of fascist Barcelona, it captures beautifully what it means to be young and in love. She hasn't called me in two hours: my life has lost its meaning!The characters are larger than life, the subplots are exquisitely intricated and perverse. Every bit as entrapping as the corridors in the Cemetery of Forgotten Books....more",Notes are private!,0,29,1,not set,not set,"Sep 29, 2019",,Paperback,view (with text),/book/show/1232.The_Shadow_of_the_Wind
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Parisian Affair and Other Stories,"Maupassant, Guy de",0140448128,9780140448122,0140448128,322        pp,4.18,859,1881,"Dec 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video Maupassant is to American Pie what HG Wells is to Transformers. Very different.Video Maupassant is to American Pie what HG Wells is to Transformers. Very different....more,Notes are private!,0,19,1,not set,not set,"Aug 04, 2019",,Paperback,view (with text),/book/show/128627.A_Parisian_Affair_and_Other_Stories
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,648",Nov 1985,"Oct 05, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video I love that the ""Readers Also Enjoyed"" section lists Harry Potter and the Deathly Hallows! I mean I guess Snape is kind of a Florentino ArVideo I love that the ""Readers Also Enjoyed"" section lists Harry Potter and the Deathly Hallows! I mean I guess Snape is kind of a Florentino Ariza? Everybody comes to adore him in the end but, to be fair, he did treat a poor kid shittily for six years straight for some pretty illogical and inexcusable reasons....more",Notes are private!,0,31,1,not set,not set,"Jul 01, 2019",,Paperback,view (with text),/book/show/9712.Love_in_the_Time_of_Cholera
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leopard,"Lampedusa, Giuseppe Tomasi di",0679731210,9780679731214,0679731210,319        pp,4.01,"37,217",1958,"Jul 23, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Saying on topic, what's with those foreign forms that ask about your nationality and, at the voice ""Italian,"" have an asterisk that says ""Video Saying on topic, what's with those foreign forms that ask about your nationality and, at the voice ""Italian,"" have an asterisk that says ""includes Sicily and Sardinia."" Like of course it does you silly fuck :) does British include fucking Bury St. Edmund...more",Notes are private!,0,14,1,not set,not set,"Jun 10, 2019",,Paperback,view (with text),/book/show/625094.The_Leopard
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demolished Man,"Bester, Alfred",,,,250        pp,3.97,"31,980",Mar 1953,"Jul 08, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video Pynchonian science-fiction - except that, of course, it's Pynchon's fiction that's Besterian.Video Pynchonian science-fiction - except that, of course, it's Pynchon's fiction that's Besterian....more",Notes are private!,0,14,1,not set,not set,"Jun 03, 2019",,Paperback,view (with text),/book/show/76740.The_Demolished_Man
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Running Dog,"DeLillo, Don",0679722947,9780679722946,0679722947,256        pp,3.46,"2,123",1978,"Jul 17, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video A thriller about the world of erotica where the secret agents keep doing it and the porn dealers keep shooting each other.Video A thriller about the world of erotica where the secret agents keep doing it and the porn dealers keep shooting each other....more,Notes are private!,0,18,2,not setnot set,not setnot set,"May 29, 2019",,Paperback,view (with text),/book/show/404.Running_Dog
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flaubert's Parrot,"Barnes, Julian",0679731369,9780679731368,0679731369,190        pp,3.65,"15,403","Oct 01, 1984","Nov 27, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video ""It would then seem reasonable to conclude that HP Lovecraft owned no gerbils, never encountered any gerbil, and did not spend any signifiVideo ""It would then seem reasonable to conclude that HP Lovecraft owned no gerbils, never encountered any gerbil, and did not spend any significant amoung of time pondering the topic of gerbils"" (Ravasi, Lovecraft's Gerbil 978)...more",Notes are private!,0,10,1,not set,not set,"May 19, 2019",,Paperback,view (with text),/book/show/2176.Flaubert_s_Parrot
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Economix: How and Why Our Economy Works (and Doesn't Work), in Words and Pictures","Goodwin, Michael*",0810988399,9780810988392,0810988399,304        pp,4.32,"4,364","Sep 01, 2012","Sep 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great stuff! Absolutely enthralling! All I have to do now is wait for someone to make a version of this using hand puppets and colored balloons and thGreat stuff! Absolutely enthralling! All I have to do now is wait for someone to make a version of this using hand puppets and colored balloons and then, perhaps, I'll understand economics....more",Notes are private!,0,8,1,not set,not set,"May 10, 2019",,Paperback,view (with text),/book/show/13591145-economix
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snotgirl, Vol. 1: Green Hair Don't Care","O'Malley, Bryan Lee",1534300368,9781534300361,1534300368,136        pp,3.57,"15,358","Feb 22, 2017","Feb 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's great stuff but I have this sneaking suspicion that the series is going to pull a Lost (see also, Paper Girls) and that the apparently unsolvableIt's great stuff but I have this sneaking suspicion that the series is going to pull a Lost (see also, Paper Girls) and that the apparently unsolvable mysteries are going to compound to an unreasonable extent way before any of them gets actually solved....more",Notes are private!,0,3,1,not set,not set,"May 10, 2019",,Paperback,view (with text),/book/show/31387205-snotgirl-vol-1
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essex Serpent,"Perry, Sarah",0062666371,9780062666376,0062666371,422        pp,3.53,"63,005","May 27, 2016","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So thoroughly British with its Essex-bashing, its setting (nothing says Britain quite as much as Past Britain, esp. if Victorian or WWII), its analysiSo thoroughly British with its Essex-bashing, its setting (nothing says Britain quite as much as Past Britain, esp. if Victorian or WWII), its analysis of the system's horrors that leaves the system unscathed - the poors have it bad but thank God for all that rich people charity! - that I genuinely expected a young Winston Churchill to come to Essex and rally the village with ""we shall never surrender!""At least before the book was over we got to see one Essex serpent NAHMEAN(it was the reverend's dick)...more",Notes are private!,0,5,1,not set,not set,"May 10, 2019",,Hardcover,view (with text),/book/show/32075861-the-essex-serpent
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasonal Quartet, #1)","Smith, Ali",0241207002,9780241207000,0241207002,264        pp,3.67,"73,516","Oct 20, 2016","Oct 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video A rewriting of Dragons of Autumn Twilight by Margaret Weis & Tracy Hickman, but with the draconian invasion substituted by a scenario in wVideo A rewriting of Dragons of Autumn Twilight by Margaret Weis & Tracy Hickman, but with the draconian invasion substituted by a scenario in which the UK leaves the European Union. The original was more plausible & grounded in reality....more",Notes are private!,0,11,1,not set,not set,"May 10, 2019",,Hardcover,view (with text),/book/show/28446947-autumn
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jason and the Argonauts,Apollonius of Rhodes,1101616806,9781101616802,B00KB5BTUE,271        pp,3.82,"10,322",-250,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video It's like Home Alone, but with Heracles instead of Macaulay Culkin, and an entirely different plot, setting, concept and theme.Video It's like Home Alone, but with Heracles instead of Macaulay Culkin, and an entirely different plot, setting, concept and theme....more",Notes are private!,0,77,1,not set,not set,"Apr 24, 2019",,Kindle Edition,view (with text),/book/show/23701388-jason-and-the-argonauts
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli incantevoli scarti: Cento romanzi di cento parole,"Baroncelli, Eugenio",883893259X,9788838932595,883893259X,128        pp,3.31,13,"Oct 16, 2014","Oct 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""It's a hundred floors of frights,"" dice il fattorino in questo sketch SNL. ""They're not all gonna be winners.""Mattia sorride sornione al suo riferime""It's a hundred floors of frights,"" dice il fattorino in questo sketch SNL. ""They're not all gonna be winners.""Mattia sorride sornione al suo riferimento: abbastanza generico da esser accettabile, abbastanza specifico da esser capito solo da lui. Poi la scrivo mezza in italiano, ma con la frase in inglese, così non la capisce proprio nessuno. Del critico letterario gli manca solo lo stipendio.Ancora meglio: la faccio lunga cento parole, così sai che mente fina sembro!Su GoodReads nessun ladro crononatua gli ha rubato l'idea. Mattia copincolla queste parole con inesplicabile delusione.VIENE FUORI CHE E' UN LUPO MANNARO...more",Notes are private!,0,4,1,not set,not set,"Mar 04, 2019",,Paperback,view (with text),/book/show/23301781-gli-incantevoli-scarti
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moby-Dick or, The Whale","Melville, Herman",0142437247,9780142437247,0142437247,720        pp,3.54,"560,717","Oct 18, 1851","Feb 21, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video I ship Queeshmael.Video I ship Queeshmael....more,Notes are private!,0,71,1,not set,not set,"Mar 04, 2019",,Paperback,view (with text),/book/show/153747.Moby_Dick_or_The_Whale
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Alan and Other Stories,"Lethem, Jonathan",0385539819,9780385539814,0385539819,157        pp,3.07,948,"Apr 07, 2014","Feb 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somewhere in Jonathan Lethem's house there's clearly a drawerful of Aztec shrooms he only taps into when he decides to write short stories, and some oSomewhere in Jonathan Lethem's house there's clearly a drawerful of Aztec shrooms he only taps into when he decides to write short stories, and some of that stuff expired years ago.That said, even at its most toxic his short fiction manages to convey through language some of its intoxicating euphoria, as if the ink they used at Vintage contained a percentage of acid from the deepest nineteen-sixties. Read too much of this stuff and you'll start speaking in tongues.Some of the most successful stories in here (""The King of Sentences,"" ""The Porn Critic"") are understandable and immersive in spite of a constant feeling of something major being off - just as in the best of Lethem's long fiction, namely Chronic City.Speaking of syntactical royalty, there are a couple of truly framable lines in here. ""The Dreaming Jaw"" describes a blog as ""an inner-made-outer vanishing point, a place where feeling ventures out to make a meeting with language and finds itself savaged.""Also, a line in the inexplicably telegraphic ""Traveler Home"" - ""Unfathomable mysteries of science best ignored"" - had me in hysterics for reason likely connected with that psychedelic ink....more",Notes are private!,0,6,1,not set,not set,"Feb 08, 2019",,Hardcover,view (with text),/book/show/22318402-lucky-alan-and-other-stories
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonder Boys,"Chabon, Michael",3423124172,9783423124171,3423124172,383        pp,3.93,"35,985","Mar 14, 1995",1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video For writers, and people who always suspected life was kind of a Lovecraft ripoff.",Notes are private!,0,22,1,not set,not set,"Feb 04, 2019",,Kindle Edition,view (with text),/book/show/16707.Wonder_Boys
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,462",1959,"Sep 09, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Video The Depressed Hitchhiker's Guide to the Galaxy.Video The Depressed Hitchhiker's Guide to the Galaxy....more,Notes are private!,0,14,1,not set,not set,"Jan 29, 2019",,Paperback,view (with text),/book/show/4982.The_Sirens_of_Titan
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,449","Apr 06, 1953","Jan 30, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video More varied than its most famous stories would lead you to believe, with enough silliness and crystalline sadness to balance the misery anVideo More varied than its most famous stories would lead you to believe, with enough silliness and crystalline sadness to balance the misery and grimy sadness. Even at a superficial read you can appreciate Salinger's influence on how Americans write, and think about plots....more",Notes are private!,0,13,1,not set,not set,"Jan 10, 2019",,Paperback,view (with text),/book/show/4009.Nine_Stories
