,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's Not All Downhill from Here,"McMillan, Terry*",1984823744,9781984823748,1984823744,355        pp,3.85,"7,205","Mar 31, 2020","Mar 31, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2021","May 21, 2021","Apr 25, 2020",,Hardcover,view,/book/show/49819833-it-s-not-all-downhill-from-here
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlife,"Alvarez, Julia*",1643750259,9781643750255,1643750259,256        pp,3.70,"16,162","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 25, 2020",,Hardcover,view,/book/show/52898645-afterlife
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiding in Plain Sight: The Invention of Donald Trump and the Erosion of America,"Kendzior, Sarah",,,,320        pp,4.43,"3,990","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2020",,Kindle Edition,view,/book/show/52274929-hiding-in-plain-sight
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,"Aron, Elaine N.",0553062182,9780553062182,0553062182,251        pp,3.85,"49,272","Jun 02, 1997","Jun 02, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 29, 2020","May 16, 2020","Mar 29, 2020",,Paperback,view,/book/show/923950.The_Highly_Sensitive_Person
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",0062905082,9780062905086,0062905082,427        pp,3.95,"779,680","Jan 02, 2018","Mar 31, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 29, 2020",,Paperback,view,/book/show/42980952-the-woman-in-the-window
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tightrope: Americans Reaching for Hope,"Kristof, Nicholas D.*",0525655085,9780525655084,0525655085,304        pp,4.28,"8,469","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2020",,Hardcover,view,/book/show/45553638-tightrope
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost and Wanted,"Freudenberger, Nell*",0804170967,9780804170963,0804170967,336        pp,3.42,"6,186","Apr 02, 2019","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 16, 2020","Jan 21, 2021","Feb 24, 2020",,Paperback,view,/book/show/50485463-lost-and-wanted
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind Closed Doors,"Paris, B.A.*",1250121000,9781250121004,1250121000,293        pp,3.98,"599,150","Aug 09, 2016","Aug 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 28, 2020",Jan 2021,"Feb 15, 2020",,Hardcover,view,/book/show/29437949-behind-closed-doors
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Breakdown,"Paris, B.A.*",1250122465,9781250122469,1250122465,328        pp,3.89,"131,254","Feb 09, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall, I thought this was a great book. It was like a modern-day Crime and Punishment. The premise is a fascinating one--how guilt over not stoppingOverall, I thought this was a great book. It was like a modern-day Crime and Punishment. The premise is a fascinating one--how guilt over not stopping to help an acquaintance (who is then murdered) derailed the protagonist's life. The early-onset dementia angle adds even more intrigue.The story goes downhill in the the use of texts to unravel the mystery of both the murder and the mysterious phone calls unhinging Cass. I listened to the audio book, so the repetitive recitation of dates and times, ""smiley faces,"" ""LOLs"" and similar text-talk was tedious and distracting. Maybe it isn't quite so bad on the printed page, but listening to these particulars over and over was close to torture. I don't think it is necessary to state the date and time of each and every text, at least not in the audio book, and especially when so many of the texts are mundane and inane and don't add anything as far as moving the story forward. The publisher should really address that. Otherwise, this was a great ""listen,"" and while I more-or-less figured out who was responsible for Cass's ""breakdown"" early on, it didn't lessen my enjoyment of this engrossing story one bit....more",Notes are private!,0,0,1,"Feb 07, 2020","Feb 10, 2020","Feb 10, 2020",,Hardcover,view (with text),/book/show/31450633-the-breakdown
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Motion of the Body Through Space,"Shriver, Lionel*",0062328255,9780062328250,0062328255,352        pp,3.75,"4,744","May 07, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2020",,Hardcover,view,/book/show/52514450-the-motion-of-the-body-through-space
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truths I Never Told You,"Rimmer, Kelly*",,,B07QV23MNL,386        pp,4.04,"21,928","Apr 14, 2020","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2021","Oct 17, 2021","Feb 01, 2020",,Kindle Edition,view,/book/show/45170709-truths-i-never-told-you
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monk of Mokha,"Eggers, Dave",,,,353        pp,4.07,"19,912","Jan 25, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2020","Feb 29, 2020","Jan 12, 2020",,Kindle Edition,view,/book/show/35215524-the-monk-of-mokha
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Excellent Sheep: The Miseducation of the American Elite and the Way to a Meaningful Life,"Deresiewicz, William",1476702713,9781476702711,1476702713,245        pp,3.88,"6,509","Aug 05, 2014","Aug 19, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Hardcover,view,/book/show/18775383-excellent-sheep
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flow: The Psychology of Optimal Experience,"Csíkszentmihályi, Mihály",0060920432,9780060920432,B00005VXOM,303        pp,4.11,"79,202","Jan 01, 1990","Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Paperback,view,/book/show/66354.Flow
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter in Paradise        (Paradise, #1)","Hilderbrand, Elin*",,,,320        pp,4.08,"130,622","Oct 09, 2018","Oct 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable, entertaining ""fluff."" The perfect mindless read for the coronavirus shut-in, but I'm sure it won't be very memorable.Enjoyable, entertaining ""fluff."" The perfect mindless read for the coronavirus shut-in, but I'm sure it won't be very memorable....more",Notes are private!,0,1,1,not set,not set,"Jan 10, 2020",,ebook,view (with text),/book/show/31933069-winter-in-paradise
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diamond Doris: The True Story of the World's Most Notorious Jewel Thief,"Payne, Doris",006291801X,9780062918017,,288        pp,3.81,"2,160","Sep 10, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2020",,ebook,view,/book/show/42117356-diamond-doris
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Activist: Portraits of Courage,"Ottesen, K.K.",1452182779,9781452182773,1452182779,300        pp,4.33,60,unknown,"Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2019",,Hardcover,view,/book/show/44024336-activist
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Tide Rising: Towards Clarity and Moral Courage in a time of Planetary Change,"Moore, Kathleen Dean",1619026996,9781619026995,1619026996,340        pp,4.19,176,"Feb 09, 2016","Feb 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2021","Jan 14, 2022","Dec 27, 2019",,Hardcover,view,/book/show/25786424-great-tide-rising
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buddhism without Beliefs: A Contemporary Guide to Awakening,"Batchelor, Stephen",1573226564,9781573226561,1573226564,127        pp,4.01,"9,514","Apr 14, 1997","Mar 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2019","Jan 21, 2021","Dec 27, 2019",,Paperback,view,/book/show/90557.Buddhism_without_Beliefs
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Adult: A Handbook for Psychological and Spiritual Integration,"Richo, David",0809132230,9780809132232,0809132230,122        pp,4.38,"1,377",May 1991,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2019","Jan 21, 2021","Dec 27, 2019",,Paperback,view,/book/show/978759.How_to_Be_an_Adult
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gender: Your Guide: A Gender-Friendly Primer on What to Know, What to Say, and What to Do in the New Gender Culture","Airton, Lee",1507209002,9781507209004,1507209002,240        pp,4.10,469,unknown,"Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2019","Mar 22, 2020","Dec 27, 2019",,Hardcover,view,/book/show/38926324-gender
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Divorce: a Nineteenth-Century Mother's Extraordinary Fight Against Her Husband, the Shakers, and Her Times","Woo, Ilyon*",0802119468,9780802119469,0802119468,416        pp,3.82,408,"Aug 01, 2010","Aug 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2019","Jan 12, 2020","Dec 24, 2019",,Hardcover,view,/book/show/7807728-the-great-divorce
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"297,986",Apr 1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2019",,Paperback,view,/book/show/9777.The_God_of_Small_Things
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Care and Feeding of Ravenously Hungry Girls,"Gray, Anissa*",1984802445,9781984802446,1984802445,320        pp,3.63,"20,412","Feb 19, 2019","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Paperback,view,/book/show/48845339-the-care-and-feeding-of-ravenously-hungry-girls
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can't Go Wrong Doing Right: How a Child of Poverty Rose to the White House and Helped Change the World,"Brown, Robert J.",1524762784,9781524762780,1524762784,256        pp,4.21,112,unknown,"Jan 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an inspiring and uplifting memoir—all the more so because the author is probably not someone you've ever heard of. For those of us who still feelWhat an inspiring and uplifting memoir—all the more so because the author is probably not someone you've ever heard of. For those of us who still feel awestruck by the unwavering effort and personal sacrifice of 1960s Civil Rights leaders and protesters, this book offers an insider's view from someone who worked tirelessly behind the scenes and avoided the limelight. Many of the passages and stories will bring you to tears. Mr. Brown deserves congratulations for his laudable life's work. ...more",Notes are private!,0,0,1,"Dec 08, 2019","Dec 24, 2019","Dec 08, 2019",,Hardcover,view (with text),/book/show/38398160-you-can-t-go-wrong-doing-right
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Warning,Anonymous,,,,259        pp,3.93,"11,506","Nov 19, 2019","Nov 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was going to give A Warning five glowing stars. It is compelling, well-argued, well-written and singularly engrossing. And despite the fact that (asI was going to give A Warning five glowing stars. It is compelling, well-argued, well-written and singularly engrossing. And despite the fact that (as noted by other ers) there is “nothing new” here, if anything should breathe renewed life into our comatose, war-weary national debate, the “same-old” alarm bells blaring on these pages should, as they are being submitted for our consideration by the proverbial “fly on the wall”. Any voter of rational sensibility who cares a whit about Democracy ought to be staggered and disgusted anew.My one-star “ding” is due to the following derelictions:First, the author suggests that some anti-Trumpers suffer from “Trump derangement syndrome” because we reject everything and anything the pr*sident says. Granted, even a broken clock is right twice a day, as the saying goes. But when right-thinking Americans are subjected to so much idiocy, inanity and malice from the pr*sident on a daily basis, we cannot be expected to give a fair and impartial assessment to each bit of drivel emitted from Donald Trump’s foul mouth. Frankly, the author speaks out of both sides of their own mouth when, on the one hand, they (I refer to Anonymous as “they” since we do not know their gender) invest 272 pages trying to scare the citizenry straight by confirming that, indeed, the so-called commander-in-chief is an unstable, unfit, dishonest and corrupt thug; but on the other hand, those who consistently react negatively to Trump are deranged and suffer from a “syndrome”. Puh-lease. Unless you are part of Trump’s “cult”, you, your friends and loved ones and all that you hold dear are being attacked from the bully pulpit on a daily basis. From where I stand, a strong, repulsed knee-jerk reaction to those attacks is 100% appropriate. Trump forfeited the right to any “benefit of the doubt” the day of his inauguration (which Anonymous recognizes as the acrimonious tragedy it was)—if not before.Second, the author argues that, despite Trump’s innumerable naked disqualifications, impeachment is too divisive, and the next election should determine whether this so-called pr*sidency terminates or continues for four more years. I might be swayed by that argument if the pr*sident were not attempting to tamper with said upcoming election. It has been well established—as the author concedes—that Russia tipped the scales in 2016. Those of us who voted for the qualified candidate in 2016 are still reeling from the fact that our election was attacked, and nothing is being done about it. Not only are we being asked to accept the “legitimate” electoral distorters (e.g., gerrymandering, voter suppression, the Electoral College), we are now supposed to ignore Donald Trump’s flagrant solicitation of a foreign power (Ukraine) to investigate a political opponent—not to mention his not-so-subtle nods to Russia and China for a repeat performance of 2016. Having lost all faith in the legitimacy of the upcoming election, I for one feel strongly that impeachment—successful or not—is imperative as a symbol of resistance, if nothing else.Third, I question the author’s final “warning” that Democrats must nominate a centrist as their candidate in 2020, in order to win over “swing voters” and “moderates”. That point might have some validity had Mitch McConnell not blocked Barack Obama’s centrist nominee to the Supreme Court (Merrick Garland) in 2016. Democrats consistently try to appease phantom “moderates” and “swing voters”, and lose whenever they do (think Walter Mondale, Michael Dukakis, John Kerry). The last best example of the Democrats’ star power was Barack Obama, the first Black president and a two-term winner. The sad reality is that Republicans don’t play by the rules (and haven’t for decades); until they clean up their act and “play fair”, Anonymous has zero right (or credibility) to offer advice to Democrats. The fact is, an overwhelming majority of Americans support progressive Democratic policies—a woman’s right to choose, affordable housing and health care, preservation of the environment, and a living wage. Anonymous, an admitted Republican enabler of Trump’s tyrannical minority rule—has no right to opine on who the next Democratic nominee should be.Despite the above failings—and they are significant—I commend the author for making a chilling and earnest case for ousting the thug-in-chief pronto. I hope Trump supporters—whether voters or elected officials—take heed (though I seriously doubt they will). The author also makes an excellent point that Congress reflects the electorate at large; until we (as in the respective “bases”) stop being so uncompromising and polarized, there is little chance that Congress will rise above our own gridlock, as they merely reflect back at us the behavior we demand of them. (However, we will gain no ground in our national healing until Russia is made to stay out of the mix by whatever means necessary. I see no signs of Republicans supporting that effort. So again, don’t ask those of us on the right side of history to embrace our fellow countrymen and women until they unequivocally get behind this most uncontroversial mandate.) I will offer my own parting shot to voters: If by some miracle Bernie Sanders or Elizabeth Warren manages to win the Democratic nomination, we’d better make damned sure to also take back the Senate and hold the House. Anything less, and it won’t really matter who the president is. We will spend four (or eight) more years helplessly watching America crumble....more",Notes are private!,0,0,2,"Nov 30, 2019Dec 08, 2019","Dec 07, 2019not set","Nov 30, 2019",,Kindle Edition,view (with text),/book/show/48557815-a-warning
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Have I Ever,"Jackson, Joshilyn*",,,,352        pp,3.74,"52,285","Jul 30, 2019","Jul 30, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 20, 2019","Nov 30, 2019","Nov 20, 2019",,Paperback,view,/book/show/36679186-never-have-i-ever
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silver Girl,"Hilderbrand, Elin*",031609966X,9780316099660,031609966X,416        pp,3.94,"53,264","Jan 01, 2011","Jun 21, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2019","Nov 26, 2019","Nov 04, 2019",,Hardcover,view,/book/show/9503336-silver-girl
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smart One,"Close, Jennifer*",0307596869,9780307596864,0307596869,340        pp,3.36,"7,152","Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 25, 2019","Oct 29, 2019","Oct 25, 2019",,Hardcover,view,/book/show/15799339-the-smart-one
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dreamers,"Walker, Karen Thompson*",0812984668,9780812984668,0812984668,336        pp,3.63,"40,804","Jan 15, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2019",,Paperback,view,/book/show/45694422-the-dreamers
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Experiencer: Raised in Two Worlds,"Konkolesky, William",0557115809,9780557115808,0557115809,140        pp,3.12,8,"Nov 07, 2009","Sep 16, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Paperback,view,/book/show/7479029-experiencer
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rare Breed: A Guide to Success for the Defiant, Dangerous, and Different","Bonnell, Sunny",0062933078,9780062933072,,unknown,3.82,286,"Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2019",,Audiobook,view,/book/show/42462424-rare-breed
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,"Haidt, Jonathan",0735224900,,B076NVFT5P,352        pp,4.24,"42,669","Jul 17, 2018","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Coddling of the American Mind offers a crucial summation of ""where we are"" as a nation. The book tears down the ""Three Great Untruths"" that have  The Coddling of the American Mind offers a crucial summation of ""where we are"" as a nation. The book tears down the ""Three Great Untruths"" that have overtaken our public discourse: (1) “What doesn’t kill you makes you weaker,” (2) “Always trust your feelings,” and (3) “Life is a battle between good people and evil people.” The authors explain how these ""untruths"" are the polar opposite of the conventional wisdom needed to fairly evaluate opposing points of view with logic, critical thinking, empathy and open-mindedness, and are in fact based on various cognitive distortions.  The Coddling of the American Mind also discusses how tribalism is driving a wedge between various identity groups in this country. The authors do not downplay the realities of hate speech and verbal intimidation, but hail the virtues of the ""sticks and stones"" philosophy, where true strength and resiliency come not from ""safe spaces"" where people can shield themselves from speech they find distasteful, but by feeling ""safe"" in their own skin despite whatever someone else might be saying. Particular emphasis is given to Cognitive Behavioral Therapy (CBT), which the authors maintain can ""correct"" the cognitive distortions that cause ""emotional triggers."" There is even a short guide at the end of the book that explains how to practice this therapeutic technique. Particular emphasis is given to the chilling of free speech on college campuses—the result of college students' emotional fragility and its resultant ""otherizing"" opposing points of view and the people who hold them. The authors make a strong case that the various developmental disadvantages suffered by the current generation of college kids (""iGen"") was caused by excessive early childhood ""screen time,"" overprotective parenting and the elimination of free, unsupervised play (with all of its attendant risks). As the parent of a college sophomore, this book spoke to me; I may have, indeed, been guilty of overprotective parenting.In spite of the polarization we are experiencing in this country—along with the threats of climate change and social injustice—this book ends on a positive note offering an optimistic perspective for the future. I would recommend  The Coddling of the American Mind to iGen kids and their parents, as well as anyone else concerned about the devolution of discourse plaguing our nation during these troubled times. ...more",Notes are private!,0,3,1,"Oct 29, 2019","Nov 16, 2019","Oct 09, 2019",,Kindle Edition,view (with text),/book/show/36556202-the-coddling-of-the-american-mind
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Property: Stories Between Two Novellas,"Shriver, Lionel*",0062697951,9780062697950,,336        pp,3.85,"2,692","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2019","Oct 18, 2019","Oct 06, 2019",,ebook,view,/book/show/35068817-property
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crazy Brave,"Harjo, Joy*",0393345432,9780393345438,0393345432,176        pp,4.21,"6,963","Jul 09, 2012","Jul 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 28, 2019","Oct 05, 2019","Sep 28, 2019",,Paperback,view,/book/show/16241171-crazy-brave
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Daughter Me,"Hafner, Katie*",0812984595,9780812984590,,304        pp,3.84,"2,882","Jan 01, 2013","Jul 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2019","Sep 20, 2019","Sep 17, 2019",,Paperback,view,/book/show/17062139-mother-daughter-me
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,While I Was Gone,"Miller, Sue",0345443284,9780345443281,0345443284,304        pp,3.68,"60,028","Jan 01, 1999","May 12, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I Was Gone tackles the issue of how a single traumatic event at the dawn of one's adulthood can ripple throughout that person's life. The story While I Was Gone tackles the issue of how a single traumatic event at the dawn of one's adulthood can ripple throughout that person's life. The story is a bit too lethargic for my liking, but the plot—when it finally does ""get there""—is powerful (assuming you can hang in there that long). When our protagonist (Jo) receives an unwelcome confession regarding a horrific long-ago crime against her closest friend, she faces an explosive ethical dilemma about what to do with that information. This unwelcome disclosure—obtained as it was during a compromising near-affair—threatens to shatter her marriage (to a minister), her relationship with her youngest daughter, and her otherwise tidy little life as the town veterinarian. Also of note: Jo is the mother of three adult daughters (all of whose relationships are already fraught), and Jo's relationship with her own aging mother reveals how one's family of origin ""stamps"" a person with peculiar personality traits that inform their lifelong actions, choices and perspectives. This domestic moral spectacle is presented against a beautiful backdrop of New England's changing seasons and vistas. While I Was Gone places a particular emphasis on setting and environment, opening with a vivid scene on a lake and containing an abundance of descriptive language making for a ""pretty"" read throughout. I am not sure whether this stylistic choice bogs the story or brings it to life, but it was noticeable. Perhaps a little less of that would have pushed the story along at a swifter pace, but it did imprint the narrative with a certain timbre befitting the saga....more",Notes are private!,0,0,1,"Sep 17, 2019","Sep 27, 2019","Sep 17, 2019",,Paperback,view (with text),/book/show/5176.While_I_Was_Gone
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Permanent Record,"Snowden, Edward",1250237238,9781250237231,1250237238,339        pp,4.30,"51,955","Sep 17, 2019","Sep 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 11, 2021","Aug 16, 2021","Sep 17, 2019",,Hardcover,view,/book/show/46223297-permanent-record
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Separated by the Border: A Birth Mother, a Foster Mother, and a Migrant Child's 3,000-Mile Journey","Thomas, Gena*",0830845755,9780830845750,0830845755,224        pp,4.19,314,"Oct 18, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2019",,Paperback,view,/book/show/44229584-separated-by-the-border
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of Fear: Survival Signals That Protect Us from Violence,"Becker, Gavin de",0747538352,9780747538356,0747538352,352        pp,4.18,"43,535","Jan 01, 1997",Jul 2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit out-of-date with its gender assumptions, I think, but still imparts a lot of good information about violence and crime that changed my perspectiA bit out-of-date with its gender assumptions, I think, but still imparts a lot of good information about violence and crime that changed my perspective for the better. ...more",Notes are private!,0,0,1,not set,"Feb 21, 2022","Sep 05, 2019",,Paperback,view (with text),/book/show/56465.The_Gift_of_Fear
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tapestry of Fortunes,"Berg, Elizabeth",0812993144,9780812993141,0812993144,219        pp,3.53,"12,040","Jan 01, 2013","Apr 09, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2019","Sep 16, 2019","Sep 02, 2019",,Hardcover,view,/book/show/15798782-tapestry-of-fortunes
