,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Philosopher’s Stone        (Harry Potter, #1)","Rowling, J.K.",,,,223        pp,4.47,"10,053,108","Jun 26, 1997","Jun 30, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Oct 22, 2023Oct 14, 2022","Oct 23, 2023Oct 17, 2022","Oct 14, 2022",,Paperback,view,/book/show/72193.Harry_Potter_and_the_Philosopher_s_Stone
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Tower        (The Dark Tower, #7)","King, Stephen*",,,1416524525,"1,050        pp",4.28,"173,162","Sep 21, 2004","Sep 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 25, 2023Oct 14, 2022","Sep 03, 2023Oct 17, 2022","Oct 14, 2022",,Mass Market Paperback,view,/book/show/5091.The_Dark_Tower
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Song of Susannah        (The Dark Tower, #6)","King, Stephen*",1416521496,,1416521496,544        pp,3.99,"159,100","Jun 08, 2004","Jun 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 17, 2023Sep 29, 2022","Aug 22, 2023Oct 13, 2022","Sep 29, 2022",,Mass Market Paperback,view,/book/show/5093.Song_of_Susannah
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolves of the Calla        (The Dark Tower, #5)","King, Stephen*",141651693X,9781416516934,141651693X,960        pp,4.19,"184,512","Nov 04, 2003","Feb 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 10, 2023Sep 29, 2022","Aug 17, 2023Sep 29, 2022","Sep 29, 2022",,Mass Market Paperback,view,/book/show/4978.Wolves_of_the_Calla
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wind Through the Keyhole        (The Dark Tower, #4.5)","King, Stephen*",,,,322        pp,4.14,"83,518","Feb 21, 2012","Apr 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 16, 2022","Sep 29, 2022","Sep 16, 2022",,Kindle Edition,view,/book/show/12341557-the-wind-through-the-keyhole
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",0307455920,9780307455925,0307455920,588        pp,4.32,"371,126","May 14, 2013",Mar 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Paperback,view,/book/show/58459094-americanah
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wizard and Glass        (The Dark Tower, #4)","King, Stephen*",0340829788,9780340829783,,845        pp,4.26,"199,264","Nov 04, 1997",Oct 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 25, 2023May 20, 2022","Aug 05, 2023Sep 16, 2022","May 20, 2022",,Paperback,view,/book/show/5096.Wizard_and_Glass
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Waste Lands        (The Dark Tower, #3)","King, Stephen*",0670032565,9780670032563,0670032565,590        pp,4.25,"222,738",Aug 1991,"Jun 23, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jul 02, 2023May 02, 2022","Jul 03, 2023May 20, 2022","May 02, 2022",,Hardcover,view,/book/show/34084.The_Waste_Lands
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Really the Blues,"Mezzrow, Mezz",0806512059,9780806512051,0806512059,424        pp,4.16,524,1946,"Dec 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2022","Feb 06, 2023","Apr 28, 2022",,Paperback,view,/book/show/471934.Really_the_Blues
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Drawing of the Three        (The Dark Tower, #2)","King, Stephen*",0451210859,9780451210852,0451210859,463        pp,4.23,"262,076",May 1987,"Aug 05, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 29, 2023Mar 25, 2022","Jul 02, 2023Apr 28, 2022","Mar 25, 2022",,Paperback,view,/book/show/5094.The_Drawing_of_the_Three
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gunslinger        (The Dark Tower, #1)","King, Stephen*",,,,231        pp,3.92,"610,812","Jun 01, 1982",Jul 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Jun 27, 2023Mar 14, 2022Apr 11, 2024","Jun 29, 2023Mar 25, 2022not set","Mar 14, 2022",,Paperback,view,/book/show/43615.The_Gunslinger
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,949","Jun 01, 1965","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 15, 2022Feb 22, 2022","Feb 06, 2023Mar 14, 2022","Feb 22, 2022",,Hardcover,view,/book/show/44767458-dune
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Return of the King        (The Lord of the Rings, #3)","Tolkien, J.R.R.",0345240340,9780345240347,0345240340,385        pp,4.56,"903,785","Oct 20, 1955","Jul 12, 1974",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,3,"Feb 23, 2024Jun 22, 2023Feb 21, 2022","Mar 18, 2024Jun 27, 2023Feb 28, 2022","Feb 21, 2022",,Mass Market Paperback,view,/book/show/838729.The_Return_of_the_King
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Two Towers        (The Lord of the Rings, #2)","Tolkien, J.R.R.",,,,447        pp,4.48,"968,767","Nov 11, 1954","Sep 12, 1973",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,3,"Feb 16, 2024May 31, 2023Feb 20, 2022","Feb 23, 2024Jun 22, 2023Feb 21, 2022","Feb 20, 2022",,Mass Market Paperback,view,/book/show/222910.The_Two_Towers
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Gilead        (Stephen King's The Dark Tower: Beginnings, #4)","Furth, Robin",0785129510,9780785129516,0785129510,208        pp,4.34,"7,309","Aug 26, 2009","Feb 17, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 02, 2022","Feb 02, 2022","Feb 02, 2022",,Hardcover,view,/book/show/6697968-fall-of-gilead
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Treachery        (Stephen King's The Dark Tower: Beginnings, #3)","Furth, Robin",078513574X,9780785135746,078513574X,144        pp,4.25,"9,747",2009,"Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2022","Feb 02, 2022","Jan 28, 2022",,Hardcover,view,/book/show/6215832-treachery
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",,9780345015339,,527        pp,4.39,"2,808,404","Jul 29, 1954",Mar 1973,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Feb 10, 2024Jan 27, 2022May 30, 2023","Feb 16, 2024Feb 16, 2024May 31, 2023","Jan 27, 2022",,Mass Market Paperback,view,/book/show/3263607-the-fellowship-of-the-ring
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Road Home        (Stephen King's The Dark Tower: Beginnings, #2)","Furth, Robin",0785127097,9780785127093,0785127097,160        pp,4.18,"10,228","Oct 07, 2008","Oct 15, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 24, 2022","Jan 26, 2022","Jan 24, 2022",,Hardcover,view,/book/show/2834890-the-long-road-home
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,507","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,3,"Jan 24, 2024Jan 18, 2022May 22, 2023","Feb 10, 2024Feb 10, 2024May 30, 2023","Jan 18, 2022",,Paperback,view,/book/show/5907.The_Hobbit
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gunslinger Born        (Stephen King's The Dark Tower: Beginnings, #1)","David, Peter",0785121447,9780785121442,0785121447,240        pp,4.22,"80,252","Nov 21, 2007","Nov 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2022","Jan 16, 2022","Jan 11, 2022",,Hardcover,view,/book/show/342445.The_Gunslinger_Born
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filthy Animals,"Taylor, Brandon",0525538917,9780525538912,0525538917,288        pp,3.65,"8,874","Jun 22, 2021","Jun 22, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""They're always in the thick of violence. It moves through them like the Holy Ghost might--except the Holy Ghost never moved anybody to bash a boy's h""They're always in the thick of violence. It moves through them like the Holy Ghost might--except the Holy Ghost never moved anybody to bash a boy's head in. There was some other god, then, a god for whom the spilling of blood was a prayer, an act of devotion. And they've been praying to that god their whole lives."" Brandon Taylor...more",Notes are private!,0,0,1,"Jan 07, 2022","Jan 14, 2022","Jan 07, 2022",,Hardcover,view (with text),/book/show/55801198-filthy-animals
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,145","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2021",,Hardcover,view,/book/show/58437521-the-candy-house
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon Witch, Spider King        (The Dark Star Trilogy #2)","James, Marlon",0735220204,9780735220201,0735220204,626        pp,4.17,"4,257","Feb 15, 2022","Feb 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2023","Mar 06, 2023","Oct 27, 2021",,Hardcover,view,/book/show/58446722-moon-witch-spider-king
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise        (Beloved Trilogy, #3)","Morrison, Toni",0452280397,9780452280397,B007CIHO02,318        pp,3.85,"27,014","Dec 24, 1997","Apr 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 26, 2021","Jan 07, 2022","Sep 26, 2021",,Paperback,view,/book/show/5198.Paradise
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Thief,"Tinti, Hannah*",0385337450,9780385337458,0385337450,327        pp,3.60,"12,610",2008,"Aug 26, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 11, 2021","Sep 26, 2021","Jun 11, 2021",,Hardcover,view,/book/show/2246340.The_Good_Thief
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Navigate Your Stars,"Ward, Jesmyn*",1982131322,9781982131326,1982131322,64        pp,4.19,"3,322","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2021",,Hardcover,view,/book/show/50825882-navigate-your-stars
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Sings the Blues 50th Anniversary Edition,"Holiday, Billie",0739470345,9780739470343,0739470345,236        pp,4.05,"6,535",1956,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 25, 2021","May 12, 2021","Apr 25, 2021",,Hardcover,view,/book/show/40870949-lady-sings-the-blues-50th-anniversary-edition
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Grief,"Adichie, Chimamanda Ngozi",0593320808,9780593320808,0593320808,86        pp,4.22,"31,843","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2021",,Hardcover,view,/book/show/57032570-notes-on-grief
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mercy,"Morrison, Toni",0307264238,9780307264237,0307264238,167        pp,3.75,"28,915",2008,"Nov 11, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 15, 2021","Apr 25, 2021","Apr 15, 2021",,Hardcover,view,/book/show/3009435-a-mercy
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,519","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amnesty,"Adiga, Aravind",,,B07TD6G48S,268        pp,3.28,"4,137","Feb 18, 2020",Jan 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Kindle Edition,view,/book/show/56822646-amnesty
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,188","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 27, 2021",,Hardcover,view,/book/show/45754981-the-glass-hotel
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inland,"Obreht, Téa*",059313267X,9780593132678,059313267X,384        pp,3.43,"12,997","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2024",not set,"Jan 14, 2021",,Paperback,view,/book/show/53050139-inland
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes of a Native Son,"Baldwin, James",,,B007WKEN4U,209        pp,4.37,"20,657",1955,"Nov 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2021",,Kindle Edition,view,/book/show/19281008-notes-of-a-native-son
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Mulvaneys,"Oates, Joyce Carol",0452282829,9780452282827,0452282829,454        pp,3.75,"101,606",Sep 1996,"Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2020",,Paperback,view,/book/show/5204.We_Were_the_Mulvaneys
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Talk: A Memoir in Conversations,"Jacob, Mira*",039958904X,9780399589041,039958904X,349        pp,4.47,"24,302","Mar 26, 2019","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Completely. Utterly. Dope! A brilliant way to write a memoir.,Notes are private!,0,0,1,"Nov 11, 2020","Nov 13, 2020","Nov 11, 2020",,Hardcover,view (with text),/book/show/36700347-good-talk
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Antiracist,"Kendi, Ibram X.*",0525509283,9780525509288,0525509283,305        pp,4.38,"114,462","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2020",,Hardcover,view,/book/show/40265832-how-to-be-an-antiracist
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wounds,"Jones, Razel*",1735363731,9781735363738,1735363731,130        pp,4.23,77,unknown,"Nov 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 30, 2020","Sep 30, 2020","Sep 30, 2020",,Paperback,view,/book/show/55521687-wounds
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Still Here: Black Dignity in a World Made for Whiteness,"Brown, Austin Channing",,,,185        pp,4.38,"70,036","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Hardcover,view,/book/show/35883430-i-m-still-here
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What's Mine and Yours,"Coster, Naima*",1538702347,9781538702345,1538702347,341        pp,3.56,"21,868","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2020",,Hardcover,view,/book/show/54424592-what-s-mine-and-yours
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Among the Terranauts,"Horrocks, Caitlin*",0316316970,9780316316972,0316316970,272        pp,3.72,455,"Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2020",,Hardcover,view,/book/show/53369457-life-among-the-terranauts
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Omni-Americans: Some Alternatives to the Folklore of White Supremacy,"Murray, Albert",030680395X,9780306803956,030680395X,240        pp,4.10,207,1970,"Mar 22, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 17, 2020","Aug 06, 2020","Jul 17, 2020",,Paperback,view,/book/show/174142.The_Omni_Americans
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutions of All Colors,"Farria, Dewaine",0815611269,9780815611264,0815611269,240        pp,3.95,41,"Dec 14, 2020","Dec 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2020",,Hardcover,view,/book/show/53232789-revolutions-of-all-colors
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beet Queen,"Erdrich, Louise",,,0060835273,368        pp,3.88,"13,809","Sep 01, 1986","May 23, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 27, 2023Sep 18, 2020","Mar 27, 2023Jan 06, 2021","May 22, 2020",,Paperback,view,/book/show/91439.The_Beet_Queen
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Painted Drum,"Erdrich, Louise",0060515112,9780060515119,0060515112,304        pp,3.91,"9,305",2005,"Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Paperback,view,/book/show/52528.The_Painted_Drum
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Souls,"Erdrich, Louise",0060935227,9780060935221,0060935227,210        pp,3.92,"4,475","Jun 22, 2004","Jul 05, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 15, 2023Aug 27, 2020","Nov 28, 2023Sep 18, 2020","May 22, 2020",,Paperback,view,/book/show/91437.Four_Souls
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Report on the Miracles at Little No Horse,"Erdrich, Louise",0007136358,9780007136353,0007136358,368        pp,4.19,"12,701","Apr 03, 2001",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Oct 04, 2023Feb 04, 2021","Oct 10, 2023Feb 25, 2021","May 22, 2020",,Paperback,view,/book/show/63837.The_Last_Report_on_the_Miracles_at_Little_No_Horse
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tales of Burning Love,"Erdrich, Louise",0060928360,9780060928360,0060928360,466        pp,3.88,"2,873",1996,"Dec 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2023",not set,"May 22, 2020",,Paperback,view,/book/show/106540.Tales_of_Burning_Love
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bingo Palace,"Erdrich, Louise",0061129755,9780061129759,0061129755,274        pp,3.87,"4,781","Jan 01, 1994","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2021","Mar 18, 2021","May 22, 2020",,Paperback,view,/book/show/195326.The_Bingo_Palace
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tracks        (Love Medicine. #3),"Erdrich, Louise",0060972459,9780060972455,0060972459,226        pp,3.94,"13,098",1988,"Aug 07, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Mar 27, 2023Aug 06, 2020","Nov 15, 2023Aug 27, 2020","May 22, 2020",,Paperback,view,/book/show/78887.Tracks
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intuitionist,"Whitehead, Colson*",,,,255        pp,3.63,"14,542","Jan 01, 1999",Jan 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2020",,Paperback,view,/book/show/7058189-the-intuitionist
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065246,9780062065247,0062065246,323        pp,3.98,"116,336","Oct 02, 2012","Oct 02, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 19, 2020","Jul 17, 2020","May 19, 2020",,Hardcover,view,/book/show/13602426-the-round-house
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jazz,"Morrison, Toni",1400076218,9781400076215,1400076218,229        pp,3.88,"32,176",Apr 1992,"Jun 08, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 12, 2021","Jun 11, 2021","May 13, 2020",,Paperback,view,/book/show/11341.Jazz
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Don't Have to Say You Love Me,"Alexie, Sherman",031627075X,9780316270755,031627075X,457        pp,4.15,"17,770","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 13, 2020","May 18, 2020","May 13, 2020",,Hardcover,view,/book/show/31420708-you-don-t-have-to-say-you-love-me
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradise,"Morrison, Toni",0804169888,9780804169882,0804169888,318        pp,3.85,"27,014","Dec 24, 1997","Mar 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2020",,Paperback,view,/book/show/18209452-paradise
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",0385537077,9780385537070,0385537077,213        pp,4.26,"245,129","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 12, 2023","Mar 12, 2023","Mar 13, 2020",,Hardcover,view,/book/show/42279228-the-nickel-boys
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,179","Sep 04, 2002","Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2020",,Paperback,view,/book/show/2187.Middlesex
