,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Azita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slough House,"Herron, Mick",1399803107,9781399803106,1399803107,307        pp,4.41,"13,504","Feb 04, 2021","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/61257669-slough-house
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Confident,"Smith, James",0008536449,9780008536442,0008536449,288        pp,3.70,965,unknown,"Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61283932-how-to-be-confident
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persiana Everyday,"Ghayour, Sabrina",1783255080,9781783255085,1783255080,240        pp,4.33,162,Aug 2022,"Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61196714-persiana-everyday
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Heard What You Said,"Boakye, Jeffrey",1529063744,9781529063745,1529063744,384        pp,4.43,355,unknown,"Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61206408-i-heard-what-you-said
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Feelings,"Fosslien, Liz*",1838858512,9781838858513,1838858512,263        pp,4.23,"1,942",unknown,"Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61156514-big-feelings
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deliciously Ella How To Go Plant-Based: A Definitive Guide For You and Your Family,"(Woodward), Ella Mills",1529313775,9781529313772,1529313775,unknown,4.27,141,"Aug 18, 2022","Aug 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61081310-deliciously-ella-how-to-go-plant-based
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Did You Stay?: A memoir about self-worth,"Humphries, Rebecca",1408714795,9781408714799,1408714795,416        pp,4.04,"2,479","Jul 07, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60894526-why-did-you-stay
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound Of Being Human: How Music Shapes Our Lives,"Rogers, Jude",1474622925,9781474622929,1474622925,293        pp,4.15,351,"Apr 28, 2022",Apr 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/61021909-the-sound-of-being-human
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jellyfish Age Backwards: Nature's Secrets to Longevity,"Brendborg, Nicklas",1529387906,9781529387902,1529387906,288        pp,3.92,"2,927","Mar 04, 2022","May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60892407-jellyfish-age-backwards
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Dog,"Bridges, Kevin",147228903X,9781472289032,147228903X,400        pp,3.62,930,"Aug 18, 2022","Aug 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60858353-the-black-dog
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meantime,"Boyle, Frankie",1399801155,9781399801157,1399801155,368        pp,3.55,"2,752",unknown,"Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60772767-meantime
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind the Seams,"Young, Esme",1788704622,9781788704625,1788704622,0        pp,4.05,"1,348",unknown,Apr 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60773082-behind-the-seams
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrow and Bliss,"Mason, Meg*",1474622992,9781474622998,1474622992,347        pp,4.10,"99,754","Sep 02, 2020","Apr 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/60769118-sorrow-and-bliss
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scoops: Soon to be a major Netflix film starring Gillian Anderson,"McAlister, Sam",0861544404,9780861544400,0861544404,288        pp,4.12,505,"Jul 14, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60762411-scoops
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",1847941834,9781847941831,,306        pp,4.36,"870,132","Oct 16, 2018","Oct 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/60616246-atomic-habits
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killer in the Kremlin: The Explosive Account of Putin's Reign of Terror,"Sweeney, John",1787636658,9781787636651,1787636658,304        pp,4.25,"1,477","Jul 21, 2022","Oct 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60758185-killer-in-the-kremlin
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy No-Mates: How I Realised Men Have a Friendship Problem,"Dickins, Max*",1838853510,9781838853518,1838853510,336        pp,4.20,317,2022,"Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60614476-billy-no-mates
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Qatar: Hidden Stories from One of the Richest Nations on Earth,"McManus, John",1785788213,9781785788215,1785788213,320        pp,3.97,289,"Jul 07, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/60616239-inside-qatar
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of the Girls,"Clarke, Lucy*",0008462410,9780008462413,0008462410,448        pp,3.95,"42,011","Jun 28, 2022","Aug 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/60482983-one-of-the-girls
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Rage,"Hancock, Sheila",1526647443,9781526647443,1526647443,272        pp,4.10,750,"Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60602847-old-rage
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Expectation Effect: How Your Mindset Can Transform Your Life,"Robson, David*",183885326X,9781838853266,183885326X,304        pp,4.20,"2,218","Jan 06, 2022","Jan 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60418912-the-expectation-effect
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fresh MOB: Over 100 Tasty, Healthy-ish Recipes","Lebus, Ben",1399705059,9781399705059,1399705059,256        pp,4.35,20,unknown,"Nov 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60382894-fresh-mob
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ink Black Heart        (Cormoran Strike, #6)","Galbraith, Robert",0751584207,9780751584202,0751584207,"1,024        pp",4.12,"89,837","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 26, 2022","Oct 07, 2022","Aug 28, 2022",,Hardcover,view,/book/show/60351131-the-ink-black-heart
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One: Simple One-Pan Wonders,"Oliver, Jamie",0241431107,9780241431108,0241431107,312        pp,3.74,583,unknown,"Aug 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60301230-one
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",1529157145,9781529157147,,365        pp,4.04,"1,018,376","May 27, 2021","Apr 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/60293966-malibu-rising
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undoctored: The Story of a Medic Who Ran Out of Patients,"Kay, Adam*",1398700371,9781398700376,1398700371,274        pp,3.92,"19,294","Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60297941-undoctored
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Before Evensong        (Canon Clement #1),"Coles, Richard",1474612636,9781474612630,1474612636,358        pp,3.33,"12,000","Jun 09, 2022","Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60175445-murder-before-evensong
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",,,1399705415,579        pp,4.12,"233,895","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60209871-fairy-tale
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Marriage,"Ali, Monica",0349015481,9780349015484,0349015481,499        pp,3.91,"15,979","Feb 03, 2022","Feb 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/60117636-love-marriage
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Closing the Writing Gap,"Quigley, Alex",1032017716,9781032017716,1032017716,198        pp,3.96,54,unknown,"May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/59796516-closing-the-writing-gap
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weekend Cook: Good Food for Real Life,"Hartnett, Angela",1472975014,9781472975010,1472975014,288        pp,3.31,35,unknown,"Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59808541-the-weekend-cook
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Are We Now? Stories of Modern England,"Cowley, Jason",1529017785,9781529017786,1529017785,304        pp,3.75,117,unknown,"Mar 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59704866-who-are-we-now-stories-of-modern-england
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1989        (Allie Burns #2),"McDermid, Val",0751583103,9780751583106,0751583103,416        pp,3.88,"5,004","Aug 18, 2022","Aug 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59718649-1989
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quilt on Fire,"Watson, Christie*",1784744042,9781784744045,1784744042,0        pp,3.71,153,unknown,"Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59517356-quilt-on-fire
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Stories,"Page, Sally",0008453519,9780008453510,0008453519,384        pp,4.10,"40,394","Feb 28, 2022","Mar 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/59574736-the-keeper-of-stories
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",0008283397,9780008283391,0008283397,438        pp,4.17,"66,131","Jun 01, 2021","Feb 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/59454274-still-life
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amy and Lan,"Sadie, Jones",1784744816,9781784744816,1784744816,312        pp,3.81,936,"Jul 07, 2022","Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59238560-amy-and-lan
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,"Magness, Steve*",006309861X,9780063098619,006309861X,320        pp,3.87,"5,126",unknown,"Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59088361-do-hard-things
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Common Decency,"Dickey, Susannah*",085752688X,9780857526885,085752688X,320        pp,3.31,"1,164","Jul 21, 2022","Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59238525-common-decency
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chums: How A Tiny Caste of Oxford Tories Took Over The UK,"Kuper, Simon",1788167384,9781788167383,1788167384,240        pp,3.99,"2,305","Apr 28, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58993078-chums
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regenesis,"Monbiot, George",024144764X,9780241447642,024144764X,339        pp,4.41,"2,275","Aug 02, 2022","May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/59010644-regenesis
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Path through the Jungle: Psychological Health and Wellbeing Programme to Develop Robustness and Resilience,"Peters, Steve",1998991105,9781998991105,1998991105,0        pp,4.25,277,unknown,"Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58952341-a-path-through-the-jungle
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bullet That Missed        (Thursday Murder Club, #3)","Osman, Richard",0241512425,9780241512425,0241512425,413        pp,4.39,"165,303","Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58957615-the-bullet-that-missed
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meredith, Alone","Alexander, Claire",0241542405,9780241542408,0241542405,400        pp,4.05,"10,857","Nov 01, 2022","Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58949844-meredith-alone
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,"Brown, Brené*",1785043773,9781785043772,1785043773,336        pp,4.32,"75,762","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58871468-atlas-of-the-heart
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Kill Your Family,"Mackie, Bella",0008365946,9780008365943,0008365946,368        pp,3.55,"125,564","Jun 10, 2021","Apr 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58862845-how-to-kill-your-family
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Don't Take Requests,"Marnach, Tony",1529389445,9781529389449,1529389445,272        pp,4.34,785,unknown,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58859783-i-don-t-take-requests
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man Who Died Twice        (Thursday Murder Club, #2)","Osman, Richard",0241988241,9780241988244,0241988241,420        pp,4.38,"222,350","Sep 16, 2021","May 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58757664-the-man-who-died-twice
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Can’t We Just Print More Money? Economics in Ten Simple Questions,"Patel, Rupal",1847943381,9781847943385,1847943381,304        pp,4.04,880,unknown,"May 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58796370-can-t-we-just-print-more-money-economics-in-ten-simple-questions
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",0857528122,9780857528124,0857528122,390        pp,4.30,"1,230,613","Mar 31, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58556596-lessons-in-chemistry
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Get Changed: Finding The New You Through Fashion,"Farmer, Kat",1784727784,9781784727789,1784727784,256        pp,3.85,73,unknown,"Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58606575-get-changed
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recovery: The Lost Art of Convalescence,"Francis, Gavin",1800810482,9781800810488,1800810482,144        pp,4.08,"1,031",unknown,"Jan 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58547117-recovery
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes from a Small Kitchen Island,"Robertson, Debora",0241504678,9780241504673,0241504678,288        pp,4.32,47,unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58556595-notes-from-a-small-kitchen-island
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Thousand Weeks: Time Management for Mortals,"Burkeman, Oliver",1784704008,9781784704001,1784704008,288        pp,4.22,"79,451","Aug 10, 2021","Apr 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unlike most time management books that try to teach you how to do everything on your to-do list, this book ends on how to do nothing — if you choose tUnlike most time management books that try to teach you how to do everything on your to-do list, this book ends on how to do nothing — if you choose to. That’s an alien and horrifying concept in this age. But it is important to pause and think what’s worth doing and what should be relinquished. Reading this book helps. It helps a lot. ...more",Notes are private!,0,0,2,"Jan 14, 2023not set","Jan 18, 2023not set","Aug 28, 2022",,Paperback,view (with text),/book/show/58261060-four-thousand-weeks
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femina,"Ramírez, Janina",0753558254,9780753558256,0753558254,464        pp,4.10,"3,847","Jul 21, 2022","Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58468792-femina
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Petal of the Sea,"Allende, Isabel*",1526615940,9781526615947,1526615940,336        pp,4.06,"97,178","May 21, 2019","Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58143210-a-long-petal-of-the-sea
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Talk,"Huston, Therese*",1847943500,9781847943507,1847943500,0        pp,4.30,304,unknown,"Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58157291-let-s-talk
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1529113229,9781529113228,1529113229,422        pp,4.03,"141,155","Mar 31, 2020","Jan 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58106898-the-dictionary-of-lost-words
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations on Love,"Natasha, Lunn",0241448743,9780241448748,0241448743,298        pp,4.26,"25,907","Jul 08, 2021","Jan 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/58021089-conversations-on-love
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Money Men: A Hot Startup, A Billion Dollar Fraud, A Fight for the Truth","McCrum, Dan",178763504X,9781787635043,178763504X,352        pp,4.07,"2,060","Jun 16, 2022","Jun 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/57951413-money-men
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Has Nobody Told Me This Before?,"Smith, Julie",0241529719,9780241529713,0241529719,320        pp,3.89,"28,591","Jan 06, 2022","Jan 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/58014670-why-has-nobody-told-me-this-before
