,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lotterys More or Less,"Donoghue, Emma*",1338207539,9781338207538,1338207539,304        pp,3.61,391,"Sep 25, 2018","Oct 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy blended family! There are a lot of characters ( a list would be handy) and there is a lot of holiday time activity. I enjoyed trying to keep tracHoly blended family! There are a lot of characters ( a list would be handy) and there is a lot of holiday time activity. I enjoyed trying to keep track! I thought the names for places in the home were clever, too. In fact, I think a map of the house in the sleeve of the book would be cool! Examples: Artic and Sock Heaven. My favorite quotes:Welcome is the best dish on the table. (dedication)The climate is what we expect; The weather is what we get. (p.271)Not to be disturbed by disturbances or distracted by distractions. (p. 83) ...more",Notes are private!,0,0,1,not set,"Dec 25, 2023","Dec 31, 2023",,Hardcover,view (with text),/book/show/37825421-the-lotterys-more-or-less
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea in Winter,"Day, Christine*",0062872044,9780062872043,0062872044,272        pp,3.98,"2,479","Jan 05, 2021","Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this middle school offering. All of the characters were so caring and generous of heart. The book I happened to read was published in large prI loved this middle school offering. All of the characters were so caring and generous of heart. The book I happened to read was published in large print (wonderful!). The dedication reads: ""To anyone who needs a reminder that pain is temporary."" Such a good lesson in how sometimes you will have to change your path...things just aren't working out. I like how the protagonist, Maisie, gets help from a good counselor and is also helped through writing. #weneeddiversebooks...more",Notes are private!,0,0,1,not set,"Dec 31, 2023","Dec 31, 2023",,Hardcover,view (with text),/book/show/53018234-the-sea-in-winter
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Popper's Penguins,"Atwater, Richard",,,,139        pp,3.97,"72,891",1938,"Nov 02, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one was for Timmins book club. This was a recommended read aloud when I was a teacher and I never got around to reading it. It is very silly and This one was for Timmins book club. This was a recommended read aloud when I was a teacher and I never got around to reading it. It is very silly and nonsensical but I can certainly see how one could teach an accompanying unit on penguins alongside it. Also, the names of the penguins themselves could lead to further research. There is a part two to this book that I may try. Meanwhile, my sisters and I are going to check out the movie with Jim Carrey.I learned a new word, rotogravure....more",Notes are private!,0,0,1,not set,"Dec 18, 2023","Dec 31, 2023",,Paperback,view (with text),/book/show/61549.Mr_Popper_s_Penguins
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",0062667637,9780062667632,0062667637,241        pp,3.17,"148,519","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An apocalyptic story about how the wealthy will fare no better than anyone else if such a dreaded thing happens. I liked the concluding thoughts that An apocalyptic story about how the wealthy will fare no better than anyone else if such a dreaded thing happens. I liked the concluding thoughts that life is life...challenging things happen...we address them...and then we move on to the next challenging thing. It is a basic conclusion but it is the truth. And the people we think will save us may not be the ones. In this case, the character of Dan was so interesting. He did not want to go out there and problem solve. He preferred to hide out. Intriguing reaction. ...more",Notes are private!,0,0,1,not set,"Dec 31, 2023","Dec 31, 2023",,Hardcover,view (with text),/book/show/50358031-leave-the-world-behind
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con Pollo: A Bilingual Playtime Adventure,"Fallon, Jimmy",1250830419,9781250830418,1250830419,48        pp,3.79,377,"Oct 11, 2022","Oct 11, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Celebrity books are hit or miss. But Jimmy Fallon always does a good job. This delightful story introduces kids to some Spanish words. Sweet.,Notes are private!,0,0,1,not set,"Dec 31, 2023","Dec 31, 2023",,Hardcover,view (with text),/book/show/60388016-con-pollo
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Twelve Books of Christmas        (Bibliophile Mystery, #17)","Carlisle, Kate*",0593637690,9780593637692,B0BRM5F11S,336        pp,3.91,"1,726","Oct 24, 2023","Oct 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this book, I did not care about either murder and I did not care about the missing books or why they were missing. Rather, I was caught up in the aIn this book, I did not care about either murder and I did not care about the missing books or why they were missing. Rather, I was caught up in the ambience and setting of the book which I loved. I loved the Scottish castle. I loved Mrs B and Tamara who have such good skills at making the guests welcome. I want them in my life, haha! I was interested in the customs of Hogmanay and First Footing. I was tickled that the bride and groom had LOVE SHACK for their song. So did I, in 1990! All of the clever ways to celebrate Christmas are things I took note of...red and green peppers in the scrambled eggs, red and green salsa with tortilla chips, fruits and veggies arranged as a Christmas tree (Alternate rows featured grapes and cantaloupe bits and chunks of cheddar cheese. Cherry tomatoes acted as ornaments on each end, and carrot sticks were bunched together to make the tree stand. A large piece of cauliflower was cut in the shape of a star and perched on top. It was delightful. p. 130), SWEET Christmas trees : Puff pastry where the wiggly tree part is smothered in cinnamon sugar and a hard chocolate square worked as a tree stand (p. 44), SAVORY Christmas trees: Goat cheese, sun-dried tomato pesto, garlic and oregano (p.45). I am inspired to make the season cozy and tasty!...more",Notes are private!,0,0,1,not set,"Dec 26, 2023","Dec 26, 2023",,ebook,view (with text),/book/show/75571237-the-twelve-books-of-christmas
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bear's First Christmas,"Kinerk, Robert",068986972X,9780689869723,068986972X,32        pp,4.07,419,"Oct 02, 2007","Oct 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy cow! What a fabulous find for solstice and this time of year. I love the adoration of nature in this book and I love the emphasis on LIGHT. The lHoly cow! What a fabulous find for solstice and this time of year. I love the adoration of nature in this book and I love the emphasis on LIGHT. The line, ""the light never ends"" is a great reminder that we can rely on the sun! It returns daily! That is truly miraculous!...more",Notes are private!,0,1,1,not set,"Dec 20, 2023","Dec 20, 2023",,Hardcover,view (with text),/book/show/2125423.Bear_s_First_Christmas
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Miss Spider: A Christmas Wish,"Kirk, David",0439314631,9780439314633,0439314631,32        pp,3.75,143,2001,"Nov 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A favorite Christmas tale about a homeless rescue. I love the final page, ""Together they found All the joy Christmas brings--with the love of glad heaA favorite Christmas tale about a homeless rescue. I love the final page, ""Together they found All the joy Christmas brings--with the love of glad hearts beneath sheltering wings.""...more",Notes are private!,0,1,1,not set,"Dec 20, 2023","Dec 20, 2023",,Hardcover,view (with text),/book/show/1194665.Little_Miss_Spider
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carina Felina,"Deedy, Carmen Agra",1338749161,9781338749168,1338749161,48        pp,3.69,133,unknown,"Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A hilarious rollicking tale about Carina Felina who is quite full of herself. She learns her lesson, at the end, after eating up so many creatures. HoA hilarious rollicking tale about Carina Felina who is quite full of herself. She learns her lesson, at the end, after eating up so many creatures. How they get out of her is a hoot. The reader learns a few Spanish words along the way. For lovers of THE GINGERBREAD MAN. ...more",Notes are private!,0,0,1,not set,"Dec 18, 2023","Dec 18, 2023",,Hardcover,view (with text),/book/show/60758262-carina-felina
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Treasure of the Loch Ness Monster,"Don, Lari*",1782504850,9781782504856,1782504850,32        pp,3.79,62,unknown,"Sep 11, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A stunning book that gives insight into the folklore of Scotland. I loved it! Thanks to Christina Timmins for giving it to me.,Notes are private!,0,0,1,not set,"Dec 18, 2023","Dec 18, 2023",,Hardcover,view (with text),/book/show/40011241-the-treasure-of-the-loch-ness-monster
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Authenticity Project,"Pooley, Clare*",1984878638,9781984878632,1984878638,400        pp,3.94,"79,031","Feb 04, 2020","Dec 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book! Thanks to Kim Leisgang for letting me know about it. It reminded me of other English books such as THE READING LIST and almost anytI loved this book! Thanks to Kim Leisgang for letting me know about it. It reminded me of other English books such as THE READING LIST and almost anything by Jojo Moyes. The book is fictional. It embraces multigenerational friendships and how being truthful will set you free. Julian is an elderly artist who is the impetus behind a notebook called THE AUTHENTICITY PROJECT. As the book lands in people's lives, they are willing to write down their truths in the book. Julian actually gets a new lease on life because the woman who finds the book (Monica) finds a way to have Julian teach art lessons in her restaurant. The chain continues with the remaining characters of the book. Then we return full circle to Julian who has closure because of the relationships he has created. Favorite quote from Mrs. Wu who I adored--she also grows in this book:""Tai chi is about the balance of yin and yang. If you use hardness to resist force, then both sides will break. Tai chi meets hardness with softness, so incoming force exhausts itself. It is philosophy for life, also.""...more",Notes are private!,0,1,1,not set,"Dec 17, 2023","Dec 17, 2023",,Paperback,view (with text),/book/show/55789067-the-authenticity-project
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,051","Sep 21, 1962","Oct 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this book because it was mentioned in HOW CAN I HELP YOU? I liked the parts where the sisters were getting along and enjoying basic domeI listened to this book because it was mentioned in HOW CAN I HELP YOU? I liked the parts where the sisters were getting along and enjoying basic domestic life. I also liked the imagery of ""being on the moon""...as in that would be a safe place to be. I really liked Merricat's use of sympathetic magic to protect the house, initially.  I was weirded out by Merricat's forcefulness when she spoke about wanting to kill people. The poisoning which happened within the family was startling. Merricat and Constance and Uncle Julian (the survivors) are living together although Julian is old and ailing. A cousin, Charlie, shows up but then a fire takes down the house. The neighbors vandalize the home after the fire. This was terrifying. There is definitely a rift between the family and the others in the village. There is some redemption when the neighbors start dropping off food for Constance and Merricat.From Wikipedia: The town is ""pretty recognizable as North Bennington, Vermont"" where Jackson and her husband, Bennington professor Stanley Edgar Hymen, encountered strong ""reflexive anti-Semitism and anti-intellectualism."" ...more",Notes are private!,0,0,1,not set,"Dec 15, 2023","Dec 17, 2023",,Paperback,view (with text),/book/show/89724.We_Have_Always_Lived_in_the_Castle
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christmas Cricket,"Bunting, Eve",0618065547,9780618065547,0618065547,32        pp,3.41,181,"Oct 21, 2002","Oct 21, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cricket brings his joyful noise to the place he has hidden himself in in a Christmas tree.  I have always been amazed by the body of work that Eve BunCricket brings his joyful noise to the place he has hidden himself in in a Christmas tree.  I have always been amazed by the body of work that Eve Bunting has contributed to children's literature. This Irish woman who transplanted to California and became an author passed away on October 1, 2023 at the age of 94. My top two favorites by her are THE WEDNESDAY SURPRISE and HAPPY BIRTHDAY, DEAR DUCK. We miss you Eve Bunting. Thanks for all of your stories.There are several key factors to her writing that I see: *compassion *humor *a reverence for the ordinary moments *respect for nature *the willingness to tackle very tough subjects *offering solutions *everything presents a story!*Eve was assigned a different illustrator for each of her books. Miraculously, each match fits perfectly. ...more",Notes are private!,0,1,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view (with text),/book/show/2217826.Christmas_Cricket
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sing a Song of Piglets: A Calendar in Verse,"Bunting, Eve",0618011374,9780618011377,0618011374,32        pp,3.78,86,"Sep 23, 2002","Sep 23, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautiful tribute to the pleasures of each month in the year. Example: August, ""Sing a song of reading, lying in the shade. Chapter Three, yThis is a beautiful tribute to the pleasures of each month in the year. Example: August, ""Sing a song of reading, lying in the shade. Chapter Three, you read to me! And pass the lemonade.""I have always been amazed by the body of work that Eve Bunting has contributed to children's literature. This Irish woman who transplanted to California and became an author passed away on October 1, 2023 at the age of 94. My top two favorites by her are THE WEDNESDAY SURPRISE and HAPPY BIRTHDAY, DEAR DUCK. We miss you Eve Bunting. Thanks for all of your stories.There are several key factors to her writing that I see: *compassion *humor *a reverence for the ordinary moments *respect for nature *the willingness to tackle very tough subjects *offering solutions *everything presents a story!*Eve was assigned a different illustrator for each of her books. Miraculously, each match fits perfectly. ...more",Notes are private!,0,0,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view (with text),/book/show/399161.Sing_a_Song_of_Piglets
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tweak Tweak,"Bunting, Eve",0618998519,9780618998517,0618998519,40        pp,3.79,552,"May 23, 2011","May 23, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elephant and her baby take a stroll. Baby is very curious. The summary statement is sweet, ""A little elephant can walk through the jungle and across tElephant and her baby take a stroll. Baby is very curious. The summary statement is sweet, ""A little elephant can walk through the jungle and across the grasslands holding her mother's tail. She can ask questions and learn. She can grow to be a big, strong, smart, beautiful elephant."" I have always been amazed by the body of work that Eve Bunting has contributed to children's literature. This Irish woman who transplanted to California and became an author passed away on October 1, 2023 at the age of 94. My top two favorites by her are THE WEDNESDAY SURPRISE and HAPPY BIRTHDAY, DEAR DUCK. We miss you Eve Bunting. Thanks for all of your stories.There are several key factors to her writing that I see: *compassion *humor *a reverence for the ordinary moments *respect for nature *the willingness to tackle very tough subjects *offering solutions *everything presents a story!*Eve was assigned a different illustrator for each of her books. Miraculously, each match fits perfectly. ...more",Notes are private!,0,0,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view (with text),/book/show/9483194-tweak-tweak
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yard Sale,"Bunting, Eve",0763665428,9780763665425,0763665428,32        pp,3.96,"1,423","Apr 14, 2015","Apr 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is sad when a family is undergoing a forced downsizing. But this book points out that a home is not about the stuff. The home is about the people  It is sad when a family is undergoing a forced downsizing. But this book points out that a home is not about the stuff. The home is about the people in it. I have always been amazed by the body of work that Eve Bunting has contributed to children's literature. This Irish woman who transplanted to California and became an author passed away on October 1, 2023 at the age of 94. My top two favorites by her are THE WEDNESDAY SURPRISE and HAPPY BIRTHDAY, DEAR DUCK. We miss you Eve Bunting. Thanks for all of your stories.There are several key factors to her writing that I see: *compassion *humor *a reverence for the ordinary moments *respect for nature *the willingness to tackle very tough subjects *offering solutions *everything presents a story!*Eve was assigned a different illustrator for each of her books. Miraculously, each match fits perfectly. ...more",Notes are private!,0,0,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view (with text),/book/show/22747809-yard-sale
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory String,"Bunting, Eve",0395861462,9780395861462,0395861462,40        pp,4.29,741,"Aug 21, 2000","Aug 21, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The tension between a young girl and her stepmother dissipates when her stepmother is respectful of her memory string.  I have always been amazed by tThe tension between a young girl and her stepmother dissipates when her stepmother is respectful of her memory string.  I have always been amazed by the body of work that Eve Bunting has contributed to children's literature. This Irish woman who transplanted to California and became an author passed away on October 1, 2023 at the age of 94. My top two favorites by her are THE WEDNESDAY SURPRISE and HAPPY BIRTHDAY, DEAR DUCK. We miss you Eve Bunting. Thanks for all of your stories.There are several key factors to her writing that I see: *compassion *humor *a reverence for the ordinary moments *respect for nature *the willingness to tackle very tough subjects *offering solutions *everything presents a story!*Eve was assigned a different illustrator for each of her books. Miraculously, each match fits perfectly. ...more",Notes are private!,0,0,1,not set,"Dec 14, 2023","Dec 14, 2023",,Hardcover,view (with text),/book/show/344720.The_Memory_String
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Us Is Dead,"Rose, Jeneva*",,9798200706846,B09BDRZR42,272        pp,3.82,"74,087","Apr 26, 2022","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of despicable people in suburbia do most of their interacting at GLOW, a salon. They have cash to burn so the women spend the majority of it on aLots of despicable people in suburbia do most of their interacting at GLOW, a salon. They have cash to burn so the women spend the majority of it on alcohol and beauty treatments. The shock of what their husbands are truly up to was something I did not see coming. Waiting to know the murder victims until almost the end gave me plenty of time for guessing. I was right about one of them. Who performed the murders? I had not a clue so enjoyed the reveal at the end. Super short chapters named for the female characters made for a nice quick read. The author has local connections....more",Notes are private!,0,1,1,not set,"Dec 08, 2023","Dec 08, 2023",,Hardcover,view (with text),/book/show/58482479-one-of-us-is-dead
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wager: A Tale of Shipwreck, Mutiny and Murder","Grann, David*",0385534264,9780385534260,0385534264,354        pp,4.21,"96,497","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Hardcover,view,/book/show/61714633-the-wager
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Henry: The Fonz . . . and Beyond,"Winkler, Henry",1250888093,9781250888099,1250888093,256        pp,4.18,"13,740","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Hardcover,view,/book/show/65215014-being-henry
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"34,002","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Hardcover,view,/book/show/61358638-poverty-by-america
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Santa Bruce,"Higgins, Ryan T.*",1484782909,9781484782903,1484782909,40        pp,4.23,"1,656","Sep 04, 2018","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bruce is a grumpy bear with a kind heart. Like a patron said, yesterday, “We all know Bruces in our lives!”In the first Bruce book there is a case of Bruce is a grumpy bear with a kind heart. Like a patron said, yesterday, “We all know Bruces in our lives!”In the first Bruce book there is a case of mistaken identity when four darling goslings hatch out of their shells and attach to Bruce who they think is their mother! I am enjoying SO MUCH reading these books for read alouds with small children but ADULTS love them to.The case of mistaken identity in this one, of course, is that the animals of the forest want Bruce to be Santa. He is very reluctant and that is what makes the book hilarious! His last line is: “I’m sleeping through next Christmas.” ...more",Notes are private!,0,1,1,not set,"Dec 05, 2023","Dec 07, 2023",,Hardcover,view (with text),/book/show/37955005-santa-bruce
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Bridge,"Shipman, Viola*",1525804863,9781525804861,1525804863,368        pp,4.03,"2,902",unknown,"Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was highly anticipated this season (and received a lot of BUZZ particularly on Goodreads) and it is a good one. Set in Frankenmuth, MichiganThis book was highly anticipated this season (and received a lot of BUZZ particularly on Goodreads) and it is a good one. Set in Frankenmuth, Michigan, “Little Bavaria”, which is a real place BTW! The young woman comes home from a high paying cutthroat job to her small town which embraces Christmas and where her parents run a Christmas shop. She is there to convince them to sell it (for her boss) and is reunited with her high school sweetheart. Interestingly, the protagonist is 52. Also, Viola Shipman is the pen name of Wade Rouse. Very good sweet messages even though you definitely know the endings from the beginning. ...more",Notes are private!,0,1,1,not set,"Nov 20, 2023","Dec 07, 2023",,Paperback,view (with text),/book/show/75339195-the-wishing-bridge
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Dickens and His Carol,"Silva, Samantha*",1250154049,9781250154040,1250154049,271        pp,3.78,"17,262","Oct 31, 2017","Oct 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The author decided to write a novel to pay tribute to Dickens but also freely admits that she took lots of liberties. It is true that Dickens was a suThe author decided to write a novel to pay tribute to Dickens but also freely admits that she took lots of liberties. It is true that Dickens was a super star of his day and yet was destitute because so many people asked him for money. In this story, he is desperate to write a really good Christmas book to please his publishers and make profits. He is on a very tight deadline. His wife takes the children to Scotland and he meets a woman named Eleanor. Her and her son inspire him with his ideas for A Christmas Carol. There is a huge surprise in the final third of the book which I will not spoil. I will admit, this book was a slow start for me but I enjoyed it each page that I got further into it. ...more",Notes are private!,0,0,1,not set,"Nov 26, 2023","Dec 07, 2023",,Hardcover,view (with text),/book/show/34275234-mr-dickens-and-his-carol
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anything Is Possible,"Belloni, Giulia",1926973917,9781926973913,1926973917,32        pp,3.45,290,2011,"Aug 13, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A picture book that defies everything…I love it. A sheep and a wolf being friends? A sheep and a wolf who work together to build three prototypes for A picture book that defies everything…I love it. A sheep and a wolf being friends? A sheep and a wolf who work together to build three prototypes for flying? On the third try, a flying dragon that works? Yes to all!!!!!!!!!!!!!!!!!!...more",Notes are private!,0,1,1,not set,"Dec 03, 2023","Dec 03, 2023",,Hardcover,view (with text),/book/show/17214312-anything-is-possible
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Elephant,"Langsdorf, Julie*",0062857754,9780062857750,0062857754,320        pp,3.20,"2,194","Mar 26, 2019","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Primarily focuses on three middle-aged couples--their challenges and their dreams. I liked that the author gave us insights into the six individuals--Primarily focuses on three middle-aged couples--their challenges and their dreams. I liked that the author gave us insights into the six individuals--what they were grappling with. The plot is about perceived societal expectations and personal expectations. The same applies to the youth in the book. We watch as they are wrestling with school and friendship in a reflection of the struggles of the adults. The storyline portrays the overlapping that happens in a community but also the nostalgia experienced by the people who grew up in it. There is a sense of peace at the end of the book but we know that will only last so long!...more,Notes are private!,0,0,1,not set,"Dec 03, 2023","Dec 03, 2023",,Hardcover,view (with text),/book/show/40390760-white-elephant
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Can I Help You,"Sims, Laura*",059354370X,9780593543702,,256        pp,3.44,"9,738","Jul 18, 2023","Jul 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yowzer! Nasty! Macabre! Set in a library. Fast read. The two protagonists Margot (Jane) and Patricia are two sickies. Margot is a former nurse serial Yowzer! Nasty! Macabre! Set in a library. Fast read. The two protagonists Margot (Jane) and Patricia are two sickies. Margot is a former nurse serial killer (Yuck!) now beginning a new life with a new identity and working at a public library. She doesn't read (haha) but convinces herself to read Shirley Jackson's WE HAVE ALWAYS LIVED IN THE CASTLE when she sees Patricia looking at it. (And, of course, I have to read that now, too.) Patricia is a reference librarian, fresh out of school, who really only wants to write a bestseller. Patricia finds out Margot's true identity and uses her AS HER MUSE. (Yuck!) Comparisons to author Shirley Jackson are justified by the climax of the story. So weird but a solid read. The reference questions are hilarious and what really happens sometimes! Did not even known about this book until Cindy pointed it out. Thanks! Had to do some research on JOLLY JANE who was the impetus for the book. From the NEW ENGLAND HISTORICAL SOCIETY: ""Today, psychiatrists say she was one of the most unusual serial killers in history. Like many serial killers, she had an unstable childhood. Unlike most female serial killers, she did it for the sexual thrill.As her victims lay dying, she got a powerful erotic charge from holding and caressing them."" Written by a public librarian, congrats to her!...more",Notes are private!,0,1,1,not set,"Nov 11, 2023","Nov 11, 2023",,Hardcover,view (with text),/book/show/60392079-how-can-i-help-you
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder Under a Red Moon        (Kaveri and Ramu, #2)","Nagendra, Harini*",1408715236,9781408715239,1408715236,416        pp,3.86,"1,837","Mar 28, 2023","Mar 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good! I continue to love the character of Kaveri. And somehow I missed this in the first book but she is only 19 years old!! How she uses math prVery good! I continue to love the character of Kaveri. And somehow I missed this in the first book but she is only 19 years old!! How she uses math problems to ""clear her mind"" is charming! The Swami is smarmy and Kaveri picks up on this immediately. I loved how Kaveri is trying so hard to get closer to her mother-in-law (Bhargavi) and lo and behold her mother-in-law is beginning to respect Kaveri's detective work. I love the introduction of Putta, the dog, as an example of accepting a new idea into one's life. We continually visit the difference between the impoverished and the wealthy in this book. The scene where the street urchins are paid to gather rats (as a fight against cholera) is very vivid to me. The scene where Kateri loses control of her sabotaged car was super frightening! The author brings in historical notes such as India's pending fight for independence from Britain. (This is set in 1920s Bangalore.) She also draws the pictures of so many women and their struggles but also their solidarity. This feminist enjoys how easily she does that! We also learn about the scourge of cocaine. Whatever Kaveri is working on, she is always wearing a sari!My favorite quote was on p. 238: ""I was thinking of the night I saw the blood moon in the sky, the day Mr. Sharma died. Your mother and so many others believe that the eclipse takes place when the demon Rahu swallows the moon. And yet our own mathematicians like Aryabhata showed how eclipses occur using principles of geometry 1500 years ago. We all see the same eclipse, but deduce different stories to explain how it happens. What are the truths we miss when we see a murder, and try to judge who is responsible?""...more",Notes are private!,0,0,1,not set,"Nov 10, 2023","Nov 10, 2023",,Paperback,view (with text),/book/show/60760944-murder-under-a-red-moon
