,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Петър's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Последните деца на Земята и чудовищното измерение        (Последните деца на Земята, #9)","Brallier, Max*",6197733218,9786197733211,6197733218,288        pp,4.40,247,"Nov 07, 2023",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209764300
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Квантово радио,"Riddle, A.G.*",6191933649,9786191933648,6191933649,545        pp,4.14,"11,982","Mar 02, 2023",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209764177
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Конкурс за милион крони,"Kolerud, Arnfinn",6192351430,9786192351434,6192351430,206        pp,3.17,122,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209764083
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Когато ги няма,"Stevens, Hannah",619721721X,9786197217216,619721721X,158        pp,5.00,4,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209764018
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Булевард Реформа,"Poniatowska, Elena",6197609134,9786197609134,6197609134,140        pp,3.44,742,Jun 1996,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/209763982
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Колелото на вечността        (МеждуСвят 3),"Gaiman, Neil*",6197733145,9786197733143,6197733145,240        pp,3.73,"3,441","May 01, 2015",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/209507192
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Последни поръчки,"Swift, Graham",6192650500,9786192650506,6192650500,376        pp,3.67,"14,150","Jan 29, 1996",Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Paperback,view,/book/show/209143344
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Където гората среща звездите,"Vanderah, Glendy",6190113680,9786190113683,6190113680,320        pp,4.14,"191,803","Mar 01, 2019","Apr 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Paperback,view,/book/show/209702616
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,За разлика от слоновете,"Leupold, Dagmar",9548692945,9789548692946,9548692945,238        pp,3.53,89,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/209620466
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Боксьорът от Нова махала,"Плавевски, Владимир",6191613296,9786191613298,6191613296,264        pp,5.00,1,unknown,Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/209443045
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Краят на играта,"Beckett, Samuel",,9786191781096,,108        pp,3.80,"21,882","Apr 01, 1957",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2024",,Paperback,view,/book/show/56061381
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приказки на пишеща машина,"Rodari, Gianni",9542832699,9789542832690,9542832699,272        pp,3.89,358,1973,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Hardcover,view,/book/show/209600828
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ръкописът от Биркенау,"Rodrigues dos Santos, José",9542623380,9789542623380,9542623380,344        pp,4.35,"1,046",unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/208884387
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Да спиш в море от звезди        (Fractalverse, #1)","Paolini, Christopher*",6191933665,9786191933662,6191933665,"1,200        pp",3.79,"58,324","Sep 15, 2020","Jan 17, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Hardcover,view,/book/show/202245295
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Личният живот на Ричард I Лъвското сърце,"Ботев, Ростислав",,9789545156212,,240        pp,0.00,0,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/209404143-i
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Личният живот на Лоренцо де Медичи,"Ботев, Ростислав",,9789545156151,,224        pp,4.00,1,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/209404109
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сънсет Парк,"Auster, Paul",6190213812,9786190213819,6190213812,280        pp,3.59,"14,763","Nov 09, 2010","Feb 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/208504734
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Под нулата,"Koepp, David",6197736861,9786197736861,6197736861,332        pp,3.70,"12,064","Sep 03, 2019",Mar 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 29, 2024",,Paperback,view,/book/show/209304798
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Възход и падение в живота на Тули Зилберберг,"Rachman, Tom*",6192650497,9786192650490,6192650497,488        pp,3.65,"7,563",2014,Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Paperback,view,/book/show/209264517
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Хората, които сеят в снега","Harnesk, Tina",9542846096,9789542846093,9542846096,360        pp,3.92,"1,187","Sep 21, 2022","Feb 10, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2024",,Paperback,view,/book/show/207599093
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Крадецът на изкуство: Истинска история за любов, престъпления и една опасна страст","Finkel, Michael*",6197670429,9786197670424,6197670429,240        pp,3.99,"26,304","Jun 22, 2023","Feb 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2024",,Paperback,view,/book/show/209201650
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Непозната форма на живот,"Răsuceanu, Andreea*",619767453X,9786197674538,619767453X,300        pp,3.74,116,Oct 2018,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Paperback,view,/book/show/209142803
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тони и Гари обикалят света,"Siromahov, Ivo*",9542846126,9789542846123,9542846126,152        pp,3.00,2,"Feb 23, 2024","Feb 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2024",,Paperback,view,/book/show/208037395
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Хвърчилото,"Colombani, Laetitia",6192432945,9786192432942,6192432945,184        pp,3.99,"4,404","Jun 09, 2021",Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2024",,Paperback,view,/book/show/208681209
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Призрачна екскурзия        (Дневникът на вещицата по неволя, 3)","Cargill, Perdita*",6192660298,9786192660291,6192660298,224        pp,4.31,13,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Paperback,view,/book/show/209069217
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Нощта е майка на деня. И ни дай сенките. Анданте,"Norén, Lars",6190213731,9786190213734,6190213731,432        pp,0.00,0,unknown,"Feb 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Paperback,view,/book/show/209069162
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Преодоляване на Карпатите,"Цветков, Георги",,9786197736854,,212        pp,0.00,0,unknown,Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2024",,Paperback,view,/book/show/209057645
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Рудниците на цар Соломон,"Haggard, H. Rider",6197714078,9786197714074,6197714078,196        pp,3.79,"49,628",Sep 1885,Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Paperback,view,/book/show/208681561
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Братята рицари,"Haggard, H. Rider",6190113869,9786190113867,6190113869,248        pp,3.95,643,"Oct 02, 1904","Feb 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Paperback,view,/book/show/208680974
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Картографите,"Merchant, Tamzin",6199251733,9786199251737,6199251733,400        pp,4.30,"1,007","Feb 17, 2022","Feb 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Paperback,view,/book/show/208812553
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сантиментална прелюдия,"Holban, Anton",619235135X,9786192351359,619235135X,300        pp,4.75,4,2017,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2024",,Paperback,view,/book/show/209036204
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тъжният гост,"Nawrat, Matthias",6190213693,9786190213697,6190213693,328        pp,3.18,55,2019,"Jan 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2024",,Paperback,view,/book/show/208848292
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,На запад с жирафите,"Rutledge, Lynda*",6197670402,9786197670400,6197670402,352        pp,4.37,"128,546","Feb 01, 2021",Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Paperback,view,/book/show/207867177
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ния и таласъмското съкровище,"Фламбурари, Весела",6199195612,9786199195611,6199195612,64        pp,4.00,1,unknown,2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Малкият голям свят на чудесата(Цялото ревю е тук: https://knijenpetar.wordpress.com/202...)Разбираш ли веднага, че се намираш в приказка? За чудесата Малкият голям свят на чудесата(Цялото ревю е тук: https://knijenpetar.wordpress.com/202...)Разбираш ли веднага, че се намираш в приказка? За чудесата не е нужна магия, както се казва в тази книга. Понякога ти позволяват само три на месец, затова трябва да се справяш по друг начин с проблемите. И да бъдеш смел, естествено. Весела Фламбурари отново кани любителите на чудеса в една истинска приказка, в която мащабите не са пречка за приключения, но пък помагат да видиш света по необикновен начин. „Ния и таласъмското съкровище“ („Българска илюстрация“, 2022) е едновременно приказна по класически и модерна като печатарска преса, от която излизат омагьосани таласъмски чекове. Точно в тази история нещата са заплетени по такъв начин, че да не усетиш как подреденият живот отскача от релсите си и се бухва право в гъсталака на приключенията. А ако кажеш, че не си готов, може да получиш само отговор като: „Че кой е готов за приключения? Това е приключение, а не работа!“ Освен това те води истинска вълшебница, чиито думи се леят като водопад от сладки мечти. Езикът на Весела Фламбурари е точно такъв.(Продължава в блога: https://knijenpetar.wordpress.com/202...)...more",Notes are private!,0,1,1,"Feb 13, 2024","Feb 14, 2024","Feb 13, 2024",,Hardcover,view (with text),/book/show/208450393
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Проектът Матусал        (Бьорн Белтьо, #10)","Egeland, Tom",6191613245,9786191613243,6191613245,480        pp,3.88,210,unknown,Feb 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/207631402
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мадмоазел Айфел и кулата на любовта,"Villard, Sophie",6197581582,9786197581584,6197581582,344        pp,3.97,37,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/205510498
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Вината, която носим        (Себастиан Бергман #8)","Hjorth, Michael",,,,360        pp,4.03,960,2023,"Nov 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/201902717
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Парфюмеристката от Париж        (The Jaipur Trilogy, #3)","Joshi, Alka*",,9786197639384,,464        pp,4.17,"23,978","Mar 28, 2023","Dec 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/202936304
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Парижкият архитект,"Belfoure, Charles",9547833863,9789547833869,9547833863,432        pp,4.04,"59,439","Oct 01, 2013",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/207574660
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Змийско гнездо,"Verdon, John",6191519885,9786191519880,6191519885,424        pp,3.86,"1,058","Jul 18, 2023",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/207574370
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Призрак в гърлото,"Ghriofa, Doireann Ni",9548692937,9789548692939,9548692937,298        pp,4.04,"8,676","Apr 16, 2020",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/207574258
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Оформландия, или разходка в Зоната","Kamysh, Markiyan",9545534494,9789545534492,9545534494,104        pp,3.29,724,2015,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/207574147
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Корина и Дейвид,"Freund, René",6192620490,9786192620493,6192620490,104        pp,0.00,0,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/207574027
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Анна О,"Blake, Matthew",9543897727,9789543897728,9543897727,384        pp,3.48,"9,233","Jan 02, 2024",2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/204623809
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,До ръба на лудостта,"Bukowski, Charles",6192180946,9786192180942,6192180946,128        pp,4.67,6,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/205187719
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Посветения от Лхаса,"Michie, David*",,,,300        pp,4.37,"1,474","Nov 19, 2009","Feb 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/205510590
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Злато,"Cleave, Chris*",6197674378,9786197674378,6197674378,480        pp,3.71,"16,414","Jan 01, 2012",Jan 2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/205168946
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бронзовата раса,"Arguedas, Alcides",6190113540,9786190113546,6190113540,320        pp,3.49,186,1919,"Jan 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/205425969
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Никога не ме лъжи,"McFadden, Freida*",954284591X,9789542845911,954284591X,264        pp,4.11,"509,972","Sep 19, 2022","Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/205884430
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Харолд и Мод,"Higgins, Colin",6192650462,9786192650469,6192650462,152        pp,4.08,"2,595",1971,"Jan 31, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/206015732
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Нека завали,"Martin, Charles*",6190302572,9786190302575,6190302572,320        pp,4.25,"17,738","May 08, 2018","Feb 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/206352916
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Момчетата Бърджис,"Strout, Elizabeth*",6192650446,9786192650445,6192650446,488        pp,3.62,"64,788","Mar 26, 2013","Feb 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/206741462
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бялата гвардия,"Bulgakov, Mikhail",6197722178,9786197722178,6197722178,480        pp,4.01,"14,631",1924,"Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2024",,Paperback,view,/book/show/206149258
