,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Copenhagen Affair,"Malladi, Amulya*",1503995305,9781503995307,B01EWUBBBU,306        pp,3.64,"1,461","Sep 26, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was like Crazy Rich Asians, Danish style. So if you like rather unlikable characters and a vapid plot with lots of money and fashion and high-endThis was like Crazy Rich Asians, Danish style. So if you like rather unlikable characters and a vapid plot with lots of money and fashion and high-end food and casual infidelity and product placement every other page, you’ll definitely get that. But in between the vapidity are these little gems and insights that continually caught me by surprise. ...more",Notes are private!,0,4,1,"May 17, 2023","May 20, 2023","May 17, 2023",,Kindle Edition,view (with text),/book/show/30742980-the-copenhagen-affair
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of the Tailor and the Three Dead Kings: A medieval ghost story,"Jones, Dan*",1801101302,,B08PL5ZDY4,96        pp,3.47,"1,281",1400,"Oct 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2023","May 17, 2023","May 17, 2023",,Kindle Edition,view,/book/show/57841287-the-tale-of-the-tailor-and-the-three-dead-kings
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",1984881086,9781984881083,B0B6Z3LN2D,384        pp,3.64,"21,117","Apr 18, 2023","Apr 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 16, 2023","May 17, 2023","May 16, 2023",,Kindle Edition,view,/book/show/49419736-saturday-night-at-the-lakeside-supper-club
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"She Who Became the Sun        (The Radiant Emperor, #1)","Parker-Chan, Shelley*",,,B08GZXND63,416        pp,3.87,"69,389","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Kindle Edition,view,/book/show/48727813-she-who-became-the-sun
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christina Queen of Sweden: The Restless Life of a European Eccentric,"Buckley, Veronica",,,B005C90FF4,509        pp,3.46,483,2004,"Jun 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2023",,Kindle Edition,view,/book/show/21151409-christina-queen-of-sweden
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whole World        (Keene and Frohmann, #1)","Winslow, Emily*",,,B01DIV0QB0,297        pp,3.06,367,"May 13, 2010","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 21, 2023","May 11, 2023",,Kindle Edition,view,/book/show/30558022-the-whole-world
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Is Lost        (Arthur Less #2),"Greer, Andrew Sean",0316267961,,B09Q31DMHH,272        pp,3.72,"16,895","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 05, 2023","May 07, 2023","May 05, 2023",,Kindle Edition,view,/book/show/60755034-less-is-lost
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visible City,"Mirvis, Tova*",,,B00E78ID6E,258        pp,3.24,"1,204","Mar 18, 2014","Mar 18, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holy. Shit. I think the last book that resonated this way was Laurie Colwin’s “Family Happiness.” It took a bit to get into it and sort out who was whHoly. Shit. I think the last book that resonated this way was Laurie Colwin’s “Family Happiness.” It took a bit to get into it and sort out who was who, but once I was in, I was IN. So good....more",Notes are private!,0,3,1,"Apr 26, 2023","May 02, 2023","Apr 26, 2023",,Kindle Edition,view (with text),/book/show/20001729-visible-city
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solomon's Crown,"Siegel, Natasha*",0593597842,9780593597842,0593597842,368        pp,3.84,"1,723","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Paperback,view,/book/show/60522607-solomon-s-crown
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,650","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homebodies,"Denton-Hurst, Tembe",0063274280,9780063274280,0063274280,320        pp,3.36,"3,605","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Hardcover,view,/book/show/62558851-homebodies
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juno Loves Legs,"Geary, Karl",1646221141,9781646221141,B0B6ZPVZ6Y,301        pp,4.19,"3,817","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Kindle Edition,view,/book/show/61778428-juno-loves-legs
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild and Wicked Things,"May, Francesca*",0316287393,,B0976XW99T,464        pp,3.42,"6,704","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 23, 2023",May 2023,"Apr 23, 2023",,Kindle Edition,view,/book/show/58818619-wild-and-wicked-things
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Eve,"Clothier, Meg",1472276094,9781472276094,1472276094,353        pp,3.31,817,"Mar 30, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/131756919-the-book-of-eve
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sexuality and Its Impact on History: The British Stripped Bare,"Jones, Hunter S.*",1526714493,9781526714497,1526714493,224        pp,4.21,85,"Mar 30, 2018","Jun 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Paperback,view,/book/show/39283263-sexuality-and-its-impact-on-history
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Rise        (Dark Rise, #1)","Pacat, C.S.*",,,B08RDTKVG6,463        pp,4.16,"23,619","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed that. It was nothing like “Captive Prince” and I say good. I love an author who goes in a different direction.,Notes are private!,0,8,1,"Apr 12, 2023","Apr 17, 2023","Apr 12, 2023",,Kindle Edition,view (with text),/book/show/57383685-dark-rise
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You & Me,"Bauer, Tal*",,,B09WJJB7B7,384        pp,4.49,"14,992","Mar 30, 2022","Mar 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2023","Apr 12, 2023","Apr 11, 2023",,Kindle Edition,view,/book/show/60695252-you-me
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Floriography: An Illustrated Guide to the Victorian Language of Flowers        (Hidden Languages Book 1),"Roux, Jessica",1524866350,9781524866358,B08D3NZ2DL,226        pp,4.54,"2,472","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2023",,Kindle Edition,view,/book/show/54695910-floriography
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powers and Thrones: A New History of the Middle Ages,"Jones, Dan*",1984880888,,B08Y6L23TR,656        pp,4.41,"6,672","Sep 02, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 31, 2023","Apr 11, 2023","Mar 31, 2023",,Kindle Edition,view,/book/show/57699002-powers-and-thrones
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lanny,"Porter, Max",,,B07HF22KD1,157        pp,4.06,"26,666","Mar 05, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 31, 2023","Apr 12, 2023","Mar 31, 2023",,Kindle Edition,view,/book/show/42386633-lanny
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Moon,"Keane, Mary Beth*",1982172606,9781982172602,1982172606,304        pp,3.41,"22,855","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Hardcover,view,/book/show/60913577-the-half-moon
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vagina Obscura: An Anatomical Voyage,"Gross, Rachel E.",,,B098TYRZTL,328        pp,4.42,"3,070","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Kindle Edition,view,/book/show/60189970-vagina-obscura
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Green Desire,"Myrer, Anton",0060934638,9780060934637,0060934638,576        pp,3.77,217,"Feb 17, 1982","Dec 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Paperback,view,/book/show/41473.A_Green_Desire
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kantika,"Graver, Elizabeth*",1250869846,9781250869845,1250869846,304        pp,4.09,"2,988","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Hardcover,view,/book/show/60741785-kantika
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lilith,"Marmery, Nikki*",1639105719,9781639105724,B0BSKH13BB,336        pp,3.60,"2,836","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Paperback,view,/book/show/81069444-lilith
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice Zero        (Alice Pandemic Book 0),"Pantalleresco, Joshua*",1777132827,9781777132828,B08GM4Y8DD,34        pp,4.71,7,unknown,"Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,ebook,view,/book/show/58689477-alice-zero
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men of Maize: The Modernist Epic of the Guatemalan Indians,"Asturias, Miguel Ángel",0822955148,9780822955146,0822955148,466        pp,3.98,914,1949,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Paperback,view,/book/show/73725.Men_of_Maize
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksilver        (The Baroque Cycle #1),"Stephenson, Neal*",,,B000FC1PJI,960        pp,3.92,"41,971","Sep 23, 2003","Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2023",,Kindle Edition,view,/book/show/5788267-quicksilver
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight Portfolio,"Orringer, Julie*",0307959406,9780307959409,0307959406,576        pp,3.77,"6,489","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/41552083-the-flight-portfolio
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1491: New Revelations of the Americas Before Columbus,"Mann, Charles C.",,,B000JMKVE4,864        pp,4.05,"87,044","Aug 09, 2005","Oct 10, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you thought you knew about Mesoamerica, trust me. You knew nothing.",Notes are private!,0,5,1,"Mar 16, 2023","Mar 31, 2023","Mar 16, 2023",,Kindle Edition,view (with text),/book/show/19944117-1491
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jews: Story of a People,"Fast, Howard",,,B006K6PA76,450        pp,4.03,424,1970,"Dec 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Kindle Edition,view,/book/show/18912303-the-jews
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mythic Journeys: Retold Myths and Legends,"Guran, Paula",1597809586,9781597809580,1597809586,456        pp,3.71,153,"May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Paperback,view,/book/show/43252733-mythic-journeys
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foxed,"Hogan, Jay*",,,B0BPWXK2C9,323        pp,4.19,"1,722","Jan 12, 2023","Jan 12, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,55 is not THAT old. That’s all.,Notes are private!,0,13,1,"Mar 15, 2023","Mar 15, 2023","Mar 15, 2023",,Kindle Edition,view (with text),/book/show/65974903-foxed
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Ritual to Romance [with Biographical Introduction],"Weston, Jessie Laidlay",1596256699,9781596256699,B000FC1DRC,240        pp,3.75,601,1920,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2023","Mar 15, 2023","Mar 15, 2023",,Kindle Edition,view,/book/show/8455553-from-ritual-to-romance-with-biographical-introduction
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wood Beyond the World Illustrated,"Morris, William",,,B09ZQ6PKFR,unknown,3.51,"2,027",1894,"May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2023","Mar 15, 2023","Mar 14, 2023",,Kindle Edition,view,/book/show/61430792-the-wood-beyond-the-world-illustrated
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",,,B09Y45FSLD,336        pp,4.09,"140,050","Feb 02, 2023","Mar 07, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Feh.,Notes are private!,0,0,1,"Dec 17, 2023","Dec 17, 2023","Mar 13, 2023",,Kindle Edition,view (with text),/book/show/57823095-weyward
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frost Dancers: A Story of Hares,"Kilworth, Garry",,,B00GU2XODW,400        pp,4.12,116,"Jan 01, 1992","Mar 29, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Oh my God. I can’t even… I have no words. I’ve never read anything like this in my life.,Notes are private!,0,1,1,"Mar 11, 2023","Mar 14, 2023","Mar 11, 2023",,Kindle Edition,view (with text),/book/show/22475142-frost-dancers
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Green Man: Tales from the Mythic Forest,"Datlow, Ellen*",,,B083VT58ST,398        pp,3.94,"3,182","May 27, 2002","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2023","Mar 14, 2023","Mar 08, 2023",,Kindle Edition,view,/book/show/51704997-the-green-man
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clothes-Pegs,"Scarlett, Susan",,,B0B3GMXNBB,231        pp,3.88,345,1939,"Aug 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 07, 2023","Mar 07, 2023","Mar 07, 2023",,Kindle Edition,view,/book/show/61253534-clothes-pegs
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spectred Isle        (Green Men #1),"Charles, K.J.*",,,B077NNZRLS,253        pp,4.11,"3,727","Aug 03, 2017","Nov 20, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 06, 2023","Mar 07, 2023","Mar 06, 2023",,Kindle Edition,view,/book/show/36646415-spectred-isle
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Walking With the Green Man: Father of the Forest, Spirit of Nature","Curran, Bob",1601639309,9781601639301,B07S7Z6YVC,224        pp,3.52,48,"Apr 30, 2007","Mar 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2023","Mar 06, 2023","Mar 05, 2023",,Kindle Edition,view,/book/show/52360125-walking-with-the-green-man
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Green Man: God, Fairy or Extraterrestrial?","Payne, S L",,,B0BM6CBMZ7,198        pp,2.00,1,unknown,"Nov 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2023","Mar 06, 2023","Mar 05, 2023",,Kindle Edition,view,/book/show/65645204-the-green-man
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Man: The Gods of Sacred Trees and Forests in the Religions of the Celts and Germanic Tribes,"Fenton, Claire",,,B08DDC77Z8,146        pp,4.00,6,unknown,"Jul 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 04, 2023","Mar 05, 2023","Mar 04, 2023",,Kindle Edition,view,/book/show/54645897-green-man
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absent in the Spring and Other Novels: Absent in the Spring / Giant's Bread / The Rose and the Yew Tree,"Westmacott, Mary",0312273223,9780312273224,0312273223,656        pp,4.11,130,"Jan 01, 1994","Sep 22, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,"Mar 06, 2023","Mar 01, 2023",,Paperback,view,/book/show/16347.Absent_in_the_Spring_and_Other_Novels
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,471","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Hardcover,view,/book/show/59357120-yellowface
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Past Imperfect,"Fellowes, Julian",0297855220,9780297855224,0297855220,410        pp,3.60,"6,191","Oct 30, 2008","Oct 30, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 24, 2023",Mar 2023,"Feb 24, 2023",,Hardcover,view,/book/show/2392839.Past_Imperfect
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Knows You Go Home,"Sylvester, Natalia*",1542096367,9781542096362,B0713ZYQ7L,336        pp,4.04,"2,039","Mar 13, 2018","Mar 13, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 17, 2023","Apr 19, 2023","Feb 24, 2023",,Kindle Edition,view,/book/show/37760816-everyone-knows-you-go-home
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midgardian,"Calleja, Nina*",,,B0B4P84HM5,172        pp,4.70,20,unknown,"Jul 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2023",,Kindle Edition,view,/book/show/61298947-the-midgardian
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Meat Loves Salt,"McCann, Maria",015601226X,9780156012263,015601226X,565        pp,3.91,"5,725","Jan 01, 2001","Jan 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2023",,Paperback,view,/book/show/271487.As_Meat_Loves_Salt
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",,,B0B3HPSFJ7,304        pp,3.58,"153,208","Mar 07, 2023","Mar 07, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m utterly annoyed by this book’s existence.,Notes are private!,0,13,1,"May 25, 2023","May 25, 2023","Feb 22, 2023",,Kindle Edition,view (with text),/book/show/57738656-pineapple-street
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballad of Perilous Graves,"Jennings, Alex",0759557217,,B09HQLGSSY,450        pp,3.58,"2,453","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Kindle Edition,view,/book/show/60376501-the-ballad-of-perilous-graves
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Everlasting Things,"Malhotra, Aanchal*",1250802024,9781250802026,1250802024,480        pp,4.16,"2,229","Dec 27, 2022","Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2023","Feb 22, 2023","Feb 22, 2023",,Hardcover,view,/book/show/59808042-the-book-of-everlasting-things
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dibs,"Knight, Kimberly*",,,B0B52PFJ9V,220        pp,3.87,"2,156","Dec 31, 2022","Dec 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Kindle Edition,view,/book/show/61315288-dibs
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hare House,"Hinchcliffe, Sally",1529061652,9781529061659,B098P62FC2,320        pp,3.26,"2,908","Jan 06, 2022","Jan 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Kindle Edition,view,/book/show/58652856-hare-house
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop of Yesterdays,"Meyerson, Amy*",,,B075JGB4C6,397        pp,3.65,"31,572","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2023",,Kindle Edition,view,/book/show/36477572-the-bookshop-of-yesterdays
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rest of the Story,"Bauer, Tal*",,,B0BR1RLMCP,419        pp,4.41,"6,025","Jan 08, 2023","Jan 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2023","Feb 20, 2023","Feb 20, 2023",,Kindle Edition,view,/book/show/75364705-the-rest-of-the-story
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",,,B0B15LS4MR,62        pp,4.33,"80,851",Feb 2010,"Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,That’s possibly the most perfect little thing I ever read in my life.,Notes are private!,0,10,1,"May 04, 2023","May 04, 2023","Feb 20, 2023",,Kindle Edition,view (with text),/book/show/61206869-foster
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Brass        (The Daevabad Trilogy, #1)","Chakraborty, S.A.*",,,B06VXWPMV5,569        pp,4.15,"119,456","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Kindle Edition,view,/book/show/34814099-the-city-of-brass
