,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Quiltgranny's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Time on My Hands,"Snyder, Grace",0803291647,9780803291645,0803291647,565        pp,4.45,196,1963,"May 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2013",,Paperback,view,/book/show/750267.No_Time_on_My_Hands
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hangman's Daughter        (The Hangman's Daughter, #1)","Pötzsch, Oliver*",,,,448        pp,3.75,"77,664","Mar 13, 2008","Dec 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2013",,Kindle Edition,view,/book/show/9496240-the-hangman-s-daughter
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,"Picoult, Jodi*",1439102767,9781439102763,1439102767,461        pp,4.30,"227,593","Feb 26, 2013","Feb 26, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2013",Jun 2013,"Jan 31, 2013",,Hardcover,view,/book/show/15753740-the-storyteller
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellow Crocus,"Ibrahim, Laila*",0984502203,9780984502202,0984502203,238        pp,4.33,"78,479","Dec 17, 2010","Dec 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2013",,Paperback,view,/book/show/10000191-yellow-crocus
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,293","Jan 24, 2012","Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2013",,Hardcover,view,/book/show/8520610-quiet
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silver Star,"Walls, Jeannette*",1451661509,9781451661507,1451661509,267        pp,3.75,"68,829","Jun 11, 2013","Jun 11, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2013",,Hardcover,view,/book/show/16130291-the-silver-star
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palisades Park,"Brennert, Alan*",0312643721,9780312643720,0312643721,416        pp,3.78,"6,619",2013,"Apr 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2013",,Hardcover,view,/book/show/15787946-palisades-park
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dressmaker,"Alcott, Kate",0385535589,9780385535588,0385535589,306        pp,3.50,"30,445","Feb 21, 2012","Feb 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2013",,Hardcover,view,/book/show/12384157-the-dressmaker
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Beloved World,"Sotomayor, Sonia",0307913112,9780307913111,,13        pp,4.08,"32,546","Jan 15, 2013","Jan 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2013",,Audio,view,/book/show/15798021-my-beloved-world
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Painted Girls,"Buchanan, Cathy Marie*",1594486247,9781594486241,1594486247,357        pp,3.61,"35,657","Dec 18, 2012","Jan 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2013",,Hardcover,view,/book/show/16138688-the-painted-girls
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tin Horse,"Steinberg, Janice*",0679643745,9780679643746,0679643745,352        pp,3.73,"2,373",2013,"Jan 29, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just say no and move on.,Notes are private!,0,0,1,"Mar 16, 2016","Mar 22, 2016","Jan 19, 2013",,Hardcover,view (with text),/book/show/15797933-the-tin-horse
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Wife,"McLain, Paula*",0345521307,9780345521309,0345521307,314        pp,3.82,"296,291","Feb 27, 2011","Feb 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2013",,Hardcover,view,/book/show/8683812-the-paris-wife
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name Is Mary Sutter        (Mary Sutter, #1)","Oliveira, Robin",0670021679,9780670021673,0670021679,364        pp,3.84,"25,027","May 13, 2010","May 13, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. The character development was fantastic, and the weaving of the story in and amongst historical facts about the civil war, tI really liked this book. The character development was fantastic, and the weaving of the story in and amongst historical facts about the civil war, the president's cabinet and the medical field made me want to look around the corner and find all these people! There are severl sections that are almost lyrical. I liked especially the page and a half or so of a field surgeon reminiescing about hours, then minutes before the Battle of Bull Run. He contrasted the atmosphere of the woods and the peaceful views so beautifully against the carnage of thousands he could not help after the battle. Well done!...more",Notes are private!,0,3,1,"Feb 20, 2013","Feb 28, 2013","Jan 19, 2013",,Hardcover,view (with text),/book/show/7352053-my-name-is-mary-sutter
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Midwife's Tale        (Midwife Mysteries, #1)","Thomas, Sam*",1250010764,9781250010766,1250010764,320        pp,3.66,"2,894",2012,"Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More a 2.5 rating. Not necessarily bad, but not too terribly compelling to read. The author seemed to repeat many phrases and words that were supposedMore a 2.5 rating. Not necessarily bad, but not too terribly compelling to read. The author seemed to repeat many phrases and words that were supposed to evoke the period, but for me stuck out like a sore thumb because of their repetitiveness. It was long and drawn out for about 80% of the story, but then rushed at the end. ...more",Notes are private!,0,0,1,"Jan 04, 2015","Jan 11, 2015","Jan 15, 2013",,Hardcover,view (with text),/book/show/15793166-the-midwife-s-tale
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Third Bullet        (Bob Lee Swagger, #8)","Hunter, Stephen*",145164020X,9781451640205,145164020X,477        pp,3.88,"4,601","Jan 15, 2013","Jan 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2013",,Hardcover,view,/book/show/13547517-the-third-bullet
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Lincoln's Dressmaker,"Chiaverini, Jennifer*",0525953612,9780525953616,0525953612,356        pp,3.52,"30,049","Jan 15, 2013","Jan 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2013",,Hardcover,view,/book/show/15808287-mrs-lincoln-s-dressmaker
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Walk West: A Walk Across America 2,"Jenkins, Peter",0688112714,9780688112714,0688112714,368        pp,3.94,"2,060",1981,"Mar 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2013",,Paperback,view,/book/show/122782.The_Walk_West
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk Across America,"Jenkins, Peter",006095955X,9780060959555,006095955X,320        pp,4.04,"12,007","Jan 01, 1979","Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2013",,Paperback,view,/book/show/122781.A_Walk_Across_America
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Behind the Scenes: Or, Thirty Years a Slave, and Four Years in the White House","Keckley, Elizabeth",0195060849,9780195060843,0195060849,404        pp,3.86,"3,820","Jan 01, 1868","Dec 14, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2013",,Paperback,view,/book/show/522951.Behind_the_Scenes
737,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Dog Fell from the Sky,"Morse, Eleanor*",0670026409,9780670026401,0670026409,368        pp,4.04,"3,674","Jan 03, 2013","Jan 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2013",,Hardcover,view,/book/show/15811539-white-dog-fell-from-the-sky
738,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Saturnall's Feast,"Norfolk, Lawrence",0802120512,9780802120519,0802120512,409        pp,3.55,"2,248","Sep 01, 2012","Sep 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2013",,Hardcover,view,/book/show/13587775-john-saturnall-s-feast
739,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Runaway,"Chevalier, Tracy*",0525952993,9780525952992,0525952993,305        pp,3.85,"36,859","Jan 03, 2013","Jan 08, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 11, 2015","Aug 14, 2015","Jan 03, 2013",,Hardcover,view,/book/show/15705011-the-last-runaway
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Parchment of Leaves,"House, Silas*",0345464974,9780345464972,0345464974,304        pp,4.21,"4,657","Aug 16, 2002","Aug 26, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2013",,Paperback,view,/book/show/24804.A_Parchment_of_Leaves
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Fall,"Lent, Jeffrey",0330391968,9780330391962,0330391968,565        pp,3.84,"2,300",2000,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2013",,Paperback,view,/book/show/312275.In_the_Fall
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Downhill Chance,"Morrissey, Donna*",0618189270,9780618189274,0618189270,448        pp,3.87,683,"Jan 01, 2002","Jul 15, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 27, 2017Dec 31, 2012","Nov 13, 2017Jan 10, 2013","Dec 31, 2012",,Paperback,view,/book/show/821284.Downhill_Chance
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Mountains Echoed,"Hosseini, Khaled*",159463176X,9781594632112,159463176X,404        pp,4.07,"371,141","Feb 29, 2012","May 21, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Actually, if I could rate this 3.5 stars I would. Did I like it? Yes, I did. Is it one of his best? In my opionion, no.The first half of the book justActually, if I could rate this 3.5 stars I would. Did I like it? Yes, I did. Is it one of his best? In my opionion, no.The first half of the book just sped along, and I loved getting to know all about the characters; where they lived, how they felt, their culture etc. I couldn't put it down, and read long into the wee hours of the morning. However, somewhere around the middle of the book, the voice changed and it became a series of seemingly unconnected people, with huge leaps in time, moving forward and backward. It was hard work deciphering exactly who was who and why they were important in the story.Each person was richly described, so much so, I could see them, and hear their voice. Mr. Hosseini does that wonderfully. The tightness of the story just wasn't there for me, and it all fell apart. When I finished, I wondered what it was all aboutl. I didn't get the connectedness at all....more",Notes are private!,0,5,1,"Jun 19, 2013","Jun 25, 2013","Dec 28, 2012",,Hardcover,view (with text),/book/show/16115612-and-the-mountains-echoed
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soundings: The Story of the Remarkable Woman Who Mapped the Ocean Floor,"Felt, Hali*",0805092153,9780805092158,0805092153,352        pp,3.78,322,"Jul 17, 2012","Jul 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2012",,Hardcover,view,/book/show/12696972-soundings
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Gold Mountain: The One-Hundred-Year Odyssey of My Chinese-American Family,"See, Lisa*",0679768521,9780679768524,0679768521,448        pp,3.95,"10,542",1995,"Aug 27, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I skimmed this looking for anything that I would enjoy. unfortunately, I never found anything other than the pictures. To be fair, perhaps this is notI skimmed this looking for anything that I would enjoy. unfortunately, I never found anything other than the pictures. To be fair, perhaps this is not the best time for me to have chosen this to read, but all the same, it was a bit disappointing....more",Notes are private!,0,0,1,"Dec 22, 2012","Dec 23, 2012","Dec 22, 2012",,Paperback,view (with text),/book/show/24468.On_Gold_Mountain
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winnie-the-Pooh        (Winnie-the-Pooh, #1)","Milne, A.A.",0525467564,9780525467564,0525467564,161        pp,4.36,"327,325","Oct 14, 1926","Oct 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 22, 2012",,Hardcover,view,/book/show/99107.Winnie_the_Pooh
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness,"Conrad, Joseph",1580495753,9781580495752,1580495753,80        pp,3.43,"513,024",1899,"Aug 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 22, 2012",,Paperback,view,/book/show/4902.Heart_of_Darkness
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065246,9780062065247,0062065246,323        pp,3.98,"116,335","Oct 02, 2012","Oct 02, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The characters are always so well developed in Erdrich's stories that you feel they could be your neighbor, your brother, your cousin etc. She wraps yThe characters are always so well developed in Erdrich's stories that you feel they could be your neighbor, your brother, your cousin etc. She wraps you up in the events while explaining the cultural differences of the Ojibwe and at the end you are richer for having travelled with them. ...more",Notes are private!,0,0,1,"Dec 18, 2012","Dec 21, 2012","Dec 18, 2012",,Hardcover,view (with text),/book/show/13602426-the-round-house
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marley: A Dog Like No Other: A Special Adaptation for Young Readers,"Grogan, John",0061240338,9780061240331,0061240338,208        pp,4.29,"6,328","Jan 01, 2007","May 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2012",,Hardcover,view,/book/show/54903.Marley
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Front,"Hannah, Kristin*",1250023270,9781250023278,1250023270,432        pp,4.21,"134,192","Jan 31, 2012","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2012",,Paperback,view,/book/show/15793269-home-front
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Garden of Evening Mists,Tan Twan Eng,1905802498,9781905802494,1905802498,448        pp,4.14,"25,826","Nov 01, 2011","Nov 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2015","May 02, 2015","Dec 10, 2012",,Hardcover,view,/book/show/12031532-the-garden-of-evening-mists
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sky of Red Poppies,"Ghahremani, Zohreh*",0984571604,9780984571604,0984571604,305        pp,3.93,"1,514","Jul 15, 2010","Jul 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2012",,Paperback,view,/book/show/9307359-sky-of-red-poppies
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Tribes of Hattie,"Mathis, Ayana*",0385350287,9780385350280,0385350287,243        pp,3.51,"40,120","Dec 06, 2012","Dec 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2012",,Hardcover,view,/book/show/13320466-the-twelve-tribes-of-hattie
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skipping Christmas,"Grisham, John*",0099481685,9780099481683,0099481685,198        pp,3.55,"76,856","Nov 06, 2001","Nov 06, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2012","Dec 17, 2012","Dec 05, 2012",,Paperback,view,/book/show/5357.Skipping_Christmas
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unlikely Pilgrimage of Harold Fry        (Harold Fry, #1)","Joyce, Rachel",0812993292,9780812993295,0812993292,320        pp,3.94,"181,080","Mar 15, 2012","Jul 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A lovely book that made me pause and think about those I love and why.,Notes are private!,0,4,1,"Feb 22, 2015",Mar 2015,"Dec 05, 2012",,Hardcover,view (with text),/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prisoner of Heaven        (The Cemetery of Forgotten Books, #3)","Ruiz Zafón, Carlos",0062206281,9780062206282,0062206281,278        pp,4.12,"100,638","Nov 01, 2011","Jul 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2012",,Hardcover,view,/book/show/13623012-the-prisoner-of-heaven
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Night of Horrors,"Berry, John Charles",,,,323        pp,3.78,332,"Jan 01, 2011","Jul 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2012",,Kindle Edition,view,/book/show/13449844-a-night-of-horrors
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uninvited Guests,"Jones, Sadie",0307402533,9780307402530,0307402533,272        pp,2.96,"9,028",2012,"Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2012",,Paperback,view,/book/show/12389865-the-uninvited-guests
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Love and Dust,"Gaines, Ernest J.",067975248X,9780679752486,067975248X,288        pp,4.11,742,1968,"May 31, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2012","Dec 17, 2012","Nov 24, 2012",,Paperback,view,/book/show/97712.Of_Love_and_Dust
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Creek Chronicles: A Winter Alone in the Wilderness,"Fromm, Pete*",0312422725,9780312422721,0312422725,208        pp,4.23,"4,025",1993,"Oct 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lovely writing, and a wonderful story of boy to man.",Notes are private!,0,0,1,"Dec 05, 2012","Dec 07, 2012","Nov 22, 2012",,Paperback,view (with text),/book/show/156956.Indian_Creek_Chronicles
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damaged,"Glass, Cathy",0007236344,9780007236343,0007236344,339        pp,4.27,"18,009","Feb 05, 2007","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2012",,Hardcover,view,/book/show/392431.Damaged
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lighthouse Road        (Eide Family, #1)","Geye, Peter*",1609530845,9781609530846,1609530845,293        pp,3.72,"1,984","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2012",,Hardcover,view,/book/show/13590708-the-lighthouse-road
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchid Murder: Untangling a Web of Unsolved Murders and Legal Malpractice,"Hunt, Christine",0984439552,9780984439553,0984439552,360        pp,3.48,21,"Oct 31, 2012",May 2013,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Basically about a thousand pages of convoluted, confusing, poorly organized pages of transcript type chapters. I dropped it after about 300 pages, 100Basically about a thousand pages of convoluted, confusing, poorly organized pages of transcript type chapters. I dropped it after about 300 pages, 100 of which were slimmed. Too bad it was so poorly written, it has all the makings of a great murder mystery. One cannot write a story with using only quotes from transcripts and a few character assignments thrown in here and there....more",Notes are private!,0,0,1,"Oct 26, 2012","Nov 10, 2012","Oct 26, 2012",,Paperback,view (with text),/book/show/16097320-the-orchid-murder
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddha in the Attic,"Otsuka, Julie",0307700003,9780307700001,0307700003,144        pp,3.69,"57,727","Aug 23, 2011","Aug 23, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2012",,Hardcover,view,/book/show/10464963-the-buddha-in-the-attic
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freshwater Road,"Nicholas, Denise",1416524827,9781416524823,1416524827,432        pp,3.75,"1,221",2005,"Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2012",,Paperback,view,/book/show/537892.Freshwater_Road
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Across the Road,"Peacock, Nancy*",1563525097,9781563525094,1563525097,208        pp,3.88,129,1999,"Jan 25, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2013","Dec 23, 2013","Oct 22, 2012",,Hardcover,view,/book/show/1171936.Home_Across_the_Road
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Ghost,"Owens, Janis",1451674635,9781451674637,1451674635,288        pp,3.51,"1,317","Oct 01, 2012","Oct 09, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is it a mystery, a love story, an historical fiction? I still don't know. There was no linkage between the skips and jumps through decades with the saIs it a mystery, a love story, an historical fiction? I still don't know. There was no linkage between the skips and jumps through decades with the same characters, and i could never truly identify the characters, either. The only thing that held this together was the little bit of research about the lynching publicized in a newspaper. Even that wasn't enough for me to enjoy this book. Sorry about that....more",Notes are private!,0,0,1,"Feb 08, 2014","Feb 15, 2014","Oct 20, 2012",,Hardcover,view (with text),/book/show/13547292-american-ghost
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in the Lighthouse        (Arrington, #1)","Sanford, Roxane Tepfer*",1605942383,9781605942384,1605942383,256        pp,3.47,"1,210","Jun 11, 2009","Dec 16, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2012",,Paperback,view,/book/show/6356739-the-girl-in-the-lighthouse
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Folly Beach,"White, Karen*",0451229215,9780451229212,0451229215,390        pp,4.08,"14,319","May 04, 2010","May 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2012",,Paperback,view,/book/show/7250052-on-folly-beach
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisters Brothers,"deWitt, Patrick",0062041266,9780062041265,0062041266,328        pp,3.85,"97,275","Apr 26, 2011","Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2012",,Hardcover,view,/book/show/9850443-the-sisters-brothers
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weird Sisters,"Brown, Eleanor*",0399157220,9780399157226,0399157220,320        pp,3.37,"46,676","Jan 20, 2011","Jan 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2012",,Hardcover,view,/book/show/8573020-the-weird-sisters
