,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Arbuz Dumbledore's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Każde kolejne lato,"Fortune, Carley*",8367616774,9788367616775,,336        pp,4.22,"512,457","May 10, 2022","Apr 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Niesamowicie się na niej bawiłam i wciągnęłam się bez reszty. Mimo wszystko, całą książkę wmawia nam się paskudne zachowanie kobiety, gdy prawda jest Niesamowicie się na niej bawiłam i wciągnęłam się bez reszty. Mimo wszystko, całą książkę wmawia nam się paskudne zachowanie kobiety, gdy prawda jest zupełnie inna ...more",Notes are private!,0,17,1,"Aug 28, 2023","Aug 30, 2023","Aug 19, 2023",,Paperback,view (with text),/book/show/123260025-ka-de-kolejne-lato
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",8377311518,9788377311516,8377311518,320        pp,4.09,"2,706",unknown,"Sep 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Przepiękna, niezwykle smutna i refleksyjna, inna niż się spodziewałam. Zachwyciła mnie. Dodatkowo plus dla Vesper za genialne, szalenie interesujące oPrzepiękna, niezwykle smutna i refleksyjna, inna niż się spodziewałam. Zachwyciła mnie. Dodatkowo plus dla Vesper za genialne, szalenie interesujące opracowanie Macieja Płazy....more",Notes are private!,0,22,1,"Aug 18, 2023","Aug 23, 2023","Aug 18, 2023",,Paperback,view (with text),/book/show/18716581-frankenstein
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do zobaczenia w innym życiu,"Silvey, Catriona*",,9788367195935,,350        pp,3.73,"10,000","Apr 27, 2021","Jul 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Paperback,view,/book/show/195586752-do-zobaczenia-w-innym-yciu
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siostry,"Johnson, Daisy*",8381394651,9788381394659,8381394651,192        pp,3.48,"14,237","Jul 01, 2020","Apr 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Może zmienię ocenę później na niższą, jeszcze nie wiem. Ogólnie nie wiem, co o niej sądzę. Świetnie napisana, ale dosyć niezręczna i dziwna w niefajnyMoże zmienię ocenę później na niższą, jeszcze nie wiem. Ogólnie nie wiem, co o niej sądzę. Świetnie napisana, ale dosyć niezręczna i dziwna w niefajny sposób....more",Notes are private!,0,9,1,"Aug 15, 2023","Aug 17, 2023","Aug 15, 2023",,Paperback,view (with text),/book/show/57514116-siostry
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pod szepczącymi drzwiami,"Klune, T.J.*",832872586X,9788328725867,,384        pp,4.16,"224,013","Sep 21, 2021","May 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/151799868-pod-szepcz-cymi-drzwiami
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wkręceni,"Cavanagh, Steve*",8381256607,9788381256605,8381256607,416        pp,3.94,"11,066","Jan 24, 2019","Aug 14, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eh, lubię autora, ale ta książka kompletnie mi nie siadła. Nienawidzę każdej postaci i nie zaangażowałam się ani na moment.",Notes are private!,0,8,1,"Aug 07, 2023","Aug 14, 2023","Aug 07, 2023",,Paperback,view (with text),/book/show/52932639-wkr-ceni
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gorączka złota. Jak upadała Wenezuela,"Forró, Tomáš*",8381917263,9788381917261,,312        pp,4.35,610,"Jul 22, 2021","Jul 12, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo ciekawy reportaż, wiele się z niego dowiedziałam. Sama forma jednak niekoniecznie przypadła mi do gustu, miałam wrażenie, że jest dość chaotyczBardzo ciekawy reportaż, wiele się z niego dowiedziałam. Sama forma jednak niekoniecznie przypadła mi do gustu, miałam wrażenie, że jest dość chaotyczny i powtarza te same informacje po kilka razy....more",Notes are private!,0,16,1,"Aug 07, 2023","Aug 09, 2023","Aug 07, 2023",,Hardcover,view (with text),/book/show/154536139-gor-czka-z-ota-jak-upada-a-wenezuela
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Icebreaker        (Maple Hills, #1)","Grace, Hannah*",,,B0B69VVD6C,435        pp,3.90,"718,650","Aug 23, 2022","Nov 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Kindle Edition,view,/book/show/61767292-icebreaker
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trupia otucha,"Simmons, Dan",,9788377314340,,"1,040        pp",3.91,"23,320",1989,Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/85330381-trupia-otucha
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Shift,"Finlay, Alex*",1250268885,9781250268884,1250268885,312        pp,3.92,"62,497","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Hardcover,view,/book/show/57693427-the-night-shift
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rodzinna gra,"Steadman, Catherine*",8383214375,9788383214375,,440        pp,3.85,"65,572","Sep 29, 2022","Jul 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Paperback,view,/book/show/172316321-rodzinna-gra
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kobieta kanibal,"Green, Ryan*",,9788380328891,,256        pp,3.80,"2,137","Jan 21, 2019","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Paperback,view,/book/show/93080117-kobieta-kanibal
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wizyta,"Phillips, Helen*",8382340571,9788382340570,8382340571,320        pp,3.16,"15,183","Jul 09, 2019","Mar 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo chaotyczna, męcząca historia, której intrygującą budowę i niesamowity pomysł przykrywa temat macierzyństwa. Ja liczyłam na coś innego. Na histoBardzo chaotyczna, męcząca historia, której intrygującą budowę i niesamowity pomysł przykrywa temat macierzyństwa. Ja liczyłam na coś innego. Na historię o przerażającym włamywaczu, a nie tym, jak babce cieknie mleko z piersi co dwie strony i jak jej dzieci wrzeszczą i srają - to głównie historia o tym. Moje koszmary często wyglądają tak, jak główna oś fabularna tej książki. Mamy też nową postać, która dołącza do Setha z Baśnioboru do grona najgorszych dzieci literatury - Viv w tym zestawieniu będzie zaraz po nim. Książka ma wyjątkowo antykonceptyjne działanie, które tłamsi mrok i świetny pomysł. Kompletnie nie dla mnie. I w sumie to nie wiem, dla kogo, bo treść 80% trudów macierzyństwa i 20% jednej z najdziwniejszych historii, jakie miałam okazję czytać, a ja lubię dziwne książki....more",Notes are private!,0,6,1,Aug 2023,"Aug 03, 2023","Aug 01, 2023",,Paperback,view (with text),/book/show/56615397-wizyta
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nie to miejsce, nie ten czas","McAllister, Gillian*",8324066829,9788324066827,,384        pp,4.01,"305,130","May 12, 2022","Jun 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Paperback,view,/book/show/123727520-nie-to-miejsce-nie-ten-czas
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tak właśnie przegrywasz Wojnę Czasu,"El-Mohtar, Amal*",8383185855,9788383185859,8383185855,192        pp,3.91,"205,552","Jul 16, 2019","May 17, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mój problem jest taki, że ja w tę relację ani trochę nie wierzę i dlatego emocjonalnie całkowicie się z książką rozminęłam.",Notes are private!,0,15,1,"Nov 25, 2023","Nov 26, 2023","Jul 30, 2023",,Hardcover,view (with text),/book/show/124934451-tak-w-a-nie-przegrywasz-wojn-czasu
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bardzo spokojna okolica. Zbrodnia w Teksasie,"Bloom, John",8381916925,9788381916929,,400        pp,4.08,"6,127",Jan 1984,"May 24, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Świetny reportaż i bardzo ciekawa sprawa.,Notes are private!,0,11,1,"Jul 27, 2023","Jul 31, 2023","Jul 27, 2023",,Hardcover,view (with text),/book/show/123175053-bardzo-spokojna-okolica-zbrodnia-w-teksasie
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Domy i inne duchy,"Bijan, Marta",8395605218,9788395605215,,130        pp,4.02,796,"Mar 11, 2021","Mar 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/57216425-domy-i-inne-duchy
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak zabiłam swoją rodzinę,"Mackie, Bella",,9788327164049,,400        pp,3.55,"125,528","Jun 10, 2021","Jul 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Paperback,view,/book/show/176981216-jak-zabi-am-swoj-rodzin
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Taniec złodziei        (Taniec złodziei, #1)","Pearson, Mary E.*",8382802966,9788382802962,8382802966,584        pp,4.15,"140,369","Aug 07, 2018","Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2023",,Paperback,view,/book/show/62214961-taniec-z-odziei
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten, którego szukam","Bae, Suah",8367034171,9788367034173,,72        pp,3.44,"1,935",1998,"Jul 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Naprawdę świetna książka. Uwielbiam Bae Suah. Co prawda, bardziej podobała mi się 'Przemilczana noc i dzień', ale 'Ten, którego szukam' też robi niesaNaprawdę świetna książka. Uwielbiam Bae Suah. Co prawda, bardziej podobała mi się 'Przemilczana noc i dzień', ale 'Ten, którego szukam' też robi niesamowite wrażenie, Suah potrafi robić z człowieka miazgę za pomocą oszczędnych środków, zamknąć w klaustrofobicznym poczuciu dyskomfortu, którego źródła nie potrafi wytłumaczyć. Poproszę więcej książek tej genialnej autorki w polskim przekładzie ...more",Notes are private!,0,14,1,"Jul 19, 2023","Jul 19, 2023","Jul 19, 2023",,Paperback,view (with text),/book/show/181252299-ten-kt-rego-szukam
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kleopatra i Frankenstein,"Mellors, Coco*",8382952968,9788382952964,,496        pp,3.76,"106,416","Feb 15, 2022","Jul 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie lubię skali 1-5, bo uważam, że jest absolutnie nieadekwatna i za mało złożona. Gdybym jednak musiała wybrać, jak oceniam tę książkę, to dałabym jeNie lubię skali 1-5, bo uważam, że jest absolutnie nieadekwatna i za mało złożona. Gdybym jednak musiała wybrać, jak oceniam tę książkę, to dałabym jej 4 gwiazdki - niesamowicie mi się podobała pod kątem konstrukcji, złożoności postaci, obłędnie hipnotyzującego stylu, który ociekał smutkiem, melancholią, tlącym bólem.Ale też nie umiem mówić o tej książce pełna jedynie zachwytów. Bo jestem na nią wściekła. BoUWAGA! 51% książki - OBRZYDLIWA, CHORA scena mordowania zwierzęcia! Ja naprawdę nie jestem w stanie zrozumieć, po co pisać coś takiego, jak komuś może przyjść w ogóle taka scena do głowy. Naprawdę bym sobie życzyła, żeby pisarze ze swoimi odrażającymi fantazjami o krzywdzie słabszych istot zgłaszali się raczej do psychologa, niż do wydawcy. Jeśli 'szokowanie' to jedyny sposób współczesnych pisarzy na zwrócenie na siebie uwagi, to świadczy wyłącznie o tym, jak niewiele warta jest ich twórczość, gdy nie umie się obronić bez tego. Obniżam ocenę, a wrażliwym radzę sobie odpuścić. Ja nie chciałam czytać takiej sceny. Gdybym wiedziała, to nie zdecydowałabym się na czytanie tej książki. Może w końcu wydawnictwa uszanują czytelników i zrobią trigger warningi ...more",Notes are private!,0,25,1,"Jul 15, 2023","Jul 22, 2023","Jul 15, 2023",,Paperback,view (with text),/book/show/175350993-kleopatra-i-frankenstein
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ugotować niedźwiedzia,"Niemi, Mikael",8323351228,9788323351221,,400        pp,4.01,"5,204","Jan 01, 2017","May 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Paperback,view,/book/show/60897585-ugotowa-nied-wiedzia
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rozgwiazda        (Trylogia Ryfterów, #1)","Watts, Peter*",,9788377314647,,484        pp,3.95,"9,089",1999,"Jun 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Hardcover,view,/book/show/63261829-rozgwiazda
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dziedzictwo Usherów,"McCammon, Robert",8377314584,9788377314586,8377314584,552        pp,3.94,"5,394",1984,"Jul 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Hardcover,view,/book/show/181894620-dziedzictwo-usher-w
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Objawicielka,"Gregory, Daryl*",,9788367353502,,304        pp,3.98,"4,794","Aug 31, 2021","May 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Hardcover,view,/book/show/124937256-objawicielka
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Planeta małp,"Boulle, Pierre",8367515196,9788367515191,,216        pp,3.98,"42,151",1963,"Apr 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Hardcover,view,/book/show/61842689-planeta-ma-p
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chłopki. Opowieść o naszych babkach,"Kuciel-Frydryszak, Joanna",8367674316,9788367674317,8367674316,496        pp,4.47,"7,165","May 17, 2023","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Hardcover,view,/book/show/137135096-ch-opki-opowie-o-naszych-babkach
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unicestwienie        (Southern Reach, #1)","VanderMeer, Jeff*",8375152935,9788375152937,8375152935,232        pp,3.77,"232,174","Feb 04, 2014","Apr 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/20935055-unicestwienie
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Necrovet. Usługi weterynaryjno-nekromantyczne        (Necrovet, #1)","Gajzler, Joanna W.",8383300514,9788383300511,8383300514,320        pp,3.60,"1,909","Jun 07, 2023","Jun 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/156949995-necrovet-us-ugi-weterynaryjno-nekromantyczne
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delilah Green ma to gdzieś        (Bright Falls, #1)","Blake, Ashley Herring",8382653561,9788382653564,8382653561,416        pp,4.10,"81,593","Feb 22, 2022","Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/172976059-delilah-green-ma-to-gdzie
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dwie i pół duszy. Folk noir,"Hankus, Justyna",8366178900,9788366178908,8366178900,304        pp,3.76,302,"Jun 02, 2023","Jun 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wspaniała książka, zachwycająca klimatem i pomysłem, maksymalnie wciągająca od pierwszej strony, angażująca i błyskotliwa. Język jest tu fascynujący, Wspaniała książka, zachwycająca klimatem i pomysłem, maksymalnie wciągająca od pierwszej strony, angażująca i błyskotliwa. Język jest tu fascynujący, nietuzinkowy, ale doskonale pasujący do historii, w której można się dzięki niemu jeszcze bardziej rozsmakować. To bardzo upojna książka, dała mi ogrom literackiej satysfakcji ❤️...more",Notes are private!,0,9,1,"Jun 27, 2023",Jul 2023,"Jun 27, 2023",,Hardcover,view (with text),/book/show/152643233-dwie-i-p-duszy-folk-noir
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Tokyo: A City in Short Fiction,"Emmerich, Michael",1905583575,9781905583577,1905583575,180        pp,3.55,"1,149","Apr 26, 2014","Jul 23, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo fajny sposób na poznanie nowych autorów. 5 opowiadań naprawdę bardzo mi się podobało, czyli tak mniej więcej połowa. Mimo to, na pewno warto prBardzo fajny sposób na poznanie nowych autorów. 5 opowiadań naprawdę bardzo mi się podobało, czyli tak mniej więcej połowa. Mimo to, na pewno warto przeczytać, chętnie do niej jeszcze kiedyś wrócę....more",Notes are private!,0,7,1,"Jun 21, 2023","Jun 24, 2023","Jun 21, 2023",,Paperback,view (with text),/book/show/18330268-the-book-of-tokyo
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ta, która stała się słońcem        (Świetlisty Cesarz, #1)","Parker-Chan, Shelley*",8379647858,9788379647859,8379647858,554        pp,3.87,"69,378","Jul 20, 2021","Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Paperback,view,/book/show/62291921-ta-kt-ra-sta-a-si-s-o-cem
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",8383213484,9788383213484,,264        pp,3.81,"53,374","Sep 02, 2009","Jun 14, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dużo takich książek ostatnio wszędzie. I smutna, i ważna, i z morałem. Ale właściwie po co to czytać?Jeśli ktoś doświadczył przemocy w szkole, to tylkDużo takich książek ostatnio wszędzie. I smutna, i ważna, i z morałem. Ale właściwie po co to czytać?Jeśli ktoś doświadczył przemocy w szkole, to tylko go to dobije albo przeciwnie - kompletnie nie ruszy.Jeśli ktoś nie doświadczył, to niczego nowego się nie dowie.I nie chodzi o to, że jakoś szczególnie okropnie mi się czytało tę książkę, bo była dla mnie absolutnie żadna. Czuję się tylko jakaś zrezygnowana....more",Notes are private!,0,14,1,"Jun 11, 2023","Jun 12, 2023","Jun 11, 2023",,Paperback,view (with text),/book/show/125627198-heaven
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samotność,"Karika, Jozef",,,,35        pp,3.42,224,unknown,"Apr 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,ebook,view,/book/show/53098049-samotno
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wiatr,"Karika, Jozef",8366013529,9788366013520,8366013529,248        pp,3.34,"1,249","Oct 16, 2020","May 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pierwsza połowa rzeczywiście trzyma w napięciu i intryguje, druga jednak raczej nudnawa. I irytująca, bo ja słuchając miałam milion pomysłów, jak spróPierwsza połowa rzeczywiście trzyma w napięciu i intryguje, druga jednak raczej nudnawa. I irytująca, bo ja słuchając miałam milion pomysłów, jak spróbować wyjść z sytuacji, w której znaleźli się bohaterowie, a oni tylko jeździli w kółko i panikowali, zamiast coś ogarniać xD podobało mi się zakonczenie, bo lubię grozę, którą osoba autorska próbuje wyjaśnić w jakikolwiek logiczny sposób. Co prawda potem wybrzmiewa to trochę szursko, ale biorę na klatę, że to pewnego rodzaju majak....more",Notes are private!,0,8,1,"Sep 06, 2023","Sep 15, 2023","Jun 09, 2023",,Paperback,view (with text),/book/show/58022593-wiatr
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Słoneczny gon        (Post Mortem, #1)","Green, Mags*",8383206453,9788383206455,8383206453,543        pp,3.92,648,"May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/128021110-s-oneczny-gon
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kolor magii        (Świat Dysku, #1)","Pratchett, Terry",8374690976,9788374690973,8374690976,208        pp,4.00,"387,567","Dec 01, 1983","Sep 05, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kiedyś już czytałam Świat Dysku, doczytałam do Wiedźmikołaja i nie mogłam kontynuować, bo dalszych tomów nie było już w bibliotece, teraz wracam i rozKiedyś już czytałam Świat Dysku, doczytałam do Wiedźmikołaja i nie mogłam kontynuować, bo dalszych tomów nie było już w bibliotece, teraz wracam i rozpoczynam od rereadu ...more",Notes are private!,0,12,1,"Jun 08, 2023","Jun 11, 2023","Jun 08, 2023",,Paperback,view (with text),/book/show/1809778.Kolor_magii
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruiny,"Smith, Scott B.",8377314312,9788377314319,8377314312,395        pp,3.68,"51,758","Jul 18, 2006",Aug 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Hardcover,view,/book/show/75595759-ruiny
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Szczelina,"Karika, Jozef",8366013103,9788366013100,8366013103,412        pp,3.84,"5,370",2016,"Nov 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Świetna groza i niesamowicie zrealizowany audiobook ❤️,Notes are private!,0,12,1,Jun 2023,"Jun 07, 2023","Jun 01, 2023",,Paperback,view (with text),/book/show/43189503-szczelina
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Koniec Świata i Hard-boiled Wonderland,"Murakami, Haruki",8373199608,9788374952798,8374952792,488        pp,4.13,"136,461","Jun 15, 1985",Jan 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Czy kogokolwiek dziwi ta ocena? Murakami jest geniuszem ❤️ wraz z tą książką skończyłam wszystkie książki Murakamiego, jakie napisał (poza najnowszą, Czy kogokolwiek dziwi ta ocena? Murakami jest geniuszem ❤️ wraz z tą książką skończyłam wszystkie książki Murakamiego, jakie napisał (poza najnowszą, wydaną w kwietniu)...more",Notes are private!,0,11,1,"May 31, 2023","Jun 07, 2023","May 31, 2023",,Paperback,view (with text),/book/show/1875659.Koniec_wiata_i_Hard_boiled_Wonderland
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miłość, która jest początkiem        (Vortex, #3)","Benning, Anna",,9788382650938,,604        pp,4.56,"2,341","May 26, 2021","Apr 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2023",,Paperback,view,/book/show/126858433-mi-o-kt-ra-jest-pocz-tkiem
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rozważna i romantyczna,"Austen, Jane",,,,350        pp,4.08,"1,189,990","Oct 30, 1811",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2023",,Paperback,view,/book/show/60617176-rozwa-na-i-romantyczna
