,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Iwillread's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vegetarė,Han Kang,,9785415024605,,208        pp,3.58,"165,699","Oct 30, 2007",2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Knygą taip greit perskaičiau ne dėl to, kad man ji labai patiko, o dėl to, kad dalyvavau 24 valandų skaitymo iššūkyje. Tačiau tuo  visai nenoriu pasakKnygą taip greit perskaičiau ne dėl to, kad man ji labai patiko, o dėl to, kad dalyvavau 24 valandų skaitymo iššūkyje. Tačiau tuo  visai nenoriu pasakyti, kad knyga man nepatiko. Tiesą sakant, negaliu apsispręsti. Gal čia dėl to, kad knygą perskaičiau vienu ypu, nestabtelėjau pagalvoti, apmąstyti tam tikrų vietų. Tiesiog ėmiau ir prarijau. Visgi nuo apmąstymų nepabėgau, nes kurį laiką po to (kelias dienas) knyga man vis lindo į galvą, nepajėgiau išmesti jos iš savo minčių. Kūrinys viešojoje erdvėje pristatomas taip: Pietų Korėjos autorės Han Kang romanas „Vegetarė"" – graži, bet žiauri, baugi, bet kerinti istorija apie maištą ir tabu, naikinančią aistrą ir erotiką, nesutaikomą skirtingų asmenybės pusių – godžios ir primityvios bei atsakingos už šeimą ir visuomenę – konfliktą ir netikėtą, beveik kafkišką, sielos metamorfozę. Kitaip tariant - knyga gili, ją skaitant ir norint pastebėti visas pateikiamas alegorijas reikia būti atidžiam, ko gero, netgi šiek tiek išmanyti tam tikrus Pietų Korėjos niuansus, pažiūras bei žmonių gyvenimo būdą. Visgi, nagrinėjamos tiesios yra aktualios visai žmonijai, narpliojami moraliniai klausimai, etika, atsakomybės. Knyga yra tituluojama kaip  viena geriausių 2016 metų knygų, gavo The Man Booker International premiją, tačiau, tam, kad pajusti knygos jėgą reikia būti intelektualiu skaitytoju arba - labai atidžiu, smalsiu skaitytoju. Tai nėra lengvas vasaros kūrinys, vietomis dėl knygos mane ėmė pykinti, kartais galvodavau - wtf?, akimirkomis šlykštėdavausi siužeto vingiais, retsykiais - svarsčiau, kiek iš tiesų žmogus turi teisių į savo kūną? Ko gero, šis klausimas man ir yra labiausiai įstrigęs. Iki kada mes esame savo kūno šeimininkai? Kol nepradedame jo alinti? Nes tuomet įsikiša artimieji, gydytojai ir daro taip, kaip tau yra geriau, nesvarbu, nori tu to ar ne. Žinoma, tai jau laikoma psichine liga, bet visgi... Knygą rekomenduoju bendram išprusimui. Pati neatmetu galimybės, kad perskaitysiu ją kada nors dar kartą. Na, o dabar visai siūlau susipažinti su knygos rezenzija, ten gana tvarkingai ir aiškiai išdėstomos paslėptos prasmės, kurių, greitai skaitant, įmanoma ir nepastebėti: https://www.15min.lt/kultura/naujiena......more",Notes are private!,0,1,1,"Jul 25, 2017","Jul 25, 2017","Jul 30, 2017",,Hardcover,view (with text),/book/show/34826795-vegetar
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eni beni        (Helen Grace, #1)","Arlidge, M.J.",,9786090122136,,336        pp,3.95,"45,888",2014,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Antras penketukas iš eilės! Eni beni - intriguojantis, įtraukiantis, neleidžiantis atsiplėšti trileris. Pirmi puslapiai truputį šokiravo - autorius neAntras penketukas iš eilės! Eni beni - intriguojantis, įtraukiantis, neleidžiantis atsiplėšti trileris. Pirmi puslapiai truputį šokiravo - autorius nepilsto iš tuščio į kiaurą ir nuo pirmųjų eilučių į kūrinį įveda be užuolankų. Nusikaltimo esmė kaip ir paprasta - du pagrobti žmonės, abu išgyventi negali, gyvas liks tik vienas, tačiau svarbi sąlyga - gyvas gali likti tik kito gyvybės sąskaita. Scenos, kuomet du žmonės pamažu virsta instinktų vedinais gyvūnais, aprašomos atvirai ir sakyčiau visai realistiškai, daug dėmesio skiriama fiziniams pojūčiams, pabrėžiama kaip supaprastėja primityvieji biologiniai procesai. Tai gana atgrasu, tačiau tuo pat metu ir įtikina, sukuria tikrumo jausmą. Susekti, kas tas nusikaltėlis sunku - knygoje mėtomos pėdos, tad šešėlis krinta tai ant vieno, tai ant kito, visgi laabai budriam skaitytojui, maždaug knygos viduryje, galima pradėti nujausti, į kurią pusę čia krypsta reikalai. Bet ta nuojauta neerzinanti, ji kaip tik intriguoja, nes kyla klausimas: teisi aš ar ne, taip spėdama? Visgi knygos esmė visai ne pagrobimai, net ne tai, kaip baisu rinktis - gyventi su amžina žudiko kalte ar mirti agonijoje. Esmė čia Helena. Būtent šiuo aspektu gaaal ir sulyginčiau knygą su Nesbo kūryba - autorius čia pristato pagrindinę veikėją, subtiliai ir tuo pačiu atvirai leidžia ją pažinti, pamėgti. Nepamėgti kažkaip sunku. :) Mane labai sudomino Helenos pasirinkimai, jos vidinės dramos, charakteris. Knygos nugarėlėje aprašytas siužetas sudaro įspūdį, kad knyga bus tik apie tuos pagrobimus, betgi ne, tikrai ne tik apie tai. Sakyčiau, tas aprašymas netgi truputį klaidina. Bet gal tai sąmoningas pasirinkimas? Knygoje paliestos ir gyvenimiškos detalės - šeima, vaikai, jų svarba karjeros atžvilgiu, santykiai, priklausomybės. Pilna visko, tad nors veiksmas ir šokinėja, greit prie to pripratau, kadangi kiekvienas skyrius sudomina, turi kažkokio tikrumo.Giriu giriu knygą, tačiau negaliu sakyti, kad tai absoliutus šedevras. Knyga tikrai turėjo kabliukų, be kurių ji būtų buvusi stipresnė. Pavyzdžiui, man pasirodė keista, kad įkalinti pagrobtieji gana nesunkiai pasirenka nužudyti. Per mažai buvo skirta dėmesio tam sunkumui parodyti. Taip pat šiek tiek prailgo pati knygos pabaiga, maždaug 20 paskutinių puslapių buvo tokie ""šaudo ir gaudo"". Kai jau aišku, kas nusikaltėlis nebeįdomu pasidaro kaip jį gaudo, nes tikrai žinai - sugaus. ...more",Notes are private!,0,1,1,"Apr 14, 2017","Apr 18, 2017","Jul 30, 2017",,Hardcover,view (with text),/book/show/29324324-eni-beni
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nusidėjelė,"Gerritsen, Tess*",,,,304        pp,4.14,"56,537","Jan 01, 2003",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Žinot tą jausmą, kai skaitant panašias knygas iš eilės norisi pailsėti? Na, tokio dalyko, kaip poilsio nuo Tess kūrybos aš neįsivaizduoju. Vienintelė Žinot tą jausmą, kai skaitant panašias knygas iš eilės norisi pailsėti? Na, tokio dalyko, kaip poilsio nuo Tess kūrybos aš neįsivaizduoju. Vienintelė priežastis, dėl ko nesėdu ir nesuskaitau visų jos knygų yra ta, kad noriu nuolat jausti tą saugumo jausmą - jei atsidursiu aklavietėje su klausimu ""ką skaityti"", visada turėsiu atsakymą - tigi Tess!Ši knyga unikali tuo, kad paraleliai narpliojamos dvi žmogžudystės, kurių net ir akylam skaitytojui nepavyktų susieti, tad visas knygos veiksmas apie tai ir vyksta - kaip šias mirtis susieti, kaip atrasti žudiką. Kitas žavus momentas yra autorės gebėjimas susieti nusikaltimo tyrimą ir asmeninius pagrindinių herojų gyvenimus. Tiek Moros, tiek Ricoli kasdienybėje vyksta labai įdomūs dalykai, apie kuriuos autorė leidžia žinoti skaitytojui, tačiau neleidžia joms žinoti apie viena kitą. Tai toks savotiškas sneak peek'as, leidžiantis skaitančiajam jausti turint pranašumą prieš knygos veikėjas. Pažįstantys mane (realiai ar virtualiai) žino, kad Tess man yra Rašytojų Rašytoja ir pagrindinis aspektas, dėl ko taip yra, esti tas, kad ji man kelia saugumo jausmą. Kitaip tariant - ji nebuvo manęs nuvylusi, o tai verčia pasitikėti ir atsiduoti istorijai, kurios vingiais ji veda. Būtent tai mane daro lojalia šios autorės gerbėja....more",Notes are private!,0,1,1,Jul 2017,"Jul 04, 2017","Jul 30, 2017",,Hardcover,view (with text),/book/show/17293521-nusid-jel
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erškėčių paukščiai,"McCullough, Colleen",9986163943,9789986163947,,646        pp,4.24,"349,924","Apr 01, 1977",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mano šios vasaros atradimas. Kadangi dalyvauju ""Vasara su knyga"" organizuojamame skaitymo iššūkyje viena iš užduočių buvo perskaityti knygą, kuri patiMano šios vasaros atradimas. Kadangi dalyvauju ""Vasara su knyga"" organizuojamame skaitymo iššūkyje viena iš užduočių buvo perskaityti knygą, kuri patiko mano tėvams. Paklausiau mamos patarimo - ji rekomendavo ""Erškėčių paukščius"". Man taaip patiko! Pirmiausia labai ""užkabina"" tai, kad su pagrindine veikėja - Mege - autorė leidžia susipažinti, kuomet ji yra dar maža - 4 metų mergaitė. Stebint jos augima, aplinką, auklėjimą, skausmus ir džiaugsmus aiškiai matosi, kaip formuojasi mergaitės charakteris, įsitikinimai, dėl to yra lengviau suprasti vienus ar kitus jos pasirinkimus Megei suaugus.Pagrindinė knygos tema - Megės ir kunigo meilė. Galiu pasakyti, kad būtent šis aspektas mane truputį glumino. Labiausiai turbūt tai, kad Megė ir Ralfas (kunigas) susipažino tuomet, kai Megei buvo 5-eri, o jam - gal apie 30. Jau tada iš karto mergaitė jį sužavėjo, bet, jei atvirai, sunku buvo vyti šalint mintis apie tai, kad toks susižavėjimas yra kiek keistas ir nederamas. Nors tuo metu, kunigas ėmėsi ją tiesiog globoti, suteikti rūpestį ir dėmesį, kurio ji negaudavo savo šeimoje, o jų meilė pradėjo skleistis kuomet Megė buvo beveik pilnametė vis tiek buvo ne visai jauku. Kad ir kaip bebūtų, man reikėjo dėti pastangas, kad nustumčiau į šalį savas mintis, tad džiaugiausi, kad knygoje veiksmas rutuliojasi gana greitai ir netrukus Megė tapo pilnametė.Ir nors įvykiai keitėsi pakankamai greitai, pačia knygą galėčiau apibūdinti kaip lėtą, ramią... Ji gana ilga, tokia, kurią skaitai pamažu, apmąstant pokyčius, vykstančius veikėjų gyvenime, įsivaizduojant aplinką, kurią taip vaizdžiai autorė aprašo (kartais netgi pernelyg vaizdžiai ir ilgokai).Knyga suskirstyta laikmečiais, kurių įvykių centre vis kitas veikėjas. Labai įdomu įsigilinti į įvairių herojų perspektyvą, geriau juos pažinti ir suprasti. Taip pat labai aiškiai vaizduojamas tuometinis moters vaidmuo - namų šeimininkė, neturinti teisės išsakyti savo nuomonę, privalanti sunkiai dirbti ir gimdyti vaikus. Tai padeda vertinti ir branginti dabar turimas galimybes, pasirinkimus bei kelia gailestį, kad kai kuriose šalyse moterys vis dar tokios pat beteisės... Knyga padeda suvokti trapią laiko tėkmę, prisiminti savo pačios šeimą, apmąstyti kartų skirtumus ir suprasti, iš kur tie skirtumai atsiranda. Klasika, kurią perskaičiusi labai džiaugiuosi. Knyga man kažkuo priminė ""Džeinę Eir"", kuri man taip pat be galo patiko....more",Notes are private!,0,4,1,"Jul 08, 2017","Jul 30, 2017","Jul 18, 2017",,Hardcover,view (with text),/book/show/13260731-er-k-i-pauk-iai
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gyvulių ūkis,"Orwell, George",9955131985,9789955131984,9955131985,192        pp,3.99,"3,884,045","Aug 17, 1945",2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Skaičiau beveik neatsitraukdama. O dabar aprašydama jaučiuosi sumišusi - bijau, kad nederamai aprašysiu šią knygą, kad nesugebėsiu atskleisti jos svarSkaičiau beveik neatsitraukdama. O dabar aprašydama jaučiuosi sumišusi - bijau, kad nederamai aprašysiu šią knygą, kad nesugebėsiu atskleisti jos svarbumo, kad neturiu ir nemoku tokių žodžių, kurie pakankamai pabrėžtų jos nuostabumą. Tad ko gero nė nesistengsiu padaryt neįmanomo, vietoje to, verčiau pamėginsiu parašyti, kuo man ji taip patiko. Pirmiausia, ji yra tokia dvejopa, kad iki šiol iki galo nesuvokiu autoriaus talento sujungti tokį subtilų, baisų, privertusį žmonių milijonus kentėti turinį su tokia paprasta, groteskiška, bukai genialia forma. Absoliučiai kiekvienas, bet kokio amžiaus, išsilavinimo, socialinės padėties bei pažiūrų žmogus net ir stengdamasis negalėtų nesuprasti to, ką autorius nori parodyti. Net ir pats akliausias ir diktatūrą garbinantis žmogus, perskaitęs šią knygą pasijustų truputį... kvailas. O masės, visi likusieji, turėtų pajusti pyktį - kaip lengvai mumis gali manipuliuoti aukštesnieji, tie, kurie buvo išrinkti tarnauti mums, tačiau elgiasi taip, tarsi jų tarnai būtume mes. Nuo pat paauglystės, knygos, susijusios su diktatūra, karais, holokaustu, trėmimais man buvo labai įdomios, nors tai, ko gero, netinkamas žodis, kuomet kalbama apie tragedijas. Tinkamesnis būtų - svarbios, jos man yra labai svarbios. Todėl pasidalinsiu mane nustebinusiu dalyku - nuėjusi į savo biblioteką ir ieškodama Orvelo kūrybos buvau nusiųsta prie ""Fantastikos skyriaus"". Nenuslėpiau savo nustebimo ir bibliotekos darbuotojos pasiteiravau, kuri ""Gyvūlių ūkio"" dalis yra fantastika? Ji tik gūžtelėjo pečiais: ""Nurodymą knygą perkelti į šį skyriu gavome iš aukščiau"". Iš aukščiau? Nuoširdžiai - labai norėčiau išgirstų tų ""iš aukščiau"" motyvus knygą nugrūsti šalia ""Saulėlydžio""... ?...more",Notes are private!,0,5,1,"Jun 24, 2017","Jun 26, 2017","Jul 18, 2017",,Paperback,view (with text),/book/show/18078164-gyvuli-kis
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dvynės        (Rizzoli & Isles, #4)","Gerritsen, Tess*",,,,336        pp,4.18,"57,433","Aug 17, 2004",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tess Gerritsen tiesiog tobula. Labiausiai žavi jos meistriškumas ir įsigilinimas į temą, apie kurią rašo, taip galima ne tik mėgautis netikėtais istorTess Gerritsen tiesiog tobula. Labiausiai žavi jos meistriškumas ir įsigilinimas į temą, apie kurią rašo, taip galima ne tik mėgautis netikėtais istorijos posūkiais, bet ir iš arti pasmalsauti, kas vyksta teismo medicinoje, policijos nuovadose, ligoninėse ir pan. Nuostabus tas jausmas, kad imdama Tess į rankas žinai - gausi kokybę. Jau drąsiai ją tituluoju savo mylimiausia detektyvinių romanų autore. Šią knygą skaičiau 5 dienas ne dėl to, kad neturėjau laiko, o dėl to, kad ją TAUPIAUSI. Paskaitau dalelę, užverčiu, apgalvoju, vėl atsiverčiu. :D Na ir vakar atėjo tas laikas, kai knygą pabaigiau. Istorija labai labai patiko, įtraukė ir nepaleido, absoliučiai nesitikėjau, kas bus toliau. Buvo įdomu iš arčiau pažinti Morą, nes iki tol skaitytose dominavo Džeinė Ricoli.Prieš pradėdama skaityti galvojau - ras Mora savo sesę, ir visa intriga ties tuo pasibaigs. Betgi ne! Ko tik ji nerado. :D Nenoriu spoiltinti, bet labai labai rekomenduoju paskaityti. Tik pagalvojau, kad visgi reikia bandyti skaityti Tess knygas iš eilės, nes įvairios santykių, draugysčių peripetijos vis atsispindi knygose ir norisi žinoti tikslią seką. ...more",Notes are private!,0,2,1,"Jun 04, 2017","Jun 08, 2017","Jun 09, 2017",,Hardcover,view (with text),/book/show/17293530-dvyn-s
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dešimt minučių. Romanas, kuris keičia gyvenimus","Gamberale, Chiara",,9786090117729,,200        pp,3.34,"6,348","Nov 20, 2013",2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Knygos idėja - super, o išpildymas - pusėtinas. Kjara man pasirodė draugiška, paprasta, maloni, o tuo pačiu naivi, paaugliška. Nors jai jau virš 30 m.Knygos idėja - super, o išpildymas - pusėtinas. Kjara man pasirodė draugiška, paprasta, maloni, o tuo pačiu naivi, paaugliška. Nors jai jau virš 30 m., įsikibusi vyro ir be jo nematanti savo gyvenimo prasmės. Tiesa, visa istorija apie tai, kaip tos gyvenimo prasmės ji ieško, kaip mokosi gyventi be Vyro (knygoje šis žodis rašomas didžiąja raide), kaip atranda dalykus, kurie visada buvo šalia. Galvoju, kad man truputį atgrasu, kai tokių metų moteris nemoka pasigaminti valgyti, laikosi įsikibusi tėvų, vyro, kitaip tariant - nesubrendusi. Nebrandumas atsikartojo ir jos santykiuose su vyru. Man jų bendravimas priminė santabarbara, kuomet, atrodo, užuot paprastai išsiaiškinus paskęstama metaforose, apsisunkinama ir vengiama atsakomybės, stokojama savigarbos ir, po teisybei, meilės. Taip pat tikėjausi, kad Kjaros 10 minučių bus kupinos labai unikalių potyrių, bet kai kurios iš jų buvo leidžiamos labai primityviai (mano suvokimu). Nors gal čia tame esmė? Gal genialumas slypi paprastume? Tiesa, buvo viena vieta, kuomet susigraudinau. Tai buvo vieta, palietusi Kjaros ir jos mamos santykius. Pagalvojau - mano mama lygiai tokia pat: atsidavusi kitiems, pasišventusi savo vaikams, apie save galvojanti mažai. Jei knygoje nebūtų 10 minučių idėjos, o vietoje to - tik moters gyvenimo istorija, ko gero, būčiau knygą užvertusi jau po 50 puslapių, tačiau magėjo sužinoti - kokią gi įžvalgą pasidarys Kjara, baigusi šį eksperimentą - ar atsijunkys nuo vyro ir sekinančių santykių? Knyga skaityti lengva, puslapiai bėga greitai, tad visai rekomenduoju. Manau, čia viena iš tų knygų, kurios kiekvieną skaitytoją gali paliesti skirtingu aspektu: santykiuose su savimi, su tėvais, su antra puse, draugais, kaimynais, socialinėmis mažumomis, beglobių vaikų tema. Gilių įžvalgų ir minčių čia nerasite, užtat metaforų ir keistokų idėjų visai yra. Vasaros atostogoms skaitinys pats tas. Tiesa, knygą autorė vadina daline biografija. Tai mane ir žavi, ir stebina tuo pačiu metu: kurios gi vietos atitinka realybę?...more",Notes are private!,0,2,1,"Jun 11, 2017","Jun 15, 2017","Jun 08, 2017",,Hardcover,view (with text),/book/show/25219585-de-imt-minu-i-romanas-kuris-kei-ia-gyvenimus
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salemo raganos,"Picoult, Jodi*",,9786090112212,,488        pp,3.84,"83,898","Apr 03, 2001",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jaučiuosi dvejopai - viena vertus, nusivyliau autore - jau taaaip viskas panašu į prieš tai skaitytas jos knygas, kad net gali nuspėti, kas įvyks. KitJaučiuosi dvejopai - viena vertus, nusivyliau autore - jau taaaip viskas panašu į prieš tai skaitytas jos knygas, kad net gali nuspėti, kas įvyks. Kita vertus, teisminiai procesai man visada įdomu, tad antroji knygos dalis neprailgo. Įsivažiuoti į kūrinį buvo nelengva, nes nuo pat pradžių vardai ir veikėjai keičiasi greičiau nei spėji susigaudyti. Mano manymu, knygoje (ypač pradžioje) gausu perteklinės informacijos, kuri visiškai nekabina. Pagrindinio veikėjo ir jo darbdavės meilė kažkokia netikroviška, tad vietas apie tai norisi praskipinti, kaip ir daug ką knygoje. Kūrinyje nagrinėjami tėvų ir dukrų santykiai (jų man buvo per daug), bandoma kurti įtampa ir juntamas skatinimas rinktis - ar tikėti Džeku, ar ne. Aš iškart juo patikėjau, tad nebuvo jokios intrigos ""o gal, visgi, jis galėjo tai padaryti..."". Knygą apibūdinčiau kaip paplūdimio skaitalą, kai norisi kažko lengvo, bet trupučiuką intriguojančio. Tie visi raganavimai man atrodė labai neišdirbtas reikalas, autorė galėjo daugiau pasigilinti. Taip pat liko netikroviškumo jausmas apie tai, kad prisimelavusios paauglės nesulaukia jokios atsakomybės, man atrodo, realiame gyvenime būtų truputį kitai. O pati knygos pabaiga sudaro įspūdi, kad buvo norėta skaitytoją šokiruoti, tačiau bandymas pasirodė lėkštas ir neišbaigtas. Prievarta, paauglystė, tėvų ir vaikų santykiai - temos svarbios, tačiau pojūtis, kad jomis buvo bėgama paviršiukais, nustelbia tą svarbumą ir knyga lieka tik paprastas laisvalaikio skaitinys....more",Notes are private!,0,0,1,"May 26, 2017",Jun 2017,"Jun 01, 2017",,Hardcover,view (with text),/book/show/19009482-salemo-raganos
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Išlikusieji        (Rizzoli & Isles, #10)","Gerritsen, Tess*",9955134240,9789955134244,9955134240,336        pp,4.13,"33,746","Aug 16, 2012",2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pirmoji knyga, gaunanti pelnytą penketą. 🙂 Galvoju, kaip aš čia buvau pamiršusi apie Tess? Jos knygos, kurias skaičiau anksčiau, man išties patiko. O Pirmoji knyga, gaunanti pelnytą penketą. 🙂 Galvoju, kaip aš čia buvau pamiršusi apie Tess? Jos knygos, kurias skaičiau anksčiau, man išties patiko. O kalbant apie Išlikusiuosius, tai pirmas žodis, lendantis į galvą yra subtilumas. Visų paslapčių, netikėtų posūkių, intrigos ir įtampos čia buvo būtent tiek, kiek aš mėgstu – saikingai, subtiliai, neperkrautai. Nuo pat pradžių sudominusi, autorė susidomėjimą išlaiko iki pat pabaigos. Skaitydama neturėjau jokio supratimo, kas ir kaip čia bus, nebuvo jokios nuojautos, kaip baigsis knyga, kaip išsiriš užsukta painiava. Akcentai, kurių mišinys kūrinį darė tokį patrauklų:veikėjų charakteriai (Moiros, Ricoli)asmeninės pagrindinių veikėjų gyvenimo linijos – Moiros meilės santykiai, vidinė drama, Ricoli šeimos situacijamokyklos unikalumas – norėčiau tokioje dirbti (tik ne su sąlyga, dėl kurios visa bendruomenė ten susibūrusi…)pats istorijos užmanymas – tėvų, globėjų netektis, paauglių patirti išgyvenimai, pastangos prisitaikyti ir gyventi toliauSakyčiau, kad knyga skirta tokioms dienoms, kada norisi atsipalaiduoti ir kartu patirti kažką truputį pavojingo, tačiau ne iš arti, o jaukiai įsitaisius su puodeliu karšto gėrimo. Taip pat norisi paminėti, kad knyga nėra stipri, ji – įdomi, įtraukianti. Galvoju, kad penketą knygai rašau dar ir dėl to, kad ji labai laiku ir vietoje man pasimaišė. Truputį kankinuosi su kitais savo dabartiniais skaitiniais, tad Išlikusieji buvo tikra atgaiva. ...more",Notes are private!,0,0,1,"Apr 22, 2017","Apr 22, 2017","Apr 22, 2017",,Hardcover,view (with text),/book/show/23463337-i-likusieji
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tarnaitės pasakojimas,"Atwood, Margaret*",,,,336        pp,4.14,"2,046,948",1985,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unikali, kitokia, verčianti susimąstyti. Kai skaitau apie apribotas žmonių teises dėl tam tikrų praeities įvykių, viskas atrodo tarsi logiška, supran Unikali, kitokia, verčianti susimąstyti. Kai skaitau apie apribotas žmonių teises dėl tam tikrų praeities įvykių, viskas atrodo tarsi logiška, suprantama – na, juk praeityje taip jau buvo… Tačiau šioje knygoje yra aprašoma visai ne gūdi praeitis, o priešingai – ateitis. Jeigu normalioje visuomenėje moterys turi kelis vaidmenis: mama, žmona, dukra, darbuotoja, tai Gileade gali būti arba Žmona, arba Morta (tarnaičių rūšis), arba Tarnaitė (skirta tik reprodukcinėms funkcijoms), arba Teta, arba… būti išvešta į kolonijas. Fredinė gyvena visiškai izoliuota, gyva tik savo prisiminimais, su kuriais supažindinami ir skaitytojai. Autorės rašymo stilius užburia, skyriaus galą dažnai vainikuoja sakinys, verčiantis kūnu lakstyti šiurpuliukus. Nejučia save statai į Fredinės vietą – o kaip aš elgčiausi? Ar bandyčiau bėgti, kaip Moira? Ar pasiduočiau gyvenimo realybei, ar jį užbaigčiau (žinoma, įvairūs aštrūs daiktai yra pašalinti)? Knygos pradžia skirta supažindinti su situacija – pamažu skaitytojui pristatomos visos taisyklės, egzistuojančios dabar, tuomet užsimenama apie praeitį, o galiausiai – įtraukiama į tam tikrų įvykių sūkurį. Galima pamanyti, kad Fredinės gyvenimas dargi visai įdomus. Taigi paskutinieji 150 puslapių skaitosi lengviausiai – juos sudorojau paaukojusi kelias miego valandas (visai nejučia!). Svarstau su M. Atwood susipažinti artimiau – galbūt paskaityti dar vieną jos knygą. ...more",Notes are private!,0,0,1,"Apr 22, 2017","Apr 22, 2017","Apr 22, 2017",,Hardcover,view (with text),/book/show/17284081-tarnait-s-pasakojimas
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gabaus vaiko drama ir tikrosios savasties paieška,"Miller, Alice",,9785415021895,5415021892,149        pp,4.06,"26,480",1979,2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Knygą užverčiau ką tik, bet beveik neatsimenu apie ką ji. Nors knyga tikrai plona, skaitėsi man ji sunkiai. Manau dėl to, kad kartais nepritariau autoKnygą užverčiau ką tik, bet beveik neatsimenu apie ką ji. Nors knyga tikrai plona, skaitėsi man ji sunkiai. Manau dėl to, kad kartais nepritariau autorės mintims. Na, kas labiausiai trukdė, tai nekintantis ir nekvestionuojamas faktas, jog vaikystės traumos mus suaugusiame amžiuje veikia ir veiks tol, kol mes jų neįsisąmoninsime, neišveiksime. Tai būdinga psichoanalizei (autorė yra jos šalininkė), o man priimtinesnės kitos psichoterapijos rūšys, tokios, kurios nukreiptos ne į kapstymąsį po praeitį ir pasąmonę, o į elgesio pokytį.Knygoje nagrinėjama labai svarbi – smurto prieš vaikus – tema ir suaugusiojo bandymas susidoroti su ankstyvajame amžiuje patirtomis skriaudomis, kurios pasireiškia įvairiais psichosomatiniais ar elgesio, emocijų sunkumais, priklausomybėmis ir pan. Autorė ilgus metus nagrinėjo vaikystės patirties padarinius, o knygoje juos pristato besiremdama žymių žmonių (pvz., H. Hesse) biografijos faktais bei jų kūryboje atsispindinčiais neišveiktais jausmais. Kaip jau minėjau – tema svarbi, tačiau svarstau, kad jai nagrinėti pasirinktas ne visai patrauklus būdas. Knygoje juntamas kažkoks dramatiškumas, mintys gana šokinėja, kartojasi. Galvoju – kam skirta ši knyga? Veikiausiai specialistams, nes žmonės, nesusidūrę su specifine terminologija gali ne iki galo suprasti pagrindinę mintį. Kita vertus, neatmetu galimybės, jog mano nuomonei gali įtakos turėti vertimas. Man jis pasirodė klampus.Vertingiausiais vadinčiau puslapius nuo epilogo. Ten konkrečiai ir aiškiai kalbama tiek apie pačią knygą, jos įtaką skaičiusiems ir su autore susisiekusiems asmenims, tiek ir apie patį smurto faktą. Knygą rekomenduočiau tiems, kas turi laiko ir nori susipažinti su psichoanalitiniu požiūriu į vaikystės patirtis. Tai yra pirmoji mano skaityti autorės knyga (beje, išgarsinusi autorė visame pasaulyje), tad nepaisant to, kad man ji įspūdžio nepaliko, bandysiu suteikti šansą kitoms jos knygoms. ...more",Notes are private!,0,0,1,"Apr 22, 2017","Apr 22, 2017","Apr 22, 2017",,Hardcover,view (with text),/book/show/17314698-gabaus-vaiko-drama-ir-tikrosios-savasties-paie-ka
